teammate,player_id,player_name,position_id,position_name,x,y,id
False,5468,Domagoj Vida,3,Right Center Back,104.1,33.6,17394b3a-bd8d-4126-a47f-68e2f58764e0
False,5461,Šime Vrsaljko,2,Right Back,106.7,39.2,17394b3a-bd8d-4126-a47f-68e2f58764e0
False,6307,Duje Ćaleta-Car,5,Left Center Back,107.4,44.3,17394b3a-bd8d-4126-a47f-68e2f58764e0
False,33018,Joško Gvardiol,6,Left Back,106.7,50.9,17394b3a-bd8d-4126-a47f-68e2f58764e0
False,5469,Marcelo Brozović,10,Center Defensive Midfield,93.1,32.5,17394b3a-bd8d-4126-a47f-68e2f58764e0
False,5474,Ivan Perišić,21,Left Wing,98.6,49.2,17394b3a-bd8d-4126-a47f-68e2f58764e0
True,7843,Mason Mount,19,Center Attacking Midfield,86.0,22.8,17394b3a-bd8d-4126-a47f-68e2f58764e0
False,16531,Dominik Livaković,1,Goalkeeper,117.2,42.1,17394b3a-bd8d-4126-a47f-68e2f58764e0
True,10955,Harry Kane,23,Center Forward,100.5,26.6,17394b3a-bd8d-4126-a47f-68e2f58764e0
True,3233,Raheem Sterling,21,Left Wing,105.0,40.8,17394b3a-bd8d-4126-a47f-68e2f58764e0
True,5463,Luka Modrić,13,Right Center Midfield,69.0,44.1,d2e63c98-c4bc-4940-a241-fb6c843ee727
True,5456,Mateo Kovačić,15,Left Center Midfield,70.7,22.5,d2e63c98-c4bc-4940-a241-fb6c843ee727
True,5474,Ivan Perišić,21,Left Wing,78.5,3.5,d2e63c98-c4bc-4940-a241-fb6c843ee727
False,3244,John Stones,3,Right Center Back,91.7,26.5,d2e63c98-c4bc-4940-a241-fb6c843ee727
False,3323,Tyrone Mings,5,Left Center Back,93.9,38.6,d2e63c98-c4bc-4940-a241-fb6c843ee727
True,5460,Andrej Kramarić,17,Right Wing,67.1,59.3,d2e63c98-c4bc-4940-a241-fb6c843ee727
False,3308,Kieran Trippier,6,Left Back,70.1,64.1,d2e63c98-c4bc-4940-a241-fb6c843ee727
False,4354,Philip Foden,17,Right Wing,78.0,20.1,d2e63c98-c4bc-4940-a241-fb6c843ee727
False,7843,Mason Mount,19,Center Attacking Midfield,76.3,47.0,d2e63c98-c4bc-4940-a241-fb6c843ee727
False,3205,Kyle Walker,2,Right Back,87.3,22.5,d2e63c98-c4bc-4940-a241-fb6c843ee727
False,3943,Declan Rice,11,Left Defensive Midfield,87.6,31.7,d2e63c98-c4bc-4940-a241-fb6c843ee727
False,3468,Jordan Pickford,1,Goalkeeper,118.2,38.5,d2e63c98-c4bc-4940-a241-fb6c843ee727
True,3308,Kieran Trippier,6,Left Back,93.6,35.6,056871cf-3d1c-4830-9e19-60adb5916039
False,5469,Marcelo Brozović,10,Center Defensive Midfield,109.9,33.2,056871cf-3d1c-4830-9e19-60adb5916039
False,5468,Domagoj Vida,3,Right Center Back,112.8,39.6,056871cf-3d1c-4830-9e19-60adb5916039
False,5474,Ivan Perišić,21,Left Wing,110.5,37.7,056871cf-3d1c-4830-9e19-60adb5916039
False,6307,Duje Ćaleta-Car,5,Left Center Back,111.1,44.8,056871cf-3d1c-4830-9e19-60adb5916039
False,5463,Luka Modrić,13,Right Center Midfield,101.0,43.3,056871cf-3d1c-4830-9e19-60adb5916039
False,5456,Mateo Kovačić,15,Left Center Midfield,108.4,44.9,056871cf-3d1c-4830-9e19-60adb5916039
False,5460,Andrej Kramarić,17,Right Wing,112.0,53.8,056871cf-3d1c-4830-9e19-60adb5916039
False,5465,Ante Rebić,23,Center Forward,106.6,41.4,056871cf-3d1c-4830-9e19-60adb5916039
False,33018,Joško Gvardiol,6,Left Back,104.9,48.2,056871cf-3d1c-4830-9e19-60adb5916039
False,5461,Šime Vrsaljko,2,Right Back,111.1,42.8,056871cf-3d1c-4830-9e19-60adb5916039
True,3244,John Stones,3,Right Center Back,111.3,55.0,056871cf-3d1c-4830-9e19-60adb5916039
True,3323,Tyrone Mings,5,Left Center Back,108.9,48.3,056871cf-3d1c-4830-9e19-60adb5916039
True,10955,Harry Kane,23,Center Forward,111.9,33.2,056871cf-3d1c-4830-9e19-60adb5916039
True,4354,Philip Foden,17,Right Wing,110.2,32.2,056871cf-3d1c-4830-9e19-60adb5916039
True,3233,Raheem Sterling,21,Left Wing,111.6,39.6,056871cf-3d1c-4830-9e19-60adb5916039
True,3943,Declan Rice,11,Left Defensive Midfield,105.5,40.2,056871cf-3d1c-4830-9e19-60adb5916039
False,16531,Dominik Livaković,1,Goalkeeper,118.8,40.5,056871cf-3d1c-4830-9e19-60adb5916039
False,5474,Ivan Perišić,21,Left Wing,93.7,44.1,37698cb2-4177-450d-977d-bb4b8a13d0ce
False,5463,Luka Modrić,13,Right Center Midfield,85.9,12.3,37698cb2-4177-450d-977d-bb4b8a13d0ce
False,5456,Mateo Kovačić,15,Left Center Midfield,93.5,28.3,37698cb2-4177-450d-977d-bb4b8a13d0ce
False,33018,Joško Gvardiol,6,Left Back,103.7,43.7,37698cb2-4177-450d-977d-bb4b8a13d0ce
False,6307,Duje Ćaleta-Car,5,Left Center Back,101.4,28.1,37698cb2-4177-450d-977d-bb4b8a13d0ce
False,5469,Marcelo Brozović,10,Center Defensive Midfield,99.5,20.0,37698cb2-4177-450d-977d-bb4b8a13d0ce
False,5468,Domagoj Vida,3,Right Center Back,103.0,24.6,37698cb2-4177-450d-977d-bb4b8a13d0ce
False,5460,Andrej Kramarić,17,Right Wing,97.8,12.2,37698cb2-4177-450d-977d-bb4b8a13d0ce
False,5461,Šime Vrsaljko,2,Right Back,104.3,19.4,37698cb2-4177-450d-977d-bb4b8a13d0ce
False,16531,Dominik Livaković,1,Goalkeeper,118.0,37.9,37698cb2-4177-450d-977d-bb4b8a13d0ce
True,4706,Kalvin Phillips,9,Right Defensive Midfield,86.4,26.3,37698cb2-4177-450d-977d-bb4b8a13d0ce
True,4354,Philip Foden,17,Right Wing,99.7,43.6,37698cb2-4177-450d-977d-bb4b8a13d0ce
True,10955,Harry Kane,23,Center Forward,90.1,8.4,37698cb2-4177-450d-977d-bb4b8a13d0ce
True,3308,Kieran Trippier,6,Left Back,92.9,5.4,37698cb2-4177-450d-977d-bb4b8a13d0ce
True,7843,Mason Mount,19,Center Attacking Midfield,104.5,14.6,37698cb2-4177-450d-977d-bb4b8a13d0ce
False,3308,Kieran Trippier,6,Left Back,107.6,69.1,e9edcf1b-b8a8-4b7e-8cd2-35a577c89cd6
