teammate,player_id,player_name,position_id,position_name,x,y,id
False,3702,Victor Nilsson Lindelöf,3,Right Center Back,108.5,38.4,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
False,5612,Mikael Lustig,2,Right Back,112.5,38.7,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
False,5624,Albin Ekdal,11,Left Defensive Midfield,112.9,36.5,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
False,11098,Marcus Berg,22,Right Center Forward,114.3,46.9,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
False,5621,Ludwig Augustinsson,6,Left Back,114.5,38.4,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
False,8819,Alexander Isak,24,Left Center Forward,117.9,42.5,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
False,5622,Robin Olsen,1,Goalkeeper,119.6,39.3,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
False,5625,Emil Peter Forsberg,16,Left Midfield,112.9,58.1,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
False,23444,Kristoffer Olsson,9,Right Defensive Midfield,108.8,52.4,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
False,26875,Marcus Andreas Danielsson,5,Left Center Back,112.0,40.2,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
False,5617,Sebastian Larsson,12,Right Midfield,105.9,36.9,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
True,6892,Pau Francisco Torres,5,Left Center Back,113.9,39.2,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
True,4353,Aymeric Laporte,3,Right Center Back,112.7,35.0,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
True,6748,Ferrán Torres García,17,Right Wing,112.6,45.4,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
True,6765,Rodrigo Hernández Cascante,10,Center Defensive Midfield,113.9,47.9,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
True,30486,Pedro González López,15,Left Center Midfield,105.3,62.8,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
True,16532,Daniel Olmo Carvajal,21,Left Wing,104.0,44.2,845a468d-4b7d-4d83-98ba-94c5a62d2ba2
False,5617,Sebastian Larsson,12,Right Midfield,106.0,37.1,746b9b9d-d975-49bc-8730-d7271489c9c5
False,11098,Marcus Berg,22,Right Center Forward,106.0,45.5,746b9b9d-d975-49bc-8730-d7271489c9c5
False,5621,Ludwig Augustinsson,6,Left Back,108.9,39.9,746b9b9d-d975-49bc-8730-d7271489c9c5
False,3702,Victor Nilsson Lindelöf,3,Right Center Back,103.1,43.2,746b9b9d-d975-49bc-8730-d7271489c9c5
False,5624,Albin Ekdal,11,Left Defensive Midfield,107.4,33.2,746b9b9d-d975-49bc-8730-d7271489c9c5
False,5612,Mikael Lustig,2,Right Back,104.1,38.9,746b9b9d-d975-49bc-8730-d7271489c9c5
False,26875,Marcus Andreas Danielsson,5,Left Center Back,108.4,42.0,746b9b9d-d975-49bc-8730-d7271489c9c5
False,8819,Alexander Isak,24,Left Center Forward,110.4,44.5,746b9b9d-d975-49bc-8730-d7271489c9c5
False,5625,Emil Peter Forsberg,16,Left Midfield,102.5,54.9,746b9b9d-d975-49bc-8730-d7271489c9c5
False,23444,Kristoffer Olsson,9,Right Defensive Midfield,97.8,46.6,746b9b9d-d975-49bc-8730-d7271489c9c5
False,5622,Robin Olsen,1,Goalkeeper,118.1,40.4,746b9b9d-d975-49bc-8730-d7271489c9c5
True,6892,Pau Francisco Torres,5,Left Center Back,109.3,37.8,746b9b9d-d975-49bc-8730-d7271489c9c5
True,4353,Aymeric Laporte,3,Right Center Back,105.2,31.7,746b9b9d-d975-49bc-8730-d7271489c9c5
True,6765,Rodrigo Hernández Cascante,10,Center Defensive Midfield,104.2,39.8,746b9b9d-d975-49bc-8730-d7271489c9c5
True,6748,Ferrán Torres García,17,Right Wing,108.4,44.4,746b9b9d-d975-49bc-8730-d7271489c9c5
True,3477,Álvaro Borja Morata Martín,23,Center Forward,107.2,37.5,746b9b9d-d975-49bc-8730-d7271489c9c5
