bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,2.541538,,,,,,,,,,,,,,,,,4891d537-aaa0-489c-8d8a-4bee43583ce7,329,,"[6.2, 41.0]",3788773,5,,True,,,-0.79672915,,Keeper Arm,,,"[41.1, 5.3]",,High Pass,,49.924942,,,Karim Benzema,,,,,,1,From Keeper,Hugo Lloris,3099.0,Goalkeeper,20,France,771,['7192a6d3-a54b-444f-98a5-358fb671263e'],28,,,,,,,,,,,,,,,,,France,00:05:28.095,Pass,,6.2,41.0,41.1,5.3,,,
,,,,,,,,,,,,,,,1.253134,,,,,,,,,,,,,,,,,bf1436da-58e2-4bb1-8053-a89006bfa9c7,331,,"[70.0, 4.5]",3788773,5,,,,,-0.056350537,,Right Foot,,,"[89.5, 3.4]",,Ground Pass,,19.531,,,Kylian Mbappé Lottin,,,,,,1,Regular Play,Karim Benzema,19677.0,Center Forward,21,France,771,['fd8ca3a5-fded-48da-af88-ae6eb0f5035d'],33,,,,,,,,,,,,,,,,,France,00:05:33.920,Pass,,70.0,4.5,89.5,3.4,,,
,,,,,,,,,,,,,,,0.187418,,,,,,,,,,,,,,,,,081a2cfc-dc7b-44a1-8f2e-9ea39cbe7938,339,,"[110.0, 17.4]",3788773,5,,,,,1.5707964,,Left Foot,,,"[110.0, 20.6]",,Ground Pass,,3.2,,Incomplete,Corentin Tolisso,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Left Wing,22,France,771,"['71324655-89b3-494b-9312-f32535ca1e76', '8cd512ec-d88a-4a64-ab93-2f4c54f23646']",42,,,,,,,,,,,,,,,,,France,00:05:42.325,Pass,,110.0,17.4,110.0,20.6,,,
,,,,,,,,,,,,,,,1.239311,,,,,,,,,,,,,,,,,4c225427-50ec-4c88-ae76-5662e359de53,342,,"[120.0, 0.1]",3788773,6,,,,,1.8130372,,Right Foot,,,"[111.5, 34.5]",,High Pass,True,35.43459,,Incomplete,,,,Inswinging,,Corner,1,From Corner,Kylian Mbappé Lottin,3009.0,Left Wing,23,France,771,['938539be-0196-41fa-b96e-b3c4cd2bacbf'],8,,,,,,,,,,,,,,,,,France,00:06:08.252,Pass,,120.0,0.1,111.5,34.5,,,
,,,,,,,,,,,,,,,1.8181,,,,,,,,,,,,,,,,,45199da6-a5fd-44dd-9a67-1acc014ff540,344,,"[68.2, 0.1]",3788773,6,,True,,,2.8710792,,,,,"[56.3, 3.4]",,Low Pass,,12.349089,,,N''Golo Kanté,,,,,Throw-in,1,From Throw In,Lucas Hernández Pi,5484.0,Left Back,24,France,771,['e52e3cd4-65c0-445e-a6a5-5be327ae3685'],21,,,,,,,,,,,,,,,,,France,00:06:21.374,Pass,,68.2,0.1,56.3,3.4,,,
,,,,,,,,,,,,,,,2.419457,,,,,,,,,,,,,,,,,cf0f74d1-2e83-48af-9819-987f7eab1ebc,346,,"[54.0, 4.5]",3788773,6,,,,,1.6381102,,Right Foot,,,"[51.6, 40.1]",,Ground Pass,,35.68081,,,Raphaël Varane,,,,,,1,From Throw In,N''Golo Kanté,3961.0,Left Defensive Midfield,24,France,771,['d88be44b-0be9-410b-9e2a-632d190d41b7'],25,,,,,,,,,,,,,,,,,France,00:06:25.088,Pass,,54.0,4.5,51.6,40.1,,,
,,,,,,,,,,,,,,,0.777221,,,,,,,,,,,,,,,,,0f271a99-535c-4534-be97-5d955eaa7b21,349,,"[51.6, 40.1]",3788773,6,,,,,1.3299499,,Right Foot,,,"[55.8, 57.2]",,Ground Pass,,17.608236,,,Corentin Tolisso,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,24,France,771,['65a57076-6401-4af3-818c-b3b66b886b60'],29,,,,,,,,,,,,,,,,,France,00:06:29.849,Pass,,51.6,40.1,55.8,57.2,,,
,,,,,,,,,,,,,,,1.141557,,,,,,,,,,,,,,,,,f06d3476-4d66-4e47-a85f-b82befc14013,352,,"[55.8, 57.2]",3788773,6,,,,,-1.5707964,,Right Foot,,,"[55.8, 41.0]",,Ground Pass,,16.2,,,Paul Pogba,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Right Wing,24,France,771,['146aea00-fce4-4489-aa39-ff513163a85d'],31,,,,,,,,,,,,,,,,,France,00:06:31.122,Pass,,55.8,57.2,55.8,41.0,,,
,,,,,,,,,,,,,,,1.496452,,,,,,,,,,,,,,,,,38e836a4-8ff5-4bb2-86d5-760363bbdd5b,355,,"[57.1, 40.5]",3788773,6,,,,,2.5127964,,Right Foot,,,"[42.8, 50.9]",,Ground Pass,,17.681911,,,Raphaël Varane,,,,,,1,From Throw In,Paul Pogba,20004.0,Right Defensive Midfield,24,France,771,"['2f2213ad-d768-4ec0-a506-1bd42503fa5e', '9bfdd54a-4cf1-4b12-b461-e6ff617a5d71']",32,,,,,,,,,,,,,,,,,France,00:06:32.264,Pass,True,57.1,40.5,42.8,50.9,,,
,,,,,,,,,,,,,,,2.718211,,,,,,,,,,,,,,,,,5cc8f233-a497-4f11-b6a1-903c10c53c44,358,,"[40.6, 50.9]",3788773,6,,,,,-2.7485347,,Left Foot,,,"[16.0, 40.7]",,Ground Pass,,26.63081,,,Hugo Lloris,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,24,France,771,['8688ac1b-7991-4af8-bdab-79b2a47a7b9f'],34,,,,,,,,,,,,,,,,,France,00:06:34.925,Pass,,40.6,50.9,16.0,40.7,,,
,,,,,,,,,,,,,,,1.505464,,,,,,,,,,,,,,,,,3d0a2d24-088b-46f0-a17a-f4f3c8871af6,360,,"[16.0, 40.7]",3788773,6,,,,,1.0066303,,Left Foot,,,"[27.2, 58.4]",,Ground Pass,,20.945883,,,Raphaël Varane,,,,,,1,From Throw In,Hugo Lloris,3099.0,Goalkeeper,24,France,771,['ce07dbf2-b524-4ac4-bfd2-584fdd36d241'],37,,,,,,,,,,,,,,,,,France,00:06:37.643,Pass,,16.0,40.7,27.2,58.4,,,
,,,,,,,,,,,,,,,1.503837,,,,,,,,,,,,,,,,,c79984b7-9135-4b42-adde-7d2ef2ce82dd,363,,"[42.0, 61.6]",3788773,6,,,,,0.73446184,,Left Foot,,,"[55.4, 73.7]",,Ground Pass,,18.05464,,,Jules Koundé,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,24,France,771,['26598c96-2d53-4628-8506-c112a024e2a4'],44,,,,,,,,,,,,,,,,,France,00:06:44.246,Pass,,42.0,61.6,55.4,73.7,,,
,,,,,,,,,,,,,,,1.117382,,,,,,,,,,,,,,,,,a0a81af7-fbc3-4e29-987b-f6a3c466f96a,366,,"[55.4, 73.7]",3788773,6,,,,,-0.15991312,,Right Foot,,,"[67.8, 71.7]",,Ground Pass,,12.560255,,Incomplete,Corentin Tolisso,,,,,,1,From Throw In,Jules Koundé,4445.0,Right Back,24,France,771,"['0a2a0ccf-622d-4ddd-a907-8b45a23293e1', 'bed71601-f93f-4e45-84aa-5559fc2ede3a']",45,,,,,,,,,,,,,,,,,France,00:06:45.904,Pass,,55.4,73.7,67.8,71.7,,,
,,,,,,,,,True,,,,,,1.240265,,,,,,,,,,,,,,,,,bed71601-f93f-4e45-84aa-5559fc2ede3a,368,,"[52.3, 8.4]",3788773,6,,,,,0.6233696,,Left Foot,,,"[64.4, 17.1]",,Ground Pass,,14.90302,,,João Filipe Iria Santos Moutinho,,,,,Interception,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,25,Portugal,780,"['a0a81af7-fbc3-4e29-987b-f6a3c466f96a', 'b07073be-cc54-4fd4-a158-50d6168b2a5a']",47,,,,,,,,,,,,,,,,,Portugal,00:06:47.022,Pass,,52.3,8.4,64.4,17.1,,,
,,,,,,,,,,,,,,,1.327865,,,,,,,,,,,,,,,,,5ec7b688-1ed5-415e-81d3-160097d7618c,372,,"[71.3, 23.9]",3788773,6,,,,,-0.9317795,,Right Foot,,,"[84.6, 6.0]",,Ground Pass,,22.300224,,,Raphaël Adelino José Guerreiro,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,25,Portugal,780,"['d913a770-fb93-4869-8c5b-c3470cbab45f', 'daa12836-1111-40c5-bb81-175b4f7c10b1']",50,,,,,,,,,,,,,,,,,Portugal,00:06:50.647,Pass,True,71.3,23.9,84.6,6.0,,,
,,,,,,,,,,,,,,,1.110321,,,,,,,,,,,,,,,,,1a67c393-b24b-4562-aa57-df066ca3a7f4,375,,"[84.6, 6.0]",3788773,6,,,,,2.1562016,,Left Foot,,,"[78.7, 14.9]",,Ground Pass,,10.678015,,,Diogo José Teixeira da Silva,,,,,,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,25,Portugal,780,['3309db33-5a3d-4801-82aa-0350b521d141'],51,,,,,,,,,,,,,,,,,Portugal,00:06:51.984,Pass,,84.6,6.0,78.7,14.9,,,
,,,,,,,,,,,,,,,1.147166,,,,,,,,,,,,,,,,,140d66e2-8c51-48ba-b38d-d31643211d71,378,,"[78.7, 14.9]",3788773,6,,,,,-0.8990009,,Right Foot,,,"[85.3, 6.6]",,Ground Pass,,10.604244,,,Raphaël Adelino José Guerreiro,,,,,,1,Regular Play,Diogo José Teixeira da Silva,9929.0,Left Midfield,25,Portugal,780,['c8c766ca-b1f3-4f0e-b794-f8e65a61030d'],53,,,,,,,,,,,,,,,,,Portugal,00:06:53.123,Pass,,78.7,14.9,85.3,6.6,,,
,,,,,,,,,,,,,,,1.318869,,,,,,,,,,,,,,,,,4b205caf-3114-4c0d-a2da-68c34dc66c40,381,,"[85.6, 6.6]",3788773,6,,,,,2.241318,,Left Foot,,,"[78.7, 15.3]",,Ground Pass,,11.1040535,,,Renato Júnior Luz Sanches,,,,,,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,25,Portugal,780,['293e40f0-92d8-4a9a-bbbb-900bec053791'],55,,,,,,,,,,,,,,,,,Portugal,00:06:55.748,Pass,,85.6,6.6,78.7,15.3,,,
,,,,,,,,,,,,,,,0.938409,,,,,,,,,,,,,,,,,4471ddec-66d5-4c6c-8793-968154326231,384,,"[78.1, 18.1]",3788773,6,,,,,1.4694499,,Right Foot,,,"[79.3, 29.9]",,Ground Pass,,11.86086,,,João Filipe Iria Santos Moutinho,,,,,,1,Regular Play,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,25,Portugal,780,['c300f6c9-8a72-481f-9bdd-4e9d2f7a5154'],57,,,,,,,,,,,,,,,,,Portugal,00:06:57.854,Pass,,78.1,18.1,79.3,29.9,,,
,,,,,,,,,,,,,,,0.051884,,,,,,,,,,,,,,,,,8823dc77-b6d9-4c1e-9935-ec5fb5f0f534,387,,"[79.1, 29.7]",3788773,6,,,,,-0.5191461,,Right Foot,,,"[80.5, 28.9]",,Ground Pass,,1.6124516,,Incomplete,Diogo José Teixeira da Silva,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,25,Portugal,780,"['71fed577-1828-440d-90d7-98f0d3adcac9', 'a0c815df-9503-4cb9-9aa9-de085f1f5ea9']",58,,,,,,,,,,,,,,,,,Portugal,00:06:58.793,Pass,,79.1,29.7,80.5,28.9,,,
,,,,,,,,,,,,,,,2.100205,,,,,,,,,,,,,,,,,b2634093-6229-4988-a6e6-4e90965f729d,390,,"[75.6, 0.1]",3788773,7,,,,,2.8423102,,,,,"[48.7, 8.4]",,Low Pass,,28.151377,,,Rúben Santos Gato Alves Dias,,,,,Throw-in,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,26,Portugal,780,['bb7929ad-5a3f-4de0-a1f1-14ddffde22cd'],8,,,,,,,,,,,,,,,,,Portugal,00:07:08.984,Pass,,75.6,0.1,48.7,8.4,,,
,,,,,,,,,,,,,,,1.914657,,,,,,,,,,,,,,,,,6fcedee4-2813-4a50-8899-9ca371a67be0,393,,"[48.0, 13.2]",3788773,7,,,,,1.7154577,,Right Foot,,,"[42.1, 53.7]",,Ground Pass,,40.927498,,,Kléper Laveran Lima Ferreira,,True,,,,1,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,26,Portugal,780,['ef99c0f8-d8eb-418d-8e3b-d3479a71d320'],12,,,,,,,,,,,,,,,,,Portugal,00:07:12.397,Pass,,48.0,13.2,42.1,53.7,,,
,,,,,,,,,,,,,,,1.649528,,,,,,,,,,,,,,,,,0195a4b8-a1f3-4c59-af27-b6a50c551dd8,396,,"[43.9, 54.4]",3788773,7,,,,,-1.6375662,,Right Foot,,,"[41.7, 21.5]",,Ground Pass,,32.973473,,,Rúben Santos Gato Alves Dias,,,,,,1,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,26,Portugal,780,['a7e8dc22-1fa7-4505-99df-21ae49c67c8e'],18,,,,,,,,,,,,,,,,,Portugal,00:07:18.931,Pass,,43.9,54.4,41.7,21.5,,,
,,,,,,,,,,,,,,,1.046136,,,,,,,,,,,,,,,,,e7f57193-e753-46f8-941a-f3647602577b,399,,"[41.7, 21.5]",3788773,7,,,,,-0.85271204,,Right Foot,,,"[50.0, 12.0]",,Ground Pass,,12.61507,,,Renato Júnior Luz Sanches,,,,,,1,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,26,Portugal,780,['148ee4a7-c8c7-4435-9e5c-1dfa06be1fb7'],21,,,,,,,,,,,,,,,,,Portugal,00:07:21.866,Pass,,41.7,21.5,50.0,12.0,,,
,,,,,,,,,,,,,,,1.306525,,,,,,,,,,,,,,,,,9db13e11-0af5-4a18-94fc-9af9824f6bb0,402,,"[61.6, 16.4]",3788773,7,,,,,2.477952,,Right Foot,,,"[48.3, 26.8]",,Ground Pass,,16.883425,,,Rúben Santos Gato Alves Dias,,,,,,1,From Throw In,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,26,Portugal,780,['70c9d6fe-1841-4d2a-b9a2-ee1e591b3249'],26,,,,,,,,,,,,,,,,,Portugal,00:07:26.047,Pass,,61.6,16.4,48.3,26.8,,,
,,,,,,,,,,,,,,,1.002435,,,,,,,,,,,,,,,,,77412539-921c-40cc-b6e1-4510f9b3dc8e,405,,"[48.3, 26.8]",3788773,7,,,,,1.1452255,,Right Foot,,,"[58.0, 48.2]",,Ground Pass,,23.495745,,,João Filipe Iria Santos Moutinho,,,,,,1,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,26,Portugal,780,['5e8a4f13-a950-44b6-a932-e110ace94abc'],29,,,,,,,,,,,,,,,,,Portugal,00:07:29.299,Pass,,48.3,26.8,58.0,48.2,,,
,,,,,,,,,,,,,,,0.692026,,,,,,,,,,,,,,,,,0ac1c2b6-8efa-438b-ac54-27fbaf120828,408,,"[58.0, 48.2]",3788773,7,,,,,-2.2843184,,Right Foot,,,"[52.2, 41.5]",,Ground Pass,,8.861715,,,Danilo Luís Hélio Pereira,,,,,,1,From Throw In,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,26,Portugal,780,['80389319-a487-4a2f-97da-37b83460e78c'],31,,,,,,,,,,,,,,,,,Portugal,00:07:31.566,Pass,,58.0,48.2,52.2,41.5,,,
,,,,,,,,,,,,,,,1.038264,,,,,,,,,,,,,,,,,4d323616-8469-41ef-a2a6-2d72065c9ba0,411,,"[48.3, 50.1]",3788773,7,,,,,-0.71492684,,Right Foot,,,"[57.4, 42.2]",,Ground Pass,,12.050726,,,João Filipe Iria Santos Moutinho,,,,,,1,From Throw In,Danilo Luís Hélio Pereira,13621.0,Center Defensive Midfield,26,Portugal,780,['e2cacd4a-4421-4ba2-9eee-883c9922a226'],33,,,,,,,,,,,,,,,,,Portugal,00:07:33.833,Pass,,48.3,50.1,57.4,42.2,,,
,,,,,,,,,,,,,,,0.943194,,,,,,,,,,,,,,,,,eb1577fa-86cd-4727-990e-0ee5ccec265a,414,,"[57.4, 42.2]",3788773,7,,,,,-1.9994178,,Right Foot,,,"[50.5, 27.1]",,Ground Pass,,16.601807,,,Renato Júnior Luz Sanches,,,,,,1,From Throw In,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,26,Portugal,780,['558e6e47-56ee-4d7a-b765-0b052aa79774'],35,,,,,,,,,,,,,,,,,Portugal,00:07:35.598,Pass,,57.4,42.2,50.5,27.1,,,
,,,,,,,,,,,,,,,1.588259,,,,,,,,,,,,,,,,,91c7d9d5-25e5-425d-8306-a1241e42a510,417,,"[50.5, 27.1]",3788773,7,,,,,-0.83504677,,Right Foot,,,"[65.8, 10.2]",,Ground Pass,,22.79693,,,Raphaël Adelino José Guerreiro,,,,,,1,From Throw In,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,26,Portugal,780,['2e61040e-1c4e-4e6e-979a-0c9d68fbdbe8'],36,,,,,,,,,,,,,,,,,Portugal,00:07:36.992,Pass,,50.5,27.1,65.8,10.2,,,
,,,,,,,,,,,,,,,0.097038,,,,,,,,,,,,,,,,,961db05c-301f-4a24-b3d1-6cdf6aef7968,420,,"[68.1, 11.6]",3788773,7,,,,,1.0899091,,Left Foot,,,"[69.3, 13.9]",,Ground Pass,,2.5942245,,Incomplete,Diogo José Teixeira da Silva,,,,,,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,26,Portugal,780,"['406ec3aa-50cf-4efa-af0c-e604a6fb6291', 'a189e15f-70f3-4f21-a748-63fe99093b30']",39,,,,,,,,,,,,,,,,,Portugal,00:07:39.317,Pass,,68.1,11.6,69.3,13.9,,,
,,,,,,,,,,,,,,,0.786228,,,,,,,,,,,,,,,,,213f10d0-71b1-4210-9f60-c4fa41b8cbc4,428,,"[52.9, 64.8]",3788773,7,,,,,-2.126667,,Right Foot,,,"[48.8, 58.2]",,Ground Pass,,7.7698135,,,Paul Pogba,,,,,Free Kick,1,From Free Kick,Corentin Tolisso,5480.0,Right Wing,28,France,771,['0f6f2b81-1585-40d8-b7fa-7d6a2c478a99'],48,,,,,,,,,,,,,,,,,France,00:07:48.268,Pass,,52.9,64.8,48.8,58.2,,,
,,,,,,,,,,,,,,,1.088228,,,,,,,,,,,,,,,,,e068ada6-53bc-4268-b41b-e36fe83221bd,431,,"[48.8, 58.2]",3788773,7,,,,,-0.5287728,,Right Foot,,,"[57.7, 53.0]",,Ground Pass,,10.307764,,,Antoine Griezmann,,,,,,1,From Free Kick,Paul Pogba,20004.0,Right Defensive Midfield,28,France,771,['c132dca4-6213-4b4a-92b6-cc927a899520'],49,,,,,,,,,,,,,,,,,France,00:07:49.813,Pass,,48.8,58.2,57.7,53.0,,,
,,,,,,,,,,,,,,,0.767582,,,,,,,,,,,,,,,,,e280edac-6981-4c98-8b8c-c05f4f3c0ed0,433,,"[57.7, 53.0]",3788773,7,,,,,2.5169573,,Left Foot,,,"[49.1, 59.2]",,Ground Pass,,10.601887,,,Paul Pogba,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Center Attacking Midfield,28,France,771,['f5e0d80c-9bd8-4120-90d0-6aed0d10b40d'],50,,,,,,,,,,,,,,,,,France,00:07:50.901,Pass,,57.7,53.0,49.1,59.2,,,
,,,,,,,,,,,,,,,1.220479,,,,,,,,,,,,,,,,,dd8402e8-c3d8-456b-836e-242dfb9f8390,436,,"[50.1, 51.4]",3788773,7,,,,,2.0536108,,Right Foot,,,"[43.6, 63.8]",,Ground Pass,,14.000357,,,Raphaël Varane,,,,,,1,From Free Kick,Paul Pogba,20004.0,Right Defensive Midfield,28,France,771,['0ab649c6-a587-45c9-aecb-61d486861e64'],55,,,,,,,,,,,,,,,,,France,00:07:55.683,Pass,,50.1,51.4,43.6,63.8,,,
,,,,,,,,,,,,,,,1.239788,,,,,,,,,,,,,,,,,9b9e6392-2236-473b-bd22-3bea2117d76f,439,,"[56.1, 65.8]",3788773,8,,,,,-2.3561945,,Right Foot,,,"[48.0, 57.7]",,Ground Pass,,11.45513,,,Paul Pogba,,,,,,1,From Free Kick,Raphaël Varane,5485.0,Right Center Back,28,France,771,['96885608-e7e0-49a1-970e-6754573a8378'],1,,,,,,,,,,,,,,,,,France,00:08:01.833,Pass,,56.1,65.8,48.0,57.7,,,
,,,,,,,,,,,,,,,2.39134,,,,,,,,,,,,,,,,,a55d9fed-070b-41f4-8143-c444b643345e,452,,"[34.0, 57.7]",3788773,8,,,,,-1.6951513,,Right Foot,,,"[29.3, 20.1]",,Ground Pass,,37.892612,,,Lucas Hernández Pi,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Center Attacking Midfield,28,France,771,['14b50d96-6194-469d-8c52-20035fb1108f'],17,,,,,,,,,,,,,,,,,France,00:08:17.382,Pass,,34.0,57.7,29.3,20.1,,,
,,,,,,,,,,,,,,,1.392056,,,,,,,,,,,,,,,,,2016d4ea-f8d8-49c7-b827-c7d0ca98f509,455,,"[30.3, 19.6]",3788773,8,,,,,-0.64053154,,Left Foot,,,"[51.9, 3.5]",,Ground Pass,,26.940119,,,Kylian Mbappé Lottin,,,,,,1,From Free Kick,Lucas Hernández Pi,5484.0,Left Back,28,France,771,['a97bb975-c36e-4bb3-8ce1-c18c7d9c8310'],20,,,,,,,,,,,,,,,,,France,00:08:20.602,Pass,,30.3,19.6,51.9,3.5,,,
,,,,,,,,,,,,,,,1.470001,,,,,,,,,,,,,,,,,6c1a380a-77bd-44fb-8c22-7933c6e66d48,460,,"[71.4, 0.1]",3788773,9,,,,,1.1850498,,,,,"[79.4, 19.8]",,High Pass,,21.262407,,,Kylian Mbappé Lottin,,,,,Throw-in,1,From Throw In,Lucas Hernández Pi,5484.0,Left Back,29,France,771,['e2c74ab1-e206-45de-8235-c1d3de1dd144'],26,,,,,,,,,,,,,,,,,France,00:09:26.163,Pass,,71.4,0.1,79.4,19.8,,,
,,,,,,,,,,,,,,,0.998221,,,,,,,,,,,,,,,,,0a5dcad5-b23f-41f6-b365-e5cc2137e0a1,463,,"[79.4, 19.8]",3788773,9,,,,,-2.5602124,,Right Foot,,,"[68.9, 12.9]",,Ground Pass,,12.564235,,,Paul Pogba,,,,,,1,From Throw In,Kylian Mbappé Lottin,3009.0,Left Wing,29,France,771,['f58a7854-b03d-4534-b1b9-25ee11c0d45c'],27,,,,,,,,,,,,,,,,,France,00:09:27.699,Pass,,79.4,19.8,68.9,12.9,,,
,,,,,,,,,,,,,,,1.627026,,,,,,,,,,,,,,,,,73de195a-d161-4681-8a42-f716e9e98830,466,,"[64.9, 12.4]",3788773,9,,,,,1.927643,,Right Foot,,,"[56.4, 35.2]",,Ground Pass,,24.3329,,,Raphaël Varane,,,,,,1,From Throw In,Paul Pogba,20004.0,Right Defensive Midfield,29,France,771,['bfab4e1e-f780-4fa5-a14d-f57455171a93'],29,,,,,,,,,,,,,,,,,France,00:09:29.863,Pass,,64.9,12.4,56.4,35.2,,,
,,,,,,,,,,,,,,,1.466593,,,,,,,,,,,,,,,,,c7aef77b-eaae-4bd7-9bbc-4072cfd37d97,469,,"[76.3, 65.2]",3788773,9,,,,,0.57280105,,Right Foot,,,"[90.1, 74.1]",,Ground Pass,,16.421022,,,Jules Koundé,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,29,France,771,['bb02ebef-41a7-4d56-979d-15017311d714'],35,,,,,,,,,,,,,,,,,France,00:09:35.939,Pass,,76.3,65.2,90.1,74.1,,,
,,,,,,,,,,,,,,,1.201641,,,,,,,,,,,,,,,,,6a796fd3-713c-47aa-86c9-ee1f1d4d07ee,471,,"[89.9, 73.9]",3788773,9,,,,,-2.9244814,,Right Foot,,,"[76.3, 70.9]",,Ground Pass,,13.926952,,,Raphaël Varane,,,,,,1,From Throw In,Jules Koundé,4445.0,Right Back,29,France,771,['56c0a5fa-153c-42b3-96e0-4ea0b13f0183'],37,,,,,,,,,,,,,,,,,France,00:09:37.406,Pass,,89.9,73.9,76.3,70.9,,,
,,,,,,,,,,,,,,,1.244372,,,,,,,,,,,,,,,,,389ae223-5ade-4c0f-b465-c84b2a08c630,474,,"[76.3, 70.9]",3788773,9,,,,,-1.9631364,,Right Foot,,,"[70.3, 56.4]",,Ground Pass,,15.692355,,,Corentin Tolisso,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,29,France,771,['d130a321-ed2b-4210-bcce-42e3cab850e8'],39,,,,,,,,,,,,,,,,,France,00:09:39.397,Pass,,76.3,70.9,70.3,56.4,,,
,,,,,,,,,,,,,,,1.025753,,,,,,,,,,,,,,,,,d22ab085-65fd-45dd-8cb7-060c7fa7a925,477,,"[70.7, 53.9]",3788773,9,,,,,-2.1964924,,Right Foot,,,"[58.2, 36.6]",,Ground Pass,,21.343384,,,Presnel Kimpembe,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Right Wing,29,France,771,['e67ff3df-1e32-4822-b2b4-992242d5564a'],42,,,,,,,,,,,,,,,,,France,00:09:42.693,Pass,,70.7,53.9,58.2,36.6,,,
,,,,,,,,,,,,,,,2.264799,,,,,,,,,,,,,,,,,14aa1307-9399-4ac9-9d4e-f3be53b10b33,480,,"[58.2, 36.6]",3788773,9,,,,,-1.0697069,,Left Foot,,,"[71.4, 12.5]",,Ground Pass,,27.478172,,,N''Golo Kanté,,,,,,1,From Throw In,Presnel Kimpembe,2999.0,Left Center Back,29,France,771,['e1a043b1-e046-43f5-af32-5e1fb57e9978'],44,,,,,,,,,,,,,,,,,France,00:09:44.640,Pass,,58.2,36.6,71.4,12.5,,,
,,,,,,,,,,,,,,,0.68815,,,,,,,,,,,,,,,,,21b9d8a2-0e3b-4197-a9c9-d8ef2fadeac4,483,,"[71.4, 12.5]",3788773,9,,,,,-0.32175055,,Left Foot,,,"[78.6, 10.1]",,Ground Pass,,7.5894666,,,Karim Benzema,,,,,,1,From Throw In,N''Golo Kanté,3961.0,Left Defensive Midfield,29,France,771,['7a463675-b401-4abb-a0c3-9ab3c67cbd94'],47,,,,,,,,,,,,,,,,,France,00:09:47.216,Pass,,71.4,12.5,78.6,10.1,,,
,,,,,,,,,,,,,,,0.737957,,,,,,,,,,,,,,,,,c82bf0c3-0129-4302-b0d3-cf652c21224e,485,,"[78.8, 10.0]",3788773,9,,,,,-2.5503006,,Right Foot,,,"[71.8, 5.3]",,Ground Pass,,8.431489,,,N''Golo Kanté,,,,,,1,From Throw In,Karim Benzema,19677.0,Center Forward,29,France,771,['3e4aab4d-e891-41ee-9bca-5e790e151731'],47,,,,,,,,,,,,,,,,,France,00:09:47.905,Pass,,78.8,10.0,71.8,5.3,,,
