bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,"[68.1, 11.6]",,,,,,,,,,,,0.736565,,,,,,,,,,,,,,,,,1c63bedd-31b9-4f6d-b48d-9051364716cc,419,,"[65.8, 10.2]",3788773,7,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,26,Portugal,780,"['2e61040e-1c4e-4e6e-979a-0c9d68fbdbe8', '961db05c-301f-4a24-b3d1-6cdf6aef7968']",38,,,,,,,,,,,,,,,,,Portugal,00:07:38.580,Carry,,65.8,10.2,,,,,
,,,"[50.6, 62.7]",,,,,,,,,,,,0.786566,,,,,,,,,,,,,,,,,ec6a4760-83b3-4c5a-a9ea-141f5be7eee2,425,,"[45.4, 60.6]",3788773,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Corentin Tolisso,5480.0,Right Wing,27,France,771,"['772d32fb-d381-4a96-8555-dd33f8a9e7a0', 'b4ed163a-8249-41fe-a697-74689cb5eed5', 'd16090a7-8770-47b0-b291-fd45ffa3ec93', 'e2ecced2-8662-44fd-95f9-ccee2628f37b']",40,,,,,,,,,,,,,,,,,France,00:07:40.198,Carry,True,45.4,60.6,,,,,
,,,"[48.8, 58.2]",,,,,,,,,,,,0.759254,,,,,,,,,,,,,,,,,fc142177-5ced-4dbd-8986-7671e5c19ef0,430,,"[48.8, 58.2]",3788773,7,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Paul Pogba,20004.0,Right Defensive Midfield,28,France,771,"['0f6f2b81-1585-40d8-b7fa-7d6a2c478a99', 'e068ada6-53bc-4268-b41b-e36fe83221bd']",49,,,,,,,,,,,,,,,,,France,00:07:49.054,Carry,,48.8,58.2,,,,,
,,,"[50.1, 51.4]",,,,,,,,,,,,4.013703,,,,,,,,,,,,,,,,,12afb7bc-2318-4327-862d-b046bb61073e,435,,"[49.1, 59.2]",3788773,7,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Paul Pogba,20004.0,Right Defensive Midfield,28,France,771,"['dd8402e8-c3d8-456b-836e-242dfb9f8390', 'f5e0d80c-9bd8-4120-90d0-6aed0d10b40d']",51,,,,,,,,,,,,,,,,,France,00:07:51.669,Carry,,49.1,59.2,,,,,
,,,"[56.1, 65.8]",,,,,,,,,,,,4.929769,,,,,,,,,,,,,,,,,ae610968-eebd-4b95-9cb7-9d6cff1937b0,438,,"[43.6, 63.8]",3788773,7,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Raphaël Varane,5485.0,Right Center Back,28,France,771,"['0ab649c6-a587-45c9-aecb-61d486861e64', '9b9e6392-2236-473b-bd22-3bea2117d76f']",56,,,,,,,,,,,,,,,,,France,00:07:56.903,Carry,,43.6,63.8,,,,,
,,,"[50.6, 69.3]",,,,,,,,,,,,3.527487,,,,,,,,,,,,,,,,,7cb9adfd-56e8-417a-b7f2-43b2587a2f8b,442,,"[48.0, 57.7]",3788773,8,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Paul Pogba,20004.0,Right Defensive Midfield,28,France,771,"['93bf3da2-fb6b-4a4c-be34-a204a2ea17fd', '96885608-e7e0-49a1-970e-6754573a8378', 'dd3d5f4a-39e8-4f69-87ae-69d86e764cd4']",3,,,,,,,,,,,,,,,,,France,00:08:03.073,Carry,True,48.0,57.7,,,,,
,,,"[91.6, 20.3]",,,,,,,,,,,,4.06583,,,,,,,,,,,,,,,,,2378acd5-0951-413e-b882-8c02d216a83f,447,,"[64.3, 6.7]",3788773,8,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Diogo José Teixeira da Silva,9929.0,Left Midfield,28,France,771,"['65e86066-64eb-411b-ae00-c2543703582b', 'b3794b44-66c0-4b06-85a4-7baf0cbc285d', 'cba396de-fa6a-4c44-8a2d-413bac466c73', 'd5cd7fbb-f223-4303-970f-496884f588e6']",7,,,,,,,,,,,,,,,,,Portugal,00:08:07.706,Carry,True,64.3,6.7,,,,,
,,,"[34.0, 57.7]",,,,,,,,,,,,5.610546,,,,,,,,,,,,,,,,,96c52e1f-4ecc-4ae5-80f1-2ce42f0b242d,451,,"[28.5, 59.8]",3788773,8,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Center Attacking Midfield,28,France,771,"['6d0b810b-f1f3-472d-86ec-3103e84c1cde', 'a55d9fed-070b-41f4-8143-c444b643345e']",11,,,,,,,,,,,,,,,,,France,00:08:11.772,Carry,,28.5,59.8,,,,,
,,,"[30.3, 19.6]",,,,,,,,,,,,0.828569,,,,,,,,,,,,,,,,,a6843c3a-a861-4f4e-94ae-a1073b23d25e,454,,"[29.3, 20.1]",3788773,8,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lucas Hernández Pi,5484.0,Left Back,28,France,771,"['14b50d96-6194-469d-8c52-20035fb1108f', '2016d4ea-f8d8-49c7-b827-c7d0ca98f509']",19,,,,,,,,,,,,,,,,,France,00:08:19.774,Carry,,29.3,20.1,,,,,
,,,"[67.5, 3.5]",,,,,,,,,,,,2.549375,,,,,,,,,,,,,,,,,81ef9d5e-de9c-499e-ac0a-dee4b5a9ff3b,457,,"[51.9, 3.5]",3788773,8,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kylian Mbappé Lottin,3009.0,Left Wing,28,France,771,"['6c1af402-85b0-48e3-98ab-e8de16345f32', 'a97bb975-c36e-4bb3-8ce1-c18c7d9c8310']",21,,,,,,,,,,,,,,,,,France,00:08:21.994,Carry,,51.9,3.5,,,,,
,,,"[79.4, 19.8]",,,,,,,,,,,,0.06614,,,,,,,,,,,,,,,,,fb74e621-ede1-4fd6-b57b-39eeb5dea703,462,,"[79.4, 19.8]",3788773,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kylian Mbappé Lottin,3009.0,Left Wing,29,France,771,"['0a5dcad5-b23f-41f6-b365-e5cc2137e0a1', 'e2c74ab1-e206-45de-8235-c1d3de1dd144']",27,,,,,,,,,,,,,,,,,France,00:09:27.633,Carry,,79.4,19.8,,,,,
,,,"[64.9, 12.4]",,,,,,,,,,,,1.165394,,,,,,,,,,,,,,,,,d2a459f2-14be-4245-b2f6-a8c7934ce149,465,,"[68.9, 12.9]",3788773,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Paul Pogba,20004.0,Right Defensive Midfield,29,France,771,"['73de195a-d161-4681-8a42-f716e9e98830', 'f58a7854-b03d-4534-b1b9-25ee11c0d45c']",28,,,,,,,,,,,,,,,,,France,00:09:28.697,Carry,,68.9,12.9,,,,,
,,,"[76.3, 65.2]",,,,,,,,,,,,4.449301,,,,,,,,,,,,,,,,,ea210713-4724-4c79-8731-7337d510e565,468,,"[56.4, 35.2]",3788773,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,29,France,771,"['bfab4e1e-f780-4fa5-a14d-f57455171a93', 'c7aef77b-eaae-4bd7-9bbc-4072cfd37d97']",31,,,,,,,,,,,,,,,,,France,00:09:31.490,Carry,,56.4,35.2,,,,,
,,,"[76.3, 70.9]",,,,,,,,,,,,0.789961,,,,,,,,,,,,,,,,,6b0b755a-2add-4f08-9482-3cf85eb0a55d,473,,"[76.3, 70.9]",3788773,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,29,France,771,"['389ae223-5ade-4c0f-b465-c84b2a08c630', '56c0a5fa-153c-42b3-96e0-4ea0b13f0183']",38,,,,,,,,,,,,,,,,,France,00:09:38.607,Carry,,76.3,70.9,,,,,
,,,"[70.7, 53.9]",,,,,,,,,,,,2.050983,,,,,,,,,,,,,,,,,dddacdcb-fc92-41f2-9762-2f54e14f0de5,476,,"[70.3, 56.4]",3788773,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Right Wing,29,France,771,"['d130a321-ed2b-4210-bcce-42e3cab850e8', 'd22ab085-65fd-45dd-8cb7-060c7fa7a925']",40,,,,,,,,,,,,,,,,,France,00:09:40.642,Carry,,70.3,56.4,,,,,
,,,"[58.2, 36.6]",,,,,,,,,,,,0.921462,,,,,,,,,,,,,,,,,5140bdfd-f950-4417-a08c-d5b9d58414a6,479,,"[58.2, 36.6]",3788773,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Presnel Kimpembe,2999.0,Left Center Back,29,France,771,"['14aa1307-9399-4ac9-9d4e-f3be53b10b33', 'e67ff3df-1e32-4822-b2b4-992242d5564a']",43,,,,,,,,,,,,,,,,,France,00:09:43.718,Carry,,58.2,36.6,,,,,
,,,"[71.4, 12.5]",,,,,,,,,,,,0.311907,,,,,,,,,,,,,,,,,51261122-8fc2-40e7-a462-477ad8234420,482,,"[71.4, 12.5]",3788773,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,N''Golo Kanté,3961.0,Left Defensive Midfield,29,France,771,"['21b9d8a2-0e3b-4197-a9c9-d8ef2fadeac4', 'e1a043b1-e046-43f5-af32-5e1fb57e9978']",46,,,,,,,,,,,,,,,,,France,00:09:46.905,Carry,,71.4,12.5,,,,,
,,,"[71.6, 5.9]",,,,,,,,,,,,0.508211,,,,,,,,,,,,,,,,,24a4356c-1bc7-4db2-89e6-27529a8e1b6a,487,,"[71.8, 5.3]",3788773,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,N''Golo Kanté,3961.0,Left Defensive Midfield,29,France,771,"['3e4aab4d-e891-41ee-9bca-5e790e151731', '5009ed82-29a0-45a0-81a1-f9004e8db169', 'afcb8214-1f5d-4e76-9a9e-0da11c183cad']",48,,,,,,,,,,,,,,,,,France,00:09:48.643,Carry,True,71.8,5.3,,,,,
,,,"[63.7, 13.2]",,,,,,,,,,,,1.130631,,,,,,,,,,,,,,,,,b3c2af1f-4706-44ed-a614-db3831627f1d,491,,"[70.3, 16.0]",3788773,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Karim Benzema,19677.0,Center Forward,29,France,771,"['11369e2a-24ec-49d7-b8a2-7c743caa4e42', 'ea7f3e31-70bd-4813-9707-0e6f9bb1de92']",50,,,,,,,,,,,,,,,,,France,00:09:50.006,Carry,,70.3,16.0,,,,,
,,,"[64.7, 41.5]",,,,,,,,,,,,1.190185,,,,,,,,,,,,,,,,,14068d2f-9d5f-4160-b9bf-a130db6eadaf,494,,"[63.3, 38.2]",3788773,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Right Wing,29,France,771,"['8e4904e7-0d4d-4bf1-8ba6-8058c0948b07', 'bf00e3c9-2397-48a0-9641-650ffd965194']",52,,,,,,,,,,,,,,,,,France,00:09:52.426,Carry,,63.3,38.2,,,,,
,,,"[68.9, 57.7]",,,,,,,,,,,,1.116741,,,,,,,,,,,,,,,,,737ff78e-4389-4d27-b44f-37d191eb8fbf,497,,"[68.9, 57.7]",3788773,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Paul Pogba,20004.0,Right Defensive Midfield,29,France,771,"['3253b5cf-1fea-4a98-bffc-dcf9ee1428e3', 'dc671e9e-6c42-43a2-87e1-a936c53de844']",54,,,,,,,,,,,,,,,,,France,00:09:54.757,Carry,,68.9,57.7,,,,,
,,,"[10.7, 32.0]",,,,,,,,,,,,4.924195,,,,,,,,,,,,,,,,,2d146279-c904-4d6d-970f-af8c406fb928,502,,"[5.1, 33.8]",3788773,9,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Rui Pedro dos Santos Patrício,5205.0,Goalkeeper,30,Portugal,780,"['64f89855-f84c-42d5-b753-34408eeec39c', '64f8c9bd-98a7-46d5-9357-c0075838717d', 'c7b1307e-abc0-4585-9837-78fac7d7e594']",58,,,,,,,,,,,,,,,,,Portugal,00:09:58.271,Carry,True,5.1,33.8,,,,,
,,,"[14.6, 24.8]",,,,,,,,,,,,1.485261,,,,,,,,,,,,,,,,,f29c5860-80c4-4877-a241-0ad98cb6e5cd,505,,"[13.9, 24.8]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,30,Portugal,780,"['5dcc6e3c-4337-4033-b3f3-618f1d3dfda7', 'b8013084-995d-47ca-8e28-c88021e07e42']",4,,,,,,,,,,,,,,,,,Portugal,00:10:04.778,Carry,,13.9,24.8,,,,,
,,,"[20.2, 15.4]",,,,,,,,,,,,0.393449,,,,,,,,,,,,,,,,,4d8fdfbf-a1b0-4d59-a3dc-1082f75460f4,515,,"[20.2, 14.4]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,30,Portugal,780,"['774869c3-007c-417d-b658-b2b8465f5b82', 'c06620b1-aefb-43bc-8a73-3e3c517e0448', 'ce9ed0b8-193f-4cb9-8585-7f93d5404d47']",11,,,,,,,,,,,,,,,,,Portugal,00:10:11.127,Carry,True,20.2,14.4,,,,,
,,,"[25.8, 5.3]",,,,,,,,,,,,0.864433,,,,,,,,,,,,,,,,,c8131e7a-c16a-44f5-a70a-748ac0867509,519,,"[26.2, 6.6]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Raphaël Adelino José Guerreiro,5209.0,Left Back,30,Portugal,780,"['1e27357c-c5e7-44ec-9850-d33b20dc76c8', '4e7cc454-f150-4e81-a58e-1602fa31838d']",12,,,,,,,,,,,,,,,,,Portugal,00:10:12.585,Carry,,26.2,6.6,,,,,
,,,"[76.3, 57.2]",,,,,,,,,,,,1.116092,,,,,,,,,,,,,,,,,435cc32a-386e-48b2-b719-5d1d7fd73536,523,,"[76.2, 57.4]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,N''Golo Kanté,3961.0,Left Defensive Midfield,30,Portugal,780,"['03264e79-c5d8-46c7-97c1-62a069bce614', 'adda58d8-5f8c-437e-982b-d6444f6ff5c4', 'e009a4e5-74f3-43a9-8269-82febec7a358']",14,,,,,,,,,,,,,,,,,France,00:10:14.824,Carry,True,76.2,57.4,,,,,
,,,"[35.7, 20.5]",,,,,,,,,,,,1.461209,,,,,,,,,,,,,,,,,51cedb4e-94cd-4048-9a27-11b09494379e,529,,"[39.9, 21.9]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,30,Portugal,780,"['14d5036d-8b60-426c-bd87-b7626ef6dbb9', 'c4668a1e-bec8-4d3f-b616-d129b4e0275e', 'c96ab619-5f9e-487b-9b2d-dc47fcaa465e']",17,,,,,,,,,,,,,,,,,Portugal,00:10:17.087,Carry,True,39.9,21.9,,,,,
,,,"[19.9, 25.7]",,,,,,,,,,,,0.560363,,,,,,,,,,,,,,,,,cbbf8930-7d55-4391-b42f-8fc543435b35,536,,"[19.9, 25.5]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,30,Portugal,780,"['1e9e72bc-e817-45a6-ad2a-86e59d0ea48f', '9bd0a8c1-5bac-42dd-ac06-f0e90a3ee1a9']",20,,,,,,,,,,,,,,,,,Portugal,00:10:20.848,Carry,,19.9,25.5,,,,,
,,,"[3.5, 44.0]",,,,,,,,,,,,0.699635,,,,,,,,,,,,,,,,,64d3aa28-1b31-4365-b9b3-0b2c619c16d4,539,,"[4.5, 40.4]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Rui Pedro dos Santos Patrício,5205.0,Goalkeeper,30,Portugal,780,"['c3a1d9be-60b3-4ac4-88bc-aeb81f7cae24', 'cffa2791-7cee-4fb3-9569-743d2f9a620c']",23,,,,,,,,,,,,,,,,,Portugal,00:10:23.571,Carry,,4.5,40.4,,,,,
,,,"[7.9, 60.0]",,,,,,,,,,,,0.912279,,,,,,,,,,,,,,,,,571b6744-275f-4c27-ba82-5117ba332800,542,,"[10.5, 60.7]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,30,Portugal,780,"['35f3ac00-5d07-4b0b-81d0-0ece73017c28', '3d53576c-a84f-4ecc-b52a-b7e067a19ad8', 'bd7a2b35-18e0-4824-9998-c53f667cb51f']",25,,,,,,,,,,,,,,,,,Portugal,00:10:25.584,Carry,True,10.5,60.7,,,,,
,,,"[3.7, 45.6]",,,,,,,,,,,,0.96763,,,,,,,,,,,,,,,,,ffe06de2-7100-416d-8e63-5f203f37f081,546,,"[3.7, 45.6]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Rui Pedro dos Santos Patrício,5205.0,Goalkeeper,30,Portugal,780,"['641529e2-4f95-4910-aa3e-3f6cb6c7c107', 'b93e72be-a0ad-4638-ad67-9fdf66b9bdc2']",27,,,,,,,,,,,,,,,,,Portugal,00:10:27.661,Carry,,3.7,45.6,,,,,
,,,"[49.4, 76.0]",,,,,,,,,,,,3.771533,,,,,,,,,,,,,,,,,827ce474-c645-43fc-89e7-109e9d920f98,551,,"[35.7, 74.3]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Nélson Cabral Semedo,6374.0,Right Back,30,Portugal,780,"['6bdca741-c2ee-409d-a60b-78bea452a25c', '7e4c43fc-20bb-402c-9013-73f7c1885daa']",32,,,,,,,,,,,,,,,,,Portugal,00:10:32.004,Carry,,35.7,74.3,,,,,
,,,"[62.6, 39.8]",,,,,,,,,,,,5.448263,,,,,,,,,,,,,,,,,6dca7192-6efd-481b-b6b7-02a645d96303,554,,"[44.1, 64.9]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Danilo Luís Hélio Pereira,13621.0,Center Defensive Midfield,30,Portugal,780,"['33d92ba6-fe6c-42af-b240-9fd3becd37ce', '6ab96388-dcca-4dd0-84df-951d6a4eb0e9']",36,,,,,,,,,,,,,,,,,Portugal,00:10:36.901,Carry,,44.1,64.9,,,,,
,,,"[64.0, 25.5]",,,,,,,,,,,,1.076215,,,,,,,,,,,,,,,,,4733ba6f-e86f-4836-80ba-4a2659d2815c,557,,"[58.8, 28.5]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,30,Portugal,780,"['6a9cac71-9758-416b-bb99-78e2e2d342fd', '6e7d2d32-a060-47fc-9c16-03b2ff24c7f8']",43,,,,,,,,,,,,,,,,,Portugal,00:10:43.302,Carry,,58.8,28.5,,,,,
,,,"[89.4, 4.3]",,,,,,,,,,,,3.142494,,,,,,,,,,,,,,,,,ba7650ef-7487-44c4-af05-cae5678d45ed,560,,"[71.7, 10.4]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,30,Portugal,780,"['18344f0c-639d-4251-9b3e-25978fd4a841', '53026139-59e4-4c98-8638-f9c635f98434', '6dc409c9-5782-44dc-b6a9-dd202a639099']",45,,,,,,,,,,,,,,,,,Portugal,00:10:45.658,Carry,True,71.7,10.4,,,,,
,,,"[31.1, 64.4]",,,,,,,,,,,,1.20936,,,,,,,,,,,,,,,,,261851ce-aaa1-4a1c-9f62-8e55ce09958f,565,,"[22.9, 66.9]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jules Koundé,4445.0,Right Back,31,France,771,"['62aba2be-e7e0-4851-a520-76e50ac43c4e', '64f7ed31-5ce7-4dfa-9a9e-b15bf549e4e3']",50,,,,,,,,,,,,,,,,,France,00:10:50.036,Carry,,22.9,66.9,,,,,
,,,"[35.5, 54.2]",,,,,,,,,,,,0.609487,,,,,,,,,,,,,,,,,7f5356c2-98ae-4179-9b72-d92be984b321,568,,"[35.5, 54.2]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paul Pogba,20004.0,Right Defensive Midfield,31,France,771,"['91670a15-6771-4871-a213-8cb15d35993f', 'cac88718-cea9-47f3-b481-ff352b836920']",52,,,,,,,,,,,,,,,,,France,00:10:52.025,Carry,,35.5,54.2,,,,,
,,,"[32.7, 47.0]",,,,,,,,,,,,0.425093,,,,,,,,,,,,,,,,,acd016ab-6cc7-446f-a9e0-dc38109de484,573,,"[33.4, 47.6]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,N''Golo Kanté,3961.0,Left Defensive Midfield,31,France,771,"['0f9cbe35-d2d9-404c-8fe8-29361241432f', '345d99be-30ba-4f3c-b6b4-c4d62034ba41', '4c59e5db-d901-45e9-8cb4-96e54ef501a9']",54,,,,,,,,,,,,,,,,,France,00:10:54.170,Carry,True,33.4,47.6,,,,,
,,,"[21.3, 52.2]",,,,,,,,,,,,1.062852,,,,,,,,,,,,,,,,,f71bc0e3-f116-448b-a955-dda640be8b0e,579,,"[21.3, 52.2]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,31,France,771,"['3cac3884-ae71-47bf-aee4-94128947a8e3', 'b0277dc0-16f1-4364-9acd-ae69999e8918']",56,,,,,,,,,,,,,,,,,France,00:10:56.766,Carry,,21.3,52.2,,,,,
,,,"[34.8, 27.8]",,,,,,,,,,,,2.227209,,,,,,,,,,,,,,,,,c91b2936-32e8-4a77-a54c-a47d3201c6ae,582,,"[26.9, 31.7]",3788773,10,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Presnel Kimpembe,2999.0,Left Center Back,31,France,771,"['26930032-b10d-4d91-99a5-5e59efd5a1dd', '6a664b39-a331-4b06-9f05-a57b6a4058e2']",59,,,,,,,,,,,,,,,,,France,00:10:59.118,Carry,,26.9,31.7,,,,,
,,,"[42.0, 34.3]",,,,,,,,,,,,0.220439,,,,,,,,,,,,,,,,,dc4103e1-d80a-440c-a4e7-b971fcb28537,585,,"[43.4, 34.3]",3788773,11,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,31,France,771,"['29470328-41ca-4796-be49-a7ea4f492c03', 'f6d1f626-f9d2-4a13-9299-f1f7f42c8eb6']",2,,,,,,,,,,,,,,,,,France,00:11:02.958,Carry,,43.4,34.3,,,,,
,,,"[42.8, 24.3]",,,,,,,,,,,,0.824021,,,,,,,,,,,,,,,,,9d4b84d0-06b8-49f3-a8ef-b7ae471da0fe,588,,"[41.4, 25.4]",3788773,11,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Presnel Kimpembe,2999.0,Left Center Back,31,France,771,"['03215f47-23ff-4c3e-9fb9-49544a99c278', '309e6e5f-e2a9-46b9-a255-66a5b070b732']",4,,,,,,,,,,,,,,,,,France,00:11:04.014,Carry,,41.4,25.4,,,,,
,,,"[55.4, 2.8]",,,,,,,,,,,,0.131235,,,,,,,,,,,,,,,,,9a968e5e-1f2c-46be-810d-369e962abf67,591,,"[55.4, 2.8]",3788773,11,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Hernández Pi,5484.0,Left Back,31,France,771,"['09dc1c1b-86e1-42fb-9ab1-a8bc0dfe7cf6', '81949181-e867-4620-be0d-2cea24de83ce']",6,,,,,,,,,,,,,,,,,France,00:11:06.274,Carry,,55.4,2.8,,,,,
,,,"[54.7, 11.1]",,,,,,,,,,,,0.019756,,,,,,,,,,,,,,,,,ae2ce9db-a6f8-4342-b471-694d9f47fcfb,594,,"[54.7, 11.1]",3788773,11,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,31,France,771,"['3c8a8219-4449-4796-baf3-f28b782e1f9e', '6e91f3fd-c4d4-42b7-9ae7-a2f7fb7947c8']",7,,,,,,,,,,,,,,,,,France,00:11:07.288,Carry,,54.7,11.1,,,,,
,,,"[64.7, 15.3]",,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,71f949c9-09b3-4285-a0ec-1905dbce9676,598,,"[65.1, 15.3]",3788773,11,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Left Wing,31,France,771,"['686b6871-508e-4489-82c2-0fdfaa0596ff', 'b371c72d-60c1-4ac3-9989-8c611c744ca8', 'de4e457e-37b5-4c94-b02a-8905655efb76', 'ef95e896-b18b-4680-9fc7-c9e38d898048']",8,,,,,,,,,,,,,,,,,France,00:11:08.074,Carry,True,65.1,15.3,,,,,
,,,"[63.3, 15.3]",,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,b7c7d8d1-3c0b-4389-9b28-64e4c6848e3e,601,,"[64.7, 15.3]",3788773,11,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Left Wing,31,France,771,"['686b6871-508e-4489-82c2-0fdfaa0596ff', 'b371c72d-60c1-4ac3-9989-8c611c744ca8', 'ce03318b-9117-4b8c-bdff-fbbc27287468', 'ef95e896-b18b-4680-9fc7-c9e38d898048']",8,,,,,,,,,,,,,,,,,France,00:11:08.194,Carry,True,64.7,15.3,,,,,
,,,"[65.9, 37.5]",,,,,,,,,,,,1.857371,,,,,,,,,,,,,,,,,2cd7ce1c-4e9d-4f50-ade7-2cdf4d942348,606,,"[72.0, 31.3]",3788773,11,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Karim Benzema,19677.0,Center Forward,31,France,771,"['12741048-298d-4532-a37b-2b405034da6d', 'a8bde522-842b-4684-9b03-3f8734aa2dde', 'b1fa07e3-617a-4418-b856-1394fbdd1d4f']",10,,,,,,,,,,,,,,,,,France,00:11:10.106,Carry,True,72.0,31.3,,,,,
,,,"[60.7, 45.9]",,,,,,,,,,,,1.385739,,,,,,,,,,,,,,,,,61892907-c569-4438-9123-22903bd43eb3,610,,"[62.3, 55.0]",3788773,11,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Corentin Tolisso,5480.0,Right Wing,31,France,771,"['43553a40-dd6b-4ba6-945a-eeeb2ab954a8', '8f7ba795-9015-4445-8ce0-c9fd7032d373']",13,,,,,,,,,,,,,,,,,France,00:11:13.166,Carry,,62.3,55.0,,,,,
