bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,True,,,,,0.975657,,,,,,,,,,,,,,04be1f09-3e3f-4b07-b345-7da8b00211c9,2234,,"[60.6, 56.8]",3788775,60,,,,,-1.0552473,,Right Foot,,,,"[67.4, 44.8]",,Ground Pass,,13.792751,,,,,Marek Hamšík,,,,,Interception,2,Regular Play,Ľubomír Šatka,30397.0,Right Center Back,118,Slovakia,908,"['9a4b5e3b-253c-41cb-b0e4-febac693ee0b', 'f2925e81-a272-454e-8666-8c7b6b66073e']",25,,,,,,,,,,,,,,,,Slovakia,00:15:25.751,Pass,,60.6,56.8,67.4,44.8,,,
,,,,,,,,,,,,,,,1.13845,,,,,,,,,,,,,,e2aa0255-04cf-4ff1-acc8-be7920b4e92b,2238,,"[66.8, 43.8]",3788775,60,,,,,-2.3801134,,Right Foot,,,,"[56.1, 33.6]",,Ground Pass,,14.782761,,,,,Milan Škriniar,,,,,,2,Regular Play,Marek Hamšík,7025.0,Center Attacking Midfield,118,Slovakia,908,"['c52f6a51-ba6a-4651-b610-a37950a886b4', 'db1ac545-2dcb-48df-b6a5-fb38e18030ee']",28,,,,,,,,,,,,,,,,Slovakia,00:15:28.846,Pass,True,66.8,43.8,56.1,33.6,,,
,,,,,,,,,,,,,,,0.848473,,,,,,,,,,,,,,da03af6f-dc39-4e27-a417-a9ba9cd88c41,2249,,"[65.0, 14.5]",3788775,60,,,,,-1.0427219,,Left Foot,,,,"[66.4, 12.1]",,Ground Pass,,2.7784889,,,,,Marek Hamšík,,,,,,2,Regular Play,Milan Škriniar,6990.0,Left Center Back,118,Slovakia,908,['9b920e39-6907-4867-a721-b45dfaf76b76'],36,,,,,,,,,,,,,,,,Slovakia,00:15:36.687,Pass,,65.0,14.5,66.4,12.1,,,
,,,,,,,,,,,,,,,1.234208,,,,,,,,,,,,,,3ccdfb7e-1b0e-49f1-bf04-59c43e96e7dd,2253,,"[61.1, 14.5]",3788775,60,,,,,1.943784,,Right Foot,,,,"[55.7, 28.3]",,Ground Pass,,14.818907,,,,,Stanislav Lobotka,,,,,,2,Regular Play,Marek Hamšík,7025.0,Center Attacking Midfield,118,Slovakia,908,"['7e708a1d-a6d5-4d0c-b37c-0fa7ebee1b57', '9718830a-957e-4774-9137-9d330c4eb9ff']",38,,,,,,,,,,,,,,,,Slovakia,00:15:38.637,Pass,True,61.1,14.5,55.7,28.3,,,
,,,,,,,,,,,,,,,2.412048,,,,,,,,,,,,,,b0b1584b-d305-4f85-9043-d9f758578122,2256,,"[55.7, 28.3]",3788775,60,,,,,1.5375491,,Right Foot,,,,"[57.2, 73.4]",,Ground Pass,,45.12494,,,,,Peter Pekarík,,True,,,,2,Regular Play,Stanislav Lobotka,6798.0,Left Center Midfield,118,Slovakia,908,['d7d63823-3609-4464-ade1-cbdcdc3733ea'],40,,,,,,,,,,,,,,,,Slovakia,00:15:40.785,Pass,,55.7,28.3,57.2,73.4,,,
,,,,,,,,,,,,,,,1.067964,,,,,,,,,,,,,,5e07f9a1-ddae-4817-a5cc-01b2269af096,2259,,"[70.5, 74.2]",3788775,60,,,,,0.5322095,,Right Foot,,,,"[79.5, 79.5]",,Ground Pass,,10.444615,,,,,Lukáš Haraslín,,,,,,2,Regular Play,Peter Pekarík,9722.0,Right Back,118,Slovakia,908,['abdd276c-6d41-4f84-8ea3-3c22d1fca984'],44,,,,,,,,,,,,,,,,Slovakia,00:15:44.727,Pass,,70.5,74.2,79.5,79.5,,,
,,,,,,,,,,,,,,,0.898577,,,,,,,,,,,,,,d298cf53-99a1-41ea-8643-779101563105,2262,,"[82.1, 76.4]",3788775,60,,,,,-2.2062492,,Right Foot,,,,"[76.2, 68.4]",,Ground Pass,,9.940322,,,,,Stanislav Lobotka,,,,,,2,Regular Play,Lukáš Haraslín,7975.0,Right Wing,118,Slovakia,908,['84b21ffd-0586-496b-aa5c-296f651541dd'],47,,,,,,,,,,,,,,,,Slovakia,00:15:47.443,Pass,,82.1,76.4,76.2,68.4,,,
,,,,,,,,,,,,,,,0.969098,,,,,,,,,,,,,,bf88f97f-a445-4f07-a228-a06d69b48e85,2264,,"[76.2, 68.4]",3788775,60,,,,,2.5596876,,Right Foot,,,,"[68.6, 73.4]",,Ground Pass,,9.097252,,,,,Peter Pekarík,,,,,,2,Regular Play,Stanislav Lobotka,6798.0,Left Center Midfield,118,Slovakia,908,['f03bf8ec-6044-4ba8-a5e1-e013b490d400'],48,,,,,,,,,,,,,,,,Slovakia,00:15:48.342,Pass,,76.2,68.4,68.6,73.4,,,
,,,,,,,,,,,,,,,0.557706,,,,,,,,,,,,,,620bf651-cda8-426f-8412-484253d802fd,2267,,"[68.6, 73.4]",3788775,60,,,,,-1.2908465,,Right Foot,,,,"[70.9, 65.4]",,Ground Pass,,8.324061,,,,,Marek Hamšík,,,,,,2,Regular Play,Peter Pekarík,9722.0,Right Back,118,Slovakia,908,['f29494cc-2409-4309-8103-695854abf8f8'],50,,,,,,,,,,,,,,,,Slovakia,00:15:50.287,Pass,,68.6,73.4,70.9,65.4,,,
,,,,,,,,,,,,,,,2.183041,,,,,,,,,,,,,,deb9222d-f9fe-42a1-a187-d166cc719cd1,2269,,"[70.9, 65.4]",3788775,60,,,,,-2.6351142,,Left Foot,,,,"[43.5, 50.2]",,Ground Pass,,31.333689,,,,,Ľubomír Šatka,,,,,,2,Regular Play,Marek Hamšík,7025.0,Center Attacking Midfield,118,Slovakia,908,['cec8f4bd-0e4b-40f0-bf43-8d3ddeba8663'],50,,,,,,,,,,,,,,,,Slovakia,00:15:50.845,Pass,,70.9,65.4,43.5,50.2,,,
,,,,,,,,,,,,,,,1.309125,,,,,,,,,,,,,,f4790e61-9f77-4dbd-a96a-6eb03c411d64,2272,,"[43.5, 50.2]",3788775,60,,,,,-1.1098735,,Left Foot,,,,"[50.8, 35.5]",,Ground Pass,,16.4128,,,,,Milan Škriniar,,,,,,2,Regular Play,Ľubomír Šatka,30397.0,Right Center Back,118,Slovakia,908,['4ec9e45a-d61f-406d-a03a-36810d0550b3'],53,,,,,,,,,,,,,,,,Slovakia,00:15:53.516,Pass,,43.5,50.2,50.8,35.5,,,
,,,,,,,,,,,,,,,0.76147,,,,,,,,,,,,,,0fc02952-184e-42a1-b48a-aa564b1ce0c4,2275,,"[50.8, 35.5]",3788775,60,,,,,0.95702624,,Right Foot,,,,"[57.0, 44.3]",,Ground Pass,,10.764757,,,,,Juraj Kucka,,,,,,2,Regular Play,Milan Škriniar,6990.0,Left Center Back,118,Slovakia,908,['f191e031-a69d-4cfb-bc3a-062998ae8b84'],55,,,,,,,,,,,,,,,,Slovakia,00:15:55.521,Pass,,50.8,35.5,57.0,44.3,,,
,,,,,,,,,,,,,,,1.430706,,,,,,,,,,,,,,de14e502-2916-4238-a8d8-cd61c0cfe9a1,2278,,"[57.0, 44.3]",3788775,60,,,,,2.7061067,,Right Foot,,,,"[42.6, 51.0]",,Ground Pass,,15.8823805,,,,,Ľubomír Šatka,,,,,,2,Regular Play,Juraj Kucka,10919.0,Right Center Midfield,118,Slovakia,908,['f4d10353-4a97-4b9d-a3d0-38135afaa067'],56,,,,,,,,,,,,,,,,Slovakia,00:15:56.323,Pass,,57.0,44.3,42.6,51.0,,,
,,,,,,,,,,,,,,,1.129518,,,,,,,,,,,,,,3d94f876-3418-418e-947f-81c38b4af651,2281,,"[51.8, 48.8]",3788775,60,,,,,-0.2573237,,Right Foot,,,,"[68.9, 44.3]",,Ground Pass,,17.682194,,,,,Lukáš Haraslín,,,,,,2,Regular Play,Ľubomír Šatka,30397.0,Right Center Back,118,Slovakia,908,['ea923e19-ecd3-4140-9352-bcc6889261ab'],59,,,,,,,,,,,,,,,,Slovakia,00:15:59.597,Pass,,51.8,48.8,68.9,44.3,,,
,,,,,,,,,,,,,,,0.309659,,,,,,,,,,,,,,a1c3ef5d-b0bc-4b9f-baa1-429036676581,2284,,"[68.9, 44.3]",3788775,61,,,,,-2.306236,,Right Foot,,,,"[67.0, 42.2]",,Ground Pass,,2.8319604,,,,,Róbert Mak,,,,,,2,Regular Play,Lukáš Haraslín,7975.0,Right Wing,118,Slovakia,908,['9d2d1a9d-d444-49d1-9db5-d80d5c8b9206'],0,,,,,,,,,,,,,,,,Slovakia,00:16:00.914,Pass,,68.9,44.3,67.0,42.2,,,
,,,,,,,,,,,,,,,1.70792,,,,,,,,,,,,,,f90a7f79-5114-460d-b4a6-3eba8c34a10f,2288,,"[67.0, 44.0]",3788775,61,,,,,0.20095426,5f7ba6d3-5642-42c4-a2af-db02076b53d7,Right Foot,,,,"[83.2, 47.3]",,Ground Pass,,16.532696,,,,,Lukáš Haraslín,True,,,,,2,Regular Play,Róbert Mak,16307.0,Left Wing,118,Slovakia,908,"['a8a35f69-e7a4-42a7-8e79-f7fb640a0c55', 'af6770f3-e7f2-430a-b603-14bb8608ac12']",1,,,,,,,,,,,,,,,,Slovakia,00:16:01.905,Pass,True,67.0,44.0,83.2,47.3,,,
,,,,,,,,,,,,,,,1.079559,,,,,,,,,,,,,,480e2b9e-8e12-4c20-a2da-956d92697176,2293,,"[6.0, 36.0]",3788775,61,,,,,-1.5455916,,Right Foot,,,,"[6.3, 24.1]",,Ground Pass,,11.903781,,,,,Aymeric Laporte,,,,,Goal Kick,2,From Goal Kick,Unai Simón Mendibil,11748.0,Goalkeeper,119,Spain,772,['beda264e-b92e-4737-8a71-f742a2da5306'],26,,,,,,,,,,,,,,,,Spain,00:16:26.911,Pass,,6.0,36.0,6.3,24.1,,,
,,,,,,,,,,,,,,,1.952898,,,,,,,,,,,,,,f2470efc-5550-4fba-9da6-0b85ff243578,2296,,"[6.6, 23.3]",3788775,61,,,,,-0.43984258,,Left Foot,,,,"[47.4, 4.1]",,High Pass,,45.091908,,,,,Gerard Moreno Balaguero,,,,,,2,From Goal Kick,Aymeric Laporte,4353.0,Left Center Back,119,Spain,772,['9d564c6f-d877-459f-a4b2-29715bb70276'],31,,,,,,,,,,,,,,,,Spain,00:16:31.365,Pass,,6.6,23.3,47.4,4.1,,,
,,,,,,,,,,,,,,,1.130317,,,,,,,,,,,,,,eb253440-998f-4ef4-8765-806b9c8c402a,2302,,"[49.8, 3.6]",3788775,61,,,,,2.949091,,Left Foot,,,,"[38.0, 5.9]",,Ground Pass,,12.022063,,,,,Aymeric Laporte,,,,,Free Kick,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,120,Spain,772,['43349141-9c37-4acb-b643-717b7eb1367d'],50,,,,,,,,,,,,,,,,Spain,00:16:50.430,Pass,,49.8,3.6,38.0,5.9,,,
,,,,,,,,,,,,,,,2.079999,,,,,,,,,,,,,,34a6eb29-01d9-4c53-99c4-47ef9c328f80,2305,,"[44.9, 11.9]",3788775,61,,,,,2.3135488,,Left Foot,,,,"[19.1, 40.0]",,Ground Pass,,38.14774,,,,,Unai Simón Mendibil,,,,,,2,From Free Kick,Aymeric Laporte,4353.0,Left Center Back,120,Spain,772,['d0c39e8c-e10c-483e-9663-421a1f3e99b4'],56,,,,,,,,,,,,,,,,Spain,00:16:56.904,Pass,,44.9,11.9,19.1,40.0,,,
,,,,,,,,,,,,,,,2.269864,,,,,,,,,,,,,,9ed9e8eb-c245-4f34-a560-f42cc0b08f25,2309,,"[18.3, 39.3]",3788775,62,,,,,1.018986,,Right Foot,,,,"[40.4, 75.2]",,High Pass,,42.157085,,,,,César Azpilicueta Tanco,,,,,,2,From Free Kick,Unai Simón Mendibil,11748.0,Goalkeeper,120,Spain,772,"['64af9b3b-8556-4792-aa8e-bf37a77a1f56', '6edac35c-09fe-4de5-8923-3020d8ddb7d7']",0,,,,,,,,,,,,,,,,Spain,00:17:00.868,Pass,True,18.3,39.3,40.4,75.2,,,
,,,,,,,,,,,,,,,0.861835,,,,,,,,,,,,,,c82fd2a6-e0b3-4464-82ab-69672a84f3e7,2313,,"[46.8, 76.4]",3788775,62,,,,,0.040793683,,Right Foot,,,,"[56.6, 76.8]",,Ground Pass,,9.80816,,,,,Pablo Sarabia García,,,,,,2,From Free Kick,César Azpilicueta Tanco,3957.0,Right Back,120,Spain,772,"['49214aa2-7b78-4169-bbce-1b168db1352a', '5f931e4e-1975-475a-9ef5-d460c6a1a0a7']",4,,,,,,,,,,,,,,,,Spain,00:17:04.421,Pass,True,46.8,76.4,56.6,76.8,,,
,,,,,,,,,,,,,,,1.000582,,,,,,,,,,,,,,df5ba13c-4e30-4d4a-a854-1788dfed53b5,2315,,"[57.0, 76.8]",3788775,62,,,,,-2.2826433,,Left Foot,,,,"[48.2, 66.6]",,Ground Pass,,13.471452,,,,,César Azpilicueta Tanco,,,,,,2,From Free Kick,Pablo Sarabia García,6720.0,Right Wing,120,Spain,772,['06e58feb-6598-4586-8e56-cb225caacf44'],5,,,,,,,,,,,,,,,,Spain,00:17:05.283,Pass,,57.0,76.8,48.2,66.6,,,
,,,,,,,,,,,,,,,0.884402,,,,,,,,,,,,,,263031f8-09fa-4fec-96c3-423531345404,2320,,"[48.2, 65.4]",3788775,62,,,,,1.1296169,,Right Foot,,,,"[53.3, 76.2]",,Ground Pass,,11.943618,,,,,Pablo Sarabia García,,,,,,2,From Free Kick,César Azpilicueta Tanco,3957.0,Right Back,120,Spain,772,"['522d0214-0d8e-4cf2-8122-2726bcf0d81b', '78303e70-c096-414d-81f3-a5bd3e96a483', 'acc4f300-69ca-48c5-b00a-f84a3b9cbb6a']",7,,,,,,,,,,,,,,,,Spain,00:17:07.342,Pass,True,48.2,65.4,53.3,76.2,,,
,,,,,,,,,,,,,,,1.919996,,,,,,,,,,,,,,27f6ae8e-059a-43ea-b08d-5c6d2b644274,2322,,"[53.3, 76.2]",3788775,62,,,,,-2.9128435,,Left Foot,,,,"[27.1, 70.1]",,Ground Pass,,26.900743,,,,,Eric García Martret,,,,,,2,From Free Kick,Pablo Sarabia García,6720.0,Right Wing,120,Spain,772,['5a3d0f4c-8877-4236-9dac-9d0a11eafccf'],8,,,,,,,,,,,,,,,,Spain,00:17:08.226,Pass,,53.3,76.2,27.1,70.1,,,
,,,,,,,,,,,,,,,1.964159,,,,,,,,,,,,,,694997a1-7fe1-4f3e-96ab-215a60dc1171,2324,,"[27.1, 70.1]",3788775,62,,,,,-1.4954292,,Right Foot,,,,"[30.8, 21.1]",,High Pass,,49.139496,,,,,Aymeric Laporte,,True,,,,2,From Free Kick,Eric García Martret,31953.0,Right Center Back,120,Spain,772,['9b0b5db6-31a1-4c90-9b58-b649edd0de4b'],10,,,,,,,,,,,,,,,,Spain,00:17:10.146,Pass,,27.1,70.1,30.8,21.1,,,
,,,,,,,,,,,,,,,1.310414,,,,,,,,,,,,,,7088e871-0931-46e7-a1dc-28d5305be894,2327,,"[39.8, 20.5]",3788775,62,,,,,0.9734336,,Left Foot,,,,"[49.8, 35.2]",,Ground Pass,,17.77892,,,,,Sergio Busquets i Burgos,,,,,,2,From Free Kick,Aymeric Laporte,4353.0,Left Center Back,120,Spain,772,['08df8ba0-1cc3-4471-b07a-67a810eeb56b'],14,,,,,,,,,,,,,,,,Spain,00:17:14.150,Pass,,39.8,20.5,49.8,35.2,,,
,,,,,,,,,,,,,,,0.909055,,,,,,,,,,,,,,f934c53f-11de-4a34-ab9a-115d8e47989d,2330,,"[55.6, 35.8]",3788775,62,,,,,-0.06526665,,Right Foot,,,,"[70.9, 34.8]",,Ground Pass,,15.332644,,,,,Álvaro Borja Morata Martín,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,120,Spain,772,['7535b25a-18c6-49f6-8cd3-d3ef9a47ec9c'],17,,,,,,,,,,,,,,,,Spain,00:17:17.017,Pass,,55.6,35.8,70.9,34.8,,,
,,,,,,,,,,,,,,,5.448255,,,,,,,,,,,,,,6752fcca-6598-43b3-b741-07b3d2aed637,2332,,"[70.9, 34.8]",3788775,62,,,,,-2.4850109,,Right Foot,,,,"[27.3, 1.2]",,Low Pass,,55.04471,,,,,Aymeric Laporte,,,,,,2,From Free Kick,Álvaro Borja Morata Martín,3477.0,Center Forward,120,Spain,772,['3dc6929b-2fd7-4e50-ad3c-0f3df89676f6'],17,,,,,,,,,,,,,,,,Spain,00:17:17.926,Pass,,70.9,34.8,27.3,1.2,,,
,,,,,,,,,,,,,,,2.155287,,,,,,,,,,,,,,0fd7a7e8-35cf-41f2-8dad-11f09999df59,2335,,"[42.6, 2.6]",3788775,62,,,,,2.3410113,,Left Foot,,,,"[19.9, 26.0]",,Ground Pass,,32.60138,,,,,Unai Simón Mendibil,,,,,,2,From Free Kick,Aymeric Laporte,4353.0,Left Center Back,120,Spain,772,['5cb1a9e4-d84e-4065-8724-633f8b12b66a'],31,,,,,,,,,,,,,,,,Spain,00:17:31.405,Pass,,42.6,2.6,19.9,26.0,,,
,,,,,,,,,,,,,,,1.030959,,,,,,,,,,,,,,c895bba2-4139-43f3-8582-a4bda39db297,2338,,"[19.9, 26.0]",3788775,62,,,,,0.8339038,,Right Foot,,,,"[29.7, 36.8]",,Ground Pass,,14.583552,,,,,Eric García Martret,,,,,,2,From Free Kick,Unai Simón Mendibil,11748.0,Goalkeeper,120,Spain,772,['a6d22241-4506-487a-b78a-d164a3fc0e29'],34,,,,,,,,,,,,,,,,Spain,00:17:34.800,Pass,,19.9,26.0,29.7,36.8,,,
,,,,,,,,,,,,,,,0.962851,,,,,,,,,,,,,,5ccb03cb-0bdc-4dcc-b55f-0aff00dfee65,2341,,"[42.0, 46.7]",3788775,62,,,,,0.31144163,,Right Foot,,,,"[56.6, 51.4]",,Ground Pass,,15.337862,,,,,Jorge Resurrección Merodio,,,,,,2,From Free Kick,Eric García Martret,31953.0,Right Center Back,120,Spain,772,['a608e097-f29e-4c21-a357-913cfbe8d15f'],40,,,,,,,,,,,,,,,,Spain,00:17:40.111,Pass,,42.0,46.7,56.6,51.4,,,
,,,,,,,,,,,,,,,1.976596,,,,,,,,,,,,,,0f9ca3ca-b632-4021-a19c-37a9a03d6037,2343,,"[57.0, 51.4]",3788775,62,,,,,1.8105395,,Right Foot,,,,"[51.5, 73.9]",,Ground Pass,,23.16247,,,,,César Azpilicueta Tanco,,,,,,2,From Free Kick,Jorge Resurrección Merodio,5199.0,Right Center Midfield,120,Spain,772,['2b9ecb64-ceaa-4465-bf3d-d9b1d82adb95'],41,,,,,,,,,,,,,,,,Spain,00:17:41.074,Pass,,57.0,51.4,51.5,73.9,,,
,,,,,,,,,,,,,,,1.526048,,,,,,,,,,,,,,6e71c4b0-964f-40b9-8a52-df2fabb1ac36,2345,,"[51.7, 73.9]",3788775,62,,,,,0.36135688,,Right Foot,,,,"[64.4, 78.7]",,Ground Pass,,13.576818,,,,,Pablo Sarabia García,,,,,,2,From Free Kick,César Azpilicueta Tanco,3957.0,Right Back,120,Spain,772,['04d35c6f-7fbf-4b51-8ee5-4333b04cfdc9'],43,,,,,,,,,,,,,,,,Spain,00:17:43.050,Pass,,51.7,73.9,64.4,78.7,,,
,,,,,,,,,,,,,,,1.038867,,,,,,,,,,,,,,4fab6fe9-5178-4182-b6c3-b15c564f22ec,2348,,"[59.0, 75.8]",3788775,62,,,,,3.1415927,,Left Foot,,,,"[46.5, 75.8]",,Ground Pass,,12.5,,,,,César Azpilicueta Tanco,,,,,,2,From Free Kick,Pablo Sarabia García,6720.0,Right Wing,120,Spain,772,['759ec6e5-f745-4020-9435-a02afed8dd7f'],45,,,,,,,,,,,,,,,,Spain,00:17:45.455,Pass,,59.0,75.8,46.5,75.8,,,
,,,,,,,,,,,,,,,0.163348,,,,,,,,,,,,,,c1d889ae-e360-4437-a746-b4589ddca8b8,2351,,"[40.8, 77.0]",3788775,62,,,,,-0.14444157,,Right Foot,,,,"[46.3, 76.2]",,Ground Pass,,5.557877,,,Incomplete,,Pablo Sarabia García,,,,,,2,From Free Kick,César Azpilicueta Tanco,3957.0,Right Back,120,Spain,772,"['556402ab-1f65-419c-9311-01900321f628', 'd322a06d-0b2a-4273-ad3b-b77508217798']",47,,,,,,,,,,,,,,,,Spain,00:17:47.191,Pass,,40.8,77.0,46.3,76.2,,,
,,,,,,,,,,,,,,,1.068086,,,,,,,,,,,,,,ae2b1f74-5813-47bf-bd1a-fe5916348d4e,2354,,"[29.1, 80.0]",3788775,62,,,,,-1.1882513,,,,,,"[35.9, 63.1]",,High Pass,,18.216751,,,,,Sergio Busquets i Burgos,,,,,Throw-in,2,From Throw In,César Azpilicueta Tanco,3957.0,Right Back,121,Spain,772,['32cbaf32-145d-4002-a46a-06044219bc55'],59,,,,,,,,,,,,,,,,Spain,00:17:59.637,Pass,,29.1,80.0,35.9,63.1,,,
,,,,,,,,,,,,,,,1.133292,,,,,,,,,,,,,,ae472c8f-9d8a-4d27-8bb1-2e9d920c70d7,2357,,"[34.9, 62.1]",3788775,63,,,,,0.8846382,,Right Foot,,,,"[45.3, 74.8]",,Low Pass,,16.414932,,,,,Pablo Sarabia García,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,121,Spain,772,"['ab9c29f9-b86c-4b98-8489-09250994216d', 'e2c172b5-a608-4ed7-9aa9-91f298f3c41b']",0,,,,,,,,,,,,,,,,Spain,00:18:00.705,Pass,True,34.9,62.1,45.3,74.8,,,
,,,,,,,,,,,,,,,1.934293,,,,,,,,,,,,,,4a2ae2ec-a25c-4d64-bdb2-9039f0fbb995,2359,,"[45.3, 74.8]",3788775,63,,,,,-2.38058,,Left Foot,,,,"[20.1, 50.8]",,Low Pass,,34.8,,,,,Aymeric Laporte,,,,,,2,From Throw In,Pablo Sarabia García,6720.0,Right Wing,121,Spain,772,['781a535a-15ee-46e2-893d-27ad87c09750'],1,,,,,,,,,,,,,,,,Spain,00:18:01.839,Pass,,45.3,74.8,20.1,50.8,,,
,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,57162079-9b1c-4702-80ed-81bb5a26ae69,2362,,"[19.1, 50.6]",3788775,63,,,,,-1.3240404,,Left Foot,,,,"[29.1, 10.9]",,Ground Pass,,40.94008,,,,,Jordi Alba Ramos,,,,,,2,From Throw In,Aymeric Laporte,4353.0,Left Center Back,121,Spain,772,['8be60b7a-3448-4c1d-a13e-15a2fd7f8498'],5,,,,,,,,,,,,,,,,Spain,00:18:05.133,Pass,,19.1,50.6,29.1,10.9,,,
,,,,,,,,,,,,,,,1.65542,,,,,,,,,,,,,,01148b78-b880-4b4d-9d18-fa8b1038b19f,2365,,"[29.1, 10.9]",3788775,63,,,,,-0.465676,,Left Foot,,,,"[48.8, 1.0]",,Ground Pass,,22.047676,,,,,Gerard Moreno Balaguero,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,121,Spain,772,['3dabf6c6-87e8-45f4-83d5-ded43b6f44f7'],8,,,,,,,,,,,,,,,,Spain,00:18:08.253,Pass,,29.1,10.9,48.8,1.0,,,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,6e54e15a-1487-4fc6-bc1d-ca90b8c52690,2368,,"[46.5, 13.9]",3788775,63,,,,,2.5271707,,Left Foot,,,,"[30.2, 25.4]",,Ground Pass,,19.948433,,,,,Aymeric Laporte,,,,,,2,From Throw In,Gerard Moreno Balaguero,6766.0,Left Wing,121,Spain,772,['9b170eb2-49b7-41ae-b4a7-fafe96cb6505'],13,,,,,,,,,,,,,,,,Spain,00:18:13.490,Pass,,46.5,13.9,30.2,25.4,,,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,b44262dd-c51b-4746-be41-77636f1fc427,2371,,"[30.7, 25.4]",3788775,63,,,,,1.3258177,,Left Foot,,,,"[36.7, 49.4]",,Ground Pass,,24.738634,,,,,Eric García Martret,,,,,,2,From Throw In,Aymeric Laporte,4353.0,Left Center Back,121,Spain,772,['b6557e5d-820d-4988-9a3a-354859e5feda'],15,,,,,,,,,,,,,,,,Spain,00:18:15.970,Pass,,30.7,25.4,36.7,49.4,,,
,,,,,,,,,,,,,,,1.314852,,,,,,,,,,,,,,f0152cdf-a6bd-48cd-a0ea-45804d734c38,2374,,"[47.3, 44.6]",3788775,63,,,,,-1.7774795,,Right Foot,,,,"[43.4, 26.0]",,Ground Pass,,19.004473,,,,,Aymeric Laporte,,,,,,2,From Throw In,Eric García Martret,31953.0,Right Center Back,121,Spain,772,['d1cd8ca6-9fb0-4860-a2f4-107030a63226'],21,,,,,,,,,,,,,,,,Spain,00:18:21.970,Pass,,47.3,44.6,43.4,26.0,,,
,,,,,,,,,,,,,,,1.149443,,,,,,,,,,,,,,5d06b515-76bf-4d6e-b385-a45904772634,2377,,"[67.0, 24.1]",3788775,63,,,,,1.2592494,,Left Foot,,,,"[74.6, 47.7]",,Low Pass,,24.793547,,,,,Jorge Resurrección Merodio,,,,,,2,From Throw In,Aymeric Laporte,4353.0,Left Center Back,121,Spain,772,['b4955ba1-6b13-4259-878b-0cfa04f176eb'],27,,,,,,,,,,,,,,,,Spain,00:18:27.236,Pass,,67.0,24.1,74.6,47.7,,,
,,,,,,,,,,,,,,,1.723888,,,,,,,,,,,,,,9cb7424c-1458-4c9e-ab35-0e884939d31e,2380,,"[76.6, 48.7]",3788775,63,,,,,0.9272952,,Right Foot,,,,"[95.5, 73.9]",,Low Pass,,31.5,,,,,Pablo Sarabia García,,,,,,2,From Throw In,Jorge Resurrección Merodio,5199.0,Right Center Midfield,121,Spain,772,['30895999-55ae-4be7-b52e-75c543f39a33'],30,,,,,,,,,,,,,,,,Spain,00:18:30.023,Pass,,76.6,48.7,95.5,73.9,,,
,,,,,,,,,,,,,,,2.05188,,,,,,,,,,,,,,1af35f8d-0764-4c53-8c4e-af5234d19845,2383,,"[99.4, 53.5]",3788775,63,,,,,0.3270981,,Left Foot,,,,"[116.2, 59.2]",,Ground Pass,,17.740631,,,,,César Azpilicueta Tanco,,,,,,2,From Throw In,Pablo Sarabia García,6720.0,Right Wing,121,Spain,772,['9c5072b0-631d-4013-a2d6-7bf411699f37'],34,,,,,,,,,,,,,,,,Spain,00:18:34.841,Pass,,99.4,53.5,116.2,59.2,,,
