ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,deb5d7ed-1436-487d-b7e5-90e9428abb90,1,,,,3795221,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,England,768,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4706, 'name': 'Kalvin Phillips'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 7843, 'name': 'Mason Mount'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",England,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4827c238-f5ab-44c9-959c-f9b362c286cf,2,,,,3795221,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,England,768,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 17}, {'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 5}, {'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 6302, 'name': 'Kasper Dolberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Denmark,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2a9c5afb-f399-4ed6-a611-ca1ffcd64d9b,3,,,,3795221,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,England,768,['c7fffaff-996c-4567-ae44-a54bbf8e094a'],0,,,,,,,,,,,,,,,,England,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,c7fffaff-996c-4567-ae44-a54bbf8e094a,4,,,,3795221,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,England,768,['2a9c5afb-f399-4ed6-a611-ca1ffcd64d9b'],0,,,,,,,,,,,,,,,,Denmark,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,726aaa4f-1ef3-41c9-8163-8b864af76576,1693,,,,3795221,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,,74,England,768,['0ce0fbb8-eba6-4ce8-ae07-6cfb37045514'],0,,,,,,,,,,,,,,,,England,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0ce0fbb8-eba6-4ce8-ae07-6cfb37045514,1694,,,,3795221,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,,74,England,768,['726aaa4f-1ef3-41c9-8163-8b864af76576'],0,,,,,,,,,,,,,,,,Denmark,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4919a7fb-90e5-4d14-b97d-9577db4406c4,3408,,,,3795221,90,,,,,,,,,,,,,,,,,,,,,,,,,3,From Throw In,,,,,159,England,768,['8948ca91-d5de-4d47-b8ee-b63e7ff51e28'],0,,,,,,,,,,,,,,,,England,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8948ca91-d5de-4d47-b8ee-b63e7ff51e28,3409,,,,3795221,90,,,,,,,,,,,,,,,,,,,,,,,,,3,From Throw In,,,,,159,England,768,['4919a7fb-90e5-4d14-b97d-9577db4406c4'],0,,,,,,,,,,,,,,,,Denmark,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,37aed7cc-a82b-4f80-b910-47564dc569ff,4006,,,,3795221,105,,,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,,,,,183,Denmark,776,['fbaf4544-92c1-458a-8f05-96caba2aa5d0'],0,,,,,,,,,,,,,,,,England,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,fbaf4544-92c1-458a-8f05-96caba2aa5d0,4007,,,,3795221,105,,,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,,,,,183,Denmark,776,['37aed7cc-a82b-4f80-b910-47564dc569ff'],0,,,,,,,,,,,,,,,,Denmark,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,1.567045,,,,,,,,,,,,,,,,,32265cf1-77cd-415f-90c4-5443f58c6e1d,5,,,"[60.0, 40.0]",3795221,0,,,,,-2.8720036,,Right Foot,,,,"[37.2, 33.7]",Ground Pass,,23.654387,,,,,Simon Thorup Kjær,,,,,Kick Off,1,From Kick Off,Pierre-Emile Højbjerg,3570.0,,Right Defensive Midfield,2,Denmark,776,['a49e246a-c3fd-41bb-8577-0ac62f4a5fc1'],0,,,,,,,,,,,,,,,,Denmark,00:00:00.218,Pass,,60.0,40.0,37.2,33.7,,,
,,,,,,,,,,,,,3.099241,,,,,,,,,,,,,,,,,fad404a3-bfd2-4739-b319-b3e55994e7d3,8,,,"[38.1, 39.4]",3795221,0,,,,,0.43048078,,Right Foot,,,,"[90.8, 63.6]",High Pass,,57.990776,,,Incomplete,,Kasper Dolberg,,,,,,1,From Kick Off,Simon Thorup Kjær,5534.0,,Center Back,2,Denmark,776,"['37ef8fbe-2b4c-4e42-b429-c53851369785', '9e27274e-52ea-4ca3-92e6-4e2bef456161']",3,,,,,,,,,,,,,,,,Denmark,00:00:03.247,Pass,,38.1,39.4,90.8,63.6,,,
,,,,,,,,,,,,,0.865131,,,,,,,,,,,,,,,,,37ef8fbe-2b4c-4e42-b429-c53851369785,11,,,"[29.3, 16.5]",3795221,0,,,,True,-0.012421722,,,,,,"[45.4, 16.3]",Low Pass,,16.101242,,,,,Raheem Sterling,,,,,Recovery,1,Regular Play,Harry Maguire,3336.0,,Left Center Back,3,England,768,"['4308ac1f-66f7-4641-b22f-217945eb3abe', '855183dc-460c-426c-ae88-9941832b294b', 'fad404a3-bfd2-4739-b319-b3e55994e7d3']",6,,,,,,,,,,,,,,,,England,00:00:06.346,Pass,True,29.3,16.5,45.4,16.3,,,
,,,,,,,,,,,,,0.787763,,,,,,,,,,,,,,,,,f2589931-78ef-49cd-b321-54f0b122ad1c,19,,,"[54.9, 22.9]",3795221,0,,,,,0.04946457,,Right Foot,,,,"[65.0, 23.4]",Ground Pass,,10.112369,,,,,Harry Kane,,,,,,1,Regular Play,Raheem Sterling,3233.0,,Left Wing,3,England,768,"['33069048-6662-43f2-ba36-139a3240d72f', '95e992ab-0c9d-47bb-aaa5-6b84ab547099']",9,,,,,,,,,,,,,,,,England,00:00:09.033,Pass,True,54.9,22.9,65.0,23.4,,,
,,,,,,,,,,,,,1.091172,,,,,,,,,,,,,,,,,e599fe83-892b-4092-b373-9b6fea50c527,24,,,"[64.7, 22.9]",3795221,0,,True,,,2.5730681,,Right Foot,,,,"[57.5, 27.5]",Ground Pass,,8.5440035,,,,,Harry Maguire,,,,,Free Kick,1,From Free Kick,Declan Rice,3943.0,,Left Defensive Midfield,4,England,768,['38941e5d-de4e-4587-88c9-815d1f0d6a2a'],27,,,,,,,,,,,,,,,,England,00:00:27.178,Pass,,64.7,22.9,57.5,27.5,,,
,,,,,,,,,,,,,1.04468,,,,,,,,,,,,,,,,,898f8f3e-85e7-4a4d-a753-679b44afc587,26,,,"[56.9, 30.0]",3795221,0,,,,,1.9060335,,Right Foot,,,,"[51.5, 45.5]",Ground Pass,,16.413713,,,,,John Stones,,,,,,1,From Free Kick,Harry Maguire,3336.0,,Left Center Back,4,England,768,['1a0bc36c-2332-43b3-bf41-6ef83663086a'],31,,,,,,,,,,,,,,,,England,00:00:31.049,Pass,,56.9,30.0,51.5,45.5,,,
,,,,,,,,,,,,,2.891242,,,,,,,,,,,,,,,,,6c1ea70d-0daa-48d1-9943-9d6e5ce1d6d5,28,,,"[51.5, 45.5]",3795221,0,,,,,-2.8877163,,Right Foot,,,,"[17.2, 36.6]",Ground Pass,,35.435856,,,,,Jordan Pickford,,,,,,1,From Free Kick,John Stones,3244.0,,Right Center Back,4,England,768,['e195f373-3e4a-4481-a417-072e3b130c51'],32,,,,,,,,,,,,,,,,England,00:00:32.094,Pass,,51.5,45.5,17.2,36.6,,,
,,,,,,,,,,,,,3.714359,,,,,,,,,,,,,,,,,8442dbaa-438c-4977-806f-52e84d871226,31,,,"[18.9, 31.8]",3795221,0,,,,,-0.08477172,,Left Foot,,,,"[100.1, 24.9]",High Pass,,81.49264,,,Incomplete,,Raheem Sterling,,,,,,1,From Free Kick,Jordan Pickford,3468.0,,Goalkeeper,4,England,768,"['3abd67bb-7f6f-41e6-ad3a-72b25950417d', 'd5d009fc-3907-4a98-8590-b38e7b1b754f']",37,,,,,,,,,,,,,,,,England,00:00:37.070,Pass,,18.9,31.8,100.1,24.9,,,
,,,,,,,,,,,,,2.04334,,,,,,,,,,,,,,,,,3abd67bb-7f6f-41e6-ad3a-72b25950417d,33,,,"[20.0, 55.2]",3795221,0,,,,,-1.423718,,Right Foot,,,,"[20.8, 49.8]",Low Pass,,5.4589376,,,,,Andreas Christensen,,,,,Recovery,1,Regular Play,Jens Stryger Larsen,5524.0,,Right Wing Back,5,Denmark,776,"['8442dbaa-438c-4977-806f-52e84d871226', 'a3725d34-f64f-4797-bab5-1c535a58b4f9']",40,,,,,,,,,,,,,,,,Denmark,00:00:40.784,Pass,,20.0,55.2,20.8,49.8,,,
,,,,,,,,,,,,,1.105193,,,,,,,,,,,,,,,,,a1b685e9-e460-429b-9ba1-a351661bac93,36,,,"[20.8, 49.8]",3795221,0,,,,,0.37649032,,Right Foot,,,,"[33.7, 54.9]",Low Pass,,13.871553,,,,,Pierre-Emile Højbjerg,,,,,,1,Regular Play,Andreas Christensen,3959.0,,Right Center Back,5,Denmark,776,['11ace409-645e-4e9e-9dd0-5f358608c680'],42,,,,,,,,,,,,,,,,Denmark,00:00:42.947,Pass,,20.8,49.8,33.7,54.9,,,
,,,,,,,,,,,,,1.883735,,,,,,,,,,,,,,,,,d69d64f4-cb6c-4a51-97d1-1c0702a1ab33,42,,,"[37.4, 54.7]",3795221,0,,True,,,-2.1357903,,Right Foot,,,,"[30.3, 43.5]",Ground Pass,,13.260844,,,,,Andreas Christensen,,,,,Free Kick,1,From Free Kick,Pierre-Emile Højbjerg,3570.0,,Right Defensive Midfield,6,Denmark,776,['03e4ab50-a75f-4cfa-8c2e-31a82fbd31fe'],58,,,,,,,,,,,,,,,,Denmark,00:00:58.081,Pass,,37.4,54.7,30.3,43.5,,,
,,,,,,,,,,,,,0.914071,,,,,,,,,,,,,,,,,155ae5ca-2f53-41c4-88b4-7e67edf20be8,44,,,"[28.9, 48.6]",3795221,1,,True,,,0.85756177,,Right Foot,,,,"[44.3, 66.4]",High Pass,,23.537205,,,Incomplete,,,,,,,,1,From Free Kick,Andreas Christensen,3959.0,,Right Center Back,6,Denmark,776,['1a900acd-de5f-423d-9fb4-83205c1f252e'],1,,,,,,,,,,,,,,,,Denmark,00:01:01.033,Pass,,28.9,48.6,44.3,66.4,,,
,,,,,,,,,,,,,2.138653,,,,,,,,,,,,,,,,,38a0e16a-0f3e-4d5e-8c11-39f03782206c,46,,,"[47.6, 80.0]",3795221,1,,,,,-0.26342937,,,,,,"[80.6, 71.1]",High Pass,,34.17909,,,Incomplete,,Kasper Dolberg,,,,,Throw-in,1,From Throw In,Jens Stryger Larsen,5524.0,,Right Wing Back,7,Denmark,776,"['9601c116-05b0-4dd1-8288-1b29487d410f', 'd39788d3-8725-4086-8847-3f4b43315196']",16,,,,,,,,,,,,,,,,Denmark,00:01:16.481,Pass,,47.6,80.0,80.6,71.1,,,
,,,,,,,,,,,,,0.910008,,,,,,,,,,,,,,,,,399906e7-0921-412b-a415-15937d420a4f,53,,,"[51.6, 4.7]",3795221,1,,,,,0.821527,,Right Foot,,,,"[55.6, 9.0]",Ground Pass,,5.872819,,,Incomplete,,Mason Mount,,,,,,1,From Throw In,Raheem Sterling,3233.0,,Left Wing,7,Denmark,776,"['15e9db92-5989-4b3d-b437-ef729d403b3c', '71e0fae6-2d61-4421-b086-d82a4cbde21e', 'df7e5e44-c7dc-4ed8-aa9f-93670f78e792']",21,,,,,,,,,,,,,,,,England,00:01:21.309,Pass,True,51.6,4.7,55.6,9.0,,,
,,,,,,,,,,,,,1.32682,,,,,,,,,,,,,,,,,08028f56-1422-4411-ba53-2ff164cb0e87,64,,,"[13.7, 71.8]",3795221,1,,,,,0.25412476,,Right Foot,,,,"[36.8, 77.8]",Ground Pass,,23.866505,,,,,Jens Stryger Larsen,,,,,,1,From Throw In,Andreas Christensen,3959.0,,Right Center Back,7,Denmark,776,['317ecbb6-ef16-487a-a864-e1767d900491'],31,,,,,,,,,,,,,,,,Denmark,00:01:31.072,Pass,,13.7,71.8,36.8,77.8,,,
,,,,,,,,,,,,,1.715605,,,,,,,,,,,,,,,,,5d6a9602-e9bd-4f2a-b133-8ee3a2c9d7ed,70,,,"[39.4, 67.0]",3795221,1,,,,,-2.3533292,,Right Foot,,,,"[22.0, 49.5]",Ground Pass,,24.678127,,,,,Simon Thorup Kjær,,,,,Free Kick,1,From Free Kick,Andreas Christensen,3959.0,,Right Center Back,8,Denmark,776,['c70a9fc6-1e2d-4d79-ab71-eb19d98807f5'],57,,,,,,,,,,,,,,,,Denmark,00:01:57.267,Pass,,39.4,67.0,22.0,49.5,,,
,,,,,,,,,,,,,1.8292,,,,,,,,,,,,,,,,,4d72a8ce-d74b-4e79-b220-5a6c3db82ac7,73,,,"[22.0, 49.5]",3795221,1,,,,,-1.3055892,,Right Foot,,,,"[28.6, 25.2]",Ground Pass,,25.18035,,,,,Jannik Vestergaard,,,,,,1,From Free Kick,Simon Thorup Kjær,5534.0,,Center Back,8,Denmark,776,['7a744b2b-6eec-4d8c-9324-6fd9c14b8b5f'],59,,,,,,,,,,,,,,,,Denmark,00:01:59.815,Pass,,22.0,49.5,28.6,25.2,,,
,,,,,,,,,,,,,1.16303,,,,,,,,,,,,,,,,,e13fc778-837e-4c6e-aa2b-6b5cdda534cc,76,,,"[32.8, 12.3]",3795221,2,,,,,1.3697288,,Right Foot,,,,"[36.0, 28.0]",Ground Pass,,16.022797,,,,,Pierre-Emile Højbjerg,,,,,,1,From Free Kick,Jannik Vestergaard,8815.0,,Left Center Back,8,Denmark,776,['82d13348-1a7f-4d4b-a5dc-38c2241855fa'],5,,,,,,,,,,,,,,,,Denmark,00:02:05.217,Pass,,32.8,12.3,36.0,28.0,,,
,,,,,,,,,,,,,1.356621,,,,,,,,,,,,,,,,,cc0fc5dc-e61c-4a56-bc65-4c68f31ec52d,79,,,"[36.0, 28.0]",3795221,2,,,,,2.710454,,Right Foot,,,,"[16.0, 37.2]",Ground Pass,,22.01454,,,,,Simon Thorup Kjær,,,,,,1,From Free Kick,Pierre-Emile Højbjerg,3570.0,,Right Defensive Midfield,8,Denmark,776,['c2779549-ff45-4974-9832-4ddf4eaf8560'],6,,,,,,,,,,,,,,,,Denmark,00:02:06.500,Pass,,36.0,28.0,16.0,37.2,,,
,,,,,,,,,,,,,2.089261,,,,,,,,,,,,,,,,,da36f8ae-b8de-479e-acc1-e1854f5dcec0,82,,,"[16.0, 37.2]",3795221,2,,,,,0.5264949,,Right Foot,,,,"[55.4, 60.1]",High Pass,,45.57159,,,Incomplete,,Jens Stryger Larsen,,,,,,1,From Free Kick,Simon Thorup Kjær,5534.0,,Center Back,8,Denmark,776,"['5d209eb8-a2c7-4bbf-bd98-d25b6263b75b', 'c58cb7df-f5ef-407a-bc59-33bb7341174c']",8,,,,,,,,,,,,,,,,Denmark,00:02:08.993,Pass,,16.0,37.2,55.4,60.1,,,
,,,,,,,,,,,,,1.877812,,,,,,,,,,,,,,,,,5d209eb8-a2c7-4bbf-bd98-d25b6263b75b,84,,,"[64.7, 20.0]",3795221,2,,,,,1.0576535,,Left Foot,,,,"[71.8, 32.6]",Ground Pass,,14.46271,,,,,Kalvin Phillips,,,,,Recovery,1,From Free Kick,Luke Shaw,3382.0,,Left Back,8,Denmark,776,"['75766855-b22e-42c5-9939-edffe8676cf4', 'da36f8ae-b8de-479e-acc1-e1854f5dcec0']",11,,,,,,,,,,,,,,,,England,00:02:11.082,Pass,,64.7,20.0,71.8,32.6,,,
,,,,,,,,,,,,,0.646213,,,,,,,,,,,,,,,,,2d0f123c-c2dd-4699-9bc4-24c5a4183adf,86,,,"[71.8, 32.6]",3795221,2,,,,,-2.5050845,,Right Foot,,,,"[69.5, 30.9]",Ground Pass,,2.86007,,,Incomplete,,Declan Rice,,,,,,1,From Free Kick,Kalvin Phillips,4706.0,,Right Defensive Midfield,8,Denmark,776,"['70dfaaab-32ee-4dc6-9cf5-1ddb29c0a702', 'd02f243c-1eb8-470d-b67b-86d20a62adc5']",12,,,,,,,,,,,,,,,,England,00:02:12.960,Pass,,71.8,32.6,69.5,30.9,,,
,,,,,,,,,,,,,0.633604,,,,,,,,,,,,,,,,,c48ebbe7-8cd5-42e3-9614-cf0d2e89bf68,92,,,"[99.8, 20.9]",3795221,2,,,,,1.4074302,,Left Foot,,,,"[101.3, 30.0]",Ground Pass,,9.222797,,,,,Mason Mount,,,,,,1,From Free Kick,Luke Shaw,3382.0,,Left Back,8,Denmark,776,['78e783c3-3b9a-4618-a29c-95adf3712dc4'],18,,,,,,,,,,,,,,,,England,00:02:18.828,Pass,,99.8,20.9,101.3,30.0,,,
,,,,,,,,,,,,,1.691065,,,,,,,,,,,,,,,,,563c1ca3-608d-4bb4-8bd4-e1849a4f3cf9,98,,,"[14.5, 47.8]",3795221,2,,,,,-2.7485347,,Left Foot,,,,"[6.3, 44.4]",Ground Pass,,8.876936,,,,,Kasper Schmeichel,,,,,Recovery,1,From Free Kick,Simon Thorup Kjær,5534.0,,Center Back,8,Denmark,776,"['62abb20d-221b-4363-b44c-4adbc6d7b439', 'cab3fc79-828a-4dfb-a429-92df83261c7a']",20,,,,,,,,,,,,,,,,Denmark,00:02:20.577,Pass,True,14.5,47.8,6.3,44.4,,,
,,,,,,,,,,,,,2.765211,,,,,,,,,,,,,,,,,855b1867-08b8-4471-ad50-7023cf4ac5c0,102,,,"[15.7, 44.1]",3795221,2,,,,,0.7582964,,Drop Kick,,,,"[49.8, 76.4]",High Pass,,46.96914,,,,,Jens Stryger Larsen,,,,,,1,From Free Kick,Kasper Schmeichel,3815.0,,Goalkeeper,8,Denmark,776,['970fa19f-d820-4983-9677-eb41a67700e0'],28,,,,,,,,,,,,,,,,Denmark,00:02:28.800,Pass,,15.7,44.1,49.8,76.4,,,
,,,,,,,,,,,,,1.015063,,,,,,,,,,,,,,,,,854f7fff-fb23-4f4c-9f92-a0f3331cd2a2,105,,,"[56.3, 75.2]",3795221,2,,,,,0.09751581,,Right Foot,,,,"[65.5, 76.1]",Ground Pass,,9.2439165,,,,,Martin Braithwaite Christensen,,,,,,1,From Free Kick,Jens Stryger Larsen,5524.0,,Right Wing Back,8,Denmark,776,['fe0d7ac6-af87-4099-ae2f-e1e10e301426'],33,,,,,,,,,,,,,,,,Denmark,00:02:33.654,Pass,,56.3,75.2,65.5,76.1,,,
,,,,,,,,,,,,,0.819132,,,,,,,,,,,,,,,,,34f781b4-9814-46cc-a51c-b0e941c4c256,108,,,"[71.5, 71.2]",3795221,2,,,,,-0.6769814,,Right Foot,,,,"[87.8, 58.1]",High Pass,,20.911718,,,Incomplete,,Mikkel Damsgaard,,,,,,1,From Free Kick,Martin Braithwaite Christensen,4447.0,,Right Wing,8,Denmark,776,"['10c7c307-69aa-48f7-b64a-89b47426b3a4', '864a210f-b381-4001-8003-8ee523ed9b1a']",36,,,,,,,,,,,,,,,,Denmark,00:02:36.334,Pass,,71.5,71.2,87.8,58.1,,,
,,,,,,,,,True,,,,1.088975,,,,,,,,,,,,,,,,,864a210f-b381-4001-8003-8ee523ed9b1a,110,,,"[32.3, 22.0]",3795221,2,,,,,1.0077152,,Head,,,,"[42.4, 38.0]",Low Pass,,18.921152,,,,,Kalvin Phillips,,,,,Interception,1,Regular Play,John Stones,3244.0,,Right Center Back,9,England,768,"['1036b343-8f51-4601-804b-79fb576dff39', '34f781b4-9814-46cc-a51c-b0e941c4c256']",37,,,,,,,,,,,,,,,,England,00:02:37.153,Pass,,32.3,22.0,42.4,38.0,,,
,,,,,,,,,,,,,2.199999,,,,,,,,,,,,,,,,,e27ce54f-1e19-4beb-b1e3-1d976358865d,113,,,"[30.9, 37.1]",3795221,2,,,,,1.9111782,,Right Foot,,,,"[25.8, 51.5]",Ground Pass,,15.276452,,,,,Kyle Walker,,,,,,1,Regular Play,Kalvin Phillips,4706.0,,Right Defensive Midfield,9,England,768,['022745a8-2a1d-4af4-be04-33c1a7e86f40'],40,,,,,,,,,,,,,,,,England,00:02:40.067,Pass,,30.9,37.1,25.8,51.5,,,
,,,,,,,,,,,,,0.983827,,,,,,,,,,,,,,,,,f1ed939b-9fb6-438e-a425-a79569c2841f,116,,,"[34.6, 75.2]",3795221,2,,,,,-0.73023945,,Right Foot,,,,"[43.2, 67.5]",Ground Pass,,11.543396,,,,,Kalvin Phillips,,,,,,1,Regular Play,Kyle Walker,3205.0,,Right Back,9,England,768,['6598ee11-57da-45ef-ae8d-d74a79926b54'],47,,,,,,,,,,,,,,,,England,00:02:47.387,Pass,,34.6,75.2,43.2,67.5,,,
,,,,,,,,,,,,,0.997818,,,,,,,,,,,,,,,,,f25a8401-d153-4ca3-a8b0-af62659eb464,119,,,"[45.5, 68.6]",3795221,2,,,,,0.44286537,,Right Foot,,,,"[63.0, 76.9]",Ground Pass,,19.36853,,,,,Bukayo Saka,,,,,,1,Regular Play,Kalvin Phillips,4706.0,,Right Defensive Midfield,9,England,768,['2137ff71-22f8-431d-8bb7-88d71e597194'],49,,,,,,,,,,,,,,,,England,00:02:49.115,Pass,,45.5,68.6,63.0,76.9,,,
,,,,,,,,,,,,,0.181151,,,,,,,,,,,,,,,,,134e7b58-eb26-4345-bac5-bd3d5fec4fa5,123,,,"[55.8, 76.3]",3795221,2,,,,,-3.048116,,Right Foot,,,,"[49.4, 75.7]",Ground Pass,,6.4280634,,,Incomplete,,Kyle Walker,,,,,,1,Regular Play,Bukayo Saka,22084.0,,Right Wing,9,England,768,"['1a2aaef4-ae73-4672-af71-7c01bc3a1ca8', '8909d189-b752-482e-b763-f5d84dbcdae7']",52,,,,,,,,,,,,,,,,England,00:02:52.160,Pass,,55.8,76.3,49.4,75.7,,,
,,,,,,,,,,,,,0.861356,,,,,,,,,,,,,,,,,24d11554-e664-4410-be82-edaa01560245,128,,,"[71.8, 2.4]",3795221,2,,,,,0.7853982,,Right Foot,,,,"[78.0, 8.6]",Ground Pass,,8.768124,,,,,Kasper Dolberg,,,,,,1,Regular Play,Mikkel Damsgaard,24443.0,,Left Wing,10,Denmark,776,"['83b19224-478a-40b1-be47-596b04589e9f', '955c03f4-520f-433b-a26c-b6be6b40d902']",54,,,,,,,,,,,,,,,,Denmark,00:02:54.074,Pass,True,71.8,2.4,78.0,8.6,,,
,,,,,,,,,,,,,0.816657,,,,,,,,,,,,,,,,,96cfc9f3-8917-4d63-a648-ba4f40184cb8,131,,,"[78.0, 8.6]",3795221,2,,,,,-3.1103528,,Right Foot,,,,"[68.4, 8.3]",Ground Pass,,9.604687,,,,,Thomas Delaney,,,,,,1,Regular Play,Kasper Dolberg,6302.0,,Center Forward,10,Denmark,776,['1675ff58-7139-40ba-8e4c-532f4723793f'],55,,,,,,,,,,,,,,,,Denmark,00:02:55.015,Pass,,78.0,8.6,68.4,8.3,,,
