ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,0.717349,,,,,,,,,,,,fa81969d-5f51-448e-ab25-7a72393947d0,2185,,,"[30.4, 14.4]",3788744,66,,,,0.7086263,,Right Foot,,,"[33.2, 16.8]",,Ground Pass,,3.6878178,,,Remo Freuler,,,,,,,2,From Throw In,Manuel Obafemi Akanji,5549.0,Left Center Back,110,Switzerland,773,"['1d3dec9b-050e-40e8-a962-1600262a9f2d', '39991cc5-2cd1-435e-baf3-928d16130254']",59,,,,,,,,,,,,,,Switzerland,00:21:59.112,Pass,True,30.4,14.4,33.2,16.8,,,
,,,,,,,,,,,,,,,,1.223684,,,,,,,,,,,,b86a7bfa-5239-45d3-8648-7e3200ae9f5d,2189,,,"[39.1, 4.2]",3788744,67,,,,0.42877802,,Right Foot,,,"[49.6, 9.0]",,Ground Pass,,11.545129,,,Breel-Donald Embolo,,,,,,,2,From Throw In,Remo Freuler,6983.0,Right Defensive Midfield,110,Switzerland,773,['8f6cda45-b404-43b5-9a0c-037a81952f5e'],1,,,,,,,,,,,,,,Switzerland,00:22:01.790,Pass,,39.1,4.2,49.6,9.0,,,
,,,,,,,,,,,,,,,,1.069377,,,,,,,,,,,,d2d75a0f-f861-444c-8ba9-37fc2fa784ec,2193,,,"[48.7, 9.7]",3788744,67,,,,2.6971734,,Left Foot,,,"[42.4, 12.7]",,Ground Pass,,6.977822,,,Granit Xhaka,,,,,,,2,From Throw In,Breel-Donald Embolo,5545.0,Left Center Forward,110,Switzerland,773,['e933fea2-d54b-47d8-b974-4ce4f506efeb'],3,,,,,,,,,,,,,,Switzerland,00:22:03.842,Pass,,48.7,9.7,42.4,12.7,,,
,,,,,,,,,,,,,,,,1.60853,,,,,,,,,,,,bc19cb09-04e8-4f99-893c-07627b103e3e,2196,,,"[42.4, 14.0]",3788744,67,,,,1.7925009,,Left Foot,,,"[36.9, 38.4]",,Ground Pass,,25.012197,,,Nico Elvedi,,,,,,,2,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,110,Switzerland,773,['a695b4d5-7553-484f-a652-d33265a97b44'],5,,,,,,,,,,,,,,Switzerland,00:22:05.636,Pass,,42.4,14.0,36.9,38.4,,,
,,,,,,,,,,,,,,,,1.514487,,,,,,,,,,,,9c28808f-ad10-4501-a877-4f45f8737082,2199,,,"[50.7, 49.5]",3788744,67,,,,1.0610892,,Right Foot,,,"[61.6, 69.0]",,Ground Pass,,22.339651,,,Kevin Mbabu,,,,,,,2,From Throw In,Nico Elvedi,8814.0,Right Center Back,110,Switzerland,773,['4347ffaa-f224-4fa3-b653-894de8b7cd17'],9,,,,,,,,,,,,,,Switzerland,00:22:09.428,Pass,,50.7,49.5,61.6,69.0,,,
,,,,,,,,,,,,,,,,1.321031,,,,,,,,,,,,f20f7caa-295b-4279-a90a-b6105ad4590d,2202,,,"[76.4, 74.2]",3788744,67,,,,-2.901144,,Right Foot,,,"[55.6, 69.1]",,Ground Pass,,21.416115,,,Nico Elvedi,,,,,,,2,From Throw In,Kevin Mbabu,16027.0,Right Wing Back,110,Switzerland,773,['018eda6c-3dec-4827-8795-8f021c88c2fa'],15,,,,,,,,,,,,,,Switzerland,00:22:15.198,Pass,,76.4,74.2,55.6,69.1,,,
,,,,,,,,,,,,,,,,2.336158,,,,,,,,,,,,b7f571f6-0056-446d-9678-4d1dfbbce247,2205,,,"[56.1, 66.7]",3788744,67,,,,-2.0879893,,Right Foot,,,"[40.4, 39.1]",,Ground Pass,,31.752953,,,Fabian Lukas Schär,,,,,,,2,From Throw In,Nico Elvedi,8814.0,Right Center Back,110,Switzerland,773,['a11c10cb-886f-4ca9-988e-97daedb3cf4d'],17,,,,,,,,,,,,,,Switzerland,00:22:17.283,Pass,,56.1,66.7,40.4,39.1,,,
,,,,,,,,,,,,,,,,1.306655,,,,,,,,,,,,a78986b2-31d5-4d08-b251-114c882378eb,2207,,,"[40.4, 39.1]",3788744,67,,,,-1.5277195,,Right Foot,,,"[41.4, 15.9]",,Ground Pass,,23.221542,,,Manuel Obafemi Akanji,,,,,,,2,From Throw In,Fabian Lukas Schär,5537.0,Center Back,110,Switzerland,773,['d1dd647e-7611-4ab9-90e5-05e14a0ea70c'],19,,,,,,,,,,,,,,Switzerland,00:22:19.619,Pass,,40.4,39.1,41.4,15.9,,,
,,,,,,,,,,,,,,,,1.582412,,,,,,,,,,,,d9eb2e5b-7d3e-4dfa-8f9d-4f2f8b595083,2210,,,"[40.8, 14.1]",3788744,67,,,,2.4468544,,Right Foot,,,"[30.0, 23.1]",,Ground Pass,,14.05845,,,Fabian Lukas Schär,,,,,,,2,From Throw In,Manuel Obafemi Akanji,5549.0,Left Center Back,110,Switzerland,773,['c980c89e-b745-45bb-83db-0a6c853bfc3a'],26,,,,,,,,,,,,,,Switzerland,00:22:26.156,Pass,,40.8,14.1,30.0,23.1,,,
,,,,,,,,,,,,,,,,1.043145,,,,,,,,,,,,8900bb02-dd55-401f-a04d-56ca2979e3b9,2213,,,"[29.7, 26.4]",3788744,67,,,,-1.2291808,,Right Foot,,,"[32.9, 17.4]",,Ground Pass,,9.551963,,,Manuel Obafemi Akanji,,,,,,,2,From Throw In,Fabian Lukas Schär,5537.0,Center Back,110,Switzerland,773,['f38b2cee-9c6f-4739-8f6a-98227d271fbb'],32,,,,,,,,,,,,,,Switzerland,00:22:32.534,Pass,,29.7,26.4,32.9,17.4,,,
,,,,,,,,,,,,,,,,1.348413,,,,,,,,,,,,dd287ee6-2956-48b5-9b06-b83e7664137b,2216,,,"[34.9, 12.3]",3788744,67,,,,-0.5121085,,Right Foot,,,"[51.8, 2.8]",,Ground Pass,,19.38711,,,Remo Freuler,,,,,,,2,From Throw In,Manuel Obafemi Akanji,5549.0,Left Center Back,110,Switzerland,773,['b85d03f9-26de-48c2-ab1d-4b2c340e4391'],34,,,,,,,,,,,,,,Switzerland,00:22:34.069,Pass,,34.9,12.3,51.8,2.8,,,
,,,,,,,,,,,,,,,,1.551406,,,,,,,,,,,,df883f13-ed71-4ea7-a5bf-a8d542662107,2219,,,"[55.4, 2.8]",3788744,67,,,,3.044675,,Right Foot,,,"[41.0, 4.2]",,Ground Pass,,14.4678955,,,Manuel Obafemi Akanji,,,,,,,2,From Throw In,Remo Freuler,6983.0,Right Defensive Midfield,110,Switzerland,773,['376cecdc-7229-4f57-93c4-309196f99b33'],38,,,,,,,,,,,,,,Switzerland,00:22:38.413,Pass,,55.4,2.8,41.0,4.2,,,
,,,,,,,,,,,,,,,,2.042988,,,,,,,,,,,,635a41a7-3f53-491c-b001-5581f87358c5,2222,,,"[39.8, 8.6]",3788744,67,,,,1.6137806,,Right Foot,,,"[38.6, 36.5]",,Ground Pass,,27.925795,,,Fabian Lukas Schär,,,,,,,2,From Throw In,Manuel Obafemi Akanji,5549.0,Left Center Back,110,Switzerland,773,['91285ac4-edea-4145-a5f7-bd0381f9e93b'],41,,,,,,,,,,,,,,Switzerland,00:22:41.513,Pass,,39.8,8.6,38.6,36.5,,,
,,,,,,,,,,,,,,,,1.333297,,,,,,,,,,,,4b96b7b3-85d3-4ae3-b4b2-5f3a9fd8b1b9,2225,,,"[43.1, 37.7]",3788744,67,,,,-1.3165342,,Right Foot,,,"[47.7, 20.0]",,Ground Pass,,18.287973,,,Manuel Obafemi Akanji,,,,,,,2,From Throw In,Fabian Lukas Schär,5537.0,Center Back,110,Switzerland,773,['6657e928-279b-4c1d-af6c-d22456a24a52'],46,,,,,,,,,,,,,,Switzerland,00:22:46.899,Pass,,43.1,37.7,47.7,20.0,,,
,,,,,,,,,,,,,,,,1.187543,,,,,,,,,,,,31b81139-61a2-4441-92b4-4dc8bf9c7a92,2228,,,"[63.0, 16.8]",3788744,67,,,,-1.1128793,,Right Foot,,,"[69.9, 2.8]",,Ground Pass,,15.60801,,,Ricardo Iván Rodríguez Araya,,,,,,,2,From Throw In,Manuel Obafemi Akanji,5549.0,Left Center Back,110,Switzerland,773,['915da93a-9b66-4d66-9a80-d40d2cf06fce'],52,,,,,,,,,,,,,,Switzerland,00:22:52.061,Pass,,63.0,16.8,69.9,2.8,,,
,,,,,,,,,,,,,,,,1.351454,,,,,,,,,,,,5025c516-5d5b-49da-ae5b-705040551d6c,2231,,,"[67.8, 2.4]",3788744,67,,,,2.2318394,,Left Foot,,,"[58.0, 15.0]",,Ground Pass,,15.962456,,,Manuel Obafemi Akanji,,,,,,,2,From Throw In,Ricardo Iván Rodríguez Araya,5544.0,Left Wing Back,110,Switzerland,773,['dba8ce8f-9443-4c0d-8bb2-8851341c00a2'],54,,,,,,,,,,,,,,Switzerland,00:22:54.192,Pass,,67.8,2.4,58.0,15.0,,,
,,,,,,,,,,,,,,,,1.60963,,,,,,,,,,,,ee3c1913-19e8-44cd-bdde-618fda4d2faa,2234,,,"[57.2, 17.8]",3788744,67,,,,1.7779273,,Right Foot,,,"[51.4, 45.4]",,Ground Pass,,28.202837,,,Fabian Lukas Schär,,,,,,,2,From Throw In,Manuel Obafemi Akanji,5549.0,Left Center Back,110,Switzerland,773,['68e7b216-7f0d-49cb-9386-72addc7d796f'],57,,,,,,,,,,,,,,Switzerland,00:22:57.273,Pass,,57.2,17.8,51.4,45.4,,,
,,,,,,,,,,,,,,,,1.490978,,,,,,,,,,,,77a53171-5cfa-4f9e-8e6f-a30cc7d97061,2237,,,"[55.8, 48.5]",3788744,68,,,,-1.8327891,,Right Foot,,,"[51.0, 30.6]",,Ground Pass,,18.532404,,,Manuel Obafemi Akanji,,,,,,,2,From Throw In,Fabian Lukas Schär,5537.0,Center Back,110,Switzerland,773,['83b178b5-e028-46e5-b741-55e1daf67ee1'],1,,,,,,,,,,,,,,Switzerland,00:23:01.956,Pass,,55.8,48.5,51.0,30.6,,,
,,,,,,,,,,,,,,,,1.357424,,,,,,,,,,,,38e45c03-6cee-4b88-bb71-8f0aba59cd94,2241,,,"[49.1, 48.1]",3788744,68,,,,2.1319597,,Right Foot,,,"[38.1, 65.6]",,Ground Pass,,20.670027,,,Nico Elvedi,,,,,,,2,From Throw In,Manuel Obafemi Akanji,5549.0,Left Center Back,110,Switzerland,773,['eb0bb8ea-8880-4796-8c5e-cea5b7a56854'],7,,,,,,,,,,,,,,Switzerland,00:23:07.200,Pass,,49.1,48.1,38.1,65.6,,,
,,,,,,,,,,,,,,,,2.258164,,,,,,,,,,,,9e15bc0e-ad16-401c-b079-9ab60e42cf6a,2243,,,"[38.1, 65.6]",3788744,68,,,,-2.4587743,,Right Foot,,,"[15.6, 47.3]",,Ground Pass,,29.002413,,,Yann Sommer,,,,,,,2,From Throw In,Nico Elvedi,8814.0,Right Center Back,110,Switzerland,773,['e88481ac-64e2-4bb2-9aac-870048a60df3'],8,,,,,,,,,,,,,,Switzerland,00:23:08.557,Pass,,38.1,65.6,15.6,47.3,,,
,,,,,,,,,,,,,,,,1.48281,,,,,,,,,,,,257e374c-9739-4671-ab5f-3c299b4bad0c,2246,,,"[16.6, 47.4]",3788744,68,,,,-1.1801893,,Right Foot,,,"[25.7, 25.3]",,Ground Pass,,23.90021,,,Granit Xhaka,,,,,,,2,From Throw In,Yann Sommer,5550.0,Goalkeeper,110,Switzerland,773,['85f8caeb-d1dd-47bd-8edd-58ab643620c9'],11,,,,,,,,,,,,,,Switzerland,00:23:11.762,Pass,,16.6,47.4,25.7,25.3,,,
,,,,,,,,,,,,,,,,2.53077,,,,,,,,,,,,71ddaacd-9170-4aad-a62f-0223cb23a8ca,2249,,,"[29.3, 22.0]",3788744,68,,,,-0.6322445,,Left Foot,,,"[55.1, 3.1]",,Ground Pass,,31.982027,,,Remo Freuler,,,,,,,2,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,110,Switzerland,773,['7fa9efdb-6761-4173-8374-fee84f12e5ae'],14,,,,,,,,,,,,,,Switzerland,00:23:14.834,Pass,,29.3,22.0,55.1,3.1,,,
,,,,,,,,,,,,,,,,0.561072,,,,,,,,,,,,d661101a-f342-41e6-8386-545d40cf5f9d,2253,,,"[70.0, 3.5]",3788744,68,,,,0.47469687,,Left Foot,,,"[77.2, 7.2]",,Ground Pass,,8.09506,,,Haris Seferović,,,,,,,2,From Throw In,Remo Freuler,6983.0,Right Defensive Midfield,110,Switzerland,773,"['5f02fda3-cb3a-4b37-bf30-ceb655cabdb3', 'f393d733-9a8f-4ec5-ba39-f9ee8cf1584d']",20,,,,,,,,,,,,,,Switzerland,00:23:20.126,Pass,True,70.0,3.5,77.2,7.2,,,
,,,,,,,,,,,,,,,,1.291178,,,,,,,,,,,,4b34c715-4e2d-447d-a0b8-130f37534e39,2256,,,"[77.2, 7.2]",3788744,68,,,,-1.2197654,,Right Foot,,,"[79.8, 0.1]",,Ground Pass,,7.5610847,Out,,Ricardo Iván Rodríguez Araya,,,,,,,2,From Throw In,Haris Seferović,5543.0,Right Center Forward,110,Switzerland,773,"['33928bb0-3ee4-4964-9aea-32079076c2cd', '5f02fda3-cb3a-4b37-bf30-ceb655cabdb3', 'caf34dae-b679-4f03-aab7-73e62a7a4a58']",20,,,,,,,,,,,,,,Switzerland,00:23:20.688,Pass,True,77.2,7.2,79.8,0.1,,,
,,,,,,,,,,,,,,,,1.45788,,,,,,,,,,,,d206dce0-8707-4c77-8722-1be8097fec47,2258,,,"[42.7, 80.0]",3788744,68,,,,-0.13485491,,,,,"[62.6, 77.3]",,High Pass,,20.08233,,,Kieffer Roberto Francisco Moore,,,,,,Throw-in,2,From Throw In,Connor Roberts,4774.0,Right Back,111,Wales,907,['740673aa-2bb2-4980-a9f6-d1a624bd6e72'],40,,,,,,,,,,,,,,Wales,00:23:40.257,Pass,,42.7,80.0,62.6,77.3,,,
,,,,,,,,,,,,,,,,6.09067,,,,,,,,,,,,4fe96df6-e507-4075-8b1c-e96d1f4a08fc,2262,,,"[62.2, 77.6]",3788744,68,,,,-0.4040975,,Right Foot,,,"[107.8, 58.1]",,High Pass,,49.594456,Incomplete,,,,,,,,,2,From Throw In,Kieffer Roberto Francisco Moore,3853.0,Center Forward,111,Wales,907,"['85787088-3464-4ebc-a1a6-bc593942d940', 'd97e529a-80db-429e-beb6-e2e6b804dddc']",42,,,,,,,,,,,,,,Wales,00:23:42.523,Pass,True,62.2,77.6,107.8,58.1,,,
,,,,,,,,,,,,,,,,2.145673,,,,,,,,,,,,32d177be-83d9-454e-b98c-aab940e089d3,2265,,,"[11.5, 25.0]",3788744,68,,,,1.213804,,Left Foot,,,"[18.4, 43.5]",,Ground Pass,,19.744873,,,Nico Elvedi,,,,,,,2,Regular Play,Yann Sommer,5550.0,Goalkeeper,112,Switzerland,773,['5ca1303b-9b73-448f-af3f-3662fb28718e'],50,,,,,,,,,,,,,,Switzerland,00:23:50.826,Pass,,11.5,25.0,18.4,43.5,,,
,,,,,,,,,,,,,,,,1.471666,,,,,,,,,,,,fb903685-0f5b-4892-8ed7-f76630b903cd,2268,,,"[23.5, 51.5]",3788744,68,,,,-1.2857797,,Right Foot,,,"[28.1, 35.8]",,Ground Pass,,16.360012,,,Fabian Lukas Schär,,,,,,,2,Regular Play,Nico Elvedi,8814.0,Right Center Back,112,Switzerland,773,['10192e5b-64de-4510-8dcd-3ce15abbd616'],56,,,,,,,,,,,,,,Switzerland,00:23:56.298,Pass,,23.5,51.5,28.1,35.8,,,
,,,,,,,,,,,,,,,,1.946044,,,,,,,,,,,,8ff46c1c-59c8-4d4c-a884-f158359003de,2271,,,"[27.8, 32.0]",3788744,68,,,,-1.2286842,,Right Foot,,,"[37.7, 4.2]",,Ground Pass,,29.510168,,,Granit Xhaka,,,,,,,2,Regular Play,Fabian Lukas Schär,5537.0,Center Back,112,Switzerland,773,['a1f60f26-1199-4226-a71d-ba27b07e6f7b'],58,,,,,,,,,,,,,,Switzerland,00:23:58.892,Pass,,27.8,32.0,37.7,4.2,,,
,,,,,,,,,,,,,,,,0.97458,,,,,,,,,,,,5f3a6863-7b80-4759-94e0-da5d7a81d78e,2274,,,"[41.4, 4.2]",3788744,69,,,,-0.15101534,,Left Foot,,,"[55.2, 2.1]",,Ground Pass,,13.958868,,,Ricardo Iván Rodríguez Araya,,,,,,,2,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,112,Switzerland,773,['dde24e65-c7ff-47d6-99f5-a7ad742a1e0e'],1,,,,,,,,,,,,,,Switzerland,00:24:01.732,Pass,,41.4,4.2,55.2,2.1,,,
,,,,,,,,,,,,,,,,1.725886,,,,,,,,,,,,51ab4c4b-6a2c-41a3-9bc7-c5712e20e36c,2277,,,"[51.5, 3.1]",3788744,69,,,,2.7221153,,Left Foot,,,"[36.7, 9.7]",,Ground Pass,,16.204937,,,Manuel Obafemi Akanji,,,,,,,2,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Wing Back,112,Switzerland,773,['5734834c-ff02-47ad-9a63-4a3879776102'],4,,,,,,,,,,,,,,Switzerland,00:24:04.706,Pass,,51.5,3.1,36.7,9.7,,,
,,,,,,,,,,,,,,,,1.185094,,,,,,,,,,,,06567603-c50c-4c09-8d0a-9bf52f68d4ad,2280,,,"[43.2, 19.6]",3788744,69,,,,-1.0240074,,Right Foot,,,"[53.0, 3.5]",,Ground Pass,,18.848078,,,Ricardo Iván Rodríguez Araya,,,,,,,2,Regular Play,Manuel Obafemi Akanji,5549.0,Left Center Back,112,Switzerland,773,['b176a375-0942-413d-88e6-484bbc550659'],9,,,,,,,,,,,,,,Switzerland,00:24:09.358,Pass,,43.2,19.6,53.0,3.5,,,
,,,,,,,,,,,,,,,,0.677202,,,,,,,,,,,,f9e9ba77-d953-4e13-8c9d-b1fff2751ca3,2283,,,"[54.2, 6.1]",3788744,69,,,,0.84038854,,Right Foot,,,"[64.5, 17.6]",,Ground Pass,,15.438264,Incomplete,,Haris Seferović,,,,,,,2,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Wing Back,112,Switzerland,773,"['1255b468-3771-400c-8631-3f0e42e0bc2d', '8f1aea4f-4b6a-48a5-985b-8281c86f01bf']",11,,,,,,,,,,,,,,Switzerland,00:24:11.342,Pass,,54.2,6.1,64.5,17.6,,,
,,,,,,,,,,,,,,,,2.386945,,,,,,,,,,,,40be35f3-f161-40c2-830b-e2aa2158c5af,2286,,,"[38.5, 73.7]",3788744,69,,,,-1.8141055,,Right Foot,,,"[35.0, 59.6]",,Ground Pass,,14.5279045,,,Joe Rodon,,,,,,Recovery,2,Regular Play,Chris Mepham,4767.0,Right Center Back,113,Wales,907,['33823c4e-8e82-4725-a3ff-ab005d0e0b59'],14,,,,,,,,,,,,,,Wales,00:24:14.223,Pass,,38.5,73.7,35.0,59.6,,,
,,,,,,,,,,,,,,,,2.36865,,,,,,,,,,,,00324680-2ffd-45d0-88fc-18f76488ab54,2289,,,"[33.4, 48.9]",3788744,69,,,,-1.3312608,,Left Foot,,,"[40.8, 18.6]",,Ground Pass,,31.190544,,,Ben Davies,,,,,,,2,Regular Play,Joe Rodon,11250.0,Left Center Back,113,Wales,907,['fa7c7e01-da1c-4330-870f-c83e6c7517a3'],16,,,,,,,,,,,,,,Wales,00:24:16.689,Pass,,33.4,48.9,40.8,18.6,,,
,,,,,,,,,,,,,,,,1.349062,,,,,,,,,,,,14ebba00-ee31-4ffb-97c0-ad34fbff3f9e,2292,,,"[43.2, 13.5]",3788744,69,,,,1.1395801,,Left Foot,,,"[53.0, 34.8]",,Ground Pass,,23.446321,,,Joe Allen,,,,,,,2,Regular Play,Ben Davies,3086.0,Left Back,113,Wales,907,['833e7ad2-75e7-4b48-9e1f-6aca0e51ccb6'],20,,,,,,,,,,,,,,Wales,00:24:20.423,Pass,,43.2,13.5,53.0,34.8,,,
,,,,,,,,,,,,,,,,1.251663,,,,,,,,,,,,3fcf40f2-439d-474e-bd56-c9836fd8963c,2295,,,"[53.3, 41.6]",3788744,69,,,,1.7782925,,Right Foot,,,"[50.1, 56.8]",,Ground Pass,,15.533191,,,Joseff Morrell,,,,,,,2,Regular Play,Joe Allen,10931.0,Center Defensive Midfield,113,Wales,907,['a942fdae-31d5-4af3-b7ba-1a2ad137f34f'],22,,,,,,,,,,,,,,Wales,00:24:22.967,Pass,,53.3,41.6,50.1,56.8,,,
,,,,,,,,,,,,,,,,0.90471,,,,,,,,,,,,e9910e55-b49e-41c1-9f57-432b9f56e742,2298,,,"[53.0, 61.8]",3788744,69,,,,0.3281199,,Right Foot,,,"[67.1, 66.6]",,Ground Pass,,14.8946295,,,Gareth Frank Bale,,,,,,,2,Regular Play,Joseff Morrell,22074.0,Right Center Midfield,113,Wales,907,['b035bcb9-0d00-4b94-8c69-69481503726a'],25,,,,,,,,,,,,,,Wales,00:24:25.190,Pass,,53.0,61.8,67.1,66.6,,,
,,,,,,,,,,,,,,,,1.024361,,,,,,,,,,,,6f7c29e2-cd5d-4d69-82b2-bb185620eb4f,2301,,,"[88.0, 77.3]",3788744,69,,,,-2.0603747,,Left Foot,,,"[80.7, 63.6]",,Ground Pass,,15.523531,,,Aaron Ramsey,,,,,,,2,Regular Play,Gareth Frank Bale,6399.0,Right Midfield,113,Wales,907,['208c7195-6b54-4158-9016-d512fcf8f3ca'],31,,,,,,,,,,,,,,Wales,00:24:31.735,Pass,,88.0,77.3,80.7,63.6,,,
,,,,,,,,,,,,,,,,1.219155,,,,,,,,,,,,10eccd61-a038-4bdc-bd2e-9927b16dbd08,2304,,,"[79.1, 73.9]",3788744,69,,,,0.5380442,,Right Foot,,,"[85.3, 77.6]",,Low Pass,,7.220111,,,Gareth Frank Bale,,,,,,,2,Regular Play,Aaron Ramsey,3517.0,Left Center Midfield,113,Wales,907,['b2172287-dd6b-42c6-8f30-f005e5cc60b2'],35,,,,,,,,,,,,,,Wales,00:24:35.489,Pass,,79.1,73.9,85.3,77.6,,,
,,,,,,,,,,,,,,,,0.205005,,,,,,,,,,,,916a646b-0025-436b-af36-10b9b9f6939f,2308,,,"[86.9, 77.7]",3788744,69,,,,-0.43240777,,Left Foot,,,"[90.8, 75.9]",,Low Pass,,4.2953463,Incomplete,,Joseff Morrell,,,,,,,2,Regular Play,Gareth Frank Bale,6399.0,Right Midfield,113,Wales,907,"['35726d5d-e3a2-44b1-9ded-6483ffe27c36', '51c66f94-39ff-4dc1-9d6b-33c2cdaf09bf', '63c296a0-1906-42d5-9de5-d00a23005664']",36,,,,,,,,,,,,,,Wales,00:24:36.790,Pass,True,86.9,77.7,90.8,75.9,,,
,,,,,,,,,,,,,,,,1.334742,,,,,,,,,,,,051f005a-e113-4aba-8d46-bf3ff9aa2bc9,2314,,,"[34.3, 4.8]",3788744,69,,,,0.99945885,,Right Foot,,,"[42.4, 17.4]",,Ground Pass,,14.978985,,,Breel-Donald Embolo,,,,,,,2,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Wing Back,114,Switzerland,773,"['44ceaf05-cb4d-426f-b5d4-86984c5f88b1', '9cc9cb10-d52b-476b-a4cd-677afec7293d']",38,,,,,,,,,,,,,,Switzerland,00:24:38.982,Pass,True,34.3,4.8,42.4,17.4,,,
,,,,,,,,,,,,,,,,2.658447,,,,,,,,,,,,6bafc6f5-e518-4176-9ddf-492b6ac94e89,2317,,,"[44.9, 23.7]",3788744,69,,,,1.5184098,,Right Foot,,,"[46.3, 50.4]",,Ground Pass,,26.73668,,,Denis Lemi Zakaria Lako Lado,,,,,,,2,Regular Play,Breel-Donald Embolo,5545.0,Left Center Forward,114,Switzerland,773,['ec1b06b4-c1d1-4607-adf4-355d12da1961'],41,,,,,,,,,,,,,,Switzerland,00:24:41.051,Pass,,44.9,23.7,46.3,50.4,,,
,,,,,,,,,,,,,,,,0.980198,,,,,,,,,,,,0984ba4e-e498-497e-a382-f36586859392,2320,,,"[47.0, 50.4]",3788744,69,,,,1.2071277,,Right Foot,,,"[52.1, 63.8]",,Ground Pass,,14.337712,,,Kevin Mbabu,,,,,,,2,Regular Play,Denis Lemi Zakaria Lako Lado,5538.0,Center Attacking Midfield,114,Switzerland,773,"['af66d2a1-e3dd-449c-853c-dbd2ffa176b3', 'f6162c87-d18e-41a5-b01d-907392678477']",43,,,,,,,,,,,,,,Switzerland,00:24:43.709,Pass,True,47.0,50.4,52.1,63.8,,,
,,,,,,,,,,,,,,,,1.676226,,,,,,,,,,,,033660fc-7280-4102-acd2-662e97a54b7f,2323,,,"[53.4, 67.0]",3788744,69,,,,3.1415927,,Right Foot,,,"[45.5, 67.0]",,Ground Pass,,7.9,,,Denis Lemi Zakaria Lako Lado,,,,,,,2,Regular Play,Kevin Mbabu,16027.0,Right Wing Back,114,Switzerland,773,['24a546eb-4c5e-447c-b451-29953dd00c9d'],45,,,,,,,,,,,,,,Switzerland,00:24:45.866,Pass,,53.4,67.0,45.5,67.0,,,
,,,,,,,,,,,,,,,,1.176173,,,,,,,,,,,,28051c94-df9e-42f4-808c-03af25d91520,2326,,,"[41.4, 67.0]",3788744,69,,,,-2.7425318,,Right Foot,,,"[33.1, 63.5]",,Ground Pass,,9.007774,,,Nico Elvedi,,,,,,,2,Regular Play,Denis Lemi Zakaria Lako Lado,5538.0,Center Attacking Midfield,114,Switzerland,773,['7e664834-03e7-40a4-9e12-72f26405e435'],48,,,,,,,,,,,,,,Switzerland,00:24:48.142,Pass,,41.4,67.0,33.1,63.5,,,
,,,,,,,,,,,,,,,,1.244707,,,,,,,,,,,,82a73269-dc5f-46f2-aa5f-6b145ee8fa0a,2330,,,"[32.2, 55.7]",3788744,69,,,,-2.5870283,,Right Foot,,,"[18.8, 47.4]",,Ground Pass,,15.762297,,,Fabian Lukas Schär,,,,,,,2,Regular Play,Nico Elvedi,8814.0,Right Center Back,114,Switzerland,773,"['4afa3309-3045-4ebf-8ca1-ad9b42fa27c7', '4d0723e9-b0cb-422c-b0a7-8258250c0bd6']",50,,,,,,,,,,,,,,Switzerland,00:24:50.347,Pass,True,32.2,55.7,18.8,47.4,,,
,,,,,,,,,,,,,,,,2.625627,,,,,,,,,,,,45825434-bc69-488b-bac5-7de7aa3d4f68,2333,,,"[14.0, 46.3]",3788744,69,,,,1.1372688,,Right Foot,,,"[27.1, 74.6]",,High Pass,,31.184933,,,Denis Lemi Zakaria Lako Lado,,,,,,,2,Regular Play,Fabian Lukas Schär,5537.0,Center Back,114,Switzerland,773,['2491c15f-84b7-4d6a-b404-c7d045a08773'],52,,,,,,,,,,,,,,Switzerland,00:24:52.565,Pass,,14.0,46.3,27.1,74.6,,,
