50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e4fc7697-e3d5-4f48-9f03-2109a332e05a,1,,,,3794689,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wales,907,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9914, 'name': 'Danny Ward'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 15}, {'player': {'id': 4774, 'name': 'Connor Roberts'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 4767, 'name': 'Chris Mepham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 11250, 'name': 'Joe Rodon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 22074, 'name': 'Joseff Morrell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 10931, 'name': 'Joe Allen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 11252, 'name': 'Daniel James'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 3853, 'name': 'Kieffer Roberto Francisco Moore'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Wales,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f5dd0e45-e384-40a4-8c92-3bc5874eaa5e,2,,,,3794689,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wales,907,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 15}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 15}, {'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 15}, {'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 15}, {'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 6302, 'name': 'Kasper Dolberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Denmark,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,121f6d9a-6e60-4987-9000-b40c1d9391bb,3,,,,3794689,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wales,907,['a2d1edbb-e56f-454d-963c-4943e5f21f99'],0,,,,,,,,,,,,,,,,,Denmark,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a2d1edbb-e56f-454d-963c-4943e5f21f99,4,,,,3794689,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wales,907,['121f6d9a-6e60-4987-9000-b40c1d9391bb'],0,,,,,,,,,,,,,,,,,Wales,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,4177a985-c9e4-4312-96f2-4a013c8fe1d0,1561,,,,3794689,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Wales,907,['0e3236d4-5a71-4282-96f6-863ee7ba05d5'],0,,,,,,,,,,,,,,,,,Wales,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0e3236d4-5a71-4282-96f6-863ee7ba05d5,1562,,,,3794689,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Wales,907,['4177a985-c9e4-4312-96f2-4a013c8fe1d0'],0,,,,,,,,,,,,,,,,,Denmark,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,1.861704,,,,,,,,,,,2163ab90-91a5-43d9-82b7-43b7e67a0b5c,5,,,"[60.0, 40.0]",3794689,0,,,,,3.0320013,,Right Foot,,,,"[29.1, 43.4]",,Ground Pass,,31.086493,,,,Chris Mepham,,,,,,Kick Off,1,From Kick Off,Aaron Ramsey,3517.0,Center Attacking Midfield,2,Wales,907,['162ac7ff-33cb-421f-a094-99ca4a702943'],0,,,,,,,,,,,,,,,,,Wales,00:00:00.685,Pass,,60.0,40.0,29.1,43.4,,,
,,,,,,,,,,,,,,,3.044598,,,,,,,,,,,217b8305-b103-4ea1-9ae7-c4dc51130d24,8,,,"[29.5, 43.4]",3794689,0,,,,,-0.60584986,,Right Foot,,,,"[80.6, 8.0]",,High Pass,,62.16406,,,,Kieffer Roberto Francisco Moore,,,,,,,1,From Kick Off,Chris Mepham,4767.0,Right Center Back,2,Wales,907,['b697a161-0fb5-4aae-8bd6-fcd578a52785'],3,,,,,,,,,,,,,,,,,Wales,00:00:03.949,Pass,,29.5,43.4,80.6,8.0,,,
,,,,,,,,,,,,,,,1.316036,,,,,,,,,,,4413a2e5-19d1-48ff-8b65-cba133d815b6,10,,,"[80.6, 8.0]",3794689,0,,,,True,0.7628456,,,,,,"[94.2, 21.0]",,High Pass,,18.813826,,Incomplete,,Aaron Ramsey,,,,,,,1,From Kick Off,Kieffer Roberto Francisco Moore,3853.0,Center Forward,2,Wales,907,"['590f7d9f-8a7f-43c7-97ee-13fd29b6e049', '8c8f4936-fb4c-4c40-b633-35ee524c0cd9', '8d17dc53-d151-404e-8cc8-8da710c23361']",6,,,,,,,,,,,,,,,,,Wales,00:00:06.994,Pass,True,80.6,8.0,94.2,21.0,,,
,,,,,,,,,,,,,,,0.298199,,,,,,,,,,,0d7ccdee-0627-4a11-b8d7-7e39b65dcd58,19,,,"[56.9, 69.0]",3794689,0,,,,,2.1421337,,Right Foot,,,,"[55.1, 71.8]",,Ground Pass,,3.3286633,,Incomplete,,Martin Braithwaite Christensen,,,,,,,1,Regular Play,Kasper Dolberg,6302.0,Center Forward,3,Denmark,776,"['334e590c-9d63-4360-991e-e0bd58be0d70', 'ae6e855a-6a85-4d9f-9a62-8ed745897454', 'b9fd78de-6b2f-4ba9-8815-2960e0d5ed1d', 'c83ea9a6-cc02-4083-aabf-42e829f2fb27']",11,,,,,,,,,,,,,,,,,Denmark,00:00:11.488,Pass,True,56.9,69.0,55.1,71.8,,,
,,,,,,,,,,,,,,,3.351625,,,,,,,,,,,968efd9f-6e27-4eb3-8dfc-339a41618221,24,,,"[61.9, 62.6]",3794689,0,,,,,0.08524327,,Right Foot,,,,"[105.2, 66.3]",,Ground Pass,,43.457794,,Incomplete,,Martin Braithwaite Christensen,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,3,Denmark,776,"['702ac410-06df-4daa-b518-6b8753b5fa28', 'f0d5c668-04fe-4944-9b69-6cbded221e82']",14,,,,,,,,,,,,,,,,,Denmark,00:00:14.377,Pass,,61.9,62.6,105.2,66.3,,,
,,,,,,,,,,,,,,,1.110287,,,,,,,,,,,2a9cdaad-2489-469c-a8af-e41dcd1e3740,30,,,"[114.4, 80.0]",3794689,0,,,,,-1.9416876,,,,,,"[110.9, 71.0]",,Low Pass,,9.656604,,,,Pierre-Emile Højbjerg,,,,,,Throw-in,1,From Throw In,Jens Stryger Larsen,5524.0,Right Wing Back,4,Denmark,776,['ccd69fe4-bcf7-4db8-a471-5f6f43497c34'],44,,,,,,,,,,,,,,,,,Denmark,00:00:44.847,Pass,,114.4,80.0,110.9,71.0,,,
,,,,,,,,,,,,,,,1.527648,,,,,,,,,,,65e9ad99-554d-45f2-a3a2-e5e13ca587fe,34,,,"[108.1, 72.0]",3794689,0,,,,,-2.3199067,,Right Foot,,,,"[93.5, 56.3]",,Ground Pass,,21.43945,,,,Thomas Delaney,,,,,,,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,4,Denmark,776,['33d612e2-4dd7-48c7-b407-7ccf51859179'],48,,,,,,,,,,,,,,,,,Denmark,00:00:48.008,Pass,,108.1,72.0,93.5,56.3,,,
,,,,,,,,,,,,,,,1.302883,,,,,,,,,,,c2235126-1a0a-42ac-aee8-8e3306caf150,37,,,"[94.3, 56.0]",3794689,0,,,,,2.6511955,,Left Foot,,,,"[70.7, 68.6]",,Ground Pass,,26.752943,,,,Simon Thorup Kjær,,,,,,,1,From Throw In,Thomas Delaney,5527.0,Left Defensive Midfield,4,Denmark,776,['76873edf-bf29-48a5-a9bc-1a3ca415617c'],49,,,,,,,,,,,,,,,,,Denmark,00:00:49.616,Pass,,94.3,56.0,70.7,68.6,,,
,,,,,,,,,,,,,,,2.464857,,,,,,,,,,,fc47eadc-ca7d-4a05-b226-9dc55178fd55,40,,,"[52.0, 70.8]",3794689,0,,,,,-2.3013823,,Left Foot,,,,"[25.3, 41.0]",,Ground Pass,,40.011623,,,,Kasper Schmeichel,,,,,,,1,From Throw In,Simon Thorup Kjær,5534.0,Center Back,4,Denmark,776,['4f7675de-c11f-4da3-85b2-8f5d5b62ce9f'],53,,,,,,,,,,,,,,,,,Denmark,00:00:53.921,Pass,,52.0,70.8,25.3,41.0,,,
,,,,,,,,,,,,,,,1.138905,,,,,,,,,,,8c89864b-6fac-4a22-8513-7579c76ae323,43,,,"[26.1, 40.2]",3794689,1,,,,,1.3308301,,Right Foot,,,,"[28.4, 49.6]",,Ground Pass,,9.677293,,,,Simon Thorup Kjær,,,,,,,1,From Throw In,Kasper Schmeichel,3815.0,Goalkeeper,4,Denmark,776,['bd808124-b4a5-47a8-bb55-2673f38cd63c'],0,,,,,,,,,,,,,,,,,Denmark,00:01:00.786,Pass,,26.1,40.2,28.4,49.6,,,
,,,,,,,,,,,,,,,2.935867,,,,,,,,,,,ae4fe6cc-6f3d-4eee-82b3-ba6f9db4fc03,46,,,"[34.2, 50.5]",3794689,1,,,,,-0.3402029,,Right Foot,,,,"[85.9, 32.2]",,High Pass,,54.84323,,,,Mikkel Damsgaard,,,,,,,1,From Throw In,Simon Thorup Kjær,5534.0,Center Back,4,Denmark,776,['9e25dccf-1cdf-4bde-b52e-0b2ea08ef72c'],4,,,,,,,,,,,,,,,,,Denmark,00:01:04.080,Pass,,34.2,50.5,85.9,32.2,,,
,,,,,,,,,,,,,,,1.491965,,,,,,,,,,,0d2bd9ba-497d-4dd2-88b9-f646812e65c3,48,,,"[85.9, 32.2]",3794689,1,,,,True,0.9176686,,,,,,"[96.0, 45.4]",,High Pass,,16.62077,,Incomplete,,,,,,,,,1,From Throw In,Mikkel Damsgaard,24443.0,Left Attacking Midfield,4,Denmark,776,"['28679624-3e67-41de-afc4-24d37762b383', 'ee5670c7-23f9-46f1-acdf-e61b8fce9a1b']",7,,,,,,,,,,,,,,,,,Denmark,00:01:07.096,Pass,True,85.9,32.2,96.0,45.4,,,
,,,,,,,,,,,,,,,1.763883,,,,,,,,,,,61e4abc9-6f06-43f2-917d-80fdc5017fd0,52,,,"[83.6, 41.9]",3794689,1,,,,True,-1.5623219,,,,,,"[83.8, 18.3]",,Low Pass,,23.600847,,,,Joakim Mæhle,,,,,,Recovery,1,From Throw In,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,4,Denmark,776,"['7cbe9da9-8b01-485b-9a0d-3926e7c0477c', 'b61c0177-3f6f-47aa-ac8a-7830e32f26c3']",10,,,,,,,,,,,,,,,,,Denmark,00:01:10.633,Pass,True,83.6,41.9,83.8,18.3,,,
,,,,,,,,,,,,,,,0.857564,,,,,,,,,,,561f0a79-1d14-4690-bc19-8d3c579a5c7a,55,,,"[96.5, 17.8]",3794689,1,,,,,-2.5375142,,Right Foot,,,,"[89.4, 12.9]",,Ground Pass,,8.626702,,,,Thomas Delaney,,,,,,,1,From Throw In,Joakim Mæhle,16554.0,Left Wing Back,4,Denmark,776,['f16f8f0c-9407-482f-9d36-dd43761daf5d'],16,,,,,,,,,,,,,,,,,Denmark,00:01:16.909,Pass,,96.5,17.8,89.4,12.9,,,
,,,,,,,,,,,,,,,0.239114,,,,,,,,,,,81f3a87d-e452-4080-844e-5540895cd686,58,,,"[89.4, 12.9]",3794689,1,,,,,0.7338973,,Left Foot,,,,"[94.5, 17.5]",,Low Pass,,6.868042,,Incomplete,,,,,,,,,1,From Throw In,Thomas Delaney,5527.0,Left Defensive Midfield,4,Denmark,776,['afda8348-d140-48e1-b939-0b7e6502ac89'],18,,,,,,,,,,,,,,,,,Denmark,00:01:18.680,Pass,,89.4,12.9,94.5,17.5,,,
,,,,,,,,,,,,,,,1.250011,,,,,,,,,,,f01f83b4-4c9c-4e68-9c4f-d12e538343ec,60,,,"[80.1, 23.2]",3794689,1,,,,,-1.6162196,,Right Foot,,,,"[79.5, 10.0]",,Ground Pass,,13.21363,,,,Thomas Delaney,,,,,,Recovery,1,From Throw In,Jannik Vestergaard,8815.0,Left Center Back,4,Denmark,776,['9efb4f63-e546-40b2-86d8-2849c789da7a'],20,,,,,,,,,,,,,,,,,Denmark,00:01:20.867,Pass,,80.1,23.2,79.5,10.0,,,
,,,,,,,,,,,,,,,1.928551,,,,,,,,,,,cf6630a4-bc7e-43e4-838f-4398c6f4ed5f,64,,,"[76.2, 9.4]",3794689,1,,,,,2.1711035,,Right Foot,,,,"[57.1, 37.3]",,Ground Pass,,33.811535,,,,Simon Thorup Kjær,,,,,,,1,From Throw In,Thomas Delaney,5527.0,Left Defensive Midfield,4,Denmark,776,"['23860a69-3d6d-46a9-a041-a5f53c66d535', 'e4a4a428-cd77-4f98-a881-8b46da434dc9']",22,,,,,,,,,,,,,,,,,Denmark,00:01:22.738,Pass,True,76.2,9.4,57.1,37.3,,,
,,,,,,,,,,,,,,,4.617481,,,,,,,,,,,268f6581-d675-436d-a7f7-1487040b5cc6,68,,,"[54.9, 37.8]",3794689,1,,,,,0.5946299,,Right Foot,,,,"[117.3, 80.0]",,High Pass,,75.32994,,Out,,Jens Stryger Larsen,,,True,,,,1,From Throw In,Simon Thorup Kjær,5534.0,Center Back,4,Denmark,776,"['0c0a1ad5-f662-447f-80e6-152d4003e2ec', '772fd2f4-f09d-42f0-8d56-48ad555a242a']",26,,,,,,,,,,,,,,,,,Denmark,00:01:26.392,Pass,True,54.9,37.8,117.3,80.0,,,
,,,,,,,,,,,,,,,2.05483,,,,,,,,,,,2c26e8cb-790e-47c4-a1a0-fc0844228915,70,,,"[9.2, 0.1]",3794689,1,,,,,0.07067853,,,,,,"[43.1, 2.5]",,High Pass,,33.984848,,,,Kieffer Roberto Francisco Moore,,,,,,Throw-in,1,From Throw In,Ben Davies,3086.0,Left Back,5,Wales,907,['c3518676-4cc2-4668-b7ac-ae3bd5a5196b'],51,,,,,,,,,,,,,,,,,Wales,00:01:51.347,Pass,,9.2,0.1,43.1,2.5,,,
,,,,,,,,,,,,,,,1.375338,,,,,,,,,,,e22f1684-5920-4ab5-b875-a5ae56e6edaa,73,,,"[43.1, 2.5]",3794689,1,,,,True,0.48745263,,,,,,"[51.4, 6.9]",,High Pass,,9.394147,,Incomplete,,Aaron Ramsey,,,,,,,1,From Throw In,Kieffer Roberto Francisco Moore,3853.0,Center Forward,5,Wales,907,"['25201cac-eb1a-43fc-b99a-690e410a8ecd', '5419e7ce-e261-4cb7-a424-1afc44d8b194', 'ff501fa7-73c7-45d6-87d5-6483aa758a4c']",53,,,,,,,,,,,,,,,,,Wales,00:01:53.402,Pass,True,43.1,2.5,51.4,6.9,,,
,,,,,,,,,,,,,,,0.721332,,,,,,,,,,,04a25055-ac7d-47e0-8183-5f0f1db18506,80,,,"[27.8, 13.8]",3794689,2,,,,,0.77090645,,Head,,,,"[31.3, 17.2]",,Low Pass,,4.879549,,,,Aaron Ramsey,,,,,,Recovery,1,From Throw In,Joe Allen,10931.0,Left Defensive Midfield,5,Wales,907,['407bcf98-b719-4105-8f06-528169ac81c9'],2,,,,,,,,,,,,,,,,,Wales,00:02:02.845,Pass,,27.8,13.8,31.3,17.2,,,
,,,,,,,,,,,,,,,0.882246,,,,,,,,,,,bf7e4d69-bc88-4862-a87e-d3af195b8182,84,,,"[25.0, 11.7]",3794689,2,,,,,-3.1126153,,Right Foot,,,,"[18.1, 11.5]",,Ground Pass,,6.902898,,,,Ben Davies,,,,,,,1,From Throw In,Aaron Ramsey,3517.0,Center Attacking Midfield,5,Wales,907,['c164a142-a36f-4f44-917c-a262b3721d9a'],6,,,,,,,,,,,,,,,,,Wales,00:02:06.075,Pass,,25.0,11.7,18.1,11.5,,,
,,,,,,,,,,,,,,,0.810257,,,,,,,,,,,d40c159f-edf6-4cda-83b3-fd7084a072da,86,,,"[18.7, 11.5]",3794689,2,,,,,1.2490457,,Right Foot,,,,"[21.1, 18.7]",,Ground Pass,,7.5894666,,,,Joe Rodon,,,,,,,1,From Throw In,Ben Davies,3086.0,Left Back,5,Wales,907,['78cb1ae1-24b4-4a6c-a4dc-4b50407aabb9'],6,,,,,,,,,,,,,,,,,Wales,00:02:06.957,Pass,,18.7,11.5,21.1,18.7,,,
,,,,,,,,,,,,,,,1.205606,,,,,,,,,,,2c40ad34-bff7-4ea0-ba08-ee75bb5576af,89,,,"[21.3, 18.7]",3794689,2,,,,,-0.94883937,,Right Foot,,,,"[33.2, 2.1]",,Low Pass,,20.42474,,,,Daniel James,,,,,,,1,From Throw In,Joe Rodon,11250.0,Left Center Back,5,Wales,907,['517f235f-a271-4c39-b59b-19466b0f2df3'],7,,,,,,,,,,,,,,,,,Wales,00:02:07.827,Pass,,21.3,18.7,33.2,2.1,,,
,,,,,,,,,,,,,,,1.322532,,,,,,,,,,,906a78af-de2b-4da2-a1fb-99c44c67e7c9,93,,,"[32.4, 3.1]",3794689,2,,,,,1.5586019,,Right Foot,,,,"[32.8, 35.9]",,Ground Pass,,32.80244,,,,Joseff Morrell,,,,,,,1,From Throw In,Daniel James,11252.0,Left Wing,5,Wales,907,"['4a390d4c-0cc8-4ad0-93bb-1b35eb641efe', '9eda44e2-158f-4c1b-8f49-f0bd17a0898e']",10,,,,,,,,,,,,,,,,,Wales,00:02:10.661,Pass,True,32.4,3.1,32.8,35.9,,,
,,,,,,,,,,,,,,,1.287128,,,,,,,,,,,640c471a-322c-476f-ad86-36a5c72245de,96,,,"[50.0, 32.3]",3794689,2,,,,,-1.1332091,,Right Foot,,,,"[58.0, 15.2]",,Ground Pass,,18.878824,,,,Joe Allen,,,,,,,1,From Throw In,Joseff Morrell,22074.0,Right Defensive Midfield,5,Wales,907,['744368e5-d98d-4cf5-b90f-80ee669381c0'],14,,,,,,,,,,,,,,,,,Wales,00:02:14.221,Pass,,50.0,32.3,58.0,15.2,,,
,,,,,,,,,,,,,,,2.750329,,,,,,,,,,,7c4821ca-b58c-43ff-82ad-2dc5048e7362,99,,,"[58.0, 14.7]",3794689,2,,,,,-0.54786354,,Right Foot,,,,"[81.6, 0.3]",,Ground Pass,,27.646338,,Out,,Daniel James,,,,,,,1,From Throw In,Joe Allen,10931.0,Left Defensive Midfield,5,Wales,907,"['5d3b69a8-c6da-4439-83ef-7d58a861c862', 'f1fef596-6235-43c0-8904-7b869d4f4c37']",15,,,,,,,,,,,,,,,,,Wales,00:02:15.508,Pass,True,58.0,14.7,81.6,0.3,,,
,,,,,,,,,,,,,,,0.867303,,,,,,,,,,,bcfcb7da-7176-4524-b8a4-47a9c0ebabf4,101,,,"[39.7, 80.0]",3794689,2,,True,,,-2.4592762,,,,,,"[31.7, 73.5]",,Low Pass,,10.307764,,,,Andreas Christensen,,,,,,Throw-in,1,From Throw In,Jens Stryger Larsen,5524.0,Right Wing Back,6,Denmark,776,['227b52f9-b371-4be9-b146-97800dfd0622'],25,,,,,,,,,,,,,,,,,Denmark,00:02:25.151,Pass,,39.7,80.0,31.7,73.5,,,
,,,,,,,,,,,,,,,2.328855,,,,,,,,,,,b4848867-a35c-448c-af85-eaa579db5742,103,,,"[20.4, 70.0]",3794689,2,,,,,-2.261919,,Right Foot,,,,"[4.6, 50.9]",,Ground Pass,,24.788101,,,,Kasper Schmeichel,,,,,,,1,From Throw In,Andreas Christensen,3959.0,Right Center Back,6,Denmark,776,['c1f67c3d-ba5d-4ae1-afa5-24dbe348604d'],27,,,,,,,,,,,,,,,,,Denmark,00:02:27.427,Pass,,20.4,70.0,4.6,50.9,,,
,,,,,,,,,,,,,,,3.012282,,,,,,,,,,,1b5026cd-95e5-40bc-930a-d49a0bd38d3a,106,,,"[4.6, 47.6]",3794689,2,,,,,-1.0810677,,Right Foot,,,,"[28.8, 2.2]",,Ground Pass,,51.44706,,,,Joakim Mæhle,,,True,,,,1,From Throw In,Kasper Schmeichel,3815.0,Goalkeeper,6,Denmark,776,['94e65fe6-c277-4f09-a7de-c47dd59609db'],29,,,,,,,,,,,,,,,,,Denmark,00:02:29.836,Pass,,4.6,47.6,28.8,2.2,,,
,,,,,,,,,,,,,,,1.129669,,,,,,,,,,,70ed3167-771c-4be9-8a9e-ab2a51c578a5,109,,,"[23.7, 4.7]",3794689,2,,,,,2.1979542,,Right Foot,,,,"[15.8, 15.6]",,Ground Pass,,13.461798,,,,Jannik Vestergaard,,,,,,,1,From Throw In,Joakim Mæhle,16554.0,Left Wing Back,6,Denmark,776,['f5188b1c-7b4c-40d0-8086-cf8a081e2a04'],33,,,,,,,,,,,,,,,,,Denmark,00:02:33.739,Pass,,23.7,4.7,15.8,15.6,,,
,,,,,,,,,,,,,,,2.218303,,,,,,,,,,,262954e0-9fff-4925-b182-617ed92a5022,113,,,"[23.1, 14.4]",3794689,2,,,,,0.6653434,,Left Foot,,,,"[58.4, 42.1]",,High Pass,,44.870705,,Incomplete,,Kasper Dolberg,,,,,,,1,From Throw In,Jannik Vestergaard,8815.0,Left Center Back,6,Denmark,776,"['431859cb-533a-4e82-b5fe-fc6fd9157de9', '6b1e3ee6-76de-413b-b73f-aa13ecb00362', 'b69ccefd-502d-49e1-95c5-4938b1095a65']",36,,,,,,,,,,,,,,,,,Denmark,00:02:36.979,Pass,True,23.1,14.4,58.4,42.1,,,
,,,,,,,,,,,,,,,2.549166,,,,,,,,,,,b69ccefd-502d-49e1-95c5-4938b1095a65,115,,,"[61.7, 38.0]",3794689,2,,,,,-1.1361262,,Right Foot,,,,"[73.4, 12.8]",,Low Pass,,27.783628,,Incomplete,,Joe Allen,,,,,,Interception,1,From Throw In,Joe Rodon,11250.0,Left Center Back,6,Denmark,776,"['262954e0-9fff-4925-b182-617ed92a5022', '397c1690-a595-4830-b5f1-b792993dcf87', '64ff0201-d3df-4161-b35a-890d270821f0']",39,,,,,,,,,,,,,,,,,Wales,00:02:39.197,Pass,,61.7,38.0,73.4,12.8,,,
,,,,,,,,,,,,,,,1.526175,,,,,,,,,,,f6e0bfd1-326c-4840-9df4-4b5326b80bef,119,,,"[50.4, 68.6]",3794689,2,,,,,0.65943116,,Right Foot,,,,"[63.3, 78.6]",,Ground Pass,,16.322071,,,,Martin Braithwaite Christensen,,,,,,,1,From Throw In,Jens Stryger Larsen,5524.0,Right Wing Back,6,Denmark,776,['7d9717b3-852d-4617-8fa7-5e70f57770fe'],42,,,,,,,,,,,,,,,,,Denmark,00:02:42.583,Pass,,50.4,68.6,63.3,78.6,,,
,,,,,,,,,,,,,,,1.662184,,,,,,,,,,,d450a881-4bb1-4006-b40c-c46cfe396344,123,,,"[57.8, 78.2]",3794689,2,,,,,-2.6815228,,Right Foot,,,,"[35.4, 67.1]",,Ground Pass,,24.9994,,,,Andreas Christensen,,,,,,,1,From Throw In,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,6,Denmark,776,"['2b7a7462-fef2-45ad-ab31-0d14e108e73f', '2fbb39e5-ebef-44a6-8daf-7a4f719f23d8']",45,,,,,,,,,,,,,,,,,Denmark,00:02:45.333,Pass,True,57.8,78.2,35.4,67.1,,,
,,,,,,,,,,,,,,,0.594475,,,,,,,,,,,ce8ee9be-107e-4953-ad40-2526cd1d770c,126,,,"[46.7, 51.7]",3794689,2,,,,,0.8579976,,Right Foot,,,,"[56.9, 63.5]",,Ground Pass,,15.597436,,,,Martin Braithwaite Christensen,,,,,,,1,From Throw In,Andreas Christensen,3959.0,Right Center Back,6,Denmark,776,['1c7b0f23-d277-4467-a6e8-f09ca7e27543'],49,,,,,,,,,,,,,,,,,Denmark,00:02:49.998,Pass,,46.7,51.7,56.9,63.5,,,
,,,,,,,,,,,,,,,1.386234,,,,,,,,,,,0d014401-f4aa-4a30-92b5-4862b04f3467,133,,,"[58.4, 64.0]",3794689,2,,,,,1.096945,,Left Foot,,,,"[64.4, 75.7]",,Ground Pass,,13.148765,,,,Jens Stryger Larsen,,,,,,,1,From Throw In,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,6,Denmark,776,"['0f1a131e-050e-4abc-b7ad-8ff157e2c00c', 'b6fa89b9-cd26-4912-a9e4-94d60747e797']",51,,,,,,,,,,,,,,,,,Denmark,00:02:51.011,Pass,True,58.4,64.0,64.4,75.7,,,
