ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,0.614742,,,,,,,,,,,,5b02238b-b828-4556-8e05-8ebc9670cf50,2503,,,"[44.7, 0.1]",3788764,64,True,,,2.6705194,,,,,,"[28.6, 8.3]",,Low Pass,,18.067928,,,,Rúben Santos Gato Alves Dias,,,,,Throw-in,2,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,112,Portugal,780,['cb46022a-a387-4b21-98f8-dd1c1eefcc10'],49,,,,,,,,,,,,,,Portugal,00:19:49.355,Pass,,44.7,0.1,28.6,8.3,,,
,,,,,,,,,,,,,,,1.789096,,,,,,,,,,,,b5ad8dd6-8509-4713-a896-a7cc20940f96,2505,,,"[27.7, 8.6]",3788764,64,True,,,2.395339,,Right Foot,,,,"[7.8, 27.0]",,Ground Pass,,27.102951,,,,Rui Pedro dos Santos Patrício,,,,,,2,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,112,Portugal,780,['e4d7187a-c0fd-4526-ba40-8fa8d061ad00'],50,,,,,,,,,,,,,,Portugal,00:19:50.661,Pass,,27.7,8.6,7.8,27.0,,,
,,,,,,,,,,,,,,,2.66886,,,,,,,,,,,,f4696dc7-d51f-4849-b4e2-b39ab683d7e9,2507,,,"[8.7, 31.2]",3788764,64,,,,1.4816294,,Left Foot,,,,"[11.4, 61.4]",,Ground Pass,,30.320456,,,,Kléper Laveran Lima Ferreira,,,,,,2,From Throw In,Rui Pedro dos Santos Patrício,5205.0,Goalkeeper,112,Portugal,780,['2356045c-b9f1-48d8-a266-8ed11f05f646'],54,,,,,,,,,,,,,,Portugal,00:19:54.677,Pass,,8.7,31.2,11.4,61.4,,,
,,,,,,,,,,,,,,,1.214101,,,,,,,,,,,,038d0d66-1ce9-4eb8-ab74-314b6574147c,2510,,,"[23.5, 54.8]",3788764,64,,,,-0.22185111,,Right Foot,,,,"[36.8, 51.8]",,Ground Pass,,13.634149,,,,João Filipe Iria Santos Moutinho,,,,,,2,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,112,Portugal,780,['caebf7ee-0764-428b-b38c-8e91ced8e1b9'],59,,,,,,,,,,,,,,Portugal,00:19:59.078,Pass,,23.5,54.8,36.8,51.8,,,
,,,,,,,,,,,,,,,1.366149,,,,,,,,,,,,af215714-d9fe-4e94-b9ee-9f36cefa3a6b,2513,,,"[37.0, 51.8]",3788764,65,,,,-2.3867972,,Right Foot,,,,"[26.9, 42.3]",,Ground Pass,,13.865786,,,,Danilo Luís Hélio Pereira,,,,,,2,From Throw In,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,112,Portugal,780,['8982fd63-f97e-406e-b4b4-78c2901009f8'],0,,,,,,,,,,,,,,Portugal,00:20:00.377,Pass,,37.0,51.8,26.9,42.3,,,
,,,,,,,,,,,,,,,1.89631,,,,,,,,,,,,a94e41c4-3ed5-40f6-b56b-6721e59262c6,2516,,,"[38.2, 38.8]",3788764,65,,,,1.4234349,,Right Foot,,,,"[42.0, 64.4]",,Ground Pass,,25.880495,,,,Kléper Laveran Lima Ferreira,,,,,,2,From Throw In,Danilo Luís Hélio Pereira,13621.0,Center Defensive Midfield,112,Portugal,780,['d16dd08a-8d54-4766-91d4-60b4bee46279'],6,,,,,,,,,,,,,,Portugal,00:20:06.641,Pass,,38.2,38.8,42.0,64.4,,,
,,,,,,,,,,,,,,,1.189582,,,,,,,,,,,,0292f80d-1ba4-4afd-8556-ae825ffc6d7d,2519,,,"[40.9, 64.7]",3788764,65,,,,0.37380007,,Right Foot,,,,"[64.1, 73.8]",,Ground Pass,,24.920876,,,,Nélson Cabral Semedo,,,,,,2,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,112,Portugal,780,['22a49634-a1a4-4c1b-8f09-7c48221c86ad'],9,,,,,,,,,,,,,,Portugal,00:20:09.865,Pass,,40.9,64.7,64.1,73.8,,,
,,,,,,,,,,,,,,,1.24612,,,,,,,,,,,,dc32a9a2-813a-4008-9485-3bd800606501,2528,,,"[70.2, 65.9]",3788764,65,,,,-2.089052,,Right Foot,,,,"[63.3, 53.8]",,Ground Pass,,13.929106,,,,João Filipe Iria Santos Moutinho,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,112,Portugal,780,"['078cd752-1a92-458c-9a37-c2e3abcd0bd8', '3dc1383b-ce20-4773-a444-4062baea4c8b', 'aeb7f689-7914-450f-bd5c-956ffff4345b']",13,,,,,,,,,,,,,,Portugal,00:20:13.171,Pass,True,70.2,65.9,63.3,53.8,,,
,,,,,,,,,,,,,,,1.053952,,,,,,,,,,,,9b9a6c64-9d49-4745-9a54-984e008e2e10,2532,,,"[67.0, 60.0]",3788764,65,,,,-2.4329665,,Right Foot,,,,"[57.2, 51.6]",,Ground Pass,,12.907362,,,,Danilo Luís Hélio Pereira,,,,,,2,From Throw In,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,112,Portugal,780,"['863efb50-d315-4add-898c-a438147bc1c2', 'ada52c28-bcd9-4b1b-955b-bbbd777a7c60']",16,,,,,,,,,,,,,,Portugal,00:20:16.204,Pass,True,67.0,60.0,57.2,51.6,,,
,,,,,,,,,,,,,,,3.4271,,,,,,,,,,,,bba00bdb-4621-4d0b-b6e1-380c78cb6360,2536,,,"[61.6, 51.8]",3788764,65,,,,-1.1790963,,Right Foot,,,,"[80.6, 5.8]",,High Pass,,49.76947,,,,Raphaël Adelino José Guerreiro,,True,,,,2,From Throw In,Danilo Luís Hélio Pereira,13621.0,Center Defensive Midfield,112,Portugal,780,"['08293295-a9f0-4c8d-bf2d-f9f1cef32fea', 'e5322020-3bae-4784-8e6b-021190fb09f1']",17,,,,,,,,,,,,,,Portugal,00:20:17.857,Pass,True,61.6,51.8,80.6,5.8,,,
,,,,,,,,,,,,,,,1.141838,,,,,,,,,,,,8a1303a4-5221-44e5-9721-d90faef7160d,2538,,,"[79.8, 5.5]",3788764,65,,,,1.8650309,,Left Foot,,,,"[77.8, 12.1]",,Low Pass,,6.8963757,,,,Cristiano Ronaldo dos Santos Aveiro,,,,,,2,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,112,Portugal,780,['fb34a758-70b9-4fb4-a66d-fd98dc038f2e'],21,,,,,,,,,,,,,,Portugal,00:20:21.284,Pass,,79.8,5.5,77.8,12.1,,,
,,,,,,,,,,,,,,,2.274361,,,,,,,,,,,,c904047b-7fbd-4a80-856e-c9874363f8e0,2544,,,"[99.3, 12.3]",3788764,66,,,,1.1039195,,Right Foot,True,,,"[118.0, 49.4]",,High Pass,,41.54636,,,,Cristiano Ronaldo dos Santos Aveiro,,,,,Free Kick,2,From Free Kick,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,113,Portugal,780,['4d055d79-05c8-4c96-a904-2b80c8b502da'],6,,,,,,,,,,,,,,Portugal,00:21:06.636,Pass,,99.3,12.3,118.0,49.4,,,
,,,,,,,,,,,,,,,1.074921,,,,,,,,,,,,7c00060b-b879-4f40-99cb-1f6dda79dcff,2547,,,"[116.1, 49.6]",3788764,66,,,,-1.4646395,114f3ba7-ef91-4a8e-b114-4b16729a2fa6,Right Foot,,,,"[117.4, 37.4]",True,High Pass,,12.269067,,,,Diogo José Teixeira da Silva,,,,,,2,From Free Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,113,Portugal,780,['34ce449b-fea7-40a7-a9d4-1b59bb03ecac'],9,,,,,,,,,,,,,,Portugal,00:21:09.112,Pass,,116.1,49.6,117.4,37.4,,,
,,,,,,,,,,,,,,,1.127521,,,,,,,,,,,,b404ddf1-720a-46b4-a79d-12ed40952b10,2551,,,"[61.0, 40.1]",3788764,67,True,,,3.0660396,,Right Foot,,,,"[35.9, 42.0]",,Ground Pass,,25.17181,,,,Emre Can,,,,,Kick Off,2,From Kick Off,Serge Gnabry,8400.0,Center Forward,114,Germany,770,['f7e714fe-d950-4316-ad45-3e065a3a4d7a'],39,,,,,,,,,,,,,,Germany,00:22:39.913,Pass,,61.0,40.1,35.9,42.0,,,
,,,,,,,,,,,,,,,1.552534,,,,,,,,,,,,6ef414f0-ab79-4f46-a37b-fa033993e4ba,2553,,,"[34.4, 42.3]",3788764,67,,,,-1.1099498,,Right Foot,,,,"[41.5, 28.0]",,Ground Pass,,15.965588,,,,Antonio Rüdiger,,,,,,2,From Kick Off,Emre Can,3493.0,Center Back,114,Germany,770,['5240a33f-4de8-4a7c-9852-f1b6b509bfaf'],41,,,,,,,,,,,,,,Germany,00:22:41.041,Pass,,34.4,42.3,41.5,28.0,,,
,,,,,,,,,,,,,,,0.995642,,,,,,,,,,,,ec95d7e1-f2f1-42c4-979f-8f2720e65e77,2556,,,"[41.0, 21.8]",3788764,67,,,,0.81241864,,Right Foot,,,,"[46.4, 27.5]",,Ground Pass,,7.8517513,,,,Toni Kroos,,,,,,2,From Kick Off,Antonio Rüdiger,3167.0,Left Center Back,114,Germany,770,['e8a9d3e0-bf42-4589-b7b4-4c2255833835'],43,,,,,,,,,,,,,,Germany,00:22:43.390,Pass,,41.0,21.8,46.4,27.5,,,
,,,,,,,,,,,,,,,2.134751,,,,,,,,,,,,5384289f-636c-487c-bcc6-1cf323fe62bc,2560,,,"[47.9, 25.8]",3788764,67,,,,-1.6088215,,Right Foot,,,,"[47.2, 7.4]",,Ground Pass,,18.413311,,,,Antonio Rüdiger,,,,,,2,From Kick Off,Toni Kroos,5574.0,Left Defensive Midfield,114,Germany,770,"['631ebce1-d2b9-466b-bf88-850c95bf89f9', 'becac501-339b-4ac6-8b9e-a495d4c3ea69']",45,,,,,,,,,,,,,,Germany,00:22:45.786,Pass,True,47.9,25.8,47.2,7.4,,,
,,,,,,,,,,,,,,,1.076721,,,,,,,,,,,,4ab2a35d-bb1d-4908-ab2c-cecff917ea57,2563,,,"[47.2, 7.9]",3788764,67,,,,2.5135045,,Right Foot,,,,"[38.8, 14.0]",,Ground Pass,,10.381233,,,,Toni Kroos,,,,,,2,From Kick Off,Antonio Rüdiger,3167.0,Left Center Back,114,Germany,770,"['0bc248d4-e5c1-477e-ab05-18b730d9dbed', '631ebce1-d2b9-466b-bf88-850c95bf89f9']",49,,,,,,,,,,,,,,Germany,00:22:49.632,Pass,True,47.2,7.9,38.8,14.0,,,
,,,,,,,,,,,,,,,1.222321,,,,,,,,,,,,988b49c7-945e-4ee4-9810-5168936162ec,2566,,,"[37.1, 14.5]",3788764,67,,,,-1.0743736,,Right Foot,,,,"[42.3, 4.9]",,Ground Pass,,10.917875,,,,Antonio Rüdiger,,,,,,2,From Kick Off,Toni Kroos,5574.0,Left Defensive Midfield,114,Germany,770,['3f9ed058-8067-4719-815b-25e916a083d4'],50,,,,,,,,,,,,,,Germany,00:22:50.737,Pass,,37.1,14.5,42.3,4.9,,,
,,,,,,,,,,,,,,,0.084509,,,,,,,,,,,,157cbc83-b858-44d2-9741-f30033b21680,2571,,,"[44.7, 4.9]",3788764,67,,,,0.0,,Right Foot,,,,"[47.5, 4.9]",,Ground Pass,,2.8,,Incomplete,,Marcel Halstenberg,,,,,,2,From Kick Off,Antonio Rüdiger,3167.0,Left Center Back,114,Germany,770,"['6322a054-32b1-4c42-840c-e4f1664171c8', '7bea845d-faa4-4dee-a9e6-aae5e2092cfe', 'e6df21a4-f010-4b0a-87dc-ee192def24f4']",52,,,,,,,,,,,,,,Germany,00:22:52.911,Pass,True,44.7,4.9,47.5,4.9,,,
,,,,,,,,,,,,,,,1.832221,,,,,,,,,,,,ab0aca04-214d-4147-a3d5-a9a6a4796f71,2580,,,"[81.1, 68.9]",3788764,68,,,,-0.8800299,,Right Foot,,,,"[107.8, 36.6]",,High Pass,,41.906803,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,,,,,Free Kick,2,From Free Kick,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,116,Portugal,780,"['2ae0046b-6cad-4169-818b-461989901767', 'db0fda2b-14d1-4e59-8b10-5054c42dbb2c']",26,,,,,,,,,,,,,,Portugal,00:23:26.033,Pass,,81.1,68.9,107.8,36.6,,,
,,,,,,,,,,,,,,,1.431425,,,,,,,,,,,,17f20d68-c4a8-45b9-9b20-baba1404eb49,2583,,,"[96.0, 0.1]",3788764,68,,,,0.52651864,,,,,,"[112.0, 9.4]",,Low Pass,,18.506485,,,,Renato Júnior Luz Sanches,,,,,Throw-in,2,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,117,Portugal,780,['96d49ae6-b88d-4a1c-b6dc-0e138e48daea'],48,,,,,,,,,,,,,,Portugal,00:23:48.571,Pass,,96.0,0.1,112.0,9.4,,,
,,,,,,,,,,,,,,,0.689073,,,,,,,,,,,,26b6b9b2-01e1-423a-95ed-98ab0a43b011,2587,,,"[111.5, 7.1]",3788764,68,,,,2.4424,,Right Foot,,,,"[107.1, 10.8]",,Ground Pass,,5.748913,,,,Raphaël Adelino José Guerreiro,,,,,,2,From Throw In,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,117,Portugal,780,"['796e9718-20e9-4e00-aaa9-26f3462983a0', 'f3bbafc8-fb72-48e5-ad2d-12d6122d52fe']",51,,,,,,,,,,,,,,Portugal,00:23:51.708,Pass,True,111.5,7.1,107.1,10.8,,,
,,,,,,,,,,,,,,,4.479121,,,,,,,,,,,,8c63b926-26c4-476b-8ada-49d41f7445e8,2590,,,"[113.0, 10.8]",3788764,68,,,,1.9047024,,Left Foot,True,,,"[96.8, 57.5]",,High Pass,,49.43005,,,,Danilo Luís Hélio Pereira,,True,,,,2,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,117,Portugal,780,['60b0020f-9588-477c-a782-31b141a697fa'],54,,,,,,,,,,,,,,Portugal,00:23:54.090,Pass,,113.0,10.8,96.8,57.5,,,
,,,,,,,,,,,,,,,1.142413,,,,,,,,,,,,fc76848b-f797-486e-b1a5-1fb0a1be1282,2592,,,"[97.1, 60.0]",3788764,68,,,,-0.8015258,,Right Foot,,,,"[103.2, 53.7]",,Ground Pass,,8.769264,,,,Cristiano Ronaldo dos Santos Aveiro,,,,,,2,From Throw In,Danilo Luís Hélio Pereira,13621.0,Center Defensive Midfield,117,Portugal,780,['9bc66dec-ed19-4f82-9a91-e826f427f682'],58,,,,,,,,,,,,,,Portugal,00:23:58.569,Pass,,97.1,60.0,103.2,53.7,,,
,,,,,,,,,,,,,,,0.835365,,,,,,,,,,,,fe0b40d0-8c86-4ec6-84c6-3cf3ddbbefe9,2599,,,"[115.5, 55.9]",3788764,69,,,,-1.6406127,,Right Foot,True,,,"[114.5, 41.6]",,Ground Pass,,14.334923,,Incomplete,,Rafael Alexandre Fernandes Ferreira da Silva,,,,,,2,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,117,Portugal,780,"['18e55ea1-2d96-4744-966b-b94f4b9e47a2', 'c94782be-cf0b-4fcf-ab79-9f564bbbccaf', 'd6b620ca-7216-4771-8ae1-d8f05c75b03d']",1,,,,,,,,,,,,,,Portugal,00:24:01.702,Pass,True,115.5,55.9,114.5,41.6,,,
,,,,,,,,,,,,,,,1.108898,,,,,,,,,,,,574ef29f-9b19-4623-8a88-9f15670a835e,2602,,,"[109.0, 80.0]",3788764,69,,,,-2.4402068,,,,,,"[98.7, 71.3]",,Low Pass,,13.482581,,,,Nélson Cabral Semedo,,,,,Throw-in,2,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,118,Portugal,780,['3ffb44e3-aac8-4dbd-a0a7-666557ca9500'],8,,,,,,,,,,,,,,Portugal,00:24:08.375,Pass,,109.0,80.0,98.7,71.3,,,
,,,,,,,,,,,,,,,1.151667,,,,,,,,,,,,de453049-a697-40c2-9d74-c489280fcc4b,2607,,,"[29.9, 0.1]",3788764,70,,,,0.3553416,,,,,,"[55.5, 9.6]",,High Pass,,27.30586,,Incomplete,,Kai Havertz,,,,,Throw-in,2,From Throw In,Marcel Halstenberg,8525.0,Left Wing Back,119,Germany,770,"['a6dbf69d-d98a-4102-a4c9-9b7be04939ac', 'd4aaf1a5-32e6-4aa4-ab06-e218f79e53be']",59,,,,,,,,,,,,,,Germany,00:25:59.041,Pass,,29.9,0.1,55.5,9.6,,,
,,,,,,,,,,,,,,,1.839687,,,,,,,,,,,,a6dbf69d-d98a-4102-a4c9-9b7be04939ac,2609,,,"[64.6, 70.5]",3788764,71,,,,1.5707964,,Head,,,,"[64.6, 70.8]",,High Pass,,0.3,,Incomplete,,,,,,,Recovery,2,From Throw In,Danilo Luís Hélio Pereira,13621.0,Center Defensive Midfield,119,Germany,770,"['5197a3ba-6bac-4cf4-902c-b8a14bb6f3c0', 'de453049-a697-40c2-9d74-c489280fcc4b']",0,,,,,,,,,,,,,,Portugal,00:26:00.192,Pass,,64.6,70.5,64.6,70.8,,,
,,,,,,,,,,,,,,,0.580693,,,,,,,,,,,,5197a3ba-6bac-4cf4-902c-b8a14bb6f3c0,2611,,,"[55.5, 9.3]",3788764,71,,,True,3.0775776,,,,,,"[47.7, 9.8]",,Low Pass,,7.816009,,,,Thomas Müller,,,,,Recovery,2,From Throw In,Marcel Halstenberg,8525.0,Left Wing Back,119,Germany,770,"['5ac3ebc3-b83d-41d2-985d-afc4b062a233', 'a6dbf69d-d98a-4102-a4c9-9b7be04939ac', 'e08b0f25-bd9e-4ecd-a114-8476dcc17073']",2,,,,,,,,,,,,,,Germany,00:26:02.032,Pass,True,55.5,9.3,47.7,9.8,,,
,,,,,,,,,,,,,,,0.968289,,,,,,,,,,,,dd769523-cc4e-4db3-8441-bbc48c65071d,2617,,,"[51.6, 10.2]",3788764,71,True,,,1.8716018,,Right Foot,,,,"[43.1, 37.6]",,Ground Pass,,28.68815,,,,İlkay Gündoğan,,,,,Free Kick,2,From Free Kick,Toni Kroos,5574.0,Left Defensive Midfield,120,Germany,770,['772bbd18-299e-4f31-b7ef-51b555fb6e57'],25,,,,,,,,,,,,,,Germany,00:26:25.185,Pass,,51.6,10.2,43.1,37.6,,,
,,,,,,,,,,,,,,,1.197295,,,,,,,,,,,,b2ffeb3a-6595-47c6-b769-6eeeb156058f,2619,,,"[43.3, 37.6]",3788764,71,True,,,-1.6907003,,Right Foot,,,,"[40.3, 12.7]",,Ground Pass,,25.080072,,,,Toni Kroos,,,,,,2,From Free Kick,İlkay Gündoğan,10287.0,Right Defensive Midfield,120,Germany,770,['fc5e1b8d-56db-41e8-ba06-f8a5ac4dd53c'],26,,,,,,,,,,,,,,Germany,00:26:26.333,Pass,,43.3,37.6,40.3,12.7,,,
,,,,,,,,,,,,,,,1.989127,,,,,,,,,,,,5f718562-91ca-40c1-96d3-20f5ca2ce749,2621,,,"[40.6, 12.9]",3788764,71,,,,2.337563,,Right Foot,,,,"[32.7, 21.1]",,Ground Pass,,11.386395,,,,Antonio Rüdiger,,,,,,2,From Free Kick,Toni Kroos,5574.0,Left Defensive Midfield,120,Germany,770,['1efbcf64-64b8-48cc-8716-93e3c3e022b7'],27,,,,,,,,,,,,,,Germany,00:26:27.597,Pass,,40.6,12.9,32.7,21.1,,,
,,,,,,,,,,,,,,,2.022655,,,,,,,,,,,,3c3868c0-6103-4fc8-8925-99d1c588b7b4,2625,,,"[31.2, 21.4]",3788764,71,,,,2.3924983,,Left Foot,,,,"[9.8, 41.3]",,Ground Pass,,29.222765,,,,Manuel Neuer,,,,,,2,From Free Kick,Antonio Rüdiger,3167.0,Left Center Back,120,Germany,770,"['decca272-2b4e-4c1f-988f-698742d8923b', 'f2d7fa17-9bfc-467c-8a7e-eada34bac943']",29,,,,,,,,,,,,,,Germany,00:26:29.648,Pass,True,31.2,21.4,9.8,41.3,,,
,,,,,,,,,,,,,,,2.154232,,,,,,,,,,,,997cd6d3-bf9d-4c74-89f1-14e918d6372e,2629,,,"[10.3, 37.4]",3788764,71,,,,-0.394014,,Left Foot,,,,"[56.0, 18.4]",,High Pass,,49.49232,,Incomplete,,Marcel Halstenberg,,,,,,2,From Free Kick,Manuel Neuer,5570.0,Goalkeeper,120,Germany,770,"['4c497836-1493-460c-82f6-f1ff1d66887b', '71c2d2f5-171f-49a1-b88c-f45e5fe889d9', '87f6fcd0-17fd-4255-8611-022f50cd471e']",33,,,,,,,,,,,,,,Germany,00:26:33.533,Pass,True,10.3,37.4,56.0,18.4,,,
,,,,,,,,,,,,,,,1.246628,,,,,,,,,,,,71c2d2f5-171f-49a1-b88c-f45e5fe889d9,2631,,,"[64.1, 61.7]",3788764,71,,,,-1.3197936,,Left Foot,,,,"[65.1, 57.8]",,High Pass,,4.0261645,,Incomplete,,,,,,,Recovery,2,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,120,Germany,770,"['301f19f2-19a8-41ce-8cba-123bfaae213e', '997cd6d3-bf9d-4c74-89f1-14e918d6372e']",35,,,,,,,,,,,,,,Portugal,00:26:35.687,Pass,,64.1,61.7,65.1,57.8,,,
,,,,,,,,,,,,,,,1.065905,,,,,,,,,,,,301f19f2-19a8-41ce-8cba-123bfaae213e,2632,,,"[55.0, 22.3]",3788764,71,,,,0.35662013,,Head,,,,"[70.3, 28.0]",,High Pass,,16.327278,,Incomplete,,Serge Gnabry,,,,,Recovery,2,From Free Kick,Marcel Halstenberg,8525.0,Left Wing Back,120,Germany,770,"['71c2d2f5-171f-49a1-b88c-f45e5fe889d9', 'c2b38921-8335-49bb-876b-904b37308e26', 'ddcd6494-a4a4-4133-bd97-1decbaa03cbf']",36,,,,,,,,,,,,,,Germany,00:26:36.933,Pass,,55.0,22.3,70.3,28.0,,,
,,,,,,,,,,,,,,,0.93169,,,,,,,,,,,,c2b38921-8335-49bb-876b-904b37308e26,2635,,,"[49.8, 52.1]",3788764,71,,,True,0.13209344,,,,,,"[64.1, 54.0]",,Low Pass,,14.425672,,,,Renato Júnior Luz Sanches,,,,,Recovery,2,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,121,Portugal,780,"['301f19f2-19a8-41ce-8cba-123bfaae213e', '5cd479d5-fd65-47bd-a0a2-7c83d1c9bd37', '780a3f86-6c70-4707-aca8-da724b14f6d4']",37,,,,,,,,,,,,,,Portugal,00:26:37.999,Pass,True,49.8,52.1,64.1,54.0,,,
,,,,,,,,,,,,,,,1.062073,,,,,,,,,,,,3f767719-498e-4bd6-9461-a14bc46cceaa,2638,,,"[62.6, 53.4]",3788764,71,,,,1.2091895,,Right Foot,,,,"[69.9, 72.7]",,Ground Pass,,20.634438,,,,Rafael Alexandre Fernandes Ferreira da Silva,,,,,,2,Regular Play,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,121,Portugal,780,['eb9aa74c-14d1-4aec-94a5-d82e374969d2'],41,,,,,,,,,,,,,,Portugal,00:26:41.084,Pass,,62.6,53.4,69.9,72.7,,,
,,,,,,,,,,,,,,,0.337574,,,,,,,,,,,,d93c80eb-4417-4ea1-8334-6dd3ffb2177a,2641,,,"[66.5, 70.5]",3788764,71,,,,-1.5267073,,Right Foot,,,,"[66.8, 63.7]",,Ground Pass,,6.8066144,,,,João Filipe Iria Santos Moutinho,,,,,,2,Regular Play,Rafael Alexandre Fernandes Ferreira da Silva,10327.0,Right Wing,121,Portugal,780,['3aca543b-4246-44a6-a7bc-1a45be78787d'],43,,,,,,,,,,,,,,Portugal,00:26:43.380,Pass,,66.5,70.5,66.8,63.7,,,
,,,,,,,,,,,,,,,0.569599,,,,,,,,,,,,6bd63d8a-454a-4c4e-893f-5061a2374665,2643,,,"[65.7, 63.0]",3788764,71,,,,1.9195673,,Right Foot,,,,"[64.1, 67.4]",,Ground Pass,,4.68188,,,,Rafael Alexandre Fernandes Ferreira da Silva,,,,,,2,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,121,Portugal,780,['9136c34e-59b3-4f36-88ed-3b9a4134aaf2'],43,,,,,,,,,,,,,,Portugal,00:26:43.718,Pass,,65.7,63.0,64.1,67.4,,,
,,,,,,,,,,,,,,,0.805015,,,,,,,,,,,,5e29b1b2-fae8-4147-b550-771d7a39a987,2646,,,"[62.6, 64.2]",3788764,71,,,,-0.65424055,,Right Foot,,,True,"[75.9, 54.0]",,Ground Pass,,16.760967,,,,Diogo José Teixeira da Silva,,,,,,2,Regular Play,Rafael Alexandre Fernandes Ferreira da Silva,10327.0,Right Wing,121,Portugal,780,['78496794-bd61-4c16-b3b2-26f7de115bc1'],45,,,,,,,,,,,,,,Portugal,00:26:45.905,Pass,,62.6,64.2,75.9,54.0,,,
,,,,,,,,,,,,,,,1.197046,,,,,,,,,,,,929ecfb4-c7e6-432d-9684-4c6cc7fb7a51,2655,,,"[57.2, 80.0]",3788764,72,,,,-2.2876,,,,,,"[51.1, 73.0]",,Low Pass,,9.284934,,,,Kléper Laveran Lima Ferreira,,,,,Throw-in,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,122,Portugal,780,['c262dc98-e3a0-4a36-a4a0-18e5055e751c'],51,,,,,,,,,,,,,,Portugal,00:27:51.254,Pass,,57.2,80.0,51.1,73.0,,,
,,,,,,,,,,,,,,,1.504872,,,,,,,,,,,,d8c787d6-016f-4854-a1ed-6fde7aceaa7f,2661,,,"[52.5, 72.7]",3788764,72,,,,-2.3183339,,Right Foot,,,,"[39.8, 59.0]",,Ground Pass,,18.681005,,,,Rúben Santos Gato Alves Dias,,,,,Free Kick,2,From Free Kick,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,123,Portugal,780,['981bef69-3dae-4a20-90a7-6030e8c4f33c'],56,,,,,,,,,,,,,,Portugal,00:27:56.405,Pass,,52.5,72.7,39.8,59.0,,,
,,,,,,,,,,,,,,,2.15281,,,,,,,,,,,,10477c3e-5046-4aa3-b1fe-7e481d9e676d,2664,,,"[41.7, 54.0]",3788764,72,,,,-1.4264332,,Right Foot,,,,"[48.3, 8.6]",,Ground Pass,,45.877228,,,,Raphaël Adelino José Guerreiro,,True,,,,2,From Free Kick,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,123,Portugal,780,['5be7f1da-7eed-4a0b-b755-25623fa7f9c8'],58,,,,,,,,,,,,,,Portugal,00:27:58.956,Pass,,41.7,54.0,48.3,8.6,,,
