bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ade3e044-0ad3-438e-8b5e-220b3016131b,1,,,3788759,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,,0,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9550, 'name': 'Reece James'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3323, 'name': 'Tyrone Mings'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 4706, 'name': 'Kalvin Phillips'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 7843, 'name': 'Mason Mount'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 4354, 'name': 'Philip Foden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",England,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5000271c-481d-4bdd-9347-34eb85caddd2,2,,,3788759,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,,0,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 9645, 'name': 'David Marshall'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3620, 'name': 'Scott McTominay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 9481, 'name': 'Grant Hanley'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 10540, 'name': 'Kieran Tierney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9048, 'name': 'Stephen O""Donnell'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 3655, 'name': 'Andrew Robertson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 31067, 'name': 'Billy Gilmour'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 10534, 'name': 'Callum McGregor'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9974, 'name': 'John McGinn'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 9466, 'name': 'Che Adams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 29571, 'name': 'Lyndon Dykes'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Scotland,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1440eeb9-7dc0-435f-94c9-a7bf156f0507,3,,,3788759,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,['4ebcf0bb-6d91-4f54-b97e-196e37c7b91d'],0,,,,,,,,,,,,,,Scotland,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4ebcf0bb-6d91-4f54-b97e-196e37c7b91d,4,,,3788759,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,['1440eeb9-7dc0-435f-94c9-a7bf156f0507'],0,,,,,,,,,,,,,,England,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,30ee2e1b-3eeb-48d8-9fac-fb1dd280c4d9,1616,,,3788759,45,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,70,Scotland,942,['acf9c2d2-a586-48e6-87a1-a27dda777555'],0,,,,,,,,,,,,,,Scotland,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,acf9c2d2-a586-48e6-87a1-a27dda777555,1617,,,3788759,45,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,70,Scotland,942,['30ee2e1b-3eeb-48d8-9fac-fb1dd280c4d9'],0,,,,,,,,,,,,,,England,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,1.331821,,,,,,,,,,,,,d4c054d5-fb80-4d5e-b22a-33262e8c98f7,5,,"[60.0, 40.0]",3788759,0,,,,-3.0595262,,Right Foot,,,"[36.9, 38.1]",Ground Pass,,23.178007,,,Kieran Tierney,,,,,,Kick Off,1,From Kick Off,Che Adams,9466.0,Right Center Forward,2,Scotland,942,['b0167628-0868-4f27-a2bb-ad50733b6960'],0,,,,,,,,,,,,,,Scotland,00:00:00.683,Pass,,60.0,40.0,36.9,38.1,,,
,,,,,,,,,,,,,,,,,3.078684,,,,,,,,,,,,,f4fbf94a-cdf6-4bb9-976f-ce876af3a7c3,8,,"[37.9, 37.8]",3788759,0,,,,0.6833727,,Left Foot,,,"[84.2, 75.5]",High Pass,,59.707455,,,Lyndon Dykes,,,,,,,1,From Kick Off,Kieran Tierney,10540.0,Left Center Back,2,Scotland,942,['f5f45c92-b9a1-45c6-90f8-cd5f036509e5'],3,,,,,,,,,,,,,,Scotland,00:00:03.047,Pass,,37.9,37.8,84.2,75.5,,,
,,,,,,,,,,,,,,,,,0.956546,,,,,,,,,,,,,29dab03d-0cb0-4e44-bfec-1045a833d911,11,,"[84.2, 75.5]",3788759,0,,,True,0.26916748,,,,,"[98.7, 79.5]",Low Pass,,15.041609,Out,,"Stephen O""Donnell",,,,,,,1,From Kick Off,Lyndon Dykes,29571.0,Left Center Forward,2,Scotland,942,"['3c0733ea-bf09-45ab-8d02-6b440e4192c6', '8a8a99fa-3c63-41b3-8748-bc9b0f46d60d']",6,,,,,,,,,,,,,,Scotland,00:00:06.125,Pass,True,84.2,75.5,98.7,79.5,,,
,,,,,,,,,,,,,,,,,1.951437,,,,,,,,,,,,,53ab1bc5-e88d-4a91-abf9-d64e4f9b2a95,14,,"[37.0, 0.1]",3788759,0,,,,0.3296244,,,,,"[56.0, 6.6]",High Pass,,20.081085,Incomplete,,Harry Kane,,,,,,Throw-in,1,From Throw In,Luke Shaw,3382.0,Left Back,3,England,768,"['09b05a24-c58b-4851-bbc9-a5968292f146', 'c5376185-e8ba-48a3-b438-18d5ac9dca45']",57,,,,,,,,,,,,,,England,00:00:57.293,Pass,,37.0,0.1,56.0,6.6,,,
,,,,,,,,,,,,,,,,,1.042414,,,,,,,,,,,,,09b05a24-c58b-4851-bbc9-a5968292f146,16,,"[64.1, 73.5]",3788759,0,,,,-0.088007376,,Head,,,"[77.7, 72.3]",High Pass,,13.652839,Incomplete,,John McGinn,,,,,,Interception,1,From Throw In,Scott McTominay,3620.0,Right Center Back,3,England,768,"['1e9c38af-2aca-4840-ac1c-98a82bb91e60', '1ed8a8a8-a1d3-40b6-a446-2ae4628899d8', '53ab1bc5-e88d-4a91-abf9-d64e4f9b2a95']",59,,,,,,,,,,,,,,Scotland,00:00:59.244,Pass,,64.1,73.5,77.7,72.3,,,
,,,,,,,,,,,,,,,,,3.056679,,,,,,,,,,,,,1e9c38af-2aca-4840-ac1c-98a82bb91e60,18,,"[42.4, 7.8]",3788759,1,,,,-0.022620576,,Left Foot,,,"[86.6, 6.8]",High Pass,,44.21131,Incomplete,,,,,,,,Recovery,1,From Throw In,Declan Rice,3943.0,Center Defensive Midfield,3,England,768,"['09b05a24-c58b-4851-bbc9-a5968292f146', '32eae610-26c1-4296-ac6c-335e5b67928b']",0,,,,,,,,,,,,,,England,00:01:00.287,Pass,,42.4,7.8,86.6,6.8,,,
,,,,,,,,,,,,,,,,,0.983701,,,,,,,,,,,,,01b0e415-1e55-4f22-94d4-868369535a29,20,,"[94.7, 0.1]",3788759,1,,,,2.6534743,,,,,"[83.4, 6.1]",Low Pass,,12.794139,,,Luke Shaw,,,,,,Throw-in,1,From Throw In,Harry Kane,10955.0,Center Forward,4,England,768,['4d6efac6-1978-416c-a32a-c3cc4168e193'],10,,,,,,,,,,,,,,England,00:01:10.086,Pass,,94.7,0.1,83.4,6.1,,,
,,,,,,,,,,,,,,,,,0.698623,,,,,,,,,,,,,d6e16a95-c78c-42f0-9ffc-b477a532fe21,23,,"[90.6, 6.1]",3788759,1,,,,-1.1284221,,Left Foot,,,"[92.4, 2.3]",Ground Pass,,4.204759,,,Harry Kane,,,,,,,1,From Throw In,Luke Shaw,3382.0,Left Back,4,England,768,['8e5f5e5f-35d0-4fd8-8798-ce2cac0c94be'],12,,,,,,,,,,,,,,England,00:01:12.662,Pass,,90.6,6.1,92.4,2.3,,,
,,,,,,,,,,,,,,,,,1.087793,,,,,,,,,,,,,39b63e72-77f1-45e7-b3d9-7dd9872c87d4,27,,"[96.4, 4.0]",3788759,1,,,,1.8730688,,Left Foot,,,"[93.5, 13.3]",Ground Pass,,9.741663,,,Raheem Sterling,,,,,,,1,From Throw In,Harry Kane,10955.0,Center Forward,4,England,768,['4929e6f1-ecac-4463-b97c-8c4cb70ea6b7'],15,,,,,,,,,,,,,,England,00:01:15.434,Pass,,96.4,4.0,93.5,13.3,,,
,,,,,,,,,,,,,,,,,1.58047,,,,,,,,,,,,,8f29f1f4-f493-4529-a902-dce618911c7f,35,,"[41.1, 47.3]",3788759,1,,,,-1.9347752,,Right Foot,,,"[37.9, 38.9]",Ground Pass,,8.988882,,,Callum McGregor,,,,,,,1,Regular Play,John McGinn,9974.0,Center Attacking Midfield,5,Scotland,942,"['488ede42-71e1-4bb2-a286-3e7d153c886a', '847bb7ca-7168-41ca-b830-5174dda70d08']",20,,,,,,,,,,,,,,Scotland,00:01:20.585,Pass,True,41.1,47.3,37.9,38.9,,,
,,,,,,,,,,,,,,,,,0.271362,,,,,,,,,,,,,0b148ab6-66ef-4cc8-ae40-b64394a69cd5,42,,"[81.4, 35.1]",3788759,1,,,,1.19029,,Right Foot,,,"[82.2, 37.1]",Ground Pass,,2.1540658,Incomplete,,Mason Mount,,,,,,Recovery,1,Regular Play,Raheem Sterling,3233.0,Left Wing,5,Scotland,942,"['115e96b7-4256-4461-bb4c-264188875159', '2a6fc574-530c-4d50-af7e-c348605e2627', 'be0a7d21-c285-40e7-a7c0-6e49e56fd7ba']",23,,,,,,,,,,,,,,England,00:01:23.094,Pass,True,81.4,35.1,82.2,37.1,,,
,,,,,,,,,,,,,,,,,1.060982,,,,,,,,,,,,,e4348f39-42d0-459c-917f-d6d89dbfce47,47,,"[47.1, 63.7]",3788759,1,,,,1.541102,,Left Foot,,,"[47.4, 73.8]",Ground Pass,,10.104454,,,"Stephen O""Donnell",,,,,,,1,Regular Play,Scott McTominay,3620.0,Right Center Back,5,Scotland,942,['016ffadd-baa4-4306-94b3-2c946268f160'],27,,,,,,,,,,,,,,Scotland,00:01:27.667,Pass,,47.1,63.7,47.4,73.8,,,
,,,,,,,,,,,,,,,,,2.437252,,,,,,,,,,,,,ac1654d8-43e9-43bb-b870-ffe90204e879,50,,"[40.1, 69.5]",3788759,1,,,,-2.5368516,,Right Foot,,,"[14.2, 51.6]",Ground Pass,,31.483646,,,David Marshall,,,,,,,1,Regular Play,"Stephen O""Donnell",9048.0,Right Wing Back,5,Scotland,942,['f190772e-b353-4b8a-8f3b-25bb0214f000'],29,,,,,,,,,,,,,,Scotland,00:01:29.709,Pass,,40.1,69.5,14.2,51.6,,,
,,,,,,,,,,,,,,,,,2.465848,,,,,,,,,,,,,78234cf2-452d-4df5-a67a-bb4d6dd06fb6,53,,"[13.9, 50.1]",3788759,1,,,,-0.1359576,,Right Foot,,,"[65.8, 43.0]",High Pass,,52.383396,,,Lyndon Dykes,,,,,,,1,Regular Play,David Marshall,9645.0,Goalkeeper,5,Scotland,942,"['48037ddb-9d77-46e7-b4ab-357177504db1', 'c8459cda-e8a5-4de1-994d-dcb665d6a9f0']",32,,,,,,,,,,,,,,Scotland,00:01:32.146,Pass,True,13.9,50.1,65.8,43.0,,,
,,,,,,,,,,,,,,,,,1.21736,,,,,,,,,,,,,ac07f0c2-b0d0-4748-b5c0-6aca937c9493,56,,"[65.8, 43.0]",3788759,1,,,True,-0.59374964,,,,,"[77.8, 34.9]",High Pass,,14.477914,Incomplete,,Che Adams,,,,,,,1,Regular Play,Lyndon Dykes,29571.0,Left Center Forward,5,Scotland,942,"['20a2339c-1619-4888-a739-1a4e02fa703b', '3383abd3-b85f-4f7a-9111-4ffd605cb4af', '43007871-ffbe-48fc-968b-ed0c9c8efec6']",34,,,,,,,,,,,,,,Scotland,00:01:34.612,Pass,True,65.8,43.0,77.8,34.9,,,
,,,,,,,,,,,,,,,,,3.49615,,,,,,,,,,,,,43007871-ffbe-48fc-968b-ed0c9c8efec6,59,,"[42.3, 45.2]",3788759,1,,,True,-2.804757,,,,,"[14.6, 35.5]",High Pass,,29.349276,,,Jordan Pickford,,,,,,Recovery,1,Regular Play,Reece James,9550.0,Right Back,6,England,768,"['ac07f0c2-b0d0-4748-b5c0-6aca937c9493', 'e20b3e22-d291-4906-b55c-77da1902fb9a', 'e46456a0-9360-46bd-b43c-df2a1372ca09']",35,,,,,,,,,,,,,,England,00:01:35.830,Pass,True,42.3,45.2,14.6,35.5,,,
,,,,,,,,,,,,,,,,,2.321631,,,,,,,,,,,,,7cb2c7ce-7f21-4ebe-8a16-2fa7c47d3ed6,62,,"[14.6, 39.2]",3788759,1,,,,0.9038881,,Keeper Arm,,,"[36.8, 67.4]",Ground Pass,,35.88983,,,Reece James,,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,6,England,768,['9c117c5f-48c3-42f2-a385-c70745b8d8ab'],40,,,,,,,,,,,,,,England,00:01:40.531,Pass,,14.6,39.2,36.8,67.4,,,
,,,,,,,,,,,,,,,,,1.399031,,,,,,,,,,,,,da69bf0f-0d6a-4682-bcb9-8f1da75dad4e,65,,"[53.1, 75.4]",3788759,1,,,,-2.373944,,Right Foot,,,"[44.5, 67.1]",Ground Pass,,11.951987,,,Declan Rice,,,,,,,1,Regular Play,Reece James,9550.0,Right Back,6,England,768,['ea06c4ba-503a-413b-a40a-2763b2487efb'],46,,,,,,,,,,,,,,England,00:01:46.108,Pass,,53.1,75.4,44.5,67.1,,,
,,,,,,,,,,,,,,,,,2.167009,,,,,,,,,,,,,fba81bfe-a6e9-424d-9221-e4ec78752f9f,68,,"[44.5, 66.8]",3788759,1,,,,-1.9471245,,Right Foot,,,"[29.8, 29.6]",Ground Pass,,39.999126,,,Tyrone Mings,,,,,,,1,Regular Play,Declan Rice,3943.0,Center Defensive Midfield,6,England,768,['06c96896-b31c-4430-bcbe-0b0da8ab2c4b'],49,,,,,,,,,,,,,,England,00:01:49.144,Pass,,44.5,66.8,29.8,29.6,,,
,,,,,,,,,,,,,,,,,1.990816,,,,,,,,,,,,,5f1268f0-ac02-4210-ad00-b335a348f224,71,,"[31.6, 24.8]",3788759,1,,,,-0.7439711,,Left Foot,,,"[51.7, 6.3]",Ground Pass,,27.31776,,,Luke Shaw,,,,,,,1,Regular Play,Tyrone Mings,3323.0,Left Center Back,6,England,768,['5e6d767e-106a-4290-b322-4ab2a6beb6bf'],52,,,,,,,,,,,,,,England,00:01:52.266,Pass,,31.6,24.8,51.7,6.3,,,
,,,,,,,,,,,,,,,,,2.131709,,,,,,,,,,,,,fdb2235d-9b3a-4fff-8263-8fed9e679024,74,,"[60.1, 5.4]",3788759,1,,,,2.2977247,,Left Foot,,,"[40.8, 27.1]",Ground Pass,,29.041006,,,Tyrone Mings,,,,,,,1,Regular Play,Luke Shaw,3382.0,Left Back,6,England,768,['5c195dec-1fd0-43e1-a51d-1fba6f0f1be8'],58,,,,,,,,,,,,,,England,00:01:58.082,Pass,,60.1,5.4,40.8,27.1,,,
,,,,,,,,,,,,,,,,,1.469331,,,,,,,,,,,,,f3e94d37-563b-4f52-bf82-60b9441b1151,77,,"[40.8, 28.8]",3788759,2,,,,1.6515726,,Left Foot,,,"[39.1, 49.8]",Ground Pass,,21.068697,,,John Stones,,,,,,,1,Regular Play,Tyrone Mings,3323.0,Left Center Back,6,England,768,['1faba7a1-0261-4866-be19-3510be828d57'],1,,,,,,,,,,,,,,England,00:02:01.654,Pass,,40.8,28.8,39.1,49.8,,,
,,,,,,,,,,,,,,,,,1.280609,,,,,,,,,,,,,dd7bde54-b216-486c-bcc9-36c3fac16ef5,80,,"[40.1, 61.0]",3788759,2,,,,1.0183028,,Right Foot,,,"[48.3, 74.3]",Ground Pass,,15.62466,,,Reece James,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,6,England,768,['27b61914-7286-4e8c-a63c-08697c5a3b2f'],4,,,,,,,,,,,,,,England,00:02:04.392,Pass,,40.1,61.0,48.3,74.3,,,
,,,,,,,,,,,,,,,,,0.917518,,,,,,,,,,,,,e243c2ca-71ec-42db-b3f5-63ae4d88442e,83,,"[49.1, 74.3]",3788759,2,,,,0.061148163,,Right Foot,,,"[63.8, 75.2]",Ground Pass,,14.727526,,,Philip Foden,,,,,,,1,Regular Play,Reece James,9550.0,Right Back,6,England,768,['f3f7b45f-5adc-43c3-a31d-48e94890a28e'],7,,,,,,,,,,,,,,England,00:02:07.138,Pass,,49.1,74.3,63.8,75.2,,,
,,,,,,,,,,,,,,,,,1.598524,,,,,,,,,,,,,68b8a6a1-f0fc-4f70-b82a-c372b9516181,86,,"[61.2, 75.2]",3788759,2,,,,-3.1031501,,Left Foot,,,"[45.6, 74.6]",Ground Pass,,15.611534,,,Reece James,,,,,,,1,Regular Play,Philip Foden,4354.0,Right Wing,6,England,768,['0055f181-9c5b-4e67-b7fe-8fe7a43f7b1b'],8,,,,,,,,,,,,,,England,00:02:08.551,Pass,,61.2,75.2,45.6,74.6,,,
,,,,,,,,,,,,,,,,,1.368495,,,,,,,,,,,,,69f80a76-eaca-4353-9b35-499b31697688,89,,"[39.6, 73.7]",3788759,2,,,,-2.3429794,,Right Foot,,,"[28.4, 62.2]",Ground Pass,,16.052725,,,John Stones,,,,,,,1,Regular Play,Reece James,9550.0,Right Back,6,England,768,['53d882cb-dc41-43b4-a4be-e23528129e72'],11,,,,,,,,,,,,,,England,00:02:11.365,Pass,,39.6,73.7,28.4,62.2,,,
,,,,,,,,,,,,,,,,,0.70484,,,,,,,,,,,,,bc9e628a-0d6b-4528-b26a-3487e8193ab4,93,,"[38.8, 46.3]",3788759,2,,,,-0.3250079,,Right Foot,,,"[48.0, 43.2]",Ground Pass,,9.708244,,,Declan Rice,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,6,England,768,"['225f5aee-eb14-4720-87ba-92ed751ed5bd', '30e05f86-4259-4a48-822f-a599a7c26d04']",17,,,,,,,,,,,,,,England,00:02:17.985,Pass,True,38.8,46.3,48.0,43.2,,,
,,,,,,,,,,,,,,,,,1.687937,,,,,,,,,,,,,f2d9df87-11b9-4541-a8c8-a0caa0d71ea2,95,,"[48.3, 43.2]",3788759,2,,,,1.7496343,,Right Foot,,,"[43.6, 69.2]",Ground Pass,,26.421392,,,Reece James,,,,,,,1,Regular Play,Declan Rice,3943.0,Center Defensive Midfield,6,England,768,['eb6f0960-086e-4795-971f-c0b44f3cd823'],18,,,,,,,,,,,,,,England,00:02:18.690,Pass,,48.3,43.2,43.6,69.2,,,
,,,,,,,,,,,,,,,,,1.472868,,,,,,,,,,,,,0d368741-1653-4913-a9a3-ddeab29b45ca,98,,"[51.5, 68.5]",3788759,2,,,,0.72067386,,Right Foot,,,"[63.0, 78.6]",Ground Pass,,15.305554,,,Philip Foden,,,,,,,1,Regular Play,Reece James,9550.0,Right Back,6,England,768,['086f11b7-b532-48eb-9a55-4bd26a8cf3f8'],22,,,,,,,,,,,,,,England,00:02:22.526,Pass,,51.5,68.5,63.0,78.6,,,
,,,,,,,,,,,,,,,,,4.975424,,,,,,,,,,,,,ca9e587d-15eb-4b7f-a9bb-0766f3354c3d,101,,"[60.3, 76.4]",3788759,2,,,,-0.071307465,,Left Foot,,,"[119.1, 72.2]",High Pass,,58.94981,Out,,Kalvin Phillips,,,,,,,1,Regular Play,Philip Foden,4354.0,Right Wing,6,England,768,['e29d4b93-8504-4e38-a7f6-0b44f99927ba'],26,,,,,,,,,,,,,,England,00:02:26.438,Pass,,60.3,76.4,119.1,72.2,,,
,,,,,,,,,,,,,,,,,3.363602,,,,,,,,,,,,,63cf4e56-7141-4672-8b40-4eef1b1a644b,105,,"[6.0, 44.0]",3788759,3,,,,0.16346152,,Right Foot,,,"[73.3, 55.1]",High Pass,,68.209236,,,John McGinn,,,,,,Goal Kick,1,From Goal Kick,David Marshall,9645.0,Goalkeeper,7,Scotland,942,['ee1aaa87-658e-4f37-8fe4-0458741bc4b2'],5,,,,,,,,,,,,,,Scotland,00:03:05.370,Pass,,6.0,44.0,73.3,55.1,,,
,,,,,,,,,,,,,,,,,1.416129,,,,,,,,,,,,,25da3057-fb6c-4a75-87df-9ff94b2ba5e7,108,,"[73.3, 55.1]",3788759,3,,,True,-0.99945885,,,,,"[79.6, 45.3]",High Pass,,11.650322,,,Che Adams,,,,,,,1,From Goal Kick,John McGinn,9974.0,Center Attacking Midfield,7,Scotland,942,"['231208bc-82cb-4a6c-8604-907f1c2d9ce1', '5906d5d9-4f9e-4d26-97a6-0e2854afee2d']",8,,,,,,,,,,,,,,Scotland,00:03:08.734,Pass,True,73.3,55.1,79.6,45.3,,,
,,,,,,,,,,,,,,,,,0.957221,,,,,,,,,,,,,8a3e3af1-ded0-476d-a6f2-6ef0d4d016e5,115,,"[101.5, 80.0]",3788759,3,,,,-2.3466709,,,,,"[96.3, 74.7]",Low Pass,,7.4249578,,,Billy Gilmour,,,,,,Throw-in,1,From Throw In,"Stephen O""Donnell",9048.0,Right Wing Back,8,Scotland,942,['c743c9f5-07ad-4ff8-a18d-7677743dde82'],32,,,,,,,,,,,,,,Scotland,00:03:32.123,Pass,,101.5,80.0,96.3,74.7,,,
,,,,,,,,,,,,,,,,,0.70985,,,,,,,,,,,,,47f65500-7e4a-431a-bb95-3053db8c1d79,117,,"[96.3, 74.7]",3788759,3,,,,0.32175055,,Right Foot,,,"[104.7, 77.5]",Low Pass,,8.854378,,,"Stephen O""Donnell",,,,,,,1,From Throw In,Billy Gilmour,31067.0,Right Defensive Midfield,8,Scotland,942,['9cd44cc7-c487-4ce2-84e2-cb7f72b258b4'],33,,,,,,,,,,,,,,Scotland,00:03:33.080,Pass,,96.3,74.7,104.7,77.5,,,
,,,,,,,,,,,,,,,,,0.913286,,,,,,,,,,,,,b171abc4-1fea-4aee-b04c-a14287140b02,119,,"[104.7, 77.5]",3788759,3,,,,-3.082139,,Right Foot,,,"[96.3, 77.0]",Ground Pass,,8.414867,,,Billy Gilmour,,,,,,,1,From Throw In,"Stephen O""Donnell",9048.0,Right Wing Back,8,Scotland,942,['27961c56-c450-485a-a7a2-afe3e3d4fea0'],33,,,,,,,,,,,,,,Scotland,00:03:33.790,Pass,,104.7,77.5,96.3,77.0,,,
,,,,,,,,,,,,,,,,,0.67619,,,,,,,,,,,,,659e7d7f-3b26-4e98-a1d3-d58b3c589293,121,,"[96.3, 77.0]",3788759,3,,,,-0.9896118,,Right Foot,,,"[103.0, 66.8]",Ground Pass,,12.203688,,,John McGinn,,,,,,,1,From Throw In,Billy Gilmour,31067.0,Right Defensive Midfield,8,Scotland,942,['d84fccbb-792c-427b-a589-240111befdde'],34,,,,,,,,,,,,,,Scotland,00:03:34.703,Pass,,96.3,77.0,103.0,66.8,,,
,,,,,,,,,,,,,,,,,1.443239,,,,,,,,,,,,,be58d447-96c2-445c-b648-eb0f0021a504,124,,"[103.0, 67.7]",3788759,3,,,,-0.07485985,,Left Foot,,,"[115.0, 66.8]",Ground Pass,,12.033703,,,"Stephen O""Donnell",,,,,,,1,From Throw In,John McGinn,9974.0,Center Attacking Midfield,8,Scotland,942,"['44a95fbc-8e14-465e-93c0-59c56e20efa2', 'c597ab8e-4626-42e3-8247-8de7dc48cbf0']",35,,,,,,,,,,,,,,Scotland,00:03:35.379,Pass,True,103.0,67.7,115.0,66.8,,,
,,,,,,,,,,,,,,,,,1.044397,,,,,,,,,,,,,6dc8f9c0-069e-4d37-bf2b-65eb440b28d4,126,,"[115.0, 66.8]",3788759,3,,,,-1.9150995,deb526b2-a21d-42e9-ae52-52ac961043d9,Right Foot,True,True,"[107.9, 47.0]",Ground Pass,,21.034496,,,Che Adams,True,,,,,,1,From Throw In,"Stephen O""Donnell",9048.0,Right Wing Back,8,Scotland,942,['d8901bb3-8ad3-4e9e-9029-196d340ae14c'],36,,,,,,,,,,,,,,Scotland,00:03:36.823,Pass,,115.0,66.8,107.9,47.0,,,
,,,,,,,,,,,,,,,,,0.797517,,,,,,,,,,,,,9067e380-484c-4386-8698-a06dfe6bc59d,134,,"[7.1, 1.9]",3788759,3,,,,-0.37433362,,Left Foot,,,"[9.9, 0.8]",High Pass,,3.0083218,Out,,,,,,,,Recovery,1,From Throw In,Mason Mount,7843.0,Left Center Midfield,8,Scotland,942,,43,,,,,,,,,,,,,,England,00:03:43.703,Pass,,7.1,1.9,9.9,0.8,,,
,,,,,,,,,,,,,,,,,1.481491,,,,,,,,,,,,,2b1986a2-2106-4123-b87f-88c0db35ee02,135,,"[109.6, 80.0]",3788759,4,True,,,-1.30825,,,,,"[113.9, 64.0]",Low Pass,,16.56774,,,John McGinn,,,,,,Throw-in,1,From Throw In,"Stephen O""Donnell",9048.0,Right Wing Back,9,Scotland,942,['435d7e37-f267-41ce-9065-99463d31b22b'],2,,,,,,,,,,,,,,Scotland,00:04:02.686,Pass,,109.6,80.0,113.9,64.0,,,
