50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,,1.080103,,,,,,,,,,,,,110db74d-45e3-4e66-afeb-1050cd4d6e59,1950,,"[36.0, 21.6]",3788756,46,,,,,-1.7741324,,Right Foot,,,"[34.0, 11.9]",,Ground Pass,,9.904039,,Incomplete,,Frenkie de Jong,,,,,Recovery,2,From Throw In,Memphis Depay,2988.0,Left Center Forward,87,Austria,915,"['4bcf374e-213c-42af-81a9-272794dfe6b0', '67681698-dea0-4211-a411-aea7405edc8d']",13,,,,,,,,,,,,,,Netherlands,00:01:13.019,Pass,,36.0,21.6,34.0,11.9,,,
,,,,,,,,,,,,,,,,,,0.740203,,,,,,,,,,,,,7cc4d063-4f00-4b47-858d-bc76a95aa55f,1955,,"[93.0, 80.0]",3788756,46,,,,,-1.4782047,,,,,"[94.3, 66.0]",,Low Pass,,14.060227,,,,Konrad Laimer,,,,,Throw-in,2,From Throw In,Stefan Lainer,8779.0,Right Wing Back,88,Austria,915,['3a357b7a-e875-478f-b7c1-2822a9844c6d'],27,,,,,,,,,,,,,,Austria,00:01:27.980,Pass,,93.0,80.0,94.3,66.0,,,
,,,,,,,,,,,,,,,,,,0.737791,,,,,,,,,,,,,adab472e-359c-4e6a-a15b-7918921ed898,1958,,"[94.5, 66.0]",3788756,46,,,,,1.5891429,,Right Foot,,,"[94.3, 76.9]",,Low Pass,,10.9018345,,,,Stefan Lainer,,,,,,2,From Throw In,Konrad Laimer,8506.0,Right Center Midfield,88,Austria,915,['c7d4c9be-f070-4e0b-9f37-d2907c3c2aa2'],28,,,,,,,,,,,,,,Austria,00:01:28.823,Pass,,94.5,66.0,94.3,76.9,,,
,,,,,,,,,,,,,,,,,,1.550568,,,,,,,,,,,,,14d01a11-6929-46df-8ab9-865834905411,1961,,"[93.8, 77.0]",3788756,46,,,,,-0.0819059,,Left Foot,,,"[107.2, 75.9]",,High Pass,,13.445073,,Incomplete,,Konrad Laimer,,,,,,2,From Throw In,Stefan Lainer,8779.0,Right Wing Back,88,Austria,915,"['12beab31-0147-471c-ae72-399be3b7a507', 'b6a12fa0-453e-402a-bed5-f1c868038cdd']",29,,,,,,,,,,,,,,Austria,00:01:29.780,Pass,,93.8,77.0,107.2,75.9,,,
,,,,,,,,,,,,,,,,,,1.25886,,,,,,,,,,,,,ef18754f-9e99-47ba-810e-80a091619dea,1965,,"[13.1, 3.9]",3788756,46,,,,,0.57133746,,Right Foot,,,"[17.3, 6.6]",,Ground Pass,,4.9929953,,Incomplete,,Patrick van Aanholt,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,88,Austria,915,"['6ab2f6dc-a607-41f2-9ea3-b3632ad7f851', '6b177d2f-29b4-4f82-9050-2d3449b50f82']",32,,,,,,,,,,,,,,Netherlands,00:01:32.547,Pass,,13.1,3.9,17.3,6.6,,,
,,,,,,,,,,,,,,,,,,3.127981,,,,,,,,,,,,,03f945e8-9945-48b3-a22b-6f7a6ac7e348,1975,,"[13.8, 15.1]",3788756,47,,,,,0.097150825,,Right Foot,,,"[84.6, 22.0]",,High Pass,,71.13544,,Incomplete,,,,,,,Free Kick,2,From Free Kick,Maarten Stekelenburg,20201.0,Goalkeeper,90,Netherlands,941,['882d1827-db5f-4c19-8367-0ad49f8817ae'],32,,,,,,,,,,,,,,Netherlands,00:02:32.776,Pass,,13.8,15.1,84.6,22.0,,,
,,,,,,,,,,,,,,,,,,1.020552,,,,,,,,,,,,,907b8c8b-36f6-4322-b150-9092db1e22d9,1977,,"[70.9, 20.6]",3788756,47,,,,,-0.13552772,,Head,,,"[81.9, 19.1]",,High Pass,,11.101802,,,,Wout Weghorst,,,,,Recovery,2,From Free Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,90,Netherlands,941,['79e83bf4-7d50-40de-bf46-2d6d148ea86e'],37,,,,,,,,,,,,,,Netherlands,00:02:37.960,Pass,,70.9,20.6,81.9,19.1,,,
,,,,,,,,,,,,,,,,,,0.490943,,,,,,,,,,,,,2cf65da1-ee74-4f2c-b3d9-333f2080a1e2,1981,,"[81.2, 15.8]",3788756,47,,,,,2.0537653,,Right Foot,,,"[76.9, 24.0]",,Low Pass,,9.259049,,,,Georginio Wijnaldum,,,,,,2,From Free Kick,Wout Weghorst,7829.0,Right Center Forward,90,Netherlands,941,['bd267302-36b2-4f59-b0cb-5bac65c0418a'],39,,,,,,,,,,,,,,Netherlands,00:02:39.571,Pass,,81.2,15.8,76.9,24.0,,,
,,,,,,,,,,,,,,,,,,1.230703,,,,,,,,,,,,,7db03a22-3341-4b8b-8f0d-fd00f37d2e8b,1985,,"[77.1, 23.8]",3788756,47,,,,,-2.3350708,,Right Foot,,,"[63.2, 9.3]",,Ground Pass,,20.086313,,,,Daley Blind,,,,,,2,From Free Kick,Georginio Wijnaldum,3567.0,Center Attacking Midfield,90,Netherlands,941,['cfebc453-88e7-4826-bdee-ab7b2a09c2d6'],41,,,,,,,,,,,,,,Netherlands,00:02:41.106,Pass,,77.1,23.8,63.2,9.3,,,
,,,,,,,,,,,,,,,,,,1.030209,,,,,,,,,,,,,23e0f358-0938-46f9-a6c9-d53ae7614216,1987,,"[63.4, 8.8]",3788756,47,,,,,-0.4499966,,Left Foot,,,"[75.2, 3.1]",,Ground Pass,,13.104579,,,,Patrick van Aanholt,,,,,,2,From Free Kick,Daley Blind,3311.0,Left Center Back,90,Netherlands,941,['0a354fb4-5ea8-4665-92a4-711afa5a0b41'],42,,,,,,,,,,,,,,Netherlands,00:02:42.337,Pass,,63.4,8.8,75.2,3.1,,,
,,,,,,,,,,,,,,,,,,0.891833,,,,,,,,,,,,,d562e046-7e8f-452d-813c-a4dcf228d02a,1989,,"[75.4, 3.1]",3788756,47,,,,,1.3066262,,Right Foot,,,"[78.7, 15.3]",,Ground Pass,,12.638433,,,,Frenkie de Jong,,,,,,2,From Free Kick,Patrick van Aanholt,3321.0,Left Wing Back,90,Netherlands,941,['6040fb09-6548-45eb-8b36-ad3ec73827d0'],43,,,,,,,,,,,,,,Netherlands,00:02:43.367,Pass,,75.4,3.1,78.7,15.3,,,
,,,,,,,,,,,,,,,,,,1.029676,,,,,,,,,,,,,1b95e163-d731-4587-abc7-89ec24b7aded,1998,,"[62.6, 74.2]",3788756,47,,,,,-1.4174639,,Right Foot,,,"[64.3, 63.2]",,Ground Pass,,11.130589,,,,Konrad Laimer,,,,,,2,Regular Play,Christoph Baumgartner,24977.0,Right Center Forward,91,Austria,915,"['64f503a0-8a81-465d-aa81-4e370cf909ce', '7dd88022-1eac-4117-b8c8-4f62692c7068']",47,,,,,,,,,,,,,,Austria,00:02:47.135,Pass,True,62.6,74.2,64.3,63.2,,,
,,,,,,,,,,,,,,,,,,1.066646,,,,,,,,,,,,,a0924b0d-668b-433d-8d4c-b4d93035d354,2002,,"[71.4, 64.5]",3788756,47,,,,,-1.184663,,Right Foot,,,"[80.1, 43.1]",,Ground Pass,,23.100866,,,,Michael Gregoritsch,,,,,,2,Regular Play,Konrad Laimer,8506.0,Right Center Midfield,91,Austria,915,"['50457120-6ffb-4053-992a-75f26277af0e', '7dd88022-1eac-4117-b8c8-4f62692c7068', '83465bbf-d57e-408a-9b3e-f37a4ee39d62']",48,,,,,,,,,,,,,,Austria,00:02:48.837,Pass,True,71.4,64.5,80.1,43.1,,,
,,,,,,,,,,,,,,,,,,0.578421,,,,,,,,,,,,,ad83ea7a-d45f-4e27-bcfd-f1339e9d75d1,2005,,"[79.8, 45.6]",3788756,47,,,,,-1.3771744,,Right Foot,,,"[81.8, 35.4]",,Ground Pass,,10.394229,,,,Marcel Sabitzer,,,,,,2,Regular Play,Michael Gregoritsch,8309.0,Left Center Forward,91,Austria,915,['e8f60299-7a91-4f9d-8076-c6cd941ebbe1'],49,,,,,,,,,,,,,,Austria,00:02:49.943,Pass,,79.8,45.6,81.8,35.4,,,
,,,,,,,,,,,,,,,,,,0.307892,,,,,,,,,,,,,2cd86ab4-a36b-4336-8979-c42906d65e4f,2008,,"[89.5, 43.6]",3788756,47,,,,,-0.7853982,,Right Foot,,,"[93.0, 40.1]",,Ground Pass,,4.9497476,,Incomplete,,Konrad Laimer,,,,,,2,Regular Play,Marcel Sabitzer,8518.0,Left Center Midfield,91,Austria,915,"['1e7359eb-6d41-4b28-91a0-6d85e3c92742', '24dfd55a-d4a6-4214-977e-40eeedfb3cc8']",52,,,,,,,,,,,,,,Austria,00:02:52.262,Pass,,89.5,43.6,93.0,40.1,,,
,,,,,,,,,,,,,,,,,,1.345782,,,,,,,,,,,,,dde76104-18c6-43f0-a81f-18089d4d0973,2011,,"[35.5, 31.5]",3788756,47,,,,,1.2220253,,Right Foot,,,"[40.3, 44.7]",,Ground Pass,,14.04564,,,,Georginio Wijnaldum,,,,,Recovery,2,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,92,Netherlands,941,['634c7d45-8cf1-4226-a993-dcc235fa0f48'],53,,,,,,,,,,,,,,Netherlands,00:02:53.903,Pass,,35.5,31.5,40.3,44.7,,,
,,,,,,,,,,,,,,,,,,2.354126,,,,,,,,,,,,,87a1b19b-3cf9-4d2d-9cf3-ba2df20a565a,2024,,"[39.5, 56.9]",3788756,48,,,,,-0.8418166,,Right Foot,,,"[53.7, 41.0]",,Ground Pass,,21.317833,,,,Frenkie de Jong,,,,,,2,Regular Play,Georginio Wijnaldum,3567.0,Center Attacking Midfield,92,Netherlands,941,['63888262-d774-4542-bf09-c38879c2cd1b'],2,,,,,,,,,,,,,,Netherlands,00:03:02.173,Pass,,39.5,56.9,53.7,41.0,,,
,,,,,,,,,,,,,,,,,,1.546544,,,,,,,,,,,,,be704194-0b44-41b7-9bae-39939226e2fe,2027,,"[71.4, 40.3]",3788756,48,,,,,1.1193433,,Left Foot,,,"[84.2, 66.7]",,Ground Pass,,29.339394,,,,Denzel Dumfries,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,92,Netherlands,941,['a1ee75d9-cf69-4093-a132-23f17881512f'],6,,,,,,,,,,,,,,Netherlands,00:03:06.628,Pass,,71.4,40.3,84.2,66.7,,,
,,,,,,,,,,,,,,,,,,1.371437,,,,,,,,,,,,,92b9a237-0888-4ce9-8815-b29425028f48,2030,,"[113.5, 71.6]",3788756,48,,,,,-2.3099642,9e79150c-86fe-430b-9869-7fb5c96bfb86,Right Foot,,,"[100.1, 56.9]",,Ground Pass,,19.890953,,,,Georginio Wijnaldum,True,,,,,2,Regular Play,Denzel Dumfries,8125.0,Right Wing Back,92,Netherlands,941,['be9b7a44-8dc3-4a8b-aa2a-27167181914f'],11,,,,,,,,,,,,,,Netherlands,00:03:11.913,Pass,,113.5,71.6,100.1,56.9,,,
,,,,,,,,,,,,,,,,,,1.995248,,,,,,,,,,,,,e399148b-a2cb-4c40-9f6f-29395ca8b7ac,2036,,"[25.7, 17.4]",3788756,48,,,,,-0.28778306,,Left Foot,,,"[50.7, 10.0]",,High Pass,,26.072206,,,,Marcel Sabitzer,,,,,Recovery,2,Regular Play,Andreas Ulmer,8777.0,Left Wing Back,92,Netherlands,941,['4f2d00a6-b4fc-40bb-9bde-ba1ab588132a'],17,,,,,,,,,,,,,,Austria,00:03:17.158,Pass,,25.7,17.4,50.7,10.0,,,
,,,,,,,,,,,,,,,,,,2.02346,,,,,,,,,,,,,930dcb01-f0fe-41ca-b407-32c6f3934010,2039,,"[51.4, 15.2]",3788756,48,,,,,0.6419151,,Right Foot,,,"[71.6, 30.3]",,Ground Pass,,25.220032,,Incomplete,,Christoph Baumgartner,,,,,,2,Regular Play,Marcel Sabitzer,8518.0,Left Center Midfield,92,Netherlands,941,"['7427631a-9565-42cc-84ea-8c48c5d1275f', '9e3fa218-d498-4935-ab7b-3ab0b4bb7e5a']",22,,,,,,,,,,,,,,Austria,00:03:22.159,Pass,,51.4,15.2,71.6,30.3,,,
,,,,,,,,,,,,,,,,,,1.311342,,,,,,,,,,,,,7427631a-9565-42cc-84ea-8c48c5d1275f,2042,,"[48.5, 49.8]",3788756,48,,,,,1.5707964,,Right Foot,,,"[48.5, 58.5]",,Ground Pass,,8.7,,,,Marten de Roon,,,,,Interception,2,Regular Play,Daley Blind,3311.0,Left Center Back,92,Netherlands,941,"['3e92b160-5003-42de-a283-ac704ac35e31', '930dcb01-f0fe-41ca-b407-32c6f3934010']",24,,,,,,,,,,,,,,Netherlands,00:03:24.182,Pass,,48.5,49.8,48.5,58.5,,,
,,,,,,,,,,,,,,,,,,3.358511,,,,,,,,,,,,,ab7339c8-1838-4a98-921d-a0e4c7d48ed8,2044,,"[48.5, 58.5]",3788756,48,,,,,-2.532669,,Right Foot,,,"[22.4, 40.3]",,Ground Pass,,31.81902,,,,Matthijs de Ligt,,,,,,2,Regular Play,Marten de Roon,6994.0,Right Defensive Midfield,92,Netherlands,941,['91864a48-c235-4264-bb6a-89050beeca0a'],25,,,,,,,,,,,,,,Netherlands,00:03:25.494,Pass,,48.5,58.5,22.4,40.3,,,
,,,,,,,,,,,,,,,,,,1.633047,,,,,,,,,,,,,01139289-aa61-4f46-a453-72b3e659263f,2047,,"[27.4, 38.8]",3788756,48,,,,,-1.1940436,,Right Foot,,,"[36.5, 15.8]",,Ground Pass,,24.734793,,,,Patrick van Aanholt,,,,,,2,Regular Play,Matthijs de Ligt,8069.0,Center Back,92,Netherlands,941,['36158943-49b0-43ce-a71d-d9f4cb8e9d4f'],33,,,,,,,,,,,,,,Netherlands,00:03:33.020,Pass,,27.4,38.8,36.5,15.8,,,
,,,,,,,,,,,,,,,,,,1.036303,,,,,,,,,,,,,2a4e0b12-3f77-464d-aca3-bcfb010f331a,2050,,"[40.5, 14.1]",3788756,48,,,,,0.1235061,,Left Foot,,,"[55.0, 15.9]",,Ground Pass,,14.611297,,,,Frenkie de Jong,,,,,,2,Regular Play,Patrick van Aanholt,3321.0,Left Wing Back,92,Netherlands,941,['c6aef249-637a-40c0-aede-a175551d6ba8'],35,,,,,,,,,,,,,,Netherlands,00:03:35.473,Pass,,40.5,14.1,55.0,15.9,,,
,,,,,,,,,,,,,,,,,,1.139583,,,,,,,,,,,,,ac87f43b-f094-4b32-a35b-81383d229eaf,2053,,"[55.0, 15.9]",3788756,48,,,,,-2.4388785,,Right Foot,,,"[45.2, 7.6]",,Ground Pass,,12.842507,,,,Patrick van Aanholt,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,92,Netherlands,941,['44946223-bed6-4bd6-b502-1cfe0815ff24'],38,,,,,,,,,,,,,,Netherlands,00:03:38.725,Pass,,55.0,15.9,45.2,7.6,,,
,,,,,,,,,,,,,,,,,,1.063864,,,,,,,,,,,,,459a2996-db8e-48ce-9f1f-8a508b8fd984,2056,,"[45.5, 7.6]",3788756,48,,,,,2.1243863,,Left Foot,,,"[36.6, 22.0]",,Ground Pass,,16.92838,,,,Daley Blind,,,,,,2,Regular Play,Patrick van Aanholt,3321.0,Left Wing Back,92,Netherlands,941,['2c40191b-cef8-4b22-8798-e834eccc6180'],40,,,,,,,,,,,,,,Netherlands,00:03:40.822,Pass,,45.5,7.6,36.6,22.0,,,
,,,,,,,,,,,,,,,,,,0.708248,,,,,,,,,,,,,ebe2070e-84b1-49c5-9f1f-122dbdd95b47,2059,,"[36.0, 22.8]",3788756,48,,,,,0.65073425,,Left Foot,,,"[44.8, 29.5]",,Ground Pass,,11.060289,,,,Marten de Roon,,,,,,2,Regular Play,Daley Blind,3311.0,Left Center Back,92,Netherlands,941,['784ad648-9be1-4592-a7bb-70483de8a3e2'],45,,,,,,,,,,,,,,Netherlands,00:03:45.342,Pass,,36.0,22.8,44.8,29.5,,,
,,,,,,,,,,,,,,,,,,0.620304,,,,,,,,,,,,,d0e19982-a2fc-430c-b876-2b713b96f2ae,2062,,"[45.2, 29.5]",3788756,48,,,,,-1.3039356,,Right Foot,,,"[49.0, 15.6]",,Ground Pass,,14.410066,,,,Frenkie de Jong,,,,,,2,Regular Play,Marten de Roon,6994.0,Right Defensive Midfield,92,Netherlands,941,['dd604dbe-7e08-4cd6-94c1-4fbb7d35bfbb'],46,,,,,,,,,,,,,,Netherlands,00:03:46.623,Pass,,45.2,29.5,49.0,15.6,,,
,,,,,,,,,,,,,,,,,,2.737641,,,,,,,,,,,,,e0f87f6b-929b-40d0-89c2-c0184aff4d8f,2066,,"[62.9, 9.1]",3788756,48,,,,,0.44809017,,Left Foot,,,"[91.4, 22.8]",,Ground Pass,,31.621828,,,,Wout Weghorst,,,Through Ball,True,,2,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,92,Netherlands,941,"['89460eac-ea19-400e-8334-b6a0a3f72a69', 'eb866373-4b43-4ef5-95eb-55137a7879f3']",51,,,,,,,,,,,,,,Netherlands,00:03:51.794,Pass,True,62.9,9.1,91.4,22.8,,,
,,,,,,,,,,,,,,,,,,0.730112,,,,,,,,,,,,,0b28da9e-e24a-4bfe-a33d-8f74e3d30b06,2074,,"[10.8, 40.3]",3788756,48,,,,,-0.87680936,,Right Foot,,,"[21.7, 27.2]",,Ground Pass,,17.041714,,,,Martin Hinteregger,,,,,,2,Regular Play,Daniel Bachmann,21532.0,Goalkeeper,93,Austria,915,['a34dc45c-2e40-4c29-aa05-1aeb63804c74'],59,,,,,,,,,,,,,,Austria,00:03:59.524,Pass,,10.8,40.3,21.7,27.2,,,
,,,,,,,,,,,,,,,,,,1.272765,,,,,,,,,,,,,54e55aba-e107-4352-81e9-48cd9e2c69f4,2077,,"[31.7, 24.2]",3788756,49,,,,,1.7055676,,Left Foot,,,"[29.3, 41.9]",,Ground Pass,,17.86197,,,,David Olatukunbo Alaba,,,,,,2,Regular Play,Martin Hinteregger,8307.0,Left Center Back,93,Austria,915,['403050dd-94d4-4748-aa0f-b12f74003123'],6,,,,,,,,,,,,,,Austria,00:04:06.595,Pass,,31.7,24.2,29.3,41.9,,,
,,,,,,,,,,,,,,,,,,0.980835,,,,,,,,,,,,,3f171a7e-c14e-411c-87d7-9c9f3de294d5,2080,,"[29.5, 41.9]",3788756,49,,,,,1.1173698,,Left Foot,,,"[41.0, 65.5]",,Ground Pass,,26.25281,,,,Aleksandar Dragović,,,,,,2,Regular Play,David Olatukunbo Alaba,8220.0,Center Back,93,Austria,915,['fa923fcc-6e10-425b-a424-9498a9c96482'],9,,,,,,,,,,,,,,Austria,00:04:09.460,Pass,,29.5,41.9,41.0,65.5,,,
,,,,,,,,,,,,,,,,,,1.276189,,,,,,,,,,,,,857d6df0-7c5f-4906-a075-107fd47f652d,2083,,"[41.5, 66.3]",3788756,49,,,,,-0.6666184,,Right Foot,,,"[55.1, 55.6]",,Ground Pass,,17.304625,,,,Konrad Laimer,,,,,,2,Regular Play,Aleksandar Dragović,3969.0,Right Center Back,93,Austria,915,['986560ea-acda-47bc-bf1f-6e43fe72cab9'],11,,,,,,,,,,,,,,Austria,00:04:11.600,Pass,,41.5,66.3,55.1,55.6,,,
,,,,,,,,,,,,,,,,,,1.6675,,,,,,,,,,,,,afe3995f-9cba-4965-8726-b9cfa0cc0090,2087,,"[53.6, 54.6]",3788756,49,,,,,-2.7668192,,Right Foot,,,"[32.5, 46.3]",,Ground Pass,,22.673773,,,,David Olatukunbo Alaba,,,,,,2,Regular Play,Konrad Laimer,8506.0,Right Center Midfield,93,Austria,915,"['9290c64b-f3a8-4796-bb09-74c49383bc03', 'ca37c04e-53cf-40e7-9983-d496df64e4a0']",12,,,,,,,,,,,,,,Austria,00:04:12.996,Pass,True,53.6,54.6,32.5,46.3,,,
,,,,,,,,,,,,,,,,,,1.385161,,,,,,,,,,,,,a1e8d3f7-c95b-40f0-9ed4-b40e4c552954,2090,,"[37.0, 46.5]",3788756,49,,,,,1.4153049,,Left Foot,,,"[39.9, 65.0]",,Ground Pass,,18.725918,,,,Aleksandar Dragović,,,,,,2,Regular Play,David Olatukunbo Alaba,8220.0,Center Back,93,Austria,915,['1c3a13ca-6d9f-4fc1-9e09-c2af0c33c98e'],19,,,,,,,,,,,,,,Austria,00:04:19.106,Pass,,37.0,46.5,39.9,65.0,,,
,,,,,,,,,,,,,,,,,,1.783143,,,,,,,,,,,,,7026a54f-d10a-4647-b144-40a3bc64c1f3,2093,,"[39.9, 65.0]",3788756,49,,,,,0.43341923,,Right Foot,,,"[58.7, 73.7]",,Ground Pass,,20.715454,,,,Konrad Laimer,,,,,,2,Regular Play,Aleksandar Dragović,3969.0,Right Center Back,93,Austria,915,['1a7fdd31-738a-4c50-a912-f0be1aab658d'],20,,,,,,,,,,,,,,Austria,00:04:20.748,Pass,,39.9,65.0,58.7,73.7,,,
,,,,,,,,,,,,,,,,,,0.926492,,,,,,,,,,,,,9169f5e7-cba8-4d5f-87eb-2906cf8041cb,2096,,"[93.3, 72.3]",3788756,49,,,,,-1.2931812,,Right Foot,,,"[98.8, 53.0]",,High Pass,,20.068382,,,,Christoph Baumgartner,,,,,,2,Regular Play,Konrad Laimer,8506.0,Right Center Midfield,93,Austria,915,['3ddac1eb-86d8-40f6-8b5b-4b18c6d5aa5a'],30,,,,,,,,,,,,,,Austria,00:04:30.846,Pass,,93.3,72.3,98.8,53.0,,,
,,,,,,,,,,,,,,,,,,2.139535,,,,,,,,,,,,,cc7fce69-ece0-40d9-815a-a32301c35095,2098,,"[99.5, 53.0]",3788756,49,,,,True,-2.177629,,,,,"[91.1, 40.9]",,Low Pass,,14.729901,,Incomplete,,Marcel Sabitzer,,,,,,2,Regular Play,Christoph Baumgartner,24977.0,Right Center Forward,93,Austria,915,"['b6d84e94-4efd-4404-b7a1-ded6b31ae104', 'b8e67270-774d-4327-9a74-65adde0aa6b4', 'e8951352-e253-4c35-aff8-2997fd85cf28']",31,,,,,,,,,,,,,,Austria,00:04:31.812,Pass,True,99.5,53.0,91.1,40.9,,,
,,,,,,,,,,,,,,,,,,1.843027,,,,,,,,,,,,,6e22533f-1643-47f0-a1c6-fab4482557fe,2103,,"[27.8, 38.8]",3788756,49,,,,,2.8513277,,Right Foot,,,"[4.7, 45.7]",,Ground Pass,,24.108505,,,,Maarten Stekelenburg,,,,,,2,Regular Play,Georginio Wijnaldum,3567.0,Center Attacking Midfield,93,Austria,915,['21a2abf6-03e7-4035-94e7-502beef1480c'],34,,,,,,,,,,,,,,Netherlands,00:04:34.981,Pass,,27.8,38.8,4.7,45.7,,,
,,,,,,,,,,,,,,,,,,3.09118,,,,,,,,,,,,,0977074f-10b4-4fde-818f-0f2ae14c99c2,2106,,"[3.9, 45.2]",3788756,49,,,,,-0.12659213,,Right Foot,,,"[64.4, 37.5]",,High Pass,,60.988033,,Unknown,,Wout Weghorst,,,,,,2,Regular Play,Maarten Stekelenburg,20201.0,Goalkeeper,93,Austria,915,['ce8fdd19-2d7b-49cc-bfd5-8c80c84f5dc7'],38,,,,,,,,,,,,,,Netherlands,00:04:38.358,Pass,,3.9,45.2,64.4,37.5,,,
,,,,,,,,,,,,,,,,,,2.209648,,,,,,,,,,,,,d0160f42-4c12-44d4-a731-ccdcf03564eb,2110,,"[55.6, 41.9]",3788756,49,,,,,-1.2211893,,Left Foot,,,"[62.6, 22.7]",,Ground Pass,,20.436243,,,,Martin Hinteregger,,,,,Free Kick,2,From Free Kick,Xaver Schlager,8769.0,Center Defensive Midfield,94,Austria,915,['c1bc156b-d5ad-46c3-ad95-b53085ed560d'],49,,,,,,,,,,,,,,Austria,00:04:49.802,Pass,,55.6,41.9,62.6,22.7,,,
,,,,,,,,,,,,,,,,,,2.764401,,,,,,,,,,,,,d1d9699a-4195-4365-9820-66381cf999c4,2113,,"[62.8, 22.4]",3788756,49,,,,,0.6180508,,Left Foot,,,"[110.2, 56.1]",,High Pass,,58.158833,,,,Stefan Lainer,,,,,,2,From Free Kick,Martin Hinteregger,8307.0,Left Center Back,94,Austria,915,['1eeb66b6-a662-4a64-b297-9ca1bc619fdd'],53,,,,,,,,,,,,,,Austria,00:04:53.493,Pass,,62.8,22.4,110.2,56.1,,,
,,,,,,,,,,,,,,,,,,1.13978,,,,,,,,,,,,,5fb811f5-e44a-4d79-83d9-91f7f8f07269,2115,,"[109.9, 56.1]",3788756,49,,,,,-2.4468544,,Head,,,"[101.5, 49.1]",,Low Pass,,10.93435,,,,Michael Gregoritsch,,,,,,2,From Free Kick,Stefan Lainer,8779.0,Right Wing Back,94,Austria,915,['d440e7a8-2fb7-42fc-86fc-78129c90ac88'],56,,,,,,,,,,,,,,Austria,00:04:56.297,Pass,,109.9,56.1,101.5,49.1,,,
,,,,,,,,,,,,,,,,,,0.734306,,,,,,,,,,,,,974e31ba-ed86-4633-a912-77f9272abb73,2118,,"[99.8, 51.6]",3788756,49,,,,,-1.6932573,,Left Foot,,,"[98.2, 38.6]",,Ground Pass,,13.098091,,,,Christoph Baumgartner,,,,,,2,From Free Kick,Michael Gregoritsch,8309.0,Left Center Forward,94,Austria,915,['00a33bb6-dbca-4b23-8468-e1215c11d49d'],58,,,,,,,,,,,,,,Austria,00:04:58.901,Pass,,99.8,51.6,98.2,38.6,,,
,,,,,,,,,,,,,,,,,,1.226625,,,,,,,,,,,,,365c425a-70b7-4fe3-929e-97883058200d,2121,,"[98.2, 38.6]",3788756,49,,,,,0.7631796,,Right Foot,,,"[109.7, 49.6]",,Ground Pass,,15.913831,,Incomplete,,Michael Gregoritsch,,,,,,2,From Free Kick,Christoph Baumgartner,24977.0,Right Center Forward,94,Austria,915,"['5f138f5a-8239-44e4-887c-2da2a5281151', 'ac7859a6-c22f-4cb7-948f-34a7cc9eef4c']",59,,,,,,,,,,,,,,Austria,00:04:59.675,Pass,,98.2,38.6,109.7,49.6,,,
,,,,,,,,,,,,,,,,,,1.776953,,,,,,,,,,,,,79876acc-7c3a-4245-8e0d-b454bb99426d,2125,,"[10.9, 37.7]",3788756,50,,,,,0.23236673,,Right Foot,,,"[50.2, 47.0]",,High Pass,,40.385395,,Incomplete,,,,,,,,2,From Free Kick,Patrick van Aanholt,3321.0,Left Wing Back,94,Austria,915,['48b9a365-d8b1-4e65-b966-4e2fe89929b0'],2,,,,,,,,,,,,,,Netherlands,00:05:02.493,Pass,,10.9,37.7,50.2,47.0,,,
