50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,1.249217,,,,,,,,,,,,,,004662d3-4676-486d-b80d-9ef8d9762443,3160,,"[98.0, 0.4]",3788760,86,,,,,-0.0329551,,Left Foot,,,"[107.1, 0.1]",,High Pass,,9.104943,,Out,,Nikola Vlašić,,,,,,2,Regular Play,Ivan Perišić,5474.0,Left Wing,163,Croatia,785,['b609b5ca-e61b-4479-b568-7fdc02b81433'],6,,,,,,,,,,,,,,,,Croatia,00:41:06.988,Pass,,98.0,0.4,107.1,0.1,,,
,,,,,,,,,,,,,,1.661422,,,,,,,,,,,,,,98388ac1-1c96-4bfa-967e-38cc48a27a18,3164,,"[14.3, 80.0]",3788760,86,,,,,-0.078132436,,,,,"[70.5, 75.6]",,High Pass,,56.37198,,,,Michael Krmenčík,,,,,Throw-in,2,From Throw In,Vladimír Coufal,16570.0,Right Back,164,Czech Republic,912,['a8a39fcd-d0f3-4968-8481-c5232d708266'],58,,,,,,,,,,,,,,,,Czech Republic,00:41:58.263,Pass,,14.3,80.0,70.5,75.6,,,
,,,,,,,,,,,,,,1.048071,,,,,,,,,,,,,,49ba9bcd-61c6-4149-a8bc-1e3cd9525030,3168,,"[71.1, 76.2]",3788760,87,,,,,1.2679114,,Left Foot,,,"[72.1, 79.4]",,Low Pass,,3.3526108,,,,Petr Ševčík,,,,,,2,From Throw In,Michael Krmenčík,16037.0,Center Forward,164,Czech Republic,912,"['31b96071-63f5-468f-8358-7595a62d2cb0', 'ef3a183f-e32c-4304-b55c-cc66594951c5']",0,,,,,,,,,,,,,,,,Czech Republic,00:42:00.435,Pass,True,71.1,76.2,72.1,79.4,,,
,,,,,,,,,,,,,,0.632195,,,,,,,,,,,,,,20d2f039-50e2-4af1-b441-edeabb8c73e4,3171,,"[72.1, 79.4]",3788760,87,,,,,-0.9197196,,Right Foot,,,"[73.7, 77.3]",,Low Pass,,2.6400757,,Incomplete,,Michael Krmenčík,,,,,,2,From Throw In,Petr Ševčík,23454.0,Right Wing,164,Czech Republic,912,"['5e1a4975-e727-4013-b3b3-669422732e16', '7d22a6d6-1aaf-4f4e-9733-dc01088bddbe']",1,,,,,,,,,,,,,,,,Czech Republic,00:42:01.951,Pass,,72.1,79.4,73.7,77.3,,,
,,,,,,,,,,,,,,1.351724,,,,,,,,,,,,,,7be6f154-8199-4b54-978c-2002850d75b9,3175,,"[82.4, 80.0]",3788760,87,,,,,-0.28546286,,,,,"[91.6, 77.3]",,Low Pass,,9.588014,,,,Petr Ševčík,,,,,Throw-in,2,From Throw In,Vladimír Coufal,16570.0,Right Back,165,Czech Republic,912,['c41b4fc3-c180-4e39-b066-53ecad7c8bfe'],11,,,,,,,,,,,,,,,,Czech Republic,00:42:11.283,Pass,,82.4,80.0,91.6,77.3,,,
,,,,,,,,,,,,,,1.126552,,,,,,,,,,,,,,7b984ccc-bf04-4f84-b5f0-5a2df0d92c3a,3179,,"[92.9, 76.6]",3788760,87,,,,,3.0564332,,Right Foot,,,"[84.7, 77.3]",,Ground Pass,,8.229824,,,,Vladimír Coufal,,,,,,2,From Throw In,Petr Ševčík,23454.0,Right Wing,165,Czech Republic,912,['ee762336-d4a5-4a8a-aa17-35fdb94d0c5d'],15,,,,,,,,,,,,,,,,Czech Republic,00:42:15.276,Pass,,92.9,76.6,84.7,77.3,,,
,,,,,,,,,,,,,,1.312053,,,,,,,,,,,,,,1cae3830-970d-4b4a-8036-817b3826c517,3183,,"[83.5, 77.2]",3788760,87,,,,,3.0191317,,Left Foot,,,"[70.5, 78.8]",,Ground Pass,,13.098091,,,,Ondrej Celustka,,,,,,2,From Throw In,Vladimír Coufal,16570.0,Right Back,165,Czech Republic,912,['e0838f2a-7358-4373-b669-54546ae78018'],19,,,,,,,,,,,,,,,,Czech Republic,00:42:19.012,Pass,,83.5,77.2,70.5,78.8,,,
,,,,,,,,,,,,,,2.376538,,,,,,,,,,,,,,d475fd4f-4e84-4bb0-ad89-9dd9386ba166,3187,,"[77.4, 75.0]",3788760,87,,,,,-1.0988345,,Right Foot,,,"[104.3, 22.3]",,High Pass,,59.168404,,,,Jan Bořil,,True,,,,2,From Throw In,Ondrej Celustka,30328.0,Right Center Back,165,Czech Republic,912,['f78af877-617d-4596-87a4-ba09614702bb'],23,,,,,,,,,,,,,,,,Czech Republic,00:42:23.711,Pass,,77.4,75.0,104.3,22.3,,,
,,,,,,,,,,,,,,3.671935,,,,,,,,,,,,,,b518410e-adf6-49d5-9ead-24a8ce809042,3196,,"[20.7, 54.4]",3788760,87,,,,,0.5775863,,Right Foot,,,"[49.7, 73.3]",,High Pass,,34.61517,,,,Nikola Vlašić,,,,,Recovery,2,Regular Play,Šime Vrsaljko,5461.0,Right Back,166,Croatia,785,"['47748b7c-1295-4ec2-aeb8-ae470eeaf623', 'b673b8ed-cd87-46ee-bc60-b8609d7ac82d']",31,,,,,,,,,,,,,,,,Croatia,00:42:31.086,Pass,True,20.7,54.4,49.7,73.3,,,
,,,,,,,,,,,,,,0.152511,,,,,,,,,,,,,,3296393f-dc95-4ea9-9130-9e03c60d86f6,3208,,"[34.1, 5.1]",3788760,87,,,,,0.22990443,,Right Foot,,,"[38.8, 6.2]",,Ground Pass,,4.8270073,,Incomplete,,Tomáš Souček,,,,,,2,Regular Play,Jan Bořil,4875.0,Left Back,166,Croatia,785,"['247fb43e-5056-48eb-9c2f-473b382b8ecd', 'd031935b-b5f0-4a54-9157-d1ebe7ad70e3', 'd252f788-9619-43eb-93a0-3768cd9831b0']",45,,,,,,,,,,,,,,,,Czech Republic,00:42:45.214,Pass,True,34.1,5.1,38.8,6.2,,,
,,,,,,,,,,,,,,1.31823,,,,,,,,,,,,,,0f803423-f540-4116-85ab-dab400601615,3215,,"[54.4, 57.9]",3788760,87,,,,,-1.3948567,,Right Foot,,,"[57.6, 39.9]",,Ground Pass,,18.282232,,,,Marcelo Brozović,,,,,,2,Regular Play,Dejan Lovren,3471.0,Right Center Back,166,Croatia,785,['31ce46e5-349d-427d-8d75-396631d5bfea'],50,,,,,,,,,,,,,,,,Croatia,00:42:50.265,Pass,,54.4,57.9,57.6,39.9,,,
,,,,,,,,,,,,,,1.40637,,,,,,,,,,,,,,eb0dc4ac-4f68-4a85-926b-0bdb6fdd0040,3218,,"[57.6, 35.2]",3788760,87,,,,,-1.2329943,,Left Foot,,,"[68.7, 3.6]",,Low Pass,,33.492836,,,,Joško Gvardiol,,,,,,2,Regular Play,Marcelo Brozović,5469.0,Left Center Midfield,166,Croatia,785,['63feea92-8283-4004-8320-c7a8f44225c2'],53,,,,,,,,,,,,,,,,Croatia,00:42:53.267,Pass,,57.6,35.2,68.7,3.6,,,
,,,,,,,,,,,,,,1.958267,,,,,,,,,,,,,,c8de29c4-c0ca-466e-b3ff-a2a9b38caa9d,3221,,"[72.0, 2.0]",3788760,87,,,,,0.5347103,,Left Foot,,,"[105.6, 21.9]",,High Pass,,39.050865,,,,Ivan Perišić,,,,,,2,Regular Play,Joško Gvardiol,33018.0,Left Back,166,Croatia,785,['161e2357-2787-40a4-9baa-46da31211140'],56,,,,,,,,,,,,,,,,Croatia,00:42:56.151,Pass,,72.0,2.0,105.6,21.9,,,
,,,,,,,,,,,,,,1.062081,,,,,,,,,,,,,,d3439601-ad39-4175-8103-3ea62dcd656e,3223,,"[105.8, 21.9]",3788760,87,,,,,1.6135054,fe788a75-0dd5-4bdb-8d08-1c6344b0abb3,Head,,,"[105.3, 33.6]",,High Pass,,11.710679,,,,Bruno Petković,True,,,,,2,Regular Play,Ivan Perišić,5474.0,Left Wing,166,Croatia,785,['a5535172-2a6e-4d9f-a787-36fb32ef003d'],58,,,,,,,,,,,,,,,,Croatia,00:42:58.120,Pass,,105.8,21.9,105.3,33.6,,,
,,,,,,,,,,,,,,1.485352,,,,,,,,,,,,,,2bd116f2-39d0-4f59-92db-cc0a930c9379,3230,,"[120.0, 80.0]",3788760,88,,,,,-1.8612278,626eb16c-eeaa-4915-968c-aae9732ece59,Right Foot,,,"[109.3, 44.2]",,High Pass,,37.364822,,,True,Bruno Petković,True,,Outswinging,,Corner,2,From Corner,Luka Modrić,5463.0,Right Center Midfield,167,Croatia,785,['00540c13-d6bd-41e0-a011-204285022713'],29,,,,,,,,,,,,,,,,Croatia,00:43:29.390,Pass,,120.0,80.0,109.3,44.2,,,
,,,,,,,,,,,,,,1.588438,,,,,,,,,,,,,,92c43188-7eaa-4647-a90c-9abd4282a22e,3236,,"[120.0, 80.0]",3788760,88,,,,,-1.805137,,Right Foot,,,"[111.0, 42.3]",,High Pass,,38.759384,,Incomplete,True,Dejan Lovren,,,Outswinging,,Corner,2,From Corner,Luka Modrić,5463.0,Right Center Midfield,168,Croatia,785,"['83fc080b-5a78-4d42-9167-471ae596b280', 'c0e1c54e-5b16-4a0c-ac87-e761956d63c5']",49,,,,,,,,,,,,,,,,Croatia,00:43:49.366,Pass,,120.0,80.0,111.0,42.3,,,
,,,,,,,,,,,,,,2.99689,,,,,,,,,,,,,,280a207e-3ed0-4ff1-be5d-4771fa436c18,3240,,"[68.3, 53.8]",3788760,88,,,,,-2.4580452,,Left Foot,,,"[40.8, 31.4]",,Ground Pass,,35.468437,,,,Šime Vrsaljko,,,,,Recovery,2,From Corner,Marcelo Brozović,5469.0,Left Center Midfield,168,Croatia,785,['69046e61-7c97-45b5-8187-d035cc51616f'],55,,,,,,,,,,,,,,,,Croatia,00:43:55.393,Pass,,68.3,53.8,40.8,31.4,,,
,,,,,,,,,,,,,,2.039894,,,,,,,,,,,,,,5b2d3b61-fef6-463e-9616-d62713fdbaef,3243,,"[35.8, 24.6]",3788760,89,,,,,2.632601,,Left Foot,,,"[13.4, 37.1]",,Ground Pass,,25.651705,,,,Dominik Livaković,,,,,,2,From Corner,Šime Vrsaljko,5461.0,Right Back,168,Croatia,785,['72056797-e6bc-4af3-aa11-773acad5785d'],1,,,,,,,,,,,,,,,,Croatia,00:44:01.617,Pass,,35.8,24.6,13.4,37.1,,,
,,,,,,,,,,,,,,1.271017,,,,,,,,,,,,,,bf0ce902-e715-472f-9567-c9a3bfab2b77,3246,,"[13.7, 40.5]",3788760,89,,,,,1.236267,,Right Foot,,,"[20.2, 59.2]",,Ground Pass,,19.797474,,,,Marcelo Brozović,,,,,,2,From Corner,Dominik Livaković,16531.0,Goalkeeper,168,Croatia,785,['b20233cd-f5c1-4eea-95d8-6d6e907022c3'],4,,,,,,,,,,,,,,,,Croatia,00:44:04.518,Pass,,13.7,40.5,20.2,59.2,,,
,,,,,,,,,,,,,,2.565267,,,,,,,,,,,,,,2ff99d9f-9a49-47a2-a517-dcc83adc0d77,3249,,"[20.0, 59.7]",3788760,89,,,,,-0.4578337,,Right Foot,,,"[61.4, 39.3]",,High Pass,,46.153225,,,,Dejan Lovren,,,,,,2,From Corner,Marcelo Brozović,5469.0,Left Center Midfield,168,Croatia,785,['4e16d269-742c-448a-b7ba-e0bfdc9518c6'],7,,,,,,,,,,,,,,,,Croatia,00:44:07.728,Pass,,20.0,59.7,61.4,39.3,,,
,,,,,,,,,,,,,,2.979944,,,,,,,,,,,,,,5b03083d-1290-4d7a-8e43-9e2824e1f5d8,3252,,"[61.4, 39.3]",3788760,89,,,,True,0.48017502,,,,,"[80.6, 49.3]",,High Pass,,21.648094,,Incomplete,,,,,,,,2,From Corner,Dejan Lovren,3471.0,Right Center Back,168,Croatia,785,"['4799239a-cf00-4172-a766-103c6b1998a8', '9e383915-2207-4851-93fa-28f1b2fab1ab']",10,,,,,,,,,,,,,,,,Croatia,00:44:10.333,Pass,True,61.4,39.3,80.6,49.3,,,
,,,,,,,,,,,,,,0.734478,,,,,,,,,,,,,,d1d78af8-0171-4f6c-a92f-0e0dfa914c8e,3255,,"[42.0, 28.8]",3788760,89,,,,,0.027964735,,Right Foot,,,"[56.3, 29.2]",,Ground Pass,,14.3055935,,,,Tomáš Souček,,,,,,2,Regular Play,Jan Bořil,4875.0,Left Back,169,Czech Republic,912,['9e8835a2-4506-46cd-b0ae-dc5d0416e906'],16,,,,,,,,,,,,,,,,Czech Republic,00:44:16.443,Pass,,42.0,28.8,56.3,29.2,,,
,,,,,,,,,,,,,,2.473612,,,,,,,,,,,,,,6d592f07-1ced-48fd-a0d8-1a8f6fae893b,3259,,"[49.5, 29.1]",3788760,89,,,,,-1.5707964,,Right Foot,,,"[49.5, 14.3]",,Ground Pass,,14.8,,,,Jan Bořil,,,,,,2,Regular Play,Tomáš Souček,4870.0,Left Center Midfield,169,Czech Republic,912,"['0fe529bf-a630-4a5d-8d7e-eb3e858eecd0', 'b96e3de9-d42f-430a-90e8-fe8efaf40940']",19,,,,,,,,,,,,,,,,Czech Republic,00:44:19.880,Pass,True,49.5,29.1,49.5,14.3,,,
,,,,,,,,,,,,,,1.185633,,,,,,,,,,,,,,67beae81-5596-4c1b-a6ef-71c3a049145d,3262,,"[63.7, 5.2]",3788760,89,,,,,0.7462722,,Left Foot,,,"[78.3, 18.7]",,Ground Pass,,19.884918,,,,Petr Ševčík,,,,,,2,Regular Play,Jan Bořil,4875.0,Left Back,169,Czech Republic,912,['edeb5936-08ce-4910-a773-3d056353696f'],25,,,,,,,,,,,,,,,,Czech Republic,00:44:25.481,Pass,,63.7,5.2,78.3,18.7,,,
,,,,,,,,,,,,,,1.445308,,,,,,,,,,,,,,0aec2ba4-58ff-4adb-b1c2-941ff7e2db65,3266,,"[78.0, 15.7]",3788760,89,,,,,2.6735592,,Right Foot,,,"[68.9, 20.3]",,Ground Pass,,10.1965685,,,,Alex Král,,,,,,2,Regular Play,Petr Ševčík,23454.0,Right Wing,169,Czech Republic,912,"['9fd70d0e-4c9c-4137-a61b-a0910e11b463', 'fc262098-cf78-44a0-829c-34f8ace4e9d6']",27,,,,,,,,,,,,,,,,Czech Republic,00:44:27.569,Pass,True,78.0,15.7,68.9,20.3,,,
,,,,,,,,,,,,,,1.009044,,,,,,,,,,,,,,45b2e10c-5e10-4e84-903e-135b64607afa,3269,,"[68.9, 20.3]",3788760,89,,,,,-1.8520285,,Right Foot,,,"[65.0, 6.8]",,Ground Pass,,14.052046,,,,Jan Bořil,,,,,,2,Regular Play,Alex Král,23452.0,Right Center Midfield,169,Czech Republic,912,['52a9784a-6712-42dc-a781-c8ea25e46782'],29,,,,,,,,,,,,,,,,Czech Republic,00:44:29.055,Pass,,68.9,20.3,65.0,6.8,,,
,,,,,,,,,,,,,,1.419247,,,,,,,,,,,,,,d86bd7e8-67c0-489a-bb28-d59209b44617,3271,,"[65.0, 6.8]",3788760,89,,,,,2.1399333,,Right Foot,,,"[54.7, 22.9]",,Ground Pass,,19.112823,,,,Tomáš Souček,,,,,,2,Regular Play,Jan Bořil,4875.0,Left Back,169,Czech Republic,912,['00d0e6b5-48ed-4db6-abed-6160f0bcbd16'],30,,,,,,,,,,,,,,,,Czech Republic,00:44:30.064,Pass,,65.0,6.8,54.7,22.9,,,
,,,,,,,,,,,,,,2.984846,,,,,,,,,,,,,,61690d3b-434e-4061-8935-941f8013e219,3275,,"[48.7, 25.8]",3788760,89,,,,,2.7291822,,Left Foot,,,"[15.1, 40.5]",,Ground Pass,,36.674923,,,,Tomáš Vaclík,,,,,,2,Regular Play,Tomáš Souček,4870.0,Left Center Midfield,169,Czech Republic,912,"['0d72f666-880f-4d53-bb46-93391e74db3a', '182e71ff-ee42-4367-893c-22ae77f2134a']",32,,,,,,,,,,,,,,,,Czech Republic,00:44:32.703,Pass,True,48.7,25.8,15.1,40.5,,,
,,,,,,,,,,,,,,4.663207,,,,,,,,,,,,,,962b6231-bc14-4eb3-a74e-1c1a4cb1fb7c,3278,,"[10.7, 47.8]",3788760,89,,,,,0.20273168,,Right Foot,,,"[82.7, 62.6]",,High Pass,,73.50537,,Incomplete,,Michael Krmenčík,,,,,,2,Regular Play,Tomáš Vaclík,11541.0,Goalkeeper,169,Czech Republic,912,"['512d1f21-6ad5-4865-845a-f437664c7f4c', 'ee9bc2bc-a475-452b-bdd5-54dc37485681']",36,,,,,,,,,,,,,,,,Czech Republic,00:44:36.968,Pass,,10.7,47.8,82.7,62.6,,,
,,,,,,,,,,,,,,0.978335,,,,,,,,,,,,,,810154ec-45b4-4106-8ee0-d97be56d0db8,3284,,"[69.6, 74.9]",3788760,89,,,,,-1.6770612,,Right Foot,,,"[68.8, 67.4]",,Ground Pass,,7.542546,,,,Tomáš Souček,,,,,,2,Regular Play,Vladimír Coufal,16570.0,Right Back,169,Czech Republic,912,['0236d383-69b1-4c81-8cd3-ca46b1ac09b1'],45,,,,,,,,,,,,,,,,Czech Republic,00:44:45.642,Pass,,69.6,74.9,68.8,67.4,,,
,,,,,,,,,,,,,,1.142424,,,,,,,,,,,,,,8b095d06-2020-4ac5-a7f8-c90d842473e1,3288,,"[66.9, 36.1]",3788760,89,,,,,1.4940244,,Right Foot,,,"[67.9, 49.1]",,Ground Pass,,13.038404,,,,Antonín Barák,,,,,,2,Regular Play,Tomáš Souček,4870.0,Left Center Midfield,169,Czech Republic,912,['0afffb65-eb2b-4729-b563-fdb6c447f8cd'],53,,,,,,,,,,,,,,,,Czech Republic,00:44:53.409,Pass,,66.9,36.1,67.9,49.1,,,
,,,,,,,,,,,,,,1.261004,,,,,,,,,,,,,,4bdf1d5b-d2d9-46f9-92e8-ebdd68bba118,3291,,"[66.1, 47.3]",3788760,89,,,,,-1.7117901,,Left Foot,,,"[63.9, 31.8]",,Ground Pass,,15.655351,,,,Tomáš Souček,,,,,,2,Regular Play,Antonín Barák,7801.0,Center Attacking Midfield,169,Czech Republic,912,['d4f86154-3af3-410f-aad8-717334e0e344'],55,,,,,,,,,,,,,,,,Czech Republic,00:44:55.818,Pass,,66.1,47.3,63.9,31.8,,,
,,,,,,,,,,,,,,2.116976,,,,,,,,,,,,,,12e708c5-293a-4c0a-9312-d2cda4114a68,3294,,"[63.9, 31.8]",3788760,89,,,,,1.2305782,,Right Foot,,,"[67.9, 43.1]",,Ground Pass,,11.987077,,,,Antonín Barák,,,,,,2,Regular Play,Tomáš Souček,4870.0,Left Center Midfield,169,Czech Republic,912,['ee31aa95-40e9-462e-8045-b8faf4764928'],57,,,,,,,,,,,,,,,,Czech Republic,00:44:57.666,Pass,,63.9,31.8,67.9,43.1,,,
,,,,,,,,,,,,,,1.039698,,,,,,,,,,,,,,46e90e19-dba5-49d6-bb1e-53c9a17115ce,3296,,"[67.9, 43.1]",3788760,89,,,,,-2.1421337,,Left Foot,,,"[63.4, 36.1]",,Ground Pass,,8.321658,,,,Tomáš Souček,,,,,,2,Regular Play,Antonín Barák,7801.0,Center Attacking Midfield,169,Czech Republic,912,['d50c8bd7-1ffc-4e5c-9932-d688625f181b'],59,,,,,,,,,,,,,,,,Czech Republic,00:44:59.783,Pass,,67.9,43.1,63.4,36.1,,,
,,,,,,,,,,,,,,1.686643,,,,,,,,,,,,,,55e2e74f-016e-4bb4-a81c-c4e8747ba4df,3299,,"[63.4, 36.1]",3788760,90,,,,,-1.5663911,,Right Foot,,,"[63.5, 13.4]",,Ground Pass,,22.70022,,,,Alex Král,,,,,,2,Regular Play,Tomáš Souček,4870.0,Left Center Midfield,169,Czech Republic,912,['516452c8-798e-49f3-b5c9-63e3da289423'],1,,,,,,,,,,,,,,,,Czech Republic,00:45:01.170,Pass,,63.4,36.1,63.5,13.4,,,
,,,,,,,,,,,,,,1.893834,,,,,,,,,,,,,,e0134b1d-c290-4c21-91fc-3e09b33d1179,3302,,"[63.5, 13.4]",3788760,90,,,,,2.0784926,,Right Foot,,,"[55.6, 27.6]",,Ground Pass,,16.249615,,,,Tomáš Souček,,,,,,2,Regular Play,Alex Král,23452.0,Right Center Midfield,169,Czech Republic,912,['00520530-b565-4298-acda-0a75fa1b91ce'],4,,,,,,,,,,,,,,,,Czech Republic,00:45:04.893,Pass,,63.5,13.4,55.6,27.6,,,
,,,,,,,,,,,,,,1.521372,,,,,,,,,,,,,,8188a96e-f306-4e25-af37-a31cda9c7951,3305,,"[54.0, 26.7]",3788760,90,,,,,-0.95120865,,Right Foot,,,"[64.2, 12.4]",,Ground Pass,,17.565022,,,,Alex Král,,,,,,2,Regular Play,Tomáš Souček,4870.0,Left Center Midfield,169,Czech Republic,912,['fda19b01-4aab-4608-87c6-1b5b47154db7'],7,,,,,,,,,,,,,,,,Czech Republic,00:45:07.587,Pass,,54.0,26.7,64.2,12.4,,,
,,,,,,,,,,,,,,2.748706,,,,,,,,,,,,,,b4bda7d1-206c-416f-8922-81b828877a0b,3308,,"[59.0, 13.0]",3788760,90,,,,,2.5877647,,Right Foot,,,"[23.1, 35.2]",,Ground Pass,,42.209595,,,,Tomáš Vaclík,,,,,,2,Regular Play,Alex Král,23452.0,Right Center Midfield,169,Czech Republic,912,['da761ad9-fd9c-46d4-b96b-0a89bfd57b7f'],10,,,,,,,,,,,,,,,,Czech Republic,00:45:10.184,Pass,,59.0,13.0,23.1,35.2,,,
,,,,,,,,,,,,,,2.083199,,,,,,,,,,,,,,0ca5effd-abd6-4545-98e2-c22dbd80a860,3310,,"[23.9, 39.3]",3788760,90,,,,,0.71256584,,Right Foot,,,"[36.4, 50.1]",,Ground Pass,,16.519382,,,,Tomáš Kalas,,,,,,2,Regular Play,Tomáš Vaclík,11541.0,Goalkeeper,169,Czech Republic,912,['75075cce-66b6-4862-8050-85ec4d654725'],12,,,,,,,,,,,,,,,,Czech Republic,00:45:12.933,Pass,,23.9,39.3,36.4,50.1,,,
,,,,,,,,,,,,,,2.490847,,,,,,,,,,,,,,284f8c0f-5861-4afa-848f-605a01408182,3312,,"[35.4, 51.2]",3788760,90,,,,,-2.6971734,,Left Foot,,,"[16.5, 42.2]",,Ground Pass,,20.933466,,,,Tomáš Vaclík,,,,,,2,Regular Play,Tomáš Kalas,13197.0,Left Center Back,169,Czech Republic,912,['b4c3d519-38cc-4aa0-bdcf-597d613783e6'],15,,,,,,,,,,,,,,,,Czech Republic,00:45:15.016,Pass,,35.4,51.2,16.5,42.2,,,
,,,,,,,,,,,,,,2.506694,,,,,,,,,,,,,,4dd7abb2-dd7b-4b40-a51d-fde0829e22f0,3316,,"[16.5, 34.0]",3788760,90,,,,,-0.32322764,,Left Foot,,,"[57.1, 20.4]",,High Pass,,42.817287,,,,Alex Král,,,,,,2,Regular Play,Tomáš Vaclík,11541.0,Goalkeeper,169,Czech Republic,912,"['43af29c1-dc3b-4482-9f32-f86c3dd58bd9', 'a421c085-0f58-4acf-b1d9-6a8c91fa1574']",20,,,,,,,,,,,,,,,,Czech Republic,00:45:20.905,Pass,True,16.5,34.0,57.1,20.4,,,
,,,,,,,,,,,,,,0.978823,,,,,,,,,,,,,,3a381260-f904-49df-9613-407202706596,3318,,"[57.1, 20.4]",3788760,90,,,,,-0.21786053,,Head,,,"[70.2, 17.5]",,Low Pass,,13.417153,,Incomplete,,Jan Bořil,,,,,,2,Regular Play,Alex Král,23452.0,Right Center Midfield,169,Czech Republic,912,"['20be7856-dd73-4980-845d-930881fc4b33', '8242e79a-a838-419f-8f36-b708f1c80736']",23,,,,,,,,,,,,,,,,Czech Republic,00:45:23.452,Pass,,57.1,20.4,70.2,17.5,,,
,,,,,,,,,,,,,,2.096644,,,,,,,,,,,,,,3074e510-f1fc-419b-b1b1-7f1d2376abbf,3322,,"[47.6, 13.5]",3788760,90,,,,,-0.7291196,,Head,,,"[62.6, 0.1]",,Low Pass,,20.113676,,,,Jan Bořil,,,,,Recovery,2,Regular Play,Petr Ševčík,23454.0,Right Wing,169,Czech Republic,912,['2b5b989f-b145-4e60-b7c2-d359772310f3'],27,,,,,,,,,,,,,,,,Czech Republic,00:45:27.825,Pass,,47.6,13.5,62.6,0.1,,,
,,,,,,,,,,,,,,0.744383,,,,,,,,,,,,,,ba9127a8-e9e7-47fb-8b9f-91b6ec338b88,3327,,"[64.6, 80.0]",3788760,90,,True,,,-0.97689986,,,,,"[72.5, 68.3]",,Low Pass,,14.117365,,,,Luka Ivanušec,,,,,Throw-in,2,From Throw In,Šime Vrsaljko,5461.0,Right Back,170,Croatia,785,['f7c7a732-6902-4e93-ba0a-70c6ac500666'],46,,,,,,,,,,,,,,,,Croatia,00:45:46.089,Pass,,64.6,80.0,72.5,68.3,,,
,,,,,,,,,,,,,,1.70051,,,,,,,,,,,,,,5c8554e1-06bc-4a75-8c09-a5b020bcb8d0,3331,,"[74.2, 66.7]",3788760,90,,,,,1.8857132,,Right Foot,,,"[69.9, 79.9]",,Low Pass,,13.882723,,Out,,Šime Vrsaljko,,,,,,2,From Throw In,Luka Ivanušec,28368.0,Right Wing,170,Croatia,785,"['8785b6be-f14d-4468-b495-277fbb4063e9', 'c8d03072-cecc-40ff-ac02-fbfda431f97b']",46,,,,,,,,,,,,,,,,Croatia,00:45:46.877,Pass,True,74.2,66.7,69.9,79.9,,,
,,,,,,,,,,,,,,1.859946,,,,,,,,,,,,,,8d4495b0-ec65-4184-a354-b9f08eb47c97,3333,,"[55.3, 0.1]",3788760,91,,,,,0.28346017,,,,,"[78.3, 6.8]",,High Pass,,23.956001,,,,Adam Hložek,,,,,Throw-in,2,From Throw In,Jan Bořil,4875.0,Left Back,171,Czech Republic,912,['088ad28c-bda6-4ff5-a418-1c1430d38add'],7,,,,,,,,,,,,,,,,Czech Republic,00:46:07.430,Pass,,55.3,0.1,78.3,6.8,,,
,,,,,,,,,,,,,,1.621692,,,,,,,,,,,,,,5eacad0b-c73a-4f24-9f34-368bf244853b,3335,,"[78.3, 6.8]",3788760,91,,,,True,0.6452193,,,,,"[87.6, 13.8]",,High Pass,,11.6400175,,Incomplete,,Antonín Barák,,,,,,2,From Throw In,Adam Hložek,28239.0,Left Wing,171,Czech Republic,912,"['35164740-8bcb-40f1-b4d6-36afaf7c80cd', 'bc6a4c53-470a-45c1-8a7e-9b483d97fc67', 'da60e13f-0d14-4595-8e70-f1663fb088f5']",9,,,,,,,,,,,,,,,,Czech Republic,00:46:09.330,Pass,True,78.3,6.8,87.6,13.8,,,
