ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,2.517713,,,,,,,,,,,,8f02efb5-7223-462b-82c3-d089e4c55767,2324,,"[7.1, 36.2]",3788746,50,True,,,-0.8196855,,Right Foot,,,,"[25.4, 16.6]",,Ground Pass,,26.815107,,,,Vitalii Mykolenko,,,,,Free Kick,2,From Free Kick,Heorhii Bushchan,22243.0,Goalkeeper,94,Ukraine,911,['58475e70-2a22-4cfc-892c-fb17612b143a'],12,,,,,,,,,,,,,,Ukraine,00:05:12.712,Pass,,7.1,36.2,25.4,16.6,,,
,,,,,,,,,,,,,,,2.640515,,,,,,,,,,,,04c759f2-69b2-42e1-b945-e471f6404f35,2326,,"[25.4, 16.6]",3788746,50,,,,0.6463889,,Right Foot,,,,"[64.1, 45.8]",,High Pass,,48.4802,,Incomplete,,Andriy Yarmolenko,,,,,,2,From Free Kick,Vitalii Mykolenko,20827.0,Left Back,94,Ukraine,911,"['c31db6ef-b9d4-4897-ae62-d2a7c10bb44e', 'dd7511b7-ccae-437e-b5ef-ede3e88620a0']",15,,,,,,,,,,,,,,Ukraine,00:05:15.626,Pass,,25.4,16.6,64.1,45.8,,,
,,,,,,,,,,,,,,,1.441646,,,,,,,,,,,,dd7511b7-ccae-437e-b5ef-ede3e88620a0,2329,,"[56.0, 34.3]",3788746,50,,,True,-2.4239638,,,,,,"[44.2, 24.0]",,Low Pass,,15.663013,,,,Stefan de Vrij,,,,,Recovery,2,Regular Play,Daley Blind,3311.0,Left Center Back,95,Netherlands,941,"['04c759f2-69b2-42e1-b945-e471f6404f35', '6de3e990-b795-4fb7-a2ba-0fc8ffd32248', 'cb68050a-1620-43b9-afe3-ff1521c9bef2']",18,,,,,,,,,,,,,,Netherlands,00:05:18.267,Pass,True,56.0,34.3,44.2,24.0,,,
,,,,,,,,,,,,,,,0.95465,,,,,,,,,,,,b7086cd7-7caa-4e3b-b72c-2afd70f7c22c,2332,,"[43.4, 23.2]",3788746,50,,,,-1.2028154,,Head,,,,"[46.6, 14.9]",,Low Pass,,8.895505,,,,Patrick van Aanholt,,,,,,2,Regular Play,Stefan de Vrij,7787.0,Center Back,95,Netherlands,941,['e480bd6f-02d6-4b37-9b90-606a053a2e4a'],19,,,,,,,,,,,,,,Netherlands,00:05:19.749,Pass,,43.4,23.2,46.6,14.9,,,
,,,,,,,,,,,,,,,1.760882,,,,,,,,,,,,28fc2c14-6e20-4134-8153-4686e07eec28,2335,,"[46.6, 14.9]",3788746,50,,,,1.6732402,,Left Foot,,,,"[44.4, 36.3]",,Ground Pass,,21.512787,,,,Daley Blind,,,,,,2,Regular Play,Patrick van Aanholt,3321.0,Left Wing Back,95,Netherlands,941,['18f4fe50-8506-4003-8835-a5e4644f395d'],21,,,,,,,,,,,,,,Netherlands,00:05:21.496,Pass,,46.6,14.9,44.4,36.3,,,
,,,,,,,,,,,,,,,1.087346,,,,,,,,,,,,313609b1-06fa-4529-871a-892273d23838,2338,,"[44.4, 36.3]",3788746,50,,,,-0.7288547,,Left Foot,,,,"[50.0, 31.3]",,Ground Pass,,7.50733,,,,Frenkie de Jong,,,,,,2,Regular Play,Daley Blind,3311.0,Left Center Back,95,Netherlands,941,['09970f95-fb14-4923-a687-079b87b44fc8'],23,,,,,,,,,,,,,,Netherlands,00:05:23.884,Pass,,44.4,36.3,50.0,31.3,,,
,,,,,,,,,,,,,,,1.391806,,,,,,,,,,,,1ec701f0-7e0a-4964-afae-b9bf77004c12,2341,,"[54.7, 29.6]",3788746,50,,,,-1.4275534,,Right Foot,,,,"[56.2, 19.2]",,Ground Pass,,10.507616,,,,Daley Blind,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,95,Netherlands,941,['e971ca4f-2239-42bd-b91f-0f54f7f8f9c9'],26,,,,,,,,,,,,,,Netherlands,00:05:26.669,Pass,,54.7,29.6,56.2,19.2,,,
,,,,,,,,,,,,,,,1.342238,,,,,,,,,,,,97a601c4-9eb0-42d5-9ca1-b2b955b19d5a,2344,,"[56.2, 19.2]",3788746,50,,,,1.0587994,,Left Foot,,,,"[63.0, 31.3]",,Ground Pass,,13.879842,,,,Frenkie de Jong,,,,,,2,Regular Play,Daley Blind,3311.0,Left Center Back,95,Netherlands,941,['e2deecef-f778-409b-955f-1c9ac5828b4b'],28,,,,,,,,,,,,,,Netherlands,00:05:28.799,Pass,,56.2,19.2,63.0,31.3,,,
,,,,,,,,,,,,,,,1.242234,,,,,,,,,,,,527b957b-89c6-49b6-b34f-33b16e00af43,2348,,"[64.4, 30.0]",3788746,50,,,,-2.080565,,Right Foot,,,,"[57.3, 17.3]",,Ground Pass,,14.549914,,,,Daley Blind,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,95,Netherlands,941,"['81f52196-0769-47a1-aa83-b7ad72e5f24e', 'df777648-8364-41e7-aa06-0d00316ddf8f']",30,,,,,,,,,,,,,,Netherlands,00:05:30.598,Pass,True,64.4,30.0,57.3,17.3,,,
,,,,,,,,,,,,,,,0.97198,,,,,,,,,,,,b83805c9-1f5e-47f7-a98e-d29d1797fd68,2351,,"[60.8, 17.3]",3788746,50,,,,0.23783593,,Left Foot,,,,"[77.3, 21.3]",,Ground Pass,,16.977926,,,,Memphis Depay,,,,,,2,Regular Play,Daley Blind,3311.0,Left Center Back,95,Netherlands,941,['3678da3f-c975-4dff-a8d2-6c665938f3d5'],33,,,,,,,,,,,,,,Netherlands,00:05:33.690,Pass,,60.8,17.3,77.3,21.3,,,
,,,,,,,,,,,,,,,0.100338,,,,,,,,,,,,49d6f51f-7f11-4187-8d2b-982a54649247,2354,,"[77.8, 20.8]",3788746,50,,,,-1.1071488,,Right Foot,,,,"[78.6, 19.2]",,Ground Pass,,1.7888544,,Incomplete,,Frenkie de Jong,,,,,,2,Regular Play,Memphis Depay,2988.0,Left Center Forward,95,Netherlands,941,"['167ff93a-fab2-4a2e-ae55-d74237fb8b4c', '3d8426c5-c682-495c-8923-5621a068900d']",34,,,,,,,,,,,,,,Netherlands,00:05:34.742,Pass,,77.8,20.8,78.6,19.2,,,
,,,,,,,,,,,,,,,1.280009,,,,,,,,,,,,5d80d57d-95ea-4170-927d-324a417c1c55,2362,,"[42.3, 54.5]",3788746,50,,,,2.4087775,,Left Foot,,,,"[34.3, 61.7]",,Ground Pass,,10.762899,,,,Oleksandr Karavaev,,,,,,2,Regular Play,Oleksandr Zinchenko,3575.0,Left Center Midfield,96,Ukraine,911,['f6813323-227c-49e8-a720-74d9d60174eb'],39,,,,,,,,,,,,,,Ukraine,00:05:39.554,Pass,,42.3,54.5,34.3,61.7,,,
,,,,,,,,,,,,,,,2.61517,,,,,,,,,,,,a7518480-60e8-4df0-bbcd-baa635907ca5,2364,,"[34.3, 61.7]",3788746,50,,,,-2.1349444,,Right Foot,,,,"[20.0, 39.1]",,Ground Pass,,26.744158,,,,Illia Zabarnyi,,,,,,2,Regular Play,Oleksandr Karavaev,31900.0,Right Back,96,Ukraine,911,['9f0c5993-5ec0-4813-a97b-848c60707ed6'],40,,,,,,,,,,,,,,Ukraine,00:05:40.834,Pass,,34.3,61.7,20.0,39.1,,,
,,,,,,,,,,,,,,,1.215608,,,,,,,,,,,,dae13e6e-81e5-48f5-8eea-3e7212b87106,2373,,"[42.0, 20.9]",3788746,50,,,,-1.6381102,,Right Foot,,,,"[40.8, 3.1]",,Ground Pass,,17.840405,,,,Vitalii Mykolenko,,,,,,2,Regular Play,Illia Zabarnyi,39136.0,Right Center Back,96,Ukraine,911,"['ccf815ff-3495-4ef7-95c3-9a4a5ac1b181', 'ffcfaa0c-59a1-4d15-8dd1-b3b9e590ae23']",47,,,,,,,,,,,,,,Ukraine,00:05:47.397,Pass,True,42.0,20.9,40.8,3.1,,,
,,,,,,,,,,,,,,,0.598559,,,,,,,,,,,,d5522b03-43c0-45fd-abaf-48ede6642ff1,2379,,"[56.6, 0.1]",3788746,51,,,,1.6814536,,,,,,"[55.7, 8.2]",,Low Pass,,8.149847,,,,Oleksandr Zinchenko,,,,,Throw-in,2,From Throw In,Vitalii Mykolenko,20827.0,Left Back,97,Ukraine,911,['0ea188b5-a84e-4a26-9907-8c1819b26daa'],19,,,,,,,,,,,,,,Ukraine,00:06:19.065,Pass,,56.6,0.1,55.7,8.2,,,
,,,,,,,,,,,,,,,0.56433,,,,,,,,,,,,f571872a-5a52-475a-a693-e4903a926d8a,2381,,"[55.7, 8.2]",3788746,51,,,,-1.5563046,,Left Foot,,,,"[55.8, 1.3]",,Low Pass,,6.9007244,,,,Vitalii Mykolenko,,,,,,2,From Throw In,Oleksandr Zinchenko,3575.0,Left Center Midfield,97,Ukraine,911,['0e63e4c4-ada9-4fac-9f02-f4067cb8a327'],19,,,,,,,,,,,,,,Ukraine,00:06:19.664,Pass,,55.7,8.2,55.8,1.3,,,
,,,,,,,,,,,,,,,2.671515,,,,,,,,,,,,17375f9b-105e-4624-acff-a198a77535cc,2385,,"[57.9, 1.3]",3788746,51,,,,0.13845275,,Left Foot,,,,"[94.5, 6.4]",,High Pass,,36.95362,,Incomplete,,Marlos Romero Bonfim,,,,,,2,From Throw In,Vitalii Mykolenko,20827.0,Left Back,97,Ukraine,911,"['026b6689-83a3-441c-879a-8af6fb439f7b', '36ab791e-e124-4c58-b462-5f7dbd7b4415', '3a7d2ff1-ad1a-41c0-a5d9-7f92531df488']",20,,,,,,,,,,,,,,Ukraine,00:06:20.942,Pass,True,57.9,1.3,94.5,6.4,,,
,,,,,,,,,,,,,,,2.828369,,,,,,,,,,,,f89bd7fb-f8a2-4dcb-930b-5985307bd37e,2389,,"[13.3, 72.2]",3788746,51,,,,-1.8981966,,Left Foot,,,,"[4.3, 45.7]",,Ground Pass,,27.986605,,,,Maarten Stekelenburg,,,,,,2,Regular Play,Stefan de Vrij,7787.0,Center Back,98,Netherlands,941,['a3001e0a-7e2f-4efb-811e-72e7cb74dfe9'],25,,,,,,,,,,,,,,Netherlands,00:06:25.289,Pass,,13.3,72.2,4.3,45.7,,,
,,,,,,,,,,,,,,,2.096038,,,,,,,,,,,,35cc8118-8d9e-498e-aae2-4337a5fb05d7,2392,,"[4.4, 45.3]",3788746,51,,,,-1.0884787,,Right Foot,,,,"[14.4, 26.2]",,Ground Pass,,21.559452,,,,Daley Blind,,,,,,2,Regular Play,Maarten Stekelenburg,20201.0,Goalkeeper,98,Netherlands,941,['d73ed885-88b4-41a1-ae31-34a3c849ce43'],31,,,,,,,,,,,,,,Netherlands,00:06:31.023,Pass,,4.4,45.3,14.4,26.2,,,
,,,,,,,,,,,,,,,1.155418,,,,,,,,,,,,ac39e2e4-9c5c-4c85-9d62-b8a3bf6d7e31,2395,,"[14.4, 26.5]",3788746,51,,,,0.91716045,,Left Foot,,,,"[28.8, 45.3]",,Ground Pass,,23.681215,,,,Frenkie de Jong,,,,,,2,Regular Play,Daley Blind,3311.0,Left Center Back,98,Netherlands,941,['4b39d65f-1fef-48d1-aa23-c3e67dbb2024'],36,,,,,,,,,,,,,,Netherlands,00:06:36.182,Pass,,14.4,26.5,28.8,45.3,,,
,,,,,,,,,,,,,,,1.081332,,,,,,,,,,,,838b7b9b-87a1-4d34-aaab-305e675fd8e6,2398,,"[54.3, 57.1]",3788746,51,,,,1.8215055,,Left Foot,,,,"[50.1, 73.5]",,Ground Pass,,16.929264,,,,Jurriën David Norman Timber,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,98,Netherlands,941,['e759539c-2db7-437d-bb4a-7985443bce92'],41,,,,,,,,,,,,,,Netherlands,00:06:41.441,Pass,,54.3,57.1,50.1,73.5,,,
,,,,,,,,,,,,,,,1.07152,,,,,,,,,,,,bb01f4fc-5423-443b-8539-95f51b2fb2a0,2401,,"[50.1, 73.5]",3788746,51,,,,0.24667071,,Right Foot,,,,"[64.0, 77.0]",,Ground Pass,,14.333876,,,,Marten de Roon,,,,,,2,Regular Play,Jurriën David Norman Timber,21809.0,Right Center Back,98,Netherlands,941,['20d89872-5db8-412c-af5b-f7e8dfb1c84e'],42,,,,,,,,,,,,,,Netherlands,00:06:42.971,Pass,,50.1,73.5,64.0,77.0,,,
,,,,,,,,,,,,,,,2.309429,,,,,,,,,,,,badc474c-c903-4f85-aa8c-6b308123a87a,2404,,"[70.3, 77.0]",3788746,51,,,,-0.060424574,,Right Foot,,,True,"[98.4, 75.3]",,Ground Pass,,28.151377,,,,Denzel Dumfries,,,,,,2,Regular Play,Marten de Roon,6994.0,Right Defensive Midfield,98,Netherlands,941,['72621a33-8768-43d4-87b5-ada2890c6637'],45,,,,,,,,,,,,,,Netherlands,00:06:45.079,Pass,,70.3,77.0,98.4,75.3,,,
,,,,,,,,,,,,,,,1.589082,,,,,,,,,,,,1b3ca285-2ca4-4be3-a959-cdd5b39b313a,2407,,"[105.7, 71.9]",3788746,51,,,,-1.3691711,,Right Foot,True,,,"[112.2, 40.1]",,Ground Pass,,32.45751,,Incomplete,,Memphis Depay,,,,,,2,Regular Play,Denzel Dumfries,8125.0,Right Wing Back,98,Netherlands,941,"['dd71ddc4-4019-4c7a-bc8d-637b591f6a55', 'e40d1122-82db-4fc8-8d84-6feeff9e33f2']",47,,,,,,,,,,,,,,Netherlands,00:06:47.506,Pass,,105.7,71.9,112.2,40.1,,,
,,,,,,,,,,,,,,,2.828305,,,,,,,,,,,,37097d75-071d-45e0-acfe-211f5468fbbe,2414,,"[60.0, 40.0]",3788746,53,True,,,2.2726288,,Right Foot,,,,"[33.2, 71.7]",,Ground Pass,,41.5106,,,,Oleksandr Karavaev,,,,,Kick Off,2,From Kick Off,Roman Yaremchuk,23649.0,Center Forward,99,Ukraine,911,['fbc2ca55-e362-4f00-815d-9f9fba9ee8e5'],3,,,,,,,,,,,,,,Ukraine,00:08:03.229,Pass,,60.0,40.0,33.2,71.7,,,
,,,,,,,,,,,,,,,1.613324,,,,,,,,,,,,3036d871-0bd9-4522-bdcd-1274349118d0,2416,,"[34.3, 64.9]",3788746,53,,,,-2.010639,,Right Foot,,,,"[27.9, 51.3]",,Ground Pass,,15.030636,,,,Illia Zabarnyi,,,,,,2,From Kick Off,Oleksandr Karavaev,31900.0,Right Back,99,Ukraine,911,['1a725d25-11ae-46da-95b5-f3272dc29f58'],6,,,,,,,,,,,,,,Ukraine,00:08:06.966,Pass,,34.3,64.9,27.9,51.3,,,
,,,,,,,,,,,,,,,1.028529,,,,,,,,,,,,16457ef4-bf4d-4797-8a57-717f63288bdd,2420,,"[36.1, 41.3]",3788746,53,,,,-0.15973845,,Left Foot,,,,"[54.1, 38.4]",,Ground Pass,,18.232115,,,,Ruslan Malinovskiy,,,,,,2,From Kick Off,Illia Zabarnyi,39136.0,Right Center Back,99,Ukraine,911,"['a2c0b56e-614f-4a88-970d-9bf32457e355', 'c43aa6f8-8ed1-4890-8636-2845a692823e']",11,,,,,,,,,,,,,,Ukraine,00:08:11.145,Pass,True,36.1,41.3,54.1,38.4,,,
,,,,,,,,,,,,,,,0.957846,,,,,,,,,,,,a6d9239d-51ae-4f97-a863-03fa867dc3ec,2424,,"[54.9, 39.2]",3788746,53,,,,-1.8925469,,Left Foot,,,,"[52.3, 31.4]",,Ground Pass,,8.221922,,Incomplete,,Oleksandr Zinchenko,,,,,,2,From Kick Off,Ruslan Malinovskiy,16557.0,Right Center Midfield,99,Ukraine,911,"['5a61ebde-59b5-49f4-8cb7-0b263d28b462', 'c9180fa1-d3fd-4e5d-b879-58727b5174ca']",12,,,,,,,,,,,,,,Ukraine,00:08:12.681,Pass,,54.9,39.2,52.3,31.4,,,
,,,,,,,,,,,,,,,0.736484,,,,,,,,,,,,5a61ebde-59b5-49f4-8cb7-0b263d28b462,2426,,"[67.8, 48.7]",3788746,53,,,,1.1224537,,Right Foot,,,,"[71.6, 56.6]",,Ground Pass,,8.766413,,,,Denzel Dumfries,,,,,Recovery,2,From Kick Off,Frenkie de Jong,8118.0,Left Defensive Midfield,99,Ukraine,911,"['a6d9239d-51ae-4f97-a863-03fa867dc3ec', 'c43d610b-0211-445e-bedb-c65e7f901b81']",13,,,,,,,,,,,,,,Netherlands,00:08:13.639,Pass,,67.8,48.7,71.6,56.6,,,
,,,,,,,,,,,,,,,0.386056,,,,,,,,,,,,59d71463-5d89-4b9c-ba9c-9549a96d1ded,2430,,"[82.1, 59.5]",3788746,53,,,,-0.0329551,,Left Foot,,,,"[91.2, 59.2]",,Ground Pass,,9.104943,,Incomplete,,Wout Weghorst,,,,,,2,From Kick Off,Denzel Dumfries,8125.0,Right Wing Back,99,Ukraine,911,"['361a5f9b-0b30-4ea9-a8db-2fe711901353', '78a9ffcf-65ea-4d68-a07f-d87ead5f3ba1']",17,,,,,,,,,,,,,,Netherlands,00:08:17.487,Pass,,82.1,59.5,91.2,59.2,,,
,,,,,,,,,,,,,,,1.292964,,,,,,,,,,,,156a85aa-c9fc-4da2-b5a7-ecf2a3baf6d9,2435,,"[41.0, 39.2]",3788746,53,,,,1.5325009,,Left Foot,,,,"[42.0, 65.3]",,Ground Pass,,26.11915,,,,Andriy Yarmolenko,,,,,,2,From Kick Off,Oleksandr Zinchenko,3575.0,Left Center Midfield,99,Ukraine,911,['29a8a855-4a50-41ca-ab8c-9d4b431e4766'],22,,,,,,,,,,,,,,Ukraine,00:08:22.127,Pass,,41.0,39.2,42.0,65.3,,,
,,,,,,,,,,,,,,,0.950286,,,,,,,,,,,,641bd3a8-0aea-427f-a430-737cc3ad2821,2437,,"[42.0, 65.3]",3788746,53,,,,2.4650066,,Right Foot,,,,"[35.4, 70.6]",,Ground Pass,,8.464632,,,,Oleksandr Karavaev,,,,,,2,From Kick Off,Andriy Yarmolenko,8830.0,Right Wing,99,Ukraine,911,['9cfc0310-4a68-432e-8da9-f8c4bf5f3ad8'],23,,,,,,,,,,,,,,Ukraine,00:08:23.420,Pass,,42.0,65.3,35.4,70.6,,,
,,,,,,,,,,,,,,,1.646812,,,,,,,,,,,,a17f6a6b-bb44-4aa1-9c01-2a2f4bd523e3,2440,,"[39.3, 71.7]",3788746,53,,,,-2.3159232,,Right Foot,,,,"[26.2, 57.5]",,Ground Pass,,19.31968,,,,Illia Zabarnyi,,,,,,2,From Kick Off,Oleksandr Karavaev,31900.0,Right Back,99,Ukraine,911,['b5967cc6-6401-41d4-8fee-7988071ac5b0'],26,,,,,,,,,,,,,,Ukraine,00:08:26.801,Pass,,39.3,71.7,26.2,57.5,,,
,,,,,,,,,,,,,,,0.833498,,,,,,,,,,,,11df705c-f1f9-4390-8ec7-6451564d9657,2443,,"[36.2, 54.0]",3788746,53,,,,0.5062575,,Right Foot,,,,"[46.3, 59.6]",,Ground Pass,,11.548593,,,,Ruslan Malinovskiy,,,,,,2,From Kick Off,Illia Zabarnyi,39136.0,Right Center Back,99,Ukraine,911,['c522e1d8-9ae8-4fe7-a009-99300905191f'],33,,,,,,,,,,,,,,Ukraine,00:08:33.886,Pass,,36.2,54.0,46.3,59.6,,,
,,,,,,,,,,,,,,,1.015096,,,,,,,,,,,,698872f6-a407-4117-8dcc-2a8638ab0e0a,2446,,"[47.9, 60.1]",3788746,53,,,,0.9051922,,Left Foot,,,,"[57.4, 72.2]",,Ground Pass,,15.383758,,,,Oleksandr Karavaev,,,,,,2,From Kick Off,Ruslan Malinovskiy,16557.0,Right Center Midfield,99,Ukraine,911,['66c43ae1-ae28-45a0-901b-b39ea8eebb1f'],38,,,,,,,,,,,,,,Ukraine,00:08:38.632,Pass,,47.9,60.1,57.4,72.2,,,
,,,,,,,,,,,,,,,2.128189,,,,,,,,,,,,1e7edd6f-09da-4381-a520-4b0e56da89e8,2449,,"[57.4, 72.2]",3788746,53,,,,0.24084646,,Right Foot,,,,"[85.9, 79.2]",,Ground Pass,,29.347061,,Out,,Andriy Yarmolenko,,,,,,2,From Kick Off,Oleksandr Karavaev,31900.0,Right Back,99,Ukraine,911,['0c388e65-83e2-470b-adf3-c635b8a99a06'],39,,,,,,,,,,,,,,Ukraine,00:08:39.687,Pass,,57.4,72.2,85.9,79.2,,,
,,,,,,,,,,,,,,,1.325091,,,,,,,,,,,,467a4bdc-db4e-4ec7-8598-519caed856b6,2451,,"[37.1, 0.1]",3788746,53,True,,,0.3502126,,,,,,"[53.8, 6.2]",,Low Pass,,17.779202,,,,Memphis Depay,,,,,Throw-in,2,From Throw In,Patrick van Aanholt,3321.0,Left Wing Back,100,Netherlands,941,['3f2f418a-d3b3-420b-95ab-d78342318daa'],56,,,,,,,,,,,,,,Netherlands,00:08:56.595,Pass,,37.1,0.1,53.8,6.2,,,
,,,,,,,,,,,,,,,0.246311,,,,,,,,,,,,c67b9835-5fdb-4136-9e36-012587b9059e,2455,,"[54.4, 6.6]",3788746,53,,,,-2.896614,,Right Foot,,,,"[52.0, 6.0]",,Ground Pass,,2.4738634,,Incomplete,,Patrick van Aanholt,,,,,,2,From Throw In,Memphis Depay,2988.0,Left Center Forward,100,Netherlands,941,"['932b04c6-448c-421c-b474-1d994eb563fb', 'b2a203ea-e2de-40c0-8b9d-09997e5e277a', 'e49cba2e-6631-4a1b-bdb1-c8eda510f0dc']",58,,,,,,,,,,,,,,Netherlands,00:08:58.399,Pass,True,54.4,6.6,52.0,6.0,,,
,,,,,,,,,,,,,,,0.611053,,,,,,,,,,,,afb8a09a-f50d-40b4-b4b5-6eba976f1aa4,2468,,"[60.8, 13.2]",3788746,54,,,,-1.9922155,,Right Foot,,,,"[58.2, 7.4]",,Ground Pass,,6.3560996,,,,Memphis Depay,,,,,,2,From Throw In,Wout Weghorst,7829.0,Right Center Forward,100,Netherlands,941,['788d20c9-e24d-45f7-9de5-cc85337eaae2'],3,,,,,,,,,,,,,,Netherlands,00:09:03.020,Pass,,60.8,13.2,58.2,7.4,,,
,,,,,,,,,,,,,,,0.57154,,,,,,,,,,,,841c7756-6e67-4fb4-8d1d-39a9470326e7,2472,,"[58.6, 10.0]",3788746,54,,,,-2.3224993,,Right Foot,,,,"[54.3, 5.4]",,Ground Pass,,6.2968245,,,,Patrick van Aanholt,,,,,,2,From Throw In,Memphis Depay,2988.0,Left Center Forward,100,Netherlands,941,"['44af33e6-5b33-4c8b-9c4e-22b508d95f7e', '9b2821e6-fe64-45d1-b444-963af99c77c5']",5,,,,,,,,,,,,,,Netherlands,00:09:05.012,Pass,True,58.6,10.0,54.3,5.4,,,
,,,,,,,,,,,,,,,1.169718,,,,,,,,,,,,60c42490-054a-4ce2-9527-05da0bb1f858,2475,,"[50.9, 6.5]",3788746,54,,,,3.0199735,,Left Foot,,,,"[32.9, 8.7]",,Ground Pass,,18.133945,,,,Daley Blind,,,,,,2,From Throw In,Patrick van Aanholt,3321.0,Left Wing Back,100,Netherlands,941,['6a779f52-ef5a-4574-9bef-ab64c19e04c2'],6,,,,,,,,,,,,,,Netherlands,00:09:06.784,Pass,,50.9,6.5,32.9,8.7,,,
,,,,,,,,,,,,,,,1.09295,,,,,,,,,,,,94ecb415-b39b-4681-866a-e182dcacec6d,2478,,"[39.1, 15.6]",3788746,54,,,,1.5568438,,Left Foot,,,,"[39.4, 37.1]",,Ground Pass,,21.502092,,,,Marten de Roon,,,,,,2,From Throw In,Daley Blind,3311.0,Left Center Back,100,Netherlands,941,['a51c7310-a4d5-4fab-bf7d-7422871b9c0d'],14,,,,,,,,,,,,,,Netherlands,00:09:14.975,Pass,,39.1,15.6,39.4,37.1,,,
,,,,,,,,,,,,,,,1.011599,,,,,,,,,,,,850899a8-07ae-4baf-a088-0aa78a50b36a,2481,,"[39.4, 37.1]",3788746,54,,,,3.0309355,,Right Foot,,,,"[28.6, 38.3]",,Ground Pass,,10.866462,,,,Stefan de Vrij,,,,,,2,From Throw In,Marten de Roon,6994.0,Right Defensive Midfield,100,Netherlands,941,['f55c656a-8666-4ba9-9edd-106107a9b824'],16,,,,,,,,,,,,,,Netherlands,00:09:16.831,Pass,,39.4,37.1,28.6,38.3,,,
,,,,,,,,,,,,,,,0.983027,,,,,,,,,,,,ff2935c1-02d1-4835-8119-036ba41b599f,2484,,"[28.6, 38.3]",3788746,54,,,,-1.5842484,,Right Foot,,,,"[28.3, 16.0]",,Ground Pass,,22.302017,,,,Daley Blind,,,,,,2,From Throw In,Stefan de Vrij,7787.0,Center Back,100,Netherlands,941,['e8228ac4-2548-439b-9ba1-2b830d9a99ea'],17,,,,,,,,,,,,,,Netherlands,00:09:17.963,Pass,,28.6,38.3,28.3,16.0,,,
,,,,,,,,,,,,,,,1.061119,,,,,,,,,,,,27f4feb0-ec5b-4cc3-bbf8-048ea351f1dd,2486,,"[28.3, 16.0]",3788746,54,,,,0.675748,,Left Foot,,,,"[40.4, 25.7]",,Ground Pass,,15.508062,,,,Frenkie de Jong,,,,,,2,From Throw In,Daley Blind,3311.0,Left Center Back,100,Netherlands,941,['bc9aa512-0aea-4408-adac-14488c21e71f'],18,,,,,,,,,,,,,,Netherlands,00:09:18.946,Pass,,28.3,16.0,40.4,25.7,,,
,,,,,,,,,,,,,,,1.082205,,,,,,,,,,,,69e4aae5-a184-4f82-a534-e756bab34e06,2489,,"[36.4, 23.8]",3788746,54,,,,-2.486874,,Right Foot,,,,"[26.5, 16.2]",,Ground Pass,,12.480785,,,,Daley Blind,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,100,Netherlands,941,['d2066fb3-b192-431b-b756-6aff0ccd80ae'],22,,,,,,,,,,,,,,Netherlands,00:09:22.188,Pass,,36.4,23.8,26.5,16.2,,,
,,,,,,,,,,,,,,,2.466658,,,,,,,,,,,,4c0bf079-50f9-496c-a497-84e1c73ab194,2492,,"[25.6, 20.8]",3788746,54,,,,2.1481137,,Left Foot,,,,"[8.6, 46.9]",,Ground Pass,,31.148193,,,,Maarten Stekelenburg,,,,,,2,From Throw In,Daley Blind,3311.0,Left Center Back,100,Netherlands,941,['b2da7662-2173-4aa0-b4f5-69e9d5440b2c'],27,,,,,,,,,,,,,,Netherlands,00:09:27.486,Pass,,25.6,20.8,8.6,46.9,,,
,,,,,,,,,,,,,,,1.578788,,,,,,,,,,,,2b1af983-9c77-450b-b2e2-3456eaad1032,2495,,"[7.9, 47.9]",3788746,54,,,,0.28910276,,Right Foot,,,,"[46.9, 59.5]",,High Pass,,40.688572,,,,Georginio Wijnaldum,,,,,,2,From Throw In,Maarten Stekelenburg,20201.0,Goalkeeper,100,Netherlands,941,['1a27d0cf-bf72-4ba7-83f8-412d31186847'],31,,,,,,,,,,,,,,Netherlands,00:09:31.283,Pass,,7.9,47.9,46.9,59.5,,,
