ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,2.251638,,,,,,,,,,,,,,,3319c4f5-b41a-498c-a52e-5493407e4fe6,2653,,"[84.5, 6.6]",3788762,64,,,,0.18534794,,Right Foot,,,,"[102.1, 9.9]",,Ground Pass,,17.906702,,,,Álvaro Borja Morata Martín,,,,,,,2,From Corner,Jorge Resurrección Merodio,5199.0,Right Center Midfield,111,Spain,772,['52cb12c7-4e38-4ef6-9fd9-a37f97851abb'],55,,,,,,,,,,,,,,,,Spain,00:19:55.209,Pass,,84.5,6.6,102.1,9.9,,,
,,,,,,,,,,,,,,,3.340363,,,,,,,,,,,,,,,dd2e08b8-4229-4ca2-8291-1143b5c92cb3,2665,,"[22.1, 54.5]",3788762,65,,,,0.26504287,,Right Foot,,,,"[85.1, 71.6]",,High Pass,,65.27947,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Wojciech Szczęsny,5669.0,Goalkeeper,112,Poland,789,['ec01423a-3a87-4a25-954b-9e51b3d59b02'],35,,,,,,,,,,,,,,,,Poland,00:20:35.649,Pass,,22.1,54.5,85.1,71.6,,,
,,,,,,,,,,,,,,,1.609036,,,,,,,,,,,,,,,539c479e-52f6-4e48-90f6-22cb78b66726,2668,,"[69.9, 71.1]",3788762,65,,,,0.060900208,,Head,,,,"[78.1, 71.6]",,Low Pass,,8.21523,,Incomplete,,,,,,,,Recovery,2,From Free Kick,Piotr Zieliński,5660.0,Right Defensive Midfield,112,Poland,789,['1ffc4b4e-0f9f-450b-97b2-58b6844cf657'],40,,,,,,,,,,,,,,,,Poland,00:20:40.970,Pass,,69.9,71.1,78.1,71.6,,,
,,,,,,,,,,,,,,,0.545014,,,,,,,,,,,,,,,282e6f74-c4da-4201-9fdc-e7984c15d3cb,2673,,"[76.9, 74.3]",3788762,65,,,,-0.25255427,,Right Foot,,,,"[80.0, 73.5]",,Ground Pass,,3.2015622,,,,Kamil Jóźwiak,,,,,,Recovery,2,From Free Kick,Robert Lewandowski,5668.0,Center Forward,112,Poland,789,['5060ccb9-3903-4af7-9cc4-4854a4eb0a9a'],44,,,,,,,,,,,,,,,,Poland,00:20:44.772,Pass,,76.9,74.3,80.0,73.5,,,
,,,,,,,,,,,,,,,0.886429,,,,,,,,,,,,,,,5cd20f24-1a3a-4e18-af17-ecffaa32e8b8,2676,,"[106.1, 64.1]",3788762,65,,,,0.65284663,,Right Foot,,,,"[111.2, 68.0]",,Ground Pass,,6.4202805,,Incomplete,,Robert Lewandowski,,,,,,,2,From Free Kick,Kamil Jóźwiak,4673.0,Right Wing Back,112,Poland,789,"['bf4afeda-530a-419d-9eed-9c15567425a1', 'ff902269-a6d1-4316-abd1-0ef39efbe688']",49,,,,,,,,,,,,,,,,Poland,00:20:49.407,Pass,,106.1,64.1,111.2,68.0,,,
,,,,,,,,,,,,,,,0.592001,,,,,,,,,,,,,,,2c19dfdb-b45c-4845-a041-cc32675eaaeb,2680,,"[2.9, 9.9]",3788762,65,,,,-1.085413,,Left Foot,,,,"[7.7, 0.8]",,Low Pass,,10.288342,,Out,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,112,Poland,789,,52,,,,,,,,,,,,,,,,Spain,00:20:52.206,Pass,,2.9,9.9,7.7,0.8,,,
,,,,,,,,,,,,,,,0.732583,,,,,,,,,,,,,,,f2809ed2-65d0-47db-b5b3-ed6cfe939c0f,2681,,"[112.4, 80.0]",3788762,66,,,,-2.3488953,,,,,,"[105.6, 73.1]",,Low Pass,,9.687621,,,,Piotr Zieliński,,,,,,Throw-in,2,From Throw In,Kamil Jóźwiak,4673.0,Right Wing Back,113,Poland,789,['cddc2480-1911-4ce7-ac44-ba6f3b87fce0'],10,,,,,,,,,,,,,,,,Poland,00:21:10.197,Pass,,112.4,80.0,105.6,73.1,,,
,,,,,,,,,,,,,,,0.739487,,,,,,,,,,,,,,,a1b93ae8-9629-4d2e-9236-336cfb9281dd,2684,,"[105.1, 70.9]",3788762,66,,,,1.7928783,,Right Foot,,,,"[104.4, 74.0]",,Ground Pass,,3.1780498,,,,Kamil Jóźwiak,,,,,,,2,From Throw In,Piotr Zieliński,5660.0,Right Defensive Midfield,113,Poland,789,"['438d4a28-52c4-4494-9b0f-a8334348fe82', 'f44d255d-60f0-4ee7-8f28-9e4276540eda']",10,,,,,,,,,,,,,,,,Poland,00:21:10.929,Pass,True,105.1,70.9,104.4,74.0,,,
,,,,,,,,,,,,,,,1.086075,,,,,,,,,,,,,,,5fad9f2b-e05b-4aef-b7f7-2ca6ec98ae1a,2688,,"[103.7, 75.2]",3788762,66,,,,-0.1340232,,Right Foot,,,,"[112.6, 74.0]",,Low Pass,,8.980535,,,,Piotr Zieliński,,,,,,,2,From Throw In,Kamil Jóźwiak,4673.0,Right Wing Back,113,Poland,789,"['5f30021c-9927-4aeb-b1bc-6b3c656f08dd', 'e09c8341-48de-4b71-a2bf-5eb99eaa28be']",12,,,,,,,,,,,,,,,,Poland,00:21:12.197,Pass,True,103.7,75.2,112.6,74.0,,,
,,,,,,,,,,,,,,,1.284866,,,,,,,,,,,,,,,e8dcd338-4284-47b3-bacc-2d9d2e94e1c9,2691,,"[112.4, 73.5]",3788762,66,,,,-1.6623762,,Right Foot,True,,,"[109.7, 44.1]",,High Pass,,29.52372,,Incomplete,,Karol Świderski,,,,,,,2,From Throw In,Piotr Zieliński,5660.0,Right Defensive Midfield,113,Poland,789,"['584bf80d-4c9a-4211-ac16-6a80e506153e', '67a63d8c-7ea5-49b0-a25f-106d82b9dfd9']",13,,,,,,,,,,,,,,,,Poland,00:21:13.888,Pass,,112.4,73.5,109.7,44.1,,,
,,,,,,,,,,,,,,,1.97837,,,,,,,,,,,,,,,f42b4631-456c-452f-8d21-e3d8c7de08ce,2694,,"[77.1, 42.7]",3788762,66,,,,0.22273764,,Head,,,,"[100.5, 48.0]",,High Pass,,23.992706,,Unknown,,,,,,,,Recovery,2,From Throw In,Jan Bednarek,4626.0,Left Center Back,113,Poland,789,,18,,,,,,,,,,,,,,,,Poland,00:21:18.063,Pass,,77.1,42.7,100.5,48.0,,,
,,,,,,,,,,,,,,,2.665708,,,,,,,,,,,,,,,6c4b9100-4ff1-46e9-a679-f2bdbf0a0684,2700,,"[13.5, 29.2]",3788762,67,True,,,1.0084023,,Right Foot,,,,"[41.8, 74.1]",,Ground Pass,,53.074474,,,,Marcos Llorente Moreno,,,True,,,Free Kick,2,From Free Kick,Pau Francisco Torres,6892.0,Left Center Back,114,Spain,772,['d2f482cb-c24a-48e7-a1f6-9c38b49567ce'],28,,,,,,,,,,,,,,,,Spain,00:22:28.308,Pass,,13.5,29.2,41.8,74.1,,,
,,,,,,,,,,,,,,,0.704717,,,,,,,,,,,,,,,0e0848af-5252-4af1-9b5f-f29143ee44dd,2702,,"[62.8, 76.8]",3788762,67,,,,0.05807416,,Right Foot,,,,"[71.4, 77.3]",,Ground Pass,,8.614523,,,,Fabián Ruiz Peña,,,,,,,2,From Free Kick,Marcos Llorente Moreno,6840.0,Right Back,114,Spain,772,['a396e4e1-d3c1-4b5a-b86e-718309a14b03'],31,,,,,,,,,,,,,,,,Spain,00:22:31.726,Pass,,62.8,76.8,71.4,77.3,,,
,,,,,,,,,,,,,,,0.809138,,,,,,,,,,,,,,,fa58e6c2-20ed-41d3-b864-2e09b455cd58,2705,,"[71.4, 77.3]",3788762,67,,,,-3.0309355,,Right Foot,,,,"[64.2, 76.5]",,Ground Pass,,7.244308,,,,Marcos Llorente Moreno,,,,,,,2,From Free Kick,Fabián Ruiz Peña,6655.0,Right Wing,114,Spain,772,['9003f3b5-5512-4db9-a6ea-37fd09b8f1af'],32,,,,,,,,,,,,,,,,Spain,00:22:32.479,Pass,,71.4,77.3,64.2,76.5,,,
,,,,,,,,,,,,,,,1.503104,,,,,,,,,,,,,,,3bbe3b91-25b4-4aea-a4ec-b17c56b68109,2708,,"[63.7, 77.5]",3788762,67,,,,-2.6579478,,Right Foot,,,,"[43.9, 67.1]",,Ground Pass,,22.365152,,,,Aymeric Laporte,,,,,,,2,From Free Kick,Marcos Llorente Moreno,6840.0,Right Back,114,Spain,772,['32bc96ed-a284-4e3e-9a92-6e958e6e04d3'],33,,,,,,,,,,,,,,,,Spain,00:22:33.901,Pass,,63.7,77.5,43.9,67.1,,,
,,,,,,,,,,,,,,,0.967165,,,,,,,,,,,,,,,49775cd2-bcfc-4801-a6d6-f452b2b17d25,2711,,"[44.9, 65.4]",3788762,67,,,,-1.3693413,,Right Foot,,,,"[47.8, 51.2]",,Ground Pass,,14.493102,,,,Rodrigo Hernández Cascante,,,,,,,2,From Free Kick,Aymeric Laporte,4353.0,Right Center Back,114,Spain,772,['b8c592e4-6a01-44b7-9dc8-77d4a135b14c'],39,,,,,,,,,,,,,,,,Spain,00:22:39.084,Pass,,44.9,65.4,47.8,51.2,,,
,,,,,,,,,,,,,,,1.645442,,,,,,,,,,,,,,,b77a8fc8-3e4c-41f6-b179-0f65151ae67f,2714,,"[48.0, 42.0]",3788762,67,,,,-1.2373067,,Left Foot,,,,"[57.7, 14.0]",,Ground Pass,,29.632584,,,,Jordi Alba Ramos,,,,,,,2,From Free Kick,Rodrigo Hernández Cascante,6765.0,Center Defensive Midfield,114,Spain,772,['769c0e10-db01-422c-a559-6c11c37f0689'],41,,,,,,,,,,,,,,,,Spain,00:22:41.661,Pass,,48.0,42.0,57.7,14.0,,,
,,,,,,,,,,,,,,,1.308315,,,,,,,,,,,,,,,821dc659-518a-4fc6-8daf-b2af1786ad99,2717,,"[66.1, 14.0]",3788762,67,,,,0.18601625,,Left Foot,,,,"[93.2, 19.1]",,High Pass,,27.575714,,Incomplete,,Ferrán Torres García,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,114,Spain,772,"['9d2939c6-5355-461e-ab73-784f2bee7ee6', 'a5bea86d-15f0-48ba-8787-6232681ba1cf']",45,,,,,,,,,,,,,,,,Spain,00:22:45.308,Pass,,66.1,14.0,93.2,19.1,,,
,,,,,,,,,,,,,,,2.736823,,,,,,,,,,,,,,,ba23cc89-4297-4813-b804-4e95c3b73785,2721,,"[18.0, 69.0]",3788762,67,,,,-0.11065722,,Right Foot,,,,"[63.9, 63.9]",,High Pass,,46.182465,,Incomplete,,,,,,,,Recovery,2,From Free Kick,Bartosz Bereszyński,5673.0,Right Center Back,114,Spain,772,"['2bc3b656-b7cd-41eb-939b-9dc23360c646', '523046b2-23ce-40d5-9de9-2681ff117998']",48,,,,,,,,,,,,,,,,Poland,00:22:48.706,Pass,True,18.0,69.0,63.9,63.9,,,
,,,,,,,,,,,,,,,1.341699,,,,,,,,,,,,,,,2bc3b656-b7cd-41eb-939b-9dc23360c646,2722,,"[56.2, 16.2]",3788762,67,,,,-0.40890783,,Head,,,,"[71.2, 9.7]",,Low Pass,,16.347782,,,,Jordi Alba Ramos,,,,,,Recovery,2,From Free Kick,Pau Francisco Torres,6892.0,Left Center Back,114,Spain,772,"['41a15df9-f7d4-4556-abfb-8a0038666f8b', 'ba23cc89-4297-4813-b804-4e95c3b73785']",51,,,,,,,,,,,,,,,,Spain,00:22:51.443,Pass,,56.2,16.2,71.2,9.7,,,
,,,,,,,,,,,,,,,0.993845,,,,,,,,,,,,,,,1806d8c9-1421-4166-847d-a22c5673e84b,2725,,"[70.2, 9.9]",3788762,67,,,,-0.54257935,,Right Foot,,,,"[77.0, 5.8]",,Ground Pass,,7.940403,,,,Pedro González López,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,114,Spain,772,['0066475d-15d5-4ade-8e31-1391f50a323c'],54,,,,,,,,,,,,,,,,Spain,00:22:54.252,Pass,,70.2,9.9,77.0,5.8,,,
,,,,,,,,,,,,,,,1.212139,,,,,,,,,,,,,,,f1b8a8b9-3958-42ef-8fe5-c6ff16a72bff,2728,,"[77.0, 6.8]",3788762,67,,,,2.1634002,,Right Foot,,,,"[66.9, 21.8]",,Ground Pass,,18.083418,,,,Rodrigo Hernández Cascante,,,,,,,2,From Free Kick,Pedro González López,30486.0,Left Center Midfield,114,Spain,772,['62753c30-d190-458c-8a7b-7943c6c79581'],57,,,,,,,,,,,,,,,,Spain,00:22:57.223,Pass,,77.0,6.8,66.9,21.8,,,
,,,,,,,,,,,,,,,1.326009,,,,,,,,,,,,,,,b07cdd3d-aa66-4f2e-8682-dd0844dfc59b,2732,,"[65.4, 27.3]",3788762,67,,,,1.0791032,,Right Foot,,,,"[78.2, 51.2]",,Ground Pass,,27.111805,,,,Fabián Ruiz Peña,,,,,,,2,From Free Kick,Rodrigo Hernández Cascante,6765.0,Center Defensive Midfield,114,Spain,772,"['7350fc9b-6732-41c4-a778-f7dd55e70f7a', '8d8b068d-4681-48f9-94d3-d63918aa36e3']",59,,,,,,,,,,,,,,,,Spain,00:22:59.385,Pass,True,65.4,27.3,78.2,51.2,,,
,,,,,,,,,,,,,,,1.729835,,,,,,,,,,,,,,,96b73d19-b5e0-4e38-b11c-62765e8726ca,2735,,"[86.2, 59.2]",3788762,68,,,,0.4962656,,Left Foot,,,,"[106.7, 70.3]",,Ground Pass,,23.31223,,,,Marcos Llorente Moreno,,,,,,,2,From Free Kick,Fabián Ruiz Peña,6655.0,Right Wing,114,Spain,772,['9e101f8d-4b30-49a4-b937-be0842925589'],2,,,,,,,,,,,,,,,,Spain,00:23:02.831,Pass,,86.2,59.2,106.7,70.3,,,
,,,,,,,,,,,,,,,0.073776,,,,,,,,,,,,,,,b7a358ea-ba63-4529-a691-f06c22faffca,2738,,"[106.7, 70.3]",3788762,68,,,,-1.2698761,,Right Foot,,,,"[107.6, 67.4]",,Ground Pass,,3.0364454,,Incomplete,,,,,,,,,2,From Free Kick,Marcos Llorente Moreno,6840.0,Right Back,114,Spain,772,['00804f22-aafb-4666-9d48-3b53c419f338'],4,,,,,,,,,,,,,,,,Spain,00:23:04.601,Pass,,106.7,70.3,107.6,67.4,,,
,,,,,,,,,,,,,,,1.674277,,,,,,,,,,,,,,,10932413-823f-42db-98b6-7119a34548bd,2740,,"[120.0, 80.0]",3788762,68,,,,-1.7438549,,Left Foot,,,,"[113.2, 41.1]",,High Pass,True,39.489872,,Unknown,,Aymeric Laporte,,,,Inswinging,,Corner,2,From Corner,Pablo Sarabia García,6720.0,Right Center Midfield,115,Spain,772,['5106ac34-0beb-4d91-8d0b-dd11b631ad63'],22,,,,,,,,,,,,,,,,Spain,00:23:22.455,Pass,,120.0,80.0,113.2,41.1,,,
,,,,,,,,,,,,,,,4.064645,,,,,,,,,,,,,,,bf9e646d-3459-43c3-b947-06a5f3caebe3,2743,,"[6.9, 45.1]",3788762,69,,,,0.44881955,,Right Foot,,,,"[69.4, 75.2]",,High Pass,,69.37045,,,,Robert Lewandowski,,,,,,Free Kick,2,From Free Kick,Wojciech Szczęsny,5669.0,Goalkeeper,116,Poland,789,['d05a268b-5167-43a8-85ee-ace1eab40328'],55,,,,,,,,,,,,,,,,Poland,00:24:55.643,Pass,,6.9,45.1,69.4,75.2,,,
,,,,,,,,,,,,,,,1.119695,,,,,,,,,,,,,,,5eb16d34-eb08-4ad6-ac9c-0814405eb7e9,2746,,"[36.0, 0.1]",3788762,70,,,,0.43833655,,,,,,"[48.8, 6.1]",,Low Pass,,14.136477,,,,Ferrán Torres García,,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,117,Spain,772,['e33464c3-515e-464b-8929-034e55ee813d'],5,,,,,,,,,,,,,,,,Spain,00:25:05.488,Pass,,36.0,0.1,48.8,6.1,,,
,,,,,,,,,,,,,,,1.351483,,,,,,,,,,,,,,,ebc2ce62-54cc-4215-b1bf-85e92d41a0f8,2750,,"[43.0, 7.8]",3788762,70,,,,2.965742,,Right Foot,,,,"[18.8, 12.1]",,Ground Pass,,24.579056,,,,Pau Francisco Torres,,,,,,,2,From Throw In,Ferrán Torres García,6748.0,Left Wing,117,Spain,772,['4c023a9a-c05c-4d53-9ade-1fabaf3a82b8'],8,,,,,,,,,,,,,,,,Spain,00:25:08.360,Pass,,43.0,7.8,18.8,12.1,,,
,,,,,,,,,,,,,,,1.924119,,,,,,,,,,,,,,,f6138422-6ce7-4d2e-ba09-db74665f5341,2753,,"[20.5, 13.6]",3788762,70,,,,1.1430905,,Left Foot,,,,"[39.6, 55.5]",,Low Pass,,46.04802,,,,Fabián Ruiz Peña,,,True,,,,2,From Throw In,Pau Francisco Torres,6892.0,Left Center Back,117,Spain,772,['6ed333ec-e5d3-435f-810d-6230d5f4c515'],11,,,,,,,,,,,,,,,,Spain,00:25:11.060,Pass,,20.5,13.6,39.6,55.5,,,
,,,,,,,,,,,,,,,1.422612,,,,,,,,,,,,,,,b1baad5d-5c39-4bf8-a0ef-bb00daebf6a6,2756,,"[72.2, 70.3]",3788762,70,,,,0.38561708,,Left Foot,,,,"[82.3, 74.4]",,Ground Pass,,10.900458,,,,Marcos Llorente Moreno,,,,,,,2,From Throw In,Fabián Ruiz Peña,6655.0,Right Wing,117,Spain,772,['339f0df0-d54c-4970-85d5-b9faf7d8ef5a'],18,,,,,,,,,,,,,,,,Spain,00:25:18.056,Pass,,72.2,70.3,82.3,74.4,,,
,,,,,,,,,,,,,,,1.72438,,,,,,,,,,,,,,,f11dc3da-d760-467d-a911-a56de36a8ca3,2759,,"[84.5, 76.1]",3788762,70,,,,-0.31690407,,Right Foot,,,,"[103.1, 70.0]",,Ground Pass,,19.574728,,,,Pablo Sarabia García,,,,,,,2,From Throw In,Marcos Llorente Moreno,6840.0,Right Back,117,Spain,772,['cdf688dd-1309-4cad-bba5-6a35b08f6b25'],20,,,,,,,,,,,,,,,,Spain,00:25:20.160,Pass,,84.5,76.1,103.1,70.0,,,
,,,,,,,,,,,,,,,1.358243,,,,,,,,,,,,,,,fbed9767-d58c-4089-ac52-defac15656ed,2766,,"[106.4, 75.6]",3788762,71,,,,-1.3211572,,Left Foot,True,,,"[115.4, 40.3]",,High Pass,,36.429245,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Pablo Sarabia García,6720.0,Right Wing,118,Spain,772,['066da126-7dc6-4741-a688-eb2caf2140e7'],4,,,,,,,,,,,,,,,,Spain,00:26:04.670,Pass,,106.4,75.6,115.4,40.3,,,
,,,,,,,,,,,,,,,1.960908,,,,,,,,,,,,,,,93f79f8c-dd82-4264-8fa1-db8d110c02de,2768,,"[86.9, 40.1]",3788762,71,,,,3.0662637,,Right Foot,,,,"[71.0, 41.3]",,Low Pass,,15.945219,,,,Jordi Alba Ramos,,,,,,Recovery,2,From Free Kick,Pedro González López,30486.0,Left Center Midfield,118,Spain,772,['8b476410-d2d3-4bf7-a2b3-b2935fa5e840'],8,,,,,,,,,,,,,,,,Spain,00:26:08.329,Pass,,86.9,40.1,71.0,41.3,,,
,,,,,,,,,,,,,,,3.164577,,,,,,,,,,,,,,,d389fb3b-f576-44b8-8c9a-4de0ba904a5e,2772,,"[66.9, 42.0]",3788762,71,,,,3.0529368,,Right Foot,,,,"[30.9, 45.2]",,Ground Pass,,36.14194,,,,Unai Simón Mendibil,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,118,Spain,772,['7c5d3647-761f-41b9-98e0-b551643801ad'],12,,,,,,,,,,,,,,,,Spain,00:26:12.039,Pass,,66.9,42.0,30.9,45.2,,,
,,,,,,,,,,,,,,,1.846337,,,,,,,,,,,,,,,81013fb3-780d-4421-9bf8-38c77d54f476,2775,,"[31.6, 45.2]",3788762,71,,,,-1.4028288,,Right Foot,,,,"[35.5, 22.2]",,Ground Pass,,23.328308,,,,Jordi Alba Ramos,,,,,,,2,From Free Kick,Unai Simón Mendibil,11748.0,Goalkeeper,118,Spain,772,['9cb1d2d7-687c-4e70-b6be-9e5aa904edf9'],16,,,,,,,,,,,,,,,,Spain,00:26:16.743,Pass,,31.6,45.2,35.5,22.2,,,
,,,,,,,,,,,,,,,2.351942,,,,,,,,,,,,,,,798d622d-3c75-41a8-ba09-e967c7d8666e,2778,,"[35.5, 22.2]",3788762,71,,,,1.9950742,,Left Foot,,,,"[21.0, 54.3]",,Ground Pass,,35.223003,,,,Unai Simón Mendibil,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,118,Spain,772,['11591eec-22cf-494f-a84f-5ffc70a84e1e'],19,,,,,,,,,,,,,,,,Spain,00:26:19.308,Pass,,35.5,22.2,21.0,54.3,,,
,,,,,,,,,,,,,,,1.263414,,,,,,,,,,,,,,,64c8b3f0-2bd4-40bd-985c-6bfc7c1133b0,2781,,"[21.0, 54.3]",3788762,71,,,,0.0,,Right Foot,,,,"[32.1, 54.3]",,Ground Pass,,11.1,,,,Aymeric Laporte,,,,,,,2,From Free Kick,Unai Simón Mendibil,11748.0,Goalkeeper,118,Spain,772,['99d0a153-97f5-49ba-acbe-4a8866eddaf0'],22,,,,,,,,,,,,,,,,Spain,00:26:22.867,Pass,,21.0,54.3,32.1,54.3,,,
,,,,,,,,,,,,,,,1.516965,,,,,,,,,,,,,,,59630b69-7d70-4955-8c00-076a485d8ce5,2784,,"[46.6, 54.3]",3788762,71,,,,-1.5246753,,Left Foot,,,,"[47.8, 28.3]",,Ground Pass,,26.027678,,,,Pau Francisco Torres,,,,,,,2,From Free Kick,Aymeric Laporte,4353.0,Right Center Back,118,Spain,772,['a8558f5f-8a5a-4d45-a765-6303fbdf44a3'],28,,,,,,,,,,,,,,,,Spain,00:26:28.694,Pass,,46.6,54.3,47.8,28.3,,,
,,,,,,,,,,,,,,,2.264697,,,,,,,,,,,,,,,6ae72fb7-870f-42e6-9320-594fb8e8cee3,2787,,"[47.8, 28.3]",3788762,71,,,,-0.66355574,,Left Foot,,,,"[69.8, 11.1]",,Ground Pass,,27.925615,,,,Pedro González López,,,,,,,2,From Free Kick,Pau Francisco Torres,6892.0,Left Center Back,118,Spain,772,['8e1a600f-1aa6-45df-8d00-a27919ce9372'],31,,,,,,,,,,,,,,,,Spain,00:26:31.250,Pass,,47.8,28.3,69.8,11.1,,,
,,,,,,,,,,,,,,,1.337849,,,,,,,,,,,,,,,081820f1-fb81-4deb-a012-cbea002ec079,2790,,"[78.0, 7.0]",3788762,71,,,,1.9693187,,Right Foot,,,,"[72.4, 20.3]",,Ground Pass,,14.43087,,,,Jordi Alba Ramos,,,,,,,2,From Free Kick,Pedro González López,30486.0,Left Center Midfield,118,Spain,772,['690385a0-8e38-4eb4-9b40-65fef3be112e'],35,,,,,,,,,,,,,,,,Spain,00:26:35.660,Pass,,78.0,7.0,72.4,20.3,,,
,,,,,,,,,,,,,,,1.661425,,,,,,,,,,,,,,,19272df1-3fdd-4e29-8b38-36d80cbf2791,2793,,"[72.4, 20.3]",3788762,71,,,,2.3651228,,Left Foot,,,,"[61.1, 31.4]",,Ground Pass,,15.839823,,,,Pau Francisco Torres,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,118,Spain,772,['b965a6ee-beb7-4c38-8330-09306d61267b'],37,,,,,,,,,,,,,,,,Spain,00:26:37.815,Pass,,72.4,20.3,61.1,31.4,,,
,,,,,,,,,,,,,,,2.407351,,,,,,,,,,,,,,,ed135078-98f6-42b0-8309-8e8c8670db49,2796,,"[65.2, 40.3]",3788762,71,,,,1.176402,,Left Foot,,,,"[80.1, 76.1]",,Ground Pass,,38.776928,,,,Marcos Llorente Moreno,,,,,,,2,From Free Kick,Pau Francisco Torres,6892.0,Left Center Back,118,Spain,772,['29195f88-ecf6-4537-8bbf-c52f10335101'],41,,,,,,,,,,,,,,,,Spain,00:26:41.431,Pass,,65.2,40.3,80.1,76.1,,,
,,,,,,,,,,,,,,,1.068245,,,,,,,,,,,,,,,a3824577-24db-4adf-8c81-769f514b1aab,2799,,"[85.4, 74.6]",3788762,71,,,,-1.5707964,,Right Foot,,,,"[85.4, 63.0]",,Ground Pass,,11.6,,,,Fabián Ruiz Peña,,,,,,,2,From Free Kick,Marcos Llorente Moreno,6840.0,Right Back,118,Spain,772,['f26f6ae5-5f14-418f-99b7-40105f99c23f'],46,,,,,,,,,,,,,,,,Spain,00:26:46.333,Pass,,85.4,74.6,85.4,63.0,,,
,,,,,,,,,,,,,,,0.146063,,,,,,,,,,,,,,,2cd9bc96-b9b1-426f-96ac-c9565b1dc0ca,2802,,"[92.0, 58.2]",3788762,71,,,,1.1814796,,Left Foot,,,,"[93.6, 62.1]",,Ground Pass,,4.215448,,Incomplete,,Marcos Llorente Moreno,,,,,,,2,From Free Kick,Fabián Ruiz Peña,6655.0,Right Center Midfield,118,Spain,772,"['46ecc8d7-0564-4fd1-9f77-893a74868185', '7d6abf1f-6550-4ab7-b686-f788368b6c28']",48,,,,,,,,,,,,,,,,Spain,00:26:48.306,Pass,,92.0,58.2,93.6,62.1,,,
,,,,,,,,,,,,,,,1.183009,,,,,,,,,,,,,,,5a21b04a-545a-47e5-8cdd-75a7ecda3561,2806,,"[13.7, 12.5]",3788762,71,,,,-0.02015856,,Left Foot,,,,"[38.5, 12.0]",,High Pass,,24.80504,,,,Robert Lewandowski,,,,,,Recovery,2,From Counter,Tymoteusz Puchacz,8737.0,Left Wing Back,119,Poland,789,"['a6caaf04-8ec9-4f2a-9365-6e66d9daf79e', 'ba6f27f2-ce71-4756-9948-5e38c7b0caff']",50,,,,,,,,,,,,,,,,Poland,00:26:50.370,Pass,True,13.7,12.5,38.5,12.0,,,
,,,,,,,,,,,,,,,1.481286,,,,,,,,,,,,,,,d81b9511-35a7-4870-b42b-7b17deaf079e,2808,,"[38.5, 12.0]",3788762,71,,,,0.48637098,,Head,,,,"[55.9, 21.2]",,High Pass,,19.68248,,,,Przemysław Frankowski,,,,,,,2,From Counter,Robert Lewandowski,5668.0,Center Forward,119,Poland,789,['e99774ab-2416-4422-99b0-f9723e423fe6'],51,,,,,,,,,,,,,,,,Poland,00:26:51.553,Pass,,38.5,12.0,55.9,21.2,,,
,,,,,,,,,,,,,,,2.222484,,,,,,,,,,,,,,,8e5217df-0fc8-4317-9700-718d2fdcc57c,2813,,"[49.7, 50.0]",3788762,71,,,,-1.2108479,,Left Foot,,,,"[63.7, 12.8]",,Low Pass,,39.7472,,,,Jordi Alba Ramos,,,,,,Recovery,2,Regular Play,Pau Francisco Torres,6892.0,Left Center Back,120,Spain,772,"['0c4dc2a6-e01e-4e01-b99d-9268fe6c73f6', '8e472665-d3a4-462c-a5cf-561516d6c0f9']",55,,,,,,,,,,,,,,,,Spain,00:26:55.389,Pass,True,49.7,50.0,63.7,12.8,,,
