ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,04c8dd61-216b-4e4a-9d9b-b97a3043d6f6,1,,,,3788751,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France,771,,0,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",France,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,602daf2d-9d5c-4f74-8681-27bd77fd18eb,2,,,,3788751,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France,771,,0,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 6}, {'player': {'id': 6985, 'name': 'Robin Gosens'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8966, 'name': 'Kai Havertz'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 8400, 'name': 'Serge Gnabry'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Germany,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,614df6f8-792f-42b2-b063-cfc4c4ae6802,3,,,,3788751,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France,771,['a85a27fd-5036-4842-8d40-4ba7b4ab1508'],0,,,,,,,,,,,,,,France,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a85a27fd-5036-4842-8d40-4ba7b4ab1508,4,,,,3788751,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France,771,['614df6f8-792f-42b2-b063-cfc4c4ae6802'],0,,,,,,,,,,,,,,Germany,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f364db3e-f6f5-4733-95a4-f6063a3c7f3b,1969,,,,3788751,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,73,France,771,['17d9fb87-8b55-4012-9533-f57216806b09'],0,,,,,,,,,,,,,,Germany,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,17d9fb87-8b55-4012-9533-f57216806b09,1970,,,,3788751,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,73,France,771,['f364db3e-f6f5-4733-95a4-f6063a3c7f3b'],0,,,,,,,,,,,,,,France,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,1.002141,,,,,,,,,,,,,,c5a1e95e-df4d-4c40-b6a0-7d5f785c39c7,5,,,"[61.0, 40.1]",3788751,0,,,,,2.98083,,Right Foot,,,,"[49.9, 41.9]",Ground Pass,,11.244999,,,,Toni Kroos,,,,,Kick Off,1,From Kick Off,Serge Gnabry,8400.0,Center Forward,2,Germany,770,['0e081153-3473-4607-88f6-b2a449d2203b'],0,,,,,,,,,,,,,,Germany,00:00:00.552,Pass,,61.0,40.1,49.9,41.9,,,
,,,,,,,,,,,,,0.961896,,,,,,,,,,,,,,3b139338-071a-4099-9fb3-c9e7d6abf815,8,,,"[49.9, 39.3]",3788751,0,,,,,2.968732,,Left Foot,,,,"[37.3, 41.5]",Ground Pass,,12.790622,,,,Mats Hummels,,,,,,1,From Kick Off,Toni Kroos,5574.0,Left Defensive Midfield,2,Germany,770,['209656d2-0f3c-4b94-8b17-73ad9f060d81'],2,,,,,,,,,,,,,,Germany,00:00:02.113,Pass,,49.9,39.3,37.3,41.5,,,
,,,,,,,,,,,,,3.513408,,,,,,,,,,,,,,41716c8c-1b56-44bf-88df-50cec2e24ff7,11,,,"[37.0, 40.6]",3788751,0,,,,,0.26188526,,Right Foot,,,,"[104.9, 58.8]",High Pass,,70.29687,,Incomplete,,Thomas Müller,,,,,,1,From Kick Off,Mats Hummels,5572.0,Center Back,2,Germany,770,"['62ddc444-53f1-4718-84e2-c3b176f85cdb', '7583477e-31c1-4876-8337-bbb6ab4f6bb7']",4,,,,,,,,,,,,,,Germany,00:00:04.484,Pass,,37.0,40.6,104.9,58.8,,,
,,,,,,,,,,,,,1.715071,,,,,,,,,,,,,,62ddc444-53f1-4718-84e2-c3b176f85cdb,13,,,"[15.2, 21.3]",3788751,0,,,,,-1.1824776,,Head,,,,"[20.6, 8.1]",High Pass,,14.261837,,,,Adrien Rabiot,,,,,Recovery,1,From Kick Off,Lucas Hernández Pi,5484.0,Left Back,2,Germany,770,"['41716c8c-1b56-44bf-88df-50cec2e24ff7', '651c5dab-56aa-445e-b031-1ee6a03406b8']",7,,,,,,,,,,,,,,France,00:00:07.997,Pass,,15.2,21.3,20.6,8.1,,,
,,,,,,,,,,,,,1.762108,,,,,,,,,,,,,,30076da3-2b42-44ed-b67c-052f93c44f8a,15,,,"[20.6, 8.1]",3788751,0,,,,,0.61072594,,Head,,,,"[26.6, 12.3]",Low Pass,,7.3239336,,Incomplete,,N''Golo Kanté,,,,,,1,From Kick Off,Adrien Rabiot,3026.0,Left Center Midfield,2,Germany,770,"['03e3abf8-5f4a-4d7c-b124-6d25959134c7', '33598759-baf6-4224-8244-36dd70c73afa']",9,,,,,,,,,,,,,,France,00:00:09.776,Pass,,20.6,8.1,26.6,12.3,,,
,,,,,,,,,,,,,0.737972,,,,,,,,,,,,,,03e3abf8-5f4a-4d7c-b124-6d25959134c7,17,,,"[93.5, 67.8]",3788751,0,,,,,-2.4505084,,Left Foot,,,,"[85.4, 61.1]",Low Pass,,10.511898,,,,İlkay Gündoğan,,,,,Recovery,1,From Kick Off,Kai Havertz,8966.0,Right Attacking Midfield,2,Germany,770,"['30076da3-2b42-44ed-b67c-052f93c44f8a', 'cfa7e728-6c68-40c6-b6b2-26c27a04ae52']",11,,,,,,,,,,,,,,Germany,00:00:11.538,Pass,,93.5,67.8,85.4,61.1,,,
,,,,,,,,,,,,,1.582332,,,,,,,,,,,,,,86273cd5-60c7-44f9-8bde-e34d98e7964c,21,,,"[85.4, 63.1]",3788751,0,,,,,-2.7125633,,Right Foot,,,,"[66.6, 54.5]",Ground Pass,,20.673655,,,,Mats Hummels,,,,,,1,From Kick Off,İlkay Gündoğan,10287.0,Right Defensive Midfield,2,Germany,770,"['9aa72910-0cda-4fa2-b329-16a136ef528a', 'bc18d87f-3701-4fa3-b790-298aaeed9638']",13,,,,,,,,,,,,,,Germany,00:00:13.148,Pass,True,85.4,63.1,66.6,54.5,,,
,,,,,,,,,,,,,1.187815,,,,,,,,,,,,,,a635844b-93f4-479c-9fef-fdd3a0fc1602,23,,,"[66.6, 54.5]",3788751,0,,,,,-1.0821539,,Right Foot,,,,"[70.8, 46.6]",Ground Pass,,8.947066,,,,Toni Kroos,,,,,,1,From Kick Off,Mats Hummels,5572.0,Center Back,2,Germany,770,['82a586f6-e4e9-4035-962f-f9aa5af7b398'],14,,,,,,,,,,,,,,Germany,00:00:14.730,Pass,,66.6,54.5,70.8,46.6,,,
,,,,,,,,,,,,,2.223978,,,,,,,,,,,,,,22612d6c-6e85-48ac-b4cd-4ba1f57b81ed,26,,,"[70.8, 46.6]",3788751,0,,,,,0.8723767,,Right Foot,,,,"[95.4, 75.9]",High Pass,,38.25768,,,,Joshua Kimmich,,,,,,1,From Kick Off,Toni Kroos,5574.0,Left Defensive Midfield,2,Germany,770,['be455bb6-704f-4d27-be93-b328578924f3'],17,,,,,,,,,,,,,,Germany,00:00:17.345,Pass,,70.8,46.6,95.4,75.9,,,
,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,0ad7fd01-8af0-4378-a0d1-8cd2017a243c,30,,,"[70.2, 58.8]",3788751,0,,,,,-2.7277124,,Right Foot,,,,"[59.5, 54.1]",Ground Pass,,11.686745,,,,Mats Hummels,,,,,,1,From Kick Off,Joshua Kimmich,5579.0,Right Wing Back,2,Germany,770,['157433e4-462c-4d00-be1d-06edf1d0b820'],24,,,,,,,,,,,,,,Germany,00:00:24.846,Pass,,70.2,58.8,59.5,54.1,,,
,,,,,,,,,,,,,2.347399,,,,,,,,,,,,,,cbc78158-d784-4f6d-858d-b6d1f484c226,33,,,"[62.5, 56.6]",3788751,0,,,,,0.48702273,,Right Foot,,,,"[99.7, 76.3]",High Pass,,42.0943,,,,Joshua Kimmich,,,,,,1,From Kick Off,Mats Hummels,5572.0,Center Back,2,Germany,770,['97350a34-4db4-4327-87fc-d33d4a181523'],27,,,,,,,,,,,,,,Germany,00:00:27.646,Pass,,62.5,56.6,99.7,76.3,,,
,,,,,,,,,,,,,0.979292,,,,,,,,,,,,,,735c5c66-e4a9-412b-8890-e2545ed7a924,37,,,"[98.2, 74.4]",3788751,0,,,,,-2.4948342,,Left Foot,,,,"[83.5, 63.3]",Ground Pass,,18.420097,,,,İlkay Gündoğan,,,,,,1,From Kick Off,Joshua Kimmich,5579.0,Right Wing Back,2,Germany,770,"['2d0c6b7b-8488-48e8-9033-2d99252be32f', 'aabe4849-da34-4222-a2b2-b9c6d4bcdf8c']",32,,,,,,,,,,,,,,Germany,00:00:32.824,Pass,True,98.2,74.4,83.5,63.3,,,
,,,,,,,,,,,,,1.278757,,,,,,,,,,,,,,34de4dcc-3359-459a-b3d1-b3452cfaddba,40,,,"[71.7, 56.9]",3788751,0,,,,,-2.055913,,Left Foot,,,,"[64.9, 44.0]",Ground Pass,,14.582523,,,,Mats Hummels,,,,,,1,From Kick Off,İlkay Gündoğan,10287.0,Right Defensive Midfield,2,Germany,770,['fc5b0aa2-ade0-45ae-9b6b-878a6828baee'],35,,,,,,,,,,,,,,Germany,00:00:35.607,Pass,,71.7,56.9,64.9,44.0,,,
,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,777d2286-f429-49e8-97ed-1dc0abd66f13,43,,,"[68.9, 51.9]",3788751,0,,,,,0.692074,,Left Foot,,,,"[80.0, 61.1]",Ground Pass,,14.417004,,,,İlkay Gündoğan,,,,,,1,From Kick Off,Mats Hummels,5572.0,Center Back,2,Germany,770,['54edeb22-680a-4272-a352-99c3f1bbec44'],39,,,,,,,,,,,,,,Germany,00:00:39.686,Pass,,68.9,51.9,80.0,61.1,,,
,,,,,,,,,,,,,1.317965,,,,,,,,,,,,,,2d55bdb9-cc96-4749-b931-e8b203e54985,47,,,"[75.5, 58.1]",3788751,0,,,,,-2.500484,,Right Foot,,,,"[62.1, 48.1]",Ground Pass,,16.720047,,,,Mats Hummels,,,,,,1,From Kick Off,İlkay Gündoğan,10287.0,Right Defensive Midfield,2,Germany,770,"['9c1e64e1-0183-445f-b334-ed771ee097bb', 'af2fd7b4-008d-4d74-9dfd-655deffe0526']",42,,,,,,,,,,,,,,Germany,00:00:42.703,Pass,True,75.5,58.1,62.1,48.1,,,
,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,e81456b2-88d6-4b02-8b79-2786c9051d95,50,,,"[64.0, 56.6]",3788751,0,,,,,1.5490606,,Left Foot,,,,"[64.4, 75.0]",Ground Pass,,18.404346,,,,Matthias Ginter,,,,,,1,From Kick Off,Mats Hummels,5572.0,Center Back,2,Germany,770,['72a50455-37e5-4a6e-95b7-ffa849ae695b'],47,,,,,,,,,,,,,,Germany,00:00:47.238,Pass,,64.0,56.6,64.4,75.0,,,
,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,bad7d603-b2b2-4aa0-8fb1-ca008b7c6c7b,53,,,"[64.4, 75.0]",3788751,0,,,,,0.13102792,,Right Foot,,,,"[77.3, 76.7]",Ground Pass,,13.011534,,,,Joshua Kimmich,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Center Back,2,Germany,770,['23315a62-129b-4eb7-8003-bae7019726cb'],48,,,,,,,,,,,,,,Germany,00:00:48.838,Pass,,64.4,75.0,77.3,76.7,,,
,,,,,,,,,,,,,1.143426,,,,,,,,,,,,,,6b218a4d-9695-48c9-bf79-0ac6c75c9c6c,56,,,"[74.5, 76.3]",3788751,0,,,,,3.0309355,,Right Foot,,,,"[52.9, 78.7]",Ground Pass,,21.732924,,,,Matthias Ginter,,,,,,1,From Kick Off,Joshua Kimmich,5579.0,Right Wing Back,2,Germany,770,['695364ec-9a2b-4ea1-bc9f-509056ea2020'],50,,,,,,,,,,,,,,Germany,00:00:50.952,Pass,,74.5,76.3,52.9,78.7,,,
,,,,,,,,,,,,,1.021903,,,,,,,,,,,,,,0044fddd-e535-4123-a9b9-527c079ccef6,59,,,"[41.8, 67.1]",3788751,0,,,,,-1.810028,,Right Foot,,,,"[36.8, 46.6]",Ground Pass,,21.100948,,,,Mats Hummels,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Center Back,2,Germany,770,['5e6c0721-cb57-41ad-818f-7f7176a0f0de'],56,,,,,,,,,,,,,,Germany,00:00:56.677,Pass,,41.8,67.1,36.8,46.6,,,
,,,,,,,,,,,,,0.87089,,,,,,,,,,,,,,0cb87c4d-0c46-40e6-9a81-7e26db26b13c,62,,,"[40.5, 48.9]",3788751,1,,,,,1.5226853,,Left Foot,,,,"[41.8, 75.9]",Ground Pass,,27.031279,,,,Matthias Ginter,,,,,,1,From Kick Off,Mats Hummels,5572.0,Center Back,2,Germany,770,['c1ee72e4-7d36-460d-a9be-47012f1a0a92'],1,,,,,,,,,,,,,,Germany,00:01:01.566,Pass,,40.5,48.9,41.8,75.9,,,
,,,,,,,,,,,,,0.745948,,,,,,,,,,,,,,10dd60ec-4927-4f87-979d-fc4bd976a771,65,,,"[41.8, 75.9]",3788751,1,,,,,0.14444157,,Right Foot,,,,"[47.3, 76.7]",Ground Pass,,5.557877,,,,Joshua Kimmich,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Center Back,2,Germany,770,['93ee701d-7e2f-459f-9746-bf7fc967b2b6'],4,,,,,,,,,,,,,,Germany,00:01:04.040,Pass,,41.8,75.9,47.3,76.7,,,
,,,,,,,,,,,,,0.733723,,,,,,,,,,,,,,8b47e519-4d36-4e7e-a5cb-356c3afa9680,69,,,"[47.3, 76.3]",3788751,1,,,,,-1.2780832,,Left Foot,,,,"[49.5, 69.0]",Ground Pass,,7.6243033,,,,İlkay Gündoğan,,,,,,1,From Kick Off,Joshua Kimmich,5579.0,Right Wing Back,2,Germany,770,"['14ae3102-11cc-471b-a2b7-60d9d62f106e', 'a0122694-a756-4354-b0d4-1ec5c5a4578c']",5,,,,,,,,,,,,,,Germany,00:01:05.532,Pass,True,47.3,76.3,49.5,69.0,,,
,,,,,,,,,,,,,1.082004,,,,,,,,,,,,,,8bbf09ed-5a48-4549-8f0a-0051fd52ef54,73,,,"[43.5, 75.7]",3788751,1,,,,,-3.0725203,,Left Foot,,,,"[27.6, 74.6]",Ground Pass,,15.9380045,,,,Matthias Ginter,,,,,,1,From Kick Off,İlkay Gündoğan,10287.0,Right Defensive Midfield,2,Germany,770,['f424d0ef-8b49-4365-aea4-e7fce55ebe0f'],8,,,,,,,,,,,,,,Germany,00:01:08.785,Pass,,43.5,75.7,27.6,74.6,,,
,,,,,,,,,,,,,2.51653,,,,,,,,,,,,,,cd74459a-2100-4406-9f7c-aff2a6471a2a,76,,,"[24.2, 73.7]",3788751,1,,,,,-2.1222506,,Left Foot,,,,"[7.1, 45.9]",Ground Pass,,32.63817,,,,Manuel Neuer,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Center Back,2,Germany,770,['5a22bdc1-554d-4a7f-892d-a40bf0eabce9'],11,,,,,,,,,,,,,,Germany,00:01:11.022,Pass,,24.2,73.7,7.1,45.9,,,
,,,,,,,,,,,,,2.118477,,,,,,,,,,,,,,7019d462-d742-4a7b-87bb-3956bbb0521d,79,,,"[8.2, 38.0]",3788751,1,,,,,1.3680148,,Right Foot,,,,"[14.8, 70.1]",Ground Pass,,32.77148,,,,Matthias Ginter,,,,,,1,From Kick Off,Manuel Neuer,5570.0,Goalkeeper,2,Germany,770,['d0857bed-b4be-446c-ab32-24648fd7f5be'],17,,,,,,,,,,,,,,Germany,00:01:17.157,Pass,,8.2,38.0,14.8,70.1,,,
,,,,,,,,,,,,,1.29462,,,,,,,,,,,,,,021b8718-e27d-4169-99d6-3307ec1fc82d,82,,,"[9.5, 66.3]",3788751,1,,,,,-0.35194272,,Left Foot,,,,"[27.2, 59.8]",Ground Pass,,18.855768,,,,İlkay Gündoğan,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Center Back,2,Germany,770,['a11f53a4-cb20-4a93-b3b2-be09458c5a69'],20,,,,,,,,,,,,,,Germany,00:01:20.192,Pass,,9.5,66.3,27.2,59.8,,,
,,,,,,,,,,,,,1.985213,,,,,,,,,,,,,,ca71ff7f-0e05-43b1-9d34-15a1d77eb984,85,,,"[27.2, 59.8]",3788751,1,,,,,1.0849302,,Left Foot,,,,"[36.6, 77.6]",Ground Pass,,20.12958,,,,Joshua Kimmich,,,,,,1,From Kick Off,İlkay Gündoğan,10287.0,Right Defensive Midfield,2,Germany,770,['f22e65d4-f39c-4e94-9bc9-7475a7814998'],23,,,,,,,,,,,,,,Germany,00:01:23.065,Pass,,27.2,59.8,36.6,77.6,,,
,,,,,,,,,,,,,1.138674,,,,,,,,,,,,,,f494ea9b-815d-46cd-aa66-59135192bbd9,88,,,"[36.6, 77.6]",3788751,1,,,,,-1.5707964,,Right Foot,,,,"[36.6, 69.7]",Ground Pass,,7.9,,Incomplete,,Thomas Müller,,,,,,1,From Kick Off,Joshua Kimmich,5579.0,Right Wing Back,2,Germany,770,"['8609a802-3469-4200-a729-a351fa8e1199', 'a9af9067-6dbe-4548-95a4-93dc139468db']",25,,,,,,,,,,,,,,Germany,00:01:25.577,Pass,,36.6,77.6,36.6,69.7,,,
,,,,,,,,,,,,,1.834312,,,,,,,,,,,,,,6360c8f4-85ce-4b96-bb0f-d44eab0f52ef,92,,,"[33.0, 80.0]",3788751,1,,,,,-2.528876,,,,,,"[22.9, 72.9]",Low Pass,,12.345849,,,,Matthias Ginter,,,,,Throw-in,1,From Throw In,Joshua Kimmich,5579.0,Right Wing Back,3,Germany,770,['bdc3a6c5-8e65-459a-94e6-f60f33a55944'],33,,,,,,,,,,,,,,Germany,00:01:33.082,Pass,,33.0,80.0,22.9,72.9,,,
,,,,,,,,,,,,,1.511951,,,,,,,,,,,,,,fa90c9c7-65f2-4671-b182-8eb5cf01806c,95,,,"[30.0, 67.1]",3788751,1,,,,,-1.7831161,,Right Foot,,,,"[26.4, 50.4]",Ground Pass,,17.083618,,,,Mats Hummels,,,,,,1,From Throw In,Matthias Ginter,8808.0,Right Center Back,3,Germany,770,['23d1c50e-8e5b-463b-b1c6-fbae0fd62cdf'],38,,,,,,,,,,,,,,Germany,00:01:38.236,Pass,,30.0,67.1,26.4,50.4,,,
,,,,,,,,,,,,,0.991293,,,,,,,,,,,,,,bbe35190-3a90-4521-9c4e-ea3286348a02,98,,,"[26.4, 50.4]",3788751,1,,,,,-1.4128314,,Right Foot,,,,"[30.0, 27.8]",Ground Pass,,22.88493,,,,Antonio Rüdiger,,,,,,1,From Throw In,Mats Hummels,5572.0,Center Back,3,Germany,770,['20e987a5-3a9f-4ee2-95ce-f52dcecd46f0'],40,,,,,,,,,,,,,,Germany,00:01:40.948,Pass,,26.4,50.4,30.0,27.8,,,
,,,,,,,,,,,,,1.34717,,,,,,,,,,,,,,73f0bf2e-9c11-4f75-aa9a-0de2860d9d5d,101,,,"[30.0, 27.8]",3788751,1,,,,,-0.94958717,,Right Foot,,,,"[44.1, 8.1]",Ground Pass,,24.226019,,,,Robin Gosens,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,3,Germany,770,['8ffbb44c-3fe0-422a-af3b-62482b5a2636'],42,,,,,,,,,,,,,,Germany,00:01:42.892,Pass,,30.0,27.8,44.1,8.1,,,
,,,,,,,,,,,,,1.879856,,,,,,,,,,,,,,48a36a99-8460-4ab1-a804-1cabb545715b,104,,,"[44.1, 8.1]",3788751,1,,,,,0.5461237,,Left Foot,,,,"[77.5, 28.4]",High Pass,,39.085163,,,,Serge Gnabry,,,,,,1,From Throw In,Robin Gosens,6985.0,Left Wing Back,3,Germany,770,['a89bd754-5db7-42dd-ba79-939ff08a8c87'],45,,,,,,,,,,,,,,Germany,00:01:45.199,Pass,,44.1,8.1,77.5,28.4,,,
,,,,,,,,,,,,,0.695115,,,,,,,,,,,,,,4d457645-83b0-4354-b217-439dc08e5804,106,,,"[77.5, 28.4]",3788751,1,,,,,-2.3637133,,Head,,,,"[70.8, 21.8]",Low Pass,,9.404786,,,,Thomas Müller,,,,,,1,From Throw In,Serge Gnabry,8400.0,Center Forward,3,Germany,770,['3496ac38-d5d7-4734-b886-7d4d3e32c1d2'],47,,,,,,,,,,,,,,Germany,00:01:47.079,Pass,,77.5,28.4,70.8,21.8,,,
,,,,,,,,,,,,,0.999497,,,,,,,,,,,,,,832c98e2-e8a4-4f16-aa05-b8d7aa46dc3d,109,,,"[70.8, 21.8]",3788751,1,,,,,0.8574382,,Right Foot,,,,"[84.3, 37.4]",Low Pass,,20.630318,,,,Kai Havertz,,,,,,1,From Throw In,Thomas Müller,5562.0,Left Attacking Midfield,3,Germany,770,['c13f751d-0b9a-4f1c-89e1-7e4c472236e9'],47,,,,,,,,,,,,,,Germany,00:01:47.836,Pass,,70.8,21.8,84.3,37.4,,,
,,,,,,,,,,,,,1.174999,,,,,,,,,,,,,,1ed357c7-0ece-43b4-988d-7132e10c5ea0,113,,,"[114.5, 5.9]",3788751,1,,,,,3.0466409,,Right Foot,,,,"[93.5, 7.9]",Ground Pass,,21.095022,,,,Robin Gosens,,,,,,1,From Throw In,Kai Havertz,8966.0,Right Attacking Midfield,3,Germany,770,"['8400d9b3-319b-42a4-ba26-dfa02fc99a1c', 'a9dc26ed-cd5c-4db3-bb9e-a878ab78de4d']",54,,,,,,,,,,,,,,Germany,00:01:54.155,Pass,True,114.5,5.9,93.5,7.9,,,
,,,,,,,,,,,,,0.6962,,,,,,,,,,,,,,fff79b91-3eca-4276-ad99-f32eea215427,116,,,"[93.5, 7.9]",3788751,1,,,,,2.1280115,,Left Foot,,,,"[85.4, 20.9]",Ground Pass,,15.316984,,,,Toni Kroos,,,,,,1,From Throw In,Robin Gosens,6985.0,Left Wing Back,3,Germany,770,['f8ec8f3b-b9e6-47fe-b281-c83ef036e46e'],55,,,,,,,,,,,,,,Germany,00:01:55.848,Pass,,93.5,7.9,85.4,20.9,,,
,,,,,,,,,,,,,0.81412,,,,,,,,,,,,,,11c0c2f8-aec3-40fe-ae85-c99c45447638,118,,,"[85.4, 20.9]",3788751,1,,,,,-1.1191963,,Right Foot,,,,"[93.5, 4.2]",Ground Pass,,18.56071,,,,Robin Gosens,,,,,,1,From Throw In,Toni Kroos,5574.0,Left Defensive Midfield,3,Germany,770,['e99486e7-44a0-41f3-bc7e-1004aacebf9e'],56,,,,,,,,,,,,,,Germany,00:01:56.545,Pass,,85.4,20.9,93.5,4.2,,,
,,,,,,,,,,,,,1.34909,,,,,,,,,,,,,,a18fdbb5-9900-44db-9a4b-dcc160ea64df,120,,,"[93.5, 4.2]",3788751,1,,,,,3.090051,,Left Foot,,,,"[68.3, 5.5]",Ground Pass,,25.23351,,,,Antonio Rüdiger,,,,,,1,From Throw In,Robin Gosens,6985.0,Left Wing Back,3,Germany,770,['efbecb21-4d35-4b86-8f02-99f6db25bb51'],57,,,,,,,,,,,,,,Germany,00:01:57.359,Pass,,93.5,4.2,68.3,5.5,,,
,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,17ca501d-f1d4-432a-9460-6ee84b1f6647,123,,,"[68.1, 17.9]",3788751,2,,,,,1.7111713,,Right Foot,,,,"[64.2, 45.5]",Ground Pass,,27.874182,,,,Mats Hummels,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,3,Germany,770,['76dc84c9-8afa-44a9-aaa1-6054bc873268'],0,,,,,,,,,,,,,,Germany,00:02:00.308,Pass,,68.1,17.9,64.2,45.5,,,
