50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,,1.146955,,,,,,,,,,e3edf78d-5c7c-46d6-88ae-48c64fe2a4f4,3836,,"[106.4, 23.4]",3795187,83,,,,2.1789691,,Right Foot,,,,"[100.9, 31.3]",,Ground Pass,,9.626006,,Incomplete,,Viktor Tsygankov,,,,,,2,From Free Kick,Roman Yaremchuk,23649.0,Center Forward,105,Ukraine,911,"['4bb7f52e-370a-4a0a-8ac4-739f2df0f6a6', '8015634d-f5ac-4451-97df-1b17a67ef6f8', '9b82af07-ccd4-4309-b5d3-636231bf5069']",1,,,,,,,,,,,,,,Ukraine,00:38:01.601,Pass,True,106.4,23.4,100.9,31.3,,,
,,,,,,,,,,,,,,,,,,1.655294,,,,,,,,,,48db23d8-c066-4ca8-bb6b-426d8345b375,3840,,"[23.9, 52.7]",3795187,83,,,,0.5424785,,Right Foot,,,,"[45.3, 65.6]",,Ground Pass,,24.987396,,,,Dominic Calvert-Lewin,,,,,,2,Regular Play,Jude Bellingham,30714.0,Right Defensive Midfield,106,England,768,['f1636f02-0364-41eb-ae03-70c4947f2ba7'],3,,,,,,,,,,,,,,England,00:38:03.615,Pass,,23.9,52.7,45.3,65.6,,,
,,,,,,,,,,,,,,,,,,2.106927,,,,,,,,,,1707e013-787f-4326-ac61-cbde4cb20119,3844,,"[43.2, 75.3]",3795187,83,,,,3.0712862,,Right Foot,,,,"[29.0, 76.3]",,Ground Pass,,14.2351675,,,,Jordan Brian Henderson,,,,,,2,Regular Play,Dominic Calvert-Lewin,3470.0,Center Forward,106,England,768,['9a0717e3-7341-446f-b6f4-2810f7750fe0'],6,,,,,,,,,,,,,,England,00:38:06.729,Pass,,43.2,75.3,29.0,76.3,,,
,,,,,,,,,,,,,,,,,,1.941526,,,,,,,,,,f0bf35ed-268d-413f-81cb-8361e959eae9,3847,,"[24.2, 76.1]",3795187,83,,,,-1.1388841,,Left Foot,,,,"[30.1, 63.3]",,High Pass,,14.094325,,,,Jude Bellingham,,,,,,2,Regular Play,Jordan Brian Henderson,3532.0,Left Defensive Midfield,106,England,768,['1662e7a6-ddc2-4842-9cac-ba7e4aecefea'],10,,,,,,,,,,,,,,England,00:38:10.360,Pass,,24.2,76.1,30.1,63.3,,,
,,,,,,,,,,,,,,,,,,1.080298,,,,,,,,,,7859890e-8ba6-416c-8d7a-9cd5df59b1c5,3851,,"[31.5, 68.3]",3795187,83,,,,0.9739704,,Right Foot,,,,"[36.8, 76.1]",,Ground Pass,,9.43027,,,,Jordan Brian Henderson,,,,,,2,Regular Play,Jude Bellingham,30714.0,Right Defensive Midfield,106,England,768,['83121882-66bb-4d79-afc2-b18e539b4a10'],13,,,,,,,,,,,,,,England,00:38:13.228,Pass,,31.5,68.3,36.8,76.1,,,
,,,,,,,,,,,,,,,,,,1.059508,,,,,,,,,,1c6251a9-ef9e-4cb2-b274-7ff3a6987ab4,3853,,"[36.2, 76.1]",3795187,83,,,,-0.64675844,,Right Foot,,,,"[50.9, 65.0]",,Ground Pass,,18.420097,,,,Jadon Sancho,,,,,,2,Regular Play,Jordan Brian Henderson,3532.0,Left Defensive Midfield,106,England,768,['86fd300a-1924-4d47-a621-f9288123e90a'],14,,,,,,,,,,,,,,England,00:38:14.308,Pass,,36.2,76.1,50.9,65.0,,,
,,,,,,,,,,,,,,,,,,1.182116,,,,,,,,,,295ad62e-c36e-4859-ab06-5649f8555bcd,3856,,"[53.2, 66.0]",3795187,83,,,,-2.4822826,,Right Foot,,,,"[41.2, 56.7]",,Ground Pass,,15.181897,,,,Jude Bellingham,,,,,,2,Regular Play,Jadon Sancho,12423.0,Right Wing,106,England,768,"['852ad156-1259-41b3-a558-bf313e112802', '95601d01-ade6-4fde-be79-f853918f01a5']",15,,,,,,,,,,,,,,England,00:38:15.368,Pass,True,53.2,66.0,41.2,56.7,,,
,,,,,,,,,,,,,,,,,,0.976234,,,,,,,,,,5940bebc-e6bb-4835-82b8-a0d6e92a2941,3861,,"[39.3, 57.2]",3795187,83,,,,-2.7166162,,Right Foot,,,,"[25.6, 51.0]",,Ground Pass,,15.03762,,,,John Stones,,,,,,2,Regular Play,Jude Bellingham,30714.0,Right Defensive Midfield,106,England,768,"['07eadf07-71ea-43c9-a3c5-b527c97987e7', '516d1df3-1565-4867-87de-12efc51c2731', '785660ea-5784-490b-aff5-14621a325a6d']",18,,,,,,,,,,,,,,England,00:38:18.753,Pass,True,39.3,57.2,25.6,51.0,,,
,,,,,,,,,,,,,,,,,,0.996082,,,,,,,,,,e3d1b6cf-3366-4e82-8b74-f6146ba686c0,3864,,"[25.0, 51.0]",3795187,83,,,,-1.3429393,,Right Foot,,,,"[28.2, 37.2]",,Ground Pass,,14.166157,,,,Harry Maguire,,,,,,2,Regular Play,John Stones,3244.0,Right Center Back,106,England,768,['1cddb00b-5e43-4cfb-b124-63f4fca9a889'],19,,,,,,,,,,,,,,England,00:38:19.849,Pass,,25.0,51.0,28.2,37.2,,,
,,,,,,,,,,,,,,,,,,2.453831,,,,,,,,,,f504ab90-52bd-409e-b4b7-64d2e94e4b0d,3867,,"[30.7, 32.7]",3795187,83,,,,-1.1679801,,Right Foot,,,,"[43.1, 3.6]",,Ground Pass,,31.631788,,,,Kieran Trippier,,,,,,2,Regular Play,Harry Maguire,3336.0,Left Center Back,106,England,768,['6a99cbc0-23d5-489c-8bdd-e9937c650203'],21,,,,,,,,,,,,,,England,00:38:21.986,Pass,,30.7,32.7,43.1,3.6,,,
,,,,,,,,,,,,,,,,,,1.546726,,,,,,,,,,714802fb-20c5-46f7-998a-e8e674f9054a,3870,,"[47.6, 3.3]",3795187,83,,,,1.4601392,,Right Foot,,,,"[49.3, 18.6]",,Ground Pass,,15.394155,,,,Mason Mount,,,,,,2,Regular Play,Kieran Trippier,3308.0,Left Back,106,England,768,['ec2f70c1-4f2c-4b2d-8a6d-3d9a0fc1b235'],26,,,,,,,,,,,,,,England,00:38:26.293,Pass,,47.6,3.3,49.3,18.6,,,
,,,,,,,,,,,,,,,,,,1.595625,,,,,,,,,,afa0f24a-a62a-41cc-8145-d3f5a0aff4a1,3874,,"[66.8, 34.2]",3795187,83,,,,2.2956624,,Right Foot,,,,"[57.5, 44.7]",,Ground Pass,,14.026403,,,,Jordan Brian Henderson,,,,,,2,Regular Play,Mason Mount,7843.0,Center Attacking Midfield,106,England,768,"['3a82e995-31c7-42fb-9a28-7e74c0452f3c', '52d4c7dd-f4a3-4bb9-8e0c-a3aaf626b548']",32,,,,,,,,,,,,,,England,00:38:32.757,Pass,True,66.8,34.2,57.5,44.7,,,
,,,,,,,,,,,,,,,,,,1.505841,,,,,,,,,,4e5f7903-1e75-4126-af46-ba6a85912b43,3877,,"[58.4, 45.0]",3795187,83,,,,1.1111972,,Right Foot,,,,"[73.1, 74.7]",,Low Pass,,33.138798,,,,Jadon Sancho,,,,,,2,Regular Play,Jordan Brian Henderson,3532.0,Left Defensive Midfield,106,England,768,['e3af3625-7d96-4d56-887c-6a6b1f50e190'],34,,,,,,,,,,,,,,England,00:38:34.844,Pass,,58.4,45.0,73.1,74.7,,,
,,,,,,,,,,,,,,,,,,1.535253,,,,,,,,,,b8579b06-8ab6-4496-a292-0f7389b3e7d3,3880,,"[75.9, 74.7]",3795187,83,,,,-2.3490517,,Right Foot,,,,"[62.0, 60.6]",,Ground Pass,,19.799496,,,,Kyle Walker,,,,,,2,Regular Play,Jadon Sancho,12423.0,Right Wing,106,England,768,['b1381fc8-912c-4f66-aadb-36022f1c09ea'],37,,,,,,,,,,,,,,England,00:38:37.795,Pass,,75.9,74.7,62.0,60.6,,,
,,,,,,,,,,,,,,,,,,0.988282,,,,,,,,,,f45e3201-b3e8-4038-a8ca-c8f067232c7a,3883,,"[61.1, 60.6]",3795187,83,,,,-1.1945543,,Right Foot,,,,"[64.3, 52.5]",,Ground Pass,,8.70919,,,,Jordan Brian Henderson,,,,,,2,Regular Play,Kyle Walker,3205.0,Right Back,106,England,768,['258daaa8-f9bf-4f27-b090-344d6d6a7ca8'],39,,,,,,,,,,,,,,England,00:38:39.677,Pass,,61.1,60.6,64.3,52.5,,,
,,,,,,,,,,,,,,,,,,0.740226,,,,,,,,,,bd0ed7d7-72a4-4427-b5ee-d5d66ae4c6e3,3886,,"[64.3, 52.5]",3795187,83,,,,-1.6756732,,Right Foot,,,,"[63.1, 41.1]",,Ground Pass,,11.462984,,,,Jude Bellingham,,,,,,2,Regular Play,Jordan Brian Henderson,3532.0,Left Defensive Midfield,106,England,768,['1e7bb1aa-4f46-42fc-aba2-27a4a3e497cb'],41,,,,,,,,,,,,,,England,00:38:41.091,Pass,,64.3,52.5,63.1,41.1,,,
,,,,,,,,,,,,,,,,,,0.999185,,,,,,,,,,a5b34eaa-308a-4c91-9c49-2ed7152f1542,3889,,"[63.1, 41.1]",3795187,83,,,,1.5405025,,Right Foot,,,,"[63.4, 51.0]",,Ground Pass,,9.904545,,,,Jordan Brian Henderson,,,,,,2,Regular Play,Jude Bellingham,30714.0,Right Defensive Midfield,106,England,768,['a3ae27b5-6d6e-433c-ba8f-f7b16666239e'],41,,,,,,,,,,,,,,England,00:38:41.911,Pass,,63.1,41.1,63.4,51.0,,,
,,,,,,,,,,,,,,,,,,4.837597,,,,,,,,,,d25743b5-5bd6-41d5-876d-5983670d759a,3892,,"[63.4, 49.2]",3795187,83,,,,-2.06649,,Right Foot,,,,"[39.5, 5.0]",,Ground Pass,,50.247887,,,,Harry Maguire,,True,,,,2,Regular Play,Jordan Brian Henderson,3532.0,Left Defensive Midfield,106,England,768,['8ade9e42-2820-4648-b5b3-f0918accfd1f'],42,,,,,,,,,,,,,,England,00:38:42.950,Pass,,63.4,49.2,39.5,5.0,,,
,,,,,,,,,,,,,,,,,,1.943112,,,,,,,,,,6c1c562b-c811-43bf-9f91-61d6f0e2cd50,3895,,"[39.2, 12.4]",3795187,83,,,,1.8131295,,Left Foot,,,,"[32.6, 39.1]",,Ground Pass,,27.503635,,,,John Stones,,,,,,2,Regular Play,Harry Maguire,3336.0,Left Center Back,106,England,768,['04a43d45-9ec9-44ab-ac92-1c5c23283d62'],51,,,,,,,,,,,,,,England,00:38:51.132,Pass,,39.2,12.4,32.6,39.1,,,
,,,,,,,,,,,,,,,,,,1.137971,,,,,,,,,,b79fe7c3-ce63-485f-9601-9e16169aed42,3898,,"[34.2, 55.8]",3795187,83,,,,0.8272898,,Right Foot,,,,"[42.2, 64.5]",,Ground Pass,,11.819053,,,,Kyle Walker,,,,,,2,Regular Play,John Stones,3244.0,Right Center Back,106,England,768,['851b102b-8e3a-4e04-8431-ee791b77dac5'],56,,,,,,,,,,,,,,England,00:38:56.081,Pass,,34.2,55.8,42.2,64.5,,,
,,,,,,,,,,,,,,,,,,1.467461,,,,,,,,,,a47b3880-7c2a-4be1-8d57-ca4ebab75e97,3902,,"[42.6, 65.6]",3795187,83,,,,-2.367103,,Right Foot,,,,"[28.7, 52.0]",,Ground Pass,,19.446594,,,,John Stones,,,,,,2,Regular Play,Kyle Walker,3205.0,Right Back,106,England,768,"['2fa6aebc-ef1b-4442-9d70-5af9360cecf7', '9e95cd55-2f04-4fc4-ac70-9f9d6d60927e']",58,,,,,,,,,,,,,,England,00:38:58.635,Pass,True,42.6,65.6,28.7,52.0,,,
,,,,,,,,,,,,,,,,,,1.767817,,,,,,,,,,6e5d71a8-e90c-44ab-a6ea-4cdf97b4b821,3905,,"[28.7, 50.0]",3795187,84,,,,-1.7927208,,Right Foot,,,,"[24.3, 30.5]",,Ground Pass,,19.990248,,,,Harry Maguire,,,,,,2,Regular Play,John Stones,3244.0,Right Center Back,106,England,768,['52fb4d90-784e-4880-ba43-b2fda866fb41'],3,,,,,,,,,,,,,,England,00:39:03.099,Pass,,28.7,50.0,24.3,30.5,,,
,,,,,,,,,,,,,,,,,,1.528812,,,,,,,,,,1b8e4313-07b5-4b75-8999-0a338a202bd2,3908,,"[37.9, 29.2]",3795187,84,,,,1.769527,,Left Foot,,,,"[35.0, 43.6]",,Ground Pass,,14.689112,,,,John Stones,,,,,,2,Regular Play,Harry Maguire,3336.0,Left Center Back,106,England,768,['84f00dc1-9bfd-40fd-918c-9ac78c02f479'],11,,,,,,,,,,,,,,England,00:39:11.442,Pass,,37.9,29.2,35.0,43.6,,,
,,,,,,,,,,,,,,,,,,1.130171,,,,,,,,,,2836f8e7-5985-453a-9417-b9c50ed97c51,3911,,"[34.8, 48.1]",3795187,84,,,,1.2553087,,Left Foot,,,,"[39.5, 62.5]",,Ground Pass,,15.147607,,,,Kyle Walker,,,,,,2,Regular Play,John Stones,3244.0,Right Center Back,106,England,768,['b5bf5b29-d6ed-403c-bcc5-bc218cb11904'],13,,,,,,,,,,,,,,England,00:39:13.615,Pass,,34.8,48.1,39.5,62.5,,,
,,,,,,,,,,,,,,,,,,1.449799,,,,,,,,,,0965c724-5493-4490-bcc4-65d42497a1df,3914,,"[40.7, 61.4]",3795187,84,,,,-1.9646649,,Right Foot,,,,"[34.3, 46.0]",,Ground Pass,,16.67693,,,,John Stones,,,,,,2,Regular Play,Kyle Walker,3205.0,Right Back,106,England,768,['e210ef27-e6ed-4dba-ac0e-854bfffc3b0d'],15,,,,,,,,,,,,,,England,00:39:15.833,Pass,,40.7,61.4,34.3,46.0,,,
,,,,,,,,,,,,,,,,,,1.924626,,,,,,,,,,3f3be8ab-9a9f-4c50-ae47-cff561a3548c,3917,,"[34.3, 44.2]",3795187,84,,,,-1.3723835,,Right Foot,,,,"[38.1, 25.3]",,Ground Pass,,19.278227,,,,Harry Maguire,,,,,,2,Regular Play,John Stones,3244.0,Right Center Back,106,England,768,['f4dfc01d-70cc-4a28-88e8-a359415de5e6'],18,,,,,,,,,,,,,,England,00:39:18.465,Pass,,34.3,44.2,38.1,25.3,,,
,,,,,,,,,,,,,,,,,,2.084941,,,,,,,,,,a77878d2-25f9-4e08-8d6a-a4b3a0af0a2a,3920,,"[47.8, 25.3]",3795187,84,,,,1.7972776,,Left Foot,,,,"[42.5, 48.3]",,Ground Pass,,23.602755,,,,John Stones,,,,,,2,Regular Play,Harry Maguire,3336.0,Left Center Back,106,England,768,['9d95aa9d-41af-4e85-a169-47c3ad1c33ee'],25,,,,,,,,,,,,,,England,00:39:25.639,Pass,,47.8,25.3,42.5,48.3,,,
,,,,,,,,,,,,,,,,,,0.980699,,,,,,,,,,7a8abb9d-5729-4bf1-a599-70370c00b868,3922,,"[42.2, 48.8]",3795187,84,,,,0.015623729,,Right Foot,,,,"[48.6, 48.9]",,Ground Pass,,6.400781,,,,Jordan Brian Henderson,,,,,,2,Regular Play,John Stones,3244.0,Right Center Back,106,England,768,['5ee98463-3962-4286-874a-ed034e34eb99'],27,,,,,,,,,,,,,,England,00:39:27.724,Pass,,42.2,48.8,48.6,48.9,,,
,,,,,,,,,,,,,,,,,,1.015868,,,,,,,,,,b093e171-cb03-47a8-874d-1e7ee3ed908b,3925,,"[48.7, 49.4]",3795187,84,,,,1.8925469,,Right Foot,,,,"[43.7, 64.4]",,Ground Pass,,15.811388,,,,Kyle Walker,,,,,,2,Regular Play,Jordan Brian Henderson,3532.0,Left Defensive Midfield,106,England,768,['9a26bcdb-d239-4ec8-809e-9c09f33c2b40'],28,,,,,,,,,,,,,,England,00:39:28.865,Pass,,48.7,49.4,43.7,64.4,,,
,,,,,,,,,,,,,,,,,,0.8994,,,,,,,,,,b2ac55e2-99dc-4bfb-b698-25c30ba63d8c,3928,,"[45.3, 65.3]",3795187,84,,,,-0.0049999584,,Right Foot,,,,"[65.3, 65.2]",,Ground Pass,,20.00025,,,,Mason Mount,,,,,,2,Regular Play,Kyle Walker,3205.0,Right Back,106,England,768,['185b5bd8-5855-4294-a5d6-b356e20ce274'],30,,,,,,,,,,,,,,England,00:39:30.765,Pass,,45.3,65.3,65.3,65.2,,,
,,,,,,,,,,,,,,,,,,0.925409,,,,,,,,,,4ad3d128-21ed-4f00-a40e-a08437d6f2ed,3931,,"[49.5, 9.9]",3795187,84,,,,1.5285679,,Left Foot,,,,"[50.1, 24.1]",,Ground Pass,,14.21267,,,,Evgeny Makarenko,,,,,Recovery,2,Regular Play,Vitalii Mykolenko,20827.0,Left Back,107,Ukraine,911,['dac07b1c-4f1e-47b5-b8bb-95ef7612a65e'],32,,,,,,,,,,,,,,Ukraine,00:39:32.714,Pass,,49.5,9.9,50.1,24.1,,,
,,,,,,,,,,,,,,,,,,0.909736,,,,,,,,,,c4c4a667-06fb-4f95-b010-35d50ebf6bd5,3934,,"[51.4, 26.3]",3795187,84,,,,1.7202754,,Left Foot,,,,"[48.9, 42.9]",,Ground Pass,,16.787197,,,,Mykola Shaparenko,,,,,,2,Regular Play,Evgeny Makarenko,16311.0,Center Defensive Midfield,107,Ukraine,911,['9c62681d-5340-4717-8f5b-febd5a130b82'],35,,,,,,,,,,,,,,Ukraine,00:39:35.197,Pass,,51.4,26.3,48.9,42.9,,,
,,,,,,,,,,,,,,,,,,1.120456,,,,,,,,,,80fd465a-06b0-464b-854f-16243404e067,3937,,"[51.5, 57.4]",3795187,84,,,,2.0149817,,Left Foot,,,,"[43.6, 74.0]",,Ground Pass,,18.38396,,,,Oleksandr Karavaev,,,,,,2,Regular Play,Mykola Shaparenko,21294.0,Right Center Midfield,107,Ukraine,911,['3bf6e9bb-7ed1-4734-a4ce-8329815abdba'],39,,,,,,,,,,,,,,Ukraine,00:39:39.565,Pass,,51.5,57.4,43.6,74.0,,,
,,,,,,,,,,,,,,,,,,1.510754,,,,,,,,,,e495fead-df56-4568-b8fb-01cb30dafcb4,3940,,"[43.4, 74.0]",3795187,84,,,,-1.500847,,Right Foot,,,,"[45.6, 42.6]",,Ground Pass,,31.476976,,,,Evgeny Makarenko,,,,,,2,Regular Play,Oleksandr Karavaev,31900.0,Right Back,107,Ukraine,911,['e3799602-6f5a-4476-8bf2-489076f54be2'],41,,,,,,,,,,,,,,Ukraine,00:39:41.182,Pass,,43.4,74.0,45.6,42.6,,,
,,,,,,,,,,,,,,,,,,1.112693,,,,,,,,,,935ed540-30ed-4edf-bf96-8699784258b8,3943,,"[45.4, 42.9]",3795187,84,,,,-0.43605375,,Right Foot,,,,"[64.5, 34.0]",,Low Pass,,21.071781,,,,Oleksandr Zinchenko,,,,,,2,Regular Play,Evgeny Makarenko,16311.0,Center Defensive Midfield,107,Ukraine,911,['9268ecb1-ffd3-4515-af93-20da49f40dc4'],43,,,,,,,,,,,,,,Ukraine,00:39:43.323,Pass,,45.4,42.9,64.5,34.0,,,
,,,,,,,,,,,,,,,,,,1.53843,,,,,,,,,,5cac7837-32e4-4aec-96a8-e1df3ee3315b,3946,,"[63.6, 31.5]",3795187,84,,,,-0.7853982,,Left Foot,,,,"[84.2, 10.9]",,Ground Pass,,29.1328,,,,Viktor Tsygankov,,,,,,2,Regular Play,Oleksandr Zinchenko,3575.0,Left Center Midfield,107,Ukraine,911,['b7b06b68-20a9-4719-8529-34b074b4f45e'],45,,,,,,,,,,,,,,Ukraine,00:39:45.695,Pass,,63.6,31.5,84.2,10.9,,,
,,,,,,,,,,,,,,,,,,1.030425,,,,,,,,,,20caad94-35d8-43f9-a6be-098be28b5e90,3950,,"[97.6, 14.3]",3795187,84,,,,-0.16651107,,Left Foot,,,,"[109.5, 12.3]",,Ground Pass,,12.066896,,,,Vitalii Mykolenko,,,,,,2,Regular Play,Viktor Tsygankov,16509.0,Left Wing,107,Ukraine,911,['efc735fd-7e07-4d62-8c98-261d5aeb0601'],49,,,,,,,,,,,,,,Ukraine,00:39:49.782,Pass,,97.6,14.3,109.5,12.3,,,
,,,,,,,,,,,,,,,,,,1.142084,,,,,,,,,,77ba38a9-2c1d-4752-b8b9-05b845514ec4,3963,,"[116.1, 29.9]",3795187,84,,,,-2.1112158,,Right Foot,,True,,"[111.9, 22.9]",,Ground Pass,,8.163333,,Incomplete,,Viktor Tsygankov,,,,,,2,Regular Play,Roman Yaremchuk,23649.0,Center Forward,107,Ukraine,911,"['2aada958-0a34-4d16-9dac-b402a240c1ee', 'e935f3cb-b56e-418e-8b1d-c7677fa31b57']",56,,,,,,,,,,,,,,Ukraine,00:39:56.110,Pass,,116.1,29.9,111.9,22.9,,,
,,,,,,,,,,,,,,,,,,1.817765,,,,,,,,,,6d66d00a-441b-4b21-8b56-ae9d1d40756a,3968,,"[2.3, 56.4]",3795187,84,,,,0.098776594,,Right Foot,,,,"[13.4, 57.5]",,Low Pass,,11.154371,,,,Jadon Sancho,,,,,,2,Regular Play,Jordan Brian Henderson,3532.0,Left Defensive Midfield,108,England,768,['801a7da4-0fb3-4b18-abbf-47f6b7b0c6f7'],58,,,,,,,,,,,,,,England,00:39:58.430,Pass,,2.3,56.4,13.4,57.5,,,
,,,,,,,,,,,,,,,,,,1.271397,,,,,,,,,,402cf7d0-e070-4813-aed7-f7604f10911c,3971,,"[28.4, 41.7]",3795187,85,,,,-0.9181862,,Right Foot,,,,"[40.4, 26.0]",,Ground Pass,,19.76082,,,,Marcus Rashford,,,,,,2,Regular Play,Jadon Sancho,12423.0,Right Wing,108,England,768,['9f7ef0f3-19eb-4828-b8e2-67838e4a4ea7'],2,,,,,,,,,,,,,,England,00:40:02.916,Pass,,28.4,41.7,40.4,26.0,,,
,,,,,,,,,,,,,,,,,,3.186112,,,,,,,,,,bea528d2-d81a-44fc-91b0-71234832f6b7,3973,,"[41.2, 25.8]",3795187,85,,,,-1.4274563,,No Touch,,,,"[44.0, 6.4]",,Ground Pass,,19.60102,True,,,Kieran Trippier,,,,,,2,Regular Play,Marcus Rashford,3318.0,Left Wing,108,England,768,['2d0b43b4-1e09-4f3d-a61a-caea8aa93271'],4,,,,,,,,,,,,,,England,00:40:04.188,Pass,,41.2,25.8,44.0,6.4,,,
,,,,,,,,,,,,,,,,,,1.526212,,,,,,,,,,37324ec9-1eff-4375-913b-1a86904838df,3976,,"[47.0, 4.5]",3795187,85,,,,2.4763033,,Right Foot,,,,"[34.0, 14.7]",,Ground Pass,,16.523922,,,,Harry Maguire,,,,,,2,Regular Play,Kieran Trippier,3308.0,Left Back,108,England,768,['6280a323-ed14-4efd-b9a6-6e4cb46b7dc6'],9,,,,,,,,,,,,,,England,00:40:09.766,Pass,,47.0,4.5,34.0,14.7,,,
,,,,,,,,,,,,,,,,,,1.221526,,,,,,,,,,a0c97de3-b15a-4fc1-ad26-dc7737ae8131,3978,,"[34.7, 14.7]",3795187,85,,,,-0.7853982,,Left Foot,,,,"[43.1, 6.3]",,Ground Pass,,11.879394,,,,Kieran Trippier,,,,,,2,Regular Play,Harry Maguire,3336.0,Left Center Back,108,England,768,['66b955ba-2429-4ba6-916c-b0e12195a3e4'],11,,,,,,,,,,,,,,England,00:40:11.292,Pass,,34.7,14.7,43.1,6.3,,,
,,,,,,,,,,,,,,,,,,1.008068,,,,,,,,,,f2221bdc-836e-4721-be6a-c17c5942419f,3981,,"[44.8, 6.4]",3795187,85,,,,2.300253,,Left Foot,,,,"[38.9, 13.0]",,Ground Pass,,8.852683,,,,Harry Maguire,,,,,,2,Regular Play,Kieran Trippier,3308.0,Left Back,108,England,768,['1c14f243-ab9e-4c85-ad1f-1a29e111cefc'],12,,,,,,,,,,,,,,England,00:40:12.594,Pass,,44.8,6.4,38.9,13.0,,,
,,,,,,,,,,,,,,,,,,0.597382,,,,,,,,,,8a2d5d8b-5b80-4ae0-bb1b-7b1fb97ef52d,3984,,"[38.9, 13.0]",3795187,85,,,,-0.7983844,,Left Foot,,,,"[46.5, 5.2]",,Ground Pass,,10.890363,,,,Kieran Trippier,,,,,,2,Regular Play,Harry Maguire,3336.0,Left Center Back,108,England,768,['2a19b0aa-bf1e-4b86-a554-3f336612e51c'],13,,,,,,,,,,,,,,England,00:40:13.682,Pass,,38.9,13.0,46.5,5.2,,,
,,,,,,,,,,,,,,,,,,0.731126,,,,,,,,,,cf24a3d2-9221-45fd-b763-113e82de92a8,3987,,"[47.2, 6.1]",3795187,85,,,,2.4210386,,Right Foot,,,,"[43.1, 9.7]",,Ground Pass,,5.456189,,,,Harry Maguire,,,,,,2,Regular Play,Kieran Trippier,3308.0,Left Back,108,England,768,['b3d149c1-1375-4634-9203-28e342a95b99'],14,,,,,,,,,,,,,,England,00:40:14.359,Pass,,47.2,6.1,43.1,9.7,,,
,,,,,,,,,,,,,,,,,,1.009309,,,,,,,,,,0f772d44-9283-4f26-9f90-02968a86b0ea,3990,,"[41.8, 14.1]",3795187,85,,,,1.7936965,,Right Foot,,,,"[40.1, 21.6]",,Ground Pass,,7.6902537,,,,Jordan Brian Henderson,,,,,,2,Regular Play,Harry Maguire,3336.0,Left Center Back,108,England,768,['56e48573-9aca-4d49-a3c7-d31db5b19694'],16,,,,,,,,,,,,,,England,00:40:16.615,Pass,,41.8,14.1,40.1,21.6,,,
,,,,,,,,,,,,,,,,,,1.142826,,,,,,,,,,c969af5f-0b3e-4c27-9e55-415d50beb10c,3993,,"[40.4, 32.4]",3795187,85,,,,1.1515121,,Right Foot,,,,"[48.2, 49.9]",,Ground Pass,,19.159594,,,,John Stones,,,,,,2,Regular Play,Jordan Brian Henderson,3532.0,Left Defensive Midfield,108,England,768,['ed9ddd2a-34da-43f7-978d-4f39337dd9df'],18,,,,,,,,,,,,,,England,00:40:18.668,Pass,,40.4,32.4,48.2,49.9,,,
,,,,,,,,,,,,,,,,,,2.328104,,,,,,,,,,a15f688e-93c4-493d-a707-c875403f1b19,3996,,"[48.6, 49.5]",3795187,85,,,,-1.7321714,,Right Foot,,,,"[46.5, 36.6]",,Ground Pass,,13.069813,,,,Jordan Brian Henderson,,,,,,2,Regular Play,John Stones,3244.0,Right Center Back,108,England,768,['76ae24db-5c86-4882-8e5c-a93066cbbf8a'],19,,,,,,,,,,,,,,England,00:40:19.931,Pass,,48.6,49.5,46.5,36.6,,,
,,,,,,,,,,,,,,,,,,1.279741,,,,,,,,,,01472d45-e21f-44a8-8e4e-a18471076e7d,3999,,"[47.3, 37.7]",3795187,85,,,,1.4626923,,Left Foot,,,,"[48.7, 50.6]",,Ground Pass,,12.975746,,,,John Stones,,,,,,2,Regular Play,Jordan Brian Henderson,3532.0,Left Defensive Midfield,108,England,768,['7cc01410-8f01-4d02-a644-149833a7bd88'],22,,,,,,,,,,,,,,England,00:40:22.459,Pass,,47.3,37.7,48.7,50.6,,,
