50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,,0.444862,,,,,,,,,,,,,2145d558-419b-460d-bc97-b0212c4e422c,1702,,,"[26.2, 6.2]",3794685,33,,,,-0.22527678,,Right Foot,,,"[35.8, 4.0]",,Ground Pass,,9.848858,,,,,Christoph Baumgartner,,,,,,1,Regular Play,Florian Grillitsch,11396.0,Left Defensive Midfield,70,Austria,915,"['29144e57-09a9-4037-a903-6462c4d07385', 'a495ee30-fee8-458a-94b2-00fcee26b73c']",52,,,,,,,,,,,,,,,,Austria,00:33:52.227,Pass,True,26.2,6.2,35.8,4.0,,,
,,,,,,,,,,,,,,,,,,2.173623,,,,,,,,,,,,,40483d5f-6646-4008-9484-eda5258d6088,1706,,,"[36.4, 4.6]",3794685,33,,,,1.6748962,,Right Foot,,,"[33.6, 31.4]",,Low Pass,,26.945871,,,,,Aleksandar Dragović,,,,,,1,Regular Play,Christoph Baumgartner,24977.0,Left Wing,70,Austria,915,"['5e763419-1c45-4f84-b04b-d80a472aa5a5', 'f5325d3e-e620-4502-9225-035afc048b20']",52,,,,,,,,,,,,,,,,Austria,00:33:52.725,Pass,True,36.4,4.6,33.6,31.4,,,
,,,,,,,,,,,,,,,,,,0.253839,,,,,,,,,,,,,fdb6d56a-53f3-453a-9ba7-b9ad28e574dc,1711,,,"[33.1, 28.7]",3794685,33,,,,-0.20568267,,Right Foot,,,"[47.0, 25.8]",,High Pass,,14.199296,,,Unknown,,,,,,,,1,Regular Play,Aleksandar Dragović,3969.0,Right Center Back,70,Austria,915,,54,,,,,,,,,,,,,,,,Austria,00:33:54.932,Pass,,33.1,28.7,47.0,25.8,,,
,,,,,,,,,,,,,,,,,,5.782999,,,,,,,,,,,,,3499058e-d6ce-49d8-914e-ed8e9d3d8319,1714,,,"[31.2, 33.7]",3794685,34,True,,,1.0178348,,Right Foot,,,"[54.9, 72.1]",,Ground Pass,,45.12483,,,,,Konrad Laimer,,,,,Free Kick,1,From Free Kick,Florian Grillitsch,11396.0,Left Defensive Midfield,71,Austria,915,['5339e58a-1429-4b6e-822a-24abca64d312'],14,,,,,,,,,,,,,,,,Austria,00:34:14.269,Pass,,31.2,33.7,54.9,72.1,,,
,,,,,,,,,,,,,,,,,,1.341634,,,,,,,,,,,,,fc567b2d-77b3-48dc-89cb-07db2bca4982,1716,,,"[55.1, 72.1]",3794685,34,,,,-2.9256577,,Left Foot,,,"[39.6, 68.7]",,Ground Pass,,15.868523,,,,,Aleksandar Dragović,,,,,,1,From Free Kick,Konrad Laimer,8506.0,Right Wing,71,Austria,915,['b45ad989-6f7f-42be-8906-7e4ced3ff485'],23,,,,,,,,,,,,,,,,Austria,00:34:23.620,Pass,,55.1,72.1,39.6,68.7,,,
,,,,,,,,,,,,,,,,,,2.2356,,,,,,,,,,,,,199afa43-6b13-4c72-8e67-6ae631e64ec7,1719,,,"[34.3, 67.5]",3794685,34,,,,-2.3492663,,Left Foot,,,"[12.8, 45.7]",,Ground Pass,,30.618458,,,,,Daniel Bachmann,,,,,,1,From Free Kick,Aleksandar Dragović,3969.0,Right Center Back,71,Austria,915,['3e939595-ce2f-4297-ac5c-3d4a82854dbf'],25,,,,,,,,,,,,,,,,Austria,00:34:25.702,Pass,,34.3,67.5,12.8,45.7,,,
,,,,,,,,,,,,,,,,,,1.185699,,,,,,,,,,,,,74b23c41-f9e2-48fb-93dc-a1437bf57c97,1721,,,"[11.8, 43.8]",3794685,34,,,,-0.5933502,,Right Foot,,,"[24.7, 35.1]",,Ground Pass,,15.559563,,,,,Martin Hinteregger,,,,,,1,From Free Kick,Daniel Bachmann,21532.0,Goalkeeper,71,Austria,915,['6c9c957a-0a99-4d2e-8b9a-aec87d59f92f'],27,,,,,,,,,,,,,,,,Austria,00:34:27.937,Pass,,11.8,43.8,24.7,35.1,,,
,,,,,,,,,,,,,,,,,,2.240612,,,,,,,,,,,,,2632caf8-f52e-402e-ab60-d8c2964fefcc,1724,,,"[18.2, 37.9]",3794685,34,,,,-0.88597506,,Left Foot,,,"[42.7, 7.9]",,Ground Pass,,38.73306,,,,,David Olatukunbo Alaba,,,,,,1,From Free Kick,Martin Hinteregger,8307.0,Left Center Back,71,Austria,915,['a76120ca-026e-4f09-8ca7-b1e7b181938c'],30,,,,,,,,,,,,,,,,Austria,00:34:30.386,Pass,,18.2,37.9,42.7,7.9,,,
,,,,,,,,,,,,,,,,,,1.285385,,,,,,,,,,,,,0408ebd4-bb31-4560-86cc-6993c531d64f,1727,,,"[56.4, 5.5]",3794685,34,,,,0.18152387,,Left Foot,,,"[72.2, 8.4]",,High Pass,,16.063934,,,,,Marcel Sabitzer,,,,,,1,From Free Kick,David Olatukunbo Alaba,8220.0,Left Back,71,Austria,915,['9c1d1bd0-9642-4f2c-91aa-f8d7db1d87d5'],37,,,,,,,,,,,,,,,,Austria,00:34:37.444,Pass,,56.4,5.5,72.2,8.4,,,
,,,,,,,,,,,,,,,,,,0.737962,,,,,,,,,,,,,26dc7004-753f-4c24-af0d-c7e6c490da07,1730,,,"[72.2, 8.4]",3794685,34,,,,2.4959033,,Right Foot,,,"[64.9, 13.9]",,Low Pass,,9.140022,,,,,Christoph Baumgartner,,,,,,1,From Free Kick,Marcel Sabitzer,8518.0,Center Attacking Midfield,71,Austria,915,"['5784d686-73be-48f5-b5a8-6f6580718e51', 'e0c00710-c709-405d-99d9-f5d5abee2200']",38,,,,,,,,,,,,,,,,Austria,00:34:38.730,Pass,True,72.2,8.4,64.9,13.9,,,
,,,,,,,,,,,,,,,,,,1.168311,,,,,,,,,,,,,a4b03557-bcd3-4c8e-9cdc-ccd7060f80eb,1733,,,"[64.9, 14.2]",3794685,34,,,,1.9492238,,Right Foot,,,"[61.6, 22.5]",,Ground Pass,,8.931965,,,,,Florian Grillitsch,,,,,,1,From Free Kick,Christoph Baumgartner,24977.0,Left Wing,71,Austria,915,['045f40a1-2f5e-4de2-862b-c1e0faf45f4b'],39,,,,,,,,,,,,,,,,Austria,00:34:39.925,Pass,,64.9,14.2,61.6,22.5,,,
,,,,,,,,,,,,,,,,,,0.894784,,,,,,,,,,,,,f47e49d3-9c93-4002-bf63-43bfa7132d58,1737,,,"[62.1, 23.1]",3794685,34,,,,0.100380905,,Right Foot,,,"[76.0, 24.5]",,Ground Pass,,13.970325,,,,,Konrad Laimer,,,,,,1,From Free Kick,Florian Grillitsch,11396.0,Left Defensive Midfield,71,Austria,915,"['19768697-e6a7-48d5-9219-92dc30926963', '3d9cc3e7-2c47-46f7-8b93-70440fa6e18a']",41,,,,,,,,,,,,,,,,Austria,00:34:41.134,Pass,True,62.1,23.1,76.0,24.5,,,
,,,,,,,,,,,,,,,,,,0.423079,,,,,,,,,,,,,a075ac4a-418e-44e0-b0b3-aba2e2d672fe,1739,,,"[76.0, 24.5]",3794685,34,,,,-1.1747149,,Right Foot,,,"[78.3, 19.0]",,Ground Pass,,5.9615436,,,,,Christoph Baumgartner,,,,,,1,From Free Kick,Konrad Laimer,8506.0,Right Wing,71,Austria,915,['43a747d2-cd9e-4c65-96a9-cf385e66e532'],42,,,,,,,,,,,,,,,,Austria,00:34:42.028,Pass,,76.0,24.5,78.3,19.0,,,
,,,,,,,,,,,,,,,,,,1.641549,,,,,,,,,,,,,80249e52-b022-4aa2-a42b-5bb5348c0c56,1745,,,"[79.7, 16.0]",3794685,35,,,,0.8876889,,Left Foot,,,"[106.8, 49.3]",,High Pass,,42.93367,,,Incomplete,,,,,,,Free Kick,1,From Free Kick,David Olatukunbo Alaba,8220.0,Left Back,72,Austria,915,['34ff58a9-b2e3-4d50-8d5e-81bba58acb4c'],28,,,,,,,,,,,,,,,,Austria,00:35:28.017,Pass,,79.7,16.0,106.8,49.3,,,
,,,,,,,,,,,,,,,,,,2.536314,,,,,,,,,,,,,3c082341-9cb4-4d7e-8a7b-16aae3547be4,1747,,,"[85.6, 80.0]",3794685,35,,,,-0.15439062,,,,,"[115.8, 75.3]",,Low Pass,,30.56354,,,,,Marko Arnautović,,,,,Throw-in,1,From Throw In,Stefan Lainer,8779.0,Right Back,73,Austria,915,['d891ae81-911b-4c06-8027-cdea72da3c60'],48,,,,,,,,,,,,,,,,Austria,00:35:48.918,Pass,,85.6,80.0,115.8,75.3,,,
,,,,,,,,,,,,,,,,,,1.416714,,,,,,,,,,,,,e21238d3-e742-43f8-81dc-a359f1d8e3ec,1760,,,"[106.5, 62.5]",3794685,35,,,,-2.3323894,,Right Foot,,,"[102.4, 58.2]",,Ground Pass,,5.9413805,,,,,Xaver Schlager,,,,,,1,From Throw In,Marko Arnautović,3325.0,Center Forward,73,Austria,915,['2fe1be40-e027-4389-a11e-81464aba4253'],56,,,,,,,,,,,,,,,,Austria,00:35:56.454,Pass,,106.5,62.5,102.4,58.2,,,
,,,,,,,,,,,,,,,,,,1.729595,,,,,,,,,,,,,ed6206f8-a35d-49b2-9263-9f112f356a20,1762,,,"[102.4, 58.2]",3794685,35,,,,-0.8721365,,Right Foot,,,"[117.1, 40.7]",,High Pass,,22.85476,,,Incomplete,,,,,,,,1,From Throw In,Xaver Schlager,8769.0,Right Defensive Midfield,73,Austria,915,['ee81ee28-e091-467d-8b6d-e318e28e1266'],57,,,,,,,,,,,,,,,,Austria,00:35:57.870,Pass,,102.4,58.2,117.1,40.7,,,
,,,,,,,,,,,,,,,,,,1.397328,,,,,,,,,,,,,ef5608c0-d3b8-4025-ba3c-467d387b63f3,1770,,,"[9.6, 42.8]",3794685,37,,,,0.3953501,,Right Foot,,,"[22.3, 48.1]",,Ground Pass,,13.76154,,,,,Leonardo Bonucci,,,,,,1,Other,Gianluigi Donnarumma,7036.0,Goalkeeper,76,Italy,914,['38dd0a48-e9ec-4fd3-acf3-888ede6aad13'],40,,,,,,,,,,,,,,,,Italy,00:37:40.761,Pass,,9.6,42.8,22.3,48.1,,,
,,,,,,,,,,,,,,,,,,1.333846,,,,,,,,,,,,,99d3b71b-3cec-46b1-a06b-2771fdef6240,1773,,,"[28.4, 47.3]",3794685,37,,,,-1.068494,,Right Foot,,,"[40.1, 26.0]",,Ground Pass,,24.301851,,,,,Marco Verratti,,,,,,1,Other,Leonardo Bonucci,7173.0,Right Center Back,76,Italy,914,['427b8dd2-5fa6-463a-95f5-434f8b70c4e2'],44,,,,,,,,,,,,,,,,Italy,00:37:44.063,Pass,,28.4,47.3,40.1,26.0,,,
,,,,,,,,,,,,,,,,,,3.088457,,,,,,,,,,,,,cc6b55e0-2bff-4656-9775-0e468b829c5b,1776,,,"[43.6, 25.1]",3794685,37,,,,-0.39670867,,Right Foot,,,"[102.8, 0.3]",,High Pass,,64.18473,,,Out,,Lorenzo Insigne,,,,,,1,Other,Marco Verratti,3166.0,Left Center Midfield,76,Italy,914,['1da53669-bd39-4035-aa10-20291e55c86a'],47,,,,,,,,,,,,,,,,Italy,00:37:47.011,Pass,,43.6,25.1,102.8,0.3,,,
,,,,,,,,,,,,,,,,,,1.817851,,,,,,,,,,,,,1831aaea-6914-488b-83c8-2b3437f4a042,1778,,,"[23.3, 80.0]",3794685,38,,,,-0.36542457,,,,,"[46.3, 71.2]",,High Pass,,24.626003,,,,,Marko Arnautović,,,,,Throw-in,1,From Throw In,Stefan Lainer,8779.0,Right Back,77,Austria,915,['8878848c-1271-4d70-a0a9-0897d166486b'],3,,,,,,,,,,,,,,,,Austria,00:38:03.765,Pass,,23.3,80.0,46.3,71.2,,,
,,,,,,,,,,,,,,,,,,0.539279,,,,,,,,,,,,,623444a0-f660-4bb5-85f2-9c2d1b2b4adb,1782,,,"[46.3, 71.2]",3794685,38,,,,-2.0412006,,Right Foot,,,"[43.3, 65.3]",,Low Pass,,6.618912,,,,,Konrad Laimer,,,,,,1,From Throw In,Marko Arnautović,3325.0,Center Forward,77,Austria,915,"['04520e41-829f-4b39-9cec-b9fa8b7d5d92', '79c80a30-7eb0-4bba-9031-fbc8f08de86a']",5,,,,,,,,,,,,,,,,Austria,00:38:05.680,Pass,True,46.3,71.2,43.3,65.3,,,
,,,,,,,,,,,,,,,,,,1.027535,,,,,,,,,,,,,4beb58b5-08c7-45c8-bddc-7ac0a79ada44,1784,,,"[43.3, 65.3]",3794685,38,,,,-0.45903936,,Other,,,"[52.0, 61.0]",,Low Pass,,9.7046385,,,,,Marcel Sabitzer,,,,,,1,From Throw In,Konrad Laimer,8506.0,Right Wing,77,Austria,915,['cab757be-3c9e-4e0a-98cd-8bf49fee0dea'],6,,,,,,,,,,,,,,,,Austria,00:38:06.219,Pass,,43.3,65.3,52.0,61.0,,,
,,,,,,,,,,,,,,,,,,4.524872,,,,,,,,,,,,,fb517d4d-9aab-4eab-b0ba-086731782eff,1786,,,"[52.0, 61.0]",3794685,38,,,,0.28544027,,Right Foot,,,"[96.3, 74.0]",,High Pass,,46.168064,,,,,Marko Arnautović,,,,,,1,From Throw In,Marcel Sabitzer,8518.0,Center Attacking Midfield,77,Austria,915,['73051a50-279b-4567-8b81-134bd6c9fe9f'],7,,,,,,,,,,,,,,,,Austria,00:38:07.246,Pass,,52.0,61.0,96.3,74.0,,,
,,,,,,,,,,,,,,,,,,1.870153,,,,,,,,,,,,,1910f665-8e38-47ef-9ec0-8134e6c18910,1789,,,"[99.2, 73.9]",3794685,38,,,,-2.8727522,,Right Foot,,,"[89.4, 71.2]",,Ground Pass,,10.165136,,,,,Xaver Schlager,,,,,,1,From Throw In,Marko Arnautović,3325.0,Center Forward,77,Austria,915,['ec02ebd1-cc9a-4838-b40c-e863bff3de94'],15,,,,,,,,,,,,,,,,Austria,00:38:15.031,Pass,,99.2,73.9,89.4,71.2,,,
,,,,,,,,,,,,,,,,,,1.345644,,,,,,,,,,,,,aa4e6b58-5d08-4381-bacf-efdfea663b1e,1792,,,"[89.4, 70.6]",3794685,38,,,,0.50617516,,Left Foot,,,"[98.6, 75.7]",,Ground Pass,,10.519031,,,,,Stefan Lainer,,,,,,1,From Throw In,Xaver Schlager,8769.0,Right Defensive Midfield,77,Austria,915,['e2480549-07b7-439f-b938-54f9f4bc7519'],17,,,,,,,,,,,,,,,,Austria,00:38:17.537,Pass,,89.4,70.6,98.6,75.7,,,
,,,,,,,,,,,,,,,,,,0.175246,,,,,,,,,,,,,8ffebc81-8f30-4d4c-af2d-f288f25f5ece,1796,,,"[102.4, 75.2]",3794685,38,,,,-1.1071488,,Right Foot,,,"[103.5, 73.0]",,Low Pass,,2.4596748,,,Incomplete,,,,,,,,1,From Throw In,Stefan Lainer,8779.0,Right Back,77,Austria,915,"['284bdf10-7a1f-46a6-af23-636e596b286e', '3b73cc63-77bf-44cd-86e7-33bf5943a30b']",19,,,,,,,,,,,,,,,,Austria,00:38:19.724,Pass,True,102.4,75.2,103.5,73.0,,,
,,,,,,,,,,,,,,,,,,1.375053,,,,,,,,,,,,,6c817f84-2f88-4f03-803d-dfb76a751419,1798,,,"[108.9, 80.0]",3794685,38,,,,-2.602431,,,,,"[97.2, 73.0]",,Low Pass,,13.634149,,,,,Xaver Schlager,,,,,Throw-in,1,From Throw In,Stefan Lainer,8779.0,Right Back,78,Austria,915,['4ec025a1-a3cc-446a-95f8-6177ee12c6b3'],25,,,,,,,,,,,,,,,,Austria,00:38:25.032,Pass,,108.9,80.0,97.2,73.0,,,
,,,,,,,,,,,,,,,,,,0.15982,,,,,,,,,,,,,4fe8e9f5-a2f3-4d4d-a1ca-87421461410d,1803,,,"[98.7, 75.9]",3794685,38,,,,-2.9060476,,Left Foot,,,"[96.2, 75.3]",,Ground Pass,,2.570992,,,Incomplete,,Stefan Lainer,,,,,,1,From Throw In,Xaver Schlager,8769.0,Right Defensive Midfield,78,Austria,915,"['00b7340c-a0c1-4a45-887e-21d25887a29e', '3a12c83a-c843-436c-b35d-04b0ba55f7c4', '6bcc3ace-9a81-4bac-9377-afd3b44d50bd']",30,,,,,,,,,,,,,,,,Austria,00:38:30.249,Pass,True,98.7,75.9,96.2,75.3,,,
,,,,,,,,,,,,,,,,,,1.517192,,,,,,,,,,,,,e4a718f5-f691-4b0c-9eab-d429759bdf3a,1806,,,"[88.4, 80.0]",3794685,38,True,,,-3.0054965,,,,,"[57.0, 75.7]",,Low Pass,,31.69306,,,,,Aleksandar Dragović,,,,,Throw-in,1,From Throw In,Stefan Lainer,8779.0,Right Back,79,Austria,915,['3ed77367-f690-423d-ad81-79c45da48d51'],38,,,,,,,,,,,,,,,,Austria,00:38:38.994,Pass,,88.4,80.0,57.0,75.7,,,
,,,,,,,,,,,,,,,,,,2.015743,,,,,,,,,,,,,c3bcd41f-7b28-48b4-957b-8f2088848780,1808,,,"[56.7, 75.3]",3794685,38,,,,-1.6920732,,Right Foot,,,"[52.8, 43.3]",,Ground Pass,,32.236782,,,,,Martin Hinteregger,,,,,,1,From Throw In,Aleksandar Dragović,3969.0,Right Center Back,79,Austria,915,['d5204afa-d0dd-4ff0-8df0-1162ee704d68'],43,,,,,,,,,,,,,,,,Austria,00:38:43.076,Pass,,56.7,75.3,52.8,43.3,,,
,,,,,,,,,,,,,,,,,,2.283129,,,,,,,,,,,,,9e35470a-bc3f-4723-9391-671617a619d7,1811,,,"[53.0, 39.3]",3794685,38,,,,2.6036277,,Right Foot,,,"[23.0, 57.2]",,Ground Pass,,34.93437,,,,,Daniel Bachmann,,,,,,1,From Throw In,Martin Hinteregger,8307.0,Left Center Back,79,Austria,915,['caad0ff9-675c-4597-a982-f689324b4a91'],45,,,,,,,,,,,,,,,,Austria,00:38:45.882,Pass,,53.0,39.3,23.0,57.2,,,
,,,,,,,,,,,,,,,,,,1.839117,,,,,,,,,,,,,96262f04-3a81-4cc4-a001-14276ab882b4,1814,,,"[25.2, 57.8]",3794685,38,,,,0.7882635,,Right Foot,,,"[42.6, 75.3]",,Ground Pass,,24.678127,,,,,Aleksandar Dragović,,,,,,1,From Throw In,Daniel Bachmann,21532.0,Goalkeeper,79,Austria,915,['257f8fea-7b06-4657-9e0b-f6c085156bb7'],49,,,,,,,,,,,,,,,,Austria,00:38:49.246,Pass,,25.2,57.8,42.6,75.3,,,
,,,,,,,,,,,,,,,,,,0.925944,,,,,,,,,,,,,858ebbc5-ccfa-49ca-95b1-5e468f9c1468,1818,,,"[51.1, 77.0]",3794685,38,,,,-0.4192324,,Right Foot,,,"[69.5, 68.8]",,Ground Pass,,20.144478,,,,,Konrad Laimer,,,,,,1,From Throw In,Aleksandar Dragović,3969.0,Right Center Back,79,Austria,915,"['5bb0a6a8-5db6-4520-8de3-1de7f07378c4', 'e6d27d06-78ae-4b98-886f-c36867e86a3d']",53,,,,,,,,,,,,,,,,Austria,00:38:53.734,Pass,True,51.1,77.0,69.5,68.8,,,
,,,,,,,,,,,,,,,,,,0.459521,,,,,,,,,,,,,78fc1a59-bb3e-4fba-9393-8ac80bb51404,1821,,,"[70.0, 68.8]",3794685,38,,,,1.8760195,,Right Foot,,,"[67.7, 76.1]",,Low Pass,,7.653757,,,,,Stefan Lainer,,,,,,1,From Throw In,Konrad Laimer,8506.0,Right Wing,79,Austria,915,['e1d65532-0afb-4ddb-94c1-93b07934ddb6'],55,,,,,,,,,,,,,,,,Austria,00:38:55.389,Pass,,70.0,68.8,67.7,76.1,,,
,,,,,,,,,,,,,,,,,,1.644924,,,,,,,,,,,,,a29c9c34-c500-4391-b193-e18c0be093b7,1825,,,"[68.1, 77.3]",3794685,38,,,,-1.2962624,,Right Foot,,,"[77.0, 45.7]",,Ground Pass,,32.829407,,,,,Marko Arnautović,,,,,,1,From Throw In,Stefan Lainer,8779.0,Right Back,79,Austria,915,"['3998c451-c7d8-4c7f-b2e3-a0f2cd295e92', '4808e2ef-f850-4229-a439-91ffd9d56802']",55,,,,,,,,,,,,,,,,Austria,00:38:55.913,Pass,True,68.1,77.3,77.0,45.7,,,
,,,,,,,,,,,,,,,,,,1.198798,,,,,,,,,,,,,2a279b68-c843-4cef-9d0e-79790c48e2af,1828,,,"[77.0, 45.7]",3794685,38,,,,1.9756881,,Right Foot,,,"[75.2, 49.9]",,Ground Pass,,4.5694637,,,,,Marcel Sabitzer,,,,,,1,From Throw In,Marko Arnautović,3325.0,Center Forward,79,Austria,915,['ef035ba3-3c54-4ce6-8475-51f951fecb00'],57,,,,,,,,,,,,,,,,Austria,00:38:57.605,Pass,,77.0,45.7,75.2,49.9,,,
,,,,,,,,,,,,,,,,,,1.230935,,,,,,,,,,,,,c0a13bc0-e89f-4f8d-a012-ed7cef14093a,1831,,,"[76.5, 52.2]",3794685,38,,,,-1.1651798,,Left Foot,,,"[90.8, 18.9]",,Ground Pass,,36.240585,,,,,Christoph Baumgartner,,,,,,1,From Throw In,Marcel Sabitzer,8518.0,Center Attacking Midfield,79,Austria,915,['472bade1-16f8-4edb-837e-ddd0b18946e0'],59,,,,,,,,,,,,,,,,Austria,00:38:59.400,Pass,,76.5,52.2,90.8,18.9,,,
,,,,,,,,,,,,,,,,,,1.354383,,,,,,,,,,,,,0fd7ca34-8cb7-46c8-954a-865f39024b1b,1834,,,"[94.4, 19.9]",3794685,39,,,,-0.58322936,,Right Foot,,,"[104.1, 13.5]",,Ground Pass,,11.621101,,,,,David Olatukunbo Alaba,,,,,,1,From Throw In,Christoph Baumgartner,24977.0,Left Wing,79,Austria,915,['15f71b85-7b69-4c80-9bb2-c72a8a70192b'],1,,,,,,,,,,,,,,,,Austria,00:39:01.563,Pass,,94.4,19.9,104.1,13.5,,,
,,,,,,,,,,,,,,,,,,1.557668,,,,,,,,,,,,,5cba0fdf-d2fc-4c75-a9b4-aa815ebedc88,1838,,,"[98.5, 12.0]",3794685,39,,,,2.3737366,,Right Foot,,,"[86.9, 23.2]",,Ground Pass,,16.124516,,,,,Florian Grillitsch,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,79,Austria,915,['9c88bd80-4263-4495-8d9c-f6878176fd05'],6,,,,,,,,,,,,,,,,Austria,00:39:06.931,Pass,,98.5,12.0,86.9,23.2,,,
,,,,,,,,,,,,,,,,,,2.526675,,,,,,,,,,,,,ecc5fbc7-6310-4b12-bcda-d7e4a6d94da0,1841,,,"[86.2, 26.2]",3794685,39,,,,0.9477204,,Right Foot,,,"[110.2, 59.6]",,High Pass,,41.12858,,,,,Stefan Lainer,,,,,,1,From Throw In,Florian Grillitsch,11396.0,Left Defensive Midfield,79,Austria,915,['30934b12-ee6a-4f03-946f-65d124fe7724'],9,,,,,,,,,,,,,,,,Austria,00:39:09.570,Pass,,86.2,26.2,110.2,59.6,,,
,,,,,,,,,,,,,,,,,,2.111502,,,,,,,,,,,,,5831b25c-1050-4010-92e9-2c187ed3c1dc,1844,,,"[110.2, 59.6]",3794685,39,,,True,-0.9953717,,,True,,"[117.4, 48.5]",,High Pass,,13.230646,,,Incomplete,,,,,,,,1,From Throw In,Stefan Lainer,8779.0,Right Back,79,Austria,915,"['802a8d85-2954-4cb8-b39c-faf9244981fa', 'a6917008-c995-4d4c-a733-e8004e68b6a6']",12,,,,,,,,,,,,,,,,Austria,00:39:12.096,Pass,True,110.2,59.6,117.4,48.5,,,
,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,1783bfab-b35e-4189-abfb-399b8d74ba25,1846,,,"[3.6, 31.7]",3794685,39,True,,,-0.4856221,,Keeper Arm,,,"[14.4, 26.0]",,Ground Pass,,12.21188,,,,,Francesco Acerbi,,,,,,1,Regular Play,Gianluigi Donnarumma,7036.0,Goalkeeper,80,Italy,914,['8c4bc258-dfb0-4c3b-85e6-97c43d11cf4d'],23,,,,,,,,,,,,,,,,Italy,00:39:23.890,Pass,,3.6,31.7,14.4,26.0,,,
,,,,,,,,,,,,,,,,,,1.523611,,,,,,,,,,,,,1a2743ee-44e9-431e-8a39-ded04d0059fa,1848,,,"[14.7, 26.0]",3794685,39,,,,-0.059928156,,Right Foot,,,"[29.7, 25.1]",,Ground Pass,,15.026976,,,,,Marco Verratti,,,,,,1,Regular Play,Francesco Acerbi,7119.0,Left Center Back,80,Italy,914,['694da794-4e86-481f-b2e3-92788ee5b6de'],26,,,,,,,,,,,,,,,,Italy,00:39:26.834,Pass,,14.7,26.0,29.7,25.1,,,
,,,,,,,,,,,,,,,,,,2.408767,,,,,,,,,,,,,2ac7db9b-3ebc-4e85-a4e9-2f5e3b7f2990,1851,,,"[33.2, 28.5]",3794685,39,,,,1.7858112,,Right Foot,,,"[29.4, 45.9]",,Ground Pass,,17.81011,,,,,Leonardo Bonucci,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Center Midfield,80,Italy,914,['01db27b7-7cdc-49d9-9478-2936b160256f'],31,,,,,,,,,,,,,,,,Italy,00:39:31.007,Pass,,33.2,28.5,29.4,45.9,,,
,,,,,,,,,,,,,,,,,,2.941985,,,,,,,,,,,,,a177bb84-0e9c-4477-9b82-f3338453673e,1854,,,"[38.7, 43.6]",3794685,39,,,,-1.2702781,,Right Foot,,,"[48.4, 12.3]",,Ground Pass,,32.76858,,,,,Marco Verratti,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,80,Italy,914,['295c4b57-21fb-42ad-8bfb-4507d6db00c9'],36,,,,,,,,,,,,,,,,Italy,00:39:36.444,Pass,,38.7,43.6,48.4,12.3,,,
,,,,,,,,,,,,,,,,,,1.538004,,,,,,,,,,,,,519b2b05-f95c-4de6-aebe-0790a1ffe897,1857,,,"[50.6, 13.5]",3794685,39,,,,0.98464215,,Right Foot,,,"[58.9, 26.0]",,Ground Pass,,15.004666,,,,,Jorge Luiz Frello Filho,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Center Midfield,80,Italy,914,['eab3eb10-cfc1-470c-83dc-b2a1d4c3813d'],40,,,,,,,,,,,,,,,,Italy,00:39:40.479,Pass,,50.6,13.5,58.9,26.0,,,
,,,,,,,,,,,,,,,,,,1.939658,,,,,,,,,,,,,770fccfe-d3cd-44e1-aa5b-87c9bf66e9ef,1860,,,"[64.0, 23.8]",3794685,39,,,,-1.3014323,,Right Foot,,,"[68.5, 7.5]",,Ground Pass,,16.909761,,,,,Francesco Acerbi,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,80,Italy,914,['4a1def09-571e-487a-83a4-037e2eb4ea0e'],43,,,,,,,,,,,,,,,,Italy,00:39:43.123,Pass,,64.0,23.8,68.5,7.5,,,
