ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3b0a96ba-e1a5-40c3-8cd4-3b1b5ddfa344,1,,,,3788742,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Denmark,776,,0,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 21261, 'name': 'Jonas Older Wind'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Denmark,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,82c5756c-1a62-4509-b042-5ad65c41223e,2,,,,3788742,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Denmark,776,,0,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26939, 'name': 'Joona Toivio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 24455, 'name': 'Paulus Arajuuri'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 38196, 'name': 'Daniel O""Shaughnessy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15416, 'name': 'Jukka Raitala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 22}, {'player': {'id': 16550, 'name': 'Jere Juhani Uronen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 18}, {'player': {'id': 24648, 'name': 'Tim Sparv'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 24321, 'name': 'Robin Lod'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 13215, 'name': 'Glen Kamara'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 9725, 'name': 'Joel Pohjanpalo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 9476, 'name': 'Teemu Pukki'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Finland,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,174955af-676c-42a6-acea-207131d8a886,3,,,,3788742,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Denmark,776,['3a595375-0b85-4aea-aef3-ab95b3858485'],0,,,,,,,,,,,,,,Denmark,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3a595375-0b85-4aea-aef3-ab95b3858485,4,,,,3788742,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Denmark,776,['174955af-676c-42a6-acea-207131d8a886'],0,,,,,,,,,,,,,,Finland,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6de204f3-2bc3-4660-a377-00ca527de0b6,1648,,,,3788742,45,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,91,Finland,1835,['221dd934-37d3-473e-8166-2402176b1bfe'],0,,,,,,,,,,,,,,Denmark,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,221dd934-37d3-473e-8166-2402176b1bfe,1649,,,,3788742,45,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,91,Finland,1835,['6de204f3-2bc3-4660-a377-00ca527de0b6'],0,,,,,,,,,,,,,,Finland,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,0.602673,,,,,,,,,,,,,,5d14bae0-f462-491c-9fc2-e55faec97743,5,,,"[60.0, 40.0]",3788742,0,,,,-1.9655875,,Right Foot,,,"[59.5, 38.8]",,Ground Pass,,1.3,,,,Christian Dannemann Eriksen,,,,,Kick Off,1,From Kick Off,Jonas Older Wind,21261.0,Center Forward,2,Denmark,776,['70e294fd-b3d2-4921-9a41-2691660fadd9'],0,,,,,,,,,,,,,,Denmark,00:00:00.809,Pass,,60.0,40.0,59.5,38.8,,,
,,,,,,,,,,,,,,,1.617772,,,,,,,,,,,,,,d1fceef9-831b-448e-a5fe-6bbf27d9d820,8,,,"[59.5, 40.0]",3788742,0,,,,1.346663,,Right Foot,,,"[67.0, 72.9]",,Low Pass,,33.744038,,,,Daniel Wass,,,,,,1,From Kick Off,Christian Dannemann Eriksen,3043.0,Right Center Midfield,2,Denmark,776,['afaec937-4462-4b01-82ff-20e48140d6fc'],2,,,,,,,,,,,,,,Denmark,00:00:02.163,Pass,,59.5,40.0,67.0,72.9,,,
,,,,,,,,,,,,,,,2.174828,,,,,,,,,,,,,,20cba9ae-dcaf-4ba6-a54b-1b63ed657320,12,,,"[68.5, 73.4]",3788742,0,,,,0.111890264,,Right Foot,,,"[86.3, 75.4]",,High Pass,,17.912006,,,,Yussuf Yurary Poulsen,,,,,,1,From Kick Off,Daniel Wass,6797.0,Right Back,2,Denmark,776,"['265292bf-2314-4e68-b79c-1884ba455d44', '64ad0f1e-470b-4d70-9b2e-76424726bd2e']",5,,,,,,,,,,,,,,Denmark,00:00:05.061,Pass,True,68.5,73.4,86.3,75.4,,,
,,,,,,,,,,,,,,,1.441515,,,,,,,,,,,,,,0fea4454-05cf-4a79-9710-e87ab1a7f156,19,,,"[20.8, 0.1]",3788742,0,,,,0.24497867,,,,,"[44.8, 6.1]",,High Pass,,24.738634,,Incomplete,,Joel Pohjanpalo,,,,,Throw-in,1,From Throw In,"Daniel O""Shaughnessy",38196.0,Left Center Back,3,Finland,1835,"['3d34b5ed-359a-44dd-bba9-656da83c632b', 'c29784b4-6e7d-4883-9168-cd1111a8ff82']",28,,,,,,,,,,,,,,Finland,00:00:28.585,Pass,,20.8,0.1,44.8,6.1,,,
,,,,,,,,,,,,,,,2.590818,,,,,,,,,,,,,,3d34b5ed-359a-44dd-bba9-656da83c632b,21,,,"[75.3, 74.0]",3788742,0,,,,-0.5981146,,Head,,,"[95.7, 60.1]",,High Pass,,24.685421,,Incomplete,,Jonas Older Wind,,,,,Interception,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Center Defensive Midfield,3,Finland,1835,"['0fea4454-05cf-4a79-9710-e87ab1a7f156', '740cb7b5-f77a-4da9-a0ed-bccb49acf2cb', 'ef9656a7-3acf-4da1-a095-2b5984197770']",30,,,,,,,,,,,,,,Denmark,00:00:30.027,Pass,,75.3,74.0,95.7,60.1,,,
,,,,,,,,,,,,,,,0.62534,,,,,,,,,,,,,,740cb7b5-f77a-4da9-a0ed-bccb49acf2cb,24,,,"[24.4, 20.0]",3788742,0,,,True,-0.75092906,,,,,"[30.4, 14.4]",,Low Pass,,8.207314,,,,Jere Juhani Uronen,,,,,Recovery,1,From Throw In,Paulus Arajuuri,24455.0,Center Back,3,Finland,1835,"['3d34b5ed-359a-44dd-bba9-656da83c632b', '9c48e726-1d17-4f09-b646-db32fefdac14', 'c6994e4d-841c-424f-8652-b9c149ffddf2']",32,,,,,,,,,,,,,,Finland,00:00:32.617,Pass,True,24.4,20.0,30.4,14.4,,,
,,,,,,,,,,,,,,,1.425547,,,,,,,,,,,,,,b96117f1-1a32-422c-9756-b055b19b86e2,26,,,"[30.4, 14.1]",3788742,0,,,,1.8990544,,Left Foot,,,"[25.7, 27.9]",,Low Pass,,14.578408,,,,Joona Toivio,,,,,,1,From Throw In,Jere Juhani Uronen,16550.0,Left Wing Back,3,Finland,1835,['25628b5d-ed41-47bd-ae31-b673af2cc5bd'],33,,,,,,,,,,,,,,Finland,00:00:33.243,Pass,,30.4,14.1,25.7,27.9,,,
,,,,,,,,,,,,,,,2.553755,,,,,,,,,,,,,,4e0fcb8d-6b39-409d-b564-432c863e949c,30,,,"[25.1, 31.0]",3788742,0,,,,-0.09127113,,Right Foot,,,"[54.6, 28.3]",,High Pass,,29.623302,,,,Teemu Pukki,,,,,,1,From Throw In,Joona Toivio,26939.0,Right Center Back,3,Finland,1835,"['30ffa517-96f1-470d-a6e7-1de39d73da2d', '9e1c1195-d48a-4d65-a971-4d25018f914f']",34,,,,,,,,,,,,,,Finland,00:00:34.713,Pass,True,25.1,31.0,54.6,28.3,,,
,,,,,,,,,,,,,,,1.129591,,,,,,,,,,,,,,f58c778e-03fc-4d20-af92-965a2aa5609b,33,,,"[54.6, 28.3]",3788742,0,,,,-0.38650632,,Right Foot,,,"[63.2, 24.8]",,High Pass,,9.284934,,Incomplete,,Joel Pohjanpalo,,,,,,1,From Throw In,Teemu Pukki,9476.0,Left Center Forward,3,Finland,1835,"['7a5951d7-7d78-4488-bc5c-024941162133', 'f0411792-88e6-4602-bf1b-916c00d14115']",37,,,,,,,,,,,,,,Finland,00:00:37.307,Pass,,54.6,28.3,63.2,24.8,,,
,,,,,,,,,,,,,,,1.358101,,,,,,,,,,,,,,f0411792-88e6-4602-bf1b-916c00d14115,35,,,"[56.9, 55.3]",3788742,0,,,,0.21214375,,Head,,,"[63.4, 56.7]",,High Pass,,6.6490602,,,,Pierre-Emile Højbjerg,,,,,Recovery,1,Regular Play,Simon Thorup Kjær,5534.0,Right Center Back,4,Denmark,776,"['2b5fcb84-5e01-45f0-a9cd-e657047f3365', 'f58c778e-03fc-4d20-af92-965a2aa5609b']",38,,,,,,,,,,,,,,Denmark,00:00:38.436,Pass,,56.9,55.3,63.4,56.7,,,
,,,,,,,,,,,,,,,1.740516,,,,,,,,,,,,,,ba062e10-396a-4107-bc0e-6e29cb4aa02b,39,,,"[58.5, 61.5]",3788742,0,,,,1.6172744,,Right Foot,,,"[57.9, 74.4]",,Ground Pass,,12.913946,,,,Daniel Wass,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Center Defensive Midfield,4,Denmark,776,"['0de158c6-f292-4920-ab6f-a75fe9017abb', 'e9190c22-a5cf-4320-aa03-2f09f86937f2']",40,,,,,,,,,,,,,,Denmark,00:00:40.586,Pass,True,58.5,61.5,57.9,74.4,,,
,,,,,,,,,,,,,,,2.498447,,,,,,,,,,,,,,3ea1b100-45c7-4cda-a287-d63ca2b59189,44,,,"[63.4, 78.0]",3788742,1,,,,-3.049958,,Right Foot,,,"[44.9, 76.3]",,Ground Pass,,18.577944,,,,Simon Thorup Kjær,,,,,Free Kick,1,From Free Kick,Daniel Wass,6797.0,Right Back,5,Denmark,776,['69cac6bf-5e56-4679-9793-675188bdb4c5'],5,,,,,,,,,,,,,,Denmark,00:01:05.857,Pass,,63.4,78.0,44.9,76.3,,,
,,,,,,,,,,,,,,,1.977779,,,,,,,,,,,,,,ca64eaa7-be75-4c9d-8f35-92c8620b7057,47,,,"[42.7, 60.1]",3788742,1,,,,-1.5861797,,Right Foot,,,"[42.3, 34.1]",,Ground Pass,,26.003077,,,,Andreas Christensen,,,,,,1,From Free Kick,Simon Thorup Kjær,5534.0,Right Center Back,5,Denmark,776,['4d524c76-6f89-4deb-a114-af2df6989846'],11,,,,,,,,,,,,,,Denmark,00:01:11.382,Pass,,42.7,60.1,42.3,34.1,,,
,,,,,,,,,,,,,,,1.231995,,,,,,,,,,,,,,604aa8a0-a248-42ec-89b4-77488176039b,50,,,"[43.1, 28.8]",3788742,1,,,,-1.0624857,,Right Foot,,,"[54.8, 7.8]",,Ground Pass,,24.039343,,,,Joakim Mæhle,,,,,,1,From Free Kick,Andreas Christensen,3959.0,Left Center Back,5,Denmark,776,['db9fefb4-881e-407a-b1d3-539bf3de72bf'],14,,,,,,,,,,,,,,Denmark,00:01:14.109,Pass,,43.1,28.8,54.8,7.8,,,
,,,,,,,,,,,,,,,1.242251,,,,,,,,,,,,,,37f9b220-c942-46e0-96aa-4cd2a9aec203,53,,,"[57.1, 6.1]",3788742,1,,,,-0.28757584,,Right Foot,,,"[71.3, 1.9]",,Ground Pass,,14.808105,,,,Martin Braithwaite Christensen,,,,,,1,From Free Kick,Joakim Mæhle,16554.0,Left Back,5,Denmark,776,['61e02863-fa29-46f2-a4b1-d9925d8c317e'],16,,,,,,,,,,,,,,Denmark,00:01:16.290,Pass,,57.1,6.1,71.3,1.9,,,
,,,,,,,,,,,,,,,0.449843,,,,,,,,,,,,,,5bc5d8d3-e52b-4354-ac46-56bdfb4d58d4,57,,,"[68.6, 2.7]",3788742,1,,,,-0.124354996,,Right Foot,,,"[71.0, 2.4]",,Ground Pass,,2.4186773,,Incomplete,,Joakim Mæhle,,,,,,1,From Free Kick,Martin Braithwaite Christensen,4447.0,Left Wing,5,Denmark,776,"['3da92434-235e-4349-9d54-cd1ba47fe93f', '8d81e8f4-1663-4856-85cd-f6d65f2829ab', 'f3217662-d5d3-4288-a0b9-fc685a5a6e28']",20,,,,,,,,,,,,,,Denmark,00:01:20.019,Pass,True,68.6,2.7,71.0,2.4,,,
,,,,,,,,,,,,,,,2.128686,,,,,,,,,,,,,,9d541397-d57a-46d9-be10-1dddcd3aca55,61,,,"[56.1, 2.0]",3788742,1,,,,2.7991197,,Right Foot,,,"[33.1, 10.2]",,Ground Pass,,24.418026,,,,Andreas Christensen,,,,,Recovery,1,From Free Kick,Martin Braithwaite Christensen,4447.0,Left Wing,5,Denmark,776,"['b74290e4-2443-4175-8202-b6a2b0298504', 'f7002204-25c6-49f4-bdcb-abd756b3eb80']",22,,,,,,,,,,,,,,Denmark,00:01:22.445,Pass,True,56.1,2.0,33.1,10.2,,,
,,,,,,,,,,,,,,,2.008754,,,,,,,,,,,,,,24fb9ea7-2865-4016-bcf3-832926c9e414,64,,,"[30.4, 18.1]",3788742,1,,,,1.3836627,,Right Foot,,,"[40.0, 68.8]",,Low Pass,,51.600872,,,,Daniel Wass,,True,,,,1,From Free Kick,Andreas Christensen,3959.0,Left Center Back,5,Denmark,776,['23df0067-c191-4b53-b05e-201a22de9674'],25,,,,,,,,,,,,,,Denmark,00:01:25.648,Pass,,30.4,18.1,40.0,68.8,,,
,,,,,,,,,,,,,,,1.234263,,,,,,,,,,,,,,9b29b32e-c92d-43cd-9e75-08eaef6d8144,67,,,"[55.6, 71.2]",3788742,1,,,,-1.0343609,,Right Foot,,,"[66.6, 52.7]",,Ground Pass,,21.523243,,,,Jonas Older Wind,,,,,,1,From Free Kick,Daniel Wass,6797.0,Right Back,5,Denmark,776,['f2f90a09-f8ef-4320-89ae-ccac40f32018'],32,,,,,,,,,,,,,,Denmark,00:01:32.914,Pass,,55.6,71.2,66.6,52.7,,,
,,,,,,,,,,,,,,,0.234119,,,,,,,,,,,,,,b600acf6-b548-40ca-ad00-ed59156a19b4,86,,,"[59.8, 4.0]",3788742,1,,,,0.61466295,,Left Foot,,,"[61.5, 5.2]",,Low Pass,,2.0808651,,Incomplete,,,,,,,,1,Regular Play,Jere Juhani Uronen,16550.0,Left Wing Back,6,Finland,1835,"['37e23dea-03cb-4187-a06e-6094cec09b54', 'f255e893-6061-46c9-b7f7-3cd8fc3b9e27']",41,,,,,,,,,,,,,,Finland,00:01:41.390,Pass,True,59.8,4.0,61.5,5.2,,,
,,,,,,,,,,,,,,,1.718464,,,,,,,,,,,,,,53a49ae8-f6f4-4c2e-a07e-20bb1db77212,88,,,"[59.2, 0.1]",3788742,1,,,,0.8421932,,,,,"[73.3, 15.9]",,High Pass,,21.176638,,Incomplete,,Joel Pohjanpalo,,,,,Throw-in,1,From Throw In,"Daniel O""Shaughnessy",38196.0,Left Center Back,7,Finland,1835,"['338115a2-3fc5-4f18-8d6c-75fa813dbcbe', '96cfe06a-3497-450f-bc4f-3d635538831b']",57,,,,,,,,,,,,,,Finland,00:01:57.439,Pass,,59.2,0.1,73.3,15.9,,,
,,,,,,,,,,,,,,,1.800428,,,,,,,,,,,,,,338115a2-3fc5-4f18-8d6c-75fa813dbcbe,90,,,"[46.8, 64.2]",3788742,1,,,,-0.7928422,,Head,,,"[66.8, 43.9]",,Low Pass,,28.497192,,Incomplete,,Martin Braithwaite Christensen,,,,,Interception,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Center Defensive Midfield,7,Finland,1835,"['394ff3cf-3091-414f-9442-492e18436f05', '53a49ae8-f6f4-4c2e-a07e-20bb1db77212', '6674e451-a800-4d20-85f7-4f637b9da456']",59,,,,,,,,,,,,,,Denmark,00:01:59.157,Pass,,46.8,64.2,66.8,43.9,,,
,,,,,,,,,,,,,,,2.995331,,,,,,,,,,,,,,394ff3cf-3091-414f-9442-492e18436f05,92,,,"[53.3, 36.2]",3788742,2,,,,1.1036152,,Left Foot,,,"[64.7, 58.8]",,High Pass,,25.312447,,,,Jukka Raitala,,,,,Recovery,1,From Throw In,Joona Toivio,26939.0,Right Center Back,7,Finland,1835,"['338115a2-3fc5-4f18-8d6c-75fa813dbcbe', '730931d8-bcbf-40cf-956b-a1d3363c7e9e']",0,,,,,,,,,,,,,,Finland,00:02:00.958,Pass,,53.3,36.2,64.7,58.8,,,
,,,,,,,,,,,,,,,1.02018,,,,,,,,,,,,,,3714e7f3-6cb9-421d-b83f-24351ec4f4ac,95,,,"[72.6, 72.2]",3788742,2,,,,-1.8329161,,Right Foot,,,"[70.4, 64.0]",,Ground Pass,,8.489994,,,,Tim Sparv,,,,,,1,From Throw In,Jukka Raitala,15416.0,Right Wing Back,7,Finland,1835,['35753c5c-9718-47b9-957b-1e1930520891'],6,,,,,,,,,,,,,,Finland,00:02:06.125,Pass,,72.6,72.2,70.4,64.0,,,
,,,,,,,,,,,,,,,1.390001,,,,,,,,,,,,,,2edd2f86-0c13-4522-956c-c4cca098c2b0,98,,,"[71.8, 64.3]",3788742,2,,,,0.4980321,,Left Foot,,,"[87.8, 73.0]",,Ground Pass,,18.212358,,Incomplete,,Jukka Raitala,,,,,,1,From Throw In,Tim Sparv,24648.0,Center Defensive Midfield,7,Finland,1835,"['7a2baa95-950c-4fb6-8e86-47588c5fa6eb', 'c386fc92-f992-4a42-a749-af45976f99c2']",8,,,,,,,,,,,,,,Finland,00:02:08.118,Pass,,71.8,64.3,87.8,73.0,,,
,,,,,,,,,,,,,,,1.366485,,,,,,,,,,,,,,767d00b6-240e-48dd-8413-465018fae612,103,,,"[88.8, 71.3]",3788742,2,,,,-1.4464413,,Left Foot,,,"[90.8, 55.3]",,Ground Pass,,16.124516,,,,Joel Pohjanpalo,,,,,,1,From Throw In,Jukka Raitala,15416.0,Right Wing Back,7,Finland,1835,['91d84515-4459-436a-b168-747ec2b4f5b5'],11,,,,,,,,,,,,,,Finland,00:02:11.497,Pass,,88.8,71.3,90.8,55.3,,,
,,,,,,,,,,,,,,,0.879362,,,,,,,,,,,,,,077b2038-3c6d-4692-825f-00b6f292399a,106,,,"[85.0, 55.7]",3788742,2,,,,-2.0471015,,Left Foot,,,"[76.9, 40.0]",,Ground Pass,,17.666351,,,,Glen Kamara,,,,,,1,From Throw In,Joel Pohjanpalo,9725.0,Right Center Forward,7,Finland,1835,['e8693831-2cdf-4982-b90c-6ad49b34db25'],13,,,,,,,,,,,,,,Finland,00:02:13.611,Pass,,85.0,55.7,76.9,40.0,,,
,,,,,,,,,,,,,,,1.88496,,,,,,,,,,,,,,beedc497-3e5d-42e0-acf3-23ef13db28e2,109,,,"[80.2, 36.8]",3788742,2,,,,-1.9469849,,Right Foot,,,"[72.3, 16.8]",,Ground Pass,,21.503721,,,,"Daniel O""Shaughnessy",,,,,,1,From Throw In,Glen Kamara,13215.0,Left Center Midfield,7,Finland,1835,['fd544fdd-44f0-4513-97f8-7a4487036596'],15,,,,,,,,,,,,,,Finland,00:02:15.330,Pass,,80.2,36.8,72.3,16.8,,,
,,,,,,,,,,,,,,,1.347871,,,,,,,,,,,,,,e126bb11-26e3-4434-8782-1a738953e691,112,,,"[72.3, 16.8]",3788742,2,,,,-0.66251445,,Left Foot,,,"[86.4, 5.8]",,Ground Pass,,17.883232,,,,Jere Juhani Uronen,,,,,,1,From Throw In,"Daniel O""Shaughnessy",38196.0,Left Center Back,7,Finland,1835,['a2230637-c00d-4ef4-b6c7-75d679f12d10'],17,,,,,,,,,,,,,,Finland,00:02:17.255,Pass,,72.3,16.8,86.4,5.8,,,
,,,,,,,,,,,,,,,2.709383,,,,,,,,,,,,,,d65ae735-25a8-426b-b4b0-3646c48f6da5,115,,,"[86.4, 5.0]",3788742,2,,,,0.2476406,,Left Foot,,,"[112.9, 11.7]",,Ground Pass,,27.333862,,,,Glen Kamara,,,,,,1,From Throw In,Jere Juhani Uronen,16550.0,Left Wing Back,7,Finland,1835,['3ad40c71-da97-4944-9825-ee9e677c9f77'],19,,,,,,,,,,,,,,Finland,00:02:19.281,Pass,,86.4,5.0,112.9,11.7,,,
,,,,,,,,,,,,,,,2.043281,,,,,,,,,,,,,,e583afff-732c-4214-a87a-9ee30e0a8dab,121,,,"[112.2, 0.1]",3788742,2,,,,1.6303848,,,True,,"[110.1, 35.3]",,High Pass,,35.262585,,Incomplete,,,,,,,Throw-in,1,From Throw In,"Daniel O""Shaughnessy",38196.0,Left Center Back,8,Finland,1835,['bd14f1a4-1e64-482f-ae45-30af046c812c'],51,,,,,,,,,,,,,,Finland,00:02:51.049,Pass,,112.2,0.1,110.1,35.3,,,
,,,,,,,,,,,,,,,1.355239,,,,,,,,,,,,,,92002ae8-4235-4be1-81b2-a281185f40ef,127,,,"[112.2, 16.8]",3788742,3,,,,-1.6938822,,Right Foot,,,"[111.0, 7.1]",,Ground Pass,,9.773945,,,,"Daniel O""Shaughnessy",,,,,,1,From Throw In,Glen Kamara,13215.0,Left Center Midfield,8,Finland,1835,['97574a54-8f2e-4327-93f3-ec8454f35a22'],0,,,,,,,,,,,,,,Finland,00:03:00.083,Pass,,112.2,16.8,111.0,7.1,,,
,,,,,,,,,,,,,,,1.336015,,,,,,,,,,,,,,8d894d00-b0e0-4672-9b6e-27e039e20e67,130,,,"[111.0, 7.1]",3788742,3,,,,1.5572836,,Left Foot,True,,"[111.4, 36.7]",,High Pass,,29.602703,,Incomplete,,Joel Pohjanpalo,,,,,,1,From Throw In,"Daniel O""Shaughnessy",38196.0,Left Center Back,8,Finland,1835,"['dbdf54c9-e9de-4de6-b647-f92eb94eef9e', 'e6f35105-b68f-49cd-b0cb-dc3c15668f19']",1,,,,,,,,,,,,,,Finland,00:03:01.590,Pass,,111.0,7.1,111.4,36.7,,,
,,,,,,,,,,,,,,,2.202687,,,,,,,,,,,,,,b219087a-1493-48d0-9b64-479c56e589f1,135,,,"[95.2, 75.3]",3788742,3,,,,-0.3131548,,Left Foot,,,"[116.2, 68.5]",,Ground Pass,,22.073513,,,,Teemu Pukki,,,,,,1,From Throw In,Robin Lod,24321.0,Right Center Midfield,8,Finland,1835,['7cf8ea1e-32f5-4309-98e8-f6d27ef4217a'],9,,,,,,,,,,,,,,Finland,00:03:09.178,Pass,,95.2,75.3,116.2,68.5,,,
,,,,,,,,,,,,,,,1.219369,,,,,,,,,,,,,,277d0984-db40-4be9-a21f-53b861eb044d,138,,,"[116.6, 68.1]",3788742,3,,,,2.5434036,,Right Foot,,,"[103.1, 77.3]",,Ground Pass,,16.33677,,,,Robin Lod,,,,,,1,From Throw In,Teemu Pukki,9476.0,Left Center Forward,8,Finland,1835,['2d5be53e-db94-4877-b6b9-fa0450950014'],13,,,,,,,,,,,,,,Finland,00:03:13.547,Pass,,116.6,68.1,103.1,77.3,,,
,,,,,,,,,,,,,,,0.209118,,,,,,,,,,,,,,4e5a9887-a150-46c0-aa85-6ed754e84e8c,141,,,"[96.2, 74.6]",3788742,3,,,,-0.98279375,,Left Foot,,,"[99.4, 69.8]",,Ground Pass,,5.7688823,,Incomplete,,Teemu Pukki,,,,,,1,From Throw In,Robin Lod,24321.0,Right Center Midfield,8,Finland,1835,"['687e3329-1a69-4657-adcd-1e87e41ea1a6', 'f3b6cae0-83d5-4026-8710-d33c96701b66']",22,,,,,,,,,,,,,,Finland,00:03:22.960,Pass,,96.2,74.6,99.4,69.8,,,
,,,,,,,,,,,,,,,0.951399,,,,,,,,,,,,,,fa3379ea-9237-4abe-8072-2cd3a5a0997a,144,,,"[95.2, 77.1]",3788742,3,,,,0.22131445,,Left Foot,,,"[103.2, 78.9]",,Ground Pass,,8.2,,,,Jukka Raitala,,,,,Recovery,1,From Throw In,Robin Lod,24321.0,Right Center Midfield,8,Finland,1835,['00231301-713f-49c1-801c-e286c7231917'],24,,,,,,,,,,,,,,Finland,00:03:24.804,Pass,,95.2,77.1,103.2,78.9,,,
,,,,,,,,,,,,,,,0.602516,,,,,,,,,,,,,,a6e2e4b5-c2b7-49de-8035-0cd19686f5bc,147,,,"[101.0, 78.1]",3788742,3,,,,3.0475314,,Left Foot,,,"[90.4, 79.1]",,Ground Pass,,10.647065,,,,Robin Lod,,,,,,1,From Throw In,Jukka Raitala,15416.0,Right Wing Back,8,Finland,1835,['a0c85873-edc5-4701-98ff-1152ef5d700e'],26,,,,,,,,,,,,,,Finland,00:03:26.273,Pass,,101.0,78.1,90.4,79.1,,,
