ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,1.633476,,,,,,,,,,,,,,988d689b-9e4d-4dc7-963b-c01f22fc0488,2074,,,"[38.2, 21.0]",3788742,55,,,,-0.90654117,,Right Foot,,,"[48.3, 8.1]",,Ground Pass,,16.383528,,,,Jere Juhani Uronen,,,,,,2,Regular Play,Glen Kamara,13215.0,Left Center Midfield,113,Finland,1835,"['05999f7f-1a66-4017-9143-31a2caba06c4', '666a0ad4-762c-499a-a63d-ec54a65b0886']",10,,,,,,,,,,,,,,Finland,00:10:10.675,Pass,True,38.2,21.0,48.3,8.1,,,
,,,,,,,,,,,,,,,0.841839,,,,,,,,,,,,,,ce67ef8a-6390-4af6-81a5-02fab7ac2712,2077,,,"[48.7, 8.1]",3788742,55,,,,0.9913895,,Left Foot,,,"[54.0, 16.2]",,Ground Pass,,9.679876,,,,Robin Lod,,,,,,2,Regular Play,Jere Juhani Uronen,16550.0,Left Wing Back,113,Finland,1835,['481ac556-c51c-4c88-adf5-6d9c88abcb19'],12,,,,,,,,,,,,,,Finland,00:10:12.349,Pass,,48.7,8.1,54.0,16.2,,,
,,,,,,,,,,,,,,,0.535787,,,,,,,,,,,,,,dd8ba3d9-6e0d-4114-b780-58f643a36848,2086,,,"[60.9, 4.5]",3788742,55,,,,0.9151007,,Left Foot,,,"[64.9, 9.7]",,Ground Pass,,6.5604877,,Incomplete,,Joel Pohjanpalo,,,,,,2,Regular Play,Robin Lod,24321.0,Right Center Midfield,113,Finland,1835,"['2d43eb68-2d3b-48d1-936c-7341e29da631', 'b96d45b6-3d38-4137-88de-1f8d18abbee6', 'd91d31c5-67a2-48dd-a1cb-6b7afd2c4fb0']",16,,,,,,,,,,,,,,Finland,00:10:16.563,Pass,True,60.9,4.5,64.9,9.7,,,
,,,,,,,,,,,,,,,0.9035,,,,,,,,,,,,,,ee99e861-e27c-4854-ab85-f9cbc8fccbeb,2090,,,"[56.1, 70.4]",3788742,55,,,,-1.221403,,Right Foot,,,"[60.8, 57.5]",,Ground Pass,,13.72953,,,,Mathias Jensen,,,,,,2,Regular Play,Simon Thorup Kjær,5534.0,Right Center Back,114,Denmark,776,['9259f44d-3315-4794-9c83-9df231d86699'],18,,,,,,,,,,,,,,Denmark,00:10:18.511,Pass,,56.1,70.4,60.8,57.5,,,
,,,,,,,,,,,,,,,1.569723,,,,,,,,,,,,,,c8840be9-5d02-45d5-90df-75244141aa7c,2093,,,"[63.8, 56.2]",3788742,55,,,,-1.4966468,,Right Foot,,,"[65.1, 38.7]",,Ground Pass,,17.54822,,,,Pierre-Emile Højbjerg,,,,,,2,Regular Play,Mathias Jensen,18722.0,Right Center Midfield,114,Denmark,776,['82052289-9f29-44dd-b9b2-b79d956ffff0'],20,,,,,,,,,,,,,,Denmark,00:10:20.327,Pass,,63.8,56.2,65.1,38.7,,,
,,,,,,,,,,,,,,,0.765304,,,,,,,,,,,,,,5591fb84-370b-45d5-9183-7ee5a5b0bc05,2096,,,"[72.5, 41.9]",3788742,55,,,,0.47479957,,Right Foot,,,"[83.2, 47.4]",,Ground Pass,,12.030794,,Incomplete,,Yussuf Yurary Poulsen,,,,,,2,Regular Play,Pierre-Emile Højbjerg,3570.0,Center Defensive Midfield,114,Denmark,776,"['3c8f1f52-44af-4c5e-a7af-50007b6de103', '57632212-3585-400d-a95e-cee76d18c876']",24,,,,,,,,,,,,,,Denmark,00:10:24.778,Pass,,72.5,41.9,83.2,47.4,,,
,,,,,,,,,,,,,,,0.777967,,,,,,,,,,,,,,0e453d7e-7a3c-4187-9899-199f12926ce8,2100,,,"[37.3, 33.8]",3788742,55,,,,1.0530145,,Left Foot,,,"[41.8, 41.7]",,Ground Pass,,9.091755,,,,Glen Kamara,,,,,,2,Regular Play,Tim Sparv,24648.0,Center Defensive Midfield,115,Finland,1835,['9c1248f1-e831-471e-acf4-5e65ebc7b1a1'],27,,,,,,,,,,,,,,Finland,00:10:27.257,Pass,,37.3,33.8,41.8,41.7,,,
,,,,,,,,,,,,,,,1.628937,,,,,,,,,,,,,,6bd4e875-4ca1-4210-bd28-388e1c954256,2103,,,"[68.3, 64.4]",3788742,55,,,,0.30587888,,Right Foot,,,"[87.3, 70.4]",,Ground Pass,,19.924858,,,,Jukka Raitala,,,,,,2,Regular Play,Glen Kamara,13215.0,Left Center Midfield,115,Finland,1835,['590995de-9d4d-4b44-b3dd-163e2f2f26a1'],33,,,,,,,,,,,,,,Finland,00:10:33.079,Pass,,68.3,64.4,87.3,70.4,,,
,,,,,,,,,,,,,,,0.230773,,,,,,,,,,,,,,383dc31d-eef8-4996-82ba-e0e3b5ac3ad3,2106,,,"[91.5, 71.1]",3788742,55,,,,-1.423718,,Left Foot,,,"[92.3, 65.7]",,Low Pass,,5.4589376,,Incomplete,,Teemu Pukki,,,,,,2,Regular Play,Jukka Raitala,15416.0,Right Wing Back,115,Finland,1835,"['479c81f6-b569-4afb-a049-931f27c556c8', 'cee6c8f1-fc6c-4020-8328-e5cd2661bfb0']",36,,,,,,,,,,,,,,Finland,00:10:36.759,Pass,,91.5,71.1,92.3,65.7,,,
,,,,,,,,,,,,,,,5.207671,,,,,,,,,,,,,,dfbd96cc-eb8e-40b8-9832-7ca61769f80f,2114,,,"[38.3, 9.0]",3788742,56,,,,0.18394345,,Right Foot,,,"[89.9, 18.6]",,Low Pass,,52.485428,,Injury Clearance,,,,,,,Recovery,2,Other,Martin Braithwaite Christensen,4447.0,Left Wing,117,Denmark,776,,30,,,,,,,,,,,,,,Denmark,00:11:30.635,Pass,,38.3,9.0,89.9,18.6,,,
,,,,,,,,,,,,,,,0.87053,,,,,,,,,,,,,,f781d1db-2f77-480c-8960-51c60494952c,2117,,,"[40.4, 59.2]",3788742,56,,,,0.0,,Left Foot,,,"[50.8, 59.2]",,Ground Pass,,10.4,,,,Glen Kamara,,,,,,2,Regular Play,Joona Toivio,26939.0,Right Center Back,118,Finland,1835,['e9a03765-699e-4fa0-a693-728b7d84a77d'],39,,,,,,,,,,,,,,Finland,00:11:39.555,Pass,,40.4,59.2,50.8,59.2,,,
,,,,,,,,,,,,,,,0.609563,,,,,,,,,,,,,,5e6da7b9-cdca-46b1-b00d-9674591cc4c1,2120,,,"[50.1, 59.1]",3788742,56,,,,-0.85545874,,Right Foot,,,"[55.4, 53.0]",,Ground Pass,,8.080841,,,,Tim Sparv,,,,,,2,Regular Play,Glen Kamara,13215.0,Left Center Midfield,118,Finland,1835,['c7e253d4-4b4e-40e9-9508-bcc1384e095f'],41,,,,,,,,,,,,,,Finland,00:11:41.985,Pass,,50.1,59.1,55.4,53.0,,,
,,,,,,,,,,,,,,,0.732058,,,,,,,,,,,,,,3823160e-a30b-40fc-bd5b-b5f37da03003,2123,,,"[56.1, 53.2]",3788742,56,,,,2.2159448,,Left Foot,,,"[48.8, 62.9]",,Ground Pass,,12.140017,,,,Glen Kamara,,,,,,2,Regular Play,Tim Sparv,24648.0,Center Defensive Midfield,118,Finland,1835,['3011e577-a910-4850-8fdd-3d4be0d2277d'],42,,,,,,,,,,,,,,Finland,00:11:42.739,Pass,,56.1,53.2,48.8,62.9,,,
,,,,,,,,,,,,,,,0.723933,,,,,,,,,,,,,,a728114d-545a-4d4f-9184-449a05302b85,2126,,,"[48.7, 64.3]",3788742,56,,,,-0.5746031,,Right Foot,,,"[62.6, 55.3]",,Ground Pass,,16.559288,,,,Tim Sparv,,,,,,2,Regular Play,Glen Kamara,13215.0,Left Center Midfield,118,Finland,1835,['0cb128b8-a58e-4562-9f27-6e8fb473321e'],45,,,,,,,,,,,,,,Finland,00:11:45.099,Pass,,48.7,64.3,62.6,55.3,,,
,,,,,,,,,,,,,,,0.847745,,,,,,,,,,,,,,96ca78b6-e23b-4277-927e-1168e74e016d,2129,,,"[63.5, 54.4]",3788742,56,,,,2.2686992,,Left Foot,,,"[55.7, 63.7]",,Ground Pass,,12.137957,,,,Glen Kamara,,,,,,2,Regular Play,Tim Sparv,24648.0,Center Defensive Midfield,118,Finland,1835,['6a0d3cfe-aa11-4dab-b8bc-6ce2708288fa'],45,,,,,,,,,,,,,,Finland,00:11:45.863,Pass,,63.5,54.4,55.7,63.7,,,
,,,,,,,,,,,,,,,0.597724,,,,,,,,,,,,,,0d2de85c-f1df-45f8-ae71-8f0104354fd7,2132,,,"[55.7, 63.7]",3788742,56,,,,-0.7449578,,Right Foot,,,"[64.7, 55.4]",,Ground Pass,,12.242957,,,,Tim Sparv,,,,,,2,Regular Play,Glen Kamara,13215.0,Left Center Midfield,118,Finland,1835,['039fb615-a4ee-4568-8660-2dc2d92ea58d'],48,,,,,,,,,,,,,,Finland,00:11:48.484,Pass,,55.7,63.7,64.7,55.4,,,
,,,,,,,,,,,,,,,0.756286,,,,,,,,,,,,,,ad919e0a-da45-4a7a-9d7b-29faa1bf7972,2135,,,"[64.7, 55.4]",3788742,56,,,,1.9169323,,Left Foot,,,"[60.3, 67.6]",,Ground Pass,,12.969194,,,,Glen Kamara,,,,,,2,Regular Play,Tim Sparv,24648.0,Center Defensive Midfield,118,Finland,1835,['d345d2ad-35d8-403e-a9b3-3b5dbf7b2fac'],49,,,,,,,,,,,,,,Finland,00:11:49.351,Pass,,64.7,55.4,60.3,67.6,,,
,,,,,,,,,,,,,,,0.878974,,,,,,,,,,,,,,f6bbdb1e-3d8a-429c-aded-298bd32645c0,2138,,,"[62.1, 67.6]",3788742,56,,,,-1.4758446,,Right Foot,,,"[63.3, 55.0]",,Ground Pass,,12.657014,,,,Tim Sparv,,,,,,2,Regular Play,Glen Kamara,13215.0,Left Center Midfield,118,Finland,1835,['450a65f1-a041-428b-a7db-9fa4e7d721c7'],50,,,,,,,,,,,,,,Finland,00:11:50.870,Pass,,62.1,67.6,63.3,55.0,,,
,,,,,,,,,,,,,,,1.628475,,,,,,,,,,,,,,0fc2e105-3093-4eb3-b8ca-1af38c55791a,2141,,,"[57.7, 32.0]",3788742,56,,,,2.0706038,,Left Foot,,,"[49.4, 47.2]",,Ground Pass,,17.318487,,,,Paulus Arajuuri,,,,,,2,Regular Play,Tim Sparv,24648.0,Center Defensive Midfield,118,Finland,1835,['2b793e3d-e9b5-4f13-8866-e948f169110a'],57,,,,,,,,,,,,,,Finland,00:11:57.090,Pass,,57.7,32.0,49.4,47.2,,,
,,,,,,,,,,,,,,,0.955011,,,,,,,,,,,,,,c286887b-86b8-452e-8076-b02ad24df240,2144,,,"[49.4, 47.2]",3788742,56,,,,1.6401294,,Left Foot,,,"[48.4, 61.6]",,Ground Pass,,14.43468,,,,Joona Toivio,,,,,,2,Regular Play,Paulus Arajuuri,24455.0,Center Back,118,Finland,1835,['e76ccb6f-754b-4837-ba73-2efb07107492'],59,,,,,,,,,,,,,,Finland,00:11:59.729,Pass,,49.4,47.2,48.4,61.6,,,
,,,,,,,,,,,,,,,1.134306,,,,,,,,,,,,,,001ad4f3-d0b3-479d-a1df-f9b90afbefdb,2147,,,"[43.6, 62.7]",3788742,57,,,,-1.0224656,,Right Foot,,,"[54.9, 44.2]",,Ground Pass,,21.678099,,,,Tim Sparv,,,,,,2,Regular Play,Joona Toivio,26939.0,Right Center Back,118,Finland,1835,['990f96d8-733e-4f46-bd3c-bd24557bdcb8'],3,,,,,,,,,,,,,,Finland,00:12:03.276,Pass,,43.6,62.7,54.9,44.2,,,
,,,,,,,,,,,,,,,1.559772,,,,,,,,,,,,,,2c9a3ec9-2204-4d92-86a7-f5d7fd88a49a,2150,,,"[54.9, 44.2]",3788742,57,,,,1.262058,,Right Foot,,,"[64.5, 74.3]",,Low Pass,,31.593828,,,,Jukka Raitala,,,,,,2,Regular Play,Tim Sparv,24648.0,Center Defensive Midfield,118,Finland,1835,['0578270c-8bfe-4367-85f4-f683ec2c1339'],4,,,,,,,,,,,,,,Finland,00:12:04.532,Pass,,54.9,44.2,64.5,74.3,,,
,,,,,,,,,,,,,,,2.273289,,,,,,,,,,,,,,06561121-1aca-43c9-ad9e-03a793e61b2f,2153,,,"[64.5, 74.3]",3788742,57,,,,-1.1737169,,Right Foot,,,"[69.7, 61.9]",,High Pass,,13.446189,,Incomplete,,Glen Kamara,,,,,,2,Regular Play,Jukka Raitala,15416.0,Right Wing Back,118,Finland,1835,"['0f44b46d-1d91-4db0-8003-ce7c854b532a', 'b9bcc72a-bd90-4232-bb59-4fd48707c621']",6,,,,,,,,,,,,,,Finland,00:12:06.134,Pass,,64.5,74.3,69.7,61.9,,,
,,,,,,,,,,,,,,,1.501424,,,,,,,,,,,,,,0fcac89f-60ac-4e5e-804d-d1b5c8ced644,2159,,,"[48.5, 21.5]",3788742,57,,,,-0.06731387,,Other,,,"[57.4, 20.9]",,Low Pass,,8.920202,,,,Thomas Delaney,,,,,Recovery,2,Regular Play,Pierre-Emile Højbjerg,3570.0,Center Defensive Midfield,118,Finland,1835,"['3b73dd54-7a0c-45e8-a8e7-01afb8de9bc4', '59621bd1-47c8-4eb7-a774-e436d685ba73']",8,,,,,,,,,,,,,,Denmark,00:12:08.649,Pass,True,48.5,21.5,57.4,20.9,,,
,,,,,,,,,,,,,,,2.756915,,,,,,,,,,,,,,e1e5db4b-1a1a-4246-8aa3-eaffd2bd6176,2162,,,"[56.8, 21.7]",3788742,57,,,,0.80040383,,Left Foot,,,"[92.9, 58.9]",,High Pass,,51.83676,,Incomplete,,Yussuf Yurary Poulsen,,,,,,2,Regular Play,Thomas Delaney,5527.0,Left Center Midfield,118,Finland,1835,"['67f80b90-2b29-4b66-927b-de41b69399ff', 'b0e45d2f-48fd-40dd-8b31-14597c0af059']",11,,,,,,,,,,,,,,Denmark,00:12:11.194,Pass,,56.8,21.7,92.9,58.9,,,
,,,,,,,,,True,,,,,,2.588261,,,,,,,,,,,,,,67f80b90-2b29-4b66-927b-de41b69399ff,2164,,,"[27.2, 21.2]",3788742,57,,,,-1.3419975,,Head,,,"[28.9, 13.9]",,High Pass,,7.495332,,,,Jere Juhani Uronen,,,,,Interception,2,Regular Play,"Daniel O""Shaughnessy",38196.0,Left Center Back,118,Finland,1835,"['9d75b95e-bc02-47bd-a215-b76f6d2486aa', 'e1e5db4b-1a1a-4246-8aa3-eaffd2bd6176']",13,,,,,,,,,,,,,,Finland,00:12:13.951,Pass,,27.2,21.2,28.9,13.9,,,
,,,,,,,,,,,,,,,1.33324,,,,,,,,,,,,,,e1415974-ec46-4410-9d53-8392349d633d,2167,,,"[28.1, 14.2]",3788742,57,,,,1.2552762,,Left Foot,,,"[34.4, 33.5]",,Ground Pass,,20.302217,,,,Tim Sparv,,,,,,2,Regular Play,Jere Juhani Uronen,16550.0,Left Wing Back,118,Finland,1835,['43c715ab-d2f3-4365-bf0a-5f23ad55bd98'],17,,,,,,,,,,,,,,Finland,00:12:17.318,Pass,,28.1,14.2,34.4,33.5,,,
,,,,,,,,,,,,,,,3.245659,,,,,,,,,,,,,,099c2a4c-90bd-4b7b-a74f-e0ed8ecbfc1a,2170,,,"[35.9, 37.3]",3788742,57,,,,1.4190311,,Left Foot,,,"[41.1, 71.3]",,Ground Pass,,34.395348,,,,Jukka Raitala,,,,,,2,Regular Play,Tim Sparv,24648.0,Center Defensive Midfield,118,Finland,1835,['75e4a221-8ea6-4fd1-8014-3ee939bb9efd'],20,,,,,,,,,,,,,,Finland,00:12:20.732,Pass,,35.9,37.3,41.1,71.3,,,
,,,,,,,,,,,,,,,1.160129,,,,,,,,,,,,,,240d2027-959f-46f5-81a3-477030f2ed29,2173,,,"[41.5, 73.9]",3788742,57,,,,-1.2847449,,Right Foot,,,"[44.5, 63.7]",,Ground Pass,,10.632027,,,,Glen Kamara,,,,,,2,Regular Play,Jukka Raitala,15416.0,Right Wing Back,118,Finland,1835,['5b4f7f6c-7550-4651-bace-2fe6bab2a061'],24,,,,,,,,,,,,,,Finland,00:12:24.018,Pass,,41.5,73.9,44.5,63.7,,,
,,,,,,,,,,,,,,,0.710042,,,,,,,,,,,,,,455f4927-6cd1-4650-99d5-4560bedcfe52,2176,,,"[42.5, 63.4]",3788742,57,,,,-1.980624,,Left Foot,,,"[37.2, 51.2]",,Ground Pass,,13.301504,,,,Tim Sparv,,,,,,2,Regular Play,Glen Kamara,13215.0,Left Center Midfield,118,Finland,1835,['d33c2dce-ade9-415e-a076-6858bd641eef'],25,,,,,,,,,,,,,,Finland,00:12:25.924,Pass,,42.5,63.4,37.2,51.2,,,
,,,,,,,,,,,,,,,1.361109,,,,,,,,,,,,,,bb48c8e4-fe37-441c-9e26-a5906d799654,2179,,,"[37.2, 51.2]",3788742,57,,,,-0.11773258,,Right Foot,,,"[55.8, 49.0]",,Ground Pass,,18.729656,,,,Robin Lod,,,,,,2,Regular Play,Tim Sparv,24648.0,Center Defensive Midfield,118,Finland,1835,['ac3a7bc8-efa1-4ba0-bd74-f2ef47630bc2'],26,,,,,,,,,,,,,,Finland,00:12:26.674,Pass,,37.2,51.2,55.8,49.0,,,
,,,,,,,,,,,,,,,2.961631,,,,,,,,,,,,,,e3ef211c-c8ce-46a8-858c-64e93baff34c,2183,,,"[57.3, 55.0]",3788742,57,,,,0.5519298,,Right Foot,,,"[97.9, 80.0]",,Ground Pass,,47.679764,,Out,,Jukka Raitala,,,,,,2,Regular Play,Robin Lod,24321.0,Right Center Midfield,118,Finland,1835,['48259341-8dc2-43cf-8ce7-f673edcca5a6'],30,,,,,,,,,,,,,,Finland,00:12:30.089,Pass,,57.3,55.0,97.9,80.0,,,
,,,,,,,,,,,,,,,0.941284,,,,,,,,,,,,,,9a1284a7-18c2-4e33-bb4b-9555fafcf9f6,2185,,,"[29.5, 0.1]",3788742,57,,,,1.5707964,,,,,"[29.5, 12.5]",,Low Pass,,12.4,,,,Pierre-Emile Højbjerg,,,,,Throw-in,2,From Throw In,Joakim Mæhle,16554.0,Left Back,119,Denmark,776,['7ab1d9cb-625f-49c4-8e95-3adf83b3d54c'],48,,,,,,,,,,,,,,Denmark,00:12:48.360,Pass,,29.5,0.1,29.5,12.5,,,
,,,,,,,,,,,,,,,0.695684,,,,,,,,,,,,,,8373b27a-2c66-4a08-95e9-d8ce8898718c,2188,,,"[29.5, 12.5]",3788742,57,,,,-1.5707964,,Right Foot,,,"[29.5, 4.2]",,Ground Pass,,8.3,,,,Joakim Mæhle,,,,,,2,From Throw In,Pierre-Emile Højbjerg,3570.0,Center Defensive Midfield,119,Denmark,776,"['15534397-b53e-408d-a7ce-7c9d941638d3', '17258484-66ab-497b-ac64-1809f3d16a6f']",49,,,,,,,,,,,,,,Denmark,00:12:49.302,Pass,True,29.5,12.5,29.5,4.2,,,
,,,,,,,,,,,,,,,1.772982,,,,,,,,,,,,,,73eaf94f-699a-4e0f-87a2-c0bb651b3e56,2190,,,"[29.5, 4.2]",3788742,57,,,,0.2029291,,Right Foot,,,"[53.8, 9.2]",,High Pass,,24.80907,,,,Martin Braithwaite Christensen,,,,,,2,From Throw In,Joakim Mæhle,16554.0,Left Back,119,Denmark,776,"['17258484-66ab-497b-ac64-1809f3d16a6f', '9fb55253-e10d-483a-9445-609f95ed4267']",49,,,,,,,,,,,,,,Denmark,00:12:49.997,Pass,True,29.5,4.2,53.8,9.2,,,
,,,,,,,,,,,,,,,0.779438,,,,,,,,,,,,,,d18df5a9-3592-4a49-b643-1f11774e2ef6,2194,,,"[54.0, 8.8]",3788742,57,,,,2.4534476,,Left Foot,,,"[49.5, 12.5]",,Ground Pass,,5.8258047,,,,Jonas Older Wind,,,,,,2,From Throw In,Martin Braithwaite Christensen,4447.0,Left Wing,119,Denmark,776,"['931f8b44-bc52-4254-a7ed-1a113615a2a4', 'f5c01504-13ff-43ce-be92-dd0c0aa1b802']",51,,,,,,,,,,,,,,Denmark,00:12:51.782,Pass,True,54.0,8.8,49.5,12.5,,,
,,,,,,,,,,,,,,,1.457791,,,,,,,,,,,,,,481393a5-1467-4fb7-a84e-355f3856a7a1,2197,,,"[50.1, 11.6]",3788742,57,,,,-0.8135597,,Right Foot,,,"[57.0, 4.3]",,Ground Pass,,10.044899,,,,Martin Braithwaite Christensen,,,,,,2,From Throw In,Jonas Older Wind,21261.0,Center Forward,119,Denmark,776,"['4d4cbf04-0f31-4d98-affe-8e0157fe3d7e', 'd15b1b24-9d36-4d27-a335-697cfd794e16']",52,,,,,,,,,,,,,,Denmark,00:12:52.562,Pass,True,50.1,11.6,57.0,4.3,,,
,,,,,,,,,,,,,,,0.829584,,,,,,,,,,,,,,6454f88a-86c6-48cf-9fd0-2ca40aefe688,2209,,,"[116.7, 23.4]",3788742,58,,,,1.8650309,,Left Foot,True,True,"[112.7, 36.6]",,Low Pass,,13.792751,,,,Jonas Older Wind,,,,,,2,From Throw In,Martin Braithwaite Christensen,4447.0,Left Wing,119,Denmark,776,['41be1752-df87-4c86-bd76-72da3a624ef0'],3,,,,,,,,,,,,,,Denmark,00:13:03.955,Pass,,116.7,23.4,112.7,36.6,,,
,,,,,,,,,,,,,,,0.830686,,,,,,,,,,,,,,70cedba0-9359-4b8b-bede-c5d0c565a959,2214,,,"[7.4, 43.9]",3788742,58,,,,1.0516502,,Left Foot,,,"[11.0, 50.2]",,Ground Pass,,7.256032,,,,Glen Kamara,,,,,Recovery,2,From Throw In,"Daniel O""Shaughnessy",38196.0,Left Center Back,119,Denmark,776,['494ed23b-d17e-4562-9683-4036b7c7af2e'],7,,,,,,,,,,,,,,Finland,00:13:07.757,Pass,,7.4,43.9,11.0,50.2,,,
,,,,,,,,,,,,,,,1.036733,,,,,,,,,,,,,,657202b4-b18b-4373-8d45-10d2d747bd3a,2219,,,"[104.7, 30.6]",3788742,58,,,,2.9902172,62d91acd-d9bd-464b-b920-4b616259d258,Right Foot,,,"[98.8, 31.5]",,Ground Pass,,5.9682493,,,,Thomas Delaney,True,,,,Recovery,2,From Throw In,Yussuf Yurary Poulsen,5536.0,Right Wing,119,Denmark,776,['cf8cccf9-12ef-4543-bba5-65d35616c609'],10,,,,,,,,,,,,,,Denmark,00:13:10.418,Pass,,104.7,30.6,98.8,31.5,,,
,,,,,,,,,,,,,,,3.27656,,,,,,,,,,,,,,478a0b48-f27c-440a-a889-d145299f80dc,2223,,,"[6.0, 44.0]",3788742,58,True,,,1.4501727,,Left Foot,,,"[7.2, 53.9]",,Ground Pass,,9.972462,,,,Lukáš Hrádecký,,,,,Goal Kick,2,From Goal Kick,Joona Toivio,26939.0,Right Center Back,120,Finland,1835,['f2f12e64-95d0-43ff-83b9-05cfb00b16df'],35,,,,,,,,,,,,,,Finland,00:13:35.028,Pass,,6.0,44.0,7.2,53.9,,,
,,,,,,,,,,,,,,,1.264643,,,,,,,,,,,,,,3a804d11-01a9-4d66-9b50-82050c149478,2225,,,"[7.2, 50.5]",3788742,58,True,,,0.06955972,,Right Foot,,,"[31.6, 52.2]",,Ground Pass,,24.45915,,,,Glen Kamara,,,,,,2,From Goal Kick,Lukáš Hrádecký,8667.0,Goalkeeper,120,Finland,1835,['721370b9-a434-4847-bd5a-646063af1403'],38,,,,,,,,,,,,,,Finland,00:13:38.304,Pass,,7.2,50.5,31.6,52.2,,,
,,,,,,,,,,,,,,,1.016843,,,,,,,,,,,,,,7ea996c0-cd61-4c9f-b39a-0897b44feb46,2229,,,"[31.6, 52.2]",3788742,58,,,,-1.8606428,,Right Foot,,,"[26.5, 35.1]",,Ground Pass,,17.844326,,,,Paulus Arajuuri,,,,,,2,From Goal Kick,Glen Kamara,13215.0,Left Center Midfield,120,Finland,1835,"['8055eb01-21dd-40ac-a9a0-4a1b1f349210', 'a9f8af03-b8fc-4914-9bbb-e17e124c5f12']",39,,,,,,,,,,,,,,Finland,00:13:39.625,Pass,True,31.6,52.2,26.5,35.1,,,
,,,,,,,,,,,,,,,2.140242,,,,,,,,,,,,,,68ad5c1d-5228-464d-a376-c9773a343116,2231,,,"[25.7, 32.9]",3788742,58,,,,1.1856952,,Right Foot,,,"[42.4, 74.1]",,Ground Pass,,44.455933,,,,Jukka Raitala,,True,,,,2,From Goal Kick,Paulus Arajuuri,24455.0,Center Back,120,Finland,1835,['cb701333-bb0b-479e-880b-e5af5625e45e'],40,,,,,,,,,,,,,,Finland,00:13:40.642,Pass,,25.7,32.9,42.4,74.1,,,
,,,,,,,,,,,,,,,1.039188,,,,,,,,,,,,,,7109c7ae-aa28-4f0f-9d55-d98111a99bd2,2234,,,"[43.6, 74.3]",3788742,58,,,,-1.8574176,,Left Foot,,,"[40.8, 64.8]",,Ground Pass,,9.904039,,,,Glen Kamara,,,,,,2,From Goal Kick,Jukka Raitala,15416.0,Right Wing Back,120,Finland,1835,['ee8ef2a6-2326-4d1d-99a7-0766a4a774ed'],43,,,,,,,,,,,,,,Finland,00:13:43.494,Pass,,43.6,74.3,40.8,64.8,,,
,,,,,,,,,,,,,,,1.254536,,,,,,,,,,,,,,715df8ca-7466-4afd-b69b-6edb49bedd41,2238,,,"[40.0, 54.6]",3788742,58,,,,-0.30140907,,Left Foot,,,"[59.3, 48.6]",,Ground Pass,,20.211136,,,,Robin Lod,,,,,,2,From Goal Kick,Glen Kamara,13215.0,Left Center Midfield,120,Finland,1835,['99fa4704-9356-4d55-bc9a-8a6cb834497a'],46,,,,,,,,,,,,,,Finland,00:13:46.538,Pass,,40.0,54.6,59.3,48.6,,,
,,,,,,,,,,,,,,,1.445231,,,,,,,,,,,,,,26d33063-57de-4821-bfa7-a7e3b6771e25,2241,,,"[59.1, 48.6]",3788742,58,,,,-1.2420853,,Left Foot,,,"[63.5, 35.7]",,Ground Pass,,13.629746,,,,Tim Sparv,,,,,,2,From Goal Kick,Robin Lod,24321.0,Right Center Midfield,120,Finland,1835,['52e18909-0102-4521-80c4-ae56109cae22'],47,,,,,,,,,,,,,,Finland,00:13:47.833,Pass,,59.1,48.6,63.5,35.7,,,
,,,,,,,,,,,,,,,1.769813,,,,,,,,,,,,,,899cd0c6-15f9-4dc6-a5a5-8cbfb6eed92c,2244,,,"[67.2, 27.5]",3788742,58,,,,-0.849908,,Left Foot,,,"[85.3, 6.9]",,Ground Pass,,27.422071,,,,Jere Juhani Uronen,,,,,,2,From Goal Kick,Tim Sparv,24648.0,Center Defensive Midfield,120,Finland,1835,['759ce4a2-d4d7-473d-86b3-5b9e81bb5d08'],50,,,,,,,,,,,,,,Finland,00:13:50.280,Pass,,67.2,27.5,85.3,6.9,,,
