50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,1.760949,,,,,,,,,,,,,45352e25-dc23-4248-899a-ac7d10796708,2531,,"[6.0, 44.0]",3788753,60,,True,,,-1.1669365,,Right Foot,,,"[16.0, 20.6]",,Ground Pass,25.4472,,,,,"Daniel O""Shaughnessy",,,,,,Goal Kick,2,From Goal Kick,Lukáš Hrádecký,8667.0,Goalkeeper,149,Finland,1835,['3570edf6-b0c0-45be-8190-438b682447f3'],58,,,,,,,,,,,,,,Finland,00:15:58.350,Pass,,6.0,44.0,16.0,20.6,,,
,,,,,,,,,,,,,,,,4.356067,,,,,,,,,,,,,d98fe37d-8c60-49af-98a8-6cb3fb70e5ac,2533,,"[17.4, 18.7]",3788753,61,,,,,0.118453674,,Left Foot,,,"[82.1, 26.4]",,High Pass,65.15658,,,Incomplete,,Joel Pohjanpalo,,,,,,,2,From Goal Kick,"Daniel O""Shaughnessy",38196.0,Left Center Back,149,Finland,1835,"['833262b0-802b-4799-bd2f-661249014c6d', '8b696b8e-ac31-476b-a126-bde239ca630a']",0,,,,,,,,,,,,,,Finland,00:16:00.730,Pass,,17.4,18.7,82.1,26.4,,,
,,,,,,,,,,,,,,,,1.474875,,,,,,,,,,,,,227b7b30-193c-4112-a5ba-a4e026d2f3e9,2538,,"[34.4, 67.9]",3788753,61,,,,,0.34097895,,Right Foot,,,"[56.1, 75.6]",,Ground Pass,23.025639,,,,,Vyacheslav Karavaev,,,,,,,2,Regular Play,Georgiy Dzhikiya,16583.0,Left Center Back,150,Russia,796,"['5039055b-67cc-4934-9494-facd3921dba1', '9be48aa0-920a-4bf2-af0f-84b3ea542102']",6,,,,,,,,,,,,,,Russia,00:16:06.552,Pass,True,34.4,67.9,56.1,75.6,,,
,,,,,,,,,,,,,,,,2.328823,,,,,,,,,,,,,2b1fb846-5fd1-4a37-a461-65fd2c2a4e34,2541,,"[56.1, 75.6]",3788753,61,,,,,-1.5533156,,Right Foot,,,"[56.6, 47.0]",,Ground Pass,28.60437,,,,,Roman Zobnin,,,,,,,2,Regular Play,Vyacheslav Karavaev,15545.0,Right Wing Back,150,Russia,796,['f464fcea-aa1b-47fb-af4f-7f001bf10034'],9,,,,,,,,,,,,,,Russia,00:16:09.584,Pass,,56.1,75.6,56.6,47.0,,,
,,,,,,,,,,,,,,,,2.600453,,,,,,,,,,,,,cf7e254d-f614-4833-8553-f749249b4071,2544,,"[59.1, 45.4]",3788753,61,,,,,-1.4412075,,Right Foot,,,"[64.0, 7.8]",,Ground Pass,37.91794,,,,,Daler Kuzyaev,,,,,,,2,Regular Play,Roman Zobnin,5171.0,Left Defensive Midfield,150,Russia,796,['45a2782d-678c-4360-920c-b4b90897be3e'],12,,,,,,,,,,,,,,Russia,00:16:12.656,Pass,,59.1,45.4,64.0,7.8,,,
,,,,,,,,,,,,,,,,1.0974,,,,,,,,,,,,,1b8355a7-90a0-4d4b-b911-d30a7c9c765d,2547,,"[83.8, 9.2]",3788753,61,,,,,-1.4444882,,Right Foot,,,"[84.6, 2.9]",,Ground Pass,6.3505907,,,,,Aleksandr Golovin,,,,,,,2,Regular Play,Daler Kuzyaev,5179.0,Left Wing Back,150,Russia,796,['b3e3f986-6090-4ae6-98dd-6d8cf24d6567'],19,,,,,,,,,,,,,,Russia,00:16:19.157,Pass,,83.8,9.2,84.6,2.9,,,
,,,,,,,,,,,,,,,,1.065932,,,,,,,,,,,,,09f0e297-96b9-405c-bf11-7db353ba69a3,2554,,"[82.4, 3.8]",3788753,61,,,,,2.55359,,Right Foot,,,"[70.4, 11.8]",,Ground Pass,14.422205,,,,,Roman Zobnin,,,,,,,2,Regular Play,Aleksandr Golovin,5177.0,Left Attacking Midfield,150,Russia,796,"['64301c75-3753-473e-9417-3f796e22fec7', 'd32d3274-adf0-45fb-b4bd-2e2eff9ede87']",20,,,,,,,,,,,,,,Russia,00:16:20.921,Pass,True,82.4,3.8,70.4,11.8,,,
,,,,,,,,,,,,,,,,1.299148,,,,,,,,,,,,,1ca8d9b6-cec8-45d9-8a01-53e7935c312a,2557,,"[70.4, 10.2]",3788753,61,,,,,3.1415927,,Right Foot,,,"[56.6, 10.2]",,Ground Pass,13.8,,,,,Dmitriy Barinov,,,,,,,2,Regular Play,Roman Zobnin,5171.0,Left Defensive Midfield,150,Russia,796,['30191bbe-4a0f-45ea-a482-80c9745197c8'],23,,,,,,,,,,,,,,Russia,00:16:23.009,Pass,,70.4,10.2,56.6,10.2,,,
,,,,,,,,,,,,,,,,1.211078,,,,,,,,,,,,,abc8eb9a-f6c4-4072-a334-10a55fd707d1,2560,,"[56.6, 12.6]",3788753,61,,,,,1.752761,,Right Foot,,,"[54.3, 25.1]",,Ground Pass,12.709839,,,,,Georgiy Dzhikiya,,,,,,,2,Regular Play,Dmitriy Barinov,18735.0,Right Center Back,150,Russia,796,['02585b79-f28a-4705-898e-baa1338bea21'],25,,,,,,,,,,,,,,Russia,00:16:25.870,Pass,,56.6,12.6,54.3,25.1,,,
,,,,,,,,,,,,,,,,1.175051,,,,,,,,,,,,,1779bd17-79ae-404d-8da8-fb23ea85e8bd,2563,,"[54.3, 25.1]",3788753,61,,,,,-1.3535029,,Left Foot,,,"[56.0, 17.4]",,Ground Pass,7.8854294,,,,,Dmitriy Barinov,,,,,,,2,Regular Play,Georgiy Dzhikiya,16583.0,Left Center Back,150,Russia,796,['07e7a3a1-fee6-48d7-b0a0-20cc862a9381'],27,,,,,,,,,,,,,,Russia,00:16:27.143,Pass,,54.3,25.1,56.0,17.4,,,
,,,,,,,,,,,,,,,,1.273114,,,,,,,,,,,,,43baf44f-2f62-433e-bc3b-2a1c2048adca,2566,,"[56.1, 17.1]",3788753,61,,,,,-0.48222134,,Right Foot,,,"[68.9, 10.4]",,Ground Pass,14.447491,,,,,Roman Zobnin,,,,,,,2,Regular Play,Dmitriy Barinov,18735.0,Right Center Back,150,Russia,796,['e3b9e3ef-28c4-4406-9122-e8d3f9fc2336'],28,,,,,,,,,,,,,,Russia,00:16:28.967,Pass,,56.1,17.1,68.9,10.4,,,
,,,,,,,,,,,,,,,,0.875843,,,,,,,,,,,,,c9675a5b-edf9-414c-8b37-0f67c1613f8c,2569,,"[69.3, 10.0]",3788753,61,,,,,-0.51806855,,Right Foot,,,"[79.3, 4.3]",,Ground Pass,11.51043,,,,,Aleksandr Golovin,,,,,,,2,Regular Play,Roman Zobnin,5171.0,Left Defensive Midfield,150,Russia,796,['a13b4211-268a-447c-bc44-fca3a12b354a'],31,,,,,,,,,,,,,,Russia,00:16:31.693,Pass,,69.3,10.0,79.3,4.3,,,
,,,,,,,,,,,,,,,,0.748551,,,,,,,,,,,,,9aedcf77-51bc-45be-aaf0-8874efed706d,2572,,"[79.3, 4.3]",3788753,61,,,,,2.5197685,,Right Foot,,,"[73.3, 8.6]",,Ground Pass,7.3817344,,,,,Roman Zobnin,,,,,,,2,Regular Play,Aleksandr Golovin,5177.0,Left Attacking Midfield,150,Russia,796,['7ede5a46-0d3f-4d9a-8ac9-31f3cbe02bcf'],34,,,,,,,,,,,,,,Russia,00:16:34.814,Pass,,79.3,4.3,73.3,8.6,,,
,,,,,,,,,,,,,,,,1.227853,,,,,,,,,,,,,274e9ba6-6b29-465a-a423-293bc4ca4fa7,2575,,"[75.3, 8.6]",3788753,61,,,,,1.4456674,,Right Foot,,,"[77.3, 24.5]",,Ground Pass,16.025293,,,,,Aleksey Miranchuk,,,,,,,2,Regular Play,Roman Zobnin,5171.0,Left Defensive Midfield,150,Russia,796,['42783a06-5399-40d4-8e08-30917c11d645'],36,,,,,,,,,,,,,,Russia,00:16:36.389,Pass,,75.3,8.6,77.3,24.5,,,
,,,,,,,,,,,,,,,,0.906833,,,,,,,,,,,,,f256356a-35d9-4cc7-b7be-e97130c05432,2579,,"[79.0, 24.1]",3788753,61,,,,,-2.9546134,,Left Foot,,,"[75.3, 23.4]",,Ground Pass,3.765634,,,,,Roman Zobnin,,,,,,,2,Regular Play,Aleksey Miranchuk,6299.0,Right Attacking Midfield,150,Russia,796,['118b81e2-48ca-40d2-9d68-7d551ab008bf'],40,,,,,,,,,,,,,,Russia,00:16:40.291,Pass,,79.0,24.1,75.3,23.4,,,
,,,,,,,,,,,,,,,,1.245209,,,,,,,,,,,,,c9134e61-ac10-4d3c-b828-057acd8a7cb9,2582,,"[77.6, 38.2]",3788753,61,,,,,1.5259833,,Right Foot,,,"[78.6, 60.5]",,Ground Pass,22.32241,,,,,Rifat Zhemaletdinov,,,,,,,2,Regular Play,Roman Zobnin,5171.0,Left Defensive Midfield,150,Russia,796,['fb2950c5-6eba-4957-bbeb-72c1b91d276b'],43,,,,,,,,,,,,,,Russia,00:16:43.280,Pass,,77.6,38.2,78.6,60.5,,,
,,,,,,,,,,,,,,,,1.247237,,,,,,,,,,,,,5d5da2bc-6826-4d03-b711-312d5b1529ad,2585,,"[84.3, 60.9]",3788753,61,,,,,1.4775424,,Right Foot,,,"[85.6, 74.8]",,Ground Pass,13.960659,,,,,Vyacheslav Karavaev,,,,,,,2,Regular Play,Rifat Zhemaletdinov,18734.0,Right Defensive Midfield,150,Russia,796,['1f0f85c6-2f9f-4dc2-a779-5ef03fb7aa42'],45,,,,,,,,,,,,,,Russia,00:16:45.789,Pass,,84.3,60.9,85.6,74.8,,,
,,,,,,,,,,,,,,,,2.076516,,,,,,,,,,,,,0e7b35e2-2e7e-4654-8a00-153f2b350f78,2588,,"[85.6, 74.8]",3788753,61,,,,,-2.561359,,Right Foot,,,"[64.7, 61.1]",,Ground Pass,24.989998,,,,,Dmitriy Barinov,,,,,,,2,Regular Play,Vyacheslav Karavaev,15545.0,Right Wing Back,150,Russia,796,['fc41fe50-110a-4bdf-a8b0-781f71c89cc9'],47,,,,,,,,,,,,,,Russia,00:16:47.165,Pass,,85.6,74.8,64.7,61.1,,,
,,,,,,,,,,,,,,,,1.144204,,,,,,,,,,,,,0bc0c037-40a9-4e9e-b20c-a9205f2efac4,2591,,"[64.7, 61.1]",3788753,61,,,,,-0.10566558,,Right Foot,,,"[77.9, 59.7]",,Ground Pass,13.2740345,,,,,Roman Zobnin,,,,,,,2,Regular Play,Dmitriy Barinov,18735.0,Right Center Back,150,Russia,796,['9ad4b97a-054d-4cc5-aacc-a148b6cf487b'],49,,,,,,,,,,,,,,Russia,00:16:49.725,Pass,,64.7,61.1,77.9,59.7,,,
,,,,,,,,,,,,,,,,1.39028,,,,,,,,,,,,,d4f31978-ec08-4a79-bfb9-21e401769398,2595,,"[77.3, 59.3]",3788753,61,,,,,2.5880976,,Right Foot,,,"[56.1, 72.4]",,Ground Pass,24.920876,,,,,Dmitriy Barinov,,,,,,,2,Regular Play,Roman Zobnin,5171.0,Left Defensive Midfield,150,Russia,796,"['05f2624c-8d28-420b-935e-7eb366a8f7c9', '2e21cd82-5611-431a-8914-eb80835d6a45']",51,,,,,,,,,,,,,,Russia,00:16:51.440,Pass,True,77.3,59.3,56.1,72.4,,,
,,,,,,,,,,,,,,,,2.731195,,,,,,,,,,,,,e3ed0f8b-789b-4c40-93ad-f083b2acd778,2598,,"[55.2, 71.1]",3788753,61,,,,,-2.7137604,,Right Foot,,,"[17.7, 54.0]",,Ground Pass,41.2148,,,,,Matvey Safonov,,,,,,,2,Regular Play,Dmitriy Barinov,18735.0,Right Center Back,150,Russia,796,['0a166969-1ffd-4afd-a480-5c3caa7e2a70'],53,,,,,,,,,,,,,,Russia,00:16:53.926,Pass,,55.2,71.1,17.7,54.0,,,
,,,,,,,,,,,,,,,,3.205285,,,,,,,,,,,,,c325657f-442d-41b0-9028-08637480f5cc,2601,,"[19.9, 54.0]",3788753,61,,,,,0.38731593,,Right Foot,,,"[70.4, 74.6]",,High Pass,54.539986,,,Incomplete,,Vyacheslav Karavaev,,,,,,,2,Regular Play,Matvey Safonov,21298.0,Goalkeeper,150,Russia,796,"['075fbebe-6c1b-4348-88df-40c057ac1d25', '6d2dde1a-0d8f-4a89-93b9-f6ba26b82f8b']",58,,,,,,,,,,,,,,Russia,00:16:58.366,Pass,,19.9,54.0,70.4,74.6,,,
,,,,,,,,,,,,,,,,0.739259,,,,,,,,,,,,,bb1d1ff8-a270-44a8-ae81-b4b5e8e2e7e9,2608,,"[70.9, 66.5]",3788753,62,,,,,1.9513026,,Right Foot,,,"[67.5, 75.0]",,Ground Pass,9.15478,,,,,Vyacheslav Karavaev,,,,,,,2,Regular Play,Rifat Zhemaletdinov,18734.0,Right Defensive Midfield,150,Russia,796,['32fb7726-b112-43c5-a42f-e73127441877'],4,,,,,,,,,,,,,,Russia,00:17:04.156,Pass,,70.9,66.5,67.5,75.0,,,
,,,,,,,,,,,,,,,,1.552152,,,,,,,,,,,,,46202f4c-0ec6-4f49-b739-41114781a889,2611,,"[64.7, 75.6]",3788753,62,,,,,-3.0520887,,Right Foot,,,"[49.1, 74.2]",,Ground Pass,15.662695,,,,,Dmitriy Barinov,,,,,,,2,Regular Play,Vyacheslav Karavaev,15545.0,Right Wing Back,150,Russia,796,['391c4580-a3f1-417e-9935-9117702867f4'],5,,,,,,,,,,,,,,Russia,00:17:05.994,Pass,,64.7,75.6,49.1,74.2,,,
,,,,,,,,,,,,,,,,1.056801,,,,,,,,,,,,,647ab929-3ad5-4114-a7f7-950b609cab22,2614,,"[49.1, 74.2]",3788753,62,,,,,-0.6230467,,Right Foot,,,"[62.6, 64.5]",,Ground Pass,16.623478,,,,,Roman Zobnin,,,,,,,2,Regular Play,Dmitriy Barinov,18735.0,Right Center Back,150,Russia,796,['61dfff32-0fff-459a-9041-20f09b8b8000'],9,,,,,,,,,,,,,,Russia,00:17:09.072,Pass,,49.1,74.2,62.6,64.5,,,
,,,,,,,,,,,,,,,,0.82176,,,,,,,,,,,,,0d9986e6-3241-4ff6-859f-b51717e3d34d,2617,,"[69.6, 73.4]",3788753,62,,,,,0.10768987,,Right Foot,,,"[77.0, 74.2]",,Ground Pass,7.4431176,,,,,Rifat Zhemaletdinov,,,,,,,2,Regular Play,Roman Zobnin,5171.0,Left Defensive Midfield,150,Russia,796,['c80406c5-aa9c-4637-919c-38feae7ee53e'],12,,,,,,,,,,,,,,Russia,00:17:12.886,Pass,,69.6,73.4,77.0,74.2,,,
,,,,,,,,,,,,,,,,0.996074,,,,,,,,,,,,,ca16f3d7-1f28-479f-bfe1-9d4bb3170d26,2622,,"[78.1, 77.0]",3788753,62,,,,,-0.12169778,,Right Foot,,,"[92.0, 75.3]",,Ground Pass,14.003571,,,,,Vyacheslav Karavaev,,,,,,,2,Regular Play,Rifat Zhemaletdinov,18734.0,Right Defensive Midfield,150,Russia,796,"['1aa4f577-1a99-4209-94b0-d5a6a810a351', 'bf7091e5-c12b-4e09-8ba6-7b8a95425c21']",15,,,,,,,,,,,,,,Russia,00:17:15.668,Pass,True,78.1,77.0,92.0,75.3,,,
,,,,,,,,,,,,,,,,2.182507,,,,,,,,,,,,,e8162412-dd39-4c22-8dba-8948a66725e8,2630,,"[22.0, 3.1]",3788753,62,,,,,0.029604105,,Left Foot,,,"[65.9, 4.4]",,High Pass,43.919243,,,Incomplete,,Joel Pohjanpalo,,,,,,,2,Regular Play,"Daniel O""Shaughnessy",38196.0,Left Center Back,150,Russia,796,"['7a8c7512-8d96-43f2-9038-a6d42231e7d1', 'bca9686f-1e85-49a4-9a89-04cf867af115', 'dc3df180-945c-437b-82a0-82d6f80ef646']",19,,,,,,,,,,,,,,Finland,00:17:19.660,Pass,True,22.0,3.1,65.9,4.4,,,
,,,,,,,,,,,,,,,,1.695305,,,,,,,,,,,,,bca9686f-1e85-49a4-9a89-04cf867af115,2632,,"[54.2, 75.7]",3788753,62,,,,,-0.4290869,,Head,,,"[69.5, 68.7]",,Low Pass,16.82528,,,,,Roman Zobnin,,,,,,Recovery,2,Regular Play,Dmitriy Barinov,18735.0,Right Center Back,150,Russia,796,"['0e995ca6-d60e-408a-a89c-8393ca31afd2', 'e8162412-dd39-4c22-8dba-8948a66725e8']",21,,,,,,,,,,,,,,Russia,00:17:21.843,Pass,,54.2,75.7,69.5,68.7,,,
,,,,,,,,,,,,,,,,3.128969,,,,,,,,,,,,,5da527ae-4457-4885-99f4-bd6e9c32df70,2635,,"[54.7, 56.5]",3788753,62,,,,,-1.2847449,,Right Foot,,,"[68.2, 10.6]",,High Pass,47.84412,,,,,Daler Kuzyaev,,,True,,,,2,Regular Play,Roman Zobnin,5171.0,Left Defensive Midfield,150,Russia,796,['a2a0734d-1918-4f0e-b7ae-3154e6476b30'],26,,,,,,,,,,,,,,Russia,00:17:26.544,Pass,,54.7,56.5,68.2,10.6,,,
,,,,,,,,,,,,,,,,1.12114,,,,,,,,,,,,,54ecad69-f72b-46fa-98c4-b5dd81ca548f,2639,,"[68.6, 10.2]",3788753,62,,,,,0.73480844,,Right Foot,,,"[76.9, 17.7]",,Low Pass,11.186599,,,,,Aleksandr Golovin,,,,,,,2,Regular Play,Daler Kuzyaev,5179.0,Left Wing Back,150,Russia,796,"['91efb9ec-28fc-4451-9326-5b7fa88f4d6d', 'b5406dfb-487b-4f8a-902d-0e0d0fa3b001']",29,,,,,,,,,,,,,,Russia,00:17:29.705,Pass,True,68.6,10.2,76.9,17.7,,,
,,,,,,,,,,,,,,,,1.089076,,,,,,,,,,,,,1d2c9e23-db0a-4839-8edf-7f2b165aac33,2642,,"[90.4, 21.9]",3788753,62,,,,,-0.4685737,,Right Foot,,,"[98.5, 17.8]",,Ground Pass,9.078547,,,,,Daler Kuzyaev,,,,,,,2,Regular Play,Aleksandr Golovin,5177.0,Left Attacking Midfield,150,Russia,796,['0a73ad7c-365b-48ff-a0bf-c32f2ef1433b'],33,,,,,,,,,,,,,,Russia,00:17:33.660,Pass,,90.4,21.9,98.5,17.8,,,
,,,,,,,,,,,,,,,,1.759348,,,,,,,,,,,,,a6ead9c2-cce8-4ad6-b239-eae4f5e41c99,2645,,"[106.9, 20.3]",3788753,62,,,,,1.3203533,,Right Foot,True,,"[112.4, 41.8]",,High Pass,22.19234,,,Incomplete,,Vyacheslav Karavaev,,,,,,,2,Regular Play,Daler Kuzyaev,5179.0,Left Wing Back,150,Russia,796,"['537268f7-2f47-44d5-944c-2f943d5d99b9', '6fa8f97c-26e2-42ec-97b8-2d15a662b31f']",38,,,,,,,,,,,,,,Russia,00:17:38.805,Pass,,106.9,20.3,112.4,41.8,,,
,,,,,,,,,,,,,,,,2.463359,,,,,,,,,,,,,398c9718-e3ca-43f0-acfb-dd00e610f2c8,2653,,"[91.8, 24.3]",3788753,62,,,,,-0.8826514,,Right Foot,,,"[99.2, 15.3]",,Low Pass,11.651609,,,,,Aleksandr Golovin,,,,,,Recovery,2,Regular Play,Roman Zobnin,5171.0,Left Defensive Midfield,150,Russia,796,['31d474fd-93c8-495e-9b6f-3fe0b7e47f53'],46,,,,,,,,,,,,,,Russia,00:17:46.096,Pass,,91.8,24.3,99.2,15.3,,,
,,,,,,,,,,,,,,,,5.043926,,,,,,,,,,,,,446830a0-0f32-40bd-8bce-55e368e94210,2656,,"[101.0, 21.9]",3788753,62,,,,,1.2445267,,Right Foot,,,"[116.7, 68.3]",,High Pass,48.98418,,,,,Artem Dzyuba,,,True,,,,2,Regular Play,Aleksandr Golovin,5177.0,Left Attacking Midfield,150,Russia,796,['4b68285d-4b95-4d33-bf3b-f78b8e6632c8'],50,,,,,,,,,,,,,,Russia,00:17:50.909,Pass,,101.0,21.9,116.7,68.3,,,
,,,,,,,,,,,,,,,,0.381937,,,,,,,,,,,,,9b5b0325-b3da-477f-a149-192b96809ff8,2661,,"[103.8, 75.2]",3788753,63,,,,,0.13432144,,Right Foot,,,"[107.5, 75.7]",,Low Pass,3.733631,,,Incomplete,,Rifat Zhemaletdinov,,,,,,,2,Regular Play,Artem Dzyuba,5195.0,Center Forward,150,Russia,796,"['471858ac-a66f-423b-8055-7d8423b295dc', '65e345ab-98d0-457c-b7db-065a3d3562c6', 'e3b85ceb-5a7d-4819-81fc-3c6c933ed5e4']",1,,,,,,,,,,,,,,Russia,00:18:01.135,Pass,True,103.8,75.2,107.5,75.7,,,
,,,,,,,,,,,,,,,,1.50417,,,,,,,,,,,,,f6094ba3-b19c-4a16-abaa-22c754b8c8d1,2664,,"[15.4, 6.5]",3788753,63,,,,,0.10690791,,Right Foot,,,"[35.9, 8.7]",,Ground Pass,20.61771,,,,,Joel Pohjanpalo,,,,,,Recovery,2,Regular Play,Jere Juhani Uronen,16550.0,Left Wing Back,151,Finland,1835,['e33e3f2e-cb4c-465e-8883-31c155758829'],2,,,,,,,,,,,,,,Finland,00:18:02.703,Pass,,15.4,6.5,35.9,8.7,,,
,,,,,,,,,,,,,,,,1.99897,,,,,,,,,,,,,9b16945c-2cc3-4ad3-bc29-3def7a4614fb,2667,,"[42.0, 25.0]",3788753,63,,,,,1.5464109,,Right Foot,,,"[42.8, 57.8]",,Ground Pass,32.809753,,,,,Jukka Raitala,,,,,,,2,Regular Play,Joel Pohjanpalo,9725.0,Left Center Forward,151,Finland,1835,['5ab3070c-261e-4de7-850b-091255eeb920'],8,,,,,,,,,,,,,,Finland,00:18:08.033,Pass,,42.0,25.0,42.8,57.8,,,
,,,,,,,,,,,,,,,,0.849481,,,,,,,,,,,,,040995ea-6b38-497a-878d-4dfff7c4a9f0,2670,,"[48.8, 66.2]",3788753,63,,,,,0.105200246,,Right Foot,,,"[64.9, 67.9]",,Ground Pass,16.189503,,,,,Robin Lod,,,,,,,2,Regular Play,Jukka Raitala,15416.0,Right Wing Back,151,Finland,1835,['e8258642-b97b-412c-b62d-377ea0d14737'],11,,,,,,,,,,,,,,Finland,00:18:11.558,Pass,,48.8,66.2,64.9,67.9,,,
,,,,,,,,,,,,,,,,0.986637,,,,,,,,,,,,,f14b951d-75e8-493a-a4a2-2ec1cc1fecf3,2673,,"[64.4, 68.1]",3788753,63,,,,,-3.0404892,,Left Foot,,,"[50.6, 66.7]",,Ground Pass,13.870832,,,,,Jukka Raitala,,,,,,,2,Regular Play,Robin Lod,24321.0,Right Center Midfield,151,Finland,1835,['e8916e77-0d1b-411e-b9c3-03cd1d706f78'],14,,,,,,,,,,,,,,Finland,00:18:14.715,Pass,,64.4,68.1,50.6,66.7,,,
,,,,,,,,,,,,,,,,1.318168,,,,,,,,,,,,,0b9cb4ad-d611-48a1-9d7d-356839b30da8,2676,,"[50.2, 66.9]",3788753,63,,,,,-1.6061798,,Left Foot,,,"[49.8, 55.6]",,Ground Pass,11.307077,,,,,Glen Kamara,,,,,,,2,Regular Play,Jukka Raitala,15416.0,Right Wing Back,151,Finland,1835,['3297cd07-199d-46fd-9852-747bead8d249'],16,,,,,,,,,,,,,,Finland,00:18:16.671,Pass,,50.2,66.9,49.8,55.6,,,
,,,,,,,,,,,,,,,,1.380495,,,,,,,,,,,,,52658f9b-a36e-4f2e-8a86-20c9749eebb5,2679,,"[49.8, 55.0]",3788753,63,,,,,3.074579,,Left Foot,,,"[34.9, 56.0]",,Ground Pass,14.933519,,,,,Joona Toivio,,,,,,,2,Regular Play,Glen Kamara,13215.0,Left Center Midfield,151,Finland,1835,['02f16ded-c5e2-426b-8958-972165bb5a2b'],18,,,,,,,,,,,,,,Finland,00:18:18.069,Pass,,49.8,55.0,34.9,56.0,,,
,,,,,,,,,,,,,,,,1.699021,,,,,,,,,,,,,3c3957db-970a-435d-b6c4-e39a771b9d80,2682,,"[34.9, 56.0]",3788753,63,,,,,0.78013504,,Left Foot,,,"[54.0, 74.9]",,Ground Pass,26.87043,,,,,Jukka Raitala,,,,,,,2,Regular Play,Joona Toivio,26939.0,Right Center Back,151,Finland,1835,['8922c7d9-239d-436b-b033-65fb708fab5c'],20,,,,,,,,,,,,,,Finland,00:18:20.399,Pass,,34.9,56.0,54.0,74.9,,,
,,,,,,,,,,,,,,,,1.773616,,,,,,,,,,,,,80d725a1-b389-4a87-b134-3bcf587e054b,2686,,"[53.9, 76.3]",3788753,63,,,,,-2.5836496,,Left Foot,,,"[26.5, 59.2]",,Ground Pass,32.29814,,,,,Joona Toivio,,,,,,,2,Regular Play,Jukka Raitala,15416.0,Right Wing Back,151,Finland,1835,"['3649ec8f-a6d8-46ad-8181-24a9c7357505', 'bdf8e400-f8b9-4bc7-9dfb-2c30bdf9935c']",24,,,,,,,,,,,,,,Finland,00:18:24.716,Pass,True,53.9,76.3,26.5,59.2,,,
,,,,,,,,,,,,,,,,1.649025,,,,,,,,,,,,,26157ad6-7c74-439e-ab35-c0b24ef8714f,2689,,"[41.5, 59.5]",3788753,63,,,,,0.8248514,,Right Foot,,,"[56.1, 75.3]",,Ground Pass,21.512787,,,,,Jukka Raitala,,,,,,,2,Regular Play,Joona Toivio,26939.0,Right Center Back,151,Finland,1835,['8c22401c-52b4-4ad9-b028-e8aa94546f2c'],29,,,,,,,,,,,,,,Finland,00:18:29.970,Pass,,41.5,59.5,56.1,75.3,,,
,,,,,,,,,,,,,,,,0.759867,,,,,,,,,,,,,5373730d-7a86-4757-9812-fe2dd29b3764,2692,,"[56.1, 75.3]",3788753,63,,,,,-0.52451414,,Right Foot,,,"[70.1, 67.2]",,Ground Pass,16.174362,,,,,Robin Lod,,,,,,,2,Regular Play,Jukka Raitala,15416.0,Right Wing Back,151,Finland,1835,['a5e8a4c4-3591-4f41-bc4d-56c1923cfa5d'],33,,,,,,,,,,,,,,Finland,00:18:33.072,Pass,,56.1,75.3,70.1,67.2,,,
,,,,,,,,,,,,,,,,1.763909,,,,,,,,,,,,,197c0ebd-cc88-4d9f-8786-cf914c982339,2696,,"[63.3, 66.1]",3788753,63,,,,,3.069602,,Left Foot,,,"[42.5, 67.6]",,Ground Pass,20.854017,,,,,Joona Toivio,,,,,,,2,Regular Play,Robin Lod,24321.0,Right Center Midfield,151,Finland,1835,['2cc45fa8-04ec-4ccc-abe5-2bd85a1d711c'],35,,,,,,,,,,,,,,Finland,00:18:35.547,Pass,,63.3,66.1,42.5,67.6,,,
,,,,,,,,,,,,,,,,1.002147,,,,,,,,,,,,,b98bdca2-1721-45ad-bd07-9e45a5df30f2,2699,,"[42.0, 67.1]",3788753,63,,,,,-0.98034275,,Right Foot,,,"[48.3, 57.7]",,Ground Pass,11.315918,,,,,Glen Kamara,,,,,,,2,Regular Play,Joona Toivio,26939.0,Right Center Back,151,Finland,1835,['4996f097-17a5-4a25-8d49-df47932c0126'],39,,,,,,,,,,,,,,Finland,00:18:39.874,Pass,,42.0,67.1,48.3,57.7,,,
