bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,06ee4aac-3032-4021-a76a-6c616fd7de78,1,,,3788770,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,North Macedonia,2358,,0,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 21397, 'name': 'Stole Dimitrievski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10592, 'name': 'Stefan Ristovski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 30644, 'name': 'Darko Velkovski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 46906, 'name': 'Visar Musliu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 4713, 'name': 'Ezgjan Alioski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 18879, 'name': 'Arijan Ademi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6782, 'name': 'Enis Bardhi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 16629, 'name': 'Ivan Trichkovski'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 16535, 'name': 'Eljif Elmas'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",North Macedonia,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,41a3425f-b9de-45ae-b08f-5e35e5215bca,2,,,3788770,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,North Macedonia,2358,,0,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7787, 'name': 'Stefan de Vrij'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8069, 'name': 'Matthijs de Ligt'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 22}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 23230, 'name': 'Ryan Gravenberch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 15582, 'name': 'Donyell Malen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Netherlands,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,053d35fd-f657-4026-8342-b42df0ee2358,3,,,3788770,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,North Macedonia,2358,['00dc8954-be99-40a4-a8d3-082491abde87'],0,,,,,,,,,,,,,,North Macedonia,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,00dc8954-be99-40a4-a8d3-082491abde87,4,,,3788770,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,North Macedonia,2358,['053d35fd-f657-4026-8342-b42df0ee2358'],0,,,,,,,,,,,,,,Netherlands,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7941934b-1fd3-449c-9f69-3867c474c231,1967,,,3788770,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Netherlands,941,['d67ad47b-f90b-49b8-96d6-b2f1c108fee3'],0,,,,,,,,,,,,,,Netherlands,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d67ad47b-f90b-49b8-96d6-b2f1c108fee3,1968,,,3788770,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Netherlands,941,['7941934b-1fd3-449c-9f69-3867c474c231'],0,,,,,,,,,,,,,,North Macedonia,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,,0.703428,,,,,,,,,,,,c899e330-8b10-4a15-98b2-e3ec6f8b10b3,5,,"[60.0, 40.0]",3788770,0,,,,-2.9869921,,Left Foot,,,,"[52.3, 38.8]",,Ground Pass,,7.7929454,,,,,Eljif Elmas,,,,,,Kick Off,1,From Kick Off,Goran Pandev,7146.0,Center Forward,2,North Macedonia,2358,['9a522754-2e3d-4529-87a1-8636314ee201'],0,,,,,,,,,,,,,,North Macedonia,00:00:00.200,Pass,,60.0,40.0,52.3,38.8,,,
,,,,,,,,,,,,,,,,,,2.20476,,,,,,,,,,,,d7233e1e-edf1-4393-8bc2-5c4016d06c43,8,,"[52.6, 39.7]",3788770,0,,,,1.9370519,,Right Foot,,,,"[41.4, 68.9]",,Ground Pass,,31.274271,,,,,Stefan Ristovski,,,,,,,1,From Kick Off,Eljif Elmas,16535.0,Center Attacking Midfield,2,North Macedonia,2358,['1bceeac4-a9e0-45c4-87ca-823a3d45d587'],1,,,,,,,,,,,,,,North Macedonia,00:00:01.741,Pass,,52.6,39.7,41.4,68.9,,,
,,,,,,,,,,,,,,,,,,1.265739,,,,,,,,,,,,86db9c5f-cc2c-43dc-a2e1-9cd09cc61dc1,11,,"[40.7, 68.9]",3788770,0,,,,-2.1772423,,Right Foot,,,,"[28.7, 51.6]",,Ground Pass,,21.054453,,,,,Darko Velkovski,,,,,,,1,From Kick Off,Stefan Ristovski,10592.0,Right Back,2,North Macedonia,2358,['8ee6ada4-4835-4c6f-b68e-75da2c527eec'],4,,,,,,,,,,,,,,North Macedonia,00:00:04.064,Pass,,40.7,68.9,28.7,51.6,,,
,,,,,,,,,,,,,,,,,,2.148927,,,,,,,,,,,,bb03e7a4-17be-4a81-a2c6-7449c8109e1d,14,,"[29.0, 50.2]",3788770,0,,,,-2.0391388,,Right Foot,,,,"[16.1, 24.7]",,Ground Pass,,28.577263,,,,,Visar Musliu,,,,,,,1,From Kick Off,Darko Velkovski,30644.0,Right Center Back,2,North Macedonia,2358,['2ec54d6d-904f-494d-ba20-14defa142d4b'],6,,,,,,,,,,,,,,North Macedonia,00:00:06.083,Pass,,29.0,50.2,16.1,24.7,,,
,,,,,,,,,,,,,,,,,,1.055046,,,,,,,,,,,,c6744feb-7e46-4b26-845b-d7f3eac7b199,17,,"[13.6, 25.1]",3788770,0,,,,-0.95613337,,Right Foot,,,,"[28.0, 4.7]",,Ground Pass,,24.970383,,,,,Enis Bardhi,,,,,,,1,From Kick Off,Visar Musliu,46906.0,Left Center Back,2,North Macedonia,2358,['005f5303-0004-4297-bd57-c4cfa2023aaa'],9,,,,,,,,,,,,,,North Macedonia,00:00:09.304,Pass,,13.6,25.1,28.0,4.7,,,
,,,,,,,,,,,,,,,,,,1.292023,,,,,,,,,,,,00793edd-daad-4e20-a043-ae584b99abf5,20,,"[31.5, 4.9]",3788770,0,,,,0.09013412,,Left Foot,,,,"[65.8, 8.0]",,High Pass,,34.439804,,,Incomplete,,Goran Pandev,,,,,,,1,From Kick Off,Enis Bardhi,6782.0,Left Defensive Midfield,2,North Macedonia,2358,"['6c9c552f-4906-4a59-8c17-acec16ff00e3', 'ff8902af-d423-4ed7-92b8-89ae89b89396']",14,,,,,,,,,,,,,,North Macedonia,00:00:14.687,Pass,,31.5,4.9,65.8,8.0,,,
,,,,,,,,,,,,,,,,,,2.141708,,,,,,,,,,,,ff8902af-d423-4ed7-92b8-89ae89b89396,22,,"[54.3, 72.1]",3788770,0,,,,0.3434078,,Right Foot,,,,"[70.8, 78.0]",,Low Pass,,17.523129,,,,,Frenkie de Jong,,,,,,Recovery,1,Regular Play,Matthijs de Ligt,8069.0,Center Back,3,Netherlands,941,"['00793edd-daad-4e20-a043-ae584b99abf5', 'adb8533f-8a46-4afa-a0f5-e45b317f4403']",15,,,,,,,,,,,,,,Netherlands,00:00:15.979,Pass,,54.3,72.1,70.8,78.0,,,
,,,,,,,,,,,,,,,,,,1.523329,,,,,,,,,,,,ef679f66-e518-4593-a303-37f49331b7c6,31,,"[64.1, 75.4]",3788770,0,,,,-2.4626606,,Right Foot,,,,"[49.6, 63.7]",,Ground Pass,,18.631693,,,,,Stefan de Vrij,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Defensive Midfield,3,Netherlands,941,['629cca23-4c76-4939-9639-9201977efafe'],20,,,,,,,,,,,,,,Netherlands,00:00:20.320,Pass,,64.1,75.4,49.6,63.7,,,
,,,,,,,,,,,,,,,,,,2.58997,,,,,,,,,,,,a1abb02e-4662-419b-81f4-b1011d6e4560,34,,"[48.3, 63.1]",3788770,0,,,,-2.101909,,Right Foot,,,,"[39.9, 48.8]",,Ground Pass,,16.584631,,,,,Matthijs de Ligt,,,,,,,1,Regular Play,Stefan de Vrij,7787.0,Right Center Back,3,Netherlands,941,['c6bb2c7f-f00e-479a-b42f-fb501711e7f9'],22,,,,,,,,,,,,,,Netherlands,00:00:22.807,Pass,,48.3,63.1,39.9,48.8,,,
,,,,,,,,,,,,,,,,,,2.348736,,,,,,,,,,,,03183621-b2d1-45a6-8e80-8292ac1d01af,37,,"[36.8, 47.6]",3788770,0,,,,-1.551191,,Right Foot,,,,"[37.2, 27.2]",,Ground Pass,,20.403921,,,,,Daley Blind,,,,,,,1,Regular Play,Matthijs de Ligt,8069.0,Center Back,3,Netherlands,941,['08c2a19e-e710-4bd9-8d80-311c6fde5439'],26,,,,,,,,,,,,,,Netherlands,00:00:26.158,Pass,,36.8,47.6,37.2,27.2,,,
,,,,,,,,,,,,,,,,,,1.45895,,,,,,,,,,,,9c53b39e-b944-433b-8d92-94fa4d654a46,40,,"[43.3, 27.2]",3788770,0,,,,1.0131642,,Left Foot,,,,"[54.9, 45.8]",,Ground Pass,,21.920767,,,,,Frenkie de Jong,,,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,3,Netherlands,941,['60290099-0e20-4ae5-832c-20400c17e625'],33,,,,,,,,,,,,,,Netherlands,00:00:33.352,Pass,,43.3,27.2,54.9,45.8,,,
,,,,,,,,,,,,,,,,,,1.787411,,,,,,,,,,,,8344839a-ac6d-43c7-b02c-995d6a701e28,43,,"[58.0, 49.9]",3788770,0,,,,1.0524281,,Right Foot,,,,"[73.8, 77.6]",,Ground Pass,,31.88934,,,,,Denzel Dumfries,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Defensive Midfield,3,Netherlands,941,['19e96b20-1493-4d6c-a1a8-f9136e39b724'],36,,,,,,,,,,,,,,Netherlands,00:00:36.339,Pass,,58.0,49.9,73.8,77.6,,,
,,,,,,,,,,,,,,,,,,2.364641,,,,,,,,,,,,cda47b3d-ec3a-48cb-bbf8-2896360cf7e8,45,,"[73.8, 77.6]",3788770,0,,,,-2.933634,,Right Foot,,,,"[52.0, 73.0]",,Ground Pass,,22.280035,,,,,Stefan de Vrij,,,,,,,1,Regular Play,Denzel Dumfries,8125.0,Right Wing Back,3,Netherlands,941,['e7c7dc8c-8764-4c3b-815e-6b0bbdb30522'],38,,,,,,,,,,,,,,Netherlands,00:00:38.127,Pass,,73.8,77.6,52.0,73.0,,,
,,,,,,,,,,,,,,,,,,1.585078,,,,,,,,,,,,e27b8dd6-220a-4eff-a38d-e35694b1bbe4,47,,"[47.0, 72.1]",3788770,0,,,,-2.239444,,Right Foot,,,,"[32.7, 54.0]",,Ground Pass,,23.067293,,,,,Matthijs de Ligt,,,,,,,1,Regular Play,Stefan de Vrij,7787.0,Right Center Back,3,Netherlands,941,['24a2d1d9-12da-47ca-a8e3-8a4ebb9a0ca7'],40,,,,,,,,,,,,,,Netherlands,00:00:40.492,Pass,,47.0,72.1,32.7,54.0,,,
,,,,,,,,,,,,,,,,,,1.490528,,,,,,,,,,,,dc22a031-3524-447a-b22d-74d5a1e98f4a,50,,"[27.9, 53.4]",3788770,0,,,,-1.5088601,,Left Foot,,,,"[29.5, 27.6]",,Ground Pass,,25.849566,,,,,Daley Blind,,,,,,,1,Regular Play,Matthijs de Ligt,8069.0,Center Back,3,Netherlands,941,['667781a6-2d94-4a9b-b0a8-71aaa48b9488'],43,,,,,,,,,,,,,,Netherlands,00:00:43.245,Pass,,27.9,53.4,29.5,27.6,,,
,,,,,,,,,,,,,,,,,,1.415416,,,,,,,,,,,,35c4e18f-eb04-477b-bcc1-fe15ace3184d,53,,"[29.3, 26.9]",3788770,0,,,,0.12253571,,Left Foot,,,,"[49.6, 29.4]",,Ground Pass,,20.453362,,,,,Ryan Gravenberch,,,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,3,Netherlands,941,['37bea625-8675-4733-92be-1c5601458f7d'],45,,,,,,,,,,,,,,Netherlands,00:00:45.593,Pass,,29.3,26.9,49.6,29.4,,,
,,,,,,,,,,,,,,,,,,3.799393,,,,,,,,,,,,eb30eb67-5441-4e98-9f4e-64e3757fd89b,56,,"[45.0, 32.4]",3788770,0,,,,2.3711188,,Right Foot,,,,"[17.8, 58.8]",,Ground Pass,,37.905144,,,,,Matthijs de Ligt,,,,,,,1,Regular Play,Ryan Gravenberch,23230.0,Left Defensive Midfield,3,Netherlands,941,['26f68808-aa1f-4c25-9630-5ce2d896588a'],48,,,,,,,,,,,,,,Netherlands,00:00:48.063,Pass,,45.0,32.4,17.8,58.8,,,
,,,,,,,,,,,,,,,,,,2.207217,,,,,,,,,,,,a6c46a1c-dd03-44cb-ad11-33aaf55a6963,59,,"[40.5, 55.5]",3788770,0,,,,-1.5018003,,Right Foot,,,,"[42.2, 30.9]",,Ground Pass,,24.65867,,,,,Daley Blind,,,,,,,1,Regular Play,Matthijs de Ligt,8069.0,Center Back,3,Netherlands,941,['5ba493d6-1413-42f7-a8a2-c1e405fd6d66'],58,,,,,,,,,,,,,,Netherlands,00:00:58.680,Pass,,40.5,55.5,42.2,30.9,,,
,,,,,,,,,,,,,,,,,,1.485233,,,,,,,,,,,,f64a2b9f-4941-4ad3-9ec2-baf489646d1b,62,,"[44.4, 28.7]",3788770,1,,,,1.0430772,,Left Foot,,,,"[54.6, 46.2]",,Ground Pass,,20.255617,,,,,Frenkie de Jong,,,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,3,Netherlands,941,['6f089872-de01-4f19-996f-d7241fa8a07a'],3,,,,,,,,,,,,,,Netherlands,00:01:03.853,Pass,,44.4,28.7,54.6,46.2,,,
,,,,,,,,,,,,,,,,,,0.964189,,,,,,,,,,,,d054f9c4-c310-4841-b5ec-fc41d8820f95,65,,"[54.6, 45.2]",3788770,1,,,,-1.241172,,Right Foot,,,,"[58.5, 33.8]",,Ground Pass,,12.048652,,,,,Ryan Gravenberch,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Defensive Midfield,3,Netherlands,941,['d340c8cf-dbef-48ac-bf00-4f6df848a331'],7,,,,,,,,,,,,,,Netherlands,00:01:07.690,Pass,,54.6,45.2,58.5,33.8,,,
,,,,,,,,,,,,,,,,,,1.329679,,,,,,,,,,,,0ce85325-a8d6-462d-99a6-58b9e6707934,67,,"[58.5, 33.8]",3788770,1,,,,-2.9877784,,Left Foot,,,,"[45.6, 31.8]",,Low Pass,,13.054118,,,,,Daley Blind,,,,,,,1,Regular Play,Ryan Gravenberch,23230.0,Left Defensive Midfield,3,Netherlands,941,['041ff27a-ce76-4bb6-bf58-e7e9741fff0d'],8,,,,,,,,,,,,,,Netherlands,00:01:08.654,Pass,,58.5,33.8,45.6,31.8,,,
,,,,,,,,,,,,,,,,,,0.848766,,,,,,,,,,,,73c4c2e2-a567-4b33-92da-dd1a825fc857,70,,"[42.6, 29.4]",3788770,1,,,,0.1558682,,Left Foot,,,,"[56.6, 31.6]",,Ground Pass,,14.1718025,,,,,Ryan Gravenberch,,,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,3,Netherlands,941,['e9a0eb35-0a4b-4314-a859-ea2b0263370d'],10,,,,,,,,,,,,,,Netherlands,00:01:10.893,Pass,,42.6,29.4,56.6,31.6,,,
,,,,,,,,,,,,,,,,,,0.719336,,,,,,,,,,,,b59817c2-9be4-43a7-af33-c8dfbd10eae9,73,,"[56.6, 27.8]",3788770,1,,,,-0.25255427,,Right Foot,,,,"[69.0, 24.6]",,Ground Pass,,12.806249,,,,,Donyell Malen,,,,,,,1,Regular Play,Ryan Gravenberch,23230.0,Left Defensive Midfield,3,Netherlands,941,['2d07032a-0213-4d55-920b-ac9b19bbf2e3'],12,,,,,,,,,,,,,,Netherlands,00:01:12.976,Pass,,56.6,27.8,69.0,24.6,,,
,,,,,,,,,,,,,,,,,,0.838499,,,,,,,,,,,,acbe9fda-aa7a-472d-8c33-72fd9eba65d2,75,,"[69.0, 24.6]",3788770,1,,,,3.1415927,,Right Foot,,,,"[62.2, 24.6]",,Ground Pass,,6.8,,,,,Ryan Gravenberch,,,,,,,1,Regular Play,Donyell Malen,15582.0,Left Center Forward,3,Netherlands,941,['befd3555-0335-4cf9-8280-51c85966863a'],13,,,,,,,,,,,,,,Netherlands,00:01:13.695,Pass,,69.0,24.6,62.2,24.6,,,
,,,,,,,,,,,,,,,,,,1.221039,,,,,,,,,,,,7f01163c-febf-4f56-ac9c-2a09dcf2388a,78,,"[64.0, 18.6]",3788770,1,,,,2.7610862,,Right Foot,,,,"[52.5, 23.2]",,Ground Pass,,12.3858795,,,,,Daley Blind,,,,,,,1,Regular Play,Ryan Gravenberch,23230.0,Left Defensive Midfield,3,Netherlands,941,['21e5702a-39a8-47a2-be40-020568bb0c3d'],18,,,,,,,,,,,,,,Netherlands,00:01:18.182,Pass,,64.0,18.6,52.5,23.2,,,
,,,,,,,,,,,,,,,,,,1.43828,,,,,,,,,,,,da654b15-fcbd-4ce3-a8ac-b4cbafa0dc28,81,,"[52.3, 25.5]",3788770,1,,,,0.8824375,,Left Foot,,,,"[62.5, 37.9]",,Ground Pass,,16.056152,,,,,Frenkie de Jong,,,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,3,Netherlands,941,['19904785-02cc-4bb4-a43f-c184dd15ea75'],20,,,,,,,,,,,,,,Netherlands,00:01:20.122,Pass,,52.3,25.5,62.5,37.9,,,
,,,,,,,,,,,,,,,,,,0.79055,,,,,,,,,,,,0bf3caed-007b-456c-831a-26438fae8eb6,84,,"[62.6, 33.7]",3788770,1,,,,-0.27738222,,Right Foot,,,,"[77.0, 29.6]",,Ground Pass,,14.972308,,,,,Memphis Depay,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Defensive Midfield,3,Netherlands,941,['c372dff0-b0aa-4dbe-9a47-d9fedda34ac4'],24,,,,,,,,,,,,,,Netherlands,00:01:24.319,Pass,,62.6,33.7,77.0,29.6,,,
,,,,,,,,,,,,,,,,,,0.578342,,,,,,,,,,,,822daa11-91b2-4cc7-9ad1-5d717be4bca5,87,,"[78.3, 30.2]",3788770,1,,,,-1.174355,,Right Foot,,,,"[80.1, 25.9]",,Ground Pass,,4.661545,,,,,Ryan Gravenberch,,,,,,,1,Regular Play,Memphis Depay,2988.0,Right Center Forward,3,Netherlands,941,"['ad266971-3d61-4417-8383-f36833b63106', 'c5600267-4618-481e-9096-02556fec1c00']",25,,,,,,,,,,,,,,Netherlands,00:01:25.109,Pass,True,78.3,30.2,80.1,25.9,,,
,,,,,,,,,,,,,,,,,,0.333103,,,,,,,,,,,,0aed1721-e09d-4ca8-9987-aea4f7e44e64,92,,"[30.7, 50.9]",3788770,1,,,,-0.38050637,,Right Foot,,,,"[33.2, 49.9]",,Ground Pass,,2.6925824,,,Incomplete,,Darko Velkovski,,,,,,Recovery,1,Regular Play,Stefan Ristovski,10592.0,Right Back,3,Netherlands,941,"['22856edc-acbf-4759-a114-6db9c47af2f6', '4fcbe49c-83ef-46d7-92fa-e75c1ea9bae3', 'ec467f49-32ed-402b-bff4-4c47803d7e5c']",27,,,,,,,,,,,,,,North Macedonia,00:01:27.195,Pass,True,30.7,50.9,33.2,49.9,,,
,,,,,,,,,,,,,,,,,,0.788196,,,,,,,,,,,,31d3016a-3920-4e80-9d81-70a708381bde,97,,"[26.6, 63.9]",3788770,1,,,,-1.7729651,,Right Foot,,,,"[23.3, 47.8]",,Ground Pass,,16.43472,,,,,Darko Velkovski,,,,,,,1,Regular Play,Ivan Trichkovski,16629.0,Right Wing,3,Netherlands,941,['5d2d0531-86c4-43ea-8554-8d3152a99e86'],31,,,,,,,,,,,,,,North Macedonia,00:01:31.358,Pass,,26.6,63.9,23.3,47.8,,,
,,,,,,,,,,,,,,,,,,0.859602,,,,,,,,,,,,50afb92b-e896-42a0-b936-676a12c1153d,99,,"[23.3, 47.8]",3788770,1,,,,1.0011123,,Right Foot,,,,"[33.1, 63.1]",,Ground Pass,,18.16948,,,Incomplete,,Stefan Ristovski,,,,,,,1,Regular Play,Darko Velkovski,30644.0,Right Center Back,3,Netherlands,941,"['2d044aa7-308b-4c60-beb0-7862a2575f25', 'c58e1f11-3aaa-4851-91c1-9248fcd6d7e4']",32,,,,,,,,,,,,,,North Macedonia,00:01:32.146,Pass,,23.3,47.8,33.1,63.1,,,
,,,,,,,,,,,,True,,,,,,0.801983,,,,,,,,,,,,c58e1f11-3aaa-4851-91c1-9248fcd6d7e4,101,,"[87.0, 17.0]",3788770,1,,,,0.3168245,71e80758-e2e7-4f61-8b48-c76c10aa6edb,Right Foot,,,,"[93.1, 19.0]",,Ground Pass,,6.4195013,,,,,Ryan Gravenberch,True,,,,,Interception,1,Regular Play,Patrick van Aanholt,3321.0,Left Wing Back,3,Netherlands,941,"['01d6cd88-24a2-4b68-bf61-9901bd0c03c0', '50afb92b-e896-42a0-b936-676a12c1153d']",33,,,,,,,,,,,,,,Netherlands,00:01:33.005,Pass,,87.0,17.0,93.1,19.0,,,
,,,,,,,,,,,,,,,,,,3.52803,,,,,,,,,,,,74b59ee2-a874-4197-bb95-3565f05b6017,106,,"[6.0, 36.0]",3788770,2,,,,0.2275675,,Right Foot,,,,"[82.0, 53.6]",,High Pass,,78.011284,,,Incomplete,,Ivan Trichkovski,,,,,,Goal Kick,1,From Goal Kick,Stole Dimitrievski,21397.0,Goalkeeper,4,North Macedonia,2358,"['47ec9457-7614-4091-a33f-aaaee13c0a21', 'f0b157dd-959b-43ed-8695-1670625537ce']",11,,,,,,,,,,,,,,North Macedonia,00:02:11.986,Pass,,6.0,36.0,82.0,53.6,,,
,,,,,,,,,,,,,,,,,,0.907148,,,,,,,,,,,,47ec9457-7614-4091-a33f-aaaee13c0a21,108,,"[38.1, 26.5]",3788770,2,True,,,0.16796756,,Right Foot,,,,"[61.1, 30.4]",,Low Pass,,23.328308,,,,,Georginio Wijnaldum,,,,,,Recovery,1,Regular Play,Ryan Gravenberch,23230.0,Left Defensive Midfield,5,Netherlands,941,"['74b59ee2-a874-4197-bb95-3565f05b6017', 'ab9fcbd9-3ad2-4641-b97d-bdf3fdedc2f6']",15,,,,,,,,,,,,,,Netherlands,00:02:15.514,Pass,,38.1,26.5,61.1,30.4,,,
,,,,,,,,,,,,,,,,,,0.791887,,,,,,,,,,,,a66bf32e-bc20-4cb0-bcfe-fee57ebfe4d4,110,,"[61.1, 30.4]",3788770,2,,,,0.22785705,,Right Foot,,,,"[68.0, 32.0]",,Low Pass,,7.0830784,,,,,Memphis Depay,,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Center Attacking Midfield,5,Netherlands,941,['2635b5b8-5a29-4be2-a189-fe98752892ef'],16,,,,,,,,,,,,,,Netherlands,00:02:16.591,Pass,,61.1,30.4,68.0,32.0,,,
,,,,,,,,,,,,,,,,,,0.625213,,,,,,,,,,,,1913cd46-65d1-4efd-9613-4c4c57187132,113,,"[68.6, 32.3]",3788770,2,,,,-1.0358412,,Right Foot,,,,"[71.8, 26.9]",,Low Pass,,6.276942,,,Incomplete,,Georginio Wijnaldum,,,,,,,1,Regular Play,Memphis Depay,2988.0,Right Center Forward,5,Netherlands,941,"['197aa1a8-7349-4ce3-abe4-6161d2f9f135', '5072f4bb-a5f3-4fcd-827e-3f8627e14de2', '8ed316f2-9a77-4981-9841-6fd1722eb8da']",17,,,,,,,,,,,,,,Netherlands,00:02:17.383,Pass,True,68.6,32.3,71.8,26.9,,,
,,,,,,,,,,,,,,,,,,0.471522,,,,,,,,,,,,4e85035d-5855-459c-a307-f45f2f782bdf,118,,"[53.0, 25.5]",3788770,2,,,,0.21866895,,Left Foot,,,,"[57.5, 26.5]",,Ground Pass,,4.609772,,,,,Ryan Gravenberch,,,,,,Recovery,1,Regular Play,Daley Blind,3311.0,Left Center Back,5,Netherlands,941,['c4bf5892-417f-48b6-bdda-7acf4170c9a0'],20,,,,,,,,,,,,,,Netherlands,00:02:20.144,Pass,,53.0,25.5,57.5,26.5,,,
,,,,,,,,,,,,,,,,,,1.141539,,,,,,,,,,,,b1d75a2e-b3c1-4fec-a1dc-f447da814911,121,,"[57.8, 26.5]",3788770,2,,,,-2.133804,,Right Foot,,,,"[50.1, 14.3]",,Ground Pass,,14.426711,,,,,Patrick van Aanholt,,,,,,,1,Regular Play,Ryan Gravenberch,23230.0,Left Defensive Midfield,5,Netherlands,941,['cb69609a-3469-4737-bad5-efd95ded854b'],21,,,,,,,,,,,,,,Netherlands,00:02:21.160,Pass,,57.8,26.5,50.1,14.3,,,
