ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,1.616485,,,,,,,,,,,77c70912-7d3f-4e55-a32e-34dd6ce99222,71,,"[56.9, 20.2]",3788743,2,,,,True,0.15130116,,,,,"[79.2, 23.6]",,High Pass,,22.557703,,Incomplete,,Yannick Ferreira Carrasco,,,,,Recovery,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,7,Russia,796,"['728445b5-ec3a-4549-9706-79989029adb1', '7f993ab1-a491-4316-9e5d-98050121386b', '83893f01-053d-4b06-a861-c4ee12b56eac', 'b547e95a-ddc0-48f6-827a-92140fbe64a8']",15,,,,,,,,,,,,,,Belgium,00:02:15.800,Pass,True,56.9,20.2,79.2,23.6,,,
,,,,,,,,,,,,,,,2.670793,,,,,,,,,,,b547e95a-ddc0-48f6-827a-92140fbe64a8,74,,"[40.9, 56.5]",3788743,2,,,,,0.9643671,,Head,,,"[57.2, 80.0]",,Low Pass,,28.59965,,Out,,Roman Zobnin,,,,,Recovery,1,From Throw In,Andrey Semenov,34588.0,Right Center Back,7,Russia,796,"['70ff4086-05ef-4336-a815-5634735ef669', '77c70912-7d3f-4e55-a32e-34dd6ce99222']",17,,,,,,,,,,,,,,Russia,00:02:17.416,Pass,,40.9,56.5,57.2,80.0,,,
,,,,,,,,,,,,,,,2.488778,,,,,,,,,,,443b4378-69b6-475d-9122-ec47effe0c42,76,,"[64.1, 0.1]",3788743,2,,,,,3.0361457,,,,,"[36.7, 3.0]",,Low Pass,,27.55304,,,,Jan Vertonghen,,,,,Throw-in,1,From Throw In,Thorgan Hazard,5632.0,Left Wing Back,8,Belgium,782,['92515b01-fa50-4ef1-b741-7c646a947beb'],24,,,,,,,,,,,,,,Belgium,00:02:24.774,Pass,,64.1,0.1,36.7,3.0,,,
,,,,,,,,,,,,,,,1.336692,,,,,,,,,,,b1cfe3cc-6bb6-4b60-b439-4b9d7d747439,79,,"[35.0, 6.6]",3788743,2,,,,,1.815775,,Left Foot,,,"[32.6, 16.2]",,Ground Pass,,9.895453,,,,Anga Dedryck Boyata,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,8,Belgium,782,['2b9ba352-f926-4d4c-a395-4c958c22e349'],28,,,,,,,,,,,,,,Belgium,00:02:28.543,Pass,,35.0,6.6,32.6,16.2,,,
,,,,,,,,,,,,,,,1.212249,,,,,,,,,,,b508ab67-ffa1-4d13-a6be-f3a472547bf9,82,,"[32.6, 30.6]",3788743,2,,,,,1.3630741,,Right Foot,,,"[37.3, 52.9]",,Ground Pass,,22.78991,,,,Toby Alderweireld,,,,,,1,From Throw In,Anga Dedryck Boyata,5639.0,Center Back,8,Belgium,782,['bf8730f6-5225-4422-a083-0f116a8fe6a2'],30,,,,,,,,,,,,,,Belgium,00:02:30.977,Pass,,32.6,30.6,37.3,52.9,,,
,,,,,,,,,,,,,,,1.564454,,,,,,,,,,,913c0bfa-afa0-4a44-910e-ca7bd75bba49,85,,"[46.8, 56.0]",3788743,2,,,,,-1.8585794,,Right Foot,,,"[43.1, 43.5]",,Ground Pass,,13.036103,,,,Anga Dedryck Boyata,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,8,Belgium,782,['4a061254-a80d-45c7-ad2c-8224967ec16e'],34,,,,,,,,,,,,,,Belgium,00:02:34.201,Pass,,46.8,56.0,43.1,43.5,,,
,,,,,,,,,,,,,,,1.845679,,,,,,,,,,,7c083b07-2354-4f7e-92fa-af6ce099c2ff,88,,"[43.1, 43.5]",3788743,2,,,,,-1.3048736,,Right Foot,,,"[50.1, 17.8]",,Ground Pass,,26.636253,,,,Jan Vertonghen,,,,,,1,From Throw In,Anga Dedryck Boyata,5639.0,Center Back,8,Belgium,782,['7a024734-bd14-466f-bbd2-d1e186c5436f'],36,,,,,,,,,,,,,,Belgium,00:02:36.582,Pass,,43.1,43.5,50.1,17.8,,,
,,,,,,,,,,,,,,,0.812131,,,,,,,,,,,d0819b76-632c-47c1-a58d-2638a2c48a62,91,,"[57.0, 9.5]",3788743,2,,,,,-0.54522717,,Left Foot,,,"[69.2, 2.1]",,Ground Pass,,14.268847,,,,Thorgan Hazard,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,8,Belgium,782,['27e00d16-d673-46cb-8535-b931a39b425d'],39,,,,,,,,,,,,,,Belgium,00:02:39.914,Pass,,57.0,9.5,69.2,2.1,,,
,,,,,,,,,,,,,,,2.10629,,,,,,,,,,,2531be30-a857-4932-ae38-55367563ba6b,94,,"[69.0, 3.1]",3788743,2,,,,,2.120286,,Right Foot,,,"[53.2, 28.9]",,Ground Pass,,30.253595,,,,Anga Dedryck Boyata,,,,,,1,From Throw In,Thorgan Hazard,5632.0,Left Wing Back,8,Belgium,782,['f0bc337a-0997-40e2-bf5d-752cee7163e9'],41,,,,,,,,,,,,,,Belgium,00:02:41.918,Pass,,69.0,3.1,53.2,28.9,,,
,,,,,,,,,,,,,,,1.372427,,,,,,,,,,,bf1d9de4-c3f7-4c87-ab5b-fda2bfd25370,97,,"[53.2, 28.9]",3788743,2,,,,,1.4282906,,Right Foot,,,"[56.5, 51.9]",,Ground Pass,,23.235533,,,,Toby Alderweireld,,,,,,1,From Throw In,Anga Dedryck Boyata,5639.0,Center Back,8,Belgium,782,['bc20a75f-0235-4d38-86fb-c59ce3b48d46'],44,,,,,,,,,,,,,,Belgium,00:02:44.977,Pass,,53.2,28.9,56.5,51.9,,,
,,,,,,,,,,,,,,,1.386998,,,,,,,,,,,bb765dcf-119d-41c5-a728-6f755da8c410,100,,"[59.3, 64.8]",3788743,2,,,,,0.69381833,,Right Foot,,,"[70.0, 73.7]",,Ground Pass,,13.917615,,,,Timothy Castagne,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,8,Belgium,782,['b9945d18-2ab4-40b9-8854-8523c83f816c'],47,,,,,,,,,,,,,,Belgium,00:02:47.353,Pass,,59.3,64.8,70.0,73.7,,,
,,,,,,,,,,,,,,,0.934307,,,,,,,,,,,40a0298c-c866-4ef1-9397-c240c15b79a5,103,,"[70.0, 73.7]",3788743,2,,,,,-2.8081238,,Right Foot,,,"[54.7, 68.4]",,Ground Pass,,16.191973,,,,Toby Alderweireld,,,,,,1,From Throw In,Timothy Castagne,6989.0,Right Wing Back,8,Belgium,782,['b3b4c651-e860-47cf-bcc3-afb920b20955'],49,,,,,,,,,,,,,,Belgium,00:02:49.696,Pass,,70.0,73.7,54.7,68.4,,,
,,,,,,,,,,,,,,,1.138262,,,,,,,,,,,93843cb7-d7fe-4718-8f15-492d8f6321c5,106,,"[54.7, 68.4]",3788743,2,,,,,-1.9081043,,Right Foot,,,"[47.3, 47.3]",,Ground Pass,,22.360008,,,,Anga Dedryck Boyata,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,8,Belgium,782,['37b25271-3f67-470b-83c1-f7acf868220a'],51,,,,,,,,,,,,,,Belgium,00:02:51.583,Pass,,54.7,68.4,47.3,47.3,,,
,,,,,,,,,,,,,,,1.199797,,,,,,,,,,,356abd8b-2387-4103-8218-7ef971c75e9d,109,,"[44.6, 26.1]",3788743,2,,,,,-1.3483491,,Right Foot,,,"[48.4, 9.3]",,Ground Pass,,17.224401,,,,Jan Vertonghen,,,,,,1,From Throw In,Anga Dedryck Boyata,5639.0,Center Back,8,Belgium,782,['63997221-8993-4a24-9767-711f31d7ca79'],55,,,,,,,,,,,,,,Belgium,00:02:55.161,Pass,,44.6,26.1,48.4,9.3,,,
,,,,,,,,,,,,,,,1.251629,,,,,,,,,,,6868d91b-38a3-4379-82d9-bae5487593d7,112,,"[46.5, 6.1]",3788743,2,,,,,-0.28918064,,Left Foot,,,"[58.6, 2.5]",,Ground Pass,,12.624183,,,,Thorgan Hazard,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,8,Belgium,782,['874155ce-d3ae-485c-b271-a5f9d6de76c1'],57,,,,,,,,,,,,,,Belgium,00:02:57.563,Pass,,46.5,6.1,58.6,2.5,,,
