ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,0.307852,,,,,,,,,,,,b91acbe1-3cd6-4500-9819-88bcb044ab7f,3589,,"[13.4, 37.2]",3788741,88,,True,,,0.62707067,,Keeper Arm,,,"[20.3, 42.2]",,Ground Pass,,8.521151,,,,Leonardo Bonucci,,,,,,2,From Keeper,Gianluigi Donnarumma,7036.0,Goalkeeper,178,Italy,914,['b80a188b-79b9-46f6-8b6b-5651480f24fb'],53,,,,,,,,,,,,,,Italy,00:43:53.742,Pass,,13.4,37.2,20.3,42.2,,,
,,,,,,,,,,,,,,,,1.420505,,,,,,,,,,,,898d421d-6f93-468e-b378-913844b55f20,3591,,"[21.2, 47.5]",3788741,88,,,,,0.046632834,,Right Foot,,,"[51.2, 48.9]",,Ground Pass,,30.032648,,,,Nicolò Barella,,,,,,2,From Keeper,Leonardo Bonucci,7173.0,Right Center Back,178,Italy,914,['083c992a-4c7a-4884-b9b8-349747caab91'],55,,,,,,,,,,,,,,Italy,00:43:55.072,Pass,,21.2,47.5,51.2,48.9,,,
,,,,,,,,,,,,,,,,0.855129,,,,,,,,,,,,8f8b0071-411b-40af-bb3c-ea8673892b45,3594,,"[51.2, 48.9]",3788741,88,,,,,-0.59619915,,Right Foot,,,"[62.4, 41.3]",,Ground Pass,,13.535139,,,,Andrea Belotti,,,,,,2,From Keeper,Nicolò Barella,8181.0,Right Center Midfield,178,Italy,914,['ec1ae51d-6ef6-4835-903e-00df645a5f2e'],56,,,,,,,,,,,,,,Italy,00:43:56.547,Pass,,51.2,48.9,62.4,41.3,,,
,,,,,,,,,,,,,,,,0.815005,,,,,,,,,,,,15292e1e-ef82-46bf-b257-cd942d2b14ce,3597,,"[62.4, 41.5]",3788741,88,,,,,2.4772217,,Right Foot,,,"[54.1, 48.0]",,Ground Pass,,10.542295,,,,Nicolò Barella,,,,,,2,From Keeper,Andrea Belotti,7471.0,Center Forward,178,Italy,914,['638d7248-dfc9-4223-86c6-688817374e0d'],57,,,,,,,,,,,,,,Italy,00:43:57.442,Pass,,62.4,41.5,54.1,48.0,,,
,,,,,,,,,,,,,,,,0.45278,,,,,,,,,,,,12683729-930f-49cc-98ff-dd90fd0a4b5e,3603,,"[60.5, 58.2]",3788741,89,,True,,,-1.1011964,,Right Foot,,,"[63.9, 51.5]",,Ground Pass,,7.5133214,,,,Jorge Luiz Frello Filho,,,,,Free Kick,2,From Free Kick,Giovanni Di Lorenzo,11514.0,Right Back,179,Italy,914,['7f8bebec-e223-4e67-9f32-6b1d03c91483'],38,,,,,,,,,,,,,,Italy,00:44:38.197,Pass,,60.5,58.2,63.9,51.5,,,
,,,,,,,,,,,,,,,,0.608696,,,,,,,,,,,,b42ae00e-e0aa-48dd-83ae-07c0d873013b,3605,,"[63.9, 51.5]",3788741,89,,True,,,2.158799,,Left Foot,,,"[61.5, 55.1]",,Ground Pass,,4.3266616,,,,Giovanni Di Lorenzo,,,,,,2,From Free Kick,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,179,Italy,914,['f6101ab3-94c0-4e86-9cc6-8d9574825e40'],39,,,,,,,,,,,,,,Italy,00:44:39.496,Pass,,63.9,51.5,61.5,55.1,,,
,,,,,,,,,,,,,,,,1.774669,,,,,,,,,,,,394b2b26-2077-465e-b015-82aa06c7b53d,3607,,"[62.4, 54.9]",3788741,89,,,,,-2.5578756,,Right Foot,,,"[46.2, 44.2]",,Ground Pass,,19.414684,,,,Leonardo Bonucci,,,,,,2,From Free Kick,Giovanni Di Lorenzo,11514.0,Right Back,179,Italy,914,['535c24dd-c8dd-4e0a-9b2e-f484dba3f139'],40,,,,,,,,,,,,,,Italy,00:44:40.197,Pass,,62.4,54.9,46.2,44.2,,,
,,,,,,,,,,,,,,,,1.466705,,,,,,,,,,,,c72d2d43-2374-4757-8fc2-abb92131f87d,3610,,"[47.4, 43.4]",3788741,89,,,,,-1.3280178,,Right Foot,,,"[52.7, 22.0]",,Ground Pass,,22.046541,,,,Giorgio Chiellini,,,,,,2,From Free Kick,Leonardo Bonucci,7173.0,Right Center Back,179,Italy,914,['16efe935-34a9-4014-84b8-c1cf7f058acf'],42,,,,,,,,,,,,,,Italy,00:44:42.052,Pass,,47.4,43.4,52.7,22.0,,,
,,,,,,,,,,,,,,,,0.625434,,,,,,,,,,,,33c1f1ec-5015-4334-a54c-7f111ccc75fa,3613,,"[52.0, 23.0]",3788741,89,,,,,1.1254953,,Left Foot,,,"[56.2, 31.8]",,Ground Pass,,9.750897,,,,Jorge Luiz Frello Filho,,,,,,2,From Free Kick,Giorgio Chiellini,6954.0,Left Center Back,179,Italy,914,['aa060895-65d3-4993-84c5-0f0e4356a9a0'],45,,,,,,,,,,,,,,Italy,00:44:45.078,Pass,,52.0,23.0,56.2,31.8,,,
,,,,,,,,,,,,,,,,0.747564,,,,,,,,,,,,17c34d77-3db2-4626-a894-e0f5c8e6eb96,3617,,"[61.2, 31.3]",3788741,89,,,,,0.31362066,,Right Foot,,,"[76.0, 36.1]",,Ground Pass,,15.55892,,,,Andrea Belotti,,,,,,2,From Free Kick,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,179,Italy,914,"['10c737ab-6703-49b2-8ee7-b85797c417cc', 'e220fdc9-3d51-4c6b-a15e-68447b0d2f31']",46,,,,,,,,,,,,,,Italy,00:44:46.957,Pass,True,61.2,31.3,76.0,36.1,,,
,,,,,,,,,,,,,,,,0.949427,,,,,,,,,,,,33c7aa6d-9359-487e-9cbf-3796ec162b9f,3625,,"[41.2, 49.4]",3788741,89,,,,,-1.315956,,Left Foot,,,"[44.3, 37.5]",,Ground Pass,,12.297154,,,,Leonardo Bonucci,,,,,,2,From Free Kick,Giovanni Di Lorenzo,11514.0,Right Back,179,Italy,914,['17316e6f-05a6-4ca2-b1ad-46e52a16b6c9'],52,,,,,,,,,,,,,,Italy,00:44:52.019,Pass,,41.2,49.4,44.3,37.5,,,
,,,,,,,,,,,,,,,,1.590948,,,,,,,,,,,,d26eb60e-d2f4-4273-825b-48b0d89bf087,3628,,"[44.1, 38.9]",3788741,89,,,,,0.91012955,,Right Foot,,,"[58.4, 57.3]",,Ground Pass,,23.303432,,,,Nicolò Barella,,,,,,2,From Free Kick,Leonardo Bonucci,7173.0,Right Center Back,179,Italy,914,['7b257c2d-4a54-4476-a4ca-7bb75cfecdda'],53,,,,,,,,,,,,,,Italy,00:44:53.048,Pass,,44.1,38.9,58.4,57.3,,,
,,,,,,,,,,,,,,,,1.344603,,,,,,,,,,,,bc702c9b-78aa-44dc-a15f-79db2fbee850,3631,,"[64.3, 62.7]",3788741,89,,,,,0.45066133,,Right Foot,,,"[89.1, 74.7]",,Ground Pass,,27.55068,,,,Federico Bernardeschi,,,,,,2,From Free Kick,Nicolò Barella,8181.0,Right Center Midfield,179,Italy,914,['e12547c5-6ebb-4538-bf7e-2342a87aacbd'],55,,,,,,,,,,,,,,Italy,00:44:55.900,Pass,,64.3,62.7,89.1,74.7,,,
,,,,,,,,,,,,,,,,0.999062,,,,,,,,,,,,7e2999a8-a786-4a07-98d0-ef2f6f3078d2,3634,,"[95.3, 62.5]",3788741,90,,,,,-2.3393893,,Left Foot,,,"[83.6, 50.4]",,Ground Pass,,16.831518,,,,Jorge Luiz Frello Filho,,,,,,2,From Free Kick,Federico Bernardeschi,7777.0,Right Wing,179,Italy,914,['121f93c1-246a-40fa-9501-1f96fb69cd76'],1,,,,,,,,,,,,,,Italy,00:45:01.499,Pass,,95.3,62.5,83.6,50.4,,,
,,,,,,,,,,,,,,,,1.122573,,,,,,,,,,,,c21bc8a9-652d-4dee-8d54-dd9938413efe,3638,,"[89.1, 57.3]",3788741,90,,,,,2.3121977,,Right Foot,,,"[81.5, 65.6]",,Ground Pass,,11.253888,,,,Nicolò Barella,,,,,,2,From Free Kick,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,179,Italy,914,['fa7bda8a-495d-474e-bff6-09e23ef72911'],6,,,,,,,,,,,,,,Italy,00:45:06.236,Pass,,89.1,57.3,81.5,65.6,,,
,,,,,,,,,,,,,,,,0.918627,,,,,,,,,,,,8309bfa2-d9d1-4d78-92c9-bea8fa0451e3,3641,,"[79.4, 64.9]",3788741,90,,,,,-2.2465043,,Right Foot,,,"[69.3, 52.3]",,Ground Pass,,16.148375,,,,Giovanni Di Lorenzo,,,,,,2,From Free Kick,Nicolò Barella,8181.0,Right Center Midfield,179,Italy,914,['a4b7830f-1e3f-4dcc-bd75-7d73cee2047f'],8,,,,,,,,,,,,,,Italy,00:45:08.322,Pass,,79.4,64.9,69.3,52.3,,,
,,,,,,,,,,,,,,,,1.654156,,,,,,,,,,,,e17e6d12-21a6-4a8f-abcb-21a4d80c7b2b,3645,,"[67.4, 53.0]",3788741,90,,,,,-3.1112988,,Right Foot,,,"[44.3, 52.3]",,Ground Pass,,23.110603,,,,Leonardo Bonucci,,,,,,2,From Free Kick,Giovanni Di Lorenzo,11514.0,Right Back,179,Italy,914,"['2451034b-c9ed-4de8-bbdc-335507764e2b', '4a5cf10c-8fc2-4389-871d-4dd43cc21730']",10,,,,,,,,,,,,,,Italy,00:45:10.013,Pass,True,67.4,53.0,44.3,52.3,,,
,,,,,,,,,,,,,,,,2.008693,,,,,,,,,,,,9aa5e98f-2bfa-4ce8-81e3-d88a35828309,3648,,"[38.6, 50.6]",3788741,90,,,,,-2.0344439,,Left Foot,,,"[27.4, 28.2]",,Ground Pass,,25.04396,,,,Gianluigi Donnarumma,,,,,,2,From Free Kick,Leonardo Bonucci,7173.0,Right Center Back,179,Italy,914,['0f3d407f-164d-4ce2-b5cd-d65b182cfd2f'],13,,,,,,,,,,,,,,Italy,00:45:13.437,Pass,,38.6,50.6,27.4,28.2,,,
,,,,,,,,,,,,,,,,1.149174,,,,,,,,,,,,4c26822e-5204-444e-82d3-8975575fdd70,3651,,"[27.7, 28.2]",3788741,90,,,,,-0.98279375,,Right Foot,,,"[37.7, 13.2]",,Ground Pass,,18.027756,,,,Giorgio Chiellini,,,,,,2,From Free Kick,Gianluigi Donnarumma,7036.0,Goalkeeper,179,Italy,914,['a9ae83c1-623c-4af6-8068-f416502b4806'],15,,,,,,,,,,,,,,Italy,00:45:15.645,Pass,,27.7,28.2,37.7,13.2,,,
,,,,,,,,,,,,,,,,1.270893,,,,,,,,,,,,34ab8080-e06f-45b6-a33b-b98505ab2f8c,3654,,"[38.6, 13.2]",3788741,90,,,,,-0.51669514,,Left Foot,,,"[56.2, 3.2]",,Ground Pass,,20.242529,,,,Leonardo Spinazzola,,,,,,2,From Free Kick,Giorgio Chiellini,6954.0,Left Center Back,179,Italy,914,['a096efd2-8974-462d-bdb2-9294e0217fed'],18,,,,,,,,,,,,,,Italy,00:45:18.213,Pass,,38.6,13.2,56.2,3.2,,,
,,,,,,,,,,,,,,,,2.020279,,,,,,,,,,,,6eb2453f-eed6-4542-b1be-4d708b2eb16a,3661,,"[37.9, 76.9]",3788741,90,,,,,0.02803004,,Right Foot,,,"[48.6, 77.2]",,Ground Pass,,10.704205,,Incomplete,,,,,,,,2,From Free Kick,Mehmet Zeki Çelik,10349.0,Right Back,179,Italy,914,"['33d3c53c-158b-49c4-b046-09debbb7dc22', '83732808-23a5-4ce8-8e43-bf2abe8b86cb']",23,,,,,,,,,,,,,,Turkey,00:45:23.228,Pass,True,37.9,76.9,48.6,77.2,,,
,,,,,,,,,,True,,,,,,0.898556,,,,,,,,,,,,33d3c53c-158b-49c4-b046-09debbb7dc22,3663,,"[71.5, 2.9]",3788741,90,,,,,0.0,,Right Foot,,,"[83.6, 2.9]",,Ground Pass,,12.1,,,,Leonardo Spinazzola,,,,,Interception,2,From Free Kick,Bryan Cristante,6993.0,Left Center Midfield,179,Italy,914,"['069aee00-1f8c-41ca-95af-36855491ca6a', '6eb2453f-eed6-4542-b1be-4d708b2eb16a', 'eb294508-5718-434f-bc44-d6dc32eef6b0']",25,,,,,,,,,,,,,,Italy,00:45:25.249,Pass,True,71.5,2.9,83.6,2.9,,,
,,,,,,,,,,,,,,,,0.252683,,,,,,,,,,,,8e05a6f0-29d9-4cd9-a9e5-ac96c10878b5,3666,,"[83.4, 2.9]",3788741,90,,,,,0.6310794,,Left Foot,,,"[86.0, 4.8]",,Ground Pass,,3.2202485,,Incomplete,,Federico Chiesa,,,,,,2,From Free Kick,Leonardo Spinazzola,8286.0,Left Back,179,Italy,914,"['7fa2cb86-9df0-4557-9608-9924328857fa', 'ab055fc9-be1a-4cda-963f-77a78e907a1a']",26,,,,,,,,,,,,,,Italy,00:45:26.187,Pass,,83.4,2.9,86.0,4.8,,,
,,,,,,,,,,,,,,,,1.503071,,,,,,,,,,,,5c514c2a-0357-44e3-998c-f2da0f8cddea,3676,,"[42.7, 76.0]",3788741,90,,,,,-2.7261004,,Left Foot,,,"[29.1, 70.0]",,Ground Pass,,14.864723,,,,Merih Demiral,,,,,,2,Regular Play,Cengiz Ünder,6971.0,Left Midfield,180,Turkey,909,"['8b209565-905b-4e52-a891-b621a9603cf4', 'd8ebe5f0-67f7-4394-9487-070d8e4e0d78']",30,,,,,,,,,,,,,,Turkey,00:45:30.483,Pass,True,42.7,76.0,29.1,70.0,,,
,,,,,,,,,,,,,,,,1.308031,,,,,,,,,,,,7c9c0408-c84c-49da-9e35-410b42a70d46,3680,,"[25.5, 60.5]",3788741,90,,,,,-2.4627414,,Right Foot,,,"[4.8, 43.8]",,Ground Pass,,26.596617,,,,Uğurcan Çakır,,,,,,2,Regular Play,Merih Demiral,23558.0,Right Center Back,180,Turkey,909,"['0741fc36-53b8-4787-b74c-e7212ae75cc5', '82e12527-d5d1-413e-8e79-000a63a98c28']",33,,,,,,,,,,,,,,Turkey,00:45:33.820,Pass,True,25.5,60.5,4.8,43.8,,,
,,,,,,,,,,,,,,,,1.46432,,,,,,,,,,,,eb5d95e6-70ca-4a4f-a7cd-cf624157cc45,3682,,"[4.8, 43.8]",3788741,90,,,,,0.9891957,,Right Foot,,,"[28.6, 80.0]",,High Pass,,43.32297,,Out,,,,,,,,2,Regular Play,Uğurcan Çakır,30357.0,Goalkeeper,180,Turkey,909,['0741fc36-53b8-4787-b74c-e7212ae75cc5'],35,,,,,,,,,,,,,,Turkey,00:45:35.128,Pass,True,4.8,43.8,28.6,80.0,,,
,,,,,,,,,,,,,,,,1.323324,,,,,,,,,,,,850d27dc-de74-4c50-a517-4529424551cc,3683,,"[87.9, 0.1]",3788741,91,,,,,0.93971694,,,,,"[93.6, 7.9]",,High Pass,,9.660746,,,,Andrea Belotti,,,,,Throw-in,2,From Throw In,Leonardo Spinazzola,8286.0,Left Back,181,Italy,914,['82c402f8-f084-4ae2-b07d-ba021e754b56'],3,,,,,,,,,,,,,,Italy,00:46:03.210,Pass,,87.9,0.1,93.6,7.9,,,
,,,,,,,,,,,,,,,,0.879264,,,,,,,,,,,,2d4115fe-d5f5-4233-bf7b-3145229e42a9,3688,,"[94.4, 8.7]",3788741,91,,,,,-2.4346845,,Right Foot,,,"[89.6, 4.6]",,Low Pass,,6.3126855,,,,Bryan Cristante,,,,,,2,From Throw In,Andrea Belotti,7471.0,Center Forward,181,Italy,914,"['74650d00-c25f-4f96-83ab-23094c39ba45', '7f6efb5a-df12-411e-a534-b8b37a59b770']",5,,,,,,,,,,,,,,Italy,00:46:05.501,Pass,True,94.4,8.7,89.6,4.6,,,
,,,,,,,,,,,,,,,,1.824764,,,,,,,,,,,,822f3fc3-05ae-44ff-bdba-849c2417cea3,3692,,"[90.3, 5.3]",3788741,91,,,,,-0.21109334,,Left Foot,,,"[100.1, 3.2]",,Low Pass,,10.022474,,,,Leonardo Spinazzola,,,,,,2,From Throw In,Bryan Cristante,6993.0,Left Center Midfield,181,Italy,914,['ac0adcfa-ff26-4d3c-9676-a7ffbcaa912b'],6,,,,,,,,,,,,,,Italy,00:46:06.460,Pass,,90.3,5.3,100.1,3.2,,,
,,,,,,,,,,,,,,,,1.572141,,,,,,,,,,,,926c734a-8bab-4a7b-8373-e2b821a34a92,3696,,"[95.6, 5.8]",3788741,91,,,,,2.2012992,,Right Foot,,,"[82.9, 23.2]",,Ground Pass,,21.54182,,,,Jorge Luiz Frello Filho,,,,,,2,From Throw In,Leonardo Spinazzola,8286.0,Left Back,181,Italy,914,['ad3226cd-f459-4af2-ae79-6142952edb9c'],11,,,,,,,,,,,,,,Italy,00:46:11.911,Pass,,95.6,5.8,82.9,23.2,,,
,,,,,,,,,,,,,,,,1.564646,,,,,,,,,,,,f48256ac-1304-42f1-abd8-b1898eed54f8,3700,,"[80.8, 25.1]",3788741,91,,,,,1.9387187,,Right Foot,,,"[73.9, 43.0]",,Ground Pass,,19.183847,,,,Giovanni Di Lorenzo,,,,,,2,From Throw In,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,181,Italy,914,"['e9c84b91-e007-4353-a1ab-4d03befc5aa3', 'ecb0e666-ff00-437f-8dd5-595c49d8c5bf']",13,,,,,,,,,,,,,,Italy,00:46:13.762,Pass,True,80.8,25.1,73.9,43.0,,,
,,,,,,,,,,,,,,,,1.270455,,,,,,,,,,,,d511f41c-ac48-4831-9fe8-9b490b54e32b,3703,,"[73.6, 49.4]",3788741,91,,,,,0.86768615,,Right Foot,,,"[82.5, 59.9]",,Ground Pass,,13.764447,,,,Nicolò Barella,,,,,,2,From Throw In,Giovanni Di Lorenzo,11514.0,Right Back,181,Italy,914,['c889e7de-1105-41e3-9acf-45e143cb387a'],16,,,,,,,,,,,,,,Italy,00:46:16.395,Pass,,73.6,49.4,82.5,59.9,,,
,,,,,,,,,,,,,,,,0.730194,,,,,,,,,,,,e70babcc-01d9-4e59-9e6b-1e9af3c024f5,3706,,"[85.5, 66.6]",3788741,91,,,,,0.71962494,,Right Foot,,,"[94.4, 74.4]",,Ground Pass,,11.834272,,,,Federico Bernardeschi,,,,,,2,From Throw In,Nicolò Barella,8181.0,Right Center Midfield,181,Italy,914,['e11d47fe-64a3-46ac-a5fb-d8a7384feb44'],18,,,,,,,,,,,,,,Italy,00:46:18.897,Pass,,85.5,66.6,94.4,74.4,,,
,,,,,,,,,,,,,,,,0.894134,,,,,,,,,,,,714ca19c-a4d1-4ddf-b414-412c42f91dff,3709,,"[92.7, 73.9]",3788741,91,,,,,-3.100799,,Left Foot,,,"[82.9, 73.5]",,Ground Pass,,9.80816,,,,Nicolò Barella,,,,,,2,From Throw In,Federico Bernardeschi,7777.0,Right Wing,181,Italy,914,['5bec72d1-3ed7-4bf0-a7f2-c52b55336b7c'],20,,,,,,,,,,,,,,Italy,00:46:20.605,Pass,,92.7,73.9,82.9,73.5,,,
,,,,,,,,,,,,,,,,1.177708,,,,,,,,,,,,3ee00e8c-1140-49dd-bb70-716ef882afe8,3712,,"[82.7, 72.7]",3788741,91,,,,,-2.8660612,,Right Foot,,,"[63.6, 67.3]",,Ground Pass,,19.848677,,,,Giovanni Di Lorenzo,,,,,,2,From Throw In,Nicolò Barella,8181.0,Right Center Midfield,181,Italy,914,['017e28a5-8c23-4741-a408-bf52e774ab57'],23,,,,,,,,,,,,,,Italy,00:46:23.415,Pass,,82.7,72.7,63.6,67.3,,,
,,,,,,,,,,,,,,,,1.568624,,,,,,,,,,,,52dfc9e8-c40a-48be-be5e-0cd359c34c23,3715,,"[62.7, 62.7]",3788741,91,,,,,-2.2266717,,Right Foot,,,"[42.0, 35.8]",,Ground Pass,,33.9426,,,,Leonardo Bonucci,,,,,,2,From Throw In,Giovanni Di Lorenzo,11514.0,Right Back,181,Italy,914,['58a15710-5518-4c1e-95f4-0fc7c112bb1b'],25,,,,,,,,,,,,,,Italy,00:46:25.466,Pass,,62.7,62.7,42.0,35.8,,,
,,,,,,,,,,,,,,,,2.483241,,,,,,,,,,,,bea84567-f944-4f3c-9bad-0d89903bf438,3718,,"[38.9, 27.2]",3788741,91,,,,,-2.9771168,,Right Foot,,,"[14.8, 23.2]",,Ground Pass,,24.429695,,,,Gianluigi Donnarumma,,,,,,2,From Throw In,Leonardo Bonucci,7173.0,Right Center Back,181,Italy,914,['e59bed39-e68c-4395-9bfe-d72453b69c64'],29,,,,,,,,,,,,,,Italy,00:46:29.341,Pass,,38.9,27.2,14.8,23.2,,,
,,,,,,,,,,,,,,,,1.012826,,,,,,,,,,,,1de256fb-f805-4a0d-ac86-331f63686b9b,3722,,"[16.0, 24.9]",3788741,91,,,,,-0.21109334,,Right Foot,,,"[28.6, 22.2]",,Ground Pass,,12.886039,,,,Bryan Cristante,,,,,,2,From Throw In,Gianluigi Donnarumma,7036.0,Goalkeeper,181,Italy,914,"['0c420074-46db-4a79-83ff-97e550bb1fad', '58eafd56-ce15-4034-9e7d-9346b92b0157']",33,,,,,,,,,,,,,,Italy,00:46:33.460,Pass,True,16.0,24.9,28.6,22.2,,,
,,,,,,,,,,,,,,,,1.525004,,,,,,,,,,,,a89b2666-c8a9-4510-8917-148f0b95366b,3725,,"[28.6, 22.5]",3788741,91,,,,,1.8361963,,Right Foot,,,"[20.5, 52.3]",,Ground Pass,,30.881224,,,,Leonardo Bonucci,,,,,,2,From Throw In,Bryan Cristante,6993.0,Left Center Midfield,181,Italy,914,['176bdd9b-26aa-4525-8b96-95235bd4790b'],34,,,,,,,,,,,,,,Italy,00:46:34.513,Pass,,28.6,22.5,20.5,52.3,,,
,,,,,,,,,,,,,,,,1.650666,,,,,,,,,,,,2d4fef3f-ecaa-40a3-a6a2-2e2c72b3b77e,3729,,"[21.5, 49.4]",3788741,91,,,,,-2.5899377,,Right Foot,,,"[7.2, 40.6]",,Ground Pass,,16.790771,,,,Gianluigi Donnarumma,,,,,,2,From Throw In,Leonardo Bonucci,7173.0,Right Center Back,181,Italy,914,['af627a2f-c237-4e11-b213-8b6a730ab8b2'],37,,,,,,,,,,,,,,Italy,00:46:37.121,Pass,,21.5,49.4,7.2,40.6,,,
,,,,,,,,,,,,,,,,1.769057,,,,,,,,,,,,4e5133af-8fda-4dbf-a023-fc3bb31ba827,3733,,"[8.8, 42.5]",3788741,91,,,,,0.24776676,,Right Foot,,,"[34.1, 48.9]",,High Pass,,26.096935,,,,Jorge Luiz Frello Filho,,,,,,2,From Throw In,Gianluigi Donnarumma,7036.0,Goalkeeper,181,Italy,914,"['3cfe2f27-3f56-4561-b1ca-ea8de8a56936', 'b81994f3-480f-4e6d-b28e-df7f3f580d18']",40,,,,,,,,,,,,,,Italy,00:46:40.281,Pass,True,8.8,42.5,34.1,48.9,,,
,,,,,,,,,,,,,,,,2.527845,,,,,,,,,,,,6a67620a-5d34-452a-9a9a-37c00017f9cb,3737,,"[33.9, 49.2]",3788741,91,,,,,0.04894048,,Right Foot,,,"[58.4, 50.4]",,High Pass,,24.52937,,Incomplete,,Nicolò Barella,,,,,,2,From Throw In,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,181,Italy,914,"['0f369334-8215-4635-aa9b-3424d9f86d34', '542aa254-79c3-45c6-9bed-14b0a1a6dccb', '7aa759d6-7744-42e8-8091-abd91d15f099']",42,,,,,,,,,,,,,,Italy,00:46:42.815,Pass,True,33.9,49.2,58.4,50.4,,,
,,,,,,,,,,,,,,,,1.378205,,,,,,,,,,,,949011fe-fd03-48f4-8319-16ddd4dea341,3741,,"[62.9, 28.3]",3788741,91,,,,,-0.895382,,Right Foot,,,"[77.4, 10.2]",,Ground Pass,,23.191809,,,,Kaan Ayhan,,,,,,2,Regular Play,Caglar Söyüncü,8963.0,Left Center Back,182,Turkey,909,['1d384543-d0a3-4129-aa36-76176b8820d6'],46,,,,,,,,,,,,,,Turkey,00:46:46.696,Pass,,62.9,28.3,77.4,10.2,,,
,,,,,,,,,,,,,,,,0.825838,,,,,,,,,,,,095a6bea-ec78-40a9-bb89-21b5162ae684,3743,,"[77.4, 10.2]",3788741,91,,,,,1.5505289,,Right Foot,,,"[77.7, 25.0]",,Low Pass,,14.8030405,,,,İrfan Can Kahveci,,,,,,2,Regular Play,Kaan Ayhan,12293.0,Left Center Midfield,182,Turkey,909,['1a473d17-0dc6-4bcf-b4ca-583f5c5984be'],48,,,,,,,,,,,,,,Turkey,00:46:48.074,Pass,,77.4,10.2,77.7,25.0,,,
,,,,,,,,,,,,,,,,1.986007,,,,,,,,,,,,dcbe8e64-6fce-47c7-9d03-466b3fd40435,3757,,"[92.7, 28.6]",3788741,91,,,,,0.22646226,15a3ee4c-5306-433f-98ca-90b4ce3756d4,Right Foot,,,"[114.4, 33.6]",,Low Pass,,22.268587,,,,Burak Yılmaz,True,,Through Ball,True,,2,Regular Play,Hakan Çalhanoğlu,7039.0,Right Center Midfield,182,Turkey,909,['25b56ff0-2d68-4421-97e5-ede024ef9553'],53,,,,,,,,,,,,,,Turkey,00:46:53.854,Pass,,92.7,28.6,114.4,33.6,,,
,,,,,,,,,,,,,,,,2.060342,,,,,,,,,,,,a61973a5-75fc-40af-a5af-ca2e37cbe4b4,3763,,"[120.0, 0.1]",3788741,92,,,,,1.7905302,8269bfa9-6d14-4195-a055-d70ddee60efa,Left Foot,,,"[108.9, 49.8]",,High Pass,,50.924454,,,True,Merih Demiral,True,True,Outswinging,,Corner,2,From Corner,Cengiz Ünder,6971.0,Left Midfield,183,Turkey,909,['b9f9317b-e51d-4ef2-8ea1-84560c3614fc'],16,,,,,,,,,,,,,,Turkey,00:47:16.220,Pass,,120.0,0.1,108.9,49.8,,,
,,,,,,,,,,,,,,,,1.204635,,,,,,,,,,,,6c0e22b8-6576-4fc0-9f7f-ce401e2cd219,3767,,"[6.0, 36.0]",3788741,92,,,,,2.0344439,,Left Foot,,,"[4.3, 39.4]",,Ground Pass,,3.8013155,,,,Gianluigi Donnarumma,,,,,Goal Kick,2,From Goal Kick,Giorgio Chiellini,6954.0,Left Center Back,184,Italy,914,['3d56c439-afdf-49f9-b795-9773ba08045e'],35,,,,,,,,,,,,,,Italy,00:47:35.516,Pass,,6.0,36.0,4.3,39.4,,,
,,,,,,,,,,,,,,,,0.742801,,,,,,,,,,,,1413fc18-42de-44de-845a-d1466e84881c,3771,,"[5.0, 36.8]",3788741,92,,,,,-0.071307465,,Right Foot,,,"[14.8, 36.1]",,Ground Pass,,9.824968,,,,Jorge Luiz Frello Filho,,,,,,2,From Goal Kick,Gianluigi Donnarumma,7036.0,Goalkeeper,184,Italy,914,['34599bbd-ef81-4f63-9b6a-e0f8019ff00e'],37,,,,,,,,,,,,,,Italy,00:47:37.629,Pass,,5.0,36.8,14.8,36.1,,,
