50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,,,4.266935,,,,,,,,,,,,,,c9e6e1e2-cdec-421a-ba9d-d9b4c70f68c5,716,,,"[42.8, 22.2]",3795109,22,,,,,0.31358573,,Right Foot,,,,"[112.8, 44.9]",,High Pass,,73.58865,Incomplete,,Mikkel Damsgaard,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,49,Denmark,776,"['4d2cd80d-a8b4-4a86-893d-a059aa6a5a49', '666667cb-732c-4763-8875-9132bf736358']",7,,,,,,,,,,,,,,,,Denmark,00:22:07.617,Pass,,42.8,22.2,112.8,44.9,,,
,,,,,,,,,,,,,,,,,,,1.234876,,,,,,,,,,,,,,9f52a34f-35fa-4710-9454-52f3b43c60cb,720,,,"[9.7, 41.0]",3795109,22,,,,,0.4825133,,Keeper Arm,,,,"[22.3, 47.6]",,Ground Pass,,14.223924,,,Ondrej Celustka,,,,,,,1,Regular Play,Tomáš Vaclík,11541.0,Goalkeeper,50,Czech Republic,912,['e803f9c0-197b-4646-bd40-d53c2b86ea5b'],13,,,,,,,,,,,,,,,,Czech Republic,00:22:13.031,Pass,,9.7,41.0,22.3,47.6,,,
,,,,,,,,,,,,,,,,,,,1.45515,,,,,,,,,,,,,,50b9231d-eeac-47ad-a83f-cd0404f3b938,723,,,"[25.9, 44.6]",3795109,22,,,,,-1.0185239,,Right Foot,,,,"[42.6, 17.5]",,Ground Pass,,31.832373,,,Antonín Barák,,,,,,,1,Regular Play,Ondrej Celustka,30328.0,Right Center Back,50,Czech Republic,912,['760aa280-c45c-4bb5-b9ca-424c344a0bd9'],16,,,,,,,,,,,,,,,,Czech Republic,00:22:16.118,Pass,,25.9,44.6,42.6,17.5,,,
,,,,,,,,,,,,,,,,,,,1.337799,,,,,,,,,,,,,,55a93520-e0ca-4152-8d62-3da3862458fe,726,,,"[49.0, 13.6]",3795109,22,,,,,-1.3927034,,Left Foot,,,,"[50.8, 3.6]",,Ground Pass,,10.160708,,,Petr Ševčík,,,,,,,1,Regular Play,Antonín Barák,7801.0,Center Attacking Midfield,50,Czech Republic,912,['919000bc-5563-44f4-b72d-89c2e0d6acdf'],18,,,,,,,,,,,,,,,,Czech Republic,00:22:18.855,Pass,,49.0,13.6,50.8,3.6,,,
,,,,,,,,,,,,,,,,,,,1.158209,,,,,,,,,,,,,,21403568-7441-4600-afe2-d58db1ed6067,729,,,"[56.7, 5.3]",3795109,22,,,,,2.59755,,Left Foot,,,,"[48.6, 10.2]",,Ground Pass,,9.4667845,,,Tomáš Souček,,,,,,,1,Regular Play,Petr Ševčík,23454.0,Left Wing,50,Czech Republic,912,['d92e20cf-4283-4493-bf99-258d92d2a4df'],22,,,,,,,,,,,,,,,,Czech Republic,00:22:22.582,Pass,,56.7,5.3,48.6,10.2,,,
,,,,,,,,,,,,,,,,,,,1.071715,,,,,,,,,,,,,,6adb6c08-5494-4df6-9174-35e004203d1b,732,,,"[38.6, 12.1]",3795109,22,,,,,2.084906,,Right Foot,,,,"[27.7, 31.4]",,Ground Pass,,22.165289,,,Tomáš Kalas,,,,,,,1,Regular Play,Tomáš Souček,4870.0,Left Center Midfield,50,Czech Republic,912,['2efd0ede-e83c-44d1-aa78-bb9cf5ac71e0'],26,,,,,,,,,,,,,,,,Czech Republic,00:22:26.228,Pass,,38.6,12.1,27.7,31.4,,,
,,,,,,,,,,,,,,,,,,,0.93029,,,,,,,,,,,,,,e64b1a7a-6778-470b-8838-e5a473e1dfa7,735,,,"[27.7, 33.7]",3795109,22,,,,,-0.07339732,,Right Foot,,,,"[41.3, 32.7]",,Ground Pass,,13.636715,,,Petr Ševčík,,,,,,,1,Regular Play,Tomáš Kalas,13197.0,Left Center Back,50,Czech Republic,912,['7dbdc4db-c261-4783-849e-3ccdab3dad19'],28,,,,,,,,,,,,,,,,Czech Republic,00:22:28.216,Pass,,27.7,33.7,41.3,32.7,,,
,,,,,,,,,,,,,,,,,,,1.090024,,,,,,,,,,,,,,00ba6653-34af-4e20-972a-3bc21acc7093,738,,,"[41.3, 32.7]",3795109,22,,,,,-2.158799,,Left Foot,,,,"[28.3, 13.2]",,Low Pass,,23.436083,,,Tomáš Souček,,,,,,,1,Regular Play,Petr Ševčík,23454.0,Left Wing,50,Czech Republic,912,['f2b33cc6-93dc-4306-9e3f-e8bc23558f19'],29,,,,,,,,,,,,,,,,Czech Republic,00:22:29.186,Pass,,41.3,32.7,28.3,13.2,,,
,,,,,,,,,,,,,,,,,,,3.20597,,,,,,,,,,,,,,0442494d-a73c-417a-a74d-5a7c28932fe8,741,,,"[16.3, 19.6]",3795109,22,,,,,1.9766055,,Right Foot,,,,"[5.0, 45.9]",,Ground Pass,,28.624815,,,Tomáš Vaclík,,,,,,,1,Regular Play,Tomáš Souček,4870.0,Left Center Midfield,50,Czech Republic,912,['cad6ddc7-e109-4785-bb1a-ffdf14120049'],32,,,,,,,,,,,,,,,,Czech Republic,00:22:32.267,Pass,,16.3,19.6,5.0,45.9,,,
,,,,,,,,,,,,,,,,,,,7.011156,,,,,,,,,,,,,,bff13893-22a6-487f-891d-4355e43bba0e,744,,,"[5.0, 45.9]",3795109,22,,,,,-0.2759048,,Right Foot,,,,"[93.3, 20.9]",,High Pass,,91.77086,Incomplete,,Patrik Schick,,,,,,,1,Regular Play,Tomáš Vaclík,11541.0,Goalkeeper,50,Czech Republic,912,"['30eab96c-7bbd-437b-a2f7-49792001b5a9', 'b8c274e8-89f5-4858-816c-e5393adae5b8']",35,,,,,,,,,,,,,,,,Czech Republic,00:22:35.628,Pass,,5.0,45.9,93.3,20.9,,,
,,,,,,,,,,,,,,,,,,,2.701038,,,,,,,,,,,,,,3a9c5eb8-bef2-4343-8f71-c1a7409ec001,747,,,"[25.5, 60.5]",3795109,22,,,,,-2.2806628,,Right Foot,,,,"[8.4, 40.6]",,Ground Pass,,26.237759,,,Kasper Schmeichel,,,,,,,1,Regular Play,Andreas Christensen,3959.0,Right Center Back,51,Denmark,776,['7a58bcff-b924-4bbe-935e-4c59b0f5b25c'],45,,,,,,,,,,,,,,,,Denmark,00:22:45.760,Pass,,25.5,60.5,8.4,40.6,,,
,,,,,,,,,,,,,,,,,,,2.551879,,,,,,,,,,,,,,259a69fc-4e99-44e1-be38-55abcb2eb510,750,,,"[7.7, 40.6]",3795109,22,,,,,0.114007294,,Right Foot,,,,"[60.1, 46.6]",,High Pass,,52.742393,Incomplete,,Mikkel Damsgaard,,,,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,51,Denmark,776,"['0354f6c1-1ca1-42e3-b2f4-2420987e4f7b', 'f89107c7-8fdf-439e-a606-3ff3bbd340e5']",51,,,,,,,,,,,,,,,,Denmark,00:22:51.570,Pass,,7.7,40.6,60.1,46.6,,,
,,,,,,,,,,,,,,,,,,,0.971788,,,,,,,,,,,,,,0354f6c1-1ca1-42e3-b2f4-2420987e4f7b,752,,,"[60.0, 33.5]",3795109,22,,,,,0.24695495,,Head,,,,"[71.9, 36.5]",,High Pass,,12.272326,,,Tomáš Holeš,,,,,,Recovery,1,Regular Play,Tomáš Kalas,13197.0,Left Center Back,51,Denmark,776,"['259a69fc-4e99-44e1-be38-55abcb2eb510', '41d8a983-b23b-49b5-84e5-a7d0fd150d09']",54,,,,,,,,,,,,,,,,Czech Republic,00:22:54.121,Pass,,60.0,33.5,71.9,36.5,,,
,,,,,,,,,,,,,,,,,,,1.935341,,,,,,,,,,,,,,8db0b059-d011-4241-b714-e72af939d99e,755,,,"[71.9, 35.4]",3795109,22,,,,,-1.648763,,Head,,,,"[70.9, 22.6]",,High Pass,,12.839003,Incomplete,,Tomáš Souček,,,,,,,1,Regular Play,Tomáš Holeš,16469.0,Right Center Midfield,51,Denmark,776,"['ad9c85c2-c750-4681-b230-1fdf21fc81b6', 'e66fe608-db65-45d8-b020-471e64fc7563']",55,,,,,,,,,,,,,,,,Czech Republic,00:22:55.133,Pass,,71.9,35.4,70.9,22.6,,,
,,,,,,,,,,,,,,,,,,,1.249207,,,,,,,,,,,,,,e791a3ed-6b2e-4851-aa07-dbf3db5116a1,760,,,"[45.8, 60.1]",3795109,22,,,,,2.8443604,,Right Foot,,,,"[34.7, 63.5]",,Ground Pass,,11.609048,,,Andreas Christensen,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,51,Denmark,776,"['a6c56414-d713-4541-b088-e45e4e74f695', 'bdb14f64-8603-43f0-9f5f-9380bc2a999e']",59,,,,,,,,,,,,,,,,Denmark,00:22:59.005,Pass,True,45.8,60.1,34.7,63.5,,,
,,,,,,,,,,,,,,,,,,,1.089695,,,,,,,,,,,,,,867c3657-09b3-4728-a440-95d2a93a942c,763,,,"[34.1, 64.1]",3795109,23,,,,,0.27952215,,Right Foot,,,,"[55.7, 70.3]",,Ground Pass,,22.472204,,,Mikkel Damsgaard,,,,,,,1,Regular Play,Andreas Christensen,3959.0,Right Center Back,51,Denmark,776,['3acff9d4-1992-4156-bbe5-443bd94d31c9'],1,,,,,,,,,,,,,,,,Denmark,00:23:01.115,Pass,,34.1,64.1,55.7,70.3,,,
,,,,,,,,,,,,,,,,,,,1.424456,,,,,,,,,,,,,,abc67641-a193-4e76-abac-8d0d81528c06,769,,,"[56.5, 70.1]",3795109,23,,,,,-2.8574913,,Right Foot,,,,"[31.5, 62.8]",,Low Pass,,26.044,,,Simon Thorup Kjær,,,,,,Free Kick,1,From Free Kick,Andreas Christensen,3959.0,Right Center Back,52,Denmark,776,['30412dc2-b109-4cf6-bae0-dae85a4f72d4'],33,,,,,,,,,,,,,,,,Denmark,00:23:33.360,Pass,,56.5,70.1,31.5,62.8,,,
,,,,,,,,,,,,,,,,,,,1.350767,,,,,,,,,,,,,,af5ca2ea-755a-4670-aeea-61c2f8e22f9c,772,,,"[30.2, 61.1]",3795109,23,,,,,1.0127419,,Right Foot,,,,"[40.5, 77.6]",,Ground Pass,,19.450964,,,Andreas Christensen,,,,,,,1,From Free Kick,Simon Thorup Kjær,5534.0,Center Back,52,Denmark,776,['9f614a18-c805-4858-8d60-1b91c737a886'],37,,,,,,,,,,,,,,,,Denmark,00:23:37.946,Pass,,30.2,61.1,40.5,77.6,,,
,,,,,,,,,,,,,,,,,,,1.025943,,,,,,,,,,,,,,8af921e9-5271-421b-b951-754b6f30005e,774,,,"[40.5, 77.0]",3795109,23,,,,,-1.4572517,,Right Foot,,,,"[41.8, 65.6]",,Ground Pass,,11.473884,,,Pierre-Emile Højbjerg,,,,,,,1,From Free Kick,Andreas Christensen,3959.0,Right Center Back,52,Denmark,776,['3511dbd1-07e2-4593-b8e7-6a2dd12a9451'],39,,,,,,,,,,,,,,,,Denmark,00:23:39.296,Pass,,40.5,77.0,41.8,65.6,,,
,,,,,,,,,,,,,,,,,,,1.594672,,,,,,,,,,,,,,19ca0e53-6218-4e24-9d37-6380b383f109,776,,,"[41.8, 65.6]",3795109,23,,,,,0.62420726,,Right Foot,,,,"[56.1, 75.9]",,Ground Pass,,17.62328,Incomplete,,Jens Stryger Larsen,,,,,,,1,From Free Kick,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,52,Denmark,776,"['e47047a0-8993-4744-b173-b8bc0dbeb284', 'f95e9c16-3aba-4ee1-81d3-1bb6f61fc158']",40,,,,,,,,,,,,,,,,Denmark,00:23:40.322,Pass,,41.8,65.6,56.1,75.9,,,
,,,,,,,,,,,,,True,,,,,,0.620932,,,,,,,,,,,,,,f95e9c16-3aba-4ee1-81d3-1bb6f61fc158,778,,,"[64.0, 4.2]",3795109,23,,,,,0.7587378,,Right Foot,,,,"[71.7, 11.5]",,Ground Pass,,10.610373,,,Tomáš Souček,,,,,,Interception,1,Regular Play,Petr Ševčík,23454.0,Left Wing,53,Czech Republic,912,"['19ca0e53-6218-4e24-9d37-6380b383f109', 'db2602c3-5f5f-4304-ae94-6b23900ff170']",41,,,,,,,,,,,,,,,,Czech Republic,00:23:41.917,Pass,,64.0,4.2,71.7,11.5,,,
,,,,,,,,,,,,,,,,,,,1.027805,,,,,,,,,,,,,,e4c59cb4-f361-45e9-810a-3290a79310be,782,,,"[71.9, 12.1]",3795109,23,,,,,1.8867666,,Left Foot,,,,"[70.2, 17.3]",,Ground Pass,,5.470832,,,Tomáš Holeš,,,,,,,1,Regular Play,Tomáš Souček,4870.0,Left Center Midfield,53,Czech Republic,912,"['656ecc61-c2ef-47ac-9ef4-74b3cd7db903', 'e6ec3028-50dc-490c-b869-fa0a97cc52ff']",42,,,,,,,,,,,,,,,,Czech Republic,00:23:42.578,Pass,True,71.9,12.1,70.2,17.3,,,
,,,,,,,,,,,,,,,,,,,0.958753,,,,,,,,,,,,,,7144ebe6-5e34-4863-8bee-0dc99f86905e,785,,,"[70.2, 17.3]",3795109,23,,,,,0.045082215,,Left Foot,,,,"[83.5, 17.9]",,Ground Pass,,13.313527,,,Patrik Schick,,,,,,,1,Regular Play,Tomáš Holeš,16469.0,Right Center Midfield,53,Czech Republic,912,['2883ebeb-e630-4806-bf8f-ac6939525288'],43,,,,,,,,,,,,,,,,Czech Republic,00:23:43.873,Pass,,70.2,17.3,83.5,17.9,,,
,,,,,,,,,,,,,,,,,,,1.257495,,,,,,,,,,,,,,2e9d4f27-99ce-42af-bb23-175e55953805,797,,,"[39.4, 75.2]",3795109,23,,,,,-0.10854603,,Right Foot,,,,"[55.0, 73.5]",,Ground Pass,,15.692355,,,Vladimír Coufal,,,,,,,1,Regular Play,Ondrej Celustka,30328.0,Right Center Back,53,Czech Republic,912,['de262825-26e5-4477-8134-9595ca0e59dc'],54,,,,,,,,,,,,,,,,Czech Republic,00:23:54.689,Pass,,39.4,75.2,55.0,73.5,,,
,,,,,,,,,,,,,,,,,,,1.468709,,,,,,,,,,,,,,f51d5ea9-c256-4f87-bb07-46cb5e39c8e7,801,,,"[53.5, 70.9]",3795109,23,,,,,-2.0753183,,Right Foot,,,,"[37.1, 41.2]",,Ground Pass,,33.927128,,,Tomáš Kalas,,,,,,,1,Regular Play,Vladimír Coufal,16570.0,Right Back,53,Czech Republic,912,"['03bee14b-b081-4095-88b6-15bd30831c90', 'ba0e36e9-e055-43a4-bf0d-f7ad0dcbd5fd']",57,,,,,,,,,,,,,,,,Czech Republic,00:23:57.725,Pass,True,53.5,70.9,37.1,41.2,,,
,,,,,,,,,,,,,,,,,,,1.015298,,,,,,,,,,,,,,354d6a50-00b6-46a7-af58-af6358b6ce15,804,,,"[36.9, 41.0]",3795109,24,,,,,1.0398746,,Right Foot,,,,"[43.3, 51.9]",,Ground Pass,,12.640016,,,Tomáš Souček,,,,,,,1,Regular Play,Tomáš Kalas,13197.0,Left Center Back,53,Czech Republic,912,['7c214c1d-2164-4a38-8723-8bd131b67622'],3,,,,,,,,,,,,,,,,Czech Republic,00:24:03.002,Pass,,36.9,41.0,43.3,51.9,,,
,,,,,,,,,,,,,,,,,,,1.313336,,,,,,,,,,,,,,4fcd2109-8ca1-484b-970a-83d5662bb59b,807,,,"[43.3, 51.9]",3795109,24,,,,,-2.0975468,,Right Foot,,,,"[35.1, 37.8]",,Ground Pass,,16.311039,,,Tomáš Kalas,,,,,,,1,Regular Play,Tomáš Souček,4870.0,Left Center Midfield,53,Czech Republic,912,['86bd450a-deb1-4346-8640-08a0db11010f'],4,,,,,,,,,,,,,,,,Czech Republic,00:24:04.057,Pass,,43.3,51.9,35.1,37.8,,,
,,,,,,,,,,,,,,,,,,,2.192685,,,,,,,,,,,,,,2d7d0b8e-0a53-4a2e-a968-bcb101355988,810,,,"[33.0, 38.0]",3795109,24,,,,,0.15799415,,Right Foot,,,,"[62.5, 42.7]",,High Pass,,29.87206,,,Lukáš Masopust,,,,,,,1,Regular Play,Tomáš Kalas,13197.0,Left Center Back,53,Czech Republic,912,['5dcdb0be-3f95-450d-82d3-163afd718b97'],6,,,,,,,,,,,,,,,,Czech Republic,00:24:06.761,Pass,,33.0,38.0,62.5,42.7,,,
,,,,,,,,,,,,,,,,,,,1.095719,,,,,,,,,,,,,,aff73eed-e613-4bc4-8214-5f21d0fe8fc3,818,,,"[49.9, 36.9]",3795109,24,,,,,1.2237347,,Right Foot,,,,"[51.6, 41.6]",,Ground Pass,,4.9979997,,,Tomáš Souček,,,,,,Recovery,1,Regular Play,Tomáš Holeš,16469.0,Right Center Midfield,53,Czech Republic,912,"['8f5316a5-f7c6-42a5-af0a-1ceed0279016', '9deac971-32bb-49d2-9439-7250da23cf87']",12,,,,,,,,,,,,,,,,Czech Republic,00:24:12.950,Pass,True,49.9,36.9,51.6,41.6,,,
,,,,,,,,,,,,,,,,,,,1.57312,,,,,,,,,,,,,,17c0ae3f-24db-496e-aa5e-2d0887177639,821,,,"[48.4, 36.3]",3795109,24,,,,,-1.5646802,,Right Foot,,,,"[48.6, 3.6]",,Ground Pass,,32.70061,,,Jan Bořil,,,,,,,1,Regular Play,Tomáš Souček,4870.0,Left Center Midfield,53,Czech Republic,912,['2a2bb9ab-b119-419e-8bb4-531d11bb626e'],14,,,,,,,,,,,,,,,,Czech Republic,00:24:14.681,Pass,,48.4,36.3,48.6,3.6,,,
,,,,,,,,,,,,,,,,,,,1.248996,,,,,,,,,,,,,,a2c11f09-294a-4b1d-a1e6-1f1e619c148b,824,,,"[54.2, 4.4]",3795109,24,,,,,0.0,,Left Foot,,,,"[68.1, 4.4]",,Ground Pass,,13.9,,,Lukáš Masopust,,,,,,,1,Regular Play,Jan Bořil,4875.0,Left Back,53,Czech Republic,912,['d979002f-10dd-4580-a53c-259e3786f9c3'],17,,,,,,,,,,,,,,,,Czech Republic,00:24:17.808,Pass,,54.2,4.4,68.1,4.4,,,
,,,,,,,,,,,,,,,,,,,0.913539,,,,,,,,,,,,,,d5f4da83-a8b7-42ed-8f56-b242fd74666d,827,,,"[76.6, 6.1]",3795109,24,,,,,-0.7853982,,Right Foot,,,,"[81.1, 1.6]",,Ground Pass,,6.363961,,,Jan Bořil,,,,,,,1,Regular Play,Lukáš Masopust,16472.0,Right Wing,53,Czech Republic,912,['657e2c5f-b13b-446b-9a9d-19e499e3de6b'],21,,,,,,,,,,,,,,,,Czech Republic,00:24:21.536,Pass,,76.6,6.1,81.1,1.6,,,
,,,,,,,,,,,,,,,,,,,0.842313,,,,,,,,,,,,,,2014418e-6579-4d36-becf-b39be036ae0f,830,,,"[84.1, 4.0]",3795109,24,,,,,2.4935358,,Right Foot,,,,"[77.1, 9.3]",,Ground Pass,,8.780091,,,Tomáš Holeš,,,,,,,1,Regular Play,Jan Bořil,4875.0,Left Back,53,Czech Republic,912,['19c405b3-7030-42af-829a-680f59a899b8'],23,,,,,,,,,,,,,,,,Czech Republic,00:24:23.628,Pass,,84.1,4.0,77.1,9.3,,,
,,,,,,,,,,,,,,,,,,,0.731174,,,,,,,,,,,,,,292d1c54-e284-4bad-a81e-bdc81d2830bc,836,,,"[76.4, 11.7]",3795109,24,,True,,,0.7853982,,Right Foot,,,,"[79.0, 14.3]",,Ground Pass,,3.6769552,,,Antonín Barák,,,,,,Free Kick,1,From Free Kick,Tomáš Holeš,16469.0,Right Center Midfield,54,Czech Republic,912,['52ba60a5-3228-40ce-bdca-3b4a9397c620'],36,,,,,,,,,,,,,,,,Czech Republic,00:24:36.084,Pass,,76.4,11.7,79.0,14.3,,,
,,,,,,,,,,,,,,,,,,,0.607335,,,,,,,,,,,,,,6a03248a-e843-40b0-873e-d737d90741a9,838,,,"[82.6, 14.9]",3795109,24,,,,,0.071307465,,Right Foot,,,,"[91.0, 15.5]",,Ground Pass,,8.421401,,,Jan Bořil,,,,,,,1,From Free Kick,Antonín Barák,7801.0,Center Attacking Midfield,54,Czech Republic,912,['9b2ccd92-aa53-4085-a68b-51cf769685ef'],37,,,,,,,,,,,,,,,,Czech Republic,00:24:37.459,Pass,,82.6,14.9,91.0,15.5,,,
,,,,,,,,,,,,,,,,,,,1.222997,,,,,,,,,,,,,,042a2850-9d14-402d-9cec-14e753fd4f4a,841,,,"[91.0, 11.7]",3795109,24,,,,,-1.8887446,,Left Foot,,,,"[88.4, 3.8]",,Ground Pass,,8.316851,,,Petr Ševčík,,,,,,,1,From Free Kick,Jan Bořil,4875.0,Left Back,54,Czech Republic,912,['3004555e-cc8b-4d6d-ae62-78a49598d9ea'],38,,,,,,,,,,,,,,,,Czech Republic,00:24:38.978,Pass,,91.0,11.7,88.4,3.8,,,
,,,,,,,,,,,,,,,,,,,2.416568,,,,,,,,,,,,,,4d2fc92c-96d7-4e01-9682-1ecba64a2e32,844,,,"[84.1, 5.1]",3795109,24,,,,,2.6022472,,Right Foot,,,,"[56.7, 21.5]",,Ground Pass,,31.933056,,,Tomáš Kalas,,,,,,,1,From Free Kick,Petr Ševčík,23454.0,Left Wing,54,Czech Republic,912,['2dab1400-4c2d-485a-92f6-0214b7373290'],41,,,,,,,,,,,,,,,,Czech Republic,00:24:41.844,Pass,,84.1,5.1,56.7,21.5,,,
,,,,,,,,,,,,,,,,,,,1.316764,,,,,,,,,,,,,,358d7984-b6b9-4716-b625-bc2d007734ba,847,,,"[56.1, 22.8]",3795109,24,,,,,-0.030524867,,Right Foot,,,,"[69.2, 22.4]",,Ground Pass,,13.106106,,,Petr Ševčík,,,,,,,1,From Free Kick,Tomáš Kalas,13197.0,Left Center Back,54,Czech Republic,912,['45bf1113-7ae1-478a-8709-2d7ab7806f9f'],46,,,,,,,,,,,,,,,,Czech Republic,00:24:46.644,Pass,,56.1,22.8,69.2,22.4,,,
,,,,,,,,,,,,,,,,,,,0.742433,,,,,,,,,,,,,,b070c887-e303-443c-847d-ee1b1669349b,851,,,"[64.7, 21.5]",3795109,24,,,,,1.9058794,,Right Foot,,,,"[60.8, 32.7]",,Ground Pass,,11.859595,,,Tomáš Souček,,,,,,,1,From Free Kick,Petr Ševčík,23454.0,Left Wing,54,Czech Republic,912,['a261f06f-bd5f-4d2a-8023-991f88bcab3f'],50,,,,,,,,,,,,,,,,Czech Republic,00:24:50.531,Pass,,64.7,21.5,60.8,32.7,,,
,,,,,,,,,,,,,,,,,,,0.620374,,,,,,,,,,,,,,d9b981ae-0501-4297-b622-59f150f84155,854,,,"[55.2, 27.3]",3795109,24,,,,,-0.5738859,,Right Foot,,,,"[65.1, 20.9]",,Ground Pass,,11.788554,,,Tomáš Holeš,,,,,,,1,From Free Kick,Tomáš Souček,4870.0,Left Center Midfield,54,Czech Republic,912,['4b23663e-5c85-42e7-8b6d-b726f58c3253'],52,,,,,,,,,,,,,,,,Czech Republic,00:24:52.480,Pass,,55.2,27.3,65.1,20.9,,,
,,,,,,,,,,,,,,,,,,,0.744285,,,,,,,,,,,,,,1ef9308e-3e96-420e-8eaf-62cf88d7c1cb,857,,,"[64.2, 21.8]",3795109,24,,,,,1.622923,,Right Foot,,,,"[63.6, 33.3]",,Ground Pass,,11.515641,,,Petr Ševčík,,,,,,,1,From Free Kick,Tomáš Holeš,16469.0,Right Center Midfield,54,Czech Republic,912,['4a785382-6f78-478a-892f-fc1ec10b2e0a'],54,,,,,,,,,,,,,,,,Czech Republic,00:24:54.027,Pass,,64.2,21.8,63.6,33.3,,,
,,,,,,,,,,,,,,,,,,,2.087013,,,,,,,,,,,,,,89d256b7-2db9-4c9f-8a80-37306d1073c8,860,,,"[75.8, 44.4]",3795109,24,,,,,1.1332866,,Right Foot,,,,"[90.3, 75.4]",,Ground Pass,,34.22353,,,Vladimír Coufal,,,,,,,1,From Free Kick,Petr Ševčík,23454.0,Left Wing,54,Czech Republic,912,['e035ca5b-e22f-4a9c-a72f-7e182ff321d8'],58,,,,,,,,,,,,,,,,Czech Republic,00:24:58.044,Pass,,75.8,44.4,90.3,75.4,,,
,,,,,,,,,,,,,,,,,,,1.879143,,,,,,,,,,,,,,61ed8465-58b6-4f95-ad36-e93dae1476cb,863,,,"[96.1, 72.2]",3795109,25,,,,,-1.1447833,,Right Foot,True,,,"[112.8, 35.4]",,High Pass,,40.412003,Incomplete,,Patrik Schick,,,,,,,1,From Free Kick,Vladimír Coufal,16570.0,Right Back,54,Czech Republic,912,"['43644c92-7cf5-47ed-a7bc-9fbe9c5bf0b3', 'a45fcc24-e8b2-49e6-b400-18f7a2d74fe1']",1,,,,,,,,,,,,,,,,Czech Republic,00:25:01.871,Pass,,96.1,72.2,112.8,35.4,,,
,,,,,,,,,,,,,,,,,,,1.902818,,,,,,,,,,,,,,8eb9cbcc-858e-428e-8e53-d0c669dd36c5,866,,,"[120.0, 0.1]",3795109,25,,,,,1.764464,1512279b-dbfd-4e10-a6be-4180fa57dd23,Right Foot,,,,"[111.9, 41.4]",,High Pass,True,42.086815,,,Tomáš Souček,True,,True,Inswinging,,Corner,1,From Corner,Petr Ševčík,23454.0,Left Wing,55,Czech Republic,912,['ccce6d46-6787-4761-be11-4c736368c9bc'],31,,,,,,,,,,,,,,,,Czech Republic,00:25:31.472,Pass,,120.0,0.1,111.9,41.4,,,
,,,,,,,,,,,,,,,,,,,2.959126,,,,,,,,,,,,,,a1617430-dd44-4396-be98-0b13ea90ba23,871,,,"[7.0, 44.1]",3795109,26,,,,,-0.11782625,,Right Foot,,,,"[63.6, 37.4]",,High Pass,,56.995174,,,Kasper Dolberg,,,,,,Goal Kick,1,From Goal Kick,Kasper Schmeichel,3815.0,Goalkeeper,56,Denmark,776,['cc5dc0c0-1f78-498c-b5e3-68d9ff9b72de'],0,,,,,,,,,,,,,,,,Denmark,00:26:00.070,Pass,,7.0,44.1,63.6,37.4,,,
,,,,,,,,,,,,,,,,,,,0.928188,,,,,,,,,,,,,,e1e5aa52-e858-4ecd-ab36-94c4eac92e62,882,,,"[54.6, 27.8]",3795109,26,,,,,-1.1773456,,Left Foot,,,,"[63.4, 6.6]",,Ground Pass,,22.953867,,,Joakim Mæhle,,,,,,,1,From Goal Kick,Kasper Dolberg,6302.0,Center Forward,56,Denmark,776,"['d0ed3e34-9e28-4e11-9d65-7a2a32074b82', 'ebbb02db-98bb-48ad-9b09-f756eb1a1c5e']",8,,,,,,,,,,,,,,,,Denmark,00:26:08.320,Pass,True,54.6,27.8,63.4,6.6,,,
