50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,"[100.1, 63.9]",,,,,,,,,,,,3.410245,,,,,,,,,,,,,368db78d-bdd6-4f60-b8b6-e620ed052955,3479,,,"[84.8, 70.4]",3788771,88,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nathan Patterson,37338.0,Right Back,171,Scotland,942,"['0cce83e9-6ad3-4104-a901-c4e645bfd6d6', '687af37c-5180-453a-bbe1-a693c48f5a8a', 'c7542bcb-5706-463d-be61-131dd904b448']",52,,,,,,,,,,,,,,,Scotland,00:43:52.943,Carry,True,84.8,70.4,,,,,
,,,,"[17.9, 20.0]",,,,,,,,,,,,4.462962,,,,,,,,,,,,,90b4ff2a-c2fc-47e5-80a0-11ba568018bd,3483,,,"[20.0, 16.2]",3788771,88,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Ante Rebić,5465.0,Left Wing,172,Croatia,785,"['65b93641-4ce5-4542-bf23-08e3437a369a', '78edb982-4aac-4f7f-af3e-d46af92625b5', 'c9ee01ec-3a6c-4b25-9622-621f539a61a5']",56,,,,,,,,,,,,,,,Croatia,00:43:56.353,Carry,True,20.0,16.2,,,,,
,,,,"[47.7, 12.4]",,,,,,,,,,,,2.90033,,,,,,,,,,,,,2d45e74e-2931-482e-b327-7c838bca9059,3488,,,"[29.9, 18.4]",3788771,89,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Mateo Kovačić,5456.0,Left Center Midfield,172,Croatia,785,"['c4ed7388-aea9-4103-84b7-afb6bd3f6a40', 'ee7806d7-a616-48e7-9755-f19a8878a642']",2,,,,,,,,,,,,,,,Croatia,00:44:02.092,Carry,,29.9,18.4,,,,,
,,,,"[111.4, 16.2]",,,,,,,,,,,,6.668774,,,,,,,,,,,,,a565b83f-dbe5-4dbe-9f77-ab473d459321,3491,,,"[71.9, 10.3]",3788771,89,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Andrej Kramarić,5460.0,Center Forward,172,Croatia,785,"['00fd3517-80ba-4070-98bd-fca329344e66', '1f4ad7ef-0ebd-4526-b1db-c4cb0edb4f57', '90c5ed3b-53cf-4a9e-abfd-69e09f797084']",6,,,,,,,,,,,,,,,Croatia,00:44:06.592,Carry,True,71.9,10.3,,,,,
,,,,"[101.3, 24.6]",,,,,,,,,,,,2.366123,,,,,,,,,,,,,af0dc662-0ef5-4227-8387-0e9e4ec8f4c8,3498,,,"[105.7, 25.8]",3788771,89,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Andrej Kramarić,5460.0,Center Forward,173,Croatia,785,"['4071421c-4660-48bb-b111-617b10d9c467', '56aa34cf-33a2-48b4-8b18-281be7ab94f3', 'd578a0a5-9793-4320-a798-a5c936bb1f9f']",59,,,,,,,,,,,,,,,Croatia,00:44:59.629,Carry,True,105.7,25.8,,,,,
,,,,"[86.9, 35.9]",,,,,,,,,,,,0.98555,,,,,,,,,,,,,2dcb33d0-c1c8-470a-ab26-db326665bdd8,3501,,,"[91.1, 36.1]",3788771,90,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Marcelo Brozović,5469.0,Center Defensive Midfield,173,Croatia,785,"['b22ffe71-efef-419c-bca7-1be05a18f5a1', 'f204b37e-e1f3-4833-9e96-a310b222f9f8']",3,,,,,,,,,,,,,,,Croatia,00:45:03.168,Carry,,91.1,36.1,,,,,
,,,,"[76.5, 11.7]",,,,,,,,,,,,2.188526,,,,,,,,,,,,,a171c723-0105-4504-bf48-25f3bd21199e,3504,,,"[82.1, 15.8]",3788771,90,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Luka Modrić,5463.0,Right Center Midfield,173,Croatia,785,"['42a6c0aa-4549-4a06-9a49-62822f5856e9', '90bf1bf6-a959-47dc-ab94-ffcac5de60dd', 'c331c39e-97e1-4b04-a1b0-4fa04bd0e019']",5,,,,,,,,,,,,,,,Croatia,00:45:05.781,Carry,True,82.1,15.8,,,,,
,,,,"[84.4, 5.2]",,,,,,,,,,,,0.777927,,,,,,,,,,,,,6ce38370-7c41-4817-8a39-83f0449f42bf,3508,,,"[84.4, 5.2]",3788771,90,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Mateo Kovačić,5456.0,Left Center Midfield,173,Croatia,785,"['2f0fb07c-c7d1-4064-959a-099c27202879', 'ff8ca431-87e0-485e-8d7e-a01aa39fb591']",8,,,,,,,,,,,,,,,Croatia,00:45:08.721,Carry,,84.4,5.2,,,,,
,,,,"[68.6, 9.3]",,,,,,,,,,,,0.709535,,,,,,,,,,,,,5ea6c5ef-a4fc-42cf-bae9-34ccca1a7c7e,3511,,,"[69.8, 8.4]",3788771,90,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Luka Modrić,5463.0,Right Center Midfield,173,Croatia,785,"['31ef7122-9c5c-4303-bd51-406c9a3ba484', 'bfabc023-62c6-47a5-8c99-9d502f718a22']",10,,,,,,,,,,,,,,,Croatia,00:45:10.276,Carry,,69.8,8.4,,,,,
,,,,"[50.2, 11.1]",,,,,,,,,,,,1.594227,,,,,,,,,,,,,01b93638-f750-464d-a927-1bc7f78c5ce9,3514,,,"[53.9, 10.7]",3788771,90,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Borna Barišić,11127.0,Left Back,173,Croatia,785,"['4a3b69ed-42d0-4ac1-a927-00fc0e1c1a4e', 'fdc50a45-e6f3-4794-8466-93211886fe2d']",11,,,,,,,,,,,,,,,Croatia,00:45:11.848,Carry,,53.9,10.7,,,,,
