ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f866e665-367c-485f-8315-b259ac6348c1,1,,,,3788754,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy,914,,0,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 11514, 'name': 'Giovanni Di Lorenzo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 8286, 'name': 'Leonardo Spinazzola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8181, 'name': 'Nicolò Barella'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 7038, 'name': 'Manuel Locatelli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Italy,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,59dbfac2-8226-4a24-a512-f54a041900e8,2,,,,3788754,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy,914,,0,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 22}, {'player': {'id': 5549, 'name': 'Manuel Obafemi Akanji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 16027, 'name': 'Kevin Mbabu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 13}, {'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5545, 'name': 'Breel-Donald Embolo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Switzerland,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,91007861-a2e2-462b-9827-9cef3677da0d,3,,,,3788754,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy,914,['eb9ce502-ff91-4101-be16-241068daab73'],0,,,,,,,,,,,,,,,Switzerland,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,eb9ce502-ff91-4101-be16-241068daab73,4,,,,3788754,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy,914,['91007861-a2e2-462b-9827-9cef3677da0d'],0,,,,,,,,,,,,,,,Italy,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7df34a89-6578-4459-b21f-1468b33f4e4a,1987,,,,3788754,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,81,Italy,914,['740e23f7-1642-4677-a7b8-3993e0c9ff7a'],0,,,,,,,,,,,,,,,Italy,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,740e23f7-1642-4677-a7b8-3993e0c9ff7a,1988,,,,3788754,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,81,Italy,914,['7df34a89-6578-4459-b21f-1468b33f4e4a'],0,,,,,,,,,,,,,,,Switzerland,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,1.245499,,,,,,,,,,,,,,1eaf43f8-00ed-4b5e-b422-709e3c1cb1b1,5,,,"[60.0, 40.0]",3788754,0,,,,-3.0111165,,Left Foot,,,"[37.9, 37.1]",,Ground Pass,,22.28946,,,,,Manuel Obafemi Akanji,,,,,Kick Off,1,From Kick Off,Xherdan Shaqiri,3533.0,Center Attacking Midfield,2,Switzerland,773,['4cf3d463-4d94-47f3-ac3b-2e680cc1d4fe'],0,,,,,,,,,,,,,,,Switzerland,00:00:00.149,Pass,,60.0,40.0,37.9,37.1,,,
,,,,,,,,,,,,,,,,2.645858,,,,,,,,,,,,,,c989cf51-d594-411d-80ae-a8fdf55a92f3,8,,,"[39.2, 37.1]",3788754,0,,,,0.7740207,,Right Foot,,,"[79.2, 76.2]",,High Pass,,55.93577,,,Unknown,,Kevin Mbabu,,,,,,1,From Kick Off,Manuel Obafemi Akanji,5549.0,Left Center Back,2,Switzerland,773,['4450839a-0bfd-4dcc-a3d7-279d3ffa9749'],2,,,,,,,,,,,,,,,Switzerland,00:00:02.883,Pass,,39.2,37.1,79.2,76.2,,,
,,,,,,,,,,,,,,,,1.374602,,,,,,,,,,,,,,d8d197e3-295a-4659-9e72-e7d81a2a0185,12,,,"[81.1, 76.0]",3788754,0,,,,-0.9933567,,Left Foot,,,"[102.6, 43.0]",,High Pass,,39.38591,,,Incomplete,,Nico Elvedi,,,,,Free Kick,1,From Free Kick,Xherdan Shaqiri,3533.0,Center Attacking Midfield,3,Switzerland,773,"['20ac39ed-59c9-409d-a329-d1fcf7d270bd', '674f85fe-493a-465f-8ce9-bd5be5c54322']",37,,,,,,,,,,,,,,,Switzerland,00:00:37.623,Pass,,81.1,76.0,102.6,43.0,,,
,,,,,,,,,,,,,,,,2.86048,,,,,,,,,,,,,,ff93a040-ea69-4d36-bba2-5af71f21c4d2,16,,,"[63.8, 39.4]",3788754,0,,,,0.6103488,,Right Foot,,,"[99.4, 64.3]",,High Pass,,43.44387,,,,,Xherdan Shaqiri,,,,,Recovery,1,From Free Kick,Kevin Mbabu,16027.0,Right Wing Back,3,Switzerland,773,"['1753a40b-5835-4fe9-bbee-11c967445778', '4ea05ec4-d0d9-4c42-b1d1-65c1f9012aea']",44,,,,,,,,,,,,,,,Switzerland,00:00:44.069,Pass,True,63.8,39.4,99.4,64.3,,,
,,,,,,,,,,,,,,,,1.380934,,,,,,,,,,,,,,4b852132-c1a2-4e9a-b139-940feae0963f,20,,,"[82.6, 74.8]",3788754,0,,,,-2.7943003,,Left Foot,,,"[66.3, 68.9]",,Ground Pass,,17.334936,,,,,Remo Freuler,,,,,,1,From Free Kick,Xherdan Shaqiri,3533.0,Center Attacking Midfield,3,Switzerland,773,['d09c0d33-bd22-4c19-89ba-3cb0487240c7'],52,,,,,,,,,,,,,,,Switzerland,00:00:52.582,Pass,,82.6,74.8,66.3,68.9,,,
,,,,,,,,,,,,,,,,0.968028,,,,,,,,,,,,,,13033bfe-8820-4de9-8c4e-58d9673ea2d2,23,,,"[66.3, 68.9]",3788754,0,,,,-1.5707964,,Right Foot,,,"[66.3, 53.4]",,Ground Pass,,15.5,,,,,Granit Xhaka,,,,,,1,From Free Kick,Remo Freuler,6983.0,Right Defensive Midfield,3,Switzerland,773,['b5669192-369f-43df-8a65-685128a684cb'],54,,,,,,,,,,,,,,,Switzerland,00:00:54.604,Pass,,66.3,68.9,66.3,53.4,,,
,,,,,,,,,,,,,,,,1.650076,,,,,,,,,,,,,,038fb2a3-70df-463c-9b86-b3d3a5e4c522,27,,,"[61.8, 48.5]",3788754,0,,,,2.6868734,,Right Foot,,,"[43.8, 57.3]",,Ground Pass,,20.035967,,,,,Fabian Lukas Schär,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,3,Switzerland,773,"['4f23cd69-f3bf-42cb-8d0e-9daf16322c42', '5e1490ec-6f0d-441d-adb6-2ef3e951f5a6']",56,,,,,,,,,,,,,,,Switzerland,00:00:56.374,Pass,True,61.8,48.5,43.8,57.3,,,
,,,,,,,,,,,,,,,,1.107692,,,,,,,,,,,,,,343ddc72-d069-4177-b8aa-457289dea9b0,30,,,"[41.8, 59.4]",3788754,0,,,,1.3619654,,Right Foot,,,"[45.0, 74.5]",,Ground Pass,,15.435349,,,,,Nico Elvedi,,,,,,1,From Free Kick,Fabian Lukas Schär,5537.0,Center Back,3,Switzerland,773,['34e55df0-4bbb-49f0-9ab7-f33093ca4076'],58,,,,,,,,,,,,,,,Switzerland,00:00:58.763,Pass,,41.8,59.4,45.0,74.5,,,
,,,,,,,,,,,,,,,,1.115816,,,,,,,,,,,,,,3fc3c0f6-da1c-4500-aa87-1535f4344f39,34,,,"[46.0, 74.8]",3788754,1,,,,0.08515939,,Right Foot,,,"[62.4, 76.2]",,Ground Pass,,16.459648,,,,,Xherdan Shaqiri,,,,,,1,From Free Kick,Nico Elvedi,8814.0,Right Center Back,3,Switzerland,773,"['6e08b41c-9316-4da0-ba90-4e6ee4e57019', '9cc06ad1-631b-4911-adda-dc2ccc6bfebd']",0,,,,,,,,,,,,,,,Switzerland,00:01:00.777,Pass,True,46.0,74.8,62.4,76.2,,,
,,,,,,,,,,,,,,,,2.610371,,,,,,,,,,,,,,43c8ce6b-cdba-4f93-9893-5dbcf2d3a302,38,,,"[53.1, 65.3]",3788754,1,,,,-2.03937,,Left Foot,,,"[32.6, 24.8]",,Low Pass,,45.39273,,,,,Manuel Obafemi Akanji,,True,,,,1,From Free Kick,Xherdan Shaqiri,3533.0,Center Attacking Midfield,3,Switzerland,773,"['8983a782-eff0-45e8-8f9a-48d8969d7046', 'c79b3db5-75ad-47d3-bffd-258be193f368']",5,,,,,,,,,,,,,,,Switzerland,00:01:05.176,Pass,True,53.1,65.3,32.6,24.8,,,
,,,,,,,,,,,,,,,,1.635537,,,,,,,,,,,,,,836453e6-7382-4647-9a81-405d2504f847,41,,,"[32.6, 24.6]",3788754,1,,,,-0.7114591,,Right Foot,,,"[55.8, 4.6]",,Ground Pass,,30.630703,,,,,Ricardo Iván Rodríguez Araya,,,,,,1,From Free Kick,Manuel Obafemi Akanji,5549.0,Left Center Back,3,Switzerland,773,['e4d641db-bef3-4cf5-b8d1-fec77ea200e9'],9,,,,,,,,,,,,,,,Switzerland,00:01:09.064,Pass,,32.6,24.6,55.8,4.6,,,
,,,,,,,,,,,,,,,,1.415939,,,,,,,,,,,,,,f2131d68-3993-4c45-b836-19b3386cf107,45,,,"[55.0, 9.9]",3788754,1,,,,0.39243764,,Right Foot,,,"[85.2, 22.4]",,High Pass,,32.684708,,,Incomplete,,Haris Seferović,,,,,,1,From Free Kick,Ricardo Iván Rodríguez Araya,5544.0,Left Wing Back,3,Switzerland,773,"['0d44d9f7-ab3d-4013-bb9a-edea5b7fd22d', 'dec9b7fd-b619-4206-aeb1-36c693fb175a']",12,,,,,,,,,,,,,,,Switzerland,00:01:12.348,Pass,,55.0,9.9,85.2,22.4,,,
,,,,,,,,,,,,,,,,2.159768,,,,,,,,,,,,,,dec9b7fd-b619-4206-aeb1-36c693fb175a,47,,,"[34.9, 57.7]",3788754,1,,,,0.43149495,,Other,,,"[48.8, 64.1]",,Low Pass,,15.302614,,,,,Jorge Luiz Frello Filho,,,,,Interception,1,From Free Kick,Leonardo Bonucci,7173.0,Right Center Back,3,Switzerland,773,"['3fe2b5f8-a44a-42a1-8fc2-a2dbfced0416', 'f2131d68-3993-4c45-b836-19b3386cf107']",13,,,,,,,,,,,,,,,Italy,00:01:13.764,Pass,,34.9,57.7,48.8,64.1,,,
,,,,,,,,,,,,,,,,1.112588,,,,,,,,,,,,,,c3cc4f45-d63a-4c2c-a17f-9b5f542fecfa,55,,,"[98.7, 15.5]",3788754,1,,,,-1.1263771,,Left Foot,,,"[104.7, 2.9]",,Ground Pass,,13.955644,,,,,Granit Xhaka,,,,,,1,From Free Kick,Haris Seferović,5543.0,Right Center Forward,3,Switzerland,773,['e9d7e2cd-fbd0-43e7-b9bc-8e5d0c2ac8bb'],23,,,,,,,,,,,,,,,Switzerland,00:01:23.903,Pass,,98.7,15.5,104.7,2.9,,,
,,,,,,,,,,,,,,,,0.055037,,,,,,,,,,,,,,ad5b7ec8-7c2f-4f73-b2b8-f221020a3b1f,58,,,"[104.7, 2.9]",3788754,1,,,,1.2444375,,Left Foot,,,"[106.9, 9.4]",,Low Pass,,6.8622155,,,Incomplete,,,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,3,Switzerland,773,['e33e2439-e34f-45cc-8162-2753678c2760'],25,,,,,,,,,,,,,,,Switzerland,00:01:25.874,Pass,,104.7,2.9,106.9,9.4,,,
,,,,,,,,,,,,,,,,1.638549,,,,,,,,,,,,,,bf22b898-5a35-4703-948e-00dccaf1b553,60,,,"[86.7, 0.1]",3788754,1,True,,,2.5149887,,,,,"[70.4, 11.9]",,Low Pass,,20.122873,,,,,Manuel Obafemi Akanji,,,,,Throw-in,1,From Throw In,Ricardo Iván Rodríguez Araya,5544.0,Left Wing Back,4,Switzerland,773,['09daaa01-9f4e-41fa-83c2-aa9637bddfb6'],31,,,,,,,,,,,,,,,Switzerland,00:01:31.544,Pass,,86.7,0.1,70.4,11.9,,,
,,,,,,,,,,,,,,,,2.032146,,,,,,,,,,,,,,73673891-40e8-4c2c-9fb0-19dd4afa56d9,62,,,"[72.4, 19.8]",3788754,1,,,,2.473137,,Left Foot,,,"[52.9, 35.2]",,Ground Pass,,24.847736,,,,,Fabian Lukas Schär,,,,,,1,From Throw In,Manuel Obafemi Akanji,5549.0,Left Center Back,4,Switzerland,773,['586afcc1-e20a-4b92-8d4d-b894d030eafe'],35,,,,,,,,,,,,,,,Switzerland,00:01:35.650,Pass,,72.4,19.8,52.9,35.2,,,
,,,,,,,,,,,,,,,,2.480375,,,,,,,,,,,,,,1fc2476b-e147-4aae-bd0b-2f039adad2a5,65,,,"[53.1, 38.0]",3788754,1,,,,-0.8502832,,Right Foot,,,"[82.6, 4.4]",,High Pass,,44.712524,,,,,Ricardo Iván Rodríguez Araya,,,,,,1,From Throw In,Fabian Lukas Schär,5537.0,Center Back,4,Switzerland,773,['f11d6189-1809-4ad7-91e7-bfd8be38e7f8'],38,,,,,,,,,,,,,,,Switzerland,00:01:38.594,Pass,,53.1,38.0,82.6,4.4,,,
,,,,,,,,,,,,,,,,1.244864,,,,,,,,,,,,,,bb568f73-2e60-4b90-9ebf-d4f08bc5779b,69,,,"[88.1, 3.9]",3788754,1,,,,2.5153313,,Left Foot,,,"[74.0, 14.1]",,Ground Pass,,17.402586,,,,,Granit Xhaka,,,,,,1,From Throw In,Ricardo Iván Rodríguez Araya,5544.0,Left Wing Back,4,Switzerland,773,"['4be475c3-ff2d-4f50-b37d-5688d7fe8919', 'ec457f07-4e2e-42f6-beef-52dd475df4ff']",44,,,,,,,,,,,,,,,Switzerland,00:01:44.706,Pass,True,88.1,3.9,74.0,14.1,,,
,,,,,,,,,,,,,,,,1.533853,,,,,,,,,,,,,,083c360d-9d77-44a6-93f0-ef5c53c90131,72,,,"[66.0, 14.8]",3788754,1,,,,-1.3769978,,Left Foot,,,"[68.1, 4.1]",,Ground Pass,,10.904128,,,,,Manuel Obafemi Akanji,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,4,Switzerland,773,['149e3ccd-2953-46b5-bd2b-9908ac90decc'],49,,,,,,,,,,,,,,,Switzerland,00:01:49.457,Pass,,66.0,14.8,68.1,4.1,,,
,,,,,,,,,,,,,,,,0.479194,,,,,,,,,,,,,,4e353f23-1d42-49a7-9900-f6ac1fe6ee9e,75,,,"[77.2, 3.7]",3788754,1,,,,0.60107374,,Left Foot,,,"[84.2, 8.5]",,Ground Pass,,8.487638,,,Incomplete,,Xherdan Shaqiri,,,,,,1,From Throw In,Manuel Obafemi Akanji,5549.0,Left Center Back,4,Switzerland,773,"['1868a3b0-6fae-42ea-a90a-8923936d6764', 'ec139b72-308b-43b7-b3c0-2f2ee1cb4bc6']",52,,,,,,,,,,,,,,,Switzerland,00:01:52.707,Pass,,77.2,3.7,84.2,8.5,,,
,,,,,,,,,,,True,,,,,1.017693,,,,,,,,,,,,,,ec139b72-308b-43b7-b3c0-2f2ee1cb4bc6,77,,,"[35.9, 71.6]",3788754,1,,,,0.24497867,,Right Foot,,,"[41.5, 73.0]",,Low Pass,,5.772348,,,,,Nicolò Barella,,,,,Interception,1,From Counter,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,5,Italy,914,"['4e353f23-1d42-49a7-9900-f6ac1fe6ee9e', 'c5dfdf0b-c09f-49e8-b675-2cb1bb0cdc5f']",53,,,,,,,,,,,,,,,Italy,00:01:53.186,Pass,,35.9,71.6,41.5,73.0,,,
,,,,,,,,,,,,,,,,1.86579,,,,,,,,,,,,,,8f45a287-ef92-4367-be48-14bb9edb8839,81,,,"[50.2, 70.7]",3788754,1,,,,0.27094686,,Right Foot,,,"[77.2, 78.2]",,Low Pass,,28.022312,,,,,Domenico Berardi,,,,,,1,From Counter,Nicolò Barella,8181.0,Right Center Midfield,5,Italy,914,"['62c32583-f5b3-4462-9b27-a083811aa4a6', 'ccfbdcfe-d34c-4c08-91ae-081d83fbdb27']",56,,,,,,,,,,,,,,,Italy,00:01:56.637,Pass,True,50.2,70.7,77.2,78.2,,,
,,,,,,,,,,,,,,,,2.515043,,,,,,,,,,,,,,aa7f26d9-4b40-4756-b0ee-b7dbb4282011,87,,,"[15.7, 40.7]",3788754,2,,,,0.29619965,,Right Foot,,,"[52.4, 51.9]",,High Pass,,38.370953,,,,,Haris Seferović,,,,,Recovery,1,Regular Play,Fabian Lukas Schär,5537.0,Center Back,6,Switzerland,773,['2769afd5-29bd-4255-894b-6418379a073f'],4,,,,,,,,,,,,,,,Switzerland,00:02:04.908,Pass,,15.7,40.7,52.4,51.9,,,
,,,,,,,,,,,,,,,,1.627214,,,,,,,,,,,,,,9aea17bb-c425-412d-a961-72e645b80a12,90,,,"[50.4, 51.2]",3788754,2,,,,-2.0771227,,Other,,,"[44.3, 40.2]",,Low Pass,,12.5781555,,,,,Breel-Donald Embolo,,,,,,1,Regular Play,Haris Seferović,5543.0,Right Center Forward,6,Switzerland,773,['0f6c720b-659e-4d32-964a-6e892de984a3'],7,,,,,,,,,,,,,,,Switzerland,00:02:07.423,Pass,,50.4,51.2,44.3,40.2,,,
,,,,,,,,,,,,,,,,0.734012,,,,,,,,,,,,,,baa94654-6394-4bfc-accb-7d131b4631ba,93,,,"[43.1, 39.9]",3788754,2,,,,-1.9058794,,Left Foot,,,"[39.2, 28.7]",,Ground Pass,,11.859595,,,,,Xherdan Shaqiri,,,,,,1,Regular Play,Breel-Donald Embolo,5545.0,Left Center Forward,6,Switzerland,773,"['d88c30c1-11bf-4598-9244-53eddb1e5301', 'f90b974f-1795-4c95-b62b-2fbd424c8510']",9,,,,,,,,,,,,,,,Switzerland,00:02:09.050,Pass,True,43.1,39.9,39.2,28.7,,,
,,,,,,,,,,,,,,,,2.78025,,,,,,,,,,,,,,58a564d0-6654-4c04-b850-80faaa5e5a5f,96,,,"[50.4, 24.1]",3788754,2,,,,-1.0264118,,Right Foot,,,"[61.6, 5.6]",,Ground Pass,,21.626143,,,,,Ricardo Iván Rodríguez Araya,,,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Center Attacking Midfield,6,Switzerland,773,['f172e650-0283-414a-af91-0fb0a16eb72f'],11,,,,,,,,,,,,,,,Switzerland,00:02:11.758,Pass,,50.4,24.1,61.6,5.6,,,
,,,,,,,,,,,,,,,,0.738028,,,,,,,,,,,,,,48940ffd-ab05-4117-93d3-15f32462def2,99,,,"[75.2, 6.7]",3788754,2,,,,0.9332475,,Left Foot,,,"[79.2, 12.1]",,Ground Pass,,6.720119,,,,,Breel-Donald Embolo,,,,,,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Wing Back,6,Switzerland,773,['7276a00e-d6aa-47ad-a0c9-fb31c280118b'],17,,,,,,,,,,,,,,,Switzerland,00:02:17.563,Pass,,75.2,6.7,79.2,12.1,,,
,,,,,,,,,,,,,,,,1.893108,,,,,,,,,,,,,,eea1c17d-fd75-4b9e-a81b-60fd8c83c4db,102,,,"[88.7, 16.7]",3788754,2,,,,0.23060593,,Right Foot,,,"[111.7, 22.1]",,Ground Pass,,23.62541,,,,,Haris Seferović,,,,,,1,Regular Play,Breel-Donald Embolo,5545.0,Left Center Forward,6,Switzerland,773,['8b09379f-cf59-436d-96a9-db7adeeeebc3'],20,,,,,,,,,,,,,,,Switzerland,00:02:20.107,Pass,,88.7,16.7,111.7,22.1,,,
,,,,,,,,,,,,,,,,3.480481,,,,,,,,,,,,,,4ecdbd56-2df9-4f5b-8852-5274d6413dc5,112,,,"[7.5, 54.1]",3788754,2,,,,-0.7670936,,Left Foot,,,"[52.0, 11.2]",,High Pass,,61.81149,,,Incomplete,,Ciro Immobile,,True,,,,1,Regular Play,Giorgio Chiellini,6954.0,Left Center Back,6,Switzerland,773,"['383ac9d7-af9b-4c4b-975a-c5ae51ca9d8a', 'e6df2b69-d907-4e13-8c24-6f9ae172fda9', 'ef7f18ec-4d3d-4022-96df-a00b5fe8bb53']",26,,,,,,,,,,,,,,,Italy,00:02:26.267,Pass,True,7.5,54.1,52.0,11.2,,,
,,,,,,,,,,,,,,,,1.888577,,,,,,,,,,,,,,ef7f18ec-4d3d-4022-96df-a00b5fe8bb53,114,,,"[68.1, 68.9]",3788754,2,,,,-2.2142975,,Head,,,"[54.3, 50.5]",,High Pass,,23.0,,,,,Fabian Lukas Schär,,,,,Recovery,1,Regular Play,Nico Elvedi,8814.0,Right Center Back,6,Switzerland,773,"['0af3f482-e457-437a-bb74-696a1c9db237', '4ecdbd56-2df9-4f5b-8852-5274d6413dc5']",29,,,,,,,,,,,,,,,Switzerland,00:02:29.747,Pass,,68.1,68.9,54.3,50.5,,,
,,,,,,,,,,,,,,,,1.754323,,,,,,,,,,,,,,b76cac24-ebac-4d75-aa95-9ff23a0186cc,117,,,"[54.0, 50.5]",3788754,2,,,,1.5919572,,Right Foot,,,"[53.6, 69.4]",,Low Pass,,18.904232,,,,,Nico Elvedi,,,,,,1,Regular Play,Fabian Lukas Schär,5537.0,Center Back,6,Switzerland,773,['31ef604c-f556-403d-8c47-2faae59517d1'],31,,,,,,,,,,,,,,,Switzerland,00:02:31.636,Pass,,54.0,50.5,53.6,69.4,,,
,,,,,,,,,,,,,,,,0.850349,,,,,,,,,,,,,,860e8a76-0055-4859-b6a8-e648e901bf15,120,,,"[54.7, 72.3]",3788754,2,,,,-1.344523,,Right Foot,,,"[57.9, 58.4]",,Ground Pass,,14.26359,,,,,Remo Freuler,,,,,,1,Regular Play,Nico Elvedi,8814.0,Right Center Back,6,Switzerland,773,['4861697e-6463-46ec-b0d2-7308a1b51906'],34,,,,,,,,,,,,,,,Switzerland,00:02:34.263,Pass,,54.7,72.3,57.9,58.4,,,
,,,,,,,,,,,,,,,,1.369168,,,,,,,,,,,,,,42ad41be-de2c-4d75-b335-bf960d8f1660,123,,,"[56.7, 50.9]",3788754,2,,,,-1.5490606,,Right Foot,,,"[57.0, 37.1]",,Ground Pass,,13.803261,,,,,Granit Xhaka,,,,,,1,Regular Play,Remo Freuler,6983.0,Right Defensive Midfield,6,Switzerland,773,['d1c762b3-8c1a-46cb-be77-67b8ccbab9a4'],36,,,,,,,,,,,,,,,Switzerland,00:02:36.103,Pass,,56.7,50.9,57.0,37.1,,,
,,,,,,,,,,,,,,,,0.882755,,,,,,,,,,,,,,ee45f9f9-1d1d-4faa-bf2a-21d08cfb61ce,126,,,"[63.3, 38.5]",3788754,2,,,,1.610775,,Left Foot,,,"[62.6, 56.0]",,Ground Pass,,17.513994,,,,,Remo Freuler,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,6,Switzerland,773,['917be6b3-9a46-40dd-85c0-d6773347c8a9'],42,,,,,,,,,,,,,,,Switzerland,00:02:42.397,Pass,,63.3,38.5,62.6,56.0,,,
,,,,,,,,,,,,,,,,4.23244,,,,,,,,,,,,,,06f51dd7-fc03-402d-86c8-4fd73db9406f,129,,,"[69.0, 66.0]",3788754,2,,,,-0.2254759,,Right Foot,,,"[118.7, 54.6]",,High Pass,,50.990685,,,Incomplete,,Xherdan Shaqiri,,,,,,1,Regular Play,Remo Freuler,6983.0,Right Defensive Midfield,6,Switzerland,773,"['609dafa6-ad9c-47ee-9fa1-ad7a0b6c198b', '8197e68b-6215-4014-9643-f11518d3812a']",46,,,,,,,,,,,,,,,Switzerland,00:02:46.132,Pass,,69.0,66.0,118.7,54.6,,,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,3be7e721-bbd2-476e-a28e-29d8373f4a98,132,,,"[8.8, 36.7]",3788754,3,True,,,1.3601326,,Right Foot,,,"[12.2, 52.6]",,Ground Pass,,16.259459,,,,,Leonardo Bonucci,,,,,,1,Regular Play,Gianluigi Donnarumma,7036.0,Goalkeeper,7,Italy,914,['ec1a0ca4-1787-4bb9-843a-273d73078d96'],5,,,,,,,,,,,,,,,Italy,00:03:05.827,Pass,,8.8,36.7,12.2,52.6,,,
