ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,3.189413,,,,,,,,,,,,9c7a6b4d-12a5-4be5-b90f-016a86b8e84c,2100,,,"[10.3, 38.2]",3788776,66,,,,,-0.3272334,,Right Foot,,,,"[81.3, 14.1]",,High Pass,,74.97873,Incomplete,,Emil Peter Forsberg,,,,,Free Kick,2,From Free Kick,Robin Olsen,5622.0,Goalkeeper,127,Sweden,790,"['4246ec6a-f48b-4262-837a-b08d372cf2f2', 'a57bf930-242c-4998-8e67-f996f0e32c05']",22,,,,,,,,,,,,,,Sweden,00:21:22.578,Pass,,10.3,38.2,81.3,14.1,,,
,,,,,,,,,,,,,,2.349565,,,,,,,,,,,,4246ec6a-f48b-4262-837a-b08d372cf2f2,2102,,,"[38.8, 66.0]",3788776,66,,,,,0.05945366,,Head,,,,"[64.0, 67.5]",,High Pass,,25.244604,Incomplete,,,,,,,Recovery,2,From Free Kick,Bartosz Bereszyński,5673.0,Right Back,127,Sweden,790,"['0d413ceb-6aa9-4f54-b0ef-bc342dd84d66', '9c7a6b4d-12a5-4be5-b90f-016a86b8e84c']",25,,,,,,,,,,,,,,Poland,00:21:25.768,Pass,,38.8,66.0,64.0,67.5,,,
,,,,,,,,,,,,,,2.467945,,,,,,,,,,,,0d413ceb-6aa9-4f54-b0ef-bc342dd84d66,2103,,,"[56.1, 12.6]",3788776,66,,,,,-0.3468349,,Head,,,,"[64.4, 9.6]",,High Pass,,8.825531,,,Emil Peter Forsberg,,,,,Recovery,2,From Free Kick,Ludwig Augustinsson,5621.0,Left Back,127,Sweden,790,"['4246ec6a-f48b-4262-837a-b08d372cf2f2', '9847d43b-b027-421d-acb9-4097cd352afa']",28,,,,,,,,,,,,,,Sweden,00:21:28.117,Pass,,56.1,12.6,64.4,9.6,,,
,,,,,,,,,,,,,,1.192683,,,,,,,,,,,,5db87981-ec65-4352-8eb9-dc729e73e092,2108,,,"[64.7, 45.9]",3788776,66,,,,,1.1266901,,Right Foot,,,,"[70.6, 58.3]",,Ground Pass,,13.7320795,,,Mateusz Andrzej Klich,,,,,,2,Regular Play,Piotr Zieliński,5660.0,Left Attacking Midfield,128,Poland,789,['67542466-76ee-4c46-a960-6d41fcce1cd4'],38,,,,,,,,,,,,,,Poland,00:21:38.036,Pass,,64.7,45.9,70.6,58.3,,,
,,,,,,,,,,,,,,1.113349,,,,,,,,,,,,d5fad283-be02-4f14-80a7-8bff1710eadf,2111,,,"[71.9, 58.3]",3788776,66,,,,,0.82040334,,Right Foot,,,,"[84.3, 71.6]",,Ground Pass,,18.183784,,,Karol Świderski,,,,,,2,Regular Play,Mateusz Andrzej Klich,9622.0,Left Defensive Midfield,128,Poland,789,['115620c2-9b4c-49d5-baa3-5144ebfb5110'],41,,,,,,,,,,,,,,Poland,00:21:41.473,Pass,,71.9,58.3,84.3,71.6,,,
,,,,,,,,,,,,,,1.147702,,,,,,,,,,,,6fa83c5f-139d-4988-acbc-0d60e491deba,2114,,,"[80.9, 72.7]",3788776,66,,,,,-2.7700748,,Left Foot,,,,"[73.2, 69.7]",,Ground Pass,,8.263777,,,Mateusz Andrzej Klich,,,,,,2,Regular Play,Karol Świderski,8836.0,Right Attacking Midfield,128,Poland,789,['b7e5e467-ae53-4b51-99cc-bb31837b6543'],44,,,,,,,,,,,,,,Poland,00:21:44.720,Pass,,80.9,72.7,73.2,69.7,,,
,,,,,,,,,,,,,,0.523913,,,,,,,,,,,,55e7f569-0def-455f-a8a6-2e27cbfdd174,2117,,,"[73.2, 69.7]",3788776,66,,,,,-2.564153,,Right Foot,,,,"[66.6, 65.4]",,Ground Pass,,7.877182,,,Bartosz Bereszyński,,,,,,2,Regular Play,Mateusz Andrzej Klich,9622.0,Left Defensive Midfield,128,Poland,789,['4e392c38-0398-45ba-8af3-df3cc5214ef4'],46,,,,,,,,,,,,,,Poland,00:21:46.618,Pass,,73.2,69.7,66.6,65.4,,,
,,,,,,,,,,,,,,1.277383,,,,,,,,,,,,9f1cb995-68a1-4b46-8c23-ed1f5979149a,2120,,,"[70.4, 65.6]",3788776,66,,,,,0.4636476,,Right Foot,,,,"[85.0, 72.9]",,Ground Pass,,16.323296,,,Mateusz Andrzej Klich,,,,,,2,Regular Play,Bartosz Bereszyński,5673.0,Right Back,128,Poland,789,['e3fb8635-7e7d-4530-afa6-aba395fbb516'],50,,,,,,,,,,,,,,Poland,00:21:50.096,Pass,,70.4,65.6,85.0,72.9,,,
,,,,,,,,,,,,,,1.888199,,,,,,,,,,,,60889cd3-36f9-4480-95c4-0b4d19637ec4,2123,,,"[88.2, 72.9]",3788776,66,,,,,-1.0176449,,Right Foot,True,,,"[106.6, 43.1]",,High Pass,,35.02285,Incomplete,,,,,,,,2,Regular Play,Mateusz Andrzej Klich,9622.0,Left Defensive Midfield,128,Poland,789,['eab5b109-b22b-40e5-8ae4-3b2847284748'],53,,,,,,,,,,,,,,Poland,00:21:53.404,Pass,,88.2,72.9,106.6,43.1,,,
,,,,,,,,,,,,,,0.970452,,,,,,,,,,,,ed37bad4-e664-4e56-9e92-7d66c4f84bfc,2125,,,"[24.4, 54.3]",3788776,66,,,,,-0.4636476,,Head,,,,"[36.0, 48.5]",,Low Pass,,12.969194,Incomplete,,Alexander Isak,,,,,Recovery,2,Regular Play,Sebastian Larsson,5617.0,Right Midfield,128,Poland,789,"['186c3583-b7b3-4a15-a7ac-ac93c45a5ac5', '99dc10dc-5186-4e26-9dee-96262cba8436']",57,,,,,,,,,,,,,,Sweden,00:21:57.172,Pass,,24.4,54.3,36.0,48.5,,,
,,,,,,,,,,,,,,0.597614,,,,,,,,,,,,3d05db44-8266-4a24-93c2-9a4f784f87a7,2129,,,"[84.1, 32.2]",3788776,66,,,,,-0.4039181,,Left Foot,,,,"[96.5, 26.9]",,Ground Pass,,13.485177,,,Jakub Świerczok,,,,,,2,Regular Play,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,128,Poland,789,['6e3c5f1b-ae43-468a-895d-d81c35893388'],59,,,,,,,,,,,,,,Poland,00:21:59.192,Pass,,84.1,32.2,96.5,26.9,,,
,,,,,,,,,,,,,,0.835128,,,,,,,,,,,,31c5267c-db39-4e9b-bd7d-136e5d870293,2133,,,"[94.8, 27.7]",3788776,67,,,,,1.7516769,,Right Foot,,,,"[90.1, 53.4]",,Ground Pass,,26.126232,,,Mateusz Andrzej Klich,,,,,,2,Regular Play,Jakub Świerczok,18927.0,Right Center Forward,128,Poland,789,['ea6898e8-6906-4d31-916a-112b90e74523'],0,,,,,,,,,,,,,,Poland,00:22:00.989,Pass,,94.8,27.7,90.1,53.4,,,
,,,,,,,,,,,,,,1.76197,,,,,,,,,,,,d956bf57-6088-40b9-be74-2ade2f889a9a,2136,,,"[90.1, 53.4]",3788776,67,,,,,-0.15694766,,Right Foot,,,,"[119.8, 48.7]",,Ground Pass,,30.069586,Out,,Robert Lewandowski,,,Through Ball,True,,2,Regular Play,Mateusz Andrzej Klich,9622.0,Left Defensive Midfield,128,Poland,789,['c4ab4a0d-9c75-42e9-82dc-c41a67d99029'],2,,,,,,,,,,,,,,Poland,00:22:02.836,Pass,,90.1,53.4,119.8,48.7,,,
,,,,,,,,,,,,,,3.792834,,,,,,,,,,,,ba9266af-a376-4d5b-9706-e6c0c750aa1c,2140,,,"[7.0, 44.1]",3788776,68,,,,,-0.31180063,,Right Foot,,,,"[79.6, 20.7]",,High Pass,,76.277916,Incomplete,,Marcus Berg,,,,,Goal Kick,2,From Goal Kick,Robin Olsen,5622.0,Goalkeeper,129,Sweden,790,"['b3035cdd-10f9-40a9-8b53-aab0ddba6e51', 'f7487ab4-21a9-4b9e-aa3c-fa3d4f10fc19']",5,,,,,,,,,,,,,,Sweden,00:23:05.084,Pass,,7.0,44.1,79.6,20.7,,,
,,,,,,,,,,,,,,1.417995,,,,,,,,,,,,b3035cdd-10f9-40a9-8b53-aab0ddba6e51,2143,,,"[40.5, 59.4]",3788776,68,,,,True,0.98279375,,,,,,"[49.9, 73.5]",,Low Pass,,16.94609,Incomplete,,,,,,,Recovery,2,From Goal Kick,Kamil Glik,3034.0,Right Center Back,129,Sweden,790,"['2c647903-92cc-4c9c-8a65-65fe79087c26', 'b3049f21-0569-4391-ac4d-bec75f3d3b4c', 'ba9266af-a376-4d5b-9706-e6c0c750aa1c']",8,,,,,,,,,,,,,,Poland,00:23:08.877,Pass,True,40.5,59.4,49.9,73.5,,,
,,,,,,,,,,,,,,0.152642,,,,,,,,,,,,cc2e820f-085a-4fa6-8a3c-216ae55843d9,2147,,,"[79.0, 14.9]",3788776,68,,,,,0.37596095,,Right Foot,,,,"[82.8, 16.4]",,Ground Pass,,4.0853395,Incomplete,,Marcus Berg,,,,,,2,From Goal Kick,Emil Peter Forsberg,5625.0,Left Midfield,129,Sweden,790,"['35f4db22-c799-4231-8f5d-77cb4ba93035', '95bc4b94-4650-4035-bc71-00c5487ce89f']",12,,,,,,,,,,,,,,Sweden,00:23:12.421,Pass,,79.0,14.9,82.8,16.4,,,
,,,,,,,,,,,,,,2.887438,,,,,,,,,,,,199f66b9-c46f-4516-84fe-f5bee94c4f7d,2150,,,"[29.6, 63.5]",3788776,68,,,,,-0.79306084,,Right Foot,,,,"[55.5, 37.2]",,High Pass,,36.912056,Unknown,,,,,,,Recovery,2,From Goal Kick,Kamil Glik,3034.0,Right Center Back,129,Sweden,790,,14,,,,,,,,,,,,,,Poland,00:23:14.149,Pass,,29.6,63.5,55.5,37.2,,,
,,,,,,,,,,,,,,1.889714,,,,,,,,,,,,194d6c43-5900-496a-9f4e-f2e4a1a045fd,2153,,,"[64.6, 42.9]",3788776,68,,True,,,1.3227241,,Left Foot,,,,"[72.3, 73.3]",,Ground Pass,,31.360006,,,Emil Krafth,,,,,Free Kick,2,From Free Kick,Victor Nilsson Lindelöf,3702.0,Right Center Back,130,Sweden,790,['f108fe0b-0a71-4b12-bfb7-f140a4f1ecba'],28,,,,,,,,,,,,,,Sweden,00:23:28.487,Pass,,64.6,42.9,72.3,73.3,,,
,,,,,,,,,,,,,,1.276567,,,,,,,,,,,,1bc8754d-2bdf-40da-b8ca-12abeb70eab1,2155,,,"[96.3, 70.8]",3788776,68,,,,,2.0344439,,Right Foot,,,,"[92.7, 78.0]",,Ground Pass,,8.049845,,,Sebastian Larsson,,,,,,2,From Free Kick,Emil Krafth,6358.0,Right Back,130,Sweden,790,['206ee135-5014-45c4-a470-6fc587bd95f1'],33,,,,,,,,,,,,,,Sweden,00:23:33.684,Pass,,96.3,70.8,92.7,78.0,,,
,,,,,,,,,,,,,,1.084599,,,,,,,,,,,,2b5cb9fc-0c8a-48e5-a72e-385370b33824,2157,,,"[92.7, 78.0]",3788776,68,,,,,-2.834703,,Right Foot,,,,"[78.5, 73.5]",,Ground Pass,,14.895972,,,Kristoffer Olsson,,,,,,2,From Free Kick,Sebastian Larsson,5617.0,Right Midfield,130,Sweden,790,['2a3123e5-4d9e-472f-b4a7-b8ef686dd7ff'],34,,,,,,,,,,,,,,Sweden,00:23:34.960,Pass,,92.7,78.0,78.5,73.5,,,
,,,,,,,,,,,,,,1.381718,,,,,,,,,,,,9fee517f-9930-42ae-875f-4d4ea5d2e3ca,2163,,,"[98.2, 73.1]",3788776,69,,,,,-1.2092186,,Right Foot,True,,,"[110.0, 41.9]",,High Pass,,33.356857,Incomplete,,,,,,,Free Kick,2,From Free Kick,Sebastian Larsson,5617.0,Right Midfield,131,Sweden,790,['def824b5-bf15-4476-860a-0b3feb244bd7'],29,,,,,,,,,,,,,,Sweden,00:24:29.408,Pass,,98.2,73.1,110.0,41.9,,,
,,,,,,,,,,,,,,1.058669,,,,,,,,,,,,0f0ed4f0-73b3-4885-bfca-b5137127728a,2171,,,"[120.0, 0.1]",3788776,70,,,,,1.7272259,,Right Foot,,,,"[115.3, 29.9]",,High Pass,True,30.168362,Incomplete,,,,,Inswinging,,Corner,2,From Corner,Emil Peter Forsberg,5625.0,Left Midfield,132,Sweden,790,['84144efa-d306-41d4-a2b9-4e8f29e28e3a'],5,,,,,,,,,,,,,,Sweden,00:25:05.054,Pass,,120.0,0.1,115.3,29.9,,,
,,,,,,,,,,,,,,4.236923,,,,,,,,,,,,fed542c8-6054-4e1d-918d-a7f2e8feae66,2180,,,"[45.4, 69.5]",3788776,70,,,,,-2.5077505,,Right Foot,,,,"[13.7, 46.2]",,Ground Pass,,39.341835,,,Robin Olsen,,,,,,2,From Corner,Kristoffer Olsson,23444.0,Right Defensive Midfield,132,Sweden,790,['9c0d1ad0-f0f4-46c6-95af-c640f5463db8'],15,,,,,,,,,,,,,,Sweden,00:25:15.950,Pass,,45.4,69.5,13.7,46.2,,,
,,,,,,,,,,,,,,4.242671,,,,,,,,,,,,58280410-95b2-4649-a0ac-36d583ac6c9a,2182,,,"[13.7, 46.2]",3788776,70,,,,,0.014284743,,Right Foot,,,,"[83.7, 47.2]",,High Pass,,70.00714,Incomplete,,,,,,,,2,From Corner,Robin Olsen,5622.0,Goalkeeper,132,Sweden,790,['e7fcda76-1d48-4bd6-b295-9fb4b18c5eaf'],20,,,,,,,,,,,,,,Sweden,00:25:20.187,Pass,,13.7,46.2,83.7,47.2,,,
,,,,,,,,,,,,,,1.849733,,,,,,,,,,,,e7fcda76-1d48-4bd6-b295-9fb4b18c5eaf,2183,,,"[36.4, 32.9]",3788776,70,,,,,-0.47511938,,Head,,,,"[57.2, 22.2]",,High Pass,,23.39081,Incomplete,,,,,,,Recovery,2,From Corner,Jan Bednarek,4626.0,Left Center Back,132,Sweden,790,"['43a52228-4c94-4ed5-8717-c7be011f32d1', '58280410-95b2-4649-a0ac-36d583ac6c9a']",24,,,,,,,,,,,,,,Poland,00:25:24.429,Pass,,36.4,32.9,57.2,22.2,,,
,,,,,,,,,,,,,,1.846869,,,,,,,,,,,,43a52228-4c94-4ed5-8717-c7be011f32d1,2184,,,"[62.9, 57.9]",3788776,70,,,,,-0.7978975,,Head,,,,"[70.8, 49.8]",,High Pass,,11.314592,Unknown,,,,,,,Recovery,2,From Corner,Sebastian Larsson,5617.0,Right Midfield,132,Sweden,790,['e7fcda76-1d48-4bd6-b295-9fb4b18c5eaf'],26,,,,,,,,,,,,,,Sweden,00:25:26.279,Pass,,62.9,57.9,70.8,49.8,,,
,,,,,,,,,,,,,,0.6,,,,,,,,,,,,8be14c02-3531-4a70-add9-ce5987108ae5,2189,,,"[46.0, 32.9]",3788776,72,,True,,,-1.7716441,,Right Foot,,,,"[42.6, 16.2]",,Ground Pass,,17.042593,,,Jan Bednarek,,,,,Free Kick,2,From Free Kick,Kamil Glik,3034.0,Right Center Back,133,Poland,789,['1d156270-b9d8-43f8-8d07-e9a1ab7c2113'],30,,,,,,,,,,,,,,Poland,00:27:30.920,Pass,,46.0,32.9,42.6,16.2,,,
,,,,,,,,,,,,,,1.172601,,,,,,,,,,,,99732053-2215-4c5b-9dbd-58d3a3412641,2191,,,"[42.6, 16.2]",3788776,72,,True,,,1.7932436,,Right Foot,,,,"[36.9, 41.4]",,Ground Pass,,25.836601,,,Kamil Glik,,,,,,2,From Free Kick,Jan Bednarek,4626.0,Left Center Back,133,Poland,789,['a1903d7e-fc33-42ab-818b-a54b9fc1ac01'],32,,,,,,,,,,,,,,Poland,00:27:32.130,Pass,,42.6,16.2,36.9,41.4,,,
,,,,,,,,,,,,,,1.638067,,,,,,,,,,,,32d899c2-52a3-46de-9016-a1602e547709,2193,,,"[43.7, 44.0]",3788776,72,,,,,1.2248813,,Right Foot,,,,"[50.8, 63.7]",,Ground Pass,,20.940392,,,Bartosz Bereszyński,,,,,,2,From Free Kick,Kamil Glik,3034.0,Right Center Back,133,Poland,789,['21f222a5-6108-4d89-aeda-ad7480aba4d5'],34,,,,,,,,,,,,,,Poland,00:27:34.880,Pass,,43.7,44.0,50.8,63.7,,,
,,,,,,,,,,,,,,1.424461,,,,,,,,,,,,fed80a1b-a223-4119-b479-28e83cbfd502,2196,,,"[50.8, 65.8]",3788776,72,,,,,0.5353331,,Right Foot,,,,"[65.3, 74.4]",,Ground Pass,,16.858528,,,Karol Świderski,,,,,,2,From Free Kick,Bartosz Bereszyński,5673.0,Right Back,133,Poland,789,['a15e2d69-6c2e-4ade-b50f-cdaa411ed62e'],37,,,,,,,,,,,,,,Poland,00:27:37.655,Pass,,50.8,65.8,65.3,74.4,,,
,,,,,,,,,,,,,,1.064823,,,,,,,,,,,,8f681f5b-069e-4482-8045-9e85147eb080,2198,,,"[65.3, 74.4]",3788776,72,,,,,-2.8813286,,Right Foot,,,,"[46.9, 69.5]",,Low Pass,,19.041271,,,Bartosz Bereszyński,,,,,,2,From Free Kick,Karol Świderski,8836.0,Right Attacking Midfield,133,Poland,789,['e26498ea-5e3d-4bfd-9f58-5000b883b588'],39,,,,,,,,,,,,,,Poland,00:27:39.080,Pass,,65.3,74.4,46.9,69.5,,,
,,,,,,,,,,,,,,2.757183,,,,,,,,,,,,0a2beab8-389e-4770-b111-b0aea516ac6a,2201,,,"[46.9, 69.5]",3788776,72,,,,,-0.23818924,,Right Foot,,,,"[95.5, 57.7]",,High Pass,,50.011997,Incomplete,,Piotr Zieliński,,,,,,2,From Free Kick,Bartosz Bereszyński,5673.0,Right Back,133,Poland,789,"['4ed53707-2525-41e6-a15a-1a1e891e91a0', 'fb6e1f37-ef1f-40fa-a615-c2e92c92e316']",43,,,,,,,,,,,,,,Poland,00:27:43.571,Pass,,46.9,69.5,95.5,57.7,,,
,,,,,,,,,,,,,,1.73494,,,,,,,,,,,,3b02b6de-ecc9-4e69-9053-b1b087816b34,2205,,,"[91.0, 49.8]",3788776,72,,,,True,-1.1094906,,,,,,"[99.5, 32.7]",,High Pass,,19.096073,Incomplete,,,,,,,Recovery,2,From Free Kick,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,133,Poland,789,"['17546f7a-397b-4600-8146-bb45009469c3', '501c66ca-192f-4a24-9aa2-0e1a222ea4a7']",48,,,,,,,,,,,,,,Poland,00:27:48.485,Pass,True,91.0,49.8,99.5,32.7,,,
,,,,,,,,,,,,,,2.2831,,,,,,,,,,,,17546f7a-397b-4600-8146-bb45009469c3,2207,,,"[20.6, 47.4]",3788776,72,,,,,0.17443839,,Right Foot,,,,"[45.0, 51.7]",,Low Pass,,24.775997,Incomplete,,Marcus Berg,,,,,Recovery,2,From Free Kick,Emil Krafth,6358.0,Right Back,133,Poland,789,"['3b02b6de-ecc9-4e69-9053-b1b087816b34', '453a5f79-d3bd-4add-99b4-11fc82bbcaa9', '5796dde8-8788-4f42-9778-b60ebef4161c', 'c065137c-6a03-4b28-9ecb-2b85a25be417']",50,,,,,,,,,,,,,,Sweden,00:27:50.220,Pass,True,20.6,47.4,45.0,51.7,,,
,,,,,,,,,,,,,,1.224567,,,,,,,,,,,,69d9b6fc-4ba3-49a8-8678-67444b3528cd,2211,,,"[58.9, 22.8]",3788776,72,,,,,1.6531494,,Right Foot,,,,"[56.3, 54.3]",,Ground Pass,,31.607119,,,Bartosz Bereszyński,,,,,,2,From Free Kick,Jan Bednarek,4626.0,Left Center Back,133,Poland,789,['e6bbd3de-f330-4b17-866b-e4479e1805a7'],59,,,,,,,,,,,,,,Poland,00:27:59.873,Pass,,58.9,22.8,56.3,54.3,,,
,,,,,,,,,,,,,,1.705202,,,,,,,,,,,,69c0e8f9-7261-440a-a536-8f5cb9f15da1,2214,,,"[60.8, 55.8]",3788776,73,,,,,0.5801054,,Right Foot,,,,"[84.3, 71.2]",,Ground Pass,,28.096441,,,Karol Świderski,,,,,,2,From Free Kick,Bartosz Bereszyński,5673.0,Right Back,133,Poland,789,['ac651806-15f8-4f26-bc9d-d2a01cfdcac7'],2,,,,,,,,,,,,,,Poland,00:28:02.289,Pass,,60.8,55.8,84.3,71.2,,,
,,,,,,,,,,,,,,1.315922,,,,,,,,,,,,87e5f4b0-6225-43a4-b3d0-56fe49d2200c,2217,,,"[84.3, 71.2]",3788776,73,,,,,-1.0116458,,Left Foot,True,,,"[104.7, 38.6]",,High Pass,,38.45673,Incomplete,,,,,,,,2,From Free Kick,Karol Świderski,8836.0,Right Attacking Midfield,133,Poland,789,['ba518429-cd28-44b8-bd98-2cecf519379f'],6,,,,,,,,,,,,,,Poland,00:28:06.127,Pass,,84.3,71.2,104.7,38.6,,,
,,,,,,,,,,,,,,1.465384,,,,,,,,,,,,3615b13a-f18e-4c10-8e9e-f142c31e71b9,2222,,,"[93.1, 27.1]",3788776,73,,,,,-0.8344155,,Right Foot,,,,"[105.7, 13.2]",,Ground Pass,,18.760864,,,Przemysław Frankowski,,,,,,2,From Free Kick,Kacper Kozłowski,26718.0,Left Defensive Midfield,133,Poland,789,"['2f54380e-9d32-4c58-964a-38d7ae87517c', '41669b07-1096-4a73-ba19-23736f7fcfeb']",9,,,,,,,,,,,,,,Poland,00:28:09.698,Pass,True,93.1,27.1,105.7,13.2,,,
,,,,,,,,,,,,,,0.466134,,,,,,,,,,,,91b7e35b-1181-4606-93f9-0f9d859d7763,2225,,,"[109.6, 18.5]",3788776,73,,,,,1.4986993,,Left Foot,True,,,"[110.9, 36.5]",,Ground Pass,,18.046883,Incomplete,,,,,,,,2,From Free Kick,Przemysław Frankowski,7979.0,Left Back,133,Poland,789,['1355e928-8289-4a54-92b7-a72a6bee814f'],12,,,,,,,,,,,,,,Poland,00:28:12.178,Pass,,109.6,18.5,110.9,36.5,,,
,,,,,,,,,,,,,,1.740295,,,,,,,,,,,,0082c251-179c-40c1-83eb-0c994fd8bf07,2229,,,"[108.3, 20.0]",3788776,73,,,,,1.4994888,,Right Foot,True,,,"[110.2, 46.6]",,High Pass,,26.66777,,,Karol Świderski,,,,,,2,From Free Kick,Przemysław Frankowski,7979.0,Left Back,133,Poland,789,['7ea94de2-48bf-4214-9b60-a8670d6fb8c2'],14,,,,,,,,,,,,,,Poland,00:28:14.711,Pass,,108.3,20.0,110.2,46.6,,,
,,,,,,,,,,,,,,1.639767,,,,,,,,,,,,3b367a0d-cb3f-4e75-b064-e5f16cd729ac,2233,,,"[13.9, 0.1]",3788776,73,,,,,0.36135688,,,,,,"[26.6, 4.9]",,High Pass,,13.576818,,,Marcus Berg,,,,,Throw-in,2,From Throw In,Ludwig Augustinsson,5621.0,Left Back,134,Sweden,790,['44b7b0df-9d8b-422a-b4ae-52fc93f63398'],35,,,,,,,,,,,,,,Sweden,00:28:35.389,Pass,,13.9,0.1,26.6,4.9,,,
,,,,,,,,,,,,,,1.058275,,,,,,,,,,,,da1dd9aa-bb0f-43d8-917d-aca5cf527bd4,2240,,,"[85.0, 73.9]",3788776,73,,,,,-1.7661879,,Left Foot,,,,"[83.1, 64.3]",,Ground Pass,,9.786215,Incomplete,,,,,,,,2,From Throw In,Bartosz Bereszyński,5673.0,Right Back,134,Sweden,790,"['459a2a58-1ffd-4f94-aa51-e0c07da30af9', '4f84c7d8-947b-4047-8a23-2ffe5bdc2d0a']",38,,,,,,,,,,,,,,Poland,00:28:38.718,Pass,True,85.0,73.9,83.1,64.3,,,
,,,,,,,,,,,,,,3.70236,,,,,,,,,,,,c4efc715-35c6-479f-84bb-077e5ea6fea2,2248,,,"[45.6, 18.1]",3788776,75,,,,,0.82394654,,Right Foot,,,,"[80.5, 55.8]",,High Pass,,51.37412,,,Marcus Berg,,,,,Free Kick,2,From Free Kick,Marcus Andreas Danielsson,26875.0,Left Center Back,135,Sweden,790,['b6250531-aca2-470d-ac61-c6adfd03e29a'],24,,,,,,,,,,,,,,Sweden,00:30:24.947,Pass,,45.6,18.1,80.5,55.8,,,
,,,,,,,,,,,,,,2.513254,,,,,,,,,,,,35785d47-8e97-400e-9911-d41dcdec3f9c,2250,,,"[78.1, 58.8]",3788776,75,,,,,-0.5575887,,Head,,,,"[95.9, 47.7]",,High Pass,,20.97737,Incomplete,,Dejan Kulusevski,,,,,,2,From Free Kick,Marcus Berg,11098.0,Left Center Forward,135,Sweden,790,"['62d9de51-efad-465b-ae94-64ea2ebc7220', 'b1b1bad9-380a-4f3d-b943-52c118d70cc5']",28,,,,,,,,,,,,,,Sweden,00:30:28.649,Pass,,78.1,58.8,95.9,47.7,,,
,,,,,,,,,,,,,,1.226361,,,,,,,,,,,,62d9de51-efad-465b-ae94-64ea2ebc7220,2253,,,"[24.2, 32.4]",3788776,75,,,,,-0.45695874,,Right Foot,,,,"[36.2, 26.5]",,Ground Pass,,13.371985,,,Grzegorz Krychowiak,,,,,Recovery,2,Regular Play,Kamil Glik,3034.0,Right Center Back,136,Poland,789,"['35785d47-8e97-400e-9911-d41dcdec3f9c', 'df52ac03-de19-477d-900d-9d7790b77925']",31,,,,,,,,,,,,,,Poland,00:30:31.162,Pass,,24.2,32.4,36.2,26.5,,,
,,,,,,,,,,,,,,0.934795,,,,,,,,,,,,6516b188-9b65-474c-ba6b-c94ebfe0d49c,2256,,,"[35.4, 27.1]",3788776,75,,,,,-2.5564802,,Right Foot,,,,"[27.4, 21.8]",,Ground Pass,,9.596354,,,Jan Bednarek,,,,,,2,Regular Play,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,136,Poland,789,['b8230d8e-5716-45d0-8ade-4e930d67f4b8'],32,,,,,,,,,,,,,,Poland,00:30:32.389,Pass,,35.4,27.1,27.4,21.8,,,
,,,,,,,,,,,,,,1.543969,,,,,,,,,,,,9f5423aa-7863-4198-94dc-099ef96c6605,2259,,,"[28.3, 19.6]",3788776,75,,,,,2.1125162,,Right Foot,,,,"[21.5, 30.9]",,Ground Pass,,13.188252,,,Kamil Glik,,,,,,2,Regular Play,Jan Bednarek,4626.0,Left Center Back,136,Poland,789,['2326f1f6-70e9-45ea-9b81-42955bfb4751'],35,,,,,,,,,,,,,,Poland,00:30:35.492,Pass,,28.3,19.6,21.5,30.9,,,
,,,,,,,,,,,,,,1.121591,,,,,,,,,,,,b871f20f-67af-4efb-a49e-24b751836086,2262,,,"[21.2, 32.2]",3788776,75,,,,,1.3045443,,Right Foot,,,,"[28.1, 57.5]",,Ground Pass,,26.224035,,,Bartosz Bereszyński,,,,,,2,Regular Play,Kamil Glik,3034.0,Right Center Back,136,Poland,789,['36666b7c-eecb-4ad7-accb-fdc85173ccb5'],37,,,,,,,,,,,,,,Poland,00:30:37.961,Pass,,21.2,32.2,28.1,57.5,,,
