ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,3.858555,,,,,,,,,,9ea92b3f-4adb-41bc-821d-1167fdf9d1ba,1548,,,"[120.0, 80.0]",3788748,39,,,,,-2.0595608,,Right Foot,,,,"[89.9, 23.4]",,High Pass,,64.10593,,,True,Lukáš Masopust,,True,Outswinging,,Corner,1,From Corner,Vladimír Darida,8579.0,Center Attacking Midfield,86,Czech Republic,912,['4d3d25b2-5bed-47f0-a2e6-33724358cc34'],29,,,,,,,,,,,,,,,Czech Republic,00:39:29.602,Pass,,120.0,80.0,89.9,23.4,,,
,,,,,,,,,,,,,,,,1.231539,,,,,,,,,,cd7caee1-1e84-472f-8368-532345372086,1551,,,"[95.3, 4.0]",3788748,39,,,,,0.33351472,,Left Foot,,,,"[108.0, 8.4]",,Ground Pass,,13.44061,,,,Alex Král,,,,,,1,From Corner,Lukáš Masopust,16472.0,Right Wing,86,Czech Republic,912,['fb16d66a-aa42-4ab3-a389-d07a0460133a'],37,,,,,,,,,,,,,,,Czech Republic,00:39:37.408,Pass,,95.3,4.0,108.0,8.4,,,
,,,,,,,,,,,,,,,,0.265299,,,,,,,,,,5ee44951-3988-4aaf-b7fb-99be47a8bd27,1555,,,"[111.1, 6.8]",3788748,39,,,,,1.735945,,Left Foot,,,,"[110.6, 9.8]",,Ground Pass,,3.0413814,,Incomplete,,Tomáš Souček,,,,,,1,From Corner,Alex Král,23452.0,Right Defensive Midfield,86,Czech Republic,912,"['40b820f8-96c3-4c5d-a43b-fec398a03b97', '4d74aa24-ce06-4191-9412-059f2de198ea', 'f5e6dc3f-6902-44d0-ae53-814f26021c3f']",39,,,,,,,,,,,,,,,Czech Republic,00:39:39.405,Pass,True,111.1,6.8,110.6,9.8,,,
,,,,,,,,,,,,,,,,3.975685,,,,,,,,,,d8c12aa2-67da-46bd-949c-e1b225b97f38,1558,,,"[120.0, 0.1]",3788748,40,,,,,1.9670357,,Left Foot,,,,"[91.3, 68.7]",,High Pass,,74.36162,,,True,Vladimír Darida,,True,Outswinging,,Corner,1,From Corner,Jakub Jankto,8095.0,Left Wing,87,Czech Republic,912,['62200ccb-649b-4fee-9ef2-8590042e11c7'],8,,,,,,,,,,,,,,,Czech Republic,00:40:08.000,Pass,,120.0,0.1,91.3,68.7,,,
,,,,,,,,,,,,,,,,4.993279,,,,,,,,,,a8e05f20-a940-413f-b2c6-e93c55f7209d,1561,,,"[95.8, 70.9]",3788748,40,,,,,-1.2793396,,Right Foot,True,,,"[115.6, 4.9]",,High Pass,,68.90602,,,,Jakub Jankto,,True,,,,1,From Corner,Vladimír Darida,8579.0,Center Attacking Midfield,87,Czech Republic,912,['17daf667-4c33-412c-b532-ac9aaa9e001b'],14,,,,,,,,,,,,,,,Czech Republic,00:40:14.844,Pass,,95.8,70.9,115.6,4.9,,,
,,,,,,,,,,,,,,,,0.225551,,,,,,,,,,21c8a2ba-0f5f-4a69-88d4-4fbb05f09094,1564,,,"[116.8, 5.8]",3788748,40,,,,,1.5707964,,Left Foot,,,,"[116.8, 10.6]",,Low Pass,,4.8,,Incomplete,,,,,,,,1,From Corner,Jakub Jankto,8095.0,Left Wing,87,Czech Republic,912,['0df3749e-c73c-4ce2-a7fc-ba1bb4937fec'],21,,,,,,,,,,,,,,,Czech Republic,00:40:21.101,Pass,,116.8,5.8,116.8,10.6,,,
,,,,,,,,,,,,,,,,1.523309,,,,,,,,,,793f685d-7941-4215-99db-f3d616067f53,1566,,,"[120.0, 0.1]",3788748,40,,,,,1.7911588,,Left Foot,,,,"[111.6, 37.6]",,High Pass,,38.429287,,Incomplete,True,Tomáš Souček,,,Outswinging,,Corner,1,From Corner,Jakub Jankto,8095.0,Left Wing,88,Czech Republic,912,"['3cf499a1-6249-4712-817f-4bb04014874c', 'be3729c8-0e62-43e5-b5fc-e9f5c7fe234c']",53,,,,,,,,,,,,,,,Czech Republic,00:40:53.284,Pass,,120.0,0.1,111.6,37.6,,,
,,,,,,,,,,,,,,,,1.989364,,,,,,,,,,e1cd78b2-5321-4ebe-b4f1-d159316d2a0f,1571,,,"[94.8, 74.6]",3788748,41,,,,,-0.34729245,,Right Foot,,,,"[111.1, 68.7]",,Ground Pass,,17.334936,,,,Vladimír Coufal,,,,,,1,From Corner,Vladimír Darida,8579.0,Center Attacking Midfield,88,Czech Republic,912,['a551576e-4cab-42f1-840a-cfa1eee465ef'],0,,,,,,,,,,,,,,,Czech Republic,00:41:00.727,Pass,,94.8,74.6,111.1,68.7,,,
,,,,,,,,,,,,,,,,1.445124,,,,,,,,,,7fcad4d2-2a19-45a0-aa82-de189bb9ce3b,1574,,,"[111.1, 68.7]",3788748,41,,,,,-1.590635,e70ef07b-02f4-43c4-be7a-8ee7d5f31d9c,Right Foot,True,,,"[110.6, 43.5]",True,High Pass,,25.20496,,,,Patrik Schick,,,,,,1,From Corner,Vladimír Coufal,16570.0,Right Back,88,Czech Republic,912,['b9fb67fc-8434-447e-bd0f-28531bdce57c'],2,,,,,,,,,,,,,,,Czech Republic,00:41:02.765,Pass,,111.1,68.7,110.6,43.5,,,
,,,,,,,,,,,,,,,,1.924656,,,,,,,,,,a8a3d8a6-4f49-4da8-a12e-f5000ab75cd6,1579,,,"[60.0, 40.0]",3788748,42,,True,,,-2.7131064,,Right Foot,,,,"[43.8, 32.6]",,Ground Pass,,17.81011,,,,Scott McTominay,,,,,Kick Off,1,From Kick Off,Ryan Christie,12510.0,Left Center Forward,89,Scotland,942,['357a9f73-b76d-40d3-8f2d-64b61e546aeb'],5,,,,,,,,,,,,,,,Scotland,00:42:05.083,Pass,,60.0,40.0,43.8,32.6,,,
,,,,,,,,,,,,,,,,2.362673,,,,,,,,,,4ff03d6f-f5ac-4c06-8201-4b319ecdac6e,1581,,,"[43.8, 32.6]",3788748,42,,True,,,-2.4562058,,Right Foot,,,,"[27.9, 19.6]",,Ground Pass,,20.538013,,,,Liam Cooper,,,,,,1,From Kick Off,Scott McTominay,3620.0,Center Defensive Midfield,89,Scotland,942,['72f01def-38f6-4306-abce-001490d0173a'],7,,,,,,,,,,,,,,,Scotland,00:42:07.080,Pass,,43.8,32.6,27.9,19.6,,,
,,,,,,,,,,,,,,,,2.460797,,,,,,,,,,41a20810-e798-434a-aa36-542150f43a63,1583,,,"[21.7, 20.3]",3788748,42,,,,,2.1982522,,Right Foot,,,,"[5.6, 42.5]",,Ground Pass,,27.42353,,,,David Marshall,,,,,,1,From Kick Off,Liam Cooper,9621.0,Left Center Back,89,Scotland,942,['f3e6061b-a61e-4a98-8648-03f8a15ec11b'],13,,,,,,,,,,,,,,,Scotland,00:42:13.826,Pass,,21.7,20.3,5.6,42.5,,,
,,,,,,,,,,,,,,,,3.539388,,,,,,,,,,6b245d30-01cc-4f87-a2ac-e8fe699b15cd,1586,,,"[17.0, 43.8]",3788748,42,,,,,0.31730613,,Right Foot,,,,"[84.6, 66.0]",,High Pass,,71.15195,,Incomplete,,Lyndon Dykes,,,,,,1,From Kick Off,David Marshall,9645.0,Goalkeeper,89,Scotland,942,"['486199ba-dd50-4235-b518-42e633c1e927', 'b772eba5-6b92-4a5b-b2f0-2e2801702148']",26,,,,,,,,,,,,,,,Scotland,00:42:26.207,Pass,,17.0,43.8,84.6,66.0,,,
,,,,,,,,,,,,,,,,1.295701,,,,,,,,,,486199ba-dd50-4235-b518-42e633c1e927,1588,,,"[35.5, 14.1]",3788748,42,,,,,0.9587809,,Head,,,,"[42.8, 24.5]",,High Pass,,12.706298,,,,Alex Král,,,,,Recovery,1,Regular Play,Tomáš Souček,4870.0,Left Defensive Midfield,90,Czech Republic,912,"['5c5073d8-fc39-4182-946d-f164e41bc676', '6b245d30-01cc-4f87-a2ac-e8fe699b15cd']",29,,,,,,,,,,,,,,,Czech Republic,00:42:29.746,Pass,,35.5,14.1,42.8,24.5,,,
,,,,,,,,,,,,,,,,1.338908,,,,,,,,,,f48b98bc-549a-4422-8e07-db65108421f5,1591,,,"[42.8, 24.5]",3788748,42,,,,True,0.299532,,,,,,"[49.6, 26.6]",,High Pass,,7.1168814,,,,Vladimír Darida,,,,,,1,Regular Play,Alex Král,23452.0,Right Defensive Midfield,90,Czech Republic,912,"['fa6e5aa4-6e84-4ec4-a934-6a6c9e0835d4', 'ffd7def0-355e-4872-9160-9635b9a0bacb']",31,,,,,,,,,,,,,,,Czech Republic,00:42:31.042,Pass,True,42.8,24.5,49.6,26.6,,,
,,,,,,,,,,,,,,,,1.481413,,,,,,,,,,cabb19a3-1116-4ad0-ad50-23e3ad907ae3,1593,,,"[49.6, 26.6]",3788748,42,,,,,0.69865984,,Head,,,,"[64.6, 39.2]",,High Pass,,19.589794,,Incomplete,,Patrik Schick,,,,,,1,Regular Play,Vladimír Darida,8579.0,Center Attacking Midfield,90,Czech Republic,912,"['313408e5-e244-4a6c-a710-3ce8143ecf23', 'f8fdae01-ff92-47c7-a0aa-3d348bb9da1e']",32,,,,,,,,,,,,,,,Czech Republic,00:42:32.381,Pass,,49.6,26.6,64.6,39.2,,,
,,,,,,,,,,,,,,,,2.58827,,,,,,,,,,f8fdae01-ff92-47c7-a0aa-3d348bb9da1e,1595,,,"[55.5, 40.9]",3788748,42,,,,,0.7798116,,Left Foot,,,,"[82.5, 67.6]",,High Pass,,37.972225,,,,Lyndon Dykes,,,,,Recovery,1,Regular Play,Liam Cooper,9621.0,Left Center Back,91,Scotland,942,"['77cd1a30-9c8f-4f06-9a69-1214e5581e03', 'cabb19a3-1116-4ad0-ad50-23e3ad907ae3']",33,,,,,,,,,,,,,,,Scotland,00:42:33.862,Pass,,55.5,40.9,82.5,67.6,,,
,,,,,,,,,,,,,,,,2.836419,,,,,,,,,,cd863bcd-5305-4733-80b3-e510fb2882f5,1598,,,"[82.5, 67.6]",3788748,42,,,,True,0.44823033,,,,,,"[100.8, 76.4]",,Low Pass,,20.30591,,,,"Stephen O""Donnell",,,,,,1,Regular Play,Lyndon Dykes,29571.0,Right Center Forward,91,Scotland,942,"['02737cad-6a81-4ff6-a1eb-dc1ff61425b0', '4974751f-013b-43c7-bcbd-3facd96a5a4c']",36,,,,,,,,,,,,,,,Scotland,00:42:36.451,Pass,True,82.5,67.6,100.8,76.4,,,
,,,,,,,,,,,,,,,,1.230047,,,,,,,,,,8e725ba9-1470-4e4c-8c72-66b58ced6e9f,1601,,,"[113.0, 76.8]",3788748,42,,,,,-1.6529639,,Right Foot,,,,"[110.9, 51.3]",,Low Pass,,25.586325,,,,Ryan Christie,,,,,,1,Regular Play,"Stephen O""Donnell",9048.0,Right Wing Back,91,Scotland,942,['59aae941-e21c-46c9-9e18-d8548d234707'],40,,,,,,,,,,,,,,,Scotland,00:42:40.707,Pass,,113.0,76.8,110.9,51.3,,,
,,,,,,,,,,,,,,,,2.213252,,,,,,,,,,0343d5fa-5ba9-4d68-8424-fda91c77dd35,1605,,,"[111.1, 54.6]",3788748,42,,,,,-1.6799498,,Left Foot,,,,"[109.5, 40.0]",,High Pass,,14.687409,,,,Lyndon Dykes,,,,,,1,Regular Play,Ryan Christie,12510.0,Left Center Forward,91,Scotland,942,"['02e20d6f-cb55-4503-b84c-9ee74901ff52', '6ae91438-1364-4023-bb50-c40c36726d65']",42,,,,,,,,,,,,,,,Scotland,00:42:42.999,Pass,True,111.1,54.6,109.5,40.0,,,
,,,,,,,,,,,,,,,,2.041223,,,,,,,,,,d4758f31-9be9-4ec6-9e81-39941dfaa78f,1611,,,"[78.1, 32.8]",3788748,42,,,,,-2.536048,,Right Foot,,,,"[63.8, 22.9]",,Ground Pass,,17.392527,,,,Liam Cooper,,,,,,1,Regular Play,Scott McTominay,3620.0,Center Defensive Midfield,91,Scotland,942,['64f24d91-f96f-4aea-afe3-2e7d69948dc7'],49,,,,,,,,,,,,,,,Scotland,00:42:49.256,Pass,,78.1,32.8,63.8,22.9,,,
,,,,,,,,,,,,,,,,1.588764,,,,,,,,,,148ffd7b-28be-4228-b290-dc96e2d0e3ba,1614,,,"[70.7, 12.3]",3788748,42,,,,,-0.10357072,,Left Foot,,,,"[98.6, 9.4]",,High Pass,,28.050312,,Incomplete,,Andrew Robertson,,,Through Ball,True,,1,Regular Play,Liam Cooper,9621.0,Left Center Back,91,Scotland,942,"['96ac5cd8-88f9-4b7f-ad3c-926ea0284b53', 'db2971f9-ace7-4cf9-a86f-24d2a9c193c8']",54,,,,,,,,,,,,,,,Scotland,00:42:54.243,Pass,,70.7,12.3,98.6,9.4,,,
,,,,,,,,,,,,,,,,1.239287,,,,,,,,,,db2971f9-ace7-4cf9-a86f-24d2a9c193c8,1616,,,"[21.5, 70.7]",3788748,42,,,,,0.5333022,,Head,,,,"[29.8, 75.6]",,High Pass,,9.638465,,,,Lukáš Masopust,,,,,Interception,1,Regular Play,Vladimír Coufal,16570.0,Right Back,91,Scotland,942,"['148ffd7b-28be-4228-b290-dc96e2d0e3ba', 'a2c2acb3-4aa9-413e-8e71-0ff902b1c832']",55,,,,,,,,,,,,,,,Czech Republic,00:42:55.832,Pass,,21.5,70.7,29.8,75.6,,,
,,,,,,,,,,,,,,,,4.056841,,,,,,,,,,3b420187-5a1d-49ad-bb14-a966eebf2917,1619,,,"[35.0, 76.1]",3788748,42,,,,,-0.5130416,,Right Foot,,,,"[100.5, 39.2]",,High Pass,,75.178856,,Incomplete,,Patrik Schick,,,,,,1,Regular Play,Lukáš Masopust,16472.0,Right Wing,91,Scotland,942,"['c1541ce8-ab1e-4f8b-9088-4c2842b3fa04', 'd1a4f20b-6ba3-42d7-9e1c-02f5f874a992']",58,,,,,,,,,,,,,,,Czech Republic,00:42:58.297,Pass,,35.0,76.1,100.5,39.2,,,
,,,,,,,,,,,,,,,,1.535256,,,,,,,,,,d87c3049-6b56-4593-815e-273c17c235f9,1623,,,"[22.9, 45.6]",3788748,43,,,,,0.7086263,,Right Foot,,,,"[36.2, 57.0]",,Ground Pass,,17.517134,,,,Jack Hendry,,,,,,1,Regular Play,David Marshall,9645.0,Goalkeeper,91,Scotland,942,['a3402362-e5e0-4336-9213-ccc19f7c13f7'],3,,,,,,,,,,,,,,,Scotland,00:43:03.708,Pass,,22.9,45.6,36.2,57.0,,,
,,,,,,,,,,,,,,,,1.089898,,,,,,,,,,8c858c86-05d5-4226-8716-33be7b0530d7,1626,,,"[39.9, 57.4]",3788748,43,,,,,-1.1822965,,Right Foot,,,,"[48.7, 35.9]",,Ground Pass,,23.23123,,,,Scott McTominay,,,,,,1,Regular Play,Jack Hendry,11116.0,Right Center Back,91,Scotland,942,['e5fb7c6a-0287-4047-a3e8-80dc81677adb'],6,,,,,,,,,,,,,,,Scotland,00:43:06.633,Pass,,39.9,57.4,48.7,35.9,,,
,,,,,,,,,,,,,,,,0.951239,,,,,,,,,,7110fdc1-2727-4c07-be9d-a26c564b8148,1629,,,"[49.0, 44.5]",3788748,43,,,,,0.6852558,,Right Foot,,,,"[60.5, 53.9]",,Ground Pass,,14.852946,,,,John McGinn,,,,,,1,Regular Play,Scott McTominay,3620.0,Center Defensive Midfield,91,Scotland,942,['0fed0cee-b3e8-40b8-a53f-4970dd758977'],9,,,,,,,,,,,,,,,Scotland,00:43:09.145,Pass,,49.0,44.5,60.5,53.9,,,
,,,,,,,,,,,,,,,,1.582353,,,,,,,,,,3bf1ab2f-bab3-48d6-abef-b55637266cf5,1635,,,"[65.2, 54.1]",3788748,43,,,,,-1.6718997,,Right Foot,,,,"[63.1, 33.4]",,Ground Pass,,20.80625,,,,Liam Cooper,,,,,Free Kick,1,From Free Kick,Scott McTominay,3620.0,Center Defensive Midfield,92,Scotland,942,['c31a3a30-c591-42c6-ae20-4b9d0ae2e01a'],28,,,,,,,,,,,,,,,Scotland,00:43:28.284,Pass,,65.2,54.1,63.1,33.4,,,
,,,,,,,,,,,,,,,,2.070593,,,,,,,,,,3ea7959a-a753-4195-be1a-ae2bfdaf8ce9,1638,,,"[64.1, 33.4]",3788748,43,,,,,-1.313091,,Left Foot,,,,"[70.9, 7.6]",,Ground Pass,,26.68108,,,,Stuart Armstrong,,,,,,1,From Free Kick,Liam Cooper,9621.0,Left Center Back,92,Scotland,942,['09195065-bb45-4f6d-b740-8c4ae876bc82'],30,,,,,,,,,,,,,,,Scotland,00:43:30.538,Pass,,64.1,33.4,70.9,7.6,,,
,,,,,,,,,,,,,,,,1.167892,,,,,,,,,,57c209a9-b81c-41bd-b7a8-7040b8ba49d0,1641,,,"[71.9, 8.3]",3788748,43,,,,,-0.38610074,,Right Foot,,,,"[84.2, 3.3]",,Ground Pass,,13.277425,,,,Andrew Robertson,,,,,,1,From Free Kick,Stuart Armstrong,10285.0,Left Center Midfield,92,Scotland,942,['59a1c3bb-54fa-433b-84b9-ea2345bdf18f'],32,,,,,,,,,,,,,,,Scotland,00:43:32.928,Pass,,71.9,8.3,84.2,3.3,,,
,,,,,,,,,,,,,,,,1.842271,,,,,,,,,,dac984c2-b0e7-4119-a7cc-49b380e0da44,1644,,,"[72.4, 3.3]",3788748,43,,,,,2.3454998,,Left Foot,,,,"[53.9, 22.2]",,Ground Pass,,26.447306,,,,Liam Cooper,,,,,,1,From Free Kick,Andrew Robertson,3655.0,Left Wing Back,92,Scotland,942,['b25330c8-ee6b-4d1a-bad3-3e338763ce09'],35,,,,,,,,,,,,,,,Scotland,00:43:35.518,Pass,,72.4,3.3,53.9,22.2,,,
,,,,,,,,,,,,,,,,1.171904,,,,,,,,,,73642ec7-42a1-408f-b9d8-5a8587dab2ab,1647,,,"[49.2, 25.5]",3788748,43,,,,,1.4345037,,Left Foot,,,,"[51.6, 43.0]",,Ground Pass,,17.663805,,,,Grant Hanley,,,,,,1,From Free Kick,Liam Cooper,9621.0,Left Center Back,92,Scotland,942,['8f523979-a4a5-48ab-b7bd-b20d38193627'],38,,,,,,,,,,,,,,,Scotland,00:43:38.616,Pass,,49.2,25.5,51.6,43.0,,,
,,,,,,,,,,,,,,,,1.233749,,,,,,,,,,8728cbed-6ffe-4e21-b2c3-0055c0580a5b,1650,,,"[54.9, 48.0]",3788748,43,,,,,1.5208379,,Right Foot,,,,"[56.0, 70.0]",,Ground Pass,,22.027483,,,,Jack Hendry,,,,,,1,From Free Kick,Grant Hanley,9481.0,Center Back,92,Scotland,942,['2f105e22-a459-47e6-be68-811e13b0b096'],41,,,,,,,,,,,,,,,Scotland,00:43:41.793,Pass,,54.9,48.0,56.0,70.0,,,
,,,,,,,,,,,,,,,,0.089428,,,,,,,,,,89af7bb3-a550-4bff-ad17-b34923642c3a,1654,,,"[55.8, 73.1]",3788748,43,,,,,-0.14189705,,Right Foot,,,,"[57.2, 72.9]",,Ground Pass,,1.4142135,,Incomplete,,"Stephen O""Donnell",,,,,,1,From Free Kick,Jack Hendry,11116.0,Right Center Back,92,Scotland,942,"['3df74e02-7abe-4468-8526-1425961f88c8', '56c4d9e1-0845-4184-8c56-99855d769cd6', '80ba2d60-7be2-4ef3-9987-5e7aaf6f9ef9']",43,,,,,,,,,,,,,,,Scotland,00:43:43.989,Pass,True,55.8,73.1,57.2,72.9,,,
,,,,,,,,,,,,,,,,2.470385,,,,,,,,,,56cf6687-5102-44cc-9977-687b4706bb6a,1657,,,"[70.5, 80.0]",3788748,44,,,,,-0.66840905,,,,,,"[97.6, 58.6]",,High Pass,,34.530712,,Incomplete,,Ryan Christie,,,,,Throw-in,1,From Throw In,"Stephen O""Donnell",9048.0,Right Wing Back,93,Scotland,942,"['64e6f980-d8c3-42af-a64d-1f41917603d0', '75790501-ed2b-40bc-801d-aa4345d86a80']",7,,,,,,,,,,,,,,,Scotland,00:44:07.591,Pass,,70.5,80.0,97.6,58.6,,,
,,,,,,,,,,,,,,,,2.016857,,,,,,,,,,75790501-ed2b-40bc-801d-aa4345d86a80,1660,,,"[22.5, 21.5]",3788748,44,,,,,-1.259798,,Head,,,,"[27.9, 4.7]",,High Pass,,17.64653,,,,Jakub Jankto,,,,,Recovery,1,From Throw In,Ondrej Celustka,30328.0,Right Center Back,93,Scotland,942,"['03bd30c1-9153-4f21-9467-624154db7c41', '56cf6687-5102-44cc-9977-687b4706bb6a', 'f9be5b7c-447a-4ebd-8945-65dfe352bd42']",10,,,,,,,,,,,,,,,Czech Republic,00:44:10.061,Pass,True,22.5,21.5,27.9,4.7,,,
,,,,,,,,,,,,,,,,1.847956,,,,,,,,,,c83374d2-ca3c-4fa6-af53-c655b6b3fb10,1664,,,"[28.4, 4.2]",3788748,44,,,,,-0.19553682,,Left Foot,,,,"[49.1, 0.1]",,High Pass,,21.102133,,Out,,Vladimír Darida,,,,,,1,From Throw In,Jakub Jankto,8095.0,Left Wing,93,Scotland,942,['223b355c-9b8c-43ce-9920-3a782fcaf2e0'],13,,,,,,,,,,,,,,,Czech Republic,00:44:13.219,Pass,,28.4,4.2,49.1,0.1,,,
,,,,,,,,,,,,,,,,1.499168,,,,,,,,,,0e85ea64-1bf5-4a0a-92a4-aa186f0e21fe,1666,,,"[75.7, 80.0]",3788748,44,,,,,-0.6470472,,,,,,"[89.2, 69.8]",,Low Pass,,16.920107,,,,Ryan Christie,,,,,Throw-in,1,From Throw In,"Stephen O""Donnell",9048.0,Right Wing Back,94,Scotland,942,['f653debc-71ee-476b-be57-65206a5e9df3'],32,,,,,,,,,,,,,,,Scotland,00:44:32.655,Pass,,75.7,80.0,89.2,69.8,,,
,,,,,,,,,,,,,,,,1.150185,,,,,,,,,,0cd4dc48-4a0d-4aa6-94fd-571ede63598a,1672,,,"[77.3, 55.6]",3788748,44,,,,,-2.9846213,,Left Foot,,,,"[63.4, 53.4]",,Ground Pass,,14.073024,,,,Grant Hanley,,,,,,1,From Throw In,Ryan Christie,12510.0,Left Center Forward,94,Scotland,942,"['203cf54b-91f8-4e5b-82ab-c9ee61d171a5', '94f13181-4109-4b91-a47b-1e837c67e746']",36,,,,,,,,,,,,,,,Scotland,00:44:36.668,Pass,True,77.3,55.6,63.4,53.4,,,
,,,,,,,,,,,,,,,,2.656223,,,,,,,,,,77828658-944f-4d1b-ad81-064ab35e7c03,1674,,,"[63.4, 53.4]",3788748,44,,,,,-1.4559197,,Right Foot,,,,"[66.7, 24.8]",,Ground Pass,,28.789755,,,,Liam Cooper,,,,,,1,From Throw In,Grant Hanley,9481.0,Center Back,94,Scotland,942,['aa8652c7-0bf5-4ad2-b237-af88276b44df'],37,,,,,,,,,,,,,,,Scotland,00:44:37.818,Pass,,63.4,53.4,66.7,24.8,,,
,,,,,,,,,,,,,,,,1.110006,,,,,,,,,,771e66f4-a302-4e16-9a52-956c869dfdaf,1676,,,"[66.7, 24.8]",3788748,44,,,,,-0.06738249,,Left Foot,,,,"[83.0, 23.7]",,Ground Pass,,16.337074,,Incomplete,,Stuart Armstrong,,,,,,1,From Throw In,Liam Cooper,9621.0,Left Center Back,94,Scotland,942,"['7174163c-cce9-4fb7-a749-cf0256e471d2', '73561ac6-4276-47f7-9b55-dca0f7711aaf']",40,,,,,,,,,,,,,,,Scotland,00:44:40.475,Pass,,66.7,24.8,83.0,23.7,,,
,,,,,,,,,,,,,,,,1.501063,,,,,,,,,,95416794-a238-4fc0-9f48-cb074bb01e29,1682,,,"[44.0, 68.5]",3788748,44,,,,,2.855058,,Right Foot,,,,"[32.8, 71.8]",,Ground Pass,,11.6760435,,,,Vladimír Coufal,,,,,,1,Regular Play,Alex Král,23452.0,Right Defensive Midfield,95,Czech Republic,912,"['4f2c428e-fb26-4087-80b8-6f3251bc9c57', '7224ad30-d350-4735-b25e-3e7416c3581a']",43,,,,,,,,,,,,,,,Czech Republic,00:44:43.634,Pass,True,44.0,68.5,32.8,71.8,,,
,,,,,,,,,,,,,,,,2.76177,,,,,,,,,,7e9de20c-f203-4e71-be48-86b8ddb05ef2,1685,,,"[32.8, 71.8]",3788748,44,,,,,-0.42857426,,Right Foot,,,,"[79.2, 50.6]",,High Pass,,51.013725,,,,Vladimír Darida,,,,,,1,Regular Play,Vladimír Coufal,16570.0,Right Back,95,Czech Republic,912,['e262d651-c362-466e-8b6d-687a020476bb'],45,,,,,,,,,,,,,,,Czech Republic,00:44:45.240,Pass,,32.8,71.8,79.2,50.6,,,
,,,,,,,,,,,,,,,,1.610271,,,,,,,,,,9b2678f2-6075-44fe-baf1-7b5275042a7e,1692,,,"[58.9, 16.6]",3788748,44,,,,,-0.61822313,,Right Foot,,,,"[77.6, 3.3]",,Ground Pass,,22.94733,,,,Andrew Robertson,,,,,,1,Regular Play,Scott McTominay,3620.0,Center Defensive Midfield,96,Scotland,942,['b777d686-4eb7-44d1-896b-9df61cca3ad1'],54,,,,,,,,,,,,,,,Scotland,00:44:54.252,Pass,,58.9,16.6,77.6,3.3,,,
,,,,,,,,,,,,,,,,2.103959,,,,,,,,,,0927ec7d-4285-4da7-a98a-e970bbe134c4,1694,,,"[77.6, 3.3]",3788748,44,,,,,3.0773952,,Left Foot,,,,"[63.6, 4.2]",,Ground Pass,,14.028899,,,,Stuart Armstrong,,,,,,1,Regular Play,Andrew Robertson,3655.0,Left Wing Back,96,Scotland,942,['78682eba-f565-4e8e-9da7-ad58bd0a1b52'],55,,,,,,,,,,,,,,,Scotland,00:44:55.862,Pass,,77.6,3.3,63.6,4.2,,,
,,,,,,,,,,,,,,,,1.383023,,,,,,,,,,a588002a-71c9-4c41-8f06-3dbcb3462503,1697,,,"[56.1, 4.7]",3788748,45,,,,,2.6396158,,Left Foot,,,,"[42.8, 12.0]",,Ground Pass,,15.171684,,,,Liam Cooper,,,,,,1,Regular Play,Stuart Armstrong,10285.0,Left Center Midfield,96,Scotland,942,['956225d2-1604-437b-b2f0-52cd91ad8dba'],0,,,,,,,,,,,,,,,Scotland,00:45:00.068,Pass,,56.1,4.7,42.8,12.0,,,
,,,,,,,,,,,,,,,,1.124533,,,,,,,,,,e5ff1a99-7b2b-4daf-a66d-431531d535c3,1700,,,"[42.8, 12.8]",3788748,45,,,,,1.6663132,,Left Foot,,,,"[41.2, 29.5]",,Ground Pass,,16.776472,,,,Grant Hanley,,,,,,1,Regular Play,Liam Cooper,9621.0,Left Center Back,96,Scotland,942,['d81456c8-377e-4b55-88be-e4eb4da1e631'],2,,,,,,,,,,,,,,,Scotland,00:45:02.783,Pass,,42.8,12.8,41.2,29.5,,,
