50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,44c21046-f100-45a8-9ebd-62e6ea566fc6,1,,,,3788747,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria,915,,0,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 21}, {'player': {'id': 8777, 'name': 'Andreas Ulmer'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 2}, {'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8506, 'name': 'Konrad Laimer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 9}, {'player': {'id': 18762, 'name': 'Sasa Kalajdzic'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 25}, {'player': {'id': 24977, 'name': 'Christoph Baumgartner'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Austria,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,64f6e285-4283-437a-94b7-b3fa709a80e5,2,,,,3788747,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria,915,,0,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 21397, 'name': 'Stole Dimitrievski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10592, 'name': 'Stefan Ristovski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 30644, 'name': 'Darko Velkovski'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 14}, {'player': {'id': 46906, 'name': 'Visar Musliu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 16740, 'name': 'Boban Nikolov'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 4713, 'name': 'Ezgjan Alioski'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 8}, {'player': {'id': 18879, 'name': 'Arijan Ademi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6782, 'name': 'Enis Bardhi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 16535, 'name': 'Eljif Elmas'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",North Macedonia,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c40a128a-fd7d-4424-bd24-1854d6d65242,3,,,,3788747,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria,915,['11e6946d-1083-4324-a4b8-36a8f3ebd4d3'],0,,,,,,,,,,,,,,Austria,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,11e6946d-1083-4324-a4b8-36a8f3ebd4d3,4,,,,3788747,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria,915,['c40a128a-fd7d-4424-bd24-1854d6d65242'],0,,,,,,,,,,,,,,North Macedonia,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4e9f16c4-08cb-49f9-a10f-0a2091aa8f5c,1789,,,,3788747,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,North Macedonia,2358,['3f217369-08a8-4fbb-b0df-143d9683c956'],0,,,,,,,,,,,,,,Austria,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3f217369-08a8-4fbb-b0df-143d9683c956,1790,,,,3788747,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,North Macedonia,2358,['4e9f16c4-08cb-49f9-a10f-0a2091aa8f5c'],0,,,,,,,,,,,,,,North Macedonia,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,0.720508,,,,,,,,,,,,ac1dfe29-900f-4799-8686-77e4936d535c,5,,,"[60.0, 40.0]",3788747,0,,,,1.359703,,Right Foot,,,,"[60.3, 41.4]",,Ground Pass,,1.4317821,,,Sasa Kalajdzic,,,,,Kick Off,1,From Kick Off,Christoph Baumgartner,24977.0,Left Center Forward,2,Austria,915,['ad8b0a8f-e363-4d19-9dfd-45983f94f7b1'],1,,,,,,,,,,,,,,Austria,00:00:01.458,Pass,,60.0,40.0,60.3,41.4,,,
,,,,,,,,,,,,,,,,1.670313,,,,,,,,,,,,f37b43e4-3abc-4fd5-b823-e5b4df3f5964,8,,,"[57.4, 39.7]",3788747,0,,,,-3.0674927,,Right Foot,,,,"[34.5, 38.0]",,Ground Pass,,22.963015,,,David Olatukunbo Alaba,,,,,,1,From Kick Off,Sasa Kalajdzic,18762.0,Right Center Forward,2,Austria,915,['b5dcf0b1-dbc1-457a-a0ca-b34af137a60b'],2,,,,,,,,,,,,,,Austria,00:00:02.294,Pass,,57.4,39.7,34.5,38.0,,,
,,,,,,,,,,,,,,,,0.88745,,,,,,,,,,,,d9cc4b94-ad2d-4229-86bd-26b72da4a135,11,,,"[34.9, 38.9]",3788747,0,,,,1.5265214,,Left Foot,,,,"[35.6, 54.7]",,Ground Pass,,15.815498,,,Aleksandar Dragović,,,,,,1,From Kick Off,David Olatukunbo Alaba,8220.0,Center Back,2,Austria,915,['80573535-1f75-4743-814f-c4d14c3985be'],5,,,,,,,,,,,,,,Austria,00:00:05.036,Pass,,34.9,38.9,35.6,54.7,,,
,,,,,,,,,,,,,,,,0.947012,,,,,,,,,,,,28e388ea-788a-413b-be09-568f754853d2,14,,,"[36.7, 55.3]",3788747,0,,,,-1.7879076,,Right Foot,,,,"[33.7, 41.7]",,Ground Pass,,13.926952,,,David Olatukunbo Alaba,,,,,,1,From Kick Off,Aleksandar Dragović,3969.0,Right Center Back,2,Austria,915,['52844967-b2ec-4d8d-9508-73449e6f2817'],6,,,,,,,,,,,,,,Austria,00:00:06.251,Pass,,36.7,55.3,33.7,41.7,,,
,,,,,,,,,,,,,,,,1.301863,,,,,,,,,,,,a1f158be-bcef-439e-8be0-1ca40300539b,17,,,"[34.3, 38.8]",3788747,0,,,,-1.1180179,,Left Foot,,,,"[45.1, 16.6]",,Ground Pass,,24.687649,,,Martin Hinteregger,,,,,,1,From Kick Off,David Olatukunbo Alaba,8220.0,Center Back,2,Austria,915,['086010e0-f7ae-416b-9f4b-e1c12dd31842'],9,,,,,,,,,,,,,,Austria,00:00:09.077,Pass,,34.3,38.8,45.1,16.6,,,
,,,,,,,,,,,,,,,,1.644963,,,,,,,,,,,,cc6783c8-ec28-4c5b-a2f7-a1f2d22c91da,20,,,"[47.6, 16.0]",3788747,0,,,,2.0164511,,Left Foot,,,,"[40.1, 31.7]",,Ground Pass,,17.399426,,,David Olatukunbo Alaba,,,,,,1,From Kick Off,Martin Hinteregger,8307.0,Left Center Back,2,Austria,915,['a888d0ef-8f16-433a-bcb5-ab238a3fe167'],11,,,,,,,,,,,,,,Austria,00:00:11.510,Pass,,47.6,16.0,40.1,31.7,,,
,,,,,,,,,,,,,,,,1.59893,,,,,,,,,,,,b7d0916f-9664-4355-a1c3-adba83eebe9a,23,,,"[51.5, 39.5]",3788747,0,,,,1.3996477,,Left Foot,,,,"[55.7, 63.8]",,Ground Pass,,24.660292,,,Aleksandar Dragović,,,,,,1,From Kick Off,David Olatukunbo Alaba,8220.0,Center Back,2,Austria,915,['2229a347-bc45-4269-a1b3-45cbe48873ad'],16,,,,,,,,,,,,,,Austria,00:00:16.216,Pass,,51.5,39.5,55.7,63.8,,,
,,,,,,,,,,,,,,,,1.315046,,,,,,,,,,,,4e57a20c-10ac-4154-a491-b1ed48ada6f4,27,,,"[64.8, 62.7]",3788747,0,,,,0.726107,,Right Foot,,,,"[76.4, 73.0]",,Ground Pass,,15.5128975,,,Stefan Lainer,,,,,,1,From Kick Off,Aleksandar Dragović,3969.0,Right Center Back,2,Austria,915,"['9d61619d-9f75-426c-9326-26605abdd9b8', 'c66084ce-992a-41ca-a1cb-651e0ef04acb']",19,,,,,,,,,,,,,,Austria,00:00:19.779,Pass,True,64.8,62.7,76.4,73.0,,,
,,,,,,,,,,,,,,,,0.980379,,,,,,,,,,,,ee877813-1eb0-41f2-8426-24d7ffd6b5dd,29,,,"[74.7, 71.4]",3788747,0,,,,-1.1769277,,Left Foot,,,,"[81.1, 56.0]",,Low Pass,,16.67693,,,Sasa Kalajdzic,,,,,,1,From Kick Off,Stefan Lainer,8779.0,Right Wing Back,2,Austria,915,['9138fe91-9644-463e-9d4b-68758bce9798'],21,,,,,,,,,,,,,,Austria,00:00:21.094,Pass,,74.7,71.4,81.1,56.0,,,
,,,,,,,,,,,,,,,,0.439305,,,,,,,,,,,,dfd7f862-b4fe-4dbb-844f-2c3eeaf6858a,32,,,"[82.4, 57.3]",3788747,0,,,,0.81241864,,Right Foot,,,,"[86.0, 61.1]",,Low Pass,,5.234501,,,Konrad Laimer,,,,,,1,From Kick Off,Sasa Kalajdzic,18762.0,Right Center Forward,2,Austria,915,['9f720aa8-898a-48a3-823a-74184fce9434'],22,,,,,,,,,,,,,,Austria,00:00:22.134,Pass,,82.4,57.3,86.0,61.1,,,
,,,,,,,,,,,,,,,,4.603533,,,,,,,,,,,,88e9ecc1-1269-49a2-b32f-81e0ea3a4eb3,36,,,"[87.8, 60.9]",3788747,0,,,,-0.2046418,,Left Foot,,,,"[119.6, 54.3]",,Ground Pass,,32.477684,Out,,Sasa Kalajdzic,,,,,,1,From Kick Off,Konrad Laimer,8506.0,Right Center Midfield,2,Austria,915,['fceb7b82-d81a-4a16-8740-40fa95dcdb12'],23,,,,,,,,,,,,,,Austria,00:00:23.629,Pass,,87.8,60.9,119.6,54.3,,,
,,,,,,,,,,,,,,,,3.644393,,,,,,,,,,,,a2e7586b-88ae-4529-89a7-cb5ed07d3f37,38,,,"[7.0, 36.1]",3788747,0,,,,-0.38173074,,Right Foot,,,,"[63.3, 13.5]",,High Pass,,60.666714,Incomplete,,Eljif Elmas,,,,,Goal Kick,1,From Goal Kick,Stole Dimitrievski,21397.0,Goalkeeper,3,North Macedonia,2358,"['b4a28d66-8ab9-4872-9a83-989b6e4dcd4c', 'b9dc9faf-8d11-433b-8a21-455788c68884']",56,,,,,,,,,,,,,,North Macedonia,00:00:56.645,Pass,,7.0,36.1,63.3,13.5,,,
,,,,,,,,,,,,,,,,1.35447,,,,,,,,,,,,b9dc9faf-8d11-433b-8a21-455788c68884,40,,,"[56.8, 66.6]",3788747,1,,,True,-0.07677189,,,,,,"[72.4, 65.4]",,High Pass,,15.646086,Incomplete,,,,,,,Recovery,1,From Goal Kick,Aleksandar Dragović,3969.0,Right Center Back,3,North Macedonia,2358,"['a2e7586b-88ae-4529-89a7-cb5ed07d3f37', 'cb46e194-a826-4b83-b459-a36820d87133', 'cc09664f-958e-4dc2-a8b0-bc59b21a3a51']",0,,,,,,,,,,,,,,Austria,00:01:00.290,Pass,True,56.8,66.6,72.4,65.4,,,
,,,,,,,,,,,,,,,,1.039013,,,,,,,,,,,,cc09664f-958e-4dc2-a8b0-bc59b21a3a51,42,,,"[47.7, 14.7]",3788747,1,,,,-1.1727821,,Head,,,,"[51.4, 5.9]",,Low Pass,,9.546204,,,Ezgjan Alioski,,,,,Recovery,1,From Goal Kick,Visar Musliu,46906.0,Left Center Back,3,North Macedonia,2358,"['b103a55c-8b20-47bb-861f-aa26a42d68dd', 'b9dc9faf-8d11-433b-8a21-455788c68884']",1,,,,,,,,,,,,,,North Macedonia,00:01:01.644,Pass,,47.7,14.7,51.4,5.9,,,
,,,,,,,,,,,,,,,,0.729204,,,,,,,,,,,,114ab44f-e7ae-49a0-93b4-2ef321c12151,48,,,"[65.6, 0.1]",3788747,1,,,,1.8045396,,,,,,"[63.6, 8.5]",,Low Pass,,8.634813,,,Arijan Ademi,,,,,Throw-in,1,From Throw In,Ezgjan Alioski,4713.0,Left Wing Back,4,North Macedonia,2358,['ebdc2cb1-28de-48db-8034-e07b67511f65'],11,,,,,,,,,,,,,,North Macedonia,00:01:11.628,Pass,,65.6,0.1,63.6,8.5,,,
,,,,,,,,,,,,,,,,0.74193,,,,,,,,,,,,84e75d42-57a0-4ddd-b515-8a68a836ce71,52,,,"[62.6, 6.6]",3788747,1,,,,-0.4048918,,Right Foot,,,,"[67.5, 4.5]",,Ground Pass,,5.3310413,,,Ezgjan Alioski,,,,,,1,From Throw In,Arijan Ademi,18879.0,Center Defensive Midfield,4,North Macedonia,2358,"['3fe0f55e-dfe2-4f37-9244-e67d5df3e473', '6bdce157-8bfb-48f1-9cc8-8bcb7e0b6973']",13,,,,,,,,,,,,,,North Macedonia,00:01:13.067,Pass,True,62.6,6.6,67.5,4.5,,,
,,,,,,,,,,,,,,,,0.162313,,,,,,,,,,,,745b6dac-6125-46fd-a2f3-2dc9cd4a3f90,54,,,"[68.9, 4.3]",3788747,1,,,,2.6066375,,Left Foot,,,,"[66.2, 5.9]",,Ground Pass,,3.138471,Incomplete,,Arijan Ademi,,,,,,1,From Throw In,Ezgjan Alioski,4713.0,Left Wing Back,4,North Macedonia,2358,"['10edc232-5bd3-4c2b-9c7c-9c2cf1343d47', 'ff7cae59-56ea-45c4-af2a-d3cb0ee64185']",13,,,,,,,,,,,,,,North Macedonia,00:01:13.809,Pass,,68.9,4.3,66.2,5.9,,,
,,,,,,,,,,,,,,,,1.879102,,,,,,,,,,,,6eb4b107-d9eb-46e4-bd94-419f2c6b081f,57,,,"[70.4, 0.1]",3788747,1,,,,0.37110963,,,,,,"[92.5, 8.7]",,High Pass,,23.714342,,,Aleksandar Trajkovski,,,,,Throw-in,1,From Throw In,Ezgjan Alioski,4713.0,Left Wing Back,5,North Macedonia,2358,['56aa5046-ffa6-4ef4-8308-33cd7090e3ad'],30,,,,,,,,,,,,,,North Macedonia,00:01:30.298,Pass,,70.4,0.1,92.5,8.7,,,
,,,,,,,,,,,,,,,,0.85896,,,,,,,,,,,,5f76a166-591a-49b1-89c4-47f4fa6b6ced,60,,,"[95.6, 9.6]",3788747,1,,,,1.539061,,Other,,,,"[95.8, 15.9]",,Low Pass,,6.303174,,,Eljif Elmas,,,,,,1,From Throw In,Aleksandar Trajkovski,30512.0,Left Center Forward,5,North Macedonia,2358,['f353ee9f-32f4-4f64-bea9-429b27a5c672'],32,,,,,,,,,,,,,,North Macedonia,00:01:32.297,Pass,,95.6,9.6,95.8,15.9,,,
,,,,,,,,,,,,,,,,0.795884,,,,,,,,,,,,98c715e0-f977-4634-aeed-f1643a7bfd92,70,,,"[7.3, 66.5]",3788747,1,,,,1.7338916,,Right Foot,,,,"[6.0, 74.4]",,Ground Pass,,8.0062475,,,Aleksandar Dragović,,,,,,1,From Counter,Stefan Lainer,8779.0,Right Wing Back,6,Austria,915,"['982e96cc-5731-4437-b7e4-1e50bc785621', 'ef11fca4-5fad-4567-bb8d-36c7c8869643']",39,,,,,,,,,,,,,,Austria,00:01:39.905,Pass,True,7.3,66.5,6.0,74.4,,,
,,,,,,,,,,,,,,,,2.420693,,,,,,,,,,,,353c88e7-aa3c-4db2-96e7-b7cf4f96b2d6,73,,,"[6.0, 74.4]",3788747,1,,,,-0.34223187,,Right Foot,,,,"[54.0, 57.3]",,High Pass,,50.95498,,,Sasa Kalajdzic,,,,,,1,From Counter,Aleksandar Dragović,3969.0,Right Center Back,6,Austria,915,['ceb6570e-0660-4859-b614-b00052bff552'],41,,,,,,,,,,,,,,Austria,00:01:41.048,Pass,,6.0,74.4,54.0,57.3,,,
,,,,,,,,,,,,,,,,2.398324,,,,,,,,,,,,52d55705-ce90-4079-abcd-87951273cbe3,77,,,"[54.6, 28.8]",3788747,1,,,,-1.2051326,,Right Foot,,,,"[63.1, 6.6]",,Low Pass,,23.771622,,,Ezgjan Alioski,,,,,Recovery,1,Regular Play,Darko Velkovski,30644.0,Center Back,7,North Macedonia,2358,['66bccfd1-ce20-4dcd-95ce-48496fdc51af'],45,,,,,,,,,,,,,,North Macedonia,00:01:45.429,Pass,,54.6,28.8,63.1,6.6,,,
,,,,,,,,,,,,,,,,2.478063,,,,,,,,,,,,7d8314b7-68e1-4acb-a5aa-92b64a68c251,81,,,"[54.8, 11.5]",3788747,1,,,,2.7221153,,Left Foot,,,,"[10.4, 31.3]",,Low Pass,,48.61481,,,Stole Dimitrievski,,,,,,1,Regular Play,Ezgjan Alioski,4713.0,Left Wing Back,7,North Macedonia,2358,['84d61538-1fae-4105-ae1e-8772a50b0335'],49,,,,,,,,,,,,,,North Macedonia,00:01:49.045,Pass,,54.8,11.5,10.4,31.3,,,
,,,,,,,,,,,,,,,,1.352081,,,,,,,,,,,,e2f7b8a9-00ce-44a8-83c9-3c3e88682830,84,,,"[11.4, 43.1]",3788747,1,,,,0.8519663,,Right Foot,,,,"[33.1, 67.9]",,Ground Pass,,32.953453,,,Stefan Ristovski,,,,,,1,Regular Play,Stole Dimitrievski,21397.0,Goalkeeper,7,North Macedonia,2358,['d8639636-7fea-4ec7-9e35-0b56451d836c'],53,,,,,,,,,,,,,,North Macedonia,00:01:53.876,Pass,,11.4,43.1,33.1,67.9,,,
,,,,,,,,,,,,,,,,1.798446,,,,,,,,,,,,1364b8b0-5773-440a-b544-cd91abd32fd8,87,,,"[35.0, 70.7]",3788747,1,,,,0.08535362,,Right Foot,,,,"[53.7, 72.3]",,Ground Pass,,18.768324,,,Enis Bardhi,,,,,,1,Regular Play,Stefan Ristovski,10592.0,Right Center Back,7,North Macedonia,2358,['5d5c5128-7c4c-4aa7-a76a-199ac8ebdd09'],58,,,,,,,,,,,,,,North Macedonia,00:01:58.157,Pass,,35.0,70.7,53.7,72.3,,,
,,,,,,,,,,,,,,,,0.83953,,,,,,,,,,,,9853185c-2ad7-4dd8-8657-d5dab0b9d2ff,93,,,"[56.5, 74.0]",3788747,2,,,,-0.6395872,,Right Foot,,,,"[64.7, 67.9]",,Ground Pass,,10.220078,Incomplete,,Goran Pandev,,,,,,1,Regular Play,Enis Bardhi,6782.0,Right Center Midfield,7,North Macedonia,2358,"['2ca38ea9-39fa-46ad-93d8-65fb9807f48f', '4e03f525-b792-4d7e-8e53-68fcd578b077', '72f57ad8-b2ca-4161-b80e-5d760f2ef98d', 'fe709a14-90d1-4ab6-860e-ff0ef2137a96']",3,,,,,,,,,,,,,,North Macedonia,00:02:03.275,Pass,True,56.5,74.0,64.7,67.9,,,
,,,,,,,,,,,,,,,,1.797342,,,,,,,,,,,,531cf2eb-579b-43d5-ab2e-b1b650a901fa,99,,,"[64.8, 22.5]",3788747,2,,,,2.55359,,Right Foot,,,,"[45.3, 35.5]",,Ground Pass,,23.436083,,,Aleksandar Dragović,,,,,,1,Regular Play,Christoph Baumgartner,24977.0,Left Center Forward,8,Austria,915,['675c92c0-d935-417d-b2c1-98244fe5bfa0'],7,,,,,,,,,,,,,,Austria,00:02:07.253,Pass,,64.8,22.5,45.3,35.5,,,
,,,,,,,,,,,,,,,,2.054417,,,,,,,,,,,,3a9d9edc-9bfb-4362-a442-ac91e8006928,101,,,"[45.4, 36.9]",3788747,2,,,,-1.331297,,Right Foot,,,,"[51.7, 11.1]",,Ground Pass,,26.55805,,,Martin Hinteregger,,,,,,1,Regular Play,Aleksandar Dragović,3969.0,Right Center Back,8,Austria,915,['42f657b9-da0d-41d5-b617-5c9f06b2c428'],9,,,,,,,,,,,,,,Austria,00:02:09.050,Pass,,45.4,36.9,51.7,11.1,,,
,,,,,,,,,,,,,,,,0.98289,,,,,,,,,,,,be426e00-9375-4a5e-b068-9d564e13148f,104,,,"[54.2, 13.0]",3788747,2,,,,0.7437556,,Left Foot,,,,"[61.7, 19.9]",,Ground Pass,,10.191173,,,Xaver Schlager,,,,,,1,Regular Play,Martin Hinteregger,8307.0,Left Center Back,8,Austria,915,['8021fc15-0940-4394-a266-1d199f06261b'],13,,,,,,,,,,,,,,Austria,00:02:13.422,Pass,,54.2,13.0,61.7,19.9,,,
,,,,,,,,,,,,,,,,1.215888,,,,,,,,,,,,da48bbb3-01f7-40e0-b6c9-a12c47a2635b,107,,,"[60.7, 21.1]",3788747,2,,,,-2.158799,,Right Foot,,,,"[52.5, 8.8]",,Ground Pass,,14.782761,,,Martin Hinteregger,,,,,,1,Regular Play,Xaver Schlager,8769.0,Center Defensive Midfield,8,Austria,915,['2f239ca0-d590-46db-97d1-ec5f672928ba'],14,,,,,,,,,,,,,,Austria,00:02:14.474,Pass,,60.7,21.1,52.5,8.8,,,
,,,,,,,,,,,,,,,,0.835687,,,,,,,,,,,,2b4e2eff-4b11-47f4-9879-0f13559e350b,110,,,"[56.5, 8.3]",3788747,2,,,,-0.6086893,,Right Foot,,,,"[66.4, 1.4]",,Ground Pass,,12.067311,,,Marcel Sabitzer,,,,,,1,Regular Play,Martin Hinteregger,8307.0,Left Center Back,8,Austria,915,['27a88996-3017-4bd8-88ad-3ea679134d59'],17,,,,,,,,,,,,,,Austria,00:02:17.198,Pass,,56.5,8.3,66.4,1.4,,,
,,,,,,,,,,,,,,,,1.321764,,,,,,,,,,,,45c3a060-059c-4bfd-9927-6ea62b5f9001,113,,,"[61.4, 8.9]",3788747,2,,,,2.1057515,,Right Foot,,,,"[48.6, 30.5]",,Ground Pass,,25.107767,,,David Olatukunbo Alaba,,,,,,1,Regular Play,Marcel Sabitzer,8518.0,Left Center Midfield,8,Austria,915,['7fc548e9-d98c-4b3e-8153-13ca48d02207'],20,,,,,,,,,,,,,,Austria,00:02:20.346,Pass,,61.4,8.9,48.6,30.5,,,
,,,,,,,,,,,,,,,,1.613005,,,,,,,,,,,,c5a736ad-8aa0-4778-965d-93084ac67762,116,,,"[56.5, 37.7]",3788747,2,,,,-1.0566502,,Left Foot,,,,"[68.7, 16.1]",,Ground Pass,,24.807257,,,Marcel Sabitzer,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Center Back,8,Austria,915,['9a85176d-454b-4575-8d47-79afe231c390'],26,,,,,,,,,,,,,,Austria,00:02:26.203,Pass,,56.5,37.7,68.7,16.1,,,
,,,,,,,,,,,,,,,,1.895619,,,,,,,,,,,,cdaa6788-c1bb-4f1f-902e-3a33f50b2661,118,,,"[71.9, 6.6]",3788747,2,,,,2.7895484,,Right Foot,,,,"[62.1, 10.2]",,Ground Pass,,10.440307,,,Martin Hinteregger,,,,,,1,Regular Play,Marcel Sabitzer,8518.0,Left Center Midfield,8,Austria,915,['559cd278-1a37-4421-a2e0-2fa98abfa14f'],27,,,,,,,,,,,,,,Austria,00:02:27.816,Pass,,71.9,6.6,62.1,10.2,,,
,,,,,,,,,,,,,,,,1.966448,,,,,,,,,,,,ece5e9e8-b40d-4f38-9107-789a20c37a40,121,,,"[63.2, 12.3]",3788747,2,,,,2.0388298,,Left Foot,,,,"[54.0, 30.5]",,Ground Pass,,20.393137,,,David Olatukunbo Alaba,,,,,,1,Regular Play,Martin Hinteregger,8307.0,Left Center Back,8,Austria,915,['f827f167-7e07-4bc7-b590-5fbebfa3feed'],31,,,,,,,,,,,,,,Austria,00:02:31.844,Pass,,63.2,12.3,54.0,30.5,,,
,,,,,,,,,,,,,,,,1.444813,,,,,,,,,,,,97036b7b-c238-4432-8105-404d7a27c8be,124,,,"[56.5, 35.4]",3788747,2,,,,1.3745095,,Left Foot,,,,"[63.4, 70.1]",,Ground Pass,,35.37937,,,Aleksandar Dragović,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Center Back,8,Austria,915,['3d8580b1-52af-46df-9bbd-48371c8d9581'],35,,,,,,,,,,,,,,Austria,00:02:35.589,Pass,,56.5,35.4,63.4,70.1,,,
,,,,,,,,,,,,,,,,1.256201,,,,,,,,,,,,6322cc3f-989f-488d-9b18-e3a8d1f4800d,127,,,"[63.4, 70.1]",3788747,2,,,,-1.9049944,,Right Foot,,,,"[55.9, 48.5]",,Ground Pass,,22.865038,,,David Olatukunbo Alaba,,,,,,1,Regular Play,Aleksandar Dragović,3969.0,Right Center Back,8,Austria,915,['faf1f37b-6264-4759-8659-c5207a098475'],37,,,,,,,,,,,,,,Austria,00:02:37.960,Pass,,63.4,70.1,55.9,48.5,,,
,,,,,,,,,,,,,,,,3.20492,,,,,,,,,,,,5b01d79f-e264-4714-9c6b-dc97d69bfae3,130,,,"[64.9, 39.1]",3788747,2,,,,0.20997351,,Left Foot,,,,"[119.8, 50.8]",,High Pass,,56.132877,Out,,Stefan Lainer,,,Through Ball,True,,1,Regular Play,David Olatukunbo Alaba,8220.0,Center Back,8,Austria,915,['d7ac7378-799f-46b4-af53-985000aa0015'],43,,,,,,,,,,,,,,Austria,00:02:43.269,Pass,,64.9,39.1,119.8,50.8,,,
