50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f4b2d37-3e2b-4603-a353-72cdde434578,2700,,,"[77.7, 17.3]",3788747,70,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcel Sabitzer,8518.0,Left Center Midfield,152,Austria,915,['bffe9d3f-1608-4c5f-bcb2-e97907dbabed'],37,,,,,,,,,,,,,,Austria,00:25:37.956,Ball Receipt*,,77.7,17.3,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,daa6e361-71bb-471f-8d51-2d2236de48e1,2703,,,"[104.3, 42.3]",3788747,70,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Michael Gregoritsch,8309.0,Left Center Forward,152,Austria,915,['b83bc55a-8713-4d93-be03-0ba9fa3f6029'],42,,,,,,,,,,,,,,Austria,00:25:42.253,Ball Receipt*,,104.3,42.3,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,5c0eb9d7-0deb-42d9-83c2-3ed66cdb284d,2705,,,"[71.4, 76.4]",3788747,71,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Egzon Bejtulai,46915.0,Right Wing Back,153,North Macedonia,2358,['84b22558-3985-4b45-9390-3d0d3eedbe4c'],23,,,,,,,,,,,,,,North Macedonia,00:26:23.521,Ball Receipt*,,71.4,76.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b645b92-6511-4630-b8d1-ac5f90fabe8b,2707,,,"[42.2, 4.9]",3788747,71,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Martin Hinteregger,8307.0,Left Center Back,154,Austria,915,['50ffb137-d575-4650-ac36-94881291ee63'],39,,,,,,,,,,,,,,Austria,00:26:39.189,Ball Receipt*,,42.2,4.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,79f2eaf7-3141-43a6-acee-e113f0832e99,2710,,,"[28.5, 36.5]",3788747,71,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Philipp Lienhart,8931.0,Right Center Back,154,Austria,915,['49aebce6-ad3a-4ccc-af52-d2823c1346d3'],42,,,,,,,,,,,,,,Austria,00:26:42.013,Ball Receipt*,,28.5,36.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5db4aeda-cff2-42e7-a39b-43391c99b1ae,2713,,,"[55.7, 34.6]",3788747,71,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Xaver Schlager,8769.0,Center Defensive Midfield,154,Austria,915,['01936a1c-2978-4436-959d-edcca15b8e12'],46,,,,,,,,,,,,,,Austria,00:26:46.756,Ball Receipt*,,55.7,34.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4adefed4-8c44-41ca-80fd-ebf76d10c6b6,2718,,,"[75.6, 15.6]",3788747,71,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andreas Ulmer,8777.0,Left Wing Back,154,Austria,915,"['10c42544-8598-4b67-90b3-584c8f82863a', 'c1cc0e5a-784c-4aab-a230-ed1f36a4c75f']",50,,,,,,,,,,,,,,Austria,00:26:50.094,Ball Receipt*,True,75.6,15.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,de9eb9e2-6a25-482f-98d9-c7494a66540b,2720,,,"[85.4, 22.2]",3788747,71,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marcel Sabitzer,8518.0,Left Center Midfield,154,Austria,915,['5075946f-af5f-4af0-bdf6-28b0b05bb5d3'],50,,,,,,,,,,,,,,Austria,00:26:50.582,Ball Receipt*,,85.4,22.2,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,d08b2c2f-669f-4309-a3b7-06bdd41827f3,2722,,,"[93.9, 40.0]",3788747,71,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Michael Gregoritsch,8309.0,Left Center Forward,154,Austria,915,['88e32408-8355-4164-bcf7-638122aa8be4'],52,,,,,,,,,,,,,,Austria,00:26:52.789,Ball Receipt*,,93.9,40.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c99d1d77-a09e-4586-b669-558b4b7161de,2726,,,"[49.9, 30.9]",3788747,71,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Enis Bardhi,6782.0,Left Center Midfield,155,North Macedonia,2358,['544587b1-0da2-4112-a66b-48e910f5ca52'],57,,,,,,,,,,,,,,North Macedonia,00:26:57.754,Ball Receipt*,,49.9,30.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4651938-0074-4611-be5b-ed115eeb5612,2730,,,"[91.8, 70.3]",3788747,72,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Egzon Bejtulai,46915.0,Right Wing Back,155,North Macedonia,2358,['5c088a3e-2421-46d3-87de-4acb721deb4d'],4,,,,,,,,,,,,,,North Macedonia,00:27:04.544,Ball Receipt*,,91.8,70.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc3982e4-aa3f-4cd1-9191-cb662411cf3a,2740,,,"[92.3, 6.6]",3788747,72,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Arijan Ademi,18879.0,Center Defensive Midfield,156,North Macedonia,2358,"['314fdf71-e2a4-4406-86c0-c78f20885288', '854b9197-2f00-49cd-b34f-b12051304f26']",16,,,,,,,,,,,,,,North Macedonia,00:27:16.595,Ball Receipt*,True,92.3,6.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d090eb4-1957-4dc7-87e2-d22e53026a95,2745,,,"[18.9, 73.9]",3788747,72,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Philipp Lienhart,8931.0,Right Center Back,157,Austria,915,['e916ce2a-7716-4913-b05e-18d3a4e0455c'],30,,,,,,,,,,,,,,Austria,00:27:30.311,Ball Receipt*,,18.9,73.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9185844-0c33-441c-a05e-1220204f5f84,2747,,,"[15.0, 55.6]",3788747,72,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,David Olatukunbo Alaba,8220.0,Center Back,157,Austria,915,['88fd6cc8-d2f0-4b1d-a587-c26d13db205f'],33,,,,,,,,,,,,,,Austria,00:27:33.174,Ball Receipt*,,15.0,55.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,53de5e27-7bf3-437d-b2fc-bd2f72f68eb3,2750,,,"[15.8, 32.5]",3788747,72,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Martin Hinteregger,8307.0,Left Center Back,157,Austria,915,['48ace6d3-f122-4988-9705-774316aa8e09'],35,,,,,,,,,,,,,,Austria,00:27:35.684,Ball Receipt*,,15.8,32.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9431a41a-02a8-4cb0-b7be-1f1183bcd255,2753,,,"[48.3, 6.7]",3788747,72,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andreas Ulmer,8777.0,Left Wing Back,157,Austria,915,['0cfba2ca-936e-499a-adba-c2ece501d306'],40,,,,,,,,,,,,,,Austria,00:27:40.252,Ball Receipt*,,48.3,6.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,259cae2f-558e-4a72-93de-7a2a3ab4d592,2756,,,"[27.9, 14.6]",3788747,72,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Martin Hinteregger,8307.0,Left Center Back,157,Austria,915,['6125f8ec-c75f-4c5b-81da-54620358cd9e'],42,,,,,,,,,,,,,,Austria,00:27:42.860,Ball Receipt*,,27.9,14.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fab774b1-3a1e-44ed-9752-701e5b9ff6b9,2759,,,"[10.8, 32.7]",3788747,72,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Daniel Bachmann,21532.0,Goalkeeper,157,Austria,915,['9c1d34f2-9553-4113-858f-bdec222a35d3'],45,,,,,,,,,,,,,,Austria,00:27:45.633,Ball Receipt*,,10.8,32.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0114353e-3cf7-48f4-8ecf-e4c33002e7a5,2762,,,"[16.0, 50.6]",3788747,72,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Philipp Lienhart,8931.0,Right Center Back,157,Austria,915,['087a6898-fc29-4e7f-887e-4872252381fb'],48,,,,,,,,,,,,,,Austria,00:27:48.520,Ball Receipt*,,16.0,50.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,15f1487f-f790-44dd-b0e4-895d4766e940,2765,,,"[44.8, 45.4]",3788747,72,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Xaver Schlager,8769.0,Center Defensive Midfield,157,Austria,915,['c30331c0-94de-4557-88d2-f1a3143d2518'],56,,,,,,,,,,,,,,Austria,00:27:56.220,Ball Receipt*,,44.8,45.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,020e44f4-100d-46e5-b2b0-4ea127b9b8a8,2768,,,"[42.2, 8.1]",3788747,72,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Martin Hinteregger,8307.0,Left Center Back,157,Austria,915,['e933fd2f-0ebb-4bdd-a841-755926372814'],58,,,,,,,,,,,,,,Austria,00:27:58.057,Ball Receipt*,,42.2,8.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d8fe1f5-a978-44ac-8f3e-1e950068d6d5,2771,,,"[64.4, 9.2]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marko Arnautović,3325.0,Right Center Forward,157,Austria,915,['b99a6987-71a5-4880-b20e-7e173c483953'],0,,,,,,,,,,,,,,Austria,00:28:00.555,Ball Receipt*,,64.4,9.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f586b177-b77e-4c50-b38c-3995d70edf4b,2774,,,"[90.6, 6.5]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marcel Sabitzer,8518.0,Left Center Midfield,157,Austria,915,['fd92bb84-eed4-4198-b6d8-b27ce6ebb935'],4,,,,,,,,,,,,,,Austria,00:28:04.355,Ball Receipt*,,90.6,6.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37e0ab73-aedd-4716-9e00-c1c4f48ccd6b,2780,,,"[97.9, 11.9]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andreas Ulmer,8777.0,Left Wing Back,158,Austria,915,['43fa8afa-587c-4f41-9aa5-e112eaaf95c3'],11,,,,,,,,,,,,,,Austria,00:28:11.310,Ball Receipt*,,97.9,11.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,220fc77e-6eb2-45de-bb9d-0a5448a81d9b,2783,,,"[97.9, 3.7]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marko Arnautović,3325.0,Right Center Forward,158,Austria,915,['fd4a4606-17ce-49cc-82c8-400001ae7308'],12,,,,,,,,,,,,,,Austria,00:28:12.357,Ball Receipt*,,97.9,3.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703e58e-341f-46ba-bab7-a5afde0920d6,2786,,,"[86.4, 4.0]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marcel Sabitzer,8518.0,Left Center Midfield,158,Austria,915,['25da8b2e-3eec-4d03-b130-a3e972aa4db8'],14,,,,,,,,,,,,,,Austria,00:28:14.200,Ball Receipt*,,86.4,4.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32b417ff-0d3a-4c30-bd96-a00f889ec835,2789,,,"[74.1, 7.9]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,David Olatukunbo Alaba,8220.0,Center Back,158,Austria,915,['a42c033f-bd6d-4f03-83c8-806b50df5fba'],16,,,,,,,,,,,,,,Austria,00:28:16.787,Ball Receipt*,,74.1,7.9,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,7aad64b7-0dd3-462a-8ce4-397d0d3f658f,2792,,,"[88.7, 17.5]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marko Arnautović,3325.0,Right Center Forward,158,Austria,915,['1e69586a-0cd7-4de4-b1c5-4a5b8db90975'],19,,,,,,,,,,,,,,Austria,00:28:19.496,Ball Receipt*,,88.7,17.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28ca1ca9-1d50-4dd3-8da9-5a2ebb4a4252,2797,,,"[99.3, 22.7]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,David Olatukunbo Alaba,8220.0,Center Back,158,Austria,915,"['1767d511-e41f-4caf-aba9-bc2e9cdfab42', '5bade96e-d509-4698-b222-26c44533becd']",22,,,,,,,,,,,,,,Austria,00:28:22.724,Ball Receipt*,True,99.3,22.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,64935288-25f8-47dd-9b34-50e5b120b21c,2806,,,"[105.8, 59.6]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Stefan Lainer,8779.0,Right Wing Back,158,Austria,915,['43181a19-0ab0-49ff-b923-f371c88ac118'],28,,,,,,,,,,,,,,Austria,00:28:28.483,Ball Receipt*,,105.8,59.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,709ae8d9-d250-4042-8c34-5f7315bce9a2,2812,,,"[42.4, 21.0]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Enis Bardhi,6782.0,Left Center Midfield,159,North Macedonia,2358,['15556608-6f1c-4490-b6d6-b79d6e48f932'],33,,,,,,,,,,,,,,North Macedonia,00:28:33.969,Ball Receipt*,,42.4,21.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33bca07d-7a13-42d1-8fcb-3c0c6bc332dd,2815,,,"[98.0, 12.1]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ezgjan Alioski,4713.0,Left Wing Back,159,North Macedonia,2358,['bbf03256-bc8e-417c-874d-24f584898fde'],41,,,,,,,,,,,,,,North Macedonia,00:28:41.202,Ball Receipt*,,98.0,12.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,796b0b68-c007-4e47-8bf1-d7689a5f7777,2818,,,"[105.8, 41.6]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eljif Elmas,16535.0,Left Center Forward,159,North Macedonia,2358,['78179c82-d432-4f91-9a2b-e9362154bed5'],43,,,,,,,,,,,,,,North Macedonia,00:28:43.840,Ball Receipt*,,105.8,41.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c0a1483-0a94-4c2c-8045-131a2ef8b82b,2823,,,"[3.7, 42.9]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Bachmann,21532.0,Goalkeeper,160,Austria,915,['72ee2719-ed00-4369-a310-e1bea3780f54'],45,,,,,,,,,,,,,,Austria,00:28:45.970,Ball Receipt*,,3.7,42.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,56a0336a-2bdb-470b-aa2b-11d0de34f3bc,2826,,,"[32.3, 65.8]",3788747,73,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stefan Lainer,8779.0,Right Wing Back,160,Austria,915,['19f45e5b-944e-4322-b9ba-4d6fda275fb9'],49,,,,,,,,,,,,,,Austria,00:28:49.604,Ball Receipt*,,32.3,65.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,139a3809-5e1c-4f47-bd4a-1b67cfc7f486,2832,,,"[33.1, 60.0]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Martin Hinteregger,8307.0,Left Center Back,161,Austria,915,['f7c5f9ef-abbd-425d-bf0c-fa82ac3292b7'],8,,,,,,,,,,,,,,Austria,00:29:08.020,Ball Receipt*,,33.1,60.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,92a74bb8-dbf2-4149-9b83-244a2c07deb3,2834,,,"[48.4, 12.4]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,David Olatukunbo Alaba,8220.0,Center Back,161,Austria,915,['19c0a3ae-99f3-4aaf-bd04-99d37e389b1c'],9,,,,,,,,,,,,,,Austria,00:29:09.919,Ball Receipt*,,48.4,12.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,62559c7e-7e49-4f11-b3b7-74266271cada,2837,,,"[66.8, 4.9]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andreas Ulmer,8777.0,Left Wing Back,161,Austria,915,['98ac67e4-d8eb-44fc-80bb-b198c9b7b52c'],13,,,,,,,,,,,,,,Austria,00:29:13.690,Ball Receipt*,,66.8,4.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab83a275-dae5-44f6-aea2-fc25734a25da,2840,,,"[56.4, 8.7]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,David Olatukunbo Alaba,8220.0,Center Back,161,Austria,915,['09797d60-da52-47c1-bd8b-90f29157f6bd'],15,,,,,,,,,,,,,,Austria,00:29:15.486,Ball Receipt*,,56.4,8.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7021b0c-5015-488b-ad21-3e072652b2e7,2843,,,"[82.2, 7.5]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Michael Gregoritsch,8309.0,Left Center Forward,161,Austria,915,['aef511dd-1c30-4496-bc4f-fd40079a08f4'],20,,,,,,,,,,,,,,Austria,00:29:20.219,Ball Receipt*,,82.2,7.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,502a619f-3a29-4336-8713-f65a4ce0a059,2846,,,"[74.9, 13.1]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,David Olatukunbo Alaba,8220.0,Center Back,161,Austria,915,['3f106b90-20ef-4b75-9306-440d259c6eaf'],21,,,,,,,,,,,,,,Austria,00:29:21.282,Ball Receipt*,,74.9,13.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,baf842f2-706a-4368-bb80-ee480aee37cb,2849,,,"[86.2, 30.6]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marko Arnautović,3325.0,Right Center Forward,161,Austria,915,['d070a131-8e1c-476d-936f-7e03c3ccd783'],23,,,,,,,,,,,,,,Austria,00:29:23.213,Ball Receipt*,,86.2,30.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5171ef3-3c35-471c-83db-2de823a3cdbc,2852,,,"[77.7, 21.9]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcel Sabitzer,8518.0,Left Center Midfield,161,Austria,915,['1b761098-d177-483f-a74b-f75653f00d95'],24,,,,,,,,,,,,,,Austria,00:29:24.551,Ball Receipt*,,77.7,21.9,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,5fdfa9f0-6d01-41da-82b6-58a7dafb0ead,2855,,,"[86.6, 36.7]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marko Arnautović,3325.0,Right Center Forward,161,Austria,915,['ade75b65-f09f-480d-8690-4281b0b7fff9'],27,,,,,,,,,,,,,,Austria,00:29:27.044,Ball Receipt*,,86.6,36.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a18b49ba-3845-48f4-a007-4f141f5a9040,2861,,,"[20.6, 18.9]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ezgjan Alioski,4713.0,Left Wing Back,162,North Macedonia,2358,['339ea630-ef53-44cb-98e6-d21aaca87d9d'],30,,,,,,,,,,,,,,North Macedonia,00:29:30.984,Ball Receipt*,,20.6,18.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2c17280-d942-43c4-b8f0-a2dec9e36ec0,2864,,,"[2.7, 30.7]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stole Dimitrievski,21397.0,Goalkeeper,162,North Macedonia,2358,['3f2df0ea-dbaa-498d-b185-a66367f22744'],33,,,,,,,,,,,,,,North Macedonia,00:29:33.101,Ball Receipt*,,2.7,30.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e782f6b-24a0-4182-b0d6-e8c3f380525f,2867,,,"[75.8, 70.0]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Xaver Schlager,8769.0,Center Defensive Midfield,163,Austria,915,['6c8dd0be-5b5f-40e0-ace3-1f7743ccc322'],44,,,,,,,,,,,,,,Austria,00:29:44.788,Ball Receipt*,,75.8,70.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9bdb4821-5738-4de6-b7d9-886eb0015dfb,2869,,,"[84.9, 78.3]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Stefan Lainer,8779.0,Right Wing Back,163,Austria,915,['3039ebc9-51a8-4ad3-acb9-f58b338dcb98'],48,,,,,,,,,,,,,,Austria,00:29:48.146,Ball Receipt*,,84.9,78.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ab2960c-ab49-4f59-ba12-21c060517dd2,2872,,,"[66.0, 66.6]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Philipp Lienhart,8931.0,Right Center Back,163,Austria,915,['7546711f-4a76-4053-b58e-b5c4d45b2643'],51,,,,,,,,,,,,,,Austria,00:29:51.515,Ball Receipt*,,66.0,66.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f88e5fa-0e54-4cf0-a182-06160acf98f1,2875,,,"[57.0, 46.0]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Martin Hinteregger,8307.0,Left Center Back,163,Austria,915,['13a95c77-3f5b-462d-862b-d87a1537fea2'],53,,,,,,,,,,,,,,Austria,00:29:53.759,Ball Receipt*,,57.0,46.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,46cc439e-fc07-4dfa-bf79-886a4a960931,2878,,,"[69.1, 51.4]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Xaver Schlager,8769.0,Center Defensive Midfield,163,Austria,915,['01d0cbfa-9075-42fa-abba-e62a6368ba6c'],55,,,,,,,,,,,,,,Austria,00:29:55.842,Ball Receipt*,,69.1,51.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffeae2ae-dcfc-4547-84c5-5a484432d798,2881,,,"[63.3, 62.3]",3788747,74,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Philipp Lienhart,8931.0,Right Center Back,163,Austria,915,['bb9a7cdd-c371-460b-b5ea-b5e4f40e6e08'],57,,,,,,,,,,,,,,Austria,00:29:57.168,Ball Receipt*,,63.3,62.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37613142-88d9-4554-a364-65f85f86ccc0,2884,,,"[75.0, 54.2]",3788747,75,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Xaver Schlager,8769.0,Center Defensive Midfield,163,Austria,915,['eb85c909-aeab-45c4-83f3-4f0d30c8a4c9'],1,,,,,,,,,,,,,,Austria,00:30:01.574,Ball Receipt*,,75.0,54.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3921744c-69b4-4859-a5f0-6ffc1ee45c9b,2887,,,"[79.3, 28.1]",3788747,75,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marcel Sabitzer,8518.0,Left Center Midfield,163,Austria,915,['e3f8eb26-2e6d-4b1f-8c21-9c92b0f8d692'],4,,,,,,,,,,,,,,Austria,00:30:04.103,Ball Receipt*,,79.3,28.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0117732c-05e9-4c91-94b8-f43e122fbeb4,2890,,,"[99.3, 10.8]",3788747,75,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andreas Ulmer,8777.0,Left Wing Back,163,Austria,915,['c1a69c58-91f0-4a02-9b15-1ed86de96095'],6,,,,,,,,,,,,,,Austria,00:30:06.757,Ball Receipt*,,99.3,10.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f97be18-fc28-4477-97ff-ef0bb9513dcc,2893,,,"[93.1, 12.7]",3788747,75,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marcel Sabitzer,8518.0,Left Center Midfield,163,Austria,915,['8f285304-3ded-4b6e-8f21-375ffdc15d6d'],9,,,,,,,,,,,,,,Austria,00:30:09.896,Ball Receipt*,,93.1,12.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f8df85a-e1b0-4e94-91d5-8b58524b2556,2896,,,"[86.2, 43.7]",3788747,75,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Xaver Schlager,8769.0,Center Defensive Midfield,163,Austria,915,['ce5326a7-4430-4a64-ba13-09601698ebd7'],12,,,,,,,,,,,,,,Austria,00:30:12.182,Ball Receipt*,,86.2,43.7,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,078c65de-cf05-4917-b2ad-9a188a33a51d,2899,,,"[108.3, 59.1]",3788747,75,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Stefan Lainer,8779.0,Right Wing Back,163,Austria,915,['ab287f6b-e2dd-41da-91d6-d93c76656e74'],16,,,,,,,,,,,,,,Austria,00:30:16.076,Ball Receipt*,,108.3,59.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d4fcf73-c93a-42d9-9be4-8e37202ae88f,2901,,,"[69.3, 7.4]",3788747,75,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Enis Bardhi,6782.0,Left Center Midfield,164,North Macedonia,2358,['1167daf7-6e71-4b76-99b9-a422fc65d3ac'],49,,,,,,,,,,,,,,North Macedonia,00:30:49.670,Ball Receipt*,,69.3,7.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b6e2103-98c3-42a4-a455-d6f547e830c6,2904,,,"[77.0, 1.2]",3788747,75,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Eljif Elmas,16535.0,Left Center Forward,164,North Macedonia,2358,['4eac77c9-c39f-468c-b92b-27ad2938748a'],51,,,,,,,,,,,,,,North Macedonia,00:30:51.157,Ball Receipt*,,77.0,1.2,,,,,
