ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,1.579983,,,,,,,,,,44083992-d23e-42b9-bb8a-e1ce38ac08d2,978,,"[67.7, 40.3]",3788768,19,,,,,1.0250463,,Right Foot,,,"[84.4, 67.8]",,Ground Pass,,32.17359,,,,,Kevin De Bruyne,,,,,,1,From Throw In,Anga Dedryck Boyata,5639.0,Center Back,30,Belgium,782,['fa16e5f2-cec0-43f7-9ca8-a4d680d863f1'],8,,,,,,,,,,,,,,Belgium,00:19:08.401,Pass,,67.7,40.3,84.4,67.8,,,
,,,,,,,,,,,,,,,1.744626,,,,,,,,,,da9aeff3-b781-4963-a596-4026b4581388,981,,"[87.5, 67.4]",3788768,19,,,,,-0.979822,,Right Foot,True,,"[108.3, 36.4]",,Low Pass,,37.33149,,,Incomplete,,Romelu Lukaku Menama,,,,,,1,From Throw In,Kevin De Bruyne,3089.0,Right Defensive Midfield,30,Belgium,782,"['3543006f-bd34-4b5b-b368-94e19b797b29', '587a94f7-3305-4336-9cbe-11fa5702c093']",11,,,,,,,,,,,,,,Belgium,00:19:11.431,Pass,,87.5,67.4,108.3,36.4,,,
,,,,,,,,,,,,,,,1.383839,,,,,,,,,,b8216d53-9152-4d6c-87ca-f43ae0f8bb04,987,,"[65.9, 7.7]",3788768,19,,,,,1.9949907,,Left Foot,,,"[57.5, 26.3]",,Ground Pass,,20.408821,,,,,Anga Dedryck Boyata,,,,,,1,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,30,Belgium,782,['1fc5ac59-37c5-457b-85e3-239c15727fa6'],20,,,,,,,,,,,,,,Belgium,00:19:20.501,Pass,,65.9,7.7,57.5,26.3,,,
,,,,,,,,,,,,,,,1.107131,,,,,,,,,,d188d884-944b-4584-8fbe-cd37a91e894f,990,,"[56.1, 28.0]",3788768,19,,,,,-0.98914284,,Right Foot,,,"[65.7, 13.4]",,Ground Pass,,17.473408,,,,,Thomas Vermaelen,,,,,,1,From Throw In,Anga Dedryck Boyata,5639.0,Center Back,30,Belgium,782,['52fa4ccc-75ae-48cb-a59e-53c14adfdc0c'],22,,,,,,,,,,,,,,Belgium,00:19:22.794,Pass,,56.1,28.0,65.7,13.4,,,
,,,,,,,,,,,,,,,1.189166,,,,,,,,,,826d2141-1991-4743-9a8b-b744068260a5,993,,"[68.6, 13.8]",3788768,19,,,,,-0.37349716,,Left Foot,,,"[83.4, 8.0]",,Ground Pass,,15.895911,,,,,Eden Hazard,,,,,,1,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,30,Belgium,782,['d8df57f9-0124-45d9-89d9-8e6fd521ab00'],24,,,,,,,,,,,,,,Belgium,00:19:24.751,Pass,,68.6,13.8,83.4,8.0,,,
,,,,,,,,,,,,,,,1.722193,,,,,,,,,,407a2933-1754-494b-b219-d8a95380a7a0,996,,"[86.6, 6.4]",3788768,19,,,,,0.8473535,,Left Foot,,,"[105.5, 27.8]",,Ground Pass,,28.551182,,,,,Romelu Lukaku Menama,,,,,,1,From Throw In,Eden Hazard,3621.0,Left Attacking Midfield,30,Belgium,782,['fd195036-6ccb-43f1-ab79-97e791d9584e'],27,,,,,,,,,,,,,,Belgium,00:19:27.805,Pass,,86.6,6.4,105.5,27.8,,,
,,,,,,,,,,,,,,,0.394133,,,,,,,,,,a68f0085-6a9a-4bac-a41c-23a98721dd75,1001,,"[104.7, 28.0]",3788768,19,,,,,1.9379702,,Right Foot,,,"[103.7, 30.6]",,Ground Pass,,2.7856777,,,Incomplete,,,,,,,,1,From Throw In,Romelu Lukaku Menama,3289.0,Center Forward,30,Belgium,782,"['09a9c436-9d76-495b-9536-3572c82ad651', '3ba470cb-7ca4-481c-aba3-22021d637c3c', '6d763269-c330-4666-a972-1da621d221ee']",30,,,,,,,,,,,,,,Belgium,00:19:30.315,Pass,True,104.7,28.0,103.7,30.6,,,
,,,,,,,,,,,,,,,1.269155,,,,,,,,,,fe6c598f-1725-48fb-8b8f-dcbd14c89ee6,1006,,"[21.6, 59.0]",3788768,20,,,,,-1.8088427,,Right Foot,,,"[18.3, 45.4]",,Ground Pass,,13.994642,,,,,Paulus Arajuuri,,,,,Free Kick,1,From Free Kick,Joona Toivio,26939.0,Right Center Back,31,Finland,1835,['a82fd044-a3ba-4042-aa48-071324ef2587'],5,,,,,,,,,,,,,,Finland,00:20:05.640,Pass,,21.6,59.0,18.3,45.4,,,
,,,,,,,,,,,,,,,1.241224,,,,,,,,,,7aee90c1-24d2-448f-928f-d61beb4f306c,1009,,"[19.5, 45.3]",3788768,20,,,,,1.6601104,,Right Foot,,,"[18.3, 58.7]",,Ground Pass,,13.453624,,,,,Joona Toivio,,,,,,1,From Free Kick,Paulus Arajuuri,24455.0,Center Back,31,Finland,1835,['3f711892-318b-46da-aab9-9ac24d6069d8'],8,,,,,,,,,,,,,,Finland,00:20:08.740,Pass,,19.5,45.3,18.3,58.7,,,
,,,,,,,,,,,,,,,1.347916,,,,,,,,,,35e0fdfb-fb3f-4e86-a1e7-08e13ee1e0a7,1012,,"[20.6, 59.3]",3788768,20,,,,,0.72425,,Left Foot,,,"[36.2, 73.1]",,Ground Pass,,20.827866,,,,,Jukka Raitala,,,,,,1,From Free Kick,Joona Toivio,26939.0,Right Center Back,31,Finland,1835,['96d8b461-111a-4a00-8ffa-163f8f5fa4ba'],11,,,,,,,,,,,,,,Finland,00:20:11.792,Pass,,20.6,59.3,36.2,73.1,,,
,,,,,,,,,,,,,,,1.448705,,,,,,,,,,abd80012-b13a-4ed9-8438-c16afc69c43b,1015,,"[37.6, 73.1]",3788768,20,,,,,-0.057628427,,Right Foot,,,"[53.2, 72.2]",,Ground Pass,,15.62594,,,,,Robin Lod,,,,,,1,From Free Kick,Jukka Raitala,15416.0,Right Wing Back,31,Finland,1835,['19bed21c-fab7-4cda-b7d4-15ac5017be7f'],14,,,,,,,,,,,,,,Finland,00:20:14.016,Pass,,37.6,73.1,53.2,72.2,,,
,,,,,,,,,,,,,,,2.057531,,,,,,,,,,83afab68-4aec-438b-b27e-04ae6cb518c1,1019,,"[51.0, 72.2]",3788768,20,,,,,-1.6902252,,Left Foot,,,"[48.9, 54.7]",,Ground Pass,,17.62555,,,,,Tim Sparv,,,,,,1,From Free Kick,Robin Lod,24321.0,Right Center Midfield,31,Finland,1835,['e80ecf43-9284-4efb-94b7-c8d578824cda'],16,,,,,,,,,,,,,,Finland,00:20:16.314,Pass,,51.0,72.2,48.9,54.7,,,
,,,,,,,,,,,,,,,1.706983,,,,,,,,,,514229f0-6c34-4180-9053-f6abaea9feea,1022,,"[47.9, 49.5]",3788768,20,,,,,-1.8457062,,Left Foot,,,"[38.0, 14.4]",,Ground Pass,,36.46944,,,,,"Daniel O""Shaughnessy",,,,,,1,From Free Kick,Tim Sparv,24648.0,Center Defensive Midfield,31,Finland,1835,['f0d843ae-aeac-4e64-b52f-4f7633ab1060'],19,,,,,,,,,,,,,,Finland,00:20:19.059,Pass,,47.9,49.5,38.0,14.4,,,
,,,,,,,,,,,,,,,1.391314,,,,,,,,,,9f789821-187b-46c1-be20-d333faf5ceb0,1025,,"[38.0, 12.1]",3788768,20,,,,,-0.5310301,,Left Foot,,,"[50.6, 4.7]",,Ground Pass,,14.612324,,,,,Jere Juhani Uronen,,,,,,1,From Free Kick,"Daniel O""Shaughnessy",38196.0,Left Center Back,31,Finland,1835,['49ede6ef-bb86-4fb6-8844-2cf62e8244b5'],22,,,,,,,,,,,,,,Finland,00:20:22.079,Pass,,38.0,12.1,50.6,4.7,,,
,,,,,,,,,,,,,,,2.673179,,,,,,,,,,16a6d0db-bf13-4f48-83a3-309fe706ab1e,1028,,"[53.9, 2.8]",3788768,20,,,,,1.4661571,,Left Foot,,,"[56.2, 24.7]",,Ground Pass,,22.020445,,,Incomplete,,Tim Sparv,,,,,,1,From Free Kick,Jere Juhani Uronen,16550.0,Left Wing Back,31,Finland,1835,"['0807dc88-4428-4752-8322-3d1cb68011e8', '984f0186-4acb-47b0-b76e-7a80bdad5ddd']",24,,,,,,,,,,,,,,Finland,00:20:24.623,Pass,,53.9,2.8,56.2,24.7,,,
,,,,,,,,,,,,,,,0.59464,,,,,,,,,,d724798c-3639-4af1-89e4-d9ee47d28fe6,1036,,"[94.4, 42.1]",3788768,20,,,,,-0.47501075,,Left Foot,,,"[101.4, 38.5]",,Ground Pass,,7.8714676,,,Incomplete,,Eden Hazard,,,Through Ball,True,,1,From Free Kick,Romelu Lukaku Menama,3289.0,Center Forward,31,Finland,1835,"['10ddb2d9-e700-4580-975a-e7856f6a3ee2', 'c746b9c7-6529-41e5-b9d8-752aa6ea0275']",32,,,,,,,,,,,,,,Belgium,00:20:32.370,Pass,,94.4,42.1,101.4,38.5,,,
,,,,,,,,,,,,,,,1.958616,,,,,,,,,,72b57679-febf-499c-812f-ffb08e33f6bc,1040,,"[9.1, 31.7]",3788768,20,,True,,,-0.8951911,,Keeper Arm,,,"[31.7, 3.5]",,Ground Pass,,36.138622,,,,,Jere Juhani Uronen,,,,,,1,From Free Kick,Lukáš Hrádecký,8667.0,Goalkeeper,31,Finland,1835,['79272afd-6c0d-435a-878b-e22ce98888f5'],45,,,,,,,,,,,,,,Finland,00:20:45.927,Pass,,9.1,31.7,31.7,3.5,,,
,,,,,,,,,,,,,,,2.653047,,,,,,,,,,8be37fb4-2918-4fd6-8d77-be85a85d7208,1042,,"[31.8, 5.2]",3788768,20,,True,,,3.0221636,,Left Foot,,,"[11.8, 7.6]",,Ground Pass,,20.143486,,,,,"Daniel O""Shaughnessy",,,,,,1,From Free Kick,Jere Juhani Uronen,16550.0,Left Wing Back,31,Finland,1835,['e1c38a97-6cf5-4608-892f-1a34f14365b6'],51,,,,,,,,,,,,,,Finland,00:20:51.605,Pass,,31.8,5.2,11.8,7.6,,,
,,,,,,,,,,,,,,,1.36647,,,,,,,,,,484e78ef-62e4-48f6-9da8-4294867efeaf,1044,,"[9.5, 14.0]",3788768,20,,,,,1.9435424,,Left Foot,,,"[3.4, 29.6]",,Ground Pass,,16.750223,,,,,Lukáš Hrádecký,,,,,,1,From Free Kick,"Daniel O""Shaughnessy",38196.0,Left Center Back,31,Finland,1835,['453da39c-277d-4912-be51-1a29d3f46277'],55,,,,,,,,,,,,,,Finland,00:20:55.950,Pass,,9.5,14.0,3.4,29.6,,,
,,,,,,,,,,,,,,,1.861645,,,,,,,,,,c96a688a-73dc-46d7-93da-1d021e3e14d5,1047,,"[5.7, 25.5]",3788768,20,,,,,0.5285717,,Left Foot,,,"[43.2, 47.4]",,High Pass,,43.42649,,,Incomplete,,Robin Lod,,,,,,1,From Free Kick,Lukáš Hrádecký,8667.0,Goalkeeper,31,Finland,1835,"['9160fe05-e7aa-44d1-b8d4-ddffc75affbe', 'c871a68c-f3c2-4202-8146-bdeb5faf809e']",58,,,,,,,,,,,,,,Finland,00:20:58.847,Pass,,5.7,25.5,43.2,47.4,,,
,,,,,,,,,,,,,,,4.660807,,,,,,,,,,c871a68c-f3c2-4202-8146-bdeb5faf809e,1049,,"[76.9, 32.7]",3788768,21,,,,,-0.66104317,,Head,,,"[105.7, 10.3]",,Low Pass,,36.485615,,,,,Eden Hazard,,,,,Recovery,1,Regular Play,Axel Witsel,5642.0,Left Defensive Midfield,32,Belgium,782,"['58a676c3-6c52-4a18-93e5-afe0babc7f8a', 'c96a688a-73dc-46d7-93da-1d021e3e14d5']",0,,,,,,,,,,,,,,Belgium,00:21:00.708,Pass,,76.9,32.7,105.7,10.3,,,
,,,,,,,,,,,,,,,1.247505,,,,,,,,,,978c3653-bcc1-48f2-9654-38a80cb11e1c,1052,,"[113.8, 13.5]",3788768,21,,,,,1.8200485,,Right Foot,True,,"[109.6, 30.0]",,Low Pass,,17.026155,,,Incomplete,,Romelu Lukaku Menama,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Attacking Midfield,32,Belgium,782,"['acab588c-38ac-4aac-8883-76704bbab991', 'e79ff352-ed49-42f4-99ec-ffe74e3dbef4']",8,,,,,,,,,,,,,,Belgium,00:21:08.190,Pass,,113.8,13.5,109.6,30.0,,,
,,,,,,,,,,,,,,,1.060405,,,,,,,,,,2b035261-9861-4ee8-bda5-fac56d3fbc45,1055,,"[101.3, 0.1]",3788768,21,,,,,1.028797,,,,,"[106.9, 9.4]",,Low Pass,,10.855874,,,,,Eden Hazard,,,,,Throw-in,1,From Throw In,Nacer Chadli,4831.0,Left Wing Back,33,Belgium,782,['77089d6c-00b1-443c-bc06-1540bf7cce59'],15,,,,,,,,,,,,,,Belgium,00:21:15.554,Pass,,101.3,0.1,106.9,9.4,,,
,,,,,,,,,,,,,,,1.10074,,,,,,,,,,0da880c0-92d7-4475-965d-6f0550f7a451,1057,,"[105.7, 9.8]",3788768,21,,,,,-2.5741527,,Right Foot,,,"[96.6, 4.0]",,Low Pass,,10.7912,,,,,Nacer Chadli,,,,,,1,From Throw In,Eden Hazard,3621.0,Left Attacking Midfield,33,Belgium,782,['c5c3f93a-43ee-4cc2-9c2b-579418b1f138'],16,,,,,,,,,,,,,,Belgium,00:21:16.614,Pass,,105.7,9.8,96.6,4.0,,,
,,,,,,,,,,,,,,,1.331216,,,,,,,,,,88184952-7fb1-4355-b94b-fc956fb5d52c,1061,,"[97.2, 4.2]",3788768,21,,,,,2.4023156,,Right Foot,,,"[87.0, 13.5]",,Ground Pass,,13.803261,,,,,Axel Witsel,,,,,,1,From Throw In,Nacer Chadli,4831.0,Left Wing Back,33,Belgium,782,"['1f9cf10c-a4ba-4a40-b04a-0d277621b99b', 'fa745d11-603b-4359-bf17-361d97d828e7']",18,,,,,,,,,,,,,,Belgium,00:21:18.737,Pass,True,97.2,4.2,87.0,13.5,,,
,,,,,,,,,,,,,,,1.520142,,,,,,,,,,bd43173a-9cfc-47b8-8249-db2394fa01ef,1064,,"[81.8, 18.0]",3788768,21,,,,,2.3756473,,Right Foot,,,"[68.7, 30.6]",,Ground Pass,,18.176083,,,,,Anga Dedryck Boyata,,,,,,1,From Throw In,Axel Witsel,5642.0,Left Defensive Midfield,33,Belgium,782,['9d282d66-7a0b-41af-b024-f8b06dd6f8c5'],22,,,,,,,,,,,,,,Belgium,00:21:22.910,Pass,,81.8,18.0,68.7,30.6,,,
,,,,,,,,,,,,,,,1.438733,,,,,,,,,,4e36cc3c-944d-4097-bcbd-f2dd2fa2100e,1067,,"[68.6, 30.6]",3788768,21,,,,,-1.200473,,Right Foot,,,"[71.9, 22.1]",,Ground Pass,,9.1181135,,,,,Thomas Vermaelen,,,,,,1,From Throw In,Anga Dedryck Boyata,5639.0,Center Back,33,Belgium,782,['2502925f-9f7a-4f10-9c5f-56f69b64c7fb'],25,,,,,,,,,,,,,,Belgium,00:21:25.173,Pass,,68.6,30.6,71.9,22.1,,,
,,,,,,,,,,,,,,,1.256542,,,,,,,,,,640b43a5-00e0-4f5e-a54e-143a2f69779b,1070,,"[71.9, 22.1]",3788768,21,,,,,2.0463128,,Left Foot,,,"[65.0, 35.5]",,Ground Pass,,15.07216,,,,,Anga Dedryck Boyata,,,,,,1,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,33,Belgium,782,['125fc03e-f8bb-4d35-bfe9-08f55d0600c9'],28,,,,,,,,,,,,,,Belgium,00:21:28.852,Pass,,71.9,22.1,65.0,35.5,,,
,,,,,,,,,,,,,,,1.912343,,,,,,,,,,bffac459-64f8-4534-ba62-2fb19c118f8c,1073,,"[64.0, 42.1]",3788768,21,,,,,1.2751918,,Right Foot,,,"[71.4, 66.4]",,Ground Pass,,25.401772,,,,,Jason Denayer,,,,,,1,From Throw In,Anga Dedryck Boyata,5639.0,Center Back,33,Belgium,782,['67b0aeff-9bc0-45f0-88e3-90090d7bd902'],30,,,,,,,,,,,,,,Belgium,00:21:30.794,Pass,,64.0,42.1,71.4,66.4,,,
,,,,,,,,,,,,,,,1.297696,,,,,,,,,,5aced548-42d6-460a-a3a8-8e98eb0aa721,1076,,"[73.3, 66.4]",3788768,21,,,,,0.6737153,,Right Foot,,,"[85.2, 75.9]",,Ground Pass,,15.22695,,,,,Jeremy Doku,,,,,,1,From Throw In,Jason Denayer,13116.0,Right Center Back,33,Belgium,782,['558c15bf-4ae7-4bf3-9fb6-ede9be7faafa'],33,,,,,,,,,,,,,,Belgium,00:21:33.776,Pass,,73.3,66.4,85.2,75.9,,,
,,,,,,,,,,,,,,,1.806148,,,,,,,,,,7a1d1945-0599-4ac3-aa7e-c21fb17d92a2,1079,,"[84.8, 75.9]",3788768,21,,,,,-2.819842,,Right Foot,,,"[74.6, 72.5]",,Ground Pass,,10.751744,,,,,Jason Denayer,,,,,,1,From Throw In,Jeremy Doku,23650.0,Right Attacking Midfield,33,Belgium,782,['e1940d80-4bd9-4386-8b9e-be49c91526cc'],36,,,,,,,,,,,,,,Belgium,00:21:36.658,Pass,,84.8,75.9,74.6,72.5,,,
,,,,,,,,,,,,,,,1.244423,,,,,,,,,,b2353c45-c4de-4787-9f86-31e81cef288d,1082,,"[62.1, 63.9]",3788768,21,,,,,-1.8807031,,Right Foot,,,"[56.4, 46.1]",,Ground Pass,,18.690372,,,,,Anga Dedryck Boyata,,,,,,1,From Throw In,Jason Denayer,13116.0,Right Center Back,33,Belgium,782,['2f839dca-8e80-405b-bea9-cdf64d540d79'],41,,,,,,,,,,,,,,Belgium,00:21:41.236,Pass,,62.1,63.9,56.4,46.1,,,
,,,,,,,,,,,,,,,1.577814,,,,,,,,,,a3f43cec-7f80-4742-b585-1b171a184d17,1085,,"[61.2, 43.4]",3788768,21,,,,,-1.2403755,,Right Foot,,,"[68.3, 22.7]",,Ground Pass,,21.883783,,,,,Thomas Vermaelen,,,,,,1,From Throw In,Anga Dedryck Boyata,5639.0,Center Back,33,Belgium,782,['6a85da9f-0805-4579-a5d1-73dbf75843c0'],43,,,,,,,,,,,,,,Belgium,00:21:43.220,Pass,,61.2,43.4,68.3,22.7,,,
,,,,,,,,,,,,,,,1.570774,,,,,,,,,,7df82585-9c11-4418-a249-2c4d70f10f49,1088,,"[76.9, 20.3]",3788768,21,,,,,-0.8060849,,Left Foot,,,"[91.1, 5.5]",,Ground Pass,,20.510485,,,,,Eden Hazard,,,,,,1,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,33,Belgium,782,['a8319676-dd8a-45e9-93c6-023bced240d5'],47,,,,,,,,,,,,,,Belgium,00:21:47.120,Pass,,76.9,20.3,91.1,5.5,,,
,,,,,,,,,,,,,,,0.919236,,,,,,,,,,092adcb8-5f6c-4e63-ae8c-33851fbc8fe1,1095,,"[30.8, 71.0]",3788768,21,,,,,-0.5232783,,Right Foot,,,"[43.8, 63.5]",,Ground Pass,,15.008331,,,Incomplete,,Joel Pohjanpalo,,,,,,1,From Throw In,Robin Lod,24321.0,Right Center Midfield,33,Belgium,782,"['1cf7aaef-5922-479f-b8bf-80a1f6679c98', '83f4370a-7020-456c-9bb1-6565f5549d39']",53,,,,,,,,,,,,,,Finland,00:21:53.919,Pass,,30.8,71.0,43.8,63.5,,,
,,,,,,,,,,,,,,,1.103585,,,,,,,,,,07861bae-afa2-4407-bb47-0a002b0db78a,1105,,"[84.8, 10.3]",3788768,21,,,,,-0.23887374,,Right Foot,,,"[104.1, 5.6]",,Ground Pass,,19.864038,,,,,Eden Hazard,,,,,,1,From Throw In,Axel Witsel,5642.0,Left Defensive Midfield,33,Belgium,782,['fbe9b414-f495-4229-9ddb-a9260fec89fd'],58,,,,,,,,,,,,,,Belgium,00:21:58.225,Pass,,84.8,10.3,104.1,5.6,,,
,,,,,,,,,,,,,,,0.932834,,,,,,,,,,bc4fb2ab-e1f5-45c2-9d89-b3c279601bc8,1108,,"[108.2, 15.3]",3788768,22,,,,,2.7744188,,Right Foot,,,"[93.9, 20.8]",,Ground Pass,,15.321227,,,,,Kevin De Bruyne,,,,,,1,From Throw In,Eden Hazard,3621.0,Left Attacking Midfield,33,Belgium,782,['db0ba2f6-2dcd-41d3-a074-c7f1cf669d8e'],2,,,,,,,,,,,,,,Belgium,00:22:02.918,Pass,,108.2,15.3,93.9,20.8,,,
,,,,,,,,,,,,,,,0.549905,,,,,,,,,,7758807e-e8fb-4e05-a800-5c715eade191,1115,,"[116.1, 22.2]",3788768,22,,,,,1.5285679,,Left Foot,True,,"[116.7, 36.4]",,Low Pass,,14.21267,,,Incomplete,,,,,,,,1,From Throw In,Kevin De Bruyne,3089.0,Right Defensive Midfield,33,Belgium,782,['0f21c4f2-c1c2-4ee3-b7a3-fd1a1882e49a'],8,,,,,,,,,,,,,,Belgium,00:22:08.117,Pass,,116.1,22.2,116.7,36.4,,,
,,,,,,,,,,,,,,,0.799086,,,,,,,,,,ff1a7688-73f4-4e0b-9571-906c46d92fc4,1120,,"[99.2, 0.1]",3788768,22,,,,,0.49394137,,,,,"[108.3, 5.0]",,Low Pass,,10.335376,,,,,Kevin De Bruyne,,,,,Throw-in,1,From Throw In,Nacer Chadli,4831.0,Left Wing Back,34,Belgium,782,['d01cd421-d7fd-44b4-8356-dda9692601b7'],17,,,,,,,,,,,,,,Belgium,00:22:17.663,Pass,,99.2,0.1,108.3,5.0,,,
,,,,,,,,,,,,,,,0.941266,,,,,,,,,,04db2ee7-a2f7-4a59-adde-69572fca6772,1122,,"[108.3, 5.0]",3788768,22,,,,,-3.0404892,,Right Foot,,,"[101.4, 4.3]",,Low Pass,,6.935416,,,,,Nacer Chadli,,,,,,1,From Throw In,Kevin De Bruyne,3089.0,Right Defensive Midfield,34,Belgium,782,['9d8aae1d-d963-407d-9a47-a6b52203ca91'],18,,,,,,,,,,,,,,Belgium,00:22:18.462,Pass,,108.3,5.0,101.4,4.3,,,
,,,,,,,,,,,,,,,0.812313,,,,,,,,,,abb91164-f80c-4098-80db-df8cb7284798,1125,,"[100.3, 5.0]",3788768,22,,,,,2.211024,42a61b3b-077f-4613-8dbc-c23987215820,Right Foot,,,"[93.0, 14.8]",,Ground Pass,,12.220065,,,,,Axel Witsel,True,,,,,1,From Throw In,Nacer Chadli,4831.0,Left Wing Back,34,Belgium,782,['503b6147-f21a-4a08-90c5-e772550b4f6a'],20,,,,,,,,,,,,,,Belgium,00:22:20.954,Pass,,100.3,5.0,93.0,14.8,,,
,,,,,,,,,,,,,,,1.887773,,,,,,,,,,fcc41cb5-db24-4c09-bf76-73a3e78ee0ef,1130,,"[11.2, 48.8]",3788768,22,,True,,,0.1446774,,Drop Kick,,,"[86.7, 59.8]",,High Pass,,76.29712,,,Incomplete,,,,,,,,1,From Keeper,Lukáš Hrádecký,8667.0,Goalkeeper,35,Finland,1835,['aaff3c85-80b2-4bd4-a461-8169ab7f6c57'],41,,,,,,,,,,,,,,Finland,00:22:41.922,Pass,,11.2,48.8,86.7,59.8,,,
,,,,,,,,,,,,,,,2.488369,,,,,,,,,,8ce72110-30e9-48d0-b9eb-7b394a902a5b,1132,,"[43.2, 21.7]",3788768,22,,,,,2.620683,,Right Foot,,,"[12.7, 39.2]",,Ground Pass,,35.163902,,,,,Thibaut Courtois,,,,,Recovery,1,From Keeper,Kevin De Bruyne,3089.0,Right Defensive Midfield,36,Belgium,782,['12825634-50f2-40c8-82c5-2c1288052294'],46,,,,,,,,,,,,,,Belgium,00:22:46.804,Pass,,43.2,21.7,12.7,39.2,,,
,,,,,,,,,,,,,,,1.527403,,,,,,,,,,560704c9-9779-4cb1-a459-57aca8b5e18a,1134,,"[12.7, 39.2]",3788768,22,,,,,0.9510583,,Left Foot,,,"[25.9, 57.7]",,Ground Pass,,22.726416,,,,,Jason Denayer,,,,,,1,From Keeper,Thibaut Courtois,3509.0,Goalkeeper,36,Belgium,782,['44058bf9-4d21-4827-b57f-249c1be67375'],49,,,,,,,,,,,,,,Belgium,00:22:49.293,Pass,,12.7,39.2,25.9,57.7,,,
,,,,,,,,,,,,,,,1.549602,,,,,,,,,,25e54214-4673-46ec-94d7-adfb2441d654,1137,,"[36.4, 60.2]",3788768,22,,,,,-0.3281199,,Right Foot,,,"[50.5, 55.4]",,Ground Pass,,14.8946295,,,,,Axel Witsel,,,,,,1,From Keeper,Jason Denayer,13116.0,Right Center Back,36,Belgium,782,['4ba15dce-9716-4060-9c41-05129d917707'],52,,,,,,,,,,,,,,Belgium,00:22:52.750,Pass,,36.4,60.2,50.5,55.4,,,
,,,,,,,,,,,,,,,1.268472,,,,,,,,,,08290d5f-d9c4-4cb4-8715-2ea3a6f336d3,1140,,"[55.1, 53.6]",3788768,22,,,,,-0.55823237,,Right Foot,,,"[79.6, 38.3]",,High Pass,,28.884945,,,,,Eden Hazard,,,,,,1,From Keeper,Axel Witsel,5642.0,Left Defensive Midfield,36,Belgium,782,['11e49ec1-c870-411c-92c8-23c2de9a3300'],56,,,,,,,,,,,,,,Belgium,00:22:56.921,Pass,,55.1,53.6,79.6,38.3,,,
,,,,,,,,,,,,,,,1.265074,,,,,,,,,,0b741f10-9bfc-48d7-9bcb-c0e3b65db0b7,1143,,"[44.1, 41.6]",3788768,22,,,,,-1.4888904,,Left Foot,,,"[45.2, 28.2]",,Ground Pass,,13.445073,,,,,Tim Sparv,,,,,Recovery,1,Regular Play,Robin Lod,24321.0,Right Center Midfield,37,Finland,1835,['9c862e60-ea3e-49e2-a42f-bf2677160041'],59,,,,,,,,,,,,,,Finland,00:22:59.390,Pass,,44.1,41.6,45.2,28.2,,,
,,,,,,,,,,,,,,,1.118419,,,,,,,,,,b8891480-b4c6-424f-951f-f8fb48c18e85,1146,,"[45.1, 27.9]",3788768,23,,,,,-0.8564083,,Left Foot,,,"[56.2, 15.1]",,Ground Pass,,16.94255,,,,,Glen Kamara,,,,,,1,Regular Play,Tim Sparv,24648.0,Center Defensive Midfield,37,Finland,1835,['b53b52bc-8c05-4263-9204-fd7b11a469e6'],1,,,,,,,,,,,,,,Finland,00:23:01.106,Pass,,45.1,27.9,56.2,15.1,,,
,,,,,,,,,,,,,,,1.024424,,,,,,,,,,ef29cdd3-10f5-4bcb-81d9-4a61c29e9942,1149,,"[69.9, 38.5]",3788768,23,,,,,2.16868,,Right Foot,,,"[62.0, 50.1]",,Ground Pass,,14.0346,,,,,Robin Lod,,,,,,1,Regular Play,Glen Kamara,13215.0,Left Center Midfield,37,Finland,1835,['62c38009-acfe-453b-9a5f-576a6a564ab6'],6,,,,,,,,,,,,,,Finland,00:23:06.013,Pass,,69.9,38.5,62.0,50.1,,,
