50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,1.903699,,,,,,,,,,,,,66c018f9-e09c-4ce1-bfa4-9319f1d75f6e,2625,,,"[56.5, 18.8]",3794690,82,,,,2.0920012,,Head,,,"[44.5, 39.7]",,Low Pass,,24.1,,,,Tomáš Souček,,,,,Recovery,2,From Throw In,Patrik Schick,7044.0,Center Forward,142,Czech Republic,912,['1181c8c7-2fd3-426b-8ffe-1a714812d1fd'],6,,,,,,,,,,,,,,,,,Czech Republic,00:37:06.842,Pass,,56.5,18.8,44.5,39.7,,,
,,,,,,,,,,,,,,,,,1.68872,,,,,,,,,,,,,ecbf7bd6-3f1a-4840-85cc-18f9a8f79fc2,2629,,,"[42.6, 40.6]",3794690,82,,,,1.584309,,Right Foot,,,"[42.4, 55.4]",,Ground Pass,,14.801352,,,,Vladimír Coufal,,,,,,2,From Throw In,Tomáš Souček,4870.0,Left Center Midfield,142,Czech Republic,912,['5c75eed9-d856-49f0-a0ed-19583efbc54b'],9,,,,,,,,,,,,,,,,,Czech Republic,00:37:09.272,Pass,,42.6,40.6,42.4,55.4,,,
,,,,,,,,,,,,,,,,,4.643567,,,,,,,,,,,,,c4349c78-d6d3-45ae-864f-7cfdd8ea24a0,2632,,,"[54.6, 69.0]",3794690,82,,,,-0.1618739,,Right Foot,,,"[109.1, 60.1]",,Ground Pass,,55.221916,,Incomplete,,Petr Ševčík,,,,,,2,From Throw In,Vladimír Coufal,16570.0,Right Back,142,Czech Republic,912,"['333409c2-ce5b-4164-a7a8-83a83d64eeef', 'fe8d26cb-cde8-4568-aab1-d115c4e13b0c']",12,,,,,,,,,,,,,,,,,Czech Republic,00:37:12.712,Pass,,54.6,69.0,109.1,60.1,,,
,,,,,,,,,,,,,,,,,2.936339,,,,,,,,,,,,,363ef4c6-e63b-4099-ace8-4b027f5bae44,2636,,,"[14.6, 42.9]",3794690,82,,,,-0.33534804,,Right Foot,,,"[71.7, 23.0]",,High Pass,,60.468338,,,,Wout Weghorst,,,,,,2,From Throw In,Maarten Stekelenburg,20201.0,Goalkeeper,142,Czech Republic,912,['34ac1094-3ef9-40ed-8887-89276c3fb012'],28,,,,,,,,,,,,,,,,,Netherlands,00:37:28.481,Pass,,14.6,42.9,71.7,23.0,,,
,,,,,,,,,,,,,,,,,2.161572,,,,,,,,,,,,,e7a9faf4-846d-4926-9d48-2b5996910eb2,2638,,,"[71.3, 23.2]",3794690,82,,,,0.92483824,,Head,,,"[86.0, 42.7]",,High Pass,,24.420074,,Incomplete,,Memphis Depay,,,,,,2,From Throw In,Wout Weghorst,7829.0,Center Forward,142,Czech Republic,912,"['4a6576df-0293-4937-903f-d4feb0d31ca2', '876c2734-c8d2-49df-b0b3-cd720496d14d']",31,,,,,,,,,,,,,,,,,Netherlands,00:37:31.417,Pass,,71.3,23.2,86.0,42.7,,,
,,,,,,,,,,,,,,,,,1.230104,,,,,,,,,,,,,4a6576df-0293-4937-903f-d4feb0d31ca2,2640,,,"[34.1, 37.4]",3794690,82,,,,0.08773714,,Right Foot,,,"[55.7, 39.3]",,High Pass,,21.683403,,,,Antonín Barák,,,,,Recovery,2,From Throw In,Pavel Kadeřábek,9397.0,Left Back,142,Czech Republic,912,"['0d26c29f-faa1-490e-bb3a-c8989c4a2740', 'e7a9faf4-846d-4926-9d48-2b5996910eb2']",33,,,,,,,,,,,,,,,,,Czech Republic,00:37:33.579,Pass,,34.1,37.4,55.7,39.3,,,
,,,,,,,,,,,,,,,,,0.89848,,,,,,,,,,,,,82b53915-ada3-4cda-907f-85640f33b5d1,2643,,,"[55.0, 40.4]",3794690,82,,,,1.7574856,,Left Foot,,,"[53.3, 49.4]",,Ground Pass,,9.159148,,,,Tomáš Souček,,,,,,2,From Throw In,Antonín Barák,7801.0,Center Attacking Midfield,142,Czech Republic,912,['f0ae9c98-3419-47de-96c1-1a367067e8f9'],35,,,,,,,,,,,,,,,,,Czech Republic,00:37:35.003,Pass,,55.0,40.4,53.3,49.4,,,
,,,,,,,,,,,,,,,,,1.154534,,,,,,,,,,,,,ba1d4610-c359-47bf-900c-f99c2b3921dd,2647,,,"[50.1, 62.2]",3794690,82,,,,2.3561945,,Right Foot,,,"[40.9, 71.4]",,Ground Pass,,13.010765,,,,Vladimír Coufal,,,,,,2,From Throw In,Tomáš Souček,4870.0,Left Center Midfield,142,Czech Republic,912,['57eb201c-33c1-48d6-bed1-359bc00d92c8'],40,,,,,,,,,,,,,,,,,Czech Republic,00:37:40.563,Pass,,50.1,62.2,40.9,71.4,,,
,,,,,,,,,,,,,,,,,5.17155,,,,,,,,,,,,,be7ccc1b-3601-4490-b85d-07531b89ada1,2651,,,"[40.9, 74.0]",3794690,82,,,,-0.24460456,,Right Foot,,,"[103.8, 58.3]",,High Pass,,64.82978,,Incomplete,,Jakub Jankto,,,,,,2,From Throw In,Vladimír Coufal,16570.0,Right Back,142,Czech Republic,912,"['813e6ea7-c5bd-4374-aaa7-4d0a5570a287', 'a3e86e6d-b471-4636-8e2b-eae6f3a591d6']",42,,,,,,,,,,,,,,,,,Czech Republic,00:37:42.993,Pass,,40.9,74.0,103.8,58.3,,,
,,,,,,,,,,,,,,,,,1.797705,,,,,,,,,,,,,73646b04-5b39-40ea-ab21-e1d9ff2a80f8,2655,,,"[20.4, 22.6]",3794690,82,,,,-0.57575834,,Right Foot,,,"[37.5, 11.5]",,Ground Pass,,20.38676,,,,Jurriën David Norman Timber,,,,,,2,Regular Play,Maarten Stekelenburg,20201.0,Goalkeeper,143,Netherlands,941,['5936e5b4-e44c-473a-9a75-8a3fc758dfbe'],49,,,,,,,,,,,,,,,,,Netherlands,00:37:49.365,Pass,,20.4,22.6,37.5,11.5,,,
,,,,,,,,,,,,,,,,,1.747101,,,,,,,,,,,,,18e7a9a2-ae36-4299-bedc-8690ba730371,2658,,,"[38.1, 11.9]",3794690,82,,,,2.0947993,,Right Foot,,,"[26.6, 31.8]",,Ground Pass,,22.983908,,,,Stefan de Vrij,,,,,,2,Regular Play,Jurriën David Norman Timber,21809.0,Left Center Back,143,Netherlands,941,['fca2c4b5-852e-47d4-aa9a-52d3b33e8560'],51,,,,,,,,,,,,,,,,,Netherlands,00:37:51.867,Pass,,38.1,11.9,26.6,31.8,,,
,,,,,,,,,,,,,,,,,2.443978,,,,,,,,,,,,,3424d945-4604-4dac-b080-dfcd44b55c98,2661,,,"[15.2, 23.9]",3794690,82,,,,2.0557172,,Right Foot,,,"[5.4, 42.5]",,Ground Pass,,21.023796,,,,Maarten Stekelenburg,,,,,,2,Regular Play,Stefan de Vrij,7787.0,Right Center Back,143,Netherlands,941,['787ffb01-7bd4-4edd-bc32-02583a752416'],55,,,,,,,,,,,,,,,,,Netherlands,00:37:55.725,Pass,,15.2,23.9,5.4,42.5,,,
,,,,,,,,,,,,,,,,,3.666021,,,,,,,,,,,,,6ceed24e-75ef-4433-b94f-96d2d0c52905,2664,,,"[7.5, 50.0]",3794690,83,,,,-0.11900029,,Right Foot,,,"[71.9, 42.3]",,High Pass,,64.858696,,,,Wout Weghorst,,,,,,2,Regular Play,Maarten Stekelenburg,20201.0,Goalkeeper,143,Netherlands,941,['a0c76a21-b324-4137-af79-f3e9851cfd8c'],1,,,,,,,,,,,,,,,,,Netherlands,00:38:01.206,Pass,,7.5,50.0,71.9,42.3,,,
,,,,,,,,,,,,,,,,,1.483085,,,,,,,,,,,,,9487b55d-d163-4d75-8079-a87de5b164ae,2666,,,"[71.9, 42.3]",3794690,83,,,True,1.2909793,,,,,"[79.4, 68.4]",,High Pass,,27.156216,,Incomplete,,Memphis Depay,,,,,,2,Regular Play,Wout Weghorst,7829.0,Center Forward,143,Netherlands,941,"['ce61494b-610c-4a02-b855-d84c3ec8f504', 'ce6a80cc-5f04-49a9-aba7-07461f8a1427', 'f16f9a22-154f-4baf-968d-d1e8438c1c6f']",6,,,,,,,,,,,,,,,,,Netherlands,00:38:06.718,Pass,True,71.9,42.3,79.4,68.4,,,
,,,,,,,,,,,,,,,,,1.669743,,,,,,,,,,,,,ce6a80cc-5f04-49a9-aba7-07461f8a1427,2669,,,"[40.7, 11.7]",3794690,83,,,,-0.3470616,,Head,,,"[50.1, 8.3]",,Low Pass,,9.995999,,,,Tomáš Holeš,,,,,Interception,2,Regular Play,Pavel Kadeřábek,9397.0,Left Back,143,Netherlands,941,"['8fa38d72-9843-47dd-93a4-dde178b35765', '9487b55d-d163-4d75-8079-a87de5b164ae']",8,,,,,,,,,,,,,,,,,Czech Republic,00:38:08.201,Pass,,40.7,11.7,50.1,8.3,,,
,,,,,,,,,,,,,,,,,0.714639,,,,,,,,,,,,,957a3e37-4d4a-4dc1-8fb2-bf6130817f9c,2672,,,"[50.3, 4.4]",3794690,83,,,,0.60145473,,Left Foot,,,"[55.4, 7.9]",,Ground Pass,,6.185467,,Incomplete,,Petr Ševčík,,,,,,2,Regular Play,Tomáš Holeš,16469.0,Right Center Midfield,143,Netherlands,941,"['420ae75a-73b0-46c3-9444-8462a4688158', '453bc7d6-b255-4253-ab49-1a43ebfd9616']",11,,,,,,,,,,,,,,,,,Czech Republic,00:38:11.632,Pass,,50.3,4.4,55.4,7.9,,,
,,,,,,,,,,,,,,,,,0.856834,,,,,,,,,,,,,df220913-45ba-4d84-b3e4-d920bb5b6338,2676,,,"[65.5, 75.4]",3794690,83,,,,-2.8995209,,Right Foot,,,"[49.3, 71.4]",,Ground Pass,,16.686522,,,,Stefan de Vrij,,,,,,2,Regular Play,Denzel Dumfries,8125.0,Right Back,143,Netherlands,941,['addb713f-35ee-4602-b11a-09cdf88d20e8'],13,,,,,,,,,,,,,,,,,Netherlands,00:38:13.482,Pass,,65.5,75.4,49.3,71.4,,,
,,,,,,,,,,,,,,,,,3.020452,,,,,,,,,,,,,7aaa8894-6d85-467e-8fcf-cc744f19f7e6,2679,,,"[40.1, 69.9]",3794690,83,,,,-2.3274117,,Right Foot,,,"[14.8, 43.1]",,Ground Pass,,36.85553,,,,Maarten Stekelenburg,,,,,,2,Regular Play,Stefan de Vrij,7787.0,Right Center Back,143,Netherlands,941,['598372ae-ad17-448a-9fc7-352a85a2a0e7'],16,,,,,,,,,,,,,,,,,Netherlands,00:38:16.538,Pass,,40.1,69.9,14.8,43.1,,,
,,,,,,,,,,,,,,,,,4.094904,,,,,,,,,,,,,a93e0309-1357-494c-8b7e-2dc41b1d628e,2682,,,"[15.7, 43.6]",3794690,83,,,,-0.05825549,,Right Foot,,,"[86.0, 39.5]",,High Pass,,70.41946,,Incomplete,,Wout Weghorst,,,,,,2,Regular Play,Maarten Stekelenburg,20201.0,Goalkeeper,143,Netherlands,941,"['a78f71c4-f085-4a0e-942f-5ca5e16c05dd', 'c3d6be3a-a29d-4b4e-8c27-f5adcf91f36c']",27,,,,,,,,,,,,,,,,,Netherlands,00:38:27.277,Pass,,15.7,43.6,86.0,39.5,,,
,,,,,,,,,,,,,,,,,1.136855,,,,,,,,,,,,,5ccf5255-919b-4754-98f9-e8a1bbe1d462,2688,,,"[70.0, 22.0]",3794690,83,,,,-0.9429597,,Right Foot,,,"[83.5, 3.4]",,Ground Pass,,22.98282,,,,Quincy Anton Promes,,,,,,2,Regular Play,Jurriën David Norman Timber,21809.0,Left Center Back,143,Netherlands,941,['5acff4d1-39dc-4cd9-8f9b-170b411ca1a0'],36,,,,,,,,,,,,,,,,,Netherlands,00:38:36.493,Pass,,70.0,22.0,83.5,3.4,,,
,,,,,,,,,,,,,,,,,1.141966,,,,,,,,,,,,,c5850e4b-2f74-444a-8ba8-ecd4cbf64015,2691,,,"[84.3, 4.9]",3794690,83,,,,2.5469785,,Right Foot,,,"[70.4, 14.3]",,Ground Pass,,16.780048,,,,Jurriën David Norman Timber,,,,,,2,Regular Play,Quincy Anton Promes,13360.0,Left Wing,143,Netherlands,941,['c2fd6f26-4f97-405a-bfda-ddd982d1d802'],40,,,,,,,,,,,,,,,,,Netherlands,00:38:40.543,Pass,,84.3,4.9,70.4,14.3,,,
,,,,,,,,,,,,,,,,,1.947669,,,,,,,,,,,,,5a9a7a74-7f0c-4304-a3ea-259487de7117,2694,,,"[75.8, 14.9]",3794690,83,,,,-0.48582512,,Right Foot,,,"[97.2, 3.6]",,Ground Pass,,24.200207,,,,Quincy Anton Promes,,,,,,2,Regular Play,Jurriën David Norman Timber,21809.0,Left Center Back,143,Netherlands,941,['7185b43f-2768-4091-96ff-bef73801434a'],45,,,,,,,,,,,,,,,,,Netherlands,00:38:45.066,Pass,,75.8,14.9,97.2,3.6,,,
,,,,,,,,,,,,,,,,,1.319673,,,,,,,,,,,,,4a32782e-1487-4fdd-a35f-3dc7b87e6b79,2697,,,"[98.5, 6.4]",3794690,83,,,,1.3078016,,Right Foot,True,,"[106.2, 35.0]",,High Pass,,29.618406,,,,Wout Weghorst,,,,,,2,Regular Play,Quincy Anton Promes,13360.0,Left Wing,143,Netherlands,941,['a99b1cd4-90a5-41f0-841a-712c112f33fa'],49,,,,,,,,,,,,,,,,,Netherlands,00:38:49.004,Pass,,98.5,6.4,106.2,35.0,,,
,,,,,,,,,,,,,,,,,1.796528,,,,,,,,,,,,,1a8dc100-7b08-4600-9e43-946ffba2bc7c,2699,,,"[106.4, 35.0]",3794690,83,,,,0.66170853,,Head,,,"[116.8, 43.1]",,High Pass,,13.182185,,Unknown,,Denzel Dumfries,,,,,,2,Regular Play,Wout Weghorst,7829.0,Center Forward,143,Netherlands,941,['3f33c91e-1166-4d5f-bc39-d13aea501eb8'],50,,,,,,,,,,,,,,,,,Netherlands,00:38:50.324,Pass,,106.4,35.0,116.8,43.1,,,
,,,,,,,,,,,,,,,,,3.55735,,,,,,,,,,,,,7dcd00db-8375-4b2c-81e5-4c83beea9b88,2706,,,"[11.2, 35.9]",3794690,85,,,,-0.081292205,,Right Foot,,,"[87.3, 29.7]",,High Pass,,76.35214,,Incomplete,,Adam Hložek,,,,,Free Kick,2,From Free Kick,Tomáš Vaclík,11541.0,Goalkeeper,144,Czech Republic,912,"['eb887a44-2b83-4d7c-8b06-9eae6d969bf7', 'ffe67d43-e566-4d79-8a2d-04c904f96a78']",9,,,,,,,,,,,,,,,,,Czech Republic,00:40:09.739,Pass,,11.2,35.9,87.3,29.7,,,
,,,,,,,,,,,,,,,,,2.259857,,,,,,,,,,,,,ffe67d43-e566-4d79-8a2d-04c904f96a78,2708,,,"[32.8, 50.4]",3794690,85,,,,-2.847358,,Head,,,"[9.7, 43.4]",,Low Pass,,24.137316,,,,Maarten Stekelenburg,,,,,Recovery,2,Regular Play,Stefan de Vrij,7787.0,Right Center Back,145,Netherlands,941,"['7ce38b04-1fbd-4a08-afcc-221ccbe9149d', '7dcd00db-8375-4b2c-81e5-4c83beea9b88']",13,,,,,,,,,,,,,,,,,Netherlands,00:40:13.297,Pass,,32.8,50.4,9.7,43.4,,,
,,,,,,,,,,,,,,,,,3.862709,,,,,,,,,,,,,8033e334-769a-4f82-a248-ba3d6e4dd72e,2711,,,"[15.0, 42.3]",3794690,85,,,,-0.105377436,,Right Foot,,,"[87.8, 34.6]",,High Pass,,73.20608,,Incomplete,,Wout Weghorst,,,,,,2,Regular Play,Maarten Stekelenburg,20201.0,Goalkeeper,145,Netherlands,941,"['1ebad478-a417-46e4-819f-a8d2af1f98a0', '2460a6d2-bd91-4aee-b32b-5f584065254f']",27,,,,,,,,,,,,,,,,,Netherlands,00:40:27.737,Pass,,15.0,42.3,87.8,34.6,,,
,,,,,,,,,,,,,,,,,3.085896,,,,,,,,,,,,,d478d532-6ddb-472f-b3cd-5db81a0ce3a0,2716,,,"[55.7, 40.8]",3794690,85,,,,3.1282601,,Right Foot,,,"[25.7, 41.2]",,Ground Pass,,30.002666,,,,Maarten Stekelenburg,,,,,,2,Regular Play,Stefan de Vrij,7787.0,Right Center Back,145,Netherlands,941,['5d24029b-3224-4f90-9ba0-8279f7b9922f'],35,,,,,,,,,,,,,,,,,Netherlands,00:40:35.362,Pass,,55.7,40.8,25.7,41.2,,,
,,,,,,,,,,,,,,,,,4.806795,,,,,,,,,,,,,f965b78e-2eff-43dc-a150-1a26436786d4,2719,,,"[22.9, 50.2]",3794690,85,,,,-0.23307446,,Right Foot,,,"[90.3, 34.2]",,High Pass,,69.27309,,,,Wout Weghorst,,,,,,2,Regular Play,Maarten Stekelenburg,20201.0,Goalkeeper,145,Netherlands,941,['0e3ec774-e332-415e-87e9-7954d99a4935'],43,,,,,,,,,,,,,,,,,Netherlands,00:40:43.815,Pass,,22.9,50.2,90.3,34.2,,,
,,,,,,,,,,,,,,,,,0.967385,,,,,,,,,,,,,be4f66b5-b6fb-4180-9027-03a5b306edee,2722,,,"[90.8, 34.2]",3794690,85,,,True,1.2058833,,,,,"[94.2, 43.1]",,Low Pass,,9.527329,,Incomplete,,Memphis Depay,,,,,,2,Regular Play,Wout Weghorst,7829.0,Center Forward,145,Netherlands,941,"['206a064b-09ed-4137-a903-1cb500024f22', '38d367df-53c4-4c17-a6ca-b8cf6dd6a1f3', 'fcb7b18a-a299-43d9-a3bb-614d8707c59f']",48,,,,,,,,,,,,,,,,,Netherlands,00:40:48.662,Pass,True,90.8,34.2,94.2,43.1,,,
,,,,,,,,,,,,,,,,,2.090758,,,,,,,,,,,,,206a064b-09ed-4137-a903-1cb500024f22,2724,,,"[25.9, 37.0]",3794690,85,,,,-0.108812205,,Right Foot,,,"[49.7, 34.4]",,High Pass,,23.941595,,,,Patrik Schick,,,,,Recovery,2,Regular Play,Tomáš Kalas,13197.0,Left Center Back,145,Netherlands,941,"['a61301c7-a786-4c3f-8b0f-8afa9e8429db', 'be4f66b5-b6fb-4180-9027-03a5b306edee']",49,,,,,,,,,,,,,,,,,Czech Republic,00:40:49.629,Pass,,25.9,37.0,49.7,34.4,,,
,,,,,,,,,,,,,,,,,0.315217,,,,,,,,,,,,,4eb04202-a255-4f47-bfc1-15bb087cd98b,2727,,,"[42.8, 31.8]",3794690,85,,,,1.4056476,,Left Foot,,,"[43.2, 34.2]",,Low Pass,,2.433105,,Incomplete,,Alex Král,,,,,,2,Regular Play,Patrik Schick,7044.0,Center Forward,145,Netherlands,941,"['07f9448b-225f-44d5-889c-060c22cd726b', '20589289-7ba8-476e-8b56-9e6ba1d80466']",52,,,,,,,,,,,,,,,,,Czech Republic,00:40:52.866,Pass,,42.8,31.8,43.2,34.2,,,
,,,,,,,,,,,,,,,,,2.406339,,,,,,,,,,,,,e0aa8727-5b22-456c-afc7-4066e11d2aac,2733,,,"[77.5, 52.6]",3794690,85,,,,1.3195808,,Right Foot,,,"[83.3, 75.2]",,Ground Pass,,23.33238,,,,Steven Berghuis,,,,,,2,Regular Play,Georginio Wijnaldum,3567.0,Right Wing,145,Netherlands,941,"['518ab8c1-abe5-4acd-8b11-a0eeb2bebddf', 'd0e080d9-1f48-4721-8e5a-7115f8885f47']",54,,,,,,,,,,,,,,,,,Netherlands,00:40:54.127,Pass,True,77.5,52.6,83.3,75.2,,,
,,,,,,,,,,,,,,,,,0.607348,,,,,,,,,,,,,c455b933-c799-42a2-862a-07b2429d783d,2736,,,"[64.7, 69.0]",3794690,86,,,,1.8081706,,Left Foot,,,"[63.2, 75.2]",,Ground Pass,,6.3788714,,,,Stefan de Vrij,,,,,,2,Regular Play,Steven Berghuis,7745.0,Left Back,145,Netherlands,941,['cbb64fa2-9298-4091-8355-be112e3d5536'],2,,,,,,,,,,,,,,,,,Netherlands,00:41:02.370,Pass,,64.7,69.0,63.2,75.2,,,
,,,,,,,,,,,,,,,,,0.720566,,,,,,,,,,,,,f02a4531-d5e0-42ee-a11d-d9bf65f43efc,2743,,,"[62.5, 80.0]",3794690,86,,,,-0.87255543,,,,,"[71.9, 68.8]",,Low Pass,,14.6219015,,,,Frenkie de Jong,,,,,Throw-in,2,From Throw In,Steven Berghuis,7745.0,Right Center Forward,146,Netherlands,941,['c1a67afc-5317-458c-837e-abfbd1c13586'],12,,,,,,,,,,,,,,,,,Netherlands,00:41:12.041,Pass,,62.5,80.0,71.9,68.8,,,
,,,,,,,,,,,,,,,,,0.734194,,,,,,,,,,,,,46ca0be1-604b-4b8b-885b-05f300261313,2746,,,"[73.6, 67.5]",3794690,86,,,,2.167973,,Right Foot,,,"[68.5, 75.0]",,Low Pass,,9.06973,,,,Steven Berghuis,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Right Center Midfield,146,Netherlands,941,['07c1e97f-7c0c-4293-a5b3-dabfbf759efa'],12,,,,,,,,,,,,,,,,,Netherlands,00:41:12.841,Pass,,73.6,67.5,68.5,75.0,,,
,,,,,,,,,,,,,,,,,0.756359,,,,,,,,,,,,,9c1ebdb2-41cc-49aa-ad37-7a744da19eaa,2750,,,"[69.4, 74.2]",3794690,86,,,,-1.0642796,,Left Foot,,,"[77.5, 59.6]",,Ground Pass,,16.696407,,Incomplete,,Denzel Dumfries,,,,,,2,From Throw In,Steven Berghuis,7745.0,Right Center Forward,146,Netherlands,941,"['ac796454-58ca-4c61-8b77-680669cd211c', 'fb0ae054-18ef-4046-9b86-6edbcb23d00e']",14,,,,,,,,,,,,,,,,,Netherlands,00:41:14.314,Pass,,69.4,74.2,77.5,59.6,,,
,,,,,,,,,,,,,,,,,0.631551,,,,,,,,,,,,,adba2731-3616-4b1e-8254-e0ddf08dd064,2755,,,"[40.7, 12.4]",3794690,86,,,,-2.7700748,,Right Foot,,,"[33.0, 9.4]",,Ground Pass,,8.263777,,,,Pavel Kadeřábek,,,,,,2,Regular Play,Antonín Barák,7801.0,Center Attacking Midfield,147,Czech Republic,912,"['6042813b-aacb-4f9b-a0fb-e0882edfcbf0', '8dbdaab1-8d28-422f-9390-e926fa196f0b']",16,,,,,,,,,,,,,,,,,Czech Republic,00:41:16.836,Pass,True,40.7,12.4,33.0,9.4,,,
,,,,,,,,,,,,,,,,,1.848774,,,,,,,,,,,,,6e16a9f1-1f0d-4454-bbe3-27c542dd9669,2759,,,"[33.2, 9.4]",3794690,86,,,,0.86838645,,Left Foot,,,"[58.0, 38.7]",,High Pass,,38.386585,,,,Jakub Jankto,,,,,,2,Regular Play,Pavel Kadeřábek,9397.0,Left Back,147,Czech Republic,912,"['2f242f56-340c-4dd6-8524-493a81d730f5', '9d0ef686-b291-433d-be72-5b6fb7ec9faf']",17,,,,,,,,,,,,,,,,,Czech Republic,00:41:17.508,Pass,True,33.2,9.4,58.0,38.7,,,
,,,,,,,,,,,,,,,,,0.751248,,,,,,,,,,,,,68c110b1-89b7-4c28-a2bd-07d7a0b6a3b4,2762,,,"[77.0, 56.0]",3794690,86,,,,1.5812126,,Left Foot,,,"[76.8, 75.2]",,Ground Pass,,19.201042,,,,Vladimír Coufal,,,,,,2,Regular Play,Jakub Jankto,8095.0,Right Wing,147,Czech Republic,912,['59d3838c-10e2-46cd-8dc7-40683cad80f4'],25,,,,,,,,,,,,,,,,,Czech Republic,00:41:25.239,Pass,,77.0,56.0,76.8,75.2,,,
,,,,,,,,,,,,,,,,,1.279343,,,,,,,,,,,,,7ecd44aa-1f10-4b24-9a40-16558428361a,2765,,,"[77.5, 75.0]",3794690,86,,,,-2.155471,,Right Foot,,,"[68.3, 61.1]",,Ground Pass,,16.668833,,,,Tomáš Souček,,,,,,2,Regular Play,Vladimír Coufal,16570.0,Right Back,147,Czech Republic,912,['57151010-d686-4bdf-9638-bc419e1ed256'],27,,,,,,,,,,,,,,,,,Czech Republic,00:41:27.314,Pass,,77.5,75.0,68.3,61.1,,,
,,,,,,,,,,,,,,,,,1.128628,,,,,,,,,,,,,ec4e5181-1dc7-4eac-9c69-3300f7b82e95,2768,,,"[68.3, 61.6]",3794690,86,,,,1.0826305,,Right Foot,,,"[76.0, 76.1]",,Ground Pass,,16.417673,,,,Vladimír Coufal,,,,,,2,Regular Play,Tomáš Souček,4870.0,Left Center Midfield,147,Czech Republic,912,['cfae5a3f-99ff-40e8-8e1c-a7fb3350fe7b'],30,,,,,,,,,,,,,,,,,Czech Republic,00:41:30.474,Pass,,68.3,61.6,76.0,76.1,,,
,,,,,,,,,,,,,,,,,0.755374,,,,,,,,,,,,,806874cb-cfcb-4e23-965d-adca63e9aa8f,2771,,,"[76.0, 76.1]",3794690,86,,,,-1.0636978,,Right Foot,,,"[78.5, 71.6]",,Ground Pass,,5.147815,,,,Alex Král,,,,,,2,Regular Play,Vladimír Coufal,16570.0,Right Back,147,Czech Republic,912,['fb96f781-c2f0-4650-8381-4aac12c4431b'],32,,,,,,,,,,,,,,,,,Czech Republic,00:41:32.228,Pass,,76.0,76.1,78.5,71.6,,,
,,,,,,,,,,,,,,,,,0.899844,,,,,,,,,,,,,ddd8b291-0d86-4577-b806-aeae65fdcb3b,2774,,,"[78.5, 71.6]",3794690,86,,,,2.0626056,,Left Foot,,,"[75.5, 77.2]",,Ground Pass,,6.352952,,,,Vladimír Coufal,,,,,,2,Regular Play,Alex Král,23452.0,Right Center Midfield,147,Czech Republic,912,['dc6309b2-5d02-4b18-ab84-263a7fb712a4'],33,,,,,,,,,,,,,,,,,Czech Republic,00:41:33.024,Pass,,78.5,71.6,75.5,77.2,,,
,,,,,,,,,,,,,,,,,0.802695,,,,,,,,,,,,,f836d6b6-613c-49a8-9b14-282fb290a0f4,2777,,,"[83.5, 74.2]",3794690,86,,,,0.43984258,,Left Foot,,,"[90.3, 77.4]",,Ground Pass,,7.515318,,,,Jakub Jankto,,,,,,2,Regular Play,Vladimír Coufal,16570.0,Right Back,147,Czech Republic,912,['0cc02fec-6165-4f99-ae36-bb5ccc06d525'],38,,,,,,,,,,,,,,,,,Czech Republic,00:41:38.000,Pass,,83.5,74.2,90.3,77.4,,,
,,,,,,,,,,,,,,,,,1.74701,,,,,,,,,,,,,8829f50a-9296-4002-929d-17dc04b7770b,2787,,,"[81.3, 80.0]",3794690,87,,,,-0.09600029,,,,,"[108.3, 77.4]",,High Pass,,27.124897,,,,Antonín Barák,,,,,Throw-in,2,From Throw In,Vladimír Coufal,16570.0,Right Back,148,Czech Republic,912,['ab8abdf6-a2d5-4c6c-a312-d898f3ab61d3'],6,,,,,,,,,,,,,,,,,Czech Republic,00:42:06.159,Pass,,81.3,80.0,108.3,77.4,,,
