50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,"[44.8, 61.1]",,,,,,,,,,,0.695468,,,,,,,,,,,,,15cda39a-2823-43bd-94ea-af4a3a1b980d,438,,,"[45.0, 63.5]",3788765,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cengiz Ünder,6971.0,Right Midfield,21,Turkey,909,"['0987fd86-286c-4760-8602-53736a2fbe9b', '8cea8a30-739f-4050-aacf-6921c7f181e6', '9f16a062-47ec-4b56-b898-2ef3c3432747', 'b207d632-b106-4983-a1d8-9c92b95fac7b']",51,,,,,,,,,,,,,,,Turkey,00:10:51.983,Carry,True,45.0,63.5,,,,,
,,,,"[68.7, 67.1]",,,,,,,,,,,0.045448,,,,,,,,,,,,,cfc53dbe-515f-4dc9-9ce4-8e96b96f0b08,446,,,"[70.9, 67.3]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cengiz Ünder,6971.0,Right Midfield,22,Turkey,909,"['73ec001e-a64a-472e-8f44-9cea331a64ce', '74aca898-60ee-4d33-b08e-aa92b6f591c0', 'd30a4b36-8d7c-4106-9df1-b912444018f8']",15,,,,,,,,,,,,,,,Turkey,00:11:15.146,Carry,True,70.9,67.3,,,,,
,,,,"[74.3, 59.2]",,,,,,,,,,,0.04,,,,,,,,,,,,,e5870e6a-b2d0-4b69-92c5-53bfdf5ee8f1,449,,,"[74.3, 59.8]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Burak Yılmaz,11086.0,Center Forward,22,Turkey,909,"['0c1bb8cb-d21d-4696-9a1a-76668cba7942', 'd9137ec4-8fa6-4705-86be-9f26ab7221a8']",15,,,,,,,,,,,,,,,Turkey,00:11:15.795,Carry,,74.3,59.8,,,,,
,,,,"[50.1, 23.7]",,,,,,,,,,,2.655899,,,,,,,,,,,,,e7607efc-ec0b-4fc8-9494-8eaf02f8864c,457,,,"[49.5, 28.2]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Breel-Donald Embolo,5545.0,Left Center Forward,23,Switzerland,773,"['2c7d7151-c7f4-4572-a997-3a85d5a992e2', '608f9445-6bb4-430f-b249-f8a6f6e6634f', '90558390-d185-44fd-8093-ec45bf302f81', 'a0ea66b0-4ec9-4ee2-b915-b8021c67de41']",34,,,,,,,,,,,,,,,Switzerland,00:11:34.490,Carry,True,49.5,28.2,,,,,
,,,,"[70.6, 9.4]",,,,,,,,,,,0.904092,,,,,,,,,,,,,d0659d14-be58-434b-af24-4e132f0757ee,464,,,"[67.2, 9.6]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Steven Zuber,5548.0,Left Wing Back,24,Switzerland,773,"['71dcb35d-c442-40ba-a5ab-649d7dd5e975', '734deeaa-cbc0-44ab-b1e7-91b7546b1ab4', 'f2bb7215-fb49-47bf-be16-8978ee6433bb']",49,,,,,,,,,,,,,,,Switzerland,00:11:49.600,Carry,True,67.2,9.6,,,,,
,,,,"[16.7, 50.8]",,,,,,,,,,,1.207668,,,,,,,,,,,,,9a973b61-287a-4e85-894c-71813ba3f548,469,,,"[30.0, 61.8]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Merih Demiral,23558.0,Right Center Back,25,Turkey,909,"['1fbfc389-4ae9-4716-be3b-3a35884d7530', 'cb02d780-17cf-4d27-af88-880d90d2e90b']",54,,,,,,,,,,,,,,,Turkey,00:11:54.028,Carry,,30.0,61.8,,,,,
,,,,"[27.9, 21.8]",,,,,,,,,,,2.0683,,,,,,,,,,,,,95b0e18b-30eb-40e0-8c93-242260767357,472,,,"[23.2, 24.1]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caglar Söyüncü,8963.0,Left Center Back,25,Turkey,909,"['3c140aad-57e1-4fb7-926e-6779af3d19b1', 'de3af9ef-02b0-44cd-a8df-c907b29f1f30']",56,,,,,,,,,,,,,,,Turkey,00:11:56.515,Carry,,23.2,24.1,,,,,
,,,,"[48.6, 5.5]",,,,,,,,,,,2.613624,,,,,,,,,,,,,61f3e36a-c55b-4864-a017-8e525d577b8e,475,,,"[42.4, 3.8]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mert Müldür,10826.0,Left Back,25,Turkey,909,"['4ab5e7c4-7801-4532-9941-770d2cfef658', 'c878e387-2b97-4848-b2b7-fa6338b73586']",0,,,,,,,,,,,,,,,Turkey,00:12:00.360,Carry,,42.4,3.8,,,,,
,,,,"[55.9, 10.8]",,,,,,,,,,,0.119999,,,,,,,,,,,,,e8933626-8d33-40ea-b7d0-26e1400917eb,478,,,"[55.9, 10.8]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Left Midfield,25,Turkey,909,"['7f9e4e82-e16f-42dd-ba92-be8f25160a81', 'fcc133d2-b691-4ca9-90ef-262e01e7ea11']",3,,,,,,,,,,,,,,,Turkey,00:12:03.553,Carry,,55.9,10.8,,,,,
,,,,"[34.9, 13.0]",,,,,,,,,,,1.507684,,,,,,,,,,,,,9ff7a383-72ab-481b-a602-1b26318284c7,481,,,"[36.2, 10.2]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caglar Söyüncü,8963.0,Left Center Back,25,Turkey,909,"['4f06d637-b3f5-4dbc-a6ab-64ef0a70b90b', 'c6884a93-a659-4e28-8dd2-3fed2a7d25ec']",4,,,,,,,,,,,,,,,Turkey,00:12:04.949,Carry,,36.2,10.2,,,,,
,,,,"[34.5, 36.9]",,,,,,,,,,,1.930662,,,,,,,,,,,,,c035908b-b290-4181-84b2-cc467cc71c43,484,,,"[34.1, 30.9]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Merih Demiral,23558.0,Right Center Back,25,Turkey,909,"['543754e0-5c7c-4bc1-bf6a-29c1835e5b25', 'e2941c38-8304-489c-986f-26c0c7a9150b']",7,,,,,,,,,,,,,,,Turkey,00:12:07.464,Carry,,34.1,30.9,,,,,
,,,,"[40.3, 57.3]",,,,,,,,,,,0.707413,,,,,,,,,,,,,48e3aff9-ba36-485e-b26b-12a66035ae69,487,,,"[40.1, 57.3]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mehmet Zeki Çelik,10349.0,Right Back,25,Turkey,909,"['83762355-56cb-4044-8ea9-b41286c54d36', '96cab00d-5dc8-485a-a399-f0f7a92e630c']",10,,,,,,,,,,,,,,,Turkey,00:12:10.282,Carry,,40.1,57.3,,,,,
,,,,"[49.0, 50.8]",,,,,,,,,,,0.199999,,,,,,,,,,,,,c6ad01f9-28d3-491c-9a26-20eaef9e0a1f,490,,,"[49.0, 50.8]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kaan Ayhan,12293.0,Center Defensive Midfield,25,Turkey,909,"['141f8c6d-3f68-4ead-80a6-e3f7c2c41399', '2ce7095a-d394-4c75-9511-957bdf26c6aa']",12,,,,,,,,,,,,,,,Turkey,00:12:12.009,Carry,,49.0,50.8,,,,,
,,,,"[55.7, 71.2]",,,,,,,,,,,1.273033,,,,,,,,,,,,,d53ef883-2096-4fee-a2b6-a48b7f47857b,493,,,"[57.4, 67.3]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ozan Tufan,11088.0,Right Center Midfield,25,Turkey,909,"['2fe70ea3-ab83-4383-ba5f-1d442a6fa99f', 'bf690174-8db8-4d4d-8875-b4b0c2ce9b32', 'c5906b37-32b1-405b-836b-1e298a042db8']",13,,,,,,,,,,,,,,,Turkey,00:12:13.082,Carry,True,57.4,67.3,,,,,
,,,,"[64.0, 73.7]",,,,,,,,,,,0.159999,,,,,,,,,,,,,feed3024-01f3-4019-8bbf-07aaf2e0af8a,498,,,"[62.3, 73.7]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cengiz Ünder,6971.0,Right Midfield,25,Turkey,909,"['0058c5bf-2ea0-442e-ae1d-f3e2530977f5', '2b0d0faf-d927-4dee-94bc-342a7e1db6c5', '911448e1-6a80-4503-b170-339816e42292']",14,,,,,,,,,,,,,,,Turkey,00:12:14.965,Carry,True,62.3,73.7,,,,,
,,,,"[64.4, 8.3]",,,,,,,,,,,0.511016,,,,,,,,,,,,,77897dff-2965-400e-bc85-33d1ed1759ee,502,,,"[64.6, 7.9]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steven Zuber,5548.0,Left Wing Back,25,Turkey,909,"['36c5531e-3882-4529-95e4-84949deda6c8', '6146d910-b100-4ce5-a7ae-63512a08d83f', 'c4775e27-be4c-48f3-95e3-40c9897d36dd']",16,,,,,,,,,,,,,,,Switzerland,00:12:16.989,Carry,True,64.6,7.9,,,,,
,,,,"[51.6, 66.0]",,,,,,,,,,,1.23707,,,,,,,,,,,,,e065048d-46b7-40e8-bf81-e926b4b2d61d,507,,,"[55.0, 70.1]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ozan Tufan,11088.0,Right Center Midfield,25,Turkey,909,"['14c09a84-e48c-4d27-8db4-11ca4e492d93', '7dcba7ec-1e1c-4b1b-aa15-c738bce600ab', '88dbc009-0d50-4079-91cf-6afe3ba33030']",18,,,,,,,,,,,,,,,Turkey,00:12:18.645,Carry,True,55.0,70.1,,,,,
,,,,"[42.0, 57.5]",,,,,,,,,,,1.383329,,,,,,,,,,,,,b44457ea-d923-42c4-9b9b-d9d639eeb958,514,,,"[40.9, 60.5]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Merih Demiral,23558.0,Right Center Back,26,Turkey,909,"['76bfbf5c-96fc-4ccb-96da-6213d4eccee9', '76ea560f-af38-4893-8012-ce1ae76e3786']",32,,,,,,,,,,,,,,,Turkey,00:12:32.171,Carry,,40.9,60.5,,,,,
,,,,"[49.9, 22.6]",,,,,,,,,,,1.927596,,,,,,,,,,,,,ad8059c8-b8ab-4097-ac6a-0e17758f2328,517,,,"[49.3, 23.9]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,İrfan Can Kahveci,30311.0,Left Center Midfield,26,Turkey,909,"['65246d5b-bdba-422b-989e-6d765ee5361f', '79f23f5b-d224-434a-aa10-ef3b723c4d73']",35,,,,,,,,,,,,,,,Turkey,00:12:35.061,Carry,,49.3,23.9,,,,,
,,,,"[13.1, 36.1]",,,,,,,,,,,3.633562,,,,,,,,,,,,,e03302e7-fbb1-4651-97a4-d42c85431d46,522,,,"[8.8, 37.6]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Manuel Obafemi Akanji,5549.0,Center Back,27,Switzerland,773,"['1a8cd1a3-e6f2-4cef-9649-97c5fe93e23a', '97212a93-7293-456d-9aa3-f0506b303219']",1,,,,,,,,,,,,,,,Switzerland,00:13:01.377,Carry,,8.8,37.6,,,,,
,,,,"[55.5, 6.4]",,,,,,,,,,,2.238781,,,,,,,,,,,,,fb35f1ca-6d8f-4be3-a218-92637d3d430c,525,,,"[55.7, 6.6]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mert Müldür,10826.0,Left Back,28,Turkey,909,"['04163cf6-5473-4fc9-b09c-002fc79c12d2', '40906df5-6555-430d-ad4e-5c5b60128acc']",7,,,,,,,,,,,,,,,Turkey,00:13:07.571,Carry,,55.7,6.6,,,,,
,,,,"[45.6, 17.9]",,,,,,,,,,,1.725129,,,,,,,,,,,,,ef78a209-49c7-400d-af26-df53a33a3b54,528,,,"[46.7, 15.5]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caglar Söyüncü,8963.0,Left Center Back,28,Turkey,909,"['20b44b90-bd28-48d7-aed7-9ad08dedc702', '3b24e248-5d43-4a3f-be2f-9c192593087c']",11,,,,,,,,,,,,,,,Turkey,00:13:11.463,Carry,,46.7,15.5,,,,,
,,,,"[46.0, 60.5]",,,,,,,,,,,1.557111,,,,,,,,,,,,,dd32ab9c-b0d3-4f0d-b558-921aeb4b5040,531,,,"[43.5, 52.1]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Merih Demiral,23558.0,Right Center Back,28,Turkey,909,"['3ca89cf6-3961-46de-84d9-1f9d775e13cd', '463b30a0-4793-4a63-9050-d32cc59addd8']",14,,,,,,,,,,,,,,,Turkey,00:13:14.593,Carry,,43.5,52.1,,,,,
,,,,"[55.5, 57.7]",,,,,,,,,,,1.942036,,,,,,,,,,,,,9426008b-3a20-47a7-b0f5-43c69a529b18,535,,,"[56.1, 52.6]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kaan Ayhan,12293.0,Center Defensive Midfield,28,Turkey,909,"['4d849760-9e1c-493a-9156-c972e17e0766', '99d1c42a-5f35-4f56-9113-d5494bcf3302', 'bf5fa5ff-b990-4fb4-9633-c295226cce91']",17,,,,,,,,,,,,,,,Turkey,00:13:17.009,Carry,True,56.1,52.6,,,,,
,,,,"[54.4, 14.7]",,,,,,,,,,,6.696139,,,,,,,,,,,,,8ec015ee-01d5-4c8c-ad0a-2e67b2864752,538,,,"[42.2, 29.7]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caglar Söyüncü,8963.0,Left Center Back,28,Turkey,909,"['417fe739-5dd6-4e68-84ac-1eeb2a06fe1d', 'bab59177-5d13-4807-b933-b53f6fb6aade']",21,,,,,,,,,,,,,,,Turkey,00:13:21.089,Carry,,42.2,29.7,,,,,
,,,,"[75.1, 3.4]",,,,,,,,,,,1.721261,,,,,,,,,,,,,91c859b1-0255-4033-8a37-bce8e185766c,541,,,"[69.4, 1.2]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mert Müldür,10826.0,Left Back,28,Turkey,909,"['5cf4076b-0397-451a-a809-856b0d8e0e7c', 'ee234230-e776-4155-a112-2830d7e13023']",28,,,,,,,,,,,,,,,Turkey,00:13:28.795,Carry,,69.4,1.2,,,,,
,,,,"[93.1, 14.1]",,,,,,,,,,,1.114154,,,,,,,,,,,,,2a7498ee-be5c-4d73-a42b-159aa86000e1,544,,,"[90.5, 13.0]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Left Midfield,28,Turkey,909,"['3cfbf404-09a5-44fb-a5a3-43ef8b0a72e6', 'a67ece62-d79d-4306-90f6-42adc4f0e55d', 'ea4575ba-a10d-4fc7-90bc-34395f82053a']",31,,,,,,,,,,,,,,,Turkey,00:13:31.373,Carry,True,90.5,13.0,,,,,
,,,,"[91.8, 11.7]",,,,,,,,,,,0.547072,,,,,,,,,,,,,4ff8a512-02e0-4fb4-ba65-e592d79ff212,550,,,"[91.8, 13.6]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Left Midfield,28,Turkey,909,"['327ceea2-854e-4207-bb0e-20aab859b2ea', 'b3038c1f-c82c-49a1-a22c-43236d9aedac', 'b3d252ee-10fb-4463-9298-dd56bd616135']",33,,,,,,,,,,,,,,,Turkey,00:13:33.211,Carry,True,91.8,13.6,,,,,
,,,,"[43.2, 76.1]",,,,,,,,,,,2.349338,,,,,,,,,,,,,c93339cc-4024-42c9-882f-a85c9f5afa19,555,,,"[29.3, 76.3]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Breel-Donald Embolo,5545.0,Left Center Forward,28,Turkey,909,"['2184d255-4d2b-40d2-a83a-7238b8dfe6c9', '36ffc71f-df44-4446-b8a9-31809e35ebde', 'db458833-bbe0-4641-b2c9-f3f7885885a1']",35,,,,,,,,,,,,,,,Switzerland,00:13:35.867,Carry,True,29.3,76.3,,,,,
,,,,"[77.3, 4.6]",,,,,,,,,,,0.147766,,,,,,,,,,,,,70da9f54-32b5-4d37-a7a6-24ccd7d575b9,559,,,"[76.9, 4.0]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mert Müldür,10826.0,Left Back,28,Turkey,909,"['22c7d7db-cba4-49f9-b9d5-83c2ca54c69a', '39e31f28-0660-41f8-9547-b0e6efb9e496', '5733b403-e2b9-4a50-869f-d7a4271f941e']",38,,,,,,,,,,,,,,,Turkey,00:13:38.217,Carry,True,76.9,4.0,,,,,
,,,,"[46.5, 26.5]",,,,,,,,,,,2.884621,,,,,,,,,,,,,75339035-fd07-4fa7-8e97-df6b3f8e33d0,566,,,"[48.2, 23.5]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Merih Demiral,23558.0,Right Center Back,29,Turkey,909,"['79bcd8a6-f0f2-4e7e-b15a-a5c33b6ae8b3', 'e431de12-bf81-4db0-9638-002bc58f12fe']",51,,,,,,,,,,,,,,,Turkey,00:13:51.269,Carry,,48.2,23.5,,,,,
,,,,"[63.4, 16.8]",,,,,,,,,,,2.724003,,,,,,,,,,,,,7113737b-f54f-42a8-b418-222899dfe708,569,,,"[55.9, 19.6]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,İrfan Can Kahveci,30311.0,Left Center Midfield,29,Turkey,909,"['7f3c6f8d-ab38-4723-b5da-84039ff471ca', 'fabebcc1-77cf-4d9c-9001-6a5e19402089']",55,,,,,,,,,,,,,,,Turkey,00:13:55.286,Carry,,55.9,19.6,,,,,
,,,,"[56.7, 76.5]",,,,,,,,,,,0.270822,,,,,,,,,,,,,dd94f8ef-c2b9-48df-8447-9059389b7c16,575,,,"[56.3, 77.6]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Breel-Donald Embolo,5545.0,Left Center Forward,30,Switzerland,773,"['43c80961-0df7-440d-abde-d2d037bade63', '8ec36e78-e6d2-484d-816e-fa372638a7c6', 'c0e1ad6a-1fc7-417c-840d-d46c291b376e']",16,,,,,,,,,,,,,,,Switzerland,00:14:16.223,Carry,True,56.3,77.6,,,,,
,,,,"[63.8, 6.6]",,,,,,,,,,,0.599665,,,,,,,,,,,,,ad6dacaa-96e6-4d5b-96e9-ca184a9e1410,578,,,"[63.4, 3.6]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mert Müldür,10826.0,Left Back,31,Turkey,909,"['973bb781-527a-466c-a41e-25dd5cacd0d4', 'faebdf4e-22ce-4647-830d-957a1ad7918b']",16,,,,,,,,,,,,,,,Turkey,00:14:16.494,Carry,,63.4,3.6,,,,,
,,,,"[57.8, 16.0]",,,,,,,,,,,0.180597,,,,,,,,,,,,,eba13e62-6ea9-417e-b699-f7a8a5cc759a,586,,,"[57.8, 16.2]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,İrfan Can Kahveci,30311.0,Left Center Midfield,32,Turkey,909,"['0540a1d8-6184-47a4-aeb8-2370aba201fa', 'a4752672-7ce9-4a6d-8e6a-83d818232c5e']",29,,,,,,,,,,,,,,,Turkey,00:14:29.485,Carry,,57.8,16.2,,,,,
,,,,"[49.5, 6.1]",,,,,,,,,,,1.882753,,,,,,,,,,,,,0001f063-eb09-4d6c-86e9-05f65ecc203a,589,,,"[48.6, 3.4]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Caglar Söyüncü,8963.0,Left Center Back,32,Turkey,909,"['5797be80-acfc-4f89-abab-9b4e91a39f0e', 'c06bc88a-82fd-4789-a6d0-616088d26416']",31,,,,,,,,,,,,,,,Turkey,00:14:31.052,Carry,,48.6,3.4,,,,,
,,,,"[57.2, 21.8]",,,,,,,,,,,1.336969,,,,,,,,,,,,,5576dda7-5605-4d6c-91a9-aed94c1ed347,592,,,"[59.5, 19.0]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,İrfan Can Kahveci,30311.0,Left Center Midfield,32,Turkey,909,"['385b52ee-e7aa-400e-84c1-90722aebddbe', '82ecd780-8c17-48f6-ae1e-460590430114', 'bc32c5aa-e56f-46a9-ac94-07f0f822731e']",33,,,,,,,,,,,,,,,Turkey,00:14:33.536,Carry,True,59.5,19.0,,,,,
,,,,"[42.8, 49.8]",,,,,,,,,,,1.226412,,,,,,,,,,,,,017e2db1-938f-44d8-a1b3-9de7e3ba185f,596,,,"[43.9, 47.0]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Merih Demiral,23558.0,Right Center Back,32,Turkey,909,"['e09126a6-93f2-44b5-9dfe-7a231845d713', 'e814857c-e7f0-44d1-bf9f-ff7b38475d58']",36,,,,,,,,,,,,,,,Turkey,00:14:36.906,Carry,,43.9,47.0,,,,,
,,,,"[47.5, 60.0]",,,,,,,,,,,0.887717,,,,,,,,,,,,,daf2e914-6dd5-4a28-abb7-795aefe8919a,599,,,"[47.5, 60.0]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mehmet Zeki Çelik,10349.0,Right Back,32,Turkey,909,"['acd016f9-c675-4bb3-b229-70fcbd41323d', 'ef2abd32-7169-4ccc-8981-72b1726c59f2']",38,,,,,,,,,,,,,,,Turkey,00:14:38.741,Carry,,47.5,60.0,,,,,
,,,,"[50.3, 57.7]",,,,,,,,,,,1.023092,,,,,,,,,,,,,5541084c-af98-41fc-b485-e6567bd4bd99,603,,,"[54.2, 55.5]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kaan Ayhan,12293.0,Center Defensive Midfield,32,Turkey,909,"['40a5a6c4-41c3-46a8-9d30-6e25e2ab7f4a', '8ff32c7d-be9f-48bf-a4bd-a92aadb143e1', 'cdaf2cad-427e-412a-96b9-01a52d119194', 'd2c8c9b1-5085-4802-9cbe-7c34de96f78f']",40,,,,,,,,,,,,,,,Turkey,00:14:40.361,Carry,True,54.2,55.5,,,,,
,,,,"[35.8, 55.5]",,,,,,,,,,,2.007798,,,,,,,,,,,,,f6e14c63-7bc3-43bb-8665-2261fb057c70,607,,,"[34.9, 57.0]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Merih Demiral,23558.0,Right Center Back,32,Turkey,909,"['6c9d756d-d0ca-41e8-a56a-da6321abdc30', '76e12112-406f-46d7-a609-1bc8323b06b7']",42,,,,,,,,,,,,,,,Turkey,00:14:42.401,Carry,,34.9,57.0,,,,,
,,,,"[47.5, 17.0]",,,,,,,,,,,2.633492,,,,,,,,,,,,,0fc76342-a231-44c8-949c-a9a5e4a52693,610,,,"[41.8, 13.2]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Caglar Söyüncü,8963.0,Left Center Back,32,Turkey,909,"['16ea3225-b02c-4afc-a11a-2da67a8bbcc1', '6061d786-a608-46c0-bdb0-a15c1b499e6f']",46,,,,,,,,,,,,,,,Turkey,00:14:46.863,Carry,,41.8,13.2,,,,,
,,,,"[48.4, 34.6]",,,,,,,,,,,2.117999,,,,,,,,,,,,,4f3820aa-bb40-4f4e-ba50-36a6e7382fa7,613,,,"[52.0, 30.3]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,İrfan Can Kahveci,30311.0,Left Center Midfield,32,Turkey,909,"['a9ffa0ae-300f-423b-9b99-f688b67ce17c', 'b8927f68-fa3b-4363-a599-125ca16aa989']",50,,,,,,,,,,,,,,,Turkey,00:14:50.366,Carry,,52.0,30.3,,,,,
,,,,"[54.4, 59.4]",,,,,,,,,,,1.176588,,,,,,,,,,,,,1c0e3589-d180-4869-b97a-6979a6b6d0e9,616,,,"[54.2, 58.5]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kaan Ayhan,12293.0,Center Defensive Midfield,32,Turkey,909,"['076cb5f7-8a40-4508-9e73-89fdeab146a6', 'ad2b6b7a-6727-4edc-851a-b9ca3af87c77']",53,,,,,,,,,,,,,,,Turkey,00:14:53.596,Carry,,54.2,58.5,,,,,
,,,,"[70.9, 54.5]",,,,,,,,,,,2.531909,,,,,,,,,,,,,6a1a3a95-4833-47bd-bf1a-9189e86826f9,619,,,"[59.5, 48.5]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,İrfan Can Kahveci,30311.0,Left Center Midfield,32,Turkey,909,"['d92ebf2b-3050-4c6c-822f-096d2eb26e41', 'de0eebee-0502-4582-ab50-f848a5a43957']",55,,,,,,,,,,,,,,,Turkey,00:14:55.768,Carry,,59.5,48.5,,,,,
,,,,"[96.7, 73.9]",,,,,,,,,,,2.164146,,,,,,,,,,,,,5a4a4660-dc30-4b34-9684-6dba373ad116,622,,,"[90.8, 75.7]",3788765,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cengiz Ünder,6971.0,Right Midfield,32,Turkey,909,"['58486bcd-d433-4ac8-8fed-28795901e3ce', 'e1e439bb-7c67-4c2d-a189-c94e3e3ebd88', 'e3d31b24-c6c7-43af-9eaf-9f8fb960335a']",59,,,,,,,,,,,,,,,Turkey,00:14:59.698,Carry,True,90.8,75.7,,,,,
,,,,"[114.7, 69.7]",,,,,,,,,,,2.711905,,,,,,,,,,,,,5f854e4c-28d1-4917-85cf-1e0e1b72d309,626,,,"[96.7, 73.9]",3788765,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cengiz Ünder,6971.0,Right Midfield,32,Turkey,909,"['04583d8f-d75b-4e69-bf02-d5cacbc68f00', '568273a2-63d6-4b27-8aa7-1a50b6c79ff9', '619622db-31af-40cb-9078-8c9a3c214f7e', 'e1e439bb-7c67-4c2d-a189-c94e3e3ebd88']",1,,,,,,,,,,,,,,,Turkey,00:15:01.862,Carry,True,96.7,73.9,,,,,
,,,,"[106.6, 22.5]",,,,,,,,,,,1.158938,,,,,,,,,,,,,b4f36e4e-317f-4374-91fd-ecaf64bb0084,630,,,"[105.8, 19.8]",3788765,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mert Müldür,10826.0,Left Back,32,Turkey,909,"['6b5b7edc-ba7b-4f93-bf71-5c9ff64b67d7', '91dbf11b-fc54-43ae-bc7c-cebb8880669b']",6,,,,,,,,,,,,,,,Turkey,00:15:06.744,Carry,,105.8,19.8,,,,,
