50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,fba0a205-2a29-47af-b88a-ee1976a59e06,345,,,"[72.8, 15.6]",3788765,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Center Attacking Midfield,15,Switzerland,773,['f1be0a15-9d58-465d-b8ba-3eaeb1067833'],40,,,,,,,,,,,,,,,Switzerland,00:08:40.532,Ball Receipt*,,72.8,15.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,96c31e8b-d62e-4c8b-9bfc-4b30f74084f0,348,,,"[90.5, 19.2]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Steven Zuber,5548.0,Left Wing Back,16,Switzerland,773,['52d2e541-a7b9-44c2-872b-1cc31afc8bdf'],6,,,,,,,,,,,,,,,Switzerland,00:09:06.975,Ball Receipt*,,90.5,19.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9634ce45-2d9e-4761-b0a0-e97a8d11092a,350,,,"[83.0, 28.2]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Remo Freuler,6983.0,Right Defensive Midfield,16,Switzerland,773,['823d1be3-0bb2-4da3-a137-9260957f9993'],8,,,,,,,,,,,,,,,Switzerland,00:09:08.515,Ball Receipt*,,83.0,28.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e0d9a29-67a7-4bfb-b3b4-e955fb76e845,354,,,"[92.9, 34.4]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Breel-Donald Embolo,5545.0,Left Center Forward,16,Switzerland,773,"['2f89fa1a-c02e-4117-bb9e-dbc0504d73f1', 'a1d6609d-a05b-4c8e-8738-1e45a669a8a2']",9,,,,,,,,,,,,,,,Switzerland,00:09:09.571,Ball Receipt*,True,92.9,34.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c57d52d-fc4b-4c45-9fe5-88cdee6aefc4,356,,,"[89.9, 36.3]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Remo Freuler,6983.0,Right Defensive Midfield,16,Switzerland,773,"['2f89fa1a-c02e-4117-bb9e-dbc0504d73f1', '75235ddd-6d77-4dff-bbe4-faa924729df2']",10,,,,,,,,,,,,,,,Switzerland,00:09:10.129,Ball Receipt*,True,89.9,36.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c62019c7-349c-4813-aeb1-adcd5bb15737,359,,,"[89.0, 50.4]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,16,Switzerland,773,['c6c1527e-0de6-4670-888f-d3ca103c2925'],11,,,,,,,,,,,,,,,Switzerland,00:09:11.028,Ball Receipt*,,89.0,50.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f732281-a5e3-4cde-a195-4c7b84027cad,362,,,"[83.5, 50.0]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Remo Freuler,6983.0,Right Defensive Midfield,16,Switzerland,773,['f219ef2e-dcdc-42e6-bed2-2606bd8a4a22'],13,,,,,,,,,,,,,,,Switzerland,00:09:13.529,Ball Receipt*,,83.5,50.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,547e108b-c7aa-4d47-9a76-cc4137c10626,365,,,"[74.7, 41.5]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,16,Switzerland,773,['41eb2b56-dbd8-4573-a787-e63a5091dabc'],14,,,,,,,,,,,,,,,Switzerland,00:09:14.820,Ball Receipt*,,74.7,41.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4fa8614-1b76-49ec-989c-ba53c0548bcd,368,,,"[71.9, 65.4]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nico Elvedi,8814.0,Right Center Back,16,Switzerland,773,['6389e979-a058-440d-80cc-00907bb4994c'],17,,,,,,,,,,,,,,,Switzerland,00:09:17.909,Ball Receipt*,,71.9,65.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,346a089d-a56e-4944-9fcd-5c0cefb42701,370,,,"[77.7, 76.7]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,16,Switzerland,773,['e3dfd910-f2ef-443f-9bd8-0981a7380da7'],19,,,,,,,,,,,,,,,Switzerland,00:09:19.050,Ball Receipt*,,77.7,76.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,51efefe3-3d63-45b2-a539-80c6a80a5bc2,374,,,"[83.2, 72.0]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Remo Freuler,6983.0,Right Defensive Midfield,16,Switzerland,773,"['13d7dc62-95a0-4aed-a30e-c6f2366d1b3f', '3d0e08d6-3a5a-4df1-bef7-d36a79482fd8']",20,,,,,,,,,,,,,,,Switzerland,00:09:20.329,Ball Receipt*,True,83.2,72.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3f283b2-686f-4601-81ad-17ba7538d9d2,380,,,"[39.8, 9.8]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,İrfan Can Kahveci,30311.0,Left Center Midfield,17,Turkey,909,['dbfb7ea6-d718-4784-9815-28c10e2adce8'],22,,,,,,,,,,,,,,,Turkey,00:09:22.716,Ball Receipt*,,39.8,9.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9a89cce-153e-43f8-a36e-0d56317b24c6,386,,,"[34.9, 3.6]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mert Müldür,10826.0,Left Back,17,Turkey,909,['3928e8a9-8f81-46cb-81c0-40e95b007877'],27,,,,,,,,,,,,,,,Turkey,00:09:27.152,Ball Receipt*,,34.9,3.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fb824d0-14b2-4b0a-aef9-e5ddd8b3ec05,390,,,"[26.2, 13.6]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caglar Söyüncü,8963.0,Left Center Back,17,Turkey,909,"['4cdfd43a-c6b7-4772-8985-7ff27425dc57', 'ea8a9592-081f-4490-8048-58de57c33154']",28,,,,,,,,,,,,,,,Turkey,00:09:28.789,Ball Receipt*,True,26.2,13.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,487016c8-8417-4795-a5c1-6787299fcfba,394,,,"[41.1, 10.4]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Left Midfield,17,Turkey,909,"['4219ee6c-9795-4cbf-ac87-05b508b0704a', 'ff4dda2a-3b87-4a72-b0c8-73d169165b85']",31,,,,,,,,,,,,,,,Turkey,00:09:31.614,Ball Receipt*,True,41.1,10.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f0498a0-f440-43b3-b54d-6c8af54f3d3b,397,,,"[34.7, 12.3]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kaan Ayhan,12293.0,Center Defensive Midfield,17,Turkey,909,['dcf06fed-5bb3-4dcf-948e-2d0b8cc57d02'],32,,,,,,,,,,,,,,,Turkey,00:09:32.016,Ball Receipt*,,34.7,12.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,78d2d158-16f4-4031-8b8d-0584c690f69c,402,,,"[86.0, 71.0]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Haris Seferović,5543.0,Right Center Forward,18,Switzerland,773,"['2ae5e51e-b77f-4ca7-b738-8486f526a3a1', '6444db08-8ba1-4db0-be90-a71aa0aeb375']",34,,,,,,,,,,,,,,,Switzerland,00:09:34.439,Ball Receipt*,True,86.0,71.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e4557a9-6019-4d13-a1b0-57e0f465fa79,404,,,"[81.5, 72.9]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Breel-Donald Embolo,5545.0,Left Center Forward,18,Switzerland,773,"['2ae5e51e-b77f-4ca7-b738-8486f526a3a1', 'e6fb4cad-9cd7-4446-9875-fe74e6320676']",35,,,,,,,,,,,,,,,Switzerland,00:09:35.220,Ball Receipt*,True,81.5,72.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,47c208b0-7acb-40d2-b85b-30c0f486a9fb,407,,,"[74.3, 72.7]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Remo Freuler,6983.0,Right Defensive Midfield,18,Switzerland,773,['b7afc674-301c-4586-a518-859fa69fa22b'],36,,,,,,,,,,,,,,,Switzerland,00:09:36.550,Ball Receipt*,,74.3,72.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7cdade31-cce4-4f40-834e-28a56e4b0e34,410,,,"[71.9, 78.0]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Breel-Donald Embolo,5545.0,Left Center Forward,18,Switzerland,773,['0eeee23e-2fc1-4add-bdcf-6e1762fb04c3'],38,,,,,,,,,,,,,,,Switzerland,00:09:38.165,Ball Receipt*,,71.9,78.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a73eca88-f947-4d67-80cd-650866a0deb8,413,,,"[62.3, 69.7]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,18,Switzerland,773,['8fb1d8a0-f78c-435c-8083-4acfba7eb4e6'],42,,,,,,,,,,,,,,,Switzerland,00:09:42.288,Ball Receipt*,,62.3,69.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e7f01bb-e57f-4040-a04d-8b6e21605fd0,416,,,"[71.3, 69.3]",3788765,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Breel-Donald Embolo,5545.0,Left Center Forward,18,Switzerland,773,"['64970dcb-bf82-4d33-a11c-ee2bbb34d8ca', 'f0bbb279-da06-4d6f-8251-351342ddb80f']",43,,,,,,,,,,,,,,,Switzerland,00:09:43.578,Ball Receipt*,True,71.3,69.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb0467df-6a57-435e-ba74-58a364ebec61,421,,,"[63.6, 39.3]",3788765,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Manuel Obafemi Akanji,5549.0,Center Back,19,Switzerland,773,['392fc43b-8146-4aee-876e-7d02a06f1fcb'],9,,,,,,,,,,,,,,,Switzerland,00:10:09.441,Ball Receipt*,,63.6,39.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b20e469-b982-4193-b15c-431ab0cbfba9,424,,,"[113.8, 61.1]",3788765,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Silvan Widmer,7796.0,Right Wing Back,19,Switzerland,773,['b66a7744-f880-420a-ba6c-61a3f8221f70'],15,,,,,,,,,,,,,,,Switzerland,00:10:15.842,Ball Receipt*,,113.8,61.1,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,3268ad1d-80a4-4d4c-80df-55882eefbfc5,430,,,"[113.4, 40.8]",3788765,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Nico Elvedi,8814.0,Right Center Back,20,Switzerland,773,['64295bad-3ae7-4c6e-9727-1f24a2cecc7f'],46,,,,,,,,,,,,,,,Switzerland,00:10:46.335,Ball Receipt*,,113.4,40.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b207d632-b106-4983-a1d8-9c92b95fac7b,437,,,"[45.0, 63.5]",3788765,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cengiz Ünder,6971.0,Right Midfield,21,Turkey,909,"['0987fd86-286c-4760-8602-53736a2fbe9b', '992e2f52-afc7-4348-90c7-e8fc8c2db322']",51,,,,,,,,,,,,,,,Turkey,00:10:51.983,Ball Receipt*,True,45.0,63.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2cc0597-f69b-4c3d-ab47-7a3a28933198,442,,,"[46.0, 54.7]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kaan Ayhan,12293.0,Center Defensive Midfield,22,Turkey,909,['890b837d-f9b5-4076-b4ed-a098b84e7cf1'],12,,,,,,,,,,,,,,,Turkey,00:11:12.448,Ball Receipt*,,46.0,54.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,73ec001e-a64a-472e-8f44-9cea331a64ce,445,,,"[70.9, 67.3]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cengiz Ünder,6971.0,Right Midfield,22,Turkey,909,"['1fd872a1-f5c4-45da-981e-8b87149fe2ca', 'd30a4b36-8d7c-4106-9df1-b912444018f8']",15,,,,,,,,,,,,,,,Turkey,00:11:15.146,Ball Receipt*,True,70.9,67.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9137ec4-8fa6-4705-86be-9f26ab7221a8,448,,,"[74.3, 59.8]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Burak Yılmaz,11086.0,Center Forward,22,Turkey,909,['74aca898-60ee-4d33-b08e-aa92b6f591c0'],15,,,,,,,,,,,,,,,Turkey,00:11:15.795,Ball Receipt*,,74.3,59.8,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,f3be3447-0577-47b8-a5f5-e4cbf4f63331,453,,,"[98.0, 76.9]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cengiz Ünder,6971.0,Right Midfield,22,Turkey,909,['0c1bb8cb-d21d-4696-9a1a-76668cba7942'],19,,,,,,,,,,,,,,,Turkey,00:11:19.763,Ball Receipt*,,98.0,76.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,608f9445-6bb4-430f-b249-f8a6f6e6634f,456,,,"[49.5, 28.2]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Breel-Donald Embolo,5545.0,Left Center Forward,23,Switzerland,773,"['a0ea66b0-4ec9-4ee2-b915-b8021c67de41', 'd00ab7fc-a981-4bb1-bb56-3cece83e3636']",34,,,,,,,,,,,,,,,Switzerland,00:11:34.490,Ball Receipt*,True,49.5,28.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,734deeaa-cbc0-44ab-b1e7-91b7546b1ab4,463,,,"[67.2, 9.6]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Steven Zuber,5548.0,Left Wing Back,24,Switzerland,773,['491502e2-379b-4e4c-9d13-92baf48e150a'],49,,,,,,,,,,,,,,,Switzerland,00:11:49.600,Ball Receipt*,,67.2,9.6,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,703a7f5f-6602-44cc-b3d2-10a34b077dfe,467,,,"[85.2, 12.8]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Haris Seferović,5543.0,Right Center Forward,24,Switzerland,773,['f2bb7215-fb49-47bf-be16-8978ee6433bb'],54,,,,,,,,,,,,,,,Switzerland,00:11:54.028,Ball Receipt*,,85.2,12.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c140aad-57e1-4fb7-926e-6779af3d19b1,471,,,"[23.2, 24.1]",3788765,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caglar Söyüncü,8963.0,Left Center Back,25,Turkey,909,['cb02d780-17cf-4d27-af88-880d90d2e90b'],56,,,,,,,,,,,,,,,Turkey,00:11:56.515,Ball Receipt*,,23.2,24.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ab5e7c4-7801-4532-9941-770d2cfef658,474,,,"[42.4, 3.8]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mert Müldür,10826.0,Left Back,25,Turkey,909,['de3af9ef-02b0-44cd-a8df-c907b29f1f30'],0,,,,,,,,,,,,,,,Turkey,00:12:00.360,Ball Receipt*,,42.4,3.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9e4e82-e16f-42dd-ba92-be8f25160a81,477,,,"[55.9, 10.8]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Left Midfield,25,Turkey,909,['c878e387-2b97-4848-b2b7-fa6338b73586'],3,,,,,,,,,,,,,,,Turkey,00:12:03.553,Ball Receipt*,,55.9,10.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6884a93-a659-4e28-8dd2-3fed2a7d25ec,480,,,"[36.2, 10.2]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caglar Söyüncü,8963.0,Left Center Back,25,Turkey,909,['fcc133d2-b691-4ca9-90ef-262e01e7ea11'],4,,,,,,,,,,,,,,,Turkey,00:12:04.949,Ball Receipt*,,36.2,10.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2941c38-8304-489c-986f-26c0c7a9150b,483,,,"[34.1, 30.9]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Merih Demiral,23558.0,Right Center Back,25,Turkey,909,['4f06d637-b3f5-4dbc-a6ab-64ef0a70b90b'],7,,,,,,,,,,,,,,,Turkey,00:12:07.464,Ball Receipt*,,34.1,30.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83762355-56cb-4044-8ea9-b41286c54d36,486,,,"[40.1, 57.3]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mehmet Zeki Çelik,10349.0,Right Back,25,Turkey,909,['543754e0-5c7c-4bc1-bf6a-29c1835e5b25'],10,,,,,,,,,,,,,,,Turkey,00:12:10.282,Ball Receipt*,,40.1,57.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ce7095a-d394-4c75-9511-957bdf26c6aa,489,,,"[49.0, 50.8]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kaan Ayhan,12293.0,Center Defensive Midfield,25,Turkey,909,['96cab00d-5dc8-485a-a399-f0f7a92e630c'],12,,,,,,,,,,,,,,,Turkey,00:12:12.009,Ball Receipt*,,49.0,50.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fe70ea3-ab83-4383-ba5f-1d442a6fa99f,492,,,"[57.4, 67.3]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ozan Tufan,11088.0,Right Center Midfield,25,Turkey,909,['141f8c6d-3f68-4ead-80a6-e3f7c2c41399'],13,,,,,,,,,,,,,,,Turkey,00:12:13.082,Ball Receipt*,,57.4,67.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,911448e1-6a80-4503-b170-339816e42292,497,,,"[62.3, 73.7]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cengiz Ünder,6971.0,Right Midfield,25,Turkey,909,"['2b0d0faf-d927-4dee-94bc-342a7e1db6c5', 'bf690174-8db8-4d4d-8875-b4b0c2ce9b32']",14,,,,,,,,,,,,,,,Turkey,00:12:14.965,Ball Receipt*,True,62.3,73.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6146d910-b100-4ce5-a7ae-63512a08d83f,501,,,"[64.6, 7.9]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steven Zuber,5548.0,Left Wing Back,25,Turkey,909,['3a300711-3feb-4949-8e4f-4e1ac3f6f866'],16,,,,,,,,,,,,,,,Switzerland,00:12:16.989,Ball Receipt*,,64.6,7.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7dcba7ec-1e1c-4b1b-aa15-c738bce600ab,506,,,"[55.0, 70.1]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ozan Tufan,11088.0,Right Center Midfield,25,Turkey,909,['ba652eed-9d00-4f81-9fd9-3bd24cf7deb1'],18,,,,,,,,,,,,,,,Turkey,00:12:18.645,Ball Receipt*,,55.0,70.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,76ea560f-af38-4893-8012-ce1ae76e3786,513,,,"[40.9, 60.5]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Merih Demiral,23558.0,Right Center Back,26,Turkey,909,['daf2db36-6dc0-4373-aee2-c853d39e8795'],32,,,,,,,,,,,,,,,Turkey,00:12:32.171,Ball Receipt*,,40.9,60.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,65246d5b-bdba-422b-989e-6d765ee5361f,516,,,"[49.3, 23.9]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,İrfan Can Kahveci,30311.0,Left Center Midfield,26,Turkey,909,['76bfbf5c-96fc-4ccb-96da-6213d4eccee9'],35,,,,,,,,,,,,,,,Turkey,00:12:35.061,Ball Receipt*,,49.3,23.9,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,94a6c198-561e-4edc-80de-f5b16d51fa08,519,,,"[117.1, 23.0]",3788765,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Burak Yılmaz,11086.0,Center Forward,26,Turkey,909,['79f23f5b-d224-434a-aa10-ef3b723c4d73'],41,,,,,,,,,,,,,,,Turkey,00:12:41.606,Ball Receipt*,,117.1,23.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,97212a93-7293-456d-9aa3-f0506b303219,521,,,"[8.8, 37.6]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Manuel Obafemi Akanji,5549.0,Center Back,27,Switzerland,773,['fbd50a40-b407-412e-a348-2139c1dc9978'],1,,,,,,,,,,,,,,,Switzerland,00:13:01.377,Ball Receipt*,,8.8,37.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b24e248-5d43-4a3f-be2f-9c192593087c,527,,,"[46.7, 15.5]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caglar Söyüncü,8963.0,Left Center Back,28,Turkey,909,['04163cf6-5473-4fc9-b09c-002fc79c12d2'],11,,,,,,,,,,,,,,,Turkey,00:13:11.463,Ball Receipt*,,46.7,15.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ca89cf6-3961-46de-84d9-1f9d775e13cd,530,,,"[43.5, 52.1]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Merih Demiral,23558.0,Right Center Back,28,Turkey,909,['20b44b90-bd28-48d7-aed7-9ad08dedc702'],14,,,,,,,,,,,,,,,Turkey,00:13:14.593,Ball Receipt*,,43.5,52.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf5fa5ff-b990-4fb4-9633-c295226cce91,534,,,"[56.1, 52.6]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kaan Ayhan,12293.0,Center Defensive Midfield,28,Turkey,909,"['463b30a0-4793-4a63-9050-d32cc59addd8', '4d849760-9e1c-493a-9156-c972e17e0766']",17,,,,,,,,,,,,,,,Turkey,00:13:17.009,Ball Receipt*,True,56.1,52.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,417fe739-5dd6-4e68-84ac-1eeb2a06fe1d,537,,,"[42.2, 29.7]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caglar Söyüncü,8963.0,Left Center Back,28,Turkey,909,['99d1c42a-5f35-4f56-9113-d5494bcf3302'],21,,,,,,,,,,,,,,,Turkey,00:13:21.089,Ball Receipt*,,42.2,29.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5cf4076b-0397-451a-a809-856b0d8e0e7c,540,,,"[69.4, 1.2]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mert Müldür,10826.0,Left Back,28,Turkey,909,['bab59177-5d13-4807-b933-b53f6fb6aade'],28,,,,,,,,,,,,,,,Turkey,00:13:28.795,Ball Receipt*,,69.4,1.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3cfbf404-09a5-44fb-a5a3-43ef8b0a72e6,543,,,"[90.5, 13.0]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Left Midfield,28,Turkey,909,['ee234230-e776-4155-a112-2830d7e13023'],31,,,,,,,,,,,,,,,Turkey,00:13:31.373,Ball Receipt*,,90.5,13.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36ffc71f-df44-4446-b8a9-31809e35ebde,554,,,"[29.3, 76.3]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Breel-Donald Embolo,5545.0,Left Center Forward,28,Turkey,909,['c6e62207-9501-4e94-b8de-e7e5eb1f0ab9'],35,,,,,,,,,,,,,,,Switzerland,00:13:35.867,Ball Receipt*,,29.3,76.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bdd1ab4-7c98-4059-82c7-0d25b2b8d419,563,,,"[62.9, 2.1]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Caglar Söyüncü,8963.0,Left Center Back,29,Turkey,909,['74a11976-e810-436b-a191-8343096247f9'],48,,,,,,,,,,,,,,,Turkey,00:13:48.809,Ball Receipt*,,62.9,2.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e431de12-bf81-4db0-9638-002bc58f12fe,565,,,"[48.2, 23.5]",3788765,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Merih Demiral,23558.0,Right Center Back,29,Turkey,909,['660e266e-2463-4c7b-8827-d466be76e459'],51,,,,,,,,,,,,,,,Turkey,00:13:51.269,Ball Receipt*,,48.2,23.5,,,,,
