50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77625421-0fb2-44b0-8d8a-a33e87641b9a,2206,,,"[42.6, 20.2]",3788769,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Roman Zobnin,5171.0,Left Defensive Midfield,114,Russia,796,['f0895aaf-0f85-4bae-9ca4-7df29d3cc9a4'],32,,,,,,,,,,,,,,Russia,00:13:32.453,Ball Receipt*,,42.6,20.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15bae4d3-acc7-43e7-acb7-89c3911852b9,2216,,,"[39.8, 65.4]",3788769,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Georgiy Dzhikiya,16583.0,Right Center Back,115,Russia,796,['29c2e0ca-5b11-4e10-8013-5a7346d0dea8'],8,,,,,,,,,,,,,,Russia,00:15:08.340,Ball Receipt*,,39.8,65.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71d15c68-d68b-4b1d-b0ba-5af5134b25ae,2218,,,"[31.9, 43.1]",3788769,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Igor Diveev,31917.0,Center Back,115,Russia,796,['8abecad1-2e9d-450e-ab88-a3d925f8f951'],9,,,,,,,,,,,,,,Russia,00:15:09.488,Ball Receipt*,,31.9,43.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feb8bcfb-5fc8-4463-b129-cb58316c2592,2221,,,"[48.9, 28.5]",3788769,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Roman Zobnin,5171.0,Left Defensive Midfield,115,Russia,796,['65199e0e-3deb-414f-bf1a-b09caf2f05dd'],11,,,,,,,,,,,,,,Russia,00:15:11.983,Ball Receipt*,,48.9,28.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0908ee0e-c43f-4b63-acff-e856f5212188,2224,,,"[53.4, 4.8]",3788769,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Daler Kuzyaev,5179.0,Left Wing Back,115,Russia,796,['4ea5e547-16de-4219-bcf9-11cad076b951'],14,,,,,,,,,,,,,,Russia,00:15:14.293,Ball Receipt*,,53.4,4.8,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60536cdb-5b2a-4f3e-ad9c-0e9f5e89e4d3,2227,,,"[77.9, 33.8]",3788769,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Artem Dzyuba,5195.0,Center Forward,115,Russia,796,['53c83410-958c-4c46-9edd-a17a8f6258a4'],16,,,,,,,,,,,,,,Russia,00:15:16.261,Ball Receipt*,,77.9,33.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a2c95c5-e428-4268-8e85-c63058be6d8c,2229,,,"[77.0, 51.6]",3788769,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kasper Dolberg,6302.0,Center Forward,116,Denmark,776,['f377dbde-ad1f-4985-a249-773df4e0b1e6'],19,,,,,,,,,,,,,,Denmark,00:15:19.073,Ball Receipt*,,77.0,51.6,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07840905-fee7-40b1-9aa6-b59e24384528,2233,,,"[62.3, 50.3]",3788769,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thomas Delaney,5527.0,Left Defensive Midfield,116,Denmark,776,['1a36f4a3-6296-4440-b8a6-0990bb234b44'],20,,,,,,,,,,,,,,Denmark,00:15:20.699,Ball Receipt*,,62.3,50.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8022630a-fd2c-42f9-bfb2-8cb3e5588670,2236,,,"[56.5, 72.2]",3788769,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jens Stryger Larsen,5524.0,Right Wing Back,116,Denmark,776,['005c2179-5cf9-44c8-90c2-02fae7afcead'],23,,,,,,,,,,,,,,Denmark,00:15:23.733,Ball Receipt*,,56.5,72.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16c02882-70a6-4ecb-9e81-ef9dbcfd8694,2245,,,"[50.3, 6.0]",3788769,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Aleksandr Golovin,5177.0,Left Wing,117,Russia,796,['ba039a48-557a-4793-91cc-7605a59211aa'],14,,,,,,,,,,,,,,Russia,00:16:14.168,Ball Receipt*,,50.3,6.0,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,044c3ddd-aa7d-4461-8958-58fc6cddcefb,2248,,,"[44.8, 22.1]",3788769,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Roman Zobnin,5171.0,Left Defensive Midfield,117,Russia,796,['e794cf97-f065-413a-8a42-3c0b580fe8f2'],15,,,,,,,,,,,,,,Russia,00:16:15.940,Ball Receipt*,,44.8,22.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e79ae18-2993-42f3-8d73-3aadaa985822,2255,,,"[70.3, 61.1]",3788769,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,118,Denmark,776,['40190945-f10d-4fac-bc98-2ce71115058b'],18,,,,,,,,,,,,,,Denmark,00:16:18.983,Ball Receipt*,,70.3,61.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07129ccf-751a-4325-a03c-e176b50417c0,2258,,,"[83.1, 75.8]",3788769,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jens Stryger Larsen,5524.0,Right Wing Back,118,Denmark,776,['b186390e-0a17-48f7-8059-ab8dfdfca685'],20,,,,,,,,,,,,,,Denmark,00:16:20.219,Ball Receipt*,,83.1,75.8,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a33c4563-16af-442a-885d-5fc678c371a0,2261,,,"[96.2, 64.9]",3788769,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mikkel Damsgaard,24443.0,Left Attacking Midfield,118,Denmark,776,['f0214dff-ae15-41d8-b60d-5a085da76eee'],22,,,,,,,,,,,,,,Denmark,00:16:22.200,Ball Receipt*,,96.2,64.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e15bc5d8-86cd-4581-aa31-5848a59af432,2264,,,"[94.2, 59.9]",3788769,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mikkel Damsgaard,24443.0,Left Attacking Midfield,119,Denmark,776,['553cd957-f7a1-44b9-849f-56cb3638a46e'],52,,,,,,,,,,,,,,Denmark,00:16:52.295,Ball Receipt*,,94.2,59.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62d6962a-e1a4-4f68-b753-f06a4917d98c,2271,,,"[45.9, 35.1]",3788769,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aleksandr Sobolev,38178.0,Right Wing,120,Russia,796,"['5fcef449-1c53-4686-b0bd-121988131dd2', 'bf7965bb-38c2-4633-880e-05d961502ace']",54,,,,,,,,,,,,,,Russia,00:16:54.940,Ball Receipt*,True,45.9,35.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33619d92-76dd-4305-bf69-d469ab5a8831,2274,,,"[49.5, 29.3]",3788769,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rifat Zhemaletdinov,18734.0,Right Defensive Midfield,120,Russia,796,['cdb2a578-c67f-4570-badc-548a688d67f1'],56,,,,,,,,,,,,,,Russia,00:16:56.154,Ball Receipt*,,49.5,29.3,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e61143fe-61a9-4bce-b807-eea0ee83ea43,2278,,,"[73.1, 40.4]",3788769,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Artem Dzyuba,5195.0,Center Forward,120,Russia,796,['ff04b61a-b38f-45ad-81d3-4b22185eeba1'],59,,,,,,,,,,,,,,Russia,00:16:59.283,Ball Receipt*,,73.1,40.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9f07f09-835c-48d4-b026-34fbd154f3f1,2282,,,"[63.1, 11.4]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joakim Mæhle,16554.0,Left Wing Back,121,Denmark,776,['a91054b8-861f-46cf-9ec4-1195011a9af1'],3,,,,,,,,,,,,,,Denmark,00:17:03.251,Ball Receipt*,,63.1,11.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41584880-214f-40e8-ba47-918e2667325b,2285,,,"[70.6, 24.1]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,121,Denmark,776,['b8a84958-4481-43ea-af28-017686dcd377'],5,,,,,,,,,,,,,,Denmark,00:17:05.539,Ball Receipt*,,70.6,24.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d5dc75a-95ff-43fa-a9bd-e29785e46306,2288,,,"[59.5, 17.4]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,121,Denmark,776,['d5259628-a4e7-436f-b061-75036670c84b'],6,,,,,,,,,,,,,,Denmark,00:17:06.577,Ball Receipt*,,59.5,17.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c35afcc-8595-4c2d-848e-333f41bcbb89,2291,,,"[62.0, 28.3]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thomas Delaney,5527.0,Left Defensive Midfield,121,Denmark,776,['82312b8a-597c-4167-835e-382beb7bcd90'],7,,,,,,,,,,,,,,Denmark,00:17:07.642,Ball Receipt*,,62.0,28.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e445d90c-06a9-4eff-a566-57100041589e,2294,,,"[55.9, 48.8]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andreas Christensen,3959.0,Right Center Back,121,Denmark,776,['7e404ada-da61-4f43-bf2b-62525bf0915d'],9,,,,,,,,,,,,,,Denmark,00:17:09.608,Ball Receipt*,,55.9,48.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250fe359-6e1d-48e8-99e8-f4587d6e15d8,2297,,,"[80.3, 74.1]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jens Stryger Larsen,5524.0,Right Wing Back,121,Denmark,776,['94c7810a-079a-4349-a2e0-e5d0e4f7203e'],12,,,,,,,,,,,,,,Denmark,00:17:12.285,Ball Receipt*,,80.3,74.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdcceb85-c10a-4d5c-adb1-1335a2dcffa2,2304,,,"[39.8, 41.0]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daler Kuzyaev,5179.0,Left Wing Back,122,Russia,796,['6bd38010-e780-49c1-a870-a9ae6e9d8cdf'],18,,,,,,,,,,,,,,Russia,00:17:18.505,Ball Receipt*,,39.8,41.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2cffd452-12d6-46da-9868-92a9fd1e4817,2308,,,"[55.9, 46.5]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Artem Dzyuba,5195.0,Center Forward,122,Russia,796,"['2d30dfab-b678-4a63-af1d-399bbdce5384', '46e0971a-f492-4d9d-b8d2-41b90054559e']",21,,,,,,,,,,,,,,Russia,00:17:21.104,Ball Receipt*,True,55.9,46.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3cf2e7c3-d541-4c87-b7c7-55c5da8db67a,2313,,,"[64.2, 34.9]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jannik Vestergaard,8815.0,Left Center Back,123,Denmark,776,['8d81796f-4380-4215-84c2-875faf5f35b5'],23,,,,,,,,,,,,,,Denmark,00:17:23.162,Ball Receipt*,,64.2,34.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d69f9a16-cae1-4e1b-b513-b8fd09ffc873,2316,,,"[64.0, 42.8]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thomas Delaney,5527.0,Left Defensive Midfield,123,Denmark,776,['f9fa7097-8116-4f4b-b0e4-a413d662cbf9'],25,,,,,,,,,,,,,,Denmark,00:17:25.464,Ball Receipt*,,64.0,42.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86d5d860-8d45-4a41-b268-33ba620003d7,2319,,,"[70.1, 54.1]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mikkel Damsgaard,24443.0,Left Attacking Midfield,123,Denmark,776,['7e958bf6-bc0c-4c69-b347-38b94beab185'],26,,,,,,,,,,,,,,Denmark,00:17:26.259,Ball Receipt*,,70.1,54.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42702cac-e6da-453b-a8d1-a5e8276903f5,2322,,,"[99.5, 50.2]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kasper Dolberg,6302.0,Center Forward,123,Denmark,776,['bba2bb2c-d9bd-45f4-8562-fede4eb7588c'],30,,,,,,,,,,,,,,Denmark,00:17:30.500,Ball Receipt*,,99.5,50.2,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3576848-c72b-4d7f-8a59-982a9fd2f26a,2325,,,"[97.5, 46.6]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mikkel Damsgaard,24443.0,Left Attacking Midfield,123,Denmark,776,['a0857b46-6048-4123-a25a-1191c2a1d526'],31,,,,,,,,,,,,,,Denmark,00:17:31.646,Ball Receipt*,,97.5,46.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e90c68f-c6e7-440b-b2fd-f6764b3de885,2329,,,"[33.9, 40.2]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rifat Zhemaletdinov,18734.0,Right Defensive Midfield,124,Russia,796,['79fb9b9c-ce0c-4b7d-a7c7-dd44965fc14f'],35,,,,,,,,,,,,,,Russia,00:17:35.236,Ball Receipt*,,33.9,40.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f3f995d-880b-4c46-93b4-2055a0d6262b,2332,,,"[34.4, 54.0]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daler Kuzyaev,5179.0,Left Wing Back,124,Russia,796,['dd131f97-43ed-472d-91cc-43a2aa41e357'],36,,,,,,,,,,,,,,Russia,00:17:36.111,Ball Receipt*,,34.4,54.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f771c10b-5889-4372-936d-4d80301a4d75,2340,,,"[113.1, 20.5]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joakim Mæhle,16554.0,Left Wing Back,125,Denmark,776,['2f404381-5df8-4a4b-9223-be072406c197'],49,,,,,,,,,,,,,,Denmark,00:17:49.403,Ball Receipt*,,113.1,20.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483beffb-1d7b-46bc-9cd2-653c27cb6167,2344,,,"[113.7, 33.1]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,125,Denmark,776,"['1e21d3ab-bac3-43df-95df-105e4156fe9b', '383c65dc-cf62-4ca4-90f2-ab11c5e21342']",51,,,,,,,,,,,,,,Denmark,00:17:51.668,Ball Receipt*,True,113.7,33.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e66c3722-a557-4a66-9655-2f0e88158188,2353,,,"[32.3, 7.7]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Rifat Zhemaletdinov,18734.0,Right Defensive Midfield,127,Russia,796,['28f585c9-b574-4a8e-bf7d-2b649edbcc1b'],2,,,,,,,,,,,,,,Russia,00:18:02.031,Ball Receipt*,,32.3,7.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b1a8d88-8d6b-44ff-9c5c-e007bfdd0be9,2362,,,"[48.1, 19.5]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Rifat Zhemaletdinov,18734.0,Right Defensive Midfield,127,Russia,796,['9a826689-3cf0-40a9-b9fc-de2d4999164f'],12,,,,,,,,,,,,,,Russia,00:18:12.260,Ball Receipt*,,48.1,19.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4aadaf00-7d45-4d58-98c5-a699ebfae4d4,2368,,,"[80.0, 36.0]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,128,Denmark,776,['e05234c0-2b03-4adb-8750-d277aeefca71'],16,,,,,,,,,,,,,,Denmark,00:18:16.035,Ball Receipt*,,80.0,36.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f9b21a9-98b6-4aa6-8e08-f4c5058484c4,2371,,,"[72.8, 37.7]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,128,Denmark,776,['46ce9e3e-91a6-4951-8985-65f5d2a21e7d'],17,,,,,,,,,,,,,,Denmark,00:18:17.028,Ball Receipt*,,72.8,37.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b96608f-f87f-460d-81a4-12ed27c62721,2374,,,"[72.6, 57.8]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thomas Delaney,5527.0,Left Defensive Midfield,128,Denmark,776,['dcdb9a20-4ff9-4f52-9745-4e9efecb7a86'],21,,,,,,,,,,,,,,Denmark,00:18:21.924,Ball Receipt*,,72.6,57.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc341df9-0599-485a-9325-22abbc9d00cd,2377,,,"[62.3, 61.3]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andreas Christensen,3959.0,Right Center Back,128,Denmark,776,['00750965-49f6-45ee-8d53-b300e7fa5e56'],23,,,,,,,,,,,,,,Denmark,00:18:23.697,Ball Receipt*,,62.3,61.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c84974a7-2dfd-46ea-b08f-7547c8abc35d,2380,,,"[75.4, 75.8]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jens Stryger Larsen,5524.0,Right Wing Back,128,Denmark,776,['709053c0-560b-413b-aca3-88aefd19b57d'],25,,,,,,,,,,,,,,Denmark,00:18:25.008,Ball Receipt*,,75.4,75.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05b00066-5748-42e7-8ea4-6886f6428bcc,2383,,,"[72.8, 65.3]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thomas Delaney,5527.0,Left Defensive Midfield,128,Denmark,776,['b5ad3864-1315-4d4c-9b93-83003d6ad0d3'],26,,,,,,,,,,,,,,Denmark,00:18:26.636,Ball Receipt*,,72.8,65.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c57f5c0f-fe1b-4246-8985-0c10b411c8f4,2386,,,"[87.8, 41.7]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,128,Denmark,776,['3a53700f-8bd3-4659-9146-638b75109a32'],28,,,,,,,,,,,,,,Denmark,00:18:28.854,Ball Receipt*,,87.8,41.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ee2ff71-6d31-4bef-9bf2-e7ee32520d09,2389,,,"[91.5, 39.1]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kasper Dolberg,6302.0,Center Forward,128,Denmark,776,['a3609095-afd2-4c9b-896d-eaab8a9ae6c4'],29,,,,,,,,,,,,,,Denmark,00:18:29.354,Ball Receipt*,,91.5,39.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a16a4362-65ed-42cc-a4d8-f66c6cc0da38,2392,,,"[98.7, 52.0]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,128,Denmark,776,['1f39c0aa-528b-466b-996d-532f96b7b851'],30,,,,,,,,,,,,,,Denmark,00:18:30.554,Ball Receipt*,,98.7,52.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5488cb44-aba1-443e-a75e-70ec12e2677a,2395,,,"[101.8, 39.1]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kasper Dolberg,6302.0,Center Forward,128,Denmark,776,['4df49cc0-bdd4-4fbb-b800-4444e94cec09'],31,,,,,,,,,,,,,,Denmark,00:18:31.654,Ball Receipt*,,101.8,39.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9898153-9b88-4cf8-813d-db2349e3b263,2401,,,"[34.4, 41.8]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daler Kuzyaev,5179.0,Left Wing Back,129,Russia,796,['83c84698-3fdb-4800-af33-4a9efd4e7dca'],45,,,,,,,,,,,,,,Russia,00:18:45.405,Ball Receipt*,,34.4,41.8,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8498e297-b8b7-4c1f-9850-de30d2fa6fd0,2404,,,"[83.6, 7.1]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aleksandr Sobolev,38178.0,Right Wing,129,Russia,796,['e4a198ad-543f-4b5b-b7bf-9a0b145f2983'],50,,,,,,,,,,,,,,Russia,00:18:50.044,Ball Receipt*,,83.6,7.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a4a3e75-ab0c-40e3-b626-043ac42996ce,2409,,,"[65.0, 6.0]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aleksandr Golovin,5177.0,Left Wing,129,Russia,796,['4bbdc3ca-9595-4ef9-acc3-17ea29f3dece'],57,,,,,,,,,,,,,,Russia,00:18:57.147,Ball Receipt*,,65.0,6.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23d1e10c-e547-4f13-9bc1-af138b0b1b69,2412,,,"[68.1, 17.0]",3788769,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roman Zobnin,5171.0,Left Defensive Midfield,129,Russia,796,['c58de8d1-7ef6-4801-9183-5e1b2b396d54'],59,,,,,,,,,,,,,,Russia,00:18:59.950,Ball Receipt*,,68.1,17.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79423b74-33bd-4152-83bb-6e6a6b2b0a80,2416,,,"[49.0, 69.5]",3788769,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jens Stryger Larsen,5524.0,Right Wing Back,130,Denmark,776,['38391991-cfc7-458f-ad0a-28b3399238ed'],1,,,,,,,,,,,,,,Denmark,00:19:01.857,Ball Receipt*,,49.0,69.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72813818-703f-455b-b0b3-3854e75bd920,2420,,,"[51.5, 61.0]",3788769,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thomas Delaney,5527.0,Left Defensive Midfield,130,Denmark,776,['f94f436e-23ca-46c4-8c66-000a736970a1'],4,,,,,,,,,,,,,,Denmark,00:19:04.099,Ball Receipt*,,51.5,61.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45731079-ea92-4426-8257-07ca0d05018a,2423,,,"[62.9, 64.9]",3788769,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kasper Dolberg,6302.0,Center Forward,130,Denmark,776,['64176d79-5af0-4645-9f80-ef2616787152'],5,,,,,,,,,,,,,,Denmark,00:19:05.185,Ball Receipt*,,62.9,64.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6562a440-6b61-45f3-8766-baa73d6549f7,2426,,,"[55.4, 75.5]",3788769,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jens Stryger Larsen,5524.0,Right Wing Back,130,Denmark,776,['16710254-9eb3-4455-8cb9-02e2abc218ad'],5,,,,,,,,,,,,,,Denmark,00:19:05.990,Ball Receipt*,,55.4,75.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c4cf7c3-70be-4ac5-9b64-78a16faf16b9,2430,,,"[58.2, 67.2]",3788769,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kasper Dolberg,6302.0,Center Forward,130,Denmark,776,"['20d780b9-7bd3-40b4-b6fa-eb8301d4cf85', '7a6cada0-99b9-4515-853b-c89ea9737621']",8,,,,,,,,,,,,,,Denmark,00:19:08.681,Ball Receipt*,True,58.2,67.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a118473-958b-4519-828c-9becc8097d1b,2438,,,"[77.3, 67.0]",3788769,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kasper Dolberg,6302.0,Center Forward,130,Denmark,776,['18ac8a0d-8e50-45c1-bf77-9dac5c4fa5c8'],14,,,,,,,,,,,,,,Denmark,00:19:14.948,Ball Receipt*,,77.3,67.0,,,,,
