50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,3.55765,,,,,,,,,,,,,,,,a6db9842-025c-4a0d-8832-affec3f5a17e,1813,,,"[83.4, 8.7]",3788769,48,,,,,0.9366726,,Right Foot,,,,"[111.2, 46.5]",,High Pass,,46.922062,,,Incomplete,,Artem Dzyuba,,,,,,2,Regular Play,Aleksandr Golovin,5177.0,Left Wing,93,Russia,796,"['0115389a-b794-4203-b32c-c4285c8c8770', '8b700674-ced8-4daf-b014-caae23a5d56b']",7,,,,,,,,,,,,,,Russia,00:03:07.462,Pass,,83.4,8.7,111.2,46.5,,,
,,,,,,,,,,,,,,,,1.514733,,,,,,,,,,,,,,,,8b44ef67-f0a9-4a52-bc7f-de3b73cd10ae,1817,,,"[26.4, 48.3]",3788769,48,,,,True,0.466129,,,,,,"[42.5, 56.4]",,Low Pass,,18.022764,,,,,Mikkel Damsgaard,,,,,Recovery,2,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,93,Russia,796,"['80fb9560-468a-4cf8-83dd-8c2ec6c0f201', 'a0bc7451-72fb-47a6-bd3c-fedd4fbae09c']",13,,,,,,,,,,,,,,Denmark,00:03:13.774,Pass,True,26.4,48.3,42.5,56.4,,,
,,,,,,,,,,,,,,,,1.438966,,,,,,,,,,,,,,,,2044c5ee-ce04-4b87-b9d7-3034ff6cc79e,1820,,,"[42.6, 56.1]",3788769,48,,,,,-0.054491457,,Right Foot,,,,"[53.6, 55.5]",,Ground Pass,,11.016352,,,Incomplete,,Martin Braithwaite Christensen,,,,,,2,Regular Play,Mikkel Damsgaard,24443.0,Left Attacking Midfield,93,Russia,796,"['4baff46d-e519-4be0-8362-0d3a9d91b330', '538f5beb-e6a2-47f8-aa5d-1ab77617c2ab']",15,,,,,,,,,,,,,,Denmark,00:03:15.404,Pass,,42.6,56.1,53.6,55.5,,,
,,,,,,,,,,,,True,,,,2.561501,,,,,,,,,,,,,,,,538f5beb-e6a2-47f8-aa5d-1ab77617c2ab,1822,,,"[66.5, 24.6]",3788769,48,,,,,2.6510458,,Right Foot,,,,"[48.9, 34.0]",,Ground Pass,,19.952944,,,,,Igor Diveev,,,,,Interception,2,Regular Play,Roman Zobnin,5171.0,Left Defensive Midfield,93,Russia,796,"['2044c5ee-ce04-4b87-b9d7-3034ff6cc79e', 'a6dab97d-08ea-4c26-831a-02dedae1622c']",16,,,,,,,,,,,,,,Russia,00:03:16.843,Pass,,66.5,24.6,48.9,34.0,,,
,,,,,,,,,,,,,,,,1.238011,,,,,,,,,,,,,,,,513c9756-b1e7-448f-955a-2d78debff2a7,1825,,,"[47.0, 24.0]",3788769,48,,,,,-0.8244844,,Left Foot,,,,"[64.2, 5.4]",,Ground Pass,,25.333773,,,,,Daler Kuzyaev,,,,,,2,Regular Play,Igor Diveev,31917.0,Center Back,93,Russia,796,['2ef8f3db-292a-4a3e-a1ea-a10b0d87a761'],23,,,,,,,,,,,,,,Russia,00:03:23.337,Pass,,47.0,24.0,64.2,5.4,,,
,,,,,,,,,,,,,,,,0.108804,,,,,,,,,,,,,,,,d61a0c30-b498-46e3-b5c1-663926c08919,1829,,,"[58.7, 7.9]",3788769,48,,,,,2.7610862,,Right Foot,,,,"[57.2, 8.5]",,Ground Pass,,1.6155494,,,Incomplete,,Fedor Kudryashov,,,,,,2,Regular Play,Daler Kuzyaev,5179.0,Left Wing Back,93,Russia,796,"['a67a97aa-5c3c-4f74-b051-881b02f9014a', 'e9ef509b-d985-4818-a503-39582ef31306', 'f59b660b-f45e-494d-8ea0-e75db27f9e78']",25,,,,,,,,,,,,,,Russia,00:03:25.568,Pass,True,58.7,7.9,57.2,8.5,,,
,,,,,,,,,,,,,,,,0.92706,,,,,,,,,,,,,,,,10a247be-5414-4c30-a63b-647a01f4ea62,1832,,,"[62.0, 80.0]",3788769,48,,,,,-1.4870234,,,,,,"[63.1, 66.9]",,Low Pass,,13.146102,,,,,Mikkel Damsgaard,,,,,Throw-in,2,From Throw In,Daniel Wass,6797.0,Right Wing Back,94,Denmark,776,['f9eb26e1-48d6-4033-b00c-33b490673a91'],32,,,,,,,,,,,,,,Denmark,00:03:32.809,Pass,,62.0,80.0,63.1,66.9,,,
,,,,,,,,,,,,,,,,1.520544,,,,,,,,,,,,,,,,4d5b9c9a-b11d-48ae-946e-321b3f629df0,1835,,,"[63.6, 69.5]",3788769,48,,,,,0.29627836,,Right Foot,,,,"[73.1, 72.4]",,High Pass,,9.932774,,,,,Pierre-Emile Højbjerg,,,,,,2,From Throw In,Mikkel Damsgaard,24443.0,Left Attacking Midfield,94,Denmark,776,['3d38730e-f19b-4467-a630-f1e44c2695de'],35,,,,,,,,,,,,,,Denmark,00:03:35.117,Pass,,63.6,69.5,73.1,72.4,,,
,,,,,,,,,,,,,,,,1.520847,,,,,,,,,,,,,,,,4c2594fa-cb2b-4fe3-97e1-9ef436d79b50,1838,,,"[73.1, 72.4]",3788769,48,,,,True,-0.53603995,,,,,,"[83.2, 66.4]",,High Pass,,11.747766,,,,,Martin Braithwaite Christensen,,,,,,2,From Throw In,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,94,Denmark,776,"['5c961b76-940f-4de6-a94d-05113b3f3bf0', '802f22b9-9cce-4791-81f3-c189d0a8ee6f']",36,,,,,,,,,,,,,,Denmark,00:03:36.677,Pass,True,73.1,72.4,83.2,66.4,,,
,,,,,,,,,,,,,,,,1.333701,,,,,,,,,,,,,,,,10fbb836-3a27-4818-965a-e3ef067d2851,1840,,,"[83.2, 66.4]",3788769,48,,,,,-2.2188532,,Head,,,,"[77.9, 59.4]",,High Pass,,8.780091,,,,,Mikkel Damsgaard,,,,,,2,From Throw In,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,94,Denmark,776,['06e570ff-7665-4898-b2d8-a1db60b50e41'],38,,,,,,,,,,,,,,Denmark,00:03:38.255,Pass,,83.2,66.4,77.9,59.4,,,
,,,,,,,,,,,,,,,,2.323903,,,,,,,,,,,,,,,,9be8fe22-00de-4485-8c4f-24801ecb7766,1843,,,"[77.9, 59.4]",3788769,48,,,,,0.1711486,,Right Foot,,,,"[102.2, 63.6]",,Ground Pass,,24.660292,,,Incomplete,,Martin Braithwaite Christensen,,,,,,2,From Throw In,Mikkel Damsgaard,24443.0,Left Attacking Midfield,94,Denmark,776,"['7c0adaf7-f015-4ee7-a43d-15726f50a759', 'efb3ca73-5e75-4143-a647-a64cbf4fb492']",39,,,,,,,,,,,,,,Denmark,00:03:39.634,Pass,,77.9,59.4,102.2,63.6,,,
,,,,,,,,,,,,,,,,2.37201,,,,,,,,,,,,,,,,5f9e43d9-c392-4eaf-9fbd-d8d7a293c91e,1849,,,"[83.9, 80.0]",3788769,49,,,,,-2.6238523,,,,,,"[60.9, 66.9]",,Low Pass,,26.469038,,,,,Simon Thorup Kjær,,,,,Throw-in,2,From Throw In,Daniel Wass,6797.0,Right Wing Back,95,Denmark,776,['d494001b-59a6-4c17-8410-a984e6a46326'],58,,,,,,,,,,,,,,Denmark,00:04:58.621,Pass,,83.9,80.0,60.9,66.9,,,
,,,,,,,,,,,,,,,,2.987739,,,,,,,,,,,,,,,,3ef56fd4-03c1-4656-b83b-670ef3347907,1852,,,"[60.9, 66.9]",3788769,50,,,,,-2.3300436,,Right Foot,,,,"[36.7, 41.4]",,Ground Pass,,35.155228,,,,,Jannik Vestergaard,,,,,,2,From Throw In,Simon Thorup Kjær,5534.0,Center Back,95,Denmark,776,['d9b48010-6035-4e6e-887a-900abb733ef5'],1,,,,,,,,,,,,,,Denmark,00:05:01.033,Pass,,60.9,66.9,36.7,41.4,,,
,,,,,,,,,,,,,,,,2.496773,,,,,,,,,,,,,,,,295c8fe6-9648-42ca-af40-1deee10de9e7,1855,,,"[36.7, 41.4]",3788769,50,,,,,-3.0871012,,Right Foot,,,,"[9.2, 39.9]",,Ground Pass,,27.540878,,,,,Kasper Schmeichel,,,,,,2,From Throw In,Jannik Vestergaard,8815.0,Left Center Back,95,Denmark,776,['e218bb7b-3f7c-4552-a25d-5dd587232c17'],4,,,,,,,,,,,,,,Denmark,00:05:04.128,Pass,,36.7,41.4,9.2,39.9,,,
,,,,,,,,,,,,,,,,2.638311,,,,,,,,,,,,,,,,cde757fd-bf9e-4305-943b-caa8e7db4f29,1858,,,"[8.6, 43.1]",3788769,50,,,,,0.6631536,,Right Foot,,,,"[47.9, 73.8]",,High Pass,,49.86963,,,Incomplete,,Daniel Wass,,,,,,2,From Throw In,Kasper Schmeichel,3815.0,Goalkeeper,95,Denmark,776,"['5965c06e-58b3-464e-bbc5-a94951cebac5', '5a317d18-7791-487f-9b54-18a5bc338f23']",8,,,,,,,,,,,,,,Denmark,00:05:08.987,Pass,,8.6,43.1,47.9,73.8,,,
,,,,,,,,,,,,,,,,0.590411,,,,,,,,,,,,,,,,c1fd5627-13a6-42eb-bd50-35518b13fe4d,1861,,,"[78.6, 9.8]",3788769,50,,,,,2.4341612,,Right Foot,,,,"[71.7, 15.7]",,Ground Pass,,9.078547,,,,,Roman Zobnin,,,,,Recovery,2,Regular Play,Aleksandr Golovin,5177.0,Left Wing,96,Russia,796,['1b2006e4-d3dd-46b3-ab1a-b2bdef0c6e82'],12,,,,,,,,,,,,,,Russia,00:05:12.963,Pass,,78.6,9.8,71.7,15.7,,,
,,,,,,,,,,,,,,,,0.834327,,,,,,,,,,,,,,,,f1a35288-ef7e-481d-9821-960c4d4abf87,1864,,,"[71.7, 15.7]",3788769,50,,,,,-1.1356108,,Right Foot,,,,"[77.0, 4.3]",,Ground Pass,,12.571794,,,,,Daler Kuzyaev,,,,,,2,Regular Play,Roman Zobnin,5171.0,Left Defensive Midfield,96,Russia,796,['5be18513-70c4-4e2d-b05d-de8cdeed6dd7'],14,,,,,,,,,,,,,,Russia,00:05:14.055,Pass,,71.7,15.7,77.0,4.3,,,
,,,,,,,,,,,,,,,,2.692577,,,,,,,,,,,,,,,,6f0fcab1-5404-4d7f-93de-2febb8d8fc7c,1868,,,"[64.2, 3.7]",3788769,50,,,,,2.7187388,,Right Foot,,,,"[14.2, 26.2]",,High Pass,,54.82928,,,,,Matvey Safonov,,,,,,2,Regular Play,Daler Kuzyaev,5179.0,Left Wing Back,96,Russia,796,['5970fba6-a1f4-460c-ae11-cd68aee2b73b'],17,,,,,,,,,,,,,,Russia,00:05:17.539,Pass,,64.2,3.7,14.2,26.2,,,
,,,,,,,,,,,,,,,,2.571243,,,,,,,,,,,,,,,,388fd0b8-2019-4b33-a0da-0e0c34bd813b,1871,,,"[15.3, 30.6]",3788769,50,,,,,0.19996814,,Right Foot,,,,"[67.6, 41.2]",,High Pass,,53.363377,,,,,Artem Dzyuba,,,,,,2,Regular Play,Matvey Safonov,21298.0,Goalkeeper,96,Russia,796,['7e25de83-cb82-4054-bf80-3d64abfb9ee0'],23,,,,,,,,,,,,,,Russia,00:05:23.462,Pass,,15.3,30.6,67.6,41.2,,,
,,,,,,,,,,,,,,,,1.383821,,,,,,,,,,,,,,,,30d40b10-e69c-4347-a073-5039698ab3d1,1873,,,"[67.6, 41.2]",3788769,50,,,,True,1.436025,,,,,,"[68.4, 47.1]",,Low Pass,,5.9539905,,,Incomplete,,Aleksey Miranchuk,,,,,,2,Regular Play,Artem Dzyuba,5195.0,Center Forward,96,Russia,796,"['089a7c09-b18b-473c-b955-091ff461e96a', '323e868f-0118-434c-8009-2e27a29d7fec', '624386c4-c938-4036-a5a5-bc2e4358387b']",26,,,,,,,,,,,,,,Russia,00:05:26.033,Pass,True,67.6,41.2,68.4,47.1,,,
,,,,,,,,,,,,True,,,,1.652746,,,,,,,,,,,,,,,,624386c4-c938-4036-a5a5-bc2e4358387b,1876,,,"[51.7, 33.0]",3788769,50,,,,,-2.337563,,Left Foot,,,,"[35.9, 16.6]",,Low Pass,,22.77279,,,,,Joakim Mæhle,,,,,Interception,2,Regular Play,Thomas Delaney,5527.0,Left Defensive Midfield,97,Denmark,776,"['30d40b10-e69c-4347-a073-5039698ab3d1', 'bf45df48-a3e1-47ae-bc20-e5cd6d582256']",27,,,,,,,,,,,,,,Denmark,00:05:27.417,Pass,,51.7,33.0,35.9,16.6,,,
,,,,,,,,,,,,,,,,1.562434,,,,,,,,,,,,,,,,1c30ce00-ecd2-439a-9c58-9a95aaeb340f,1879,,,"[36.5, 19.2]",3788769,50,,,,,-0.3152147,,Right Foot,,,,"[59.5, 11.7]",,Ground Pass,,24.19194,,,,,Mikkel Damsgaard,,,,,,2,Regular Play,Joakim Mæhle,16554.0,Left Wing Back,97,Denmark,776,['9237bd47-55de-4739-b6fd-46637e337994'],30,,,,,,,,,,,,,,Denmark,00:05:30.140,Pass,,36.5,19.2,59.5,11.7,,,
,,,,,,,,,,,,,,,,3.518245,,,,,,,,,,,,,,,,0ef60ee3-0f56-4e91-82d9-c2cb50c9c7e6,1882,,,"[61.4, 10.8]",3788769,50,,,,,-0.26906103,,Right Foot,,,,"[91.5, 2.5]",,Ground Pass,,31.223389,,,,,Pierre-Emile Højbjerg,,,,,,2,Regular Play,Mikkel Damsgaard,24443.0,Left Attacking Midfield,97,Denmark,776,['ad148e7a-05f5-4ab3-855b-045a33047b18'],33,,,,,,,,,,,,,,Denmark,00:05:33.091,Pass,,61.4,10.8,91.5,2.5,,,
,,,,,,,,,,,,,,,,1.133731,,,,,,,,,,,,,,,,bab2fe80-0548-49a1-8af6-2be51f111a1a,1886,,,"[94.0, 6.9]",3788769,50,,,,,2.0821605,,Right Foot,,,,"[86.2, 20.8]",,Ground Pass,,15.938946,,,,,Mikkel Damsgaard,,,,,,2,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,97,Denmark,776,['5ada5807-c6c1-4ac5-bb2e-29443ae953c5'],39,,,,,,,,,,,,,,Denmark,00:05:39.568,Pass,,94.0,6.9,86.2,20.8,,,
,,,,,,,,,,,,,,,,1.573864,,,,,,,,,,,,,,,,9315f2c8-7408-4bdf-9997-fd29c3fe8ff5,1889,,,"[86.4, 22.7]",3788769,50,,,,,1.0457734,,Right Foot,,,,"[106.5, 57.4]",,High Pass,,40.101124,,,,,Martin Braithwaite Christensen,,,,,,2,Regular Play,Mikkel Damsgaard,24443.0,Left Attacking Midfield,97,Denmark,776,['471a7268-1f0a-4ea4-b43b-a23759ace96c'],42,,,,,,,,,,,,,,Denmark,00:05:42.552,Pass,,86.4,22.7,106.5,57.4,,,
,,,,,,,,,,,,,,,,1.779908,,,,,,,,,,,,,,,,969c3c25-8950-49bf-be55-bb136f98260a,1892,,,"[106.5, 57.4]",3788769,50,,,,,2.1982296,,Left Foot,,,,"[97.0, 70.5]",,Low Pass,,16.182089,,,,,Daniel Wass,,,,,,2,Regular Play,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,97,Denmark,776,['8508a88f-9ce2-4654-b87c-9bd2a89f34fb'],44,,,,,,,,,,,,,,Denmark,00:05:44.166,Pass,,106.5,57.4,97.0,70.5,,,
,,,,,,,,,,,,,,,,1.215841,,,,,,,,,,,,,,,,79833578-6891-4a64-a0e0-8126b8672d0e,1895,,,"[95.7, 69.9]",3788769,50,,,,,-1.5899023,,Right Foot,,,,"[95.4, 54.2]",,Ground Pass,,15.702866,,,,,Martin Braithwaite Christensen,,,,,,2,Regular Play,Daniel Wass,6797.0,Right Wing Back,97,Denmark,776,['5f589f1e-a860-4563-ad91-10ecc9878594'],46,,,,,,,,,,,,,,Denmark,00:05:46.611,Pass,,95.7,69.9,95.4,54.2,,,
,,,,,,,,,,,,,,,,1.424134,,,,,,,,,,,,,,,,5105da82-5ff3-4cc1-ba83-a27a987dc49e,1898,,,"[94.3, 53.9]",3788769,50,,,,,2.8246498,,Left Foot,,,,"[81.8, 58.0]",,Ground Pass,,13.155227,,,,,Andreas Christensen,,,,,,2,Regular Play,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,97,Denmark,776,['fd706dc9-c5df-4110-8b30-b2a1f7a36a7b'],48,,,,,,,,,,,,,,Denmark,00:05:48.585,Pass,,94.3,53.9,81.8,58.0,,,
,,,,,,,,,,,,,,,,1.131416,,,,,,,,,,,,,,,,e856b0f6-8215-4be5-bdea-f27be3709925,1901,,,"[82.5, 57.8]",3788769,50,,,,,-1.7632561,,Right Foot,,,,"[78.7, 38.3]",,Ground Pass,,19.866806,,,,,Mikkel Damsgaard,,,,,,2,Regular Play,Andreas Christensen,3959.0,Right Center Back,97,Denmark,776,['9da0c98d-b587-4b7a-8d1a-f38a94342c26'],50,,,,,,,,,,,,,,Denmark,00:05:50.824,Pass,,82.5,57.8,78.7,38.3,,,
,,,,,,,,,,,,,,,,1.717999,,,,,,,,,,,,,,,,f515a79a-3056-48db-99c5-41997f087f78,1904,,,"[80.0, 38.5]",3788769,50,,,,,1.7297493,,Left Foot,,,,"[77.9, 51.6]",,Ground Pass,,13.267253,,,,,Andreas Christensen,,,,,,2,Regular Play,Mikkel Damsgaard,24443.0,Left Attacking Midfield,97,Denmark,776,['d0ff0d99-5245-4aa8-8c68-c99296bd6ba2'],52,,,,,,,,,,,,,,Denmark,00:05:52.856,Pass,,80.0,38.5,77.9,51.6,,,
,,,,,,,,,,,,,,,,1.134016,,,,,,,,,,,,,,,,4e7c6855-c129-4d98-a8a2-5ed216c83520,1908,,,"[78.6, 51.4]",3788769,50,,,,,-2.1849558,,Right Foot,,,,"[67.6, 35.8]",,Ground Pass,,19.088217,,,,,Jannik Vestergaard,,,,,,2,Regular Play,Andreas Christensen,3959.0,Right Center Back,97,Denmark,776,['39033836-62a1-475c-817b-3731cfd566bf'],54,,,,,,,,,,,,,,Denmark,00:05:54.614,Pass,,78.6,51.4,67.6,35.8,,,
,,,,,,,,,,,,,,,,0.956833,,,,,,,,,,,,,,,,afc34319-1315-41db-9c7d-8df67b40dd0f,1911,,,"[66.7, 35.2]",3788769,50,,,,,-1.2793396,,Right Foot,,,,"[71.5, 19.2]",,Ground Pass,,16.70449,,,,,Thomas Delaney,,,,,,2,Regular Play,Jannik Vestergaard,8815.0,Left Center Back,97,Denmark,776,['a05e7a59-d3a3-42ee-9b48-7ea17acdd80f'],56,,,,,,,,,,,,,,Denmark,00:05:56.100,Pass,,66.7,35.2,71.5,19.2,,,
,,,,,,,,,,,,,,,,1.571139,,,,,,,,,,,,,,,,9c90976f-7a91-4e8b-97a4-6340cc1dad89,1914,,,"[71.8, 18.8]",3788769,50,,,,,1.5599272,,Left Foot,,,,"[72.0, 37.2]",,Ground Pass,,18.401087,,,,,Andreas Christensen,,,,,,2,Regular Play,Thomas Delaney,5527.0,Left Defensive Midfield,97,Denmark,776,['2f04befa-aa4b-4daa-ae45-e6c0d8fc6197'],57,,,,,,,,,,,,,,Denmark,00:05:57.934,Pass,,71.8,18.8,72.0,37.2,,,
,,,,,,,,,,,,,,,,1.042158,,,,,,,,,,,,,,,,b978ca19-63d4-47c6-84b5-ea7345454412,1917,,,"[72.0, 37.2]",3788769,50,,,,,2.6673353,,Right Foot,,,,"[57.0, 44.9]",,Ground Pass,,16.8609,,,,,Simon Thorup Kjær,,,,,,2,Regular Play,Andreas Christensen,3959.0,Right Center Back,97,Denmark,776,['188a203b-de8d-4b6f-9eb6-1fe4a0f1ea0b'],59,,,,,,,,,,,,,,Denmark,00:05:59.545,Pass,,72.0,37.2,57.0,44.9,,,
,,,,,,,,,,,,,,,,2.555911,,,,,,,,,,,,,,,,9ef33917-1fd9-4d8e-bc19-193b8fa05ef8,1920,,,"[51.2, 39.9]",3788769,51,,,,,3.066733,,Right Foot,,,,"[23.2, 42.0]",,Ground Pass,,28.07864,,,,,Kasper Schmeichel,,,,,,2,Regular Play,Simon Thorup Kjær,5534.0,Center Back,97,Denmark,776,['90f42cb6-e33c-4d1f-9543-d604562e7d9f'],5,,,,,,,,,,,,,,Denmark,00:06:05.016,Pass,,51.2,39.9,23.2,42.0,,,
,,,,,,,,,,,,,,,,3.888863,,,,,,,,,,,,,,,,07a1f60d-b24c-4028-84e8-e9b96899f27a,1923,,,"[20.6, 49.4]",3788769,51,,,,,0.3864375,,Right Foot,,,,"[78.6, 73.0]",,High Pass,,62.61757,,,Incomplete,,,,,,,,2,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,97,Denmark,776,['9ad50142-2539-416e-819d-669d18a5f8a2'],9,,,,,,,,,,,,,,Denmark,00:06:09.767,Pass,,20.6,49.4,78.6,73.0,,,
,,,,,,,,,,,,,,,,1.887603,,,,,,,,,,,,,,,,9ad50142-2539-416e-819d-669d18a5f8a2,1924,,,"[41.5, 7.1]",3788769,51,,,,,0.52113813,,Head,,,,"[63.1, 19.5]",,High Pass,,24.906223,,,,,Roman Zobnin,,,,,Recovery,2,Regular Play,Fedor Kudryashov,5677.0,Left Center Back,98,Russia,796,"['07a1f60d-b24c-4028-84e8-e9b96899f27a', 'f3460385-1e57-4e0b-9f61-88449e8d2048']",13,,,,,,,,,,,,,,Russia,00:06:13.656,Pass,,41.5,7.1,63.1,19.5,,,
,,,,,,,,,,,,,,,,2.276609,,,,,,,,,,,,,,,,6466c781-f48f-4e55-9ec7-0320cb33f71e,1928,,,"[56.7, 19.8]",3788769,51,,,,,1.5428315,,Right Foot,,,,"[57.9, 62.7]",,High Pass,,42.91678,,,,,Mário Figueira Fernandes,,,True,,,2,Regular Play,Roman Zobnin,5171.0,Left Defensive Midfield,98,Russia,796,"['957a5b54-4138-4602-a929-eeb02d76b097', 'ccdce741-552b-4db5-8853-3a2a70325321']",17,,,,,,,,,,,,,,Russia,00:06:17.667,Pass,True,56.7,19.8,57.9,62.7,,,
,,,,,,,,,,,,,,,,1.32814,,,,,,,,,,,,,,,,d0a44e9a-eeee-4497-87e6-2bc991dc3453,1933,,,"[55.9, 0.1]",3788769,51,,,,,0.87815446,,,,,,"[63.7, 9.5]",,Low Pass,,12.2147455,,,,,Yussuf Yurary Poulsen,,,,,Throw-in,2,From Throw In,Thomas Delaney,5527.0,Left Defensive Midfield,99,Denmark,776,['f692b6fa-e5be-4a08-9cf7-cd1fba2e7636'],28,,,,,,,,,,,,,,Denmark,00:06:28.043,Pass,,55.9,0.1,63.7,9.5,,,
,,,,,,,,,,,,,,,,1.200304,,,,,,,,,,,,,,,,ec9bac89-e4e8-4081-8680-4b8928b59fce,1936,,,"[63.7, 9.5]",3788769,51,,,,,-1.6717181,,Right Foot,,,,"[62.9, 1.6]",,Ground Pass,,7.940403,,,,,Thomas Delaney,,,,,,2,From Throw In,Yussuf Yurary Poulsen,5536.0,Center Forward,99,Denmark,776,['0f42d952-446b-4913-9d65-ece517bb4d83'],29,,,,,,,,,,,,,,Denmark,00:06:29.411,Pass,,63.7,9.5,62.9,1.6,,,
,,,,,,,,,,,,,,,,1.423831,,,,,,,,,,,,,,,,7acf5cb8-a303-423d-b289-a001a5c40225,1940,,,"[62.0, 3.6]",3788769,51,,,,,2.4233203,,Left Foot,,,,"[49.3, 14.7]",,Ground Pass,,16.867128,,,,,Pierre-Emile Højbjerg,,,,,,2,From Throw In,Thomas Delaney,5527.0,Left Defensive Midfield,99,Denmark,776,['84e5f31a-d623-4eec-b719-9fe6ff3f279f'],31,,,,,,,,,,,,,,Denmark,00:06:31.800,Pass,,62.0,3.6,49.3,14.7,,,
,,,,,,,,,,,,,,,,1.514675,,,,,,,,,,,,,,,,3882a27a-0d88-4473-a8aa-d66c07c29447,1943,,,"[50.0, 14.9]",3788769,51,,,,,3.0601406,,Right Foot,,,,"[35.3, 16.1]",,Ground Pass,,14.7488985,,,,,Jannik Vestergaard,,,,,,2,From Throw In,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,99,Denmark,776,['cdf704ac-d966-460d-81d9-7777cb5d01a2'],34,,,,,,,,,,,,,,Denmark,00:06:34.022,Pass,,50.0,14.9,35.3,16.1,,,
,,,,,,,,,,,,,,,,0.912744,,,,,,,,,,,,,,,,daed984e-3c46-4842-91ac-4d10c6f5023b,1946,,,"[36.5, 16.9]",3788769,51,,,,,0.7541583,,Right Foot,,,,"[43.1, 23.1]",,Ground Pass,,9.055386,,,,,Pierre-Emile Højbjerg,,,,,,2,From Throw In,Jannik Vestergaard,8815.0,Left Center Back,99,Denmark,776,['b87f8975-6de8-4bab-89b5-84423a5aa19f'],36,,,,,,,,,,,,,,Denmark,00:06:36.899,Pass,,36.5,16.9,43.1,23.1,,,
,,,,,,,,,,,,,,,,0.764303,,,,,,,,,,,,,,,,5b50fde2-35c2-44ab-bbbc-d77eedc89e0a,1949,,,"[43.1, 23.1]",3788769,51,,,,,-2.337329,,Right Foot,,,,"[37.9, 17.7]",,Ground Pass,,7.496666,,,,,Jannik Vestergaard,,,,,,2,From Throw In,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,99,Denmark,776,['d142408b-2d71-4ceb-a784-ebfd5b13133f'],37,,,,,,,,,,,,,,Denmark,00:06:37.852,Pass,,43.1,23.1,37.9,17.7,,,
,,,,,,,,,,,,,,,,0.988942,,,,,,,,,,,,,,,,20c4dd51-50d8-41c1-b00f-d0cdaf2ceff7,1952,,,"[37.6, 17.2]",3788769,51,,,,,-0.92873824,,Right Foot,,,,"[45.9, 6.1]",,Ground Pass,,13.860014,,,,,Thomas Delaney,,,,,,2,From Throw In,Jannik Vestergaard,8815.0,Left Center Back,99,Denmark,776,['911efb52-6ccf-46a7-8ca5-69e12887015e'],39,,,,,,,,,,,,,,Denmark,00:06:39.172,Pass,,37.6,17.2,45.9,6.1,,,
,,,,,,,,,,,,,,,,1.207331,,,,,,,,,,,,,,,,5132f277-62bf-4e31-93cd-23930c6b86bd,1955,,,"[45.9, 6.3]",3788769,51,,,,,1.3663751,,Left Foot,,,,"[49.3, 22.7]",,Ground Pass,,16.748732,,,,,Andreas Christensen,,,,,,2,From Throw In,Thomas Delaney,5527.0,Left Defensive Midfield,99,Denmark,776,['97c8641e-ed8b-4bf3-9f22-2b1591ff8508'],40,,,,,,,,,,,,,,Denmark,00:06:40.746,Pass,,45.9,6.3,49.3,22.7,,,
