50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,,1.16572,,,,,,,,,,,,,fc7e038e-7e0a-4ac5-bd40-fe202b42daf0,1159,,,"[34.5, 24.3]",3794687,25,,,,-0.6191157,,Right Foot,,,,"[51.2, 12.4]",,Ground Pass,20.506096,,,Renato Júnior Luz Sanches,,,,,,1,Regular Play,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,39,Portugal,780,['f308c070-23b3-4677-9773-6747e5c3ee34'],13,,,,,,,,,,,,,,,Portugal,00:25:13.927,Pass,,34.5,24.3,51.2,12.4,,,
,,,,,,,,,,,,,,,,,,0.719025,,,,,,,,,,,,,116ced29-68d9-4c65-a247-2a9e1c82bef3,1162,,,"[57.6, 12.8]",3794687,25,,,,-0.2551824,,Right Foot,,,,"[66.8, 10.4]",,Ground Pass,9.507892,,,Diogo José Teixeira da Silva,,,,,,1,Regular Play,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,39,Portugal,780,['ff01c067-0eee-463a-af88-efb2913448f2'],17,,,,,,,,,,,,,,,Portugal,00:25:17.227,Pass,,57.6,12.8,66.8,10.4,,,
,,,,,,,,,,,,,,,,,,0.735652,,,,,,,,,,,,,1f31035e-8ce1-4cf6-a460-40007c177367,1165,,,"[69.6, 11.3]",3794687,25,,,,-1.3909428,,Right Foot,,,,"[70.8, 4.7]",,Ground Pass,6.708204,,,Raphaël Adelino José Guerreiro,,,,,,1,Regular Play,Diogo José Teixeira da Silva,9929.0,Left Wing,39,Portugal,780,['b186a2f4-cd5f-46db-a06f-b4e667273232'],19,,,,,,,,,,,,,,,Portugal,00:25:19.151,Pass,,69.6,11.3,70.8,4.7,,,
,,,,,,,,,,,,,,,,,,1.015853,,,,,,,,,,,,,a34d5f76-7246-41af-af53-37f95e10731d,1168,,,"[71.1, 4.7]",3794687,25,,,,2.9464343,,Left Foot,,,,"[62.5, 6.4]",,Ground Pass,8.766413,,,Renato Júnior Luz Sanches,,,,,,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,39,Portugal,780,['95d96f35-8811-4465-8af0-7c099439c251'],21,,,,,,,,,,,,,,,Portugal,00:25:21.191,Pass,,71.1,4.7,62.5,6.4,,,
,,,,,,,,,,,,,,,,,,0.964066,,,,,,,,,,,,,3050a2d0-6681-4ae9-9cf6-bb06e28ec372,1171,,,"[62.3, 7.2]",3794687,25,,,,1.8882551,,Right Foot,,,,"[55.4, 28.2]",,Ground Pass,22.104525,,,João Maria Lobo Alves Palhinha Gonçalves,,,,,,1,Regular Play,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,39,Portugal,780,['85e60cfc-08f2-4706-8518-4a194145cb2a'],23,,,,,,,,,,,,,,,Portugal,00:25:23.142,Pass,,62.3,7.2,55.4,28.2,,,
,,,,,,,,,,,,,,,,,,3.309934,,,,,,,,,,,,,0c7b6706-6da0-4b3b-9758-a014ff58db07,1174,,,"[54.4, 29.0]",3794687,25,,,,0.93192023,,Right Foot,,,,"[90.5, 77.6]",,High Pass,60.540646,,,Bernardo Mota Veiga de Carvalho e Silva,,True,,,,1,Regular Play,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Center Defensive Midfield,39,Portugal,780,['5a2552e8-2611-4ced-ac65-75df17542a4a'],25,,,,,,,,,,,,,,,Portugal,00:25:25.229,Pass,,54.4,29.0,90.5,77.6,,,
,,,,,,,,,,,,,,,,,,2.236232,,,,,,,,,,,,,04f974c3-6522-4764-9c65-370995fa9c3f,1176,,,"[90.5, 77.6]",3794687,25,,,,-3.0874584,,Head,,,,"[70.2, 76.5]",,Low Pass,20.32978,,,José Diogo Dalot Teixeira,,,,,,1,Regular Play,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Wing,39,Portugal,780,['978ac2c3-3cac-4345-a6fe-cd0cd7a8bd0d'],28,,,,,,,,,,,,,,,Portugal,00:25:28.539,Pass,,90.5,77.6,70.2,76.5,,,
,,,,,,,,,,,,,,,,,,0.851107,,,,,,,,,,,,,e2939fc8-4460-47ed-97b2-896b33f6f960,1179,,,"[70.4, 75.5]",3794687,25,,,,-1.491418,,Right Foot,,,,"[71.1, 66.7]",,Ground Pass,8.827797,,,João Filipe Iria Santos Moutinho,,,,,,1,Regular Play,José Diogo Dalot Teixeira,16028.0,Right Back,39,Portugal,780,['f1f2bed5-7b2e-48d7-b49f-3be366f0fbe0'],32,,,,,,,,,,,,,,,Portugal,00:25:32.865,Pass,,70.4,75.5,71.1,66.7,,,
,,,,,,,,,,,,,,,,,,0.976986,,,,,,,,,,,,,cd44361a-b213-4614-aa04-577f9145ed8e,1182,,,"[71.5, 64.8]",3794687,25,,,,-2.2158196,,Right Foot,,,,"[63.6, 54.3]",,Ground Pass,13.140016,,,João Maria Lobo Alves Palhinha Gonçalves,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,39,Portugal,780,['309bf05c-c46a-4cf8-a097-8291285a6cb2'],34,,,,,,,,,,,,,,,Portugal,00:25:34.672,Pass,,71.5,64.8,63.6,54.3,,,
,,,,,,,,,,,,,,,,,,1.446688,,,,,,,,,,,,,22e51e1b-b733-42c5-a837-3585aa99824d,1185,,,"[61.6, 53.4]",3794687,25,,,,-2.1390173,,Right Foot,,,,"[53.3, 40.4]",,Ground Pass,15.423683,,,Rúben Santos Gato Alves Dias,,,,,,1,Regular Play,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Center Defensive Midfield,39,Portugal,780,['bafda0ff-7487-4929-b156-2e30d415f442'],36,,,,,,,,,,,,,,,Portugal,00:25:36.172,Pass,,61.6,53.4,53.3,40.4,,,
,,,,,,,,,,,,,,,,,,1.379539,,,,,,,,,,,,,1040b3c3-6254-432c-b813-649de9e164c1,1188,,,"[53.3, 40.4]",3794687,25,,,,-1.1234221,,Right Foot,,,,"[64.0, 18.1]",,Ground Pass,24.734186,,,Renato Júnior Luz Sanches,,,,,,1,Regular Play,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,39,Portugal,780,['bc4505d1-ffb3-4db3-a391-75c5115e15a3'],38,,,,,,,,,,,,,,,Portugal,00:25:38.338,Pass,,53.3,40.4,64.0,18.1,,,
,,,,,,,,,,,,,,,,,,0.483626,,,,,,,,,,,,,c5fb8651-6a17-45da-8bf5-eab72f062be4,1191,,,"[68.3, 13.0]",3794687,25,,,,1.442473,,Right Foot,,,,"[69.1, 19.2]",,Ground Pass,6.2514,,,Diogo José Teixeira da Silva,,,,,,1,Regular Play,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,39,Portugal,780,['040747d0-df00-4b79-943a-45bb8f800849'],42,,,,,,,,,,,,,,,Portugal,00:25:42.368,Pass,,68.3,13.0,69.1,19.2,,,
,,,,,,,,,,,,,,,,,,0.486459,,,,,,,,,,,,,d5c79b18-54ef-43ea-947b-52abf18f5396,1193,,,"[69.1, 19.2]",3794687,25,,,,-1.4435802,,Right Foot,,,,"[70.2, 10.6]",,Ground Pass,8.670063,,,Renato Júnior Luz Sanches,,,,,,1,Regular Play,Diogo José Teixeira da Silva,9929.0,Left Wing,39,Portugal,780,['c455b785-0f03-4f70-ac82-097065ba5004'],42,,,,,,,,,,,,,,,Portugal,00:25:42.851,Pass,,69.1,19.2,70.2,10.6,,,
,,,,,,,,,,,,,,,,,,1.289913,,,,,,,,,,,,,dc10f290-dc2c-43bc-bda9-e925dcbeb2e9,1196,,,"[62.9, 26.3]",3794687,25,,,,1.8699518,,Right Foot,,,,"[56.3, 47.7]",,Ground Pass,22.394642,,,Kléper Laveran Lima Ferreira,,,,,,1,Regular Play,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,39,Portugal,780,['ed0c834d-f530-4b14-b86e-327d6381463b'],47,,,,,,,,,,,,,,,Portugal,00:25:47.846,Pass,,62.9,26.3,56.3,47.7,,,
,,,,,,,,,,,,,,,,,,1.651822,,,,,,,,,,,,,fdd71591-37c2-4e53-a854-d6a3421e7b0b,1199,,,"[62.7, 51.9]",3794687,25,,,,1.2408969,,Left Foot,,,,"[71.5, 77.6]",,Ground Pass,27.164867,,,José Diogo Dalot Teixeira,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,39,Portugal,780,['e0b71f38-55f7-49d5-a66e-6927ecc3274a'],52,,,,,,,,,,,,,,,Portugal,00:25:52.266,Pass,,62.7,51.9,71.5,77.6,,,
,,,,,,,,,,,,,,,,,,0.968558,,,,,,,,,,,,,72c6d01d-821a-46b8-83b3-a16fc0e954a2,1202,,,"[71.5, 77.6]",3794687,25,,,,-1.5813223,,Right Foot,,,,"[71.3, 58.6]",,Ground Pass,19.001053,,,Renato Júnior Luz Sanches,,,,,,1,Regular Play,José Diogo Dalot Teixeira,16028.0,Right Back,39,Portugal,780,['79fd1bfd-fa34-4dd7-8a63-6951a430dedb'],55,,,,,,,,,,,,,,,Portugal,00:25:55.690,Pass,,71.5,77.6,71.3,58.6,,,
,,,,,,,,,,,,,,,,,,1.042663,,,,,,,,,,,,,4e03a0fa-b836-49dc-978f-9b5a3c241fe5,1205,,,"[71.5, 58.6]",3794687,25,,,,-0.2565166,,Right Foot,,,,"[83.7, 55.4]",,Ground Pass,12.612692,,,Cristiano Ronaldo dos Santos Aveiro,,,,,,1,Regular Play,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,39,Portugal,780,['489c39ed-46dd-4056-851c-c1546f635c7e'],57,,,,,,,,,,,,,,,Portugal,00:25:57.768,Pass,,71.5,58.6,83.7,55.4,,,
,,,,,,,,,,,,,,,,,,1.677789,,,,,,,,,,,,,8000732a-33cf-4237-9946-4a916a3e659b,1208,,,"[84.7, 59.6]",3794687,25,,,,0.9784522,,Right Foot,,,,"[95.4, 75.5]",,Ground Pass,19.165071,,,Bernardo Mota Veiga de Carvalho e Silva,,,,,,1,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,39,Portugal,780,['c07b9db0-c379-4880-8f0c-5c481cf9a162'],59,,,,,,,,,,,,,,,Portugal,00:25:59.230,Pass,,84.7,59.6,95.4,75.5,,,
,,,,,,,,,,,,,,,,,,1.795392,,,,,,,,,,,,,5887485d-7893-43a7-a148-191989a33f75,1212,,,"[102.5, 73.5]",3794687,26,,,,-3.0948431,,Left Foot,,,,"[85.4, 72.7]",,Ground Pass,17.118704,,,José Diogo Dalot Teixeira,,,,,,1,Regular Play,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Wing,39,Portugal,780,"['1a489263-8249-4134-ae04-c150718be24e', '6fe7fcba-4569-4a4e-8a44-dd400f39cfea']",4,,,,,,,,,,,,,,,Portugal,00:26:04.549,Pass,True,102.5,73.5,85.4,72.7,,,
,,,,,,,,,,,,,,,,,,1.1008,,,,,,,,,,,,,c7c746f4-915c-44c3-ae7f-1881b98d6c5b,1215,,,"[85.0, 72.3]",3794687,26,,,,-1.5374753,,Right Foot,,,,"[85.6, 54.3]",,Low Pass,18.009996,,,João Maria Lobo Alves Palhinha Gonçalves,,,,,,1,Regular Play,José Diogo Dalot Teixeira,16028.0,Right Back,39,Portugal,780,['28df79b4-3080-4681-ab16-879049ebb8d4'],7,,,,,,,,,,,,,,,Portugal,00:26:07.908,Pass,,85.0,72.3,85.6,54.3,,,
,,,,,,,,,,,,,,,,,,1.112168,,,,,,,,,,,,,27a8e7fb-a78a-4ec3-9fe9-2e7a5e91c2d4,1218,,,"[84.3, 54.5]",3794687,26,,,,-0.11848996,,Right Foot,,,,"[96.9, 53.0]",,Low Pass,12.6889715,Incomplete,,João Filipe Iria Santos Moutinho,,,,,,1,Regular Play,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Center Defensive Midfield,39,Portugal,780,"['095a68f3-6211-47c0-8d0b-a50f1c81b75a', 'e83c1e7d-b871-4136-bcef-b5698f6f6463']",9,,,,,,,,,,,,,,,Portugal,00:26:09.083,Pass,,84.3,54.5,96.9,53.0,,,
,,,,,,,,,,,,,,,,,,0.805951,,,,,,,,,,,,,fec9cbb6-2a85-451e-b0d3-ada1ce3ffdae,1222,,,"[25.3, 27.1]",3794687,26,,,,-0.7008544,,Left Foot,,,,"[34.9, 19.0]",,Ground Pass,12.560653,,,Eden Hazard,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Center Back,39,Portugal,780,['88c82d05-bb27-4d98-a2bf-468d54a175c8'],11,,,,,,,,,,,,,,,Belgium,00:26:11.187,Pass,,25.3,27.1,34.9,19.0,,,
,,,,,,,,,,,,,,,,,,0.652707,,,,,,,,,,,,,69c53c7c-9407-426e-aba2-fb15c2b85747,1226,,,"[35.1, 18.3]",3794687,26,,,,-0.07485985,,Right Foot,,,,"[43.1, 17.7]",,Ground Pass,8.022469,Incomplete,,Kevin De Bruyne,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Attacking Midfield,39,Portugal,780,"['28ef6da2-98b5-4d9e-96a7-cdab2359597a', '57ae48e2-86f2-4218-910b-789dfff99fa2', 'ca1714c2-e8c4-4e61-9df6-fe25a19a91cc']",12,,,,,,,,,,,,,,,Belgium,00:26:12.100,Pass,True,35.1,18.3,43.1,17.7,,,
,,,,,,,,,,,,,,,,,,3.817675,,,,,,,,,,,,,33a47eef-8d16-49f3-9699-f8e5f2abbea3,1230,,,"[79.8, 60.3]",3794687,26,,,,-0.7654008,,Right Foot,,,,"[115.5, 26.0]",,High Pass,49.507374,,,Diogo José Teixeira da Silva,,,,,,1,Regular Play,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,39,Portugal,780,['0fd3b7ae-f013-4e92-a00a-73846bd2a61c'],13,,,,,,,,,,,,,,,Portugal,00:26:13.933,Pass,,79.8,60.3,115.5,26.0,,,
,,,,,,,,,,,,,,,,,,1.07933,,,,,,,,,,,,,3369fa1b-ad6b-45a3-8d1e-8ac1a2ecbcac,1233,,,"[114.7, 24.1]",3794687,26,,,,3.1095524,,Right Foot,,,,"[99.1, 24.6]",,Ground Pass,15.60801,,,Raphaël Adelino José Guerreiro,,,,,,1,Regular Play,Diogo José Teixeira da Silva,9929.0,Left Wing,39,Portugal,780,['2ee306ff-53ff-449d-bcc8-bda9afc254f9'],18,,,,,,,,,,,,,,,Portugal,00:26:18.700,Pass,,114.7,24.1,99.1,24.6,,,
,,,,,,,,,,,,,,,,,,1.608199,,,,,,,,,,,,,7329c7f0-feea-415f-8714-d4e99fbc9a7b,1236,,,"[105.7, 14.7]",3794687,26,,,,2.6799572,,Left Foot,,,,"[85.8, 24.6]",,Ground Pass,22.22656,,,João Maria Lobo Alves Palhinha Gonçalves,,,,,,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,39,Portugal,780,['c74d47e5-3f6d-4990-8f70-242740cc39ab'],22,,,,,,,,,,,,,,,Portugal,00:26:22.253,Pass,,105.7,14.7,85.8,24.6,,,
,,,,,,,,,,,,,,,,,,0.926349,,,,,,,,,,,,,6e5b153c-3d7d-451a-8a68-e946f0bc09b1,1239,,,"[85.6, 25.0]",3794687,26,,,,1.8622531,,Right Foot,,,,"[82.6, 35.0]",,Ground Pass,10.440307,,,Renato Júnior Luz Sanches,,,,,,1,Regular Play,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Center Defensive Midfield,39,Portugal,780,['4a977fbe-0313-42f4-a4a8-41b61db6572f'],24,,,,,,,,,,,,,,,Portugal,00:26:24.486,Pass,,85.6,25.0,82.6,35.0,,,
,,,,,,,,,,,,,,,,,,1.714864,,,,,,,,,,,,,064b154b-dc53-459e-844c-bebdb228d831,1242,,,"[82.6, 35.2]",3794687,26,,,,1.4081435,,Left Foot,,,,"[85.8, 54.7]",,Ground Pass,19.76082,,,João Maria Lobo Alves Palhinha Gonçalves,,,,,,1,Regular Play,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,39,Portugal,780,['67ab7d8a-6dd3-4437-bf2c-bca3b4cbd18c'],26,,,,,,,,,,,,,,,Portugal,00:26:26.471,Pass,,82.6,35.2,85.8,54.7,,,
,,,,,,,,,,,,,,,,,,2.779506,,,,,,,,,,,,,b657049c-69ea-497e-9412-e19012edd990,1245,,,"[87.1, 59.2]",3794687,26,,,,-0.8989146,,Right Foot,,,,"[114.3, 25.0]",,High Pass,43.697598,Incomplete,,Diogo José Teixeira da Silva,,,,,,1,Regular Play,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Center Defensive Midfield,39,Portugal,780,"['5b7ecfb2-69ee-459b-9eb6-c3fe91e87357', '6c3080b2-17e3-46ab-af9b-a62b0a849590']",29,,,,,,,,,,,,,,,Portugal,00:26:29.540,Pass,,87.1,59.2,114.3,25.0,,,
,,,,,,,,,,,,,,,,,,1.263835,,,,,,,,,,,,,3216ed4d-28fb-46d3-8306-65ed86ae11f1,1251,,,"[108.3, 9.2]",3794687,26,,,,2.2715266,8026bbac-5a28-48c8-9ef2-d81ad2740749,Left Foot,,,,"[95.9, 23.9]",,Ground Pass,19.231485,,,João Maria Lobo Alves Palhinha Gonçalves,True,,,,,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,39,Portugal,780,['d799ad6c-e5a2-48a1-a202-b0ea2d797ca6'],36,,,,,,,,,,,,,,,Portugal,00:26:36.066,Pass,,108.3,9.2,95.9,23.9,,,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,86dd5690-7dc1-4cd7-871f-7b82288ebded,1257,,,"[6.0, 36.0]",3794687,27,True,,,-0.89643186,,Left Foot,,,,"[31.9, 3.6]",,Ground Pass,41.479755,,,Thorgan Hazard,,,,,Goal Kick,1,From Goal Kick,Thibaut Courtois,3509.0,Goalkeeper,40,Belgium,782,['1a846e95-255e-4a81-bde6-48c52a3b88f7'],5,,,,,,,,,,,,,,,Belgium,00:27:05.368,Pass,,6.0,36.0,31.9,3.6,,,
,,,,,,,,,,,,,,,,,,2.851156,,,,,,,,,,,,,089381c3-68bd-4293-a31e-b8afc2d56603,1259,,,"[28.9, 2.1]",3794687,27,,,,2.0828393,,Right Foot,,,,"[21.2, 15.8]",,Ground Pass,15.715597,,,Jan Vertonghen,,,,,,1,From Goal Kick,Thorgan Hazard,5632.0,Left Wing Back,40,Belgium,782,['251d4878-d4c3-4b22-9b02-0c89066ce73f'],10,,,,,,,,,,,,,,,Belgium,00:27:10.081,Pass,,28.9,2.1,21.2,15.8,,,
,,,,,,,,,,,,,,,,,,1.160685,,,,,,,,,,,,,83005454-7a75-4c32-b720-03564114e794,1262,,,"[27.0, 15.1]",3794687,27,,,,-1.1317916,,Right Foot,,,,"[32.4, 3.6]",,Ground Pass,12.704723,,,Thorgan Hazard,,,,,,1,From Goal Kick,Jan Vertonghen,3077.0,Left Center Back,40,Belgium,782,['b5b74ce6-e047-42e8-b64a-b206064002be'],16,,,,,,,,,,,,,,,Belgium,00:27:16.206,Pass,,27.0,15.1,32.4,3.6,,,
,,,,,,,,,,,,,,,,,,1.442084,,,,,,,,,,,,,31206737-2d52-450b-ae95-da6d9e6852a0,1265,,,"[32.4, 3.6]",3794687,27,,,,-0.03369511,,Right Foot,,,,"[59.1, 2.7]",,Ground Pass,26.715164,,,Eden Hazard,,,,,,1,From Goal Kick,Thorgan Hazard,5632.0,Left Wing Back,40,Belgium,782,['baf56600-5e7c-41b7-bb5d-44780e64fc68'],19,,,,,,,,,,,,,,,Belgium,00:27:19.336,Pass,,32.4,3.6,59.1,2.7,,,
,,,,,,,,,,,,,,,,,,0.99562,,,,,,,,,,,,,ffc1c0e8-71eb-4d16-8243-eb8d8acd92ff,1269,,,"[54.2, 3.8]",3794687,27,,,,-3.0727363,,Right Foot,,,,"[48.4, 3.4]",,Ground Pass,5.813777,,,Thorgan Hazard,,,,,,1,From Goal Kick,Eden Hazard,3621.0,Left Attacking Midfield,40,Belgium,782,['3b401369-6688-4a3e-90d1-855f1cddc6c7'],23,,,,,,,,,,,,,,,Belgium,00:27:23.611,Pass,,54.2,3.8,48.4,3.4,,,
,,,,,,,,,,,,,,,,,,3.550822,,,,,,,,,,,,,46d56da6-fca6-41b3-a2c5-56b817d41a04,1273,,,"[44.6, 3.6]",3794687,27,,,,2.104423,,Right Foot,,,,"[20.2, 44.9]",,High Pass,47.96926,,,Toby Alderweireld,,True,,,,1,From Goal Kick,Thorgan Hazard,5632.0,Left Wing Back,40,Belgium,782,"['bbf21ed5-a740-4952-a805-3a678e15992f', 'd26913ae-b8cc-412d-ae07-3e609f4d49f0']",26,,,,,,,,,,,,,,,Belgium,00:27:26.392,Pass,True,44.6,3.6,20.2,44.9,,,
,,,,,,,,,,,,,,,,,,3.842182,,,,,,,,,,,,,14b3ca45-d435-4d35-bcbd-f5988422a63e,1275,,,"[20.2, 45.1]",3794687,27,,,,-1.7779003,,Head,,,,"[14.8, 19.4]",,High Pass,26.261189,,,Jan Vertonghen,,,,,,1,From Goal Kick,Toby Alderweireld,20005.0,Right Center Back,40,Belgium,782,['50f709b2-65a2-4c5b-bace-d2750e6db1bf'],29,,,,,,,,,,,,,,,Belgium,00:27:29.983,Pass,,20.2,45.1,14.8,19.4,,,
,,,,,,,,,,,,,,,,,,5.972362,,,,,,,,,,,,,5d067aae-9d80-4109-a5ef-ed480765bfd2,1279,,,"[14.4, 19.6]",3794687,27,,,,-0.11248846,,Left Foot,,,,"[92.3, 10.8]",,High Pass,78.39547,Incomplete,,,,,,,,1,From Goal Kick,Jan Vertonghen,3077.0,Left Center Back,40,Belgium,782,['a660d544-4083-4132-b593-b73535a031e0'],33,,,,,,,,,,,,,,,Belgium,00:27:33.905,Pass,,14.4,19.6,92.3,10.8,,,
,,,,,,,,,,,,,,,,,,2.937413,,,,,,,,,,,,,8a5a2654-4de5-455f-9577-005ffeed4bbe,1282,,,"[23.8, 61.6]",3794687,27,,,,-1.3825748,,Right Foot,,,,"[29.8, 30.1]",,Ground Pass,32.066338,,,Rúben Santos Gato Alves Dias,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,41,Portugal,780,['ada37ce2-5332-4572-bcef-3a86319042d8'],41,,,,,,,,,,,,,,,Portugal,00:27:41.535,Pass,,23.8,61.6,29.8,30.1,,,
,,,,,,,,,,,,,,,,,,1.658547,,,,,,,,,,,,,bc112ea3-06bd-4d3b-9b34-75e75ae71849,1285,,,"[31.1, 28.4]",3794687,27,,,,1.6408569,,Right Foot,,,,"[29.1, 56.9]",,Ground Pass,28.57009,,,Kléper Laveran Lima Ferreira,,,,,,1,Regular Play,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,41,Portugal,780,['0f12b8c6-1dd3-4727-901d-3c8eb05b6be7'],46,,,,,,,,,,,,,,,Portugal,00:27:46.225,Pass,,31.1,28.4,29.1,56.9,,,
,,,,,,,,,,,,,,,,,,1.197315,,,,,,,,,,,,,cb41a48a-b1dd-4558-8fae-6f8a303cb3fa,1288,,,"[38.1, 61.6]",3794687,27,,,,-0.15499674,,Right Foot,,,,"[50.9, 59.6]",,Ground Pass,12.955308,,,João Filipe Iria Santos Moutinho,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,41,Portugal,780,['b1a305d5-39e5-4d73-92e1-45e91d34b5d8'],54,,,,,,,,,,,,,,,Portugal,00:27:54.769,Pass,,38.1,61.6,50.9,59.6,,,
,,,,,,,,,,,,,,,,,,1.61093,,,,,,,,,,,,,30d20230-9fd3-48fd-b392-3812d630a467,1291,,,"[42.8, 54.9]",3794687,27,,,,-1.9314617,,Right Foot,,,,"[31.9, 26.0]",,Ground Pass,30.887215,,,Rúben Santos Gato Alves Dias,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,41,Portugal,780,['aceacffe-d61d-4ca3-a81e-290905d1eb00'],59,,,,,,,,,,,,,,,Portugal,00:27:59.383,Pass,,42.8,54.9,31.9,26.0,,,
,,,,,,,,,,,,,,,,,,1.947841,,,,,,,,,,,,,8754a1d4-eaac-490f-88ae-7a9e6f08cb1b,1294,,,"[32.3, 26.3]",3794687,28,,,,-0.86603105,,Right Foot,,,,"[50.5, 4.9]",,Ground Pass,28.092703,,,Raphaël Adelino José Guerreiro,,,,,,1,Regular Play,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,41,Portugal,780,['86620913-aae7-44f1-8d58-33a8567cd2bf'],1,,,,,,,,,,,,,,,Portugal,00:28:01.636,Pass,,32.3,26.3,50.5,4.9,,,
,,,,,,,,,,,,,,,,,,0.603401,,,,,,,,,,,,,ea30f571-e914-4ff3-83ee-0753f8a5c684,1297,,,"[50.5, 4.9]",3794687,28,,,,0.21406068,,Left Foot,,,,"[57.4, 6.4]",,Ground Pass,7.0611615,,,Renato Júnior Luz Sanches,,,,,,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,41,Portugal,780,['1ef1b2d9-3fb4-45aa-8833-d6dad51a9bb8'],3,,,,,,,,,,,,,,,Portugal,00:28:03.890,Pass,,50.5,4.9,57.4,6.4,,,
,,,,,,,,,,,,,,,,,,1.816253,,,,,,,,,,,,,47636244-9e7c-4f19-82a7-9d9162a670e7,1300,,,"[57.4, 6.4]",3794687,28,,,,2.5471177,,Right Foot,,,,"[43.2, 16.0]",,Ground Pass,17.140594,,,Rúben Santos Gato Alves Dias,,,,,,1,Regular Play,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,41,Portugal,780,['da3e9d86-b30b-48e1-8e74-9341d68d96af'],5,,,,,,,,,,,,,,,Portugal,00:28:05.846,Pass,,57.4,6.4,43.2,16.0,,,
,,,,,,,,,,,,,,,,,,3.025323,,,,,,,,,,,,,6d39e7ce-fcbd-4b1c-bf2f-13535829c476,1303,,,"[46.5, 17.1]",3794687,28,,,,0.020077623,,Right Foot,,,,"[96.3, 18.1]",,High Pass,49.81004,Incomplete,,Diogo José Teixeira da Silva,,,,,,1,Regular Play,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,41,Portugal,780,"['747107aa-ac93-4c5d-9a8e-afeadf612724', 'c44febae-33e9-4083-93b5-305c75387da6']",9,,,,,,,,,,,,,,,Portugal,00:28:09.382,Pass,,46.5,17.1,96.3,18.1,,,
