ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,50e3038b-a469-41c4-bf3e-70af3524a5a3,1,,,,3788767,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ukraine,911,,0,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 22243, 'name': 'Heorhii Bushchan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 31900, 'name': 'Oleksandr Karavaev'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 39136, 'name': 'Illia Zabarnyi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 18617, 'name': 'Mykola Matviyenko'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 20827, 'name': 'Vitalii Mykolenko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 16514, 'name': 'Serhii Sydorchuk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 21294, 'name': 'Mykola Shaparenko'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3575, 'name': 'Oleksandr Zinchenko'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8830, 'name': 'Andriy Yarmolenko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 16557, 'name': 'Ruslan Malinovskiy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 23649, 'name': 'Roman Yaremchuk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Ukraine,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3f5770f7-8939-4d60-9df7-6b59c0a2809e,2,,,,3788767,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ukraine,911,,0,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 8506, 'name': 'Konrad Laimer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 24977, 'name': 'Christoph Baumgartner'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Austria,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,840e23eb-bd19-47a6-a7e5-a37d1a66607a,3,,,,3788767,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ukraine,911,['63b8cfe4-c011-4273-8fc3-c59a168b4aa5'],0,,,,,,,,,,,,,,Austria,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,63b8cfe4-c011-4273-8fc3-c59a168b4aa5,4,,,,3788767,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ukraine,911,['840e23eb-bd19-47a6-a7e5-a37d1a66607a'],0,,,,,,,,,,,,,,Ukraine,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,86abd585-9c18-489a-b0ff-99370a8c85de,1824,,,,3788767,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,103,Ukraine,911,['9503e42f-13c8-433c-8ff9-d313072cf34b'],0,,,,,,,,,,,,,,Ukraine,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9503e42f-13c8-433c-8ff9-d313072cf34b,1825,,,,3788767,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,103,Ukraine,911,['86abd585-9c18-489a-b0ff-99370a8c85de'],0,,,,,,,,,,,,,,Austria,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,0.871645,,,,,,,,,,,,e27669a1-0c9b-4f45-9f6f-74214406a073,5,,,"[61.0, 40.1]",3788767,0,,,,3.0522788,,Right Foot,,,,"[54.3, 40.7]",,Ground Pass,,6.726812,,,,Florian Grillitsch,,,,,Kick Off,1,From Kick Off,Marcel Sabitzer,8518.0,Center Attacking Midfield,2,Austria,915,['0d7400a0-8ef8-4e4b-86db-638c870fe056'],1,,,,,,,,,,,,,,Austria,00:00:01.479,Pass,,61.0,40.1,54.3,40.7,,,
,,,,,,,,,,,,,,,,,0.923116,,,,,,,,,,,,0f5167ed-3d92-4b85-ac7a-6a87c51efa98,8,,,"[53.8, 38.1]",3788767,0,,,,0.19270076,,Right Foot,,,,"[62.0, 39.7]",,Ground Pass,,8.354639,,,,Marcel Sabitzer,,,,,,1,From Kick Off,Florian Grillitsch,11396.0,Left Center Midfield,2,Austria,915,['b673bf53-7907-4ccd-852c-d9af1a57a46b'],2,,,,,,,,,,,,,,Austria,00:00:02.718,Pass,,53.8,38.1,62.0,39.7,,,
,,,,,,,,,,,,,,,,,0.6192,,,,,,,,,,,,4e6e3821-9ba6-4dab-b3f2-af51ed938aba,10,,,"[62.0, 39.7]",3788767,0,,,,2.9983497,,Right Foot,,,,"[51.6, 41.2]",,Ground Pass,,10.507616,,,,Florian Grillitsch,,,,,,1,From Kick Off,Marcel Sabitzer,8518.0,Center Attacking Midfield,2,Austria,915,['0c4dce37-2690-490d-beb4-20d833f3311f'],3,,,,,,,,,,,,,,Austria,00:00:03.641,Pass,,62.0,39.7,51.6,41.2,,,
,,,,,,,,,,,,,,,,,1.267399,,,,,,,,,,,,bf8bc58e-4908-40fb-9e54-160ac9c1a33a,15,,,"[51.1, 41.9]",3788767,0,,,,2.6480289,,Right Foot,,,,"[35.3, 50.4]",,Ground Pass,,17.941294,,,,Aleksandar Dragović,,,,,,1,From Kick Off,Florian Grillitsch,11396.0,Left Center Midfield,2,Austria,915,"['3a31a349-8ae6-41b0-a662-6129a53a7dbb', '502d5446-69ef-4b82-9b5b-ff42e0b8a4de', '81f2bc3c-ca2f-494a-b8a7-fb400af0cfb3']",4,,,,,,,,,,,,,,Austria,00:00:04.776,Pass,True,51.1,41.9,35.3,50.4,,,
,,,,,,,,,,,,,,,,,1.945317,,,,,,,,,,,,9e898a53-73d6-42ba-a2b9-b1e41ddf502c,19,,,"[35.5, 50.0]",3788767,0,,,,-1.8874319,,Right Foot,,,,"[27.8, 26.5]",,Ground Pass,,24.729334,,,,Martin Hinteregger,,,,,,1,From Kick Off,Aleksandar Dragović,3969.0,Right Center Back,2,Austria,915,"['1145830a-061c-4a30-bc6d-4b20dff94d99', '9a076995-1e7f-4eda-920b-161113877757']",6,,,,,,,,,,,,,,Austria,00:00:06.231,Pass,True,35.5,50.0,27.8,26.5,,,
,,,,,,,,,,,,,,,,,2.418674,,,,,,,,,,,,770064af-8476-4b76-a049-87f2a70f1cb8,21,,,"[28.5, 26.3]",3788767,0,,,,2.8515058,,Left Foot,,,,"[8.4, 32.3]",,Ground Pass,,20.976416,,,,Daniel Bachmann,,,,,,1,From Kick Off,Martin Hinteregger,8307.0,Left Center Back,2,Austria,915,['f3830957-24a9-4811-aed8-b9c55ee48198'],8,,,,,,,,,,,,,,Austria,00:00:08.176,Pass,,28.5,26.3,8.4,32.3,,,
,,,,,,,,,,,,,,,,,2.655555,,,,,,,,,,,,43f15bf4-d268-4519-baf7-7d39605ff6e7,24,,,"[7.8, 28.3]",3788767,0,,,,0.22001614,,Left Foot,,,,"[62.8, 40.6]",,High Pass,,56.358585,,Incomplete,,,,,,,,1,From Kick Off,Daniel Bachmann,21532.0,Goalkeeper,2,Austria,915,['cf8d7641-068a-4109-b253-69dc15afaecf'],12,,,,,,,,,,,,,,Austria,00:00:12.102,Pass,,7.8,28.3,62.8,40.6,,,
,,,,,,,,,,,,,,,,,1.01294,,,,,,,,,,,,af27494d-ce7f-4a5d-a04b-8315dcce25d7,27,,,"[57.3, 39.5]",3788767,0,,,,-3.0803196,,Left Foot,,,,"[41.0, 38.5]",,Ground Pass,,16.330647,,,,Mykola Matviyenko,,,,,,1,Regular Play,Vitalii Mykolenko,20827.0,Left Back,3,Ukraine,911,['0dd59564-ff32-4708-a775-5034cce30717'],15,,,,,,,,,,,,,,Ukraine,00:00:15.610,Pass,,57.3,39.5,41.0,38.5,,,
,,,,,,,,,,,,,,,,,2.633311,,,,,,,,,,,,3d802f0c-c452-4a48-81d6-64be5877977b,30,,,"[33.6, 38.9]",3788767,0,,,,2.8882284,,Right Foot,,,,"[11.2, 44.7]",,Ground Pass,,23.138712,,,,Heorhii Bushchan,,,,,,1,Regular Play,Mykola Matviyenko,18617.0,Left Center Back,3,Ukraine,911,['6efbd250-8935-4e90-b26f-4aa8ce98d7f2'],17,,,,,,,,,,,,,,Ukraine,00:00:17.478,Pass,,33.6,38.9,11.2,44.7,,,
,,,,,,,,,,,,,,,,,1.985819,,,,,,,,,,,,66bf6468-f362-4422-bef1-725ceeb2ea2b,33,,,"[14.8, 52.6]",3788767,0,,,,0.42070857,,Right Foot,,,,"[63.3, 74.3]",,High Pass,,53.13323,,,,Andriy Yarmolenko,,,,,,1,Regular Play,Heorhii Bushchan,22243.0,Goalkeeper,3,Ukraine,911,['f7aa04ba-8daf-4989-ae3f-58c0c07b9c36'],21,,,,,,,,,,,,,,Ukraine,00:00:21.518,Pass,,14.8,52.6,63.3,74.3,,,
,,,,,,,,,,,,,,,,,0.27567,,,,,,,,,,,,5c7c1f5a-52cd-4c4b-9a20-d4900a273e0a,37,,,"[47.5, 4.0]",3788767,0,,,,0.36172923,,Head,,,,"[51.2, 5.4]",,Low Pass,,3.9560082,,Incomplete,,Florian Grillitsch,,,,,Recovery,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,3,Ukraine,911,"['0a0d4fe3-b51d-4745-adb8-f76a8ae2ce75', '78ed5dee-bfcb-4026-9b7e-206a2b3652f4']",25,,,,,,,,,,,,,,Austria,00:00:25.867,Pass,,47.5,4.0,51.2,5.4,,,
,,,,,,,,,,,,,,,,,2.058427,,,,,,,,,,,,64dfe9d5-f502-469f-84ba-0d7e3510be7c,42,,,"[47.6, 2.5]",3788767,0,,,,0.45850626,,Left Foot,,,,"[63.2, 10.2]",,High Pass,,17.39684,,,,Marcel Sabitzer,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,4,Austria,915,['d0e15592-1554-442f-9a44-4c11c9b06412'],26,,,,,,,,,,,,,,Austria,00:00:26.888,Pass,,47.6,2.5,63.2,10.2,,,
,,,,,,,,,,,,,,,,,0.982037,,,,,,,,,,,,d708d670-d27e-422b-8ab8-ebc556466281,46,,,"[63.4, 9.7]",3788767,0,,,,-2.4539213,,Right Foot,,,,"[60.6, 7.4]",,Low Pass,,3.6235342,,Incomplete,,Florian Grillitsch,,,,,,1,Regular Play,Marcel Sabitzer,8518.0,Center Attacking Midfield,4,Austria,915,"['1e8dc0c0-12c6-4d93-ba7d-54b4ec00e054', '6e5b4d7f-fc6c-4a83-894a-10c3090572a6', 'c763ea95-25d2-4e0b-be76-b89a7a3ab82d']",29,,,,,,,,,,,,,,Austria,00:00:29.582,Pass,True,63.4,9.7,60.6,7.4,,,
,,,,,,,,,,,,,,,,,1.118366,,,,,,,,,,,,09f874c7-7052-4e66-b558-7b55f99e011d,49,,,"[53.3, 4.4]",3788767,0,,,,0.02803004,,Left Foot,,,,"[64.0, 4.7]",,High Pass,,10.704205,,,,Christoph Baumgartner,,,,,Recovery,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,4,Austria,915,['9f3eb2a0-fae1-4cca-a99d-d2c300dae294'],31,,,,,,,,,,,,,,Austria,00:00:31.606,Pass,,53.3,4.4,64.0,4.7,,,
,,,,,,,,,,,,,,,,,0.268079,,,,,,,,,,,,32086c60-2c25-4df8-b7a7-6e7e257f19de,53,,,"[64.8, 5.2]",3788767,0,,,,-3.0860941,,Right Foot,,,,"[61.2, 5.0]",,Low Pass,,3.6055512,,Incomplete,,David Olatukunbo Alaba,,,,,,1,Regular Play,Christoph Baumgartner,24977.0,Left Wing,4,Austria,915,"['ad4b883f-29b6-444e-8626-b5ed2bd4c300', 'd040e820-6149-4a75-b25e-9c9ba77b3e83', 'e5167aa6-22fd-4c64-9bdf-616c9fe2ab8e']",34,,,,,,,,,,,,,,Austria,00:00:34.076,Pass,True,64.8,5.2,61.2,5.0,,,
,,,,,,,,,,,,,,,,,0.539909,,,,,,,,,,,,49f30905-c5ab-4eb1-b03e-98e0ef17f5b0,56,,,"[58.4, 0.1]",3788767,0,True,,,1.5509969,,,,,,"[58.6, 10.2]",,Low Pass,,10.10198,,,,Christoph Baumgartner,,,,,Throw-in,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,5,Austria,915,['3c101c78-4427-4de7-bfa4-fb137c7dd075'],51,,,,,,,,,,,,,,Austria,00:00:51.634,Pass,,58.4,0.1,58.6,10.2,,,
,,,,,,,,,,,,,,,,,1.1543,,,,,,,,,,,,1fb5b169-b8d5-411f-9ff7-d67d5f87c3e6,58,,,"[58.6, 10.2]",3788767,0,True,,,-3.0024967,,Right Foot,,,,"[48.6, 8.8]",,Ground Pass,,10.097525,,,,Florian Grillitsch,,,,,,1,From Throw In,Christoph Baumgartner,24977.0,Left Wing,5,Austria,915,['dec73ca4-c0d4-4b96-aea0-cfd942bb2ec8'],52,,,,,,,,,,,,,,Austria,00:00:52.200,Pass,,58.6,10.2,48.6,8.8,,,
,,,,,,,,,,,,,,,,,2.027647,,,,,,,,,,,,aa157ffd-780c-45f8-984a-3743a833241a,61,,,"[47.3, 9.3]",3788767,0,,,,1.8228533,,Right Foot,,,,"[37.9, 45.8]",,Ground Pass,,37.69098,,,,Aleksandar Dragović,,,,,,1,From Throw In,Florian Grillitsch,11396.0,Left Center Midfield,5,Austria,915,"['7b9833ab-4195-4f17-a278-1e9b05707791', '89b896dd-9a2f-4a8e-ba2c-da54ace31e71']",54,,,,,,,,,,,,,,Austria,00:00:54.196,Pass,True,47.3,9.3,37.9,45.8,,,
,,,,,,,,,,,,,,,,,2.668187,,,,,,,,,,,,58b93239-f21a-4167-8288-b210bd557d8b,64,,,"[56.6, 52.6]",3788767,1,,,,-0.6546416,,Right Foot,,,,"[97.9, 20.9]",,High Pass,,52.063232,,Incomplete,,David Olatukunbo Alaba,,,,,,1,From Throw In,Aleksandar Dragović,3969.0,Right Center Back,5,Austria,915,"['20dacbf8-095d-48ea-b557-ffafe41ab685', 'b12d8947-f940-4271-bf79-cea5c1b9ff00']",4,,,,,,,,,,,,,,Austria,00:01:04.569,Pass,,56.6,52.6,97.9,20.9,,,
,,,,,,,,,,,,,,,,,1.033679,,,,,,,,,,,,b12d8947-f940-4271-bf79-cea5c1b9ff00,66,,,"[22.2, 59.2]",3788767,1,,,,0.1746722,,Head,,,,"[35.8, 61.6]",,High Pass,,13.810142,,Incomplete,,Andriy Yarmolenko,,,,,Recovery,1,From Throw In,Oleksandr Karavaev,31900.0,Right Back,5,Austria,915,"['58b93239-f21a-4167-8288-b210bd557d8b', '769427e0-f09f-459f-a030-34f4e20d7648', 'e03bfa0a-d4a0-4456-b7bf-98aca5e692d1']",7,,,,,,,,,,,,,,Ukraine,00:01:07.237,Pass,,22.2,59.2,35.8,61.6,,,
,,,,,,,,,,,,,,,,,1.985325,,,,,,,,,,,,e03bfa0a-d4a0-4456-b7bf-98aca5e692d1,68,,,"[84.3, 18.5]",3788767,1,,,,-1.0433258,,Head,,,,"[90.3, 8.2]",,High Pass,,11.920151,,Incomplete,,David Olatukunbo Alaba,,,,,Recovery,1,From Throw In,Marcel Sabitzer,8518.0,Center Attacking Midfield,5,Austria,915,"['11bb361f-318b-417f-8f0e-6db2589a5428', 'a3129179-600d-4b1a-97ff-64d3672daefd', 'b12d8947-f940-4271-bf79-cea5c1b9ff00']",8,,,,,,,,,,,,,,Austria,00:01:08.271,Pass,,84.3,18.5,90.3,8.2,,,
,,,,,,,,,,,,,,,,,1.236312,,,,,,,,,,,,4a219f1f-bf92-4cdd-9f56-48e1ec717826,72,,,"[77.6, 5.0]",3788767,1,,,,0.5829136,,Head,,,,"[86.7, 11.0]",,High Pass,,10.9,,,,David Olatukunbo Alaba,,,,,Recovery,1,From Throw In,Marcel Sabitzer,8518.0,Center Attacking Midfield,5,Austria,915,['427fe5b3-26a3-4486-9d27-344158f3f59d'],11,,,,,,,,,,,,,,Austria,00:01:11.288,Pass,,77.6,5.0,86.7,11.0,,,
,,,,,,,,,,,,,,,,,1.621162,,,,,,,,,,,,2aecc272-2f30-4a7b-9bea-91513ba8fe43,74,,,"[86.7, 11.0]",3788767,1,,,,2.8948185,,Head,,,,"[73.6, 14.3]",,High Pass,,13.509256,,,,Florian Grillitsch,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,5,Austria,915,['d1320fbb-2b74-4ceb-8ce8-681938136d28'],12,,,,,,,,,,,,,,Austria,00:01:12.524,Pass,,86.7,11.0,73.6,14.3,,,
,,,,,,,,,,,,,,,,,1.768409,,,,,,,,,,,,028cd283-0f7a-4c7a-baa6-3520d76f4cb7,78,,,"[73.1, 14.3]",3788767,1,,,,-3.1312304,,Right Foot,,,,"[53.8, 14.1]",,Low Pass,,19.301037,,,,Martin Hinteregger,,,,,,1,From Throw In,Florian Grillitsch,11396.0,Left Center Midfield,5,Austria,915,"['27b495e1-aa63-43cc-88f7-1543281c8107', 'f92b23c6-21a6-4cd6-abf3-c52a41dad128']",14,,,,,,,,,,,,,,Austria,00:01:14.421,Pass,True,73.1,14.3,53.8,14.1,,,
,,,,,,,,,,,,,,,,,2.307143,,,,,,,,,,,,b3101642-0686-4dd5-8925-060ff8bc63ba,82,,,"[46.2, 16.7]",3788767,1,,,,2.4489508,,Right Foot,,,,"[22.7, 36.2]",,Ground Pass,,30.536863,,,,Daniel Bachmann,,,,,,1,From Throw In,Martin Hinteregger,8307.0,Left Center Back,5,Austria,915,"['45f9a869-f5d8-41b8-b148-4d539e1b4a59', 'f6f19e96-665c-4ea8-913f-93ad83f95fb2']",17,,,,,,,,,,,,,,Austria,00:01:17.532,Pass,True,46.2,16.7,22.7,36.2,,,
,,,,,,,,,,,,,,,,,1.519476,,,,,,,,,,,,6d323e31-39df-4d7b-a5f3-c48bf75900ac,85,,,"[22.7, 36.2]",3788767,1,,,,1.1227725,,Left Foot,,,,"[28.9, 49.1]",,Ground Pass,,14.312582,,,,Aleksandar Dragović,,,,,,1,From Throw In,Daniel Bachmann,21532.0,Goalkeeper,5,Austria,915,['be27a243-f1d8-4624-a1a2-fb834ec5f4ae'],20,,,,,,,,,,,,,,Austria,00:01:20.458,Pass,,22.7,36.2,28.9,49.1,,,
,,,,,,,,,,,,,,,,,1.163288,,,,,,,,,,,,478f5abb-27c1-484b-b0f1-f7bb290dc5f1,88,,,"[28.9, 49.1]",3788767,1,,,,-1.0516502,,Right Foot,,,,"[34.1, 40.0]",,Ground Pass,,10.480935,,,,Florian Grillitsch,,,,,,1,From Throw In,Aleksandar Dragović,3969.0,Right Center Back,5,Austria,915,['c9a1cafd-c315-4655-9ba7-877bce18eed5'],22,,,,,,,,,,,,,,Austria,00:01:22.992,Pass,,28.9,49.1,34.1,40.0,,,
,,,,,,,,,,,,,,,,,1.416646,,,,,,,,,,,,dddc0d2e-fc51-4ed7-ab87-14f14c5f4d9b,91,,,"[50.5, 51.8]",3788767,1,,,,1.342887,,Right Foot,,,,"[56.6, 78.1]",,Ground Pass,,26.998148,,,,Stefan Lainer,,,,,,1,From Throw In,Florian Grillitsch,11396.0,Left Center Midfield,5,Austria,915,['fa51342e-81d7-484b-9aef-637737d22b8e'],30,,,,,,,,,,,,,,Austria,00:01:30.494,Pass,,50.5,51.8,56.6,78.1,,,
,,,,,,,,,,,,,,,,,1.232316,,,,,,,,,,,,aaa670c6-6449-484c-8b6d-b0a105ebb52a,94,,,"[62.0, 78.1]",3788767,1,,,,0.02246813,,Right Foot,,,,"[70.9, 78.3]",,Ground Pass,,8.902246,,,,Konrad Laimer,,,,,,1,From Throw In,Stefan Lainer,8779.0,Right Back,5,Austria,915,['1e07227b-4e97-4651-8899-b0d9167086bc'],32,,,,,,,,,,,,,,Austria,00:01:32.544,Pass,,62.0,78.1,70.9,78.3,,,
,,,,,,,,,,,,,,,,,1.141965,,,,,,,,,,,,830979ad-c673-4e89-b22b-d5773975cbec,98,,,"[76.1, 78.9]",3788767,1,,,,0.0,,Right Foot,,,,"[85.9, 78.9]",,Ground Pass,,9.8,,,,Xaver Schlager,,,,,,1,From Throw In,Konrad Laimer,8506.0,Right Wing,5,Austria,915,['a041e620-7b0d-454c-b112-d19e28c613fa'],35,,,,,,,,,,,,,,Austria,00:01:35.159,Pass,,76.1,78.9,85.9,78.9,,,
,,,,,,,,,,,,,,,,,0.928384,,,,,,,,,,,,08335622-f57a-45ed-a464-0eaaba973c61,106,,,"[111.1, 64.7]",3788767,1,,,,-1.7498116,,Right Foot,,,,"[109.2, 54.2]",,Ground Pass,,10.67052,,,,Konrad Laimer,,,,,,1,From Throw In,Xaver Schlager,8769.0,Right Center Midfield,5,Austria,915,"['1de692c7-d76f-4134-a6a4-e95946aa114c', '56f818d2-0808-41c0-b867-56e04b522eb2']",39,,,,,,,,,,,,,,Austria,00:01:39.577,Pass,True,111.1,64.7,109.2,54.2,,,
,,,,,,,,,,,,,,,,,1.06406,,,,,,,,,,,,09727822-1778-49cd-8fa5-6bc6473ee367,111,,,"[120.0, 80.0]",3788767,2,,,,-1.7181085,e3c8959c-eea3-428d-ab26-c60e2a1b95e6,Left Foot,,,,"[115.4, 49.0]",,High Pass,True,31.339432,,,,Marcel Sabitzer,True,,Inswinging,,Corner,1,From Corner,David Olatukunbo Alaba,8220.0,Left Back,6,Austria,915,['ed947cca-b95c-49be-b1ed-cadee529dfae'],10,,,,,,,,,,,,,,Austria,00:02:10.835,Pass,,120.0,80.0,115.4,49.0,,,
,,,,,,,,,,,,,,,,,2.017188,,,,,,,,,,,,504db66e-9d8a-40b2-8a9f-5e3bd9c5bba8,117,,,"[120.0, 0.1]",3788767,2,,,,1.7526491,,Left Foot,,,,"[111.1, 48.5]",,High Pass,,49.211483,,,True,Christoph Baumgartner,,True,Outswinging,,Corner,1,From Corner,David Olatukunbo Alaba,8220.0,Left Back,7,Austria,915,['18fcbed8-f201-4bf6-8231-67873c606049'],42,,,,,,,,,,,,,,Austria,00:02:42.809,Pass,,120.0,0.1,111.1,48.5,,,
,,,,,,,,,,,,,,,,,0.82499,,,,,,,,,,,,08609558-f36a-432a-92d9-05d690eb7f41,119,,,"[111.1, 48.5]",3788767,2,,,,-1.4447082,,Head,,,,"[112.0, 41.4]",,Low Pass,,7.156815,,,,Martin Hinteregger,,,,,,1,From Corner,Christoph Baumgartner,24977.0,Left Wing,7,Austria,915,['df8884d5-c70e-42aa-873c-b6417fe1ef2b'],45,,,,,,,,,,,,,,Austria,00:02:45.107,Pass,,111.1,48.5,112.0,41.4,,,
,,,,,,,,,,,,,,,,,1.910011,,,,,,,,,,,,cf8a49c4-1254-42c1-9d5b-deab840d9e00,125,,,"[7.4, 42.6]",3788767,2,True,,,-0.9139372,,Right Foot,,,,"[26.6, 17.7]",,Ground Pass,,31.442804,,,,Vitalii Mykolenko,,,,,Free Kick,1,From Free Kick,Heorhii Bushchan,22243.0,Goalkeeper,8,Ukraine,911,['26585d58-3c83-4554-9d1d-35d77281c83d'],57,,,,,,,,,,,,,,Ukraine,00:02:57.270,Pass,,7.4,42.6,26.6,17.7,,,
,,,,,,,,,,,,,,,,,2.73188,,,,,,,,,,,,86523914-c044-4fc4-8eb2-47b260791614,127,,,"[35.6, 9.7]",3788767,3,,,,1.5360003,,Left Foot,,,,"[37.8, 72.9]",,High Pass,,63.23828,,,,Oleksandr Karavaev,,True,,,,1,From Free Kick,Vitalii Mykolenko,20827.0,Left Back,8,Ukraine,911,['c7331672-b92d-4aa7-be83-73f11676ea46'],4,,,,,,,,,,,,,,Ukraine,00:03:04.570,Pass,,35.6,9.7,37.8,72.9,,,
,,,,,,,,,,,,,,,,,0.087888,,,,,,,,,,,,bed63ee8-60be-49d1-99a6-fecc9d3ced34,131,,,"[47.0, 75.9]",3788767,3,,,,-0.5880026,,Right Foot,,,,"[48.5, 74.9]",,Low Pass,,1.8027756,,Incomplete,,,,,,,,1,From Free Kick,Oleksandr Karavaev,31900.0,Right Back,8,Ukraine,911,['b53583e7-007f-47b4-a7d2-02fe979ac4b2'],8,,,,,,,,,,,,,,Ukraine,00:03:08.695,Pass,,47.0,75.9,48.5,74.9,,,
,,,,,,,,,,,,,,,,,2.837179,,,,,,,,,,,,a7dd611c-74a7-4ecf-add2-effbd784befc,133,,,"[56.1, 80.0]",3788767,3,,,,-0.13999952,,,,,,"[93.0, 74.8]",,Low Pass,,37.264595,,,,Andriy Yarmolenko,,,,,Throw-in,1,From Throw In,Oleksandr Karavaev,31900.0,Right Back,9,Ukraine,911,['b0e5a6a8-e4b9-4c0b-9a2c-cf6ead136a2b'],27,,,,,,,,,,,,,,Ukraine,00:03:27.949,Pass,,56.1,80.0,93.0,74.8,,,
