50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,1.807292,,,,,,,,,,,,,02dfa3f2-3ef8-4c6d-b760-05cfb4dfb213,1572,,"[83.5, 49.6]",3788772,41,,,,,-1.7405746,,Head,,,"[80.5, 32.1]",,Low Pass,17.755281,,,,Luke Shaw,,,,,,Recovery,1,From Corner,Kyle Walker,3205.0,Right Back,62,England,768,"['2f5b6653-6d2c-49de-8874-bffa5fbd5537', '37e946c3-8416-4f82-9f1f-20db37305275']",27,,,,,,,,,,,,,,,England,00:41:27.139,Pass,True,83.5,49.6,80.5,32.1,,,
,,,,,,,,,,,,,,,,,4.810712,,,,,,,,,,,,,e69560ea-2811-43a4-a1e7-ad79c4c4a0d2,1574,,"[80.1, 32.1]",3788772,41,,,,,2.9784973,,Left Foot,,,"[24.8, 41.2]",,Ground Pass,56.04373,,,,Jordan Pickford,,,,,,,1,From Corner,Luke Shaw,3382.0,Left Back,62,England,768,['289c449c-8a59-4694-b93c-c8fea72f3412'],28,,,,,,,,,,,,,,,England,00:41:28.946,Pass,,80.1,32.1,24.8,41.2,,,
,,,,,,,,,,,,,,,,,1.31767,,,,,,,,,,,,,728f8b04-7db5-4a3d-b1f4-5c16f9e6fdb2,1577,,"[26.2, 41.2]",3788772,41,,,,,-0.26836622,,Left Foot,,,"[34.2, 39.0]",,Ground Pass,8.296988,,,,Kyle Walker,,,,,,,1,From Corner,Jordan Pickford,3468.0,Goalkeeper,62,England,768,['11808da3-3c13-41a1-8050-90725bb66caa'],35,,,,,,,,,,,,,,,England,00:41:35.120,Pass,,26.2,41.2,34.2,39.0,,,
,,,,,,,,,,,,,,,,,1.391182,,,,,,,,,,,,,cf5586f5-b0a9-4fd5-8642-d5a64128b9de,1580,,"[35.9, 39.6]",3788772,41,,,,,1.6650048,,Right Foot,,,"[34.7, 52.3]",,Ground Pass,12.756567,,,,John Stones,,,,,,,1,From Corner,Kyle Walker,3205.0,Right Back,62,England,768,['ef1ccb88-7499-4a3c-b134-42f701a20915'],37,,,,,,,,,,,,,,,England,00:41:37.684,Pass,,35.9,39.6,34.7,52.3,,,
,,,,,,,,,,,,,,,,,2.409667,,,,,,,,,,,,,138807ab-7779-4650-bf6d-63aeb9356c49,1583,,"[39.5, 48.8]",3788772,41,,,,,-1.7082881,,Right Foot,,,"[37.3, 32.9]",,Ground Pass,16.05148,,,,Harry Maguire,,,,,,,1,From Corner,John Stones,3244.0,Right Center Back,62,England,768,['4ff6112b-acdb-44e5-bee8-68e0034f39be'],42,,,,,,,,,,,,,,,England,00:41:42.474,Pass,,39.5,48.8,37.3,32.9,,,
,,,,,,,,,,,,,,,,,1.122488,,,,,,,,,,,,,184058c6-c970-4fd9-b089-0236cd41efa8,1586,,"[37.5, 32.0]",3788772,41,,,,,-0.38460472,,Right Foot,,,"[50.1, 26.9]",,Ground Pass,13.593013,,,,Declan Rice,,,,,,,1,From Corner,Harry Maguire,3336.0,Left Center Back,62,England,768,['7e563202-34cf-4bcb-8a7c-96f098b5dfe1'],46,,,,,,,,,,,,,,,England,00:41:46.044,Pass,,37.5,32.0,50.1,26.9,,,
,,,,,,,,,,,,,,,,,1.534917,,,,,,,,,,,,,ba01301c-32b9-4b1d-999a-f3380893e4c9,1589,,"[50.4, 26.9]",3788772,41,,,,,2.680957,,Left Foot,,,"[37.1, 33.5]",,Ground Pass,14.847559,,,,Harry Maguire,,,,,,,1,From Corner,Declan Rice,3943.0,Left Defensive Midfield,62,England,768,['d1cf57b9-5132-4756-a3df-0d0b48f043d9'],47,,,,,,,,,,,,,,,England,00:41:47.908,Pass,,50.4,26.9,37.1,33.5,,,
,,,,,,,,,,,,,,,,,1.319443,,,,,,,,,,,,,17afdb75-dc50-48b5-af44-e1def9850fd9,1592,,"[39.5, 39.0]",3788772,41,,,,,1.6818615,,Right Foot,,,"[36.5, 65.9]",,Low Pass,27.066769,,,,Kyle Walker,,,,,,,1,From Corner,Harry Maguire,3336.0,Left Center Back,62,England,768,['8eb3e60d-6669-4840-9113-92180788b2e5'],51,,,,,,,,,,,,,,,England,00:41:51.536,Pass,,39.5,39.0,36.5,65.9,,,
,,,,,,,,,,,,,,,,,1.9585,,,,,,,,,,,,,85ce4066-d85d-4f71-894e-a735e05b7e6e,1595,,"[39.0, 66.5]",3788772,41,,,,,0.3627432,,Right Foot,,,"[69.3, 78.0]",,Ground Pass,32.40895,,,,Jack Grealish,,,,,,,1,From Corner,Kyle Walker,3205.0,Right Back,62,England,768,['17d24d20-19f1-4b04-8e5f-4d1f33809cce'],54,,,,,,,,,,,,,,,England,00:41:54.932,Pass,,39.0,66.5,69.3,78.0,,,
,,,,,,,,,,,,,,,,,1.132218,,,,,,,,,,,,,46d01d09-ad10-4592-a3f3-623fd7fab340,1598,,"[100.6, 55.4]",3788772,42,,,,,1.2315037,ee4750ff-5063-4833-b63c-78449e904fc4,Right Foot,,,"[102.4, 60.5]",,Low Pass,5.408327,,,,Harry Kane,True,,,,,,1,From Corner,Jack Grealish,9638.0,Center Attacking Midfield,62,England,768,['dc75afb4-1241-4a11-bdb6-bcc8b6989585'],1,,,,,,,,,,,,,,,England,00:42:01.123,Pass,,100.6,55.4,102.4,60.5,,,
,,,,,,,,,,,,,,,,,3.256274,,,,,,,,,,,,,a08893e5-c246-42a0-8404-06cbe4d769e2,1604,,"[6.8, 36.5]",3788772,42,,,,,-0.13007043,,Right Foot,,,"[64.9, 28.9]",,High Pass,58.594967,,Unknown,,,,,,,,Free Kick,1,From Free Kick,Tomáš Vaclík,11541.0,Goalkeeper,63,Czech Republic,912,,38,,,,,,,,,,,,,,,Czech Republic,00:42:38.133,Pass,,6.8,36.5,64.9,28.9,,,
,,,,,,,,,,,,,,,,,2.582413,,,,,,,,,,,,,93d08d4d-9aba-4810-931e-1aa5947df145,1607,,"[64.9, 27.5]",3788772,43,,,,,-2.7373986,,Left Foot,,,"[47.6, 20.1]",,Ground Pass,18.816216,,,,Tomáš Kalas,,,,,,Free Kick,1,From Free Kick,Tomáš Souček,4870.0,Left Defensive Midfield,64,Czech Republic,912,['1ad49b09-c290-4fe1-b42c-c1a61f1e5c5e'],0,,,,,,,,,,,,,,,Czech Republic,00:43:00.529,Pass,,64.9,27.5,47.6,20.1,,,
,,,,,,,,,,,,,,,,,1.976339,,,,,,,,,,,,,ab775f98-f018-444d-bbde-32d23d6f170e,1610,,"[46.6, 20.1]",3788772,43,,,,,-1.0287534,,Right Foot,,,"[57.5, 2.0]",,Ground Pass,21.128654,,,,Jan Bořil,,,,,,,1,From Free Kick,Tomáš Kalas,13197.0,Left Center Back,64,Czech Republic,912,['1789f018-269a-4c09-8443-a56cdc12d084'],4,,,,,,,,,,,,,,,Czech Republic,00:43:04.917,Pass,,46.6,20.1,57.5,2.0,,,
,,,,,,,,,,,,,,,,,2.035793,,,,,,,,,,,,,9f1976ee-6264-4426-8926-4d47fefe0948,1613,,"[65.9, 3.7]",3788772,43,,,,,2.6844525,,Right Foot,,,"[47.4, 12.8]",,Ground Pass,20.616983,,,,Tomáš Kalas,,,,,,,1,From Free Kick,Jan Bořil,4875.0,Left Back,64,Czech Republic,912,['6c5053eb-40d5-4a66-bb68-51bdb691fa87'],9,,,,,,,,,,,,,,,Czech Republic,00:43:09.638,Pass,,65.9,3.7,47.4,12.8,,,
,,,,,,,,,,,,,,,,,1.807173,,,,,,,,,,,,,e7679639-69a7-4a07-aeda-c77277da0260,1616,,"[48.4, 13.3]",3788772,43,,,,,1.791729,,Left Foot,,,"[44.2, 32.0]",,Ground Pass,19.165855,,,,Tomáš Holeš,,,,,,,1,From Free Kick,Tomáš Kalas,13197.0,Left Center Back,64,Czech Republic,912,['80f0ffa1-cfb5-4cb5-be83-20a8c69c9b6a'],12,,,,,,,,,,,,,,,Czech Republic,00:43:12.148,Pass,,48.4,13.3,44.2,32.0,,,
,,,,,,,,,,,,,,,,,1.365378,,,,,,,,,,,,,2a97b7fd-7ec0-493c-b5c1-a0a69d8e5e85,1619,,"[45.6, 34.1]",3788772,43,,,,,-0.39526126,,Right Foot,,,"[60.7, 27.8]",,Ground Pass,16.36154,,,,Jan Bořil,,,,,,,1,From Free Kick,Tomáš Holeš,16469.0,Right Defensive Midfield,64,Czech Republic,912,['69168350-e4c5-428f-8cae-ae446726dec8'],15,,,,,,,,,,,,,,,Czech Republic,00:43:15.309,Pass,,45.6,34.1,60.7,27.8,,,
,,,,,,,,,,,,,,,,,5.167346,,,,,,,,,,,,,861acc63-c192-49aa-879c-acfaad2539bf,1622,,"[56.8, 33.1]",3788772,43,,,,,0.5352186,,Right Foot,,,"[119.2, 70.1]",,High Pass,72.54488,,Out,,Jakub Jankto,,,,,,,1,From Free Kick,Jan Bořil,4875.0,Left Back,64,Czech Republic,912,['79eaa4e6-7cb3-4737-9d01-400a44db7096'],17,,,,,,,,,,,,,,,Czech Republic,00:43:17.565,Pass,,56.8,33.1,119.2,70.1,,,
,,,,,,,,,,,,,,,,,4.187453,,,,,,,,,,,,,eec8b62c-97e9-4d3c-afba-2beceaee8524,1624,,"[7.0, 36.1]",3788772,43,,,,,0.08880689,,Left Foot,,,"[80.0, 42.6]",,High Pass,73.28881,,Incomplete,,Harry Kane,,,,,,Goal Kick,1,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,65,England,768,"['16d5ec65-61b2-458e-a6f2-d4de62d1d912', 'f17133b7-43a4-47b9-9ccc-c7365109ee1e']",58,,,,,,,,,,,,,,,England,00:43:58.483,Pass,,7.0,36.1,80.0,42.6,,,
,,,,,,,,,,,,,,,,,1.813942,,,,,,,,,,,,,0260d709-b841-43f8-be39-c046a66684ba,1631,,"[56.3, 34.7]",3788772,44,,,,,1.8836975,,Left Foot,,,"[53.0, 44.9]",,High Pass,10.720541,,Incomplete,,,,,,,,,1,From Goal Kick,Patrik Schick,7044.0,Center Forward,65,England,768,"['73dabb42-56f2-46ba-b55c-f80417ec434d', 'f722ff82-253a-4012-a4a0-47aa8a76c526']",4,,,,,,,,,,,,,,,Czech Republic,00:44:04.924,Pass,True,56.3,34.7,53.0,44.9,,,
,,,,,,,,,,,,,,,,,3.038267,,,,,,,,,,,,,1353d865-910f-45d3-be50-24d3b72f1164,1638,,"[62.4, 36.3]",3788772,44,,,,,-0.66649854,,Right Foot,,,"[104.1, 3.5]",,High Pass,53.054028,,Incomplete,,Luke Shaw,,,,,,Free Kick,1,From Free Kick,Harry Maguire,3336.0,Left Center Back,66,England,768,"['6f047d5a-d08e-4988-9e47-aaf7510a203a', 'e7f4269f-a669-42f1-998e-6e332e6688ba']",48,,,,,,,,,,,,,,,England,00:44:48.973,Pass,,62.4,36.3,104.1,3.5,,,
,,,,,,,,,,,,,,,,,1.747719,,,,,,,,,,,,,cff9b490-d2f4-40de-b5a9-2b24bdb42969,1642,,"[95.0, 17.8]",3788772,44,,,,True,-2.6997995,,,,,"[87.6, 14.3]",,High Pass,8.185964,,,,Raheem Sterling,,,,,,Recovery,1,From Free Kick,Jack Grealish,9638.0,Center Attacking Midfield,66,England,768,"['8ccba6f0-a38d-433e-b466-5e5f2589ef1c', 'c82fbc87-1e3a-4b57-a7c5-6779fadb11fa']",54,,,,,,,,,,,,,,,England,00:44:54.126,Pass,True,95.0,17.8,87.6,14.3,,,
,,,,,,,,,,,,,,,,,1.104735,,,,,,,,,,,,,12e766e5-0b40-4b6f-9116-dcad5d273ab9,1646,,"[80.0, 14.4]",3788772,44,,,,,-2.5221663,,Right Foot,,,"[68.5, 6.2]",,Ground Pass,14.124093,,,,Declan Rice,,,,,,,1,From Free Kick,Raheem Sterling,3233.0,Left Wing,66,England,768,"['93ede7c1-031e-4f49-babd-cdd556b18378', 'd3e0483d-2d53-45d7-a1c4-9771dacaa296']",57,,,,,,,,,,,,,,,England,00:44:57.169,Pass,True,80.0,14.4,68.5,6.2,,,
,,,,,,,,,,,,,,,,,1.943985,,,,,,,,,,,,,7f9432cb-6692-4e0c-b8eb-033fed46e68b,1649,,"[65.8, 7.0]",3788772,44,,,,,2.673787,,Right Foot,,,"[46.6, 16.7]",,Ground Pass,21.51116,,,,Harry Maguire,,,,,,,1,From Free Kick,Declan Rice,3943.0,Left Defensive Midfield,66,England,768,['d6ad9722-82eb-430a-bab2-3414bebb67e8'],59,,,,,,,,,,,,,,,England,00:44:59.351,Pass,,65.8,7.0,46.6,16.7,,,
,,,,,,,,,,,,,,,,,1.197736,,,,,,,,,,,,,67445336-7979-4a9d-af73-bee52f9d3fcc,1652,,"[46.2, 16.4]",3788772,45,,,,,-0.7059199,,Right Foot,,,"[58.4, 6.0]",,Ground Pass,16.03122,,,,Declan Rice,,,,,,,1,From Free Kick,Harry Maguire,3336.0,Left Center Back,66,England,768,['fe9de9b3-5c98-4fd5-8938-983efe4e1d93'],2,,,,,,,,,,,,,,,England,00:45:02.133,Pass,,46.2,16.4,58.4,6.0,,,
,,,,,,,,,,,,,,,,,1.614657,,,,,,,,,,,,,94a30e69-39ac-4b17-a2b5-84583eb3a461,1660,,"[60.0, 40.0]",3788772,45,,,,,3.010081,,Right Foot,,,"[41.1, 42.5]",,Ground Pass,19.064627,,,,John Stones,,,,,,Kick Off,2,From Kick Off,Jack Grealish,9638.0,Center Attacking Midfield,67,England,768,['348faf3b-f378-4e04-9a4d-fa08b8d96909'],0,,,,,,,,,,,,,,,England,00:00:00.683,Pass,,60.0,40.0,41.1,42.5,,,
,,,,,,,,,,,,,,,,,2.181277,,,,,,,,,,,,,21066ff3-b02b-45cc-a027-289112c6de5f,1663,,"[41.0, 42.8]",3788772,45,,,,,-1.4515024,,Right Foot,,,"[44.5, 13.6]",,Ground Pass,29.409012,,,,Harry Maguire,,,,,,,2,From Kick Off,John Stones,3244.0,Right Center Back,67,England,768,['a9db0574-00c8-4319-918a-94ada27b7a03'],4,,,,,,,,,,,,,,,England,00:00:04.177,Pass,,41.0,42.8,44.5,13.6,,,
,,,,,,,,,,,,,,,,,1.274569,,,,,,,,,,,,,54167ff5-61ab-4320-923e-a0ba43767201,1666,,"[44.0, 15.3]",3788772,45,,,,,1.6031591,,Right Foot,,,"[43.1, 43.1]",,Ground Pass,27.814564,,,,John Stones,,,,,,,2,From Kick Off,Harry Maguire,3336.0,Left Center Back,67,England,768,['6c588e80-bbed-4a48-bf04-65cfe3c13e59'],7,,,,,,,,,,,,,,,England,00:00:07.901,Pass,,44.0,15.3,43.1,43.1,,,
,,,,,,,,,,,,,,,,,1.694156,,,,,,,,,,,,,4a3ba3fc-632c-49bb-b73e-7df6a53c173f,1669,,"[43.1, 45.2]",3788772,45,,,,,0.2239045,,Right Foot,,,"[63.3, 49.8]",,Ground Pass,20.717142,,,,Jordan Brian Henderson,,,,,,,2,From Kick Off,John Stones,3244.0,Right Center Back,67,England,768,['17122326-18a5-493a-8cd9-1296be891d00'],10,,,,,,,,,,,,,,,England,00:00:10.198,Pass,,43.1,45.2,63.3,49.8,,,
,,,,,,,,,,,,,,,,,1.956706,,,,,,,,,,,,,ea33c148-db5c-4f8a-aaf2-dc9faa86b422,1672,,"[62.7, 49.1]",3788772,45,,,,,2.3477914,,Right Foot,,,"[45.0, 67.1]",,Ground Pass,25.244604,,,,Kyle Walker,,,,,,,2,From Kick Off,Jordan Brian Henderson,3532.0,Left Defensive Midfield,67,England,768,['fbb37c88-6725-464f-9833-007852163b82'],12,,,,,,,,,,,,,,,England,00:00:12.521,Pass,,62.7,49.1,45.0,67.1,,,
,,,,,,,,,,,,,,,,,1.27989,,,,,,,,,,,,,5eb91090-b494-4d32-bffb-4ee6222c854c,1675,,"[45.0, 67.1]",3788772,45,,,,,-1.076855,,Right Foot,,,"[50.6, 56.7]",,Ground Pass,11.811858,,,,Jordan Brian Henderson,,,,,,,2,From Kick Off,Kyle Walker,3205.0,Right Back,67,England,768,['bdad6a8b-37d1-4c99-b03a-b397f0ad2b29'],14,,,,,,,,,,,,,,,England,00:00:14.857,Pass,,45.0,67.1,50.6,56.7,,,
,,,,,,,,,,,,,,,,,1.318045,,,,,,,,,,,,,9eea5268-7f75-43aa-9d2e-f0c30a993f44,1678,,"[49.2, 57.4]",3788772,45,,,,,0.4418781,,Right Foot,,,"[75.2, 69.7]",,High Pass,28.76265,,Incomplete,,Bukayo Saka,,,,,,,2,From Kick Off,Jordan Brian Henderson,3532.0,Left Defensive Midfield,67,England,768,"['506ef814-631f-4b4f-8a0e-6d9b4a918a0c', '778ddbf2-f9ea-4af3-931d-78a957d8d162']",16,,,,,,,,,,,,,,,England,00:00:16.204,Pass,,49.2,57.4,75.2,69.7,,,
,,,,,,,,,,,,,,,,,1.434522,,,,,,,,,,,,,33b60d81-682e-401f-9b0c-cc07aeae02fa,1681,,"[73.5, 80.0]",3788772,45,,,,,-0.86081046,,,,,"[83.9, 67.9]",,High Pass,15.95525,,Incomplete,,Bukayo Saka,,,,,,Throw-in,2,From Throw In,Kyle Walker,3205.0,Right Back,68,England,768,"['2ef3b2c1-f7f3-4088-a055-fc021aee4288', '9eee4450-459e-4190-bbc0-44d64b3b9eb2']",28,,,,,,,,,,,,,,,England,00:00:28.764,Pass,,73.5,80.0,83.9,67.9,,,
,,,,,,,,,,,,,,,,,1.715645,,,,,,,,,,,,,487d1f7e-e5c6-49c3-acd1-3d5aae5a8160,1684,,"[89.2, 80.0]",3788772,45,,,,,-1.3799652,,,,,"[94.3, 53.6]",,High Pass,26.888102,,,,Harry Kane,,,,,,Throw-in,2,From Throw In,Kyle Walker,3205.0,Right Back,69,England,768,['cc6cd1ed-7337-4314-95bd-6650cbe1efc7'],37,,,,,,,,,,,,,,,England,00:00:37.099,Pass,,89.2,80.0,94.3,53.6,,,
,,,,,,,,,,,,,,,,,0.13313,,,,,,,,,,,,,c1464078-bee3-4bf3-812e-08025d7ffc8c,1690,,"[25.3, 20.9]",3788772,45,,,,,0.27829966,,Right Foot,,,"[28.8, 21.9]",,Low Pass,3.640055,,Incomplete,,Petr Ševčík,,,,,,Recovery,2,From Throw In,Tomáš Holeš,16469.0,Right Defensive Midfield,69,England,768,"['343fab7c-a6fc-432b-937b-45c0baae850a', '8a432b7f-e6c1-48f9-a549-5957d53c0432', 'b4d127cd-0871-41c7-a5a7-8d5e4cbd7270']",40,,,,,,,,,,,,,,,Czech Republic,00:00:40.118,Pass,True,25.3,20.9,28.8,21.9,,,
,,,,,,,,,,,,,,,,,1.074669,,,,,,,,,,,,,095a5e9d-c929-48c8-a48e-088725eb5fa4,1696,,"[77.7, 60.2]",3788772,45,,,,,1.5707964,,Left Foot,,,"[77.7, 73.4]",,Ground Pass,13.2,,,,Kyle Walker,,,,,,,2,From Throw In,Kalvin Phillips,4706.0,Right Defensive Midfield,69,England,768,"['ca133ab8-e087-4d38-805d-c1bf104f4339', 'cbc23c84-0104-456c-8fbf-e3c00407f4d8']",42,,,,,,,,,,,,,,,England,00:00:42.654,Pass,True,77.7,60.2,77.7,73.4,,,
,,,,,,,,,,,,,,,,,3.882194,,,,,,,,,,,,,11ccfa0f-fa43-4ae5-af45-839126daf623,1700,,"[69.2, 72.9]",3788772,45,,,,,-2.985953,,Right Foot,,,"[26.5, 66.2]",,Ground Pass,43.222446,,,,John Stones,,,,,,,2,From Throw In,Kyle Walker,3205.0,Right Back,69,England,768,"['18f590ba-e11e-4525-b9e2-d1bfef4f4389', '677c2d92-202e-4698-ba8a-ce6c4dfd87a6']",45,,,,,,,,,,,,,,,England,00:00:45.357,Pass,True,69.2,72.9,26.5,66.2,,,
,,,,,,,,,,,,,,,,,2.730616,,,,,,,,,,,,,bde63e94-b5cf-4caa-9fee-e5009674108f,1703,,"[26.5, 66.2]",3788772,45,,,,,-1.9936502,,Left Foot,,,"[13.9, 38.2]",,Ground Pass,30.704397,,,,Jordan Pickford,,,,,,,2,From Throw In,John Stones,3244.0,Right Center Back,69,England,768,['feff3e56-fb2f-479c-a0a4-d05fcdf80d4c'],49,,,,,,,,,,,,,,,England,00:00:49.341,Pass,,26.5,66.2,13.9,38.2,,,
,,,,,,,,,,,,,,,,,1.991924,,,,,,,,,,,,,dd2a8f69-eb2e-400d-ab06-4162dec28b17,1706,,"[15.0, 39.3]",3788772,45,,,,,0.8323855,,Left Foot,,,"[45.4, 72.7]",,High Pass,45.163258,,,,Kyle Walker,,,,,,,2,From Throw In,Jordan Pickford,3468.0,Goalkeeper,69,England,768,['d8aa5254-b2ab-44df-b060-f7a5baebc80c'],54,,,,,,,,,,,,,,,England,00:00:54.193,Pass,,15.0,39.3,45.4,72.7,,,
,,,,,,,,,,,,,,,,,0.235385,,,,,,,,,,,,,5d0743c1-4843-4910-932c-777ba3f0a991,1709,,"[45.4, 72.7]",3788772,45,,,,,-0.8550527,,Right Foot,,,"[47.4, 70.4]",,Low Pass,3.04795,,Incomplete,,Jordan Brian Henderson,,,,,,,2,From Throw In,Kyle Walker,3205.0,Right Back,69,England,768,"['5d3e2e2e-3eb8-4489-9545-d79114becd41', '9d13a23f-c06e-431a-9b89-9e44ff7e13f9']",56,,,,,,,,,,,,,,,England,00:00:56.225,Pass,,45.4,72.7,47.4,70.4,,,
,,,,,,,,,,,,,,,,,1.555494,,,,,,,,,,,,,40d097cf-35c2-4228-ac02-e077c67d2868,1712,,"[49.4, 80.0]",3788772,46,,,,,-0.88650155,,,,,"[64.9, 61.0]",,High Pass,24.5204,,,,Harry Kane,,,,,,Throw-in,2,From Throw In,Kyle Walker,3205.0,Right Back,70,England,768,['bddfa87e-53fd-404d-8e51-cea6c66361e9'],19,,,,,,,,,,,,,,,England,00:01:19.088,Pass,,49.4,80.0,64.9,61.0,,,
,,,,,,,,,,,,,,,,,1.331049,,,,,,,,,,,,,522144b7-290d-4f54-a319-da61c7a89205,1716,,"[64.4, 61.9]",3788772,46,,,,,2.6476512,,Right Foot,,,"[54.0, 67.5]",,Ground Pass,11.811858,,,,Jack Grealish,,,,,,,2,From Throw In,Harry Kane,10955.0,Center Forward,70,England,768,['a6b1b965-ffe3-4983-bf16-d1aa5fb6a949'],22,,,,,,,,,,,,,,,England,00:01:22.262,Pass,,64.4,61.9,54.0,67.5,,,
,,,,,,,,,,,,,,,,,1.065589,,,,,,,,,,,,,0ecdf01e-5386-41c4-9114-676868d8ea0c,1720,,"[53.9, 60.9]",3788772,46,,,,,-0.92582893,,Right Foot,,,"[62.1, 50.0]",,Ground Pass,13.640015,,,,Harry Kane,,,,,,,2,From Throw In,Jack Grealish,9638.0,Center Attacking Midfield,70,England,768,"['3ef4316c-c118-4e07-9a2c-c93fc87d6004', 'c6619a32-6d80-483f-8d9b-997e071b06a7']",25,,,,,,,,,,,,,,,England,00:01:25.803,Pass,True,53.9,60.9,62.1,50.0,,,
,,,,,,,,,,,,,,,,,2.546078,,,,,,,,,,,,,e79cefac-894e-414c-910e-6def85b34dc4,1724,,"[63.5, 49.0]",3788772,46,,,,,-1.6300261,,Right Foot,,,"[61.3, 11.9]",,Low Pass,37.165173,,,,Luke Shaw,,,,,,,2,From Throw In,Harry Kane,10955.0,Center Forward,70,England,768,"['be823439-2f4d-4f91-b2dc-c5dc740895b5', 'dc13d306-aab4-46b4-bb94-058b1f5ebdc7']",27,,,,,,,,,,,,,,,England,00:01:27.421,Pass,True,63.5,49.0,61.3,11.9,,,
,,,,,,,,,,,,,,,,,1.19808,,,,,,,,,,,,,48f0f43e-55a5-4610-9153-e7c5bb74f261,1727,,"[75.2, 13.2]",3788772,46,,,,,1.670465,,Left Foot,,,"[74.2, 23.2]",,Ground Pass,10.049875,,,,Raheem Sterling,,,,,,,2,From Throw In,Luke Shaw,3382.0,Left Back,70,England,768,['1e4640ec-70ae-4407-b05b-a9a1bb658f54'],32,,,,,,,,,,,,,,,England,00:01:32.838,Pass,,75.2,13.2,74.2,23.2,,,
,,,,,,,,,,,,,,,,,1.239677,,,,,,,,,,,,,0353e412-d4c4-4e44-b661-b8a850ad69de,1730,,"[73.5, 18.1]",3788772,46,,,,,2.4227626,,Right Foot,,,"[67.9, 23.0]",,Ground Pass,7.441102,,,,Kalvin Phillips,,,,,,,2,From Throw In,Raheem Sterling,3233.0,Left Wing,70,England,768,['bc18f1a0-f0e2-4c74-82b7-ae4c8ef280ed'],35,,,,,,,,,,,,,,,England,00:01:35.855,Pass,,73.5,18.1,67.9,23.0,,,
,,,,,,,,,,,,,,,,,0.767738,,,,,,,,,,,,,b3ef062e-c1e8-4043-b522-300f936e6fed,1733,,"[67.9, 23.0]",3788772,46,,,,,0.92467743,,Right Foot,,,"[72.5, 29.1]",,Ground Pass,7.640026,,,,Jordan Brian Henderson,,,,,,,2,From Throw In,Kalvin Phillips,4706.0,Right Defensive Midfield,70,England,768,['acb33028-5f7c-4340-bb86-10388147c562'],37,,,,,,,,,,,,,,,England,00:01:37.560,Pass,,67.9,23.0,72.5,29.1,,,
,,,,,,,,,,,,,,,,,0.925233,,,,,,,,,,,,,0b742098-6f74-42dd-8993-7a76af283b1c,1735,,"[72.5, 29.1]",3788772,46,,,,,-2.3142023,,Right Foot,,,"[66.8, 22.9]",,Ground Pass,8.421995,,,,Kalvin Phillips,,,,,,,2,From Throw In,Jordan Brian Henderson,3532.0,Left Defensive Midfield,70,England,768,['91b0c5f7-8ae6-4af2-8cda-15d60be5377a'],38,,,,,,,,,,,,,,,England,00:01:38.328,Pass,,72.5,29.1,66.8,22.9,,,
,,,,,,,,,,,,,,,,,1.141165,,,,,,,,,,,,,e4c6c68e-f169-4dea-996d-6d1193fbf525,1738,,"[66.9, 22.6]",3788772,46,,,,,-1.1722739,,Right Foot,,,"[70.1, 15.0]",,Ground Pass,8.246211,,,,Raheem Sterling,,,,,,,2,From Throw In,Kalvin Phillips,4706.0,Right Defensive Midfield,70,England,768,['4335cb9a-b4c2-43ad-a7ac-1791522a1384'],39,,,,,,,,,,,,,,,England,00:01:39.970,Pass,,66.9,22.6,70.1,15.0,,,
,,,,,,,,,,,,,,,,,1.132277,,,,,,,,,,,,,b82259f4-a9c0-4106-94c3-d2164e8a8f3c,1741,,"[70.0, 13.8]",3788772,46,,,,,1.4912543,,Right Foot,,,"[71.1, 27.6]",,Ground Pass,13.843771,,,,Jordan Brian Henderson,,,,,,,2,From Throw In,Raheem Sterling,3233.0,Left Wing,70,England,768,['adb5221c-9c1c-4fb3-8164-e1aa37fb3da8'],43,,,,,,,,,,,,,,,England,00:01:43.201,Pass,,70.0,13.8,71.1,27.6,,,
