ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,1.719983,,,,,,,,,,,,,ff64b968-557d-4fb6-8bab-87be734df4b5,3226,,,"[47.9, 1.7]",3788757,75,,,,2.7211075,,Right Foot,,,,"[35.6, 7.2]",,Ground Pass,,13.473678,,,,,Jan Vertonghen,,,,,,2,Regular Play,Thorgan Hazard,5632.0,Left Wing Back,158,Belgium,782,['2b075dae-3ba1-4ff2-adf3-8074cde8131a'],35,,,,,,,,,,,,,,,Belgium,00:30:35.385,Pass,,47.9,1.7,35.6,7.2,,,
,,,,,,,,,,,,,,,,1.382111,,,,,,,,,,,,,9061129b-79d5-4a3f-9c57-c28585974529,3229,,,"[40.6, 2.9]",3788757,75,,,,0.36741486,,Left Foot,,,,"[68.4, 13.6]",,High Pass,,29.788084,,,,,Romelu Lukaku Menama,,,,,,2,Regular Play,Jan Vertonghen,3077.0,Left Center Back,158,Belgium,782,['5066d25f-89f1-498c-9db9-2ca2f651aff8'],39,,,,,,,,,,,,,,,Belgium,00:30:39.250,Pass,,40.6,2.9,68.4,13.6,,,
,,,,,,,,,,,,,,,,1.112438,,,,,,,,,,,,,75e6ffe2-e2e1-496e-bb9f-578cf9da87cb,3236,,,"[53.8, 68.6]",3788757,75,,,,-1.1292039,,Left Foot,,,,"[59.0, 57.6]",,Ground Pass,,12.167169,,,,,Mathias Jensen,,,,,Recovery,2,Regular Play,Christian Nørgaard,7097.0,Right Defensive Midfield,159,Denmark,776,['5fe995eb-7d79-4ed7-9a14-fd7e9821a0ca'],42,,,,,,,,,,,,,,,Denmark,00:30:42.754,Pass,,53.8,68.6,59.0,57.6,,,
,,,,,,,,,,,,,,,,0.986652,,,,,,,,,,,,,ff61412e-5e8a-4ecd-ba00-e111a6e36e7e,3239,,,"[66.4, 56.3]",3788757,75,,,,1.3838171,,Right Foot,,,,"[68.5, 67.4]",,Ground Pass,,11.296903,,,,,Pierre-Emile Højbjerg,,,,,,2,Regular Play,Mathias Jensen,18722.0,Left Defensive Midfield,159,Denmark,776,['52dacfdf-2c8e-429c-ae9e-fb87832cd7e7'],46,,,,,,,,,,,,,,,Denmark,00:30:46.649,Pass,,66.4,56.3,68.5,67.4,,,
,,,,,,,,,,,,,,,,1.376631,,,,,,,,,,,,,dc366dce-69dd-4cdc-94d8-7847003f479b,3242,,,"[69.0, 67.7]",3788757,75,,,,0.09018027,91e769a6-4ca4-43f9-987b-03b4965f2ab4,Right Foot,,,,"[87.8, 69.4]",,Ground Pass,,18.876705,,,,,Martin Braithwaite Christensen,True,,,,,2,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Wing Back,159,Denmark,776,['33ece6d0-f145-4d82-9254-37a948eda92d'],48,,,,,,,,,,,,,,,Denmark,00:30:48.161,Pass,,69.0,67.7,87.8,69.4,,,
,,,,,,,,,,,,,,,,2.898391,,,,,,,,,,,,,804d8d43-324f-463e-b065-6789dfaaeabb,3250,,,"[120.0, 80.0]",3788757,76,,,,-1.7458287,,Right Foot,,,,"[111.6, 32.5]",,High Pass,,48.23702,,,,True,Jannik Vestergaard,,True,Outswinging,,Corner,2,From Corner,Mathias Jensen,18722.0,Left Center Midfield,160,Denmark,776,['a0feef2a-a75e-4bd6-9642-9083c595bc2e'],29,,,,,,,,,,,,,,,Denmark,00:31:29.802,Pass,,120.0,80.0,111.6,32.5,,,
,,,,,,,,,,,,,,,,1.013494,,,,,,,,,,,,,b4a04ee6-4a95-4677-8af4-ac67241b6e31,3253,,,"[111.6, 32.5]",3788757,76,,,True,1.0460006,,,,,,"[117.1, 42.0]",,High Pass,,10.977249,,,Unknown,,Simon Thorup Kjær,,,,,,2,From Corner,Jannik Vestergaard,8815.0,Left Center Back,160,Denmark,776,"['47a42ca3-317c-4001-ba5b-adc981b7afe1', '85149408-866d-4ae0-a4ad-92a9a6b48079']",32,,,,,,,,,,,,,,,Denmark,00:31:32.700,Pass,True,111.6,32.5,117.1,42.0,,,
,,,,,,,,,,,,,,,,3.765658,,,,,,,,,,,,,91c55273-ba83-49a2-8d2b-c66cb5990377,3259,,,"[10.0, 41.0]",3788757,78,,,,0.16920593,,Left Foot,,,,"[77.9, 52.6]",,High Pass,,68.88374,,,,,Romelu Lukaku Menama,,,,,Free Kick,2,From Free Kick,Thibaut Courtois,3509.0,Goalkeeper,161,Belgium,782,['31be6ee6-4928-4a5a-8b6e-05d0f3feafa4'],41,,,,,,,,,,,,,,,Belgium,00:33:41.485,Pass,,10.0,41.0,77.9,52.6,,,
,,,,,,,,,,,,,,,,3.790075,,,,,,,,,,,,,9053a369-869e-4807-bc4e-5f743cf02672,3261,,,"[77.9, 52.6]",3788757,78,,,True,-0.60358983,,,,,,"[107.2, 32.4]",,Low Pass,,35.58834,,,Incomplete,,Kevin De Bruyne,,,,,,2,From Free Kick,Romelu Lukaku Menama,3289.0,Center Forward,161,Belgium,782,"['8f97dd15-b5e7-4280-a07f-e5e5cc6207f4', 'bac35054-a063-4b72-a686-ee6d31790d96', 'be10507e-994d-4556-9801-001bd6fc4f1a']",45,,,,,,,,,,,,,,,Belgium,00:33:45.250,Pass,True,77.9,52.6,107.2,32.4,,,
,,,,,,,,,,,,,,,,1.784619,,,,,,,,,,,,,f4d9306f-2f35-4062-904c-3ff2803e85db,3266,,,"[15.0, 52.1]",3788757,78,,,,0.4094372,,Keeper Arm,,,,"[25.6, 56.7]",,Ground Pass,,11.555085,,,,,Andreas Christensen,,,,,,2,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,162,Denmark,776,['8116ff0d-2946-4647-a674-4dc17e580074'],50,,,,,,,,,,,,,,,Denmark,00:33:50.568,Pass,,15.0,52.1,25.6,56.7,,,
,,,,,,,,,,,,,,,,1.388757,,,,,,,,,,,,,8133db3c-3e8a-4be5-92aa-7bd11281c007,3269,,,"[29.8, 59.3]",3788757,78,,,,-1.3352513,,Right Foot,,,,"[34.0, 41.8]",,Ground Pass,,17.996944,,,,,Simon Thorup Kjær,,,,,,2,Regular Play,Andreas Christensen,3959.0,Right Center Back,162,Denmark,776,['f52b882f-b455-4246-ad1b-b5e91132f452'],54,,,,,,,,,,,,,,,Denmark,00:33:54.101,Pass,,29.8,59.3,34.0,41.8,,,
,,,,,,,,,,,,,,,,2.059786,,,,,,,,,,,,,fcdb985a-c107-4d14-9eb5-b083f085ccbd,3272,,,"[34.0, 41.8]",3788757,78,,,,-1.0814722,,Right Foot,,,,"[47.1, 17.2]",,Ground Pass,,27.870594,,,,,Mathias Jensen,,,,,,2,Regular Play,Simon Thorup Kjær,5534.0,Center Back,162,Denmark,776,['17c811ec-2a6a-4ef4-8311-8c7e3f8d6f65'],56,,,,,,,,,,,,,,,Denmark,00:33:56.897,Pass,,34.0,41.8,47.1,17.2,,,
,,,,,,,,,,,,,,,,2.452327,,,,,,,,,,,,,74189147-2327-4c4a-8266-21e310f55bf9,3275,,,"[47.4, 15.6]",3788757,78,,,,2.5105133,,Left Foot,,,,"[31.8, 27.0]",,Ground Pass,,19.321491,,,,,Jannik Vestergaard,,,,,,2,Regular Play,Mathias Jensen,18722.0,Left Center Midfield,162,Denmark,776,['184b54d9-0946-400d-b7d0-6be5ca0702cf'],59,,,,,,,,,,,,,,,Denmark,00:33:59.303,Pass,,47.4,15.6,31.8,27.0,,,
,,,,,,,,,,,,,,,,1.124357,,,,,,,,,,,,,5336dd73-4191-44d8-9128-15545cf05b3d,3278,,,"[41.3, 25.5]",3788757,79,,,,1.5570515,,Left Foot,,,,"[41.7, 54.6]",,Ground Pass,,29.102749,,,,,Simon Thorup Kjær,,,,,,2,Regular Play,Jannik Vestergaard,8815.0,Left Center Back,162,Denmark,776,['c9469049-c451-461d-8869-ccde1fe22c50'],5,,,,,,,,,,,,,,,Denmark,00:34:05.006,Pass,,41.3,25.5,41.7,54.6,,,
,,,,,,,,,,,,,,,,1.786656,,,,,,,,,,,,,7a60c067-aa8f-4db4-8b13-6257759ecd0e,3281,,,"[46.2, 55.1]",3788757,79,,,,0.88457423,,Right Foot,,,,"[64.3, 77.2]",,Ground Pass,,28.566063,,,,,Andreas Christensen,,,,,,2,Regular Play,Simon Thorup Kjær,5534.0,Center Back,162,Denmark,776,['346051c7-a2d3-4e29-8102-ab5be3378ed3'],7,,,,,,,,,,,,,,,Denmark,00:34:07.736,Pass,,46.2,55.1,64.3,77.2,,,
,,,,,,,,,,,,,,,,1.32665,,,,,,,,,,,,,7cefc9af-e2c1-4a03-8381-aa366725c7ae,3284,,,"[70.2, 77.4]",3788757,79,,,,-0.57852423,,Right Foot,,,,"[80.0, 71.0]",,Ground Pass,,11.7046995,,,,,Pierre-Emile Højbjerg,,,,,,2,Regular Play,Andreas Christensen,3959.0,Right Center Back,162,Denmark,776,['7074fa5e-09dd-4ebd-b1f5-f07c18c2fcc1'],10,,,,,,,,,,,,,,,Denmark,00:34:10.588,Pass,,70.2,77.4,80.0,71.0,,,
,,,,,,,,,,,,,,,,1.040689,,,,,,,,,,,,,b0e7199f-8ff3-431f-9b50-4925a7b7c293,3291,,,"[37.2, 14.0]",3788757,79,,,,1.0955663,,Right Foot,,,,"[42.5, 24.3]",,Ground Pass,,11.58361,,,,,Youri Tielemans,,,,,,2,Regular Play,Axel Witsel,5642.0,Left Defensive Midfield,163,Belgium,782,['9c2a2bbe-5d63-40dc-b37d-de592c0b0011'],13,,,,,,,,,,,,,,,Belgium,00:34:13.822,Pass,,37.2,14.0,42.5,24.3,,,
,,,,,,,,,,,,,,,,1.513462,,,,,,,,,,,,,682acd1e-2d70-4ad8-b1c5-efb644da5bec,3294,,,"[42.5, 24.3]",3788757,79,,,,-0.7775654,,Right Foot,,,,"[61.8, 5.3]",,Ground Pass,,27.083021,,,,,Kevin De Bruyne,,,,,,2,Regular Play,Youri Tielemans,2954.0,Right Defensive Midfield,163,Belgium,782,['c0f3770c-1f17-44d2-b034-8279ca3fb0ab'],14,,,,,,,,,,,,,,,Belgium,00:34:14.902,Pass,,42.5,24.3,61.8,5.3,,,
,,,,,,,,,,,,,,,,1.159009,,,,,,,,,,,,,8ad724ae-0310-434a-8a9a-0735a7955146,3297,,,"[93.5, 2.4]",3788757,79,,,,3.0806925,,Right Foot,,,,"[85.3, 2.9]",,High Pass,,8.21523,,,,,Eden Hazard,,,,,,2,Regular Play,Kevin De Bruyne,3089.0,Right Attacking Midfield,163,Belgium,782,['6d5395e2-e5e5-4be9-bcaf-f5a7d8d35cf8'],21,,,,,,,,,,,,,,,Belgium,00:34:21.676,Pass,,93.5,2.4,85.3,2.9,,,
,,,,,,,,,,,,,,,,2.252039,,,,,,,,,,,,,f1f4a2f7-2aae-4ccd-88c7-f1d8d53bc7bc,3308,,,"[79.6, 9.5]",3788757,79,,,,2.6127112,,Right Foot,,,,"[64.2, 18.5]",,Ground Pass,,17.83704,,,,,Axel Witsel,,,,,,2,Regular Play,Eden Hazard,3621.0,Left Attacking Midfield,163,Belgium,782,['e0a50923-2033-490c-90d7-74366ec1787c'],25,,,,,,,,,,,,,,,Belgium,00:34:25.511,Pass,,79.6,9.5,64.2,18.5,,,
,,,,,,,,,,,,,,,,1.570568,,,,,,,,,,,,,d61c5fec-7a02-41f4-ba52-f053cada29b1,3311,,,"[63.2, 22.5]",3788757,79,,,,1.9152399,,Right Foot,,,,"[55.2, 44.8]",,Ground Pass,,23.691559,,,,,Toby Alderweireld,,,,,,2,Regular Play,Axel Witsel,5642.0,Left Defensive Midfield,163,Belgium,782,['2e7f1086-aa49-4174-bb54-1702b0e4c4b8'],27,,,,,,,,,,,,,,,Belgium,00:34:27.998,Pass,,63.2,22.5,55.2,44.8,,,
,,,,,,,,,,,,,,,,1.368398,,,,,,,,,,,,,2d18560e-540a-471d-973c-6437a7793caa,3314,,,"[62.0, 47.6]",3788757,79,,,,1.1642295,,Left Foot,,,,"[71.3, 69.2]",,Ground Pass,,23.517015,,,,,Thomas Meunier,,,,,,2,Regular Play,Toby Alderweireld,20005.0,Right Center Back,163,Belgium,782,['fe2ebb90-7be4-4f14-a622-9fd14e3ea84e'],32,,,,,,,,,,,,,,,Belgium,00:34:32.456,Pass,,62.0,47.6,71.3,69.2,,,
,,,,,,,,,,,,,,,,3.535638,,,,,,,,,,,,,04710113-eee3-4d48-a977-532ba25b71bf,3317,,,"[58.5, 70.8]",3788757,79,,,,-2.6055694,,Right Foot,,,,"[14.9, 44.9]",,Ground Pass,,50.712624,,,,,Thibaut Courtois,,,,,,2,Regular Play,Thomas Meunier,3176.0,Right Wing Back,163,Belgium,782,['ae6ad93d-0abc-43fe-bad4-b959669bcce7'],36,,,,,,,,,,,,,,,Belgium,00:34:36.955,Pass,,58.5,70.8,14.9,44.9,,,
,,,,,,,,,,,,,,,,1.752312,,,,,,,,,,,,,775c55b6-9966-41e9-a8a2-13fd1e96da36,3320,,,"[16.3, 35.3]",3788757,79,,,,-1.1931669,,Left Foot,,,,"[28.2, 5.3]",,Ground Pass,,32.273983,,,,,Jan Vertonghen,,,,,,2,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,163,Belgium,782,['70cfea2b-3810-47d4-a529-7967ae836f94'],41,,,,,,,,,,,,,,,Belgium,00:34:41.831,Pass,,16.3,35.3,28.2,5.3,,,
,,,,,,,,,,,,,,,,1.05276,,,,,,,,,,,,,dd7cf096-ed2a-43a2-ae0c-beca92057c0d,3323,,,"[28.7, 4.8]",3788757,79,,,,0.06406316,,Left Foot,,,,"[55.2, 6.5]",,Ground Pass,,26.554472,,,,,Kevin De Bruyne,,,,,,2,Regular Play,Jan Vertonghen,3077.0,Left Center Back,163,Belgium,782,['0370dffd-526e-413c-9928-91f9a87538c7'],45,,,,,,,,,,,,,,,Belgium,00:34:45.124,Pass,,28.7,4.8,55.2,6.5,,,
,,,,,,,,,,,,,,,,1.320089,,,,,,,,,,,,,97540de2-960b-4e39-90eb-eceefc4906ee,3326,,,"[58.6, 2.7]",3788757,79,,,,1.2734312,,Left Foot,,,,"[62.4, 15.1]",,Ground Pass,,12.969194,,,,,Eden Hazard,,,,,,2,Regular Play,Kevin De Bruyne,3089.0,Right Attacking Midfield,163,Belgium,782,['1031b086-9ebc-4498-88a9-e6dcaff593cf'],47,,,,,,,,,,,,,,,Belgium,00:34:47.746,Pass,,58.6,2.7,62.4,15.1,,,
,,,,,,,,,,,,,,,,1.010683,,,,,,,,,,,,,78afa894-d4f7-468b-95de-05a6b849f096,3329,,,"[62.4, 16.3]",3788757,79,,,,1.8779397,,Right Foot,,,,"[55.2, 39.0]",,Ground Pass,,23.814491,,,,,Youri Tielemans,,,,,,2,Regular Play,Eden Hazard,3621.0,Left Attacking Midfield,163,Belgium,782,['80da119b-13bd-4ab0-97fe-e3a5f9091b69'],50,,,,,,,,,,,,,,,Belgium,00:34:50.173,Pass,,62.4,16.3,55.2,39.0,,,
,,,,,,,,,,,,,,,,2.340908,,,,,,,,,,,,,e7a90a17-a573-4d45-b7bb-5420fda43ea4,3332,,,"[55.3, 39.0]",3788757,79,,,,1.522447,,Right Foot,,,,"[56.5, 63.8]",,Ground Pass,,24.829016,,,,,Toby Alderweireld,,,,,,2,Regular Play,Youri Tielemans,2954.0,Right Defensive Midfield,163,Belgium,782,['2d5aa0ce-ecd2-40f3-97ca-e7454f868b9e'],51,,,,,,,,,,,,,,,Belgium,00:34:51.713,Pass,,55.3,39.0,56.5,63.8,,,
,,,,,,,,,,,,,,,,0.934049,,,,,,,,,,,,,47d9231b-53a7-4649-a90b-05e7af1e720c,3335,,,"[61.8, 67.4]",3788757,79,,,,-1.4610034,,Right Foot,,,,"[63.2, 54.7]",,Ground Pass,,12.776933,,,,,Youri Tielemans,,,,,,2,Regular Play,Toby Alderweireld,20005.0,Right Center Back,163,Belgium,782,['b1bee045-2dd6-4080-9d46-bfb3250a7f55'],55,,,,,,,,,,,,,,,Belgium,00:34:55.351,Pass,,61.8,67.4,63.2,54.7,,,
,,,,,,,,,,,,,,,,0.844133,,,,,,,,,,,,,e5bbfe67-0231-454e-8fce-2146e9eb1465,3338,,,"[63.2, 54.6]",3788757,79,,,,0.27562943,,Right Foot,,,,"[73.1, 57.4]",,Ground Pass,,10.288342,,,,,Eden Hazard,,,,,,2,Regular Play,Youri Tielemans,2954.0,Right Defensive Midfield,163,Belgium,782,['f01d2b38-81de-4b2c-b501-52f23abdc928'],57,,,,,,,,,,,,,,,Belgium,00:34:57.418,Pass,,63.2,54.6,73.1,57.4,,,
,,,,,,,,,,,,,,,,0.843926,,,,,,,,,,,,,9be7a716-fa62-44f1-9772-daa940dd73e1,3341,,,"[72.7, 57.4]",3788757,79,,,,-2.8430936,,Right Foot,,,,"[63.6, 54.6]",,Ground Pass,,9.521029,,,,,Youri Tielemans,,,,,,2,Regular Play,Eden Hazard,3621.0,Left Attacking Midfield,163,Belgium,782,['913e5dfd-8185-44cf-ad52-e987560e866d'],58,,,,,,,,,,,,,,,Belgium,00:34:58.302,Pass,,72.7,57.4,63.6,54.6,,,
,,,,,,,,,,,,,,,,1.121561,,,,,,,,,,,,,fa67f387-b4d2-46f0-b1c4-96dbd2e482a9,3344,,,"[67.2, 54.7]",3788757,79,,,,1.0675219,,Left Foot,,,,"[72.1, 63.6]",,Ground Pass,,10.159724,,,,,Eden Hazard,,,,,,2,Regular Play,Youri Tielemans,2954.0,Right Defensive Midfield,163,Belgium,782,['cfab3561-d39a-4350-9dc6-5a0b3b111008'],59,,,,,,,,,,,,,,,Belgium,00:34:59.226,Pass,,67.2,54.7,72.1,63.6,,,
,,,,,,,,,,,,,,,,1.233685,,,,,,,,,,,,,3d6d8763-09ab-4d37-ae4f-f2a48eabe524,3347,,,"[71.0, 64.1]",3788757,80,,,,3.0217986,,Right Foot,,,,"[60.2, 65.4]",,Ground Pass,,10.877959,,,,,Toby Alderweireld,,,,,,2,Regular Play,Eden Hazard,3621.0,Left Attacking Midfield,163,Belgium,782,['f56ed9c1-796f-4912-ba8e-0cd73648ffd0'],1,,,,,,,,,,,,,,,Belgium,00:35:01.780,Pass,,71.0,64.1,60.2,65.4,,,
,,,,,,,,,,,,,,,,1.181033,,,,,,,,,,,,,39fdb165-4196-4dd2-b056-29d636679195,3350,,,"[60.2, 65.3]",3788757,80,,,,-2.0797691,,Right Foot,,,,"[50.1, 47.2]",,Ground Pass,,20.727276,,,,,Jason Denayer,,,,,,2,Regular Play,Toby Alderweireld,20005.0,Right Center Back,163,Belgium,782,['a9cac6f3-002f-4307-96fb-ba851c7773d2'],4,,,,,,,,,,,,,,,Belgium,00:35:04.031,Pass,,60.2,65.3,50.1,47.2,,,
,,,,,,,,,,,,,,,,1.749341,,,,,,,,,,,,,4a97da56-929c-4e35-9377-b42651b67148,3353,,,"[50.1, 47.2]",3788757,80,,,,-1.1479424,,Right Foot,,,,"[62.7, 19.2]",,Ground Pass,,30.704397,,,,,Thorgan Hazard,,,,,,2,Regular Play,Jason Denayer,13116.0,Center Back,163,Belgium,782,['cdda3088-5c60-4b97-bd07-69e2dd100c86'],6,,,,,,,,,,,,,,,Belgium,00:35:06.176,Pass,,50.1,47.2,62.7,19.2,,,
,,,,,,,,,,,,,,,,1.320682,,,,,,,,,,,,,cbd00675-1333-4147-9915-97af6880d6b4,3356,,,"[63.0, 18.5]",3788757,80,,,,-1.259798,,Right Foot,,,,"[68.4, 1.7]",,Ground Pass,,17.64653,,,,,Kevin De Bruyne,,,,,,2,Regular Play,Thorgan Hazard,5632.0,Left Wing Back,163,Belgium,782,['0fc0f603-327a-4dbe-8b55-2b5b5d1840ea'],8,,,,,,,,,,,,,,,Belgium,00:35:08.955,Pass,,63.0,18.5,68.4,1.7,,,
,,,,,,,,,,,,,,,,0.75647,,,,,,,,,,,,,0ddfffd3-2a9b-43fa-bbc3-9531027abf2b,3359,,,"[68.4, 1.7]",3788757,80,,,,2.3996453,,Right Foot,,,,"[62.4, 7.2]",,Ground Pass,,8.13941,,,,,Thorgan Hazard,,,,,,2,Regular Play,Kevin De Bruyne,3089.0,Right Attacking Midfield,163,Belgium,782,['a86b8727-cd28-4af5-af4c-a40033c62534'],10,,,,,,,,,,,,,,,Belgium,00:35:10.371,Pass,,68.4,1.7,62.4,7.2,,,
,,,,,,,,,,,,,,,,0.757815,,,,,,,,,,,,,e44c635f-94da-4adf-a4a4-533f01a5e283,3362,,,"[62.4, 7.4]",3788757,80,,,,1.3909428,,Right Foot,,,,"[64.4, 18.4]",,Ground Pass,,11.18034,,,,,Axel Witsel,,,,,,2,Regular Play,Thorgan Hazard,5632.0,Left Wing Back,163,Belgium,782,['72088954-96c1-4469-8079-bd3ee44c9200'],12,,,,,,,,,,,,,,,Belgium,00:35:12.005,Pass,,62.4,7.4,64.4,18.4,,,
,,,,,,,,,,,,,,,,1.499399,,,,,,,,,,,,,b03bc2ac-3afd-4d90-8d3b-b6ca205ee8d1,3365,,,"[64.4, 18.4]",3788757,80,,,,2.300352,,Right Foot,,,,"[49.2, 35.4]",,Ground Pass,,22.804386,,,,,Jason Denayer,,,,,,2,Regular Play,Axel Witsel,5642.0,Left Defensive Midfield,163,Belgium,782,['2572bbee-e56f-4d27-8059-cdb62060ab98'],15,,,,,,,,,,,,,,,Belgium,00:35:15.562,Pass,,64.4,18.4,49.2,35.4,,,
,,,,,,,,,,,,,,,,1.082318,,,,,,,,,,,,,24ff70de-6891-4487-a84e-a2a5d01f40fa,3368,,,"[51.6, 38.3]",3788757,80,,,,1.2722974,,Right Foot,,,,"[56.8, 55.2]",,Ground Pass,,17.681911,,,,,Toby Alderweireld,,,,,,2,Regular Play,Jason Denayer,13116.0,Center Back,163,Belgium,782,['ac3f61dd-02bf-4d40-8a95-dd6c63441658'],18,,,,,,,,,,,,,,,Belgium,00:35:18.001,Pass,,51.6,38.3,56.8,55.2,,,
,,,,,,,,,,,,,,,,3.608933,,,,,,,,,,,,,22207992-25e7-4bcf-a1e1-e9ca85e8a195,3372,,,"[58.2, 58.8]",3788757,80,,,,0.21547024,,Right Foot,,,,"[111.2, 70.4]",,High Pass,,54.254585,,,Incomplete,,Romelu Lukaku Menama,,,,,,2,Regular Play,Toby Alderweireld,20005.0,Right Center Back,163,Belgium,782,"['04d3c018-c70a-41a3-8415-3608cbde0767', 'f24d0dd6-697f-412c-854a-00e4419223ff']",22,,,,,,,,,,,,,,,Belgium,00:35:22.912,Pass,,58.2,58.8,111.2,70.4,,,
,,,,,,,,,,,,,,,,1.881425,,,,,,,,,,,,,28f2e7dc-1bbf-440b-b830-3b270faaf33f,3379,,,"[8.0, 3.7]",3788757,80,True,,,1.2063367,,Right Foot,,,,"[14.6, 21.0]",,Ground Pass,,18.516209,,,,,Christian Nørgaard,,,,,Free Kick,2,From Free Kick,Jannik Vestergaard,8815.0,Left Center Back,165,Denmark,776,['4a2df740-f30f-4805-b1c1-23647150945d'],30,,,,,,,,,,,,,,,Denmark,00:35:30.926,Pass,,8.0,3.7,14.6,21.0,,,
,,,,,,,,,,,,,,,,2.056936,,,,,,,,,,,,,0720bc85-73d0-49e4-8b50-0bb0c7a9b4a6,3381,,,"[14.9, 21.0]",3788757,80,,,,1.51096,,Right Foot,,,,"[16.2, 42.7]",,Ground Pass,,21.738905,,,,,Andreas Christensen,,,,,,2,From Free Kick,Christian Nørgaard,7097.0,Center Defensive Midfield,165,Denmark,776,['4adb78ea-5974-4c78-8b8d-f4cbb2928b7b'],32,,,,,,,,,,,,,,,Denmark,00:35:32.807,Pass,,14.9,21.0,16.2,42.7,,,
,,,,,,,,,,,,,,,,1.33379,,,,,,,,,,,,,cac84743-b874-4ca7-a1cb-201c5031ba6b,3384,,,"[19.1, 43.6]",3788757,80,,,,-0.18697926,,Right Foot,,,,"[33.9, 40.8]",,Ground Pass,,15.062536,,,,,Christian Nørgaard,,,,,,2,From Free Kick,Andreas Christensen,3959.0,Right Center Back,165,Denmark,776,['ea2fe558-d810-4aba-8eeb-0be1c53ffb35'],35,,,,,,,,,,,,,,,Denmark,00:35:35.013,Pass,,19.1,43.6,33.9,40.8,,,
,,,,,,,,,,,,,,,,4.805077,,,,,,,,,,,,,4a7b70db-122e-457b-8079-88849401b334,3387,,,"[47.4, 48.0]",3788757,80,,,,0.20322551,,Right Foot,,,,"[110.0, 60.9]",,High Pass,,63.915333,,,Incomplete,,Martin Braithwaite Christensen,,,,,,2,From Free Kick,Christian Nørgaard,7097.0,Center Defensive Midfield,165,Denmark,776,"['43e77431-110d-44e7-88de-6a3e010aac60', 'e580bc48-8f73-431a-bf8c-68c7f5094288']",40,,,,,,,,,,,,,,,Denmark,00:35:40.295,Pass,,47.4,48.0,110.0,60.9,,,
,,,,,,,,,,,,,,,,3.365425,,,,,,,,,,,,,9a332f62-3aff-412b-a977-3f095a614115,3392,,,"[14.2, 7.4]",3788757,80,,,,0.53351927,,Left Foot,,,,"[67.7, 39.0]",,High Pass,,62.135418,,,,,Romelu Lukaku Menama,,,,,,2,From Keeper,Thibaut Courtois,3509.0,Goalkeeper,166,Belgium,782,['f720aee3-dffa-4f3e-8ae0-a4d7da76d205'],48,,,,,,,,,,,,,,,Belgium,00:35:48.216,Pass,,14.2,7.4,67.7,39.0,,,
,,,,,,,,,,,,,,,,1.861229,,,,,,,,,,,,,5b5795f3-4a68-489c-9a1f-84e3014e9fb0,3395,,,"[68.0, 39.0]",3788757,80,,,True,2.4642985,,,,,,"[53.7, 50.5]",,Low Pass,,18.350477,,,,,Youri Tielemans,,,,,,2,From Keeper,Romelu Lukaku Menama,3289.0,Center Forward,166,Belgium,782,"['834494d8-e334-4aa0-b835-feeca1f4d3ee', 'c8a56964-2f3a-4907-817a-93668a01d899']",51,,,,,,,,,,,,,,,Belgium,00:35:51.621,Pass,True,68.0,39.0,53.7,50.5,,,
,,,,,,,,,,,,,,,,0.781678,,,,,,,,,,,,,cdec1586-7c9d-4747-95d2-29219438dcd6,3398,,,"[54.1, 51.9]",3788757,80,,,,2.6992185,,Right Foot,,,,"[44.6, 56.4]",,Ground Pass,,10.511898,,,,,Thomas Meunier,,,,,,2,From Keeper,Youri Tielemans,2954.0,Right Defensive Midfield,166,Belgium,782,['bf89887c-9e0c-4868-9c9c-6b46545f6b18'],53,,,,,,,,,,,,,,,Belgium,00:35:53.572,Pass,,54.1,51.9,44.6,56.4,,,
