ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,68cc0b37-a3d6-4585-a3d0-873f6af5f9ff,1,,,3788745,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,,0,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3323, 'name': 'Tyrone Mings'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 4706, 'name': 'Kalvin Phillips'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 4354, 'name': 'Philip Foden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 7843, 'name': 'Mason Mount'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",England,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7db89c9d-c666-47d4-bb16-db02f138ee5e,2,,,3788745,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,,0,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 16531, 'name': 'Dominik Livaković'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 6307, 'name': 'Duje Ćaleta-Car'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 33018, 'name': 'Joško Gvardiol'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 4}, {'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Croatia,00:00:00.000,Starting XI,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4bd02a7e-9ab5-4c10-993b-48875aa54b73,3,,,3788745,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,['22da729b-6b2f-4fdc-9e91-587af4be8807'],0,,,,,,,,,,,,,,England,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,22da729b-6b2f-4fdc-9e91-587af4be8807,4,,,3788745,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,['4bd02a7e-9ab5-4c10-993b-48875aa54b73'],0,,,,,,,,,,,,,,Croatia,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,40ef6eec-af59-4c0f-a6e1-e09a9f11501c,1764,,,3788745,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,71,England,768,['8b6f0fd4-4de5-4596-8602-50822c0f756b'],0,,,,,,,,,,,,,,England,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8b6f0fd4-4de5-4596-8602-50822c0f756b,1765,,,3788745,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,71,England,768,['40ef6eec-af59-4c0f-a6e1-e09a9f11501c'],0,,,,,,,,,,,,,,Croatia,00:00:00.000,Half Start,,,,,,,,
,,,,,,,,,,,,,,,,,1.363612,,,,,,,,,,,,de1529bc-c1f4-43fa-abb9-a802789f823b,5,,"[61.0, 40.1]",3788745,0,,,,2.7211874,,Right Foot,,,,"[35.5, 51.5]",,Ground Pass,,27.93224,,,John Stones,,,,,,Kick Off,1,From Kick Off,Mason Mount,7843.0,Center Attacking Midfield,2,England,768,['0705e133-826c-4021-b453-8950cd9c7618'],0,,,,,,,,,,,,,,England,00:00:00.259,Pass,,61.0,40.1,35.5,51.5,,,
,,,,,,,,,,,,,,,,,5.177607,,,,,,,,,,,,d690cf5f-0a7f-41fa-ac3a-2eb39013b879,8,,"[38.0, 51.7]",3788745,0,,,,-0.63658875,,Right Foot,,,,"[107.8, 0.1]",,High Pass,,86.80207,,Out,Harry Kane,,,True,,,,1,From Kick Off,John Stones,3244.0,Right Center Back,2,England,768,['f7bc23ef-aeb1-4c13-a5a7-2b4cedfc0eec'],3,,,,,,,,,,,,,,England,00:00:03.771,Pass,,38.0,51.7,107.8,0.1,,,
,,,,,,,,,,,,,,,,,0.877445,,,,,,,,,,,,17132193-bb71-48e7-b9da-aef69750bba2,10,,"[26.3, 80.0]",3788745,0,,,,-1.1731683,,,,,,"[30.5, 70.0]",,Low Pass,,10.846197,,,Luka Modrić,,,,,,Throw-in,1,From Throw In,Šime Vrsaljko,5461.0,Right Back,3,Croatia,785,['f2a0b3c1-99f5-4b4f-be62-c01373c5c97a'],21,,,,,,,,,,,,,,Croatia,00:00:21.945,Pass,,26.3,80.0,30.5,70.0,,,
,,,,,,,,,,,,,,,,,0.990382,,,,,,,,,,,,95eee4dd-0f7b-42e6-8f4b-97294ae4bf05,14,,"[29.5, 69.8]",3788745,0,,,,0.6040784,,Right Foot,,,,"[36.6, 74.7]",,High Pass,,8.626702,,,Andrej Kramarić,,,,,,,1,From Throw In,Luka Modrić,5463.0,Right Center Midfield,3,Croatia,785,"['896d2199-51df-4c4d-9539-62283653efe5', 'c8c4eeb6-f791-4d3b-b26e-d52e26cd9e98']",23,,,,,,,,,,,,,,Croatia,00:00:23.255,Pass,True,29.5,69.8,36.6,74.7,,,
,,,,,,,,,,,,,,,,,0.750644,,,,,,,,,,,,72528893-d3d0-4e28-97ad-195fefdf3cd3,16,,"[36.6, 74.7]",3788745,0,,,,-1.9007434,,Head,,,,"[34.1, 67.4]",,High Pass,,7.7162166,,,Luka Modrić,,,,,,,1,From Throw In,Andrej Kramarić,5460.0,Right Wing,3,Croatia,785,['33866d5d-670c-4991-9f86-0c58db0802a8'],24,,,,,,,,,,,,,,Croatia,00:00:24.245,Pass,,36.6,74.7,34.1,67.4,,,
,,,,,,,,,,,,,,,,,0.979399,,,,,,,,,,,,31d32a54-4cce-460b-a000-e4e8295630a1,18,,"[34.1, 67.4]",3788745,0,,,,-0.18379937,,Right Foot,,,,"[49.7, 64.5]",,Low Pass,,15.867262,,,Ante Rebić,,,,,,,1,From Throw In,Luka Modrić,5463.0,Right Center Midfield,3,Croatia,785,['e691fc86-d3da-4ee8-8339-bcc9eb0c3f36'],24,,,,,,,,,,,,,,Croatia,00:00:24.996,Pass,,34.1,67.4,49.7,64.5,,,
,,,,,,,,,,,,,,,,,0.223975,,,,,,,,,,,,d969d65b-c1c7-42e1-827c-d8e56ed22be7,21,,"[48.9, 65.3]",3788745,0,,,,1.5707964,,Right Foot,,,,"[48.9, 65.8]",,Low Pass,,0.5,,Incomplete,Andrej Kramarić,,,,,,,1,From Throw In,Ante Rebić,5465.0,Center Forward,3,Croatia,785,"['7b5b41b6-821e-4182-a975-c08becdbe1f4', 'e1b1241e-f061-4023-9725-1af9c35633d2']",25,,,,,,,,,,,,,,Croatia,00:00:25.975,Pass,,48.9,65.3,48.9,65.8,,,
,,,,,,,,,,,,,,,,,0.542777,,,,,,,,,,,,0b3b5245-9be6-4420-98cc-07e0bc86dd43,25,,"[49.0, 61.7]",3788745,0,,,,-1.6092389,,Left Foot,,,,"[48.7, 53.9]",,Low Pass,,7.805767,,,Mateo Kovačić,,,,,,Recovery,1,From Throw In,Ante Rebić,5465.0,Center Forward,3,Croatia,785,['e3881320-f346-4aeb-86be-96b5501a7a0c'],27,,,,,,,,,,,,,,Croatia,00:00:27.413,Pass,,49.0,61.7,48.7,53.9,,,
,,,,,,,,,,,,,,,,,2.992964,,,,,,,,,,,,74c8157e-405d-496c-b3b9-f79fced70bbf,40,,"[50.4, 30.4]",3788745,0,,,,-1.1289182,,Left Foot,,,,"[62.7, 4.4]",,Ground Pass,,28.76265,,,Raheem Sterling,,,,,,Recovery,1,Regular Play,Kalvin Phillips,4706.0,Right Defensive Midfield,4,England,768,['8379b60c-fab7-4af9-bc84-a4747fd685f4'],32,,,,,,,,,,,,,,England,00:00:32.511,Pass,,50.4,30.4,62.7,4.4,,,
,,,,,,,,,,,,,,,,,1.269637,,,,,,,,,,,,2a74428a-c6ca-4313-807c-892015e1dd53,42,,"[62.7, 4.4]",3788745,0,,,,3.0172377,,Right Foot,,,,"[49.1, 6.1]",,Ground Pass,,13.705838,,,Kieran Trippier,,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,4,England,768,['bd7ad034-7c08-4f0f-9849-1d6c721e5b28'],35,,,,,,,,,,,,,,England,00:00:35.504,Pass,,62.7,4.4,49.1,6.1,,,
,,,,,,,,,,,,,,,,,0.922426,,,,,,,,,,,,1efc042a-367b-41bb-9e43-bb507ddea8cd,46,,"[47.3, 4.9]",3788745,0,,,,2.6550732,,Right Foot,,,,"[35.2, 11.3]",,Ground Pass,,13.688316,,,Tyrone Mings,,,,,,,1,Regular Play,Kieran Trippier,3308.0,Left Back,4,England,768,"['077a8209-7e9b-4e7e-aec6-ece886ce7815', 'e77252b4-01e9-4a90-b0f4-e861dd1bb1c4']",37,,,,,,,,,,,,,,England,00:00:37.577,Pass,True,47.3,4.9,35.2,11.3,,,
,,,,,,,,,,,,,,,,,1.234932,,,,,,,,,,,,244daf21-e067-4626-bc88-40af2b6cacf9,49,,"[30.0, 18.9]",3788745,0,,,,1.6190971,,Left Foot,,,,"[28.4, 52.0]",,Ground Pass,,33.13865,,,John Stones,,,,,,,1,Regular Play,Tyrone Mings,3323.0,Left Center Back,4,England,768,['c9ad22bc-d9ce-499d-ad98-a2da9329141f'],41,,,,,,,,,,,,,,England,00:00:41.014,Pass,,30.0,18.9,28.4,52.0,,,
,,,,,,,,,,,,,,,,,1.194274,,,,,,,,,,,,8e9d9e56-ff2a-400c-ba13-adfde7134652,52,,"[36.2, 51.9]",3788745,0,,,,1.3188802,,Left Foot,,,,"[42.3, 75.6]",,Ground Pass,,24.472433,,,Kyle Walker,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,4,England,768,['ac570a0c-29d6-4368-b302-4b576327916b'],44,,,,,,,,,,,,,,England,00:00:44.230,Pass,,36.2,51.9,42.3,75.6,,,
,,,,,,,,,,,,,,,,,2.211371,,,,,,,,,,,,f2a6a4cd-bcc4-4e8a-a10d-b164c19d1f2a,55,,"[42.3, 75.6]",3788745,0,,,,-2.3989315,,Right Foot,,,,"[10.6, 46.5]",,Ground Pass,,43.031384,,,Jordan Pickford,,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,4,England,768,['dc120951-06ac-41cb-b378-7584ec2b0bc0'],45,,,,,,,,,,,,,,England,00:00:45.464,Pass,,42.3,75.6,10.6,46.5,,,
,,,,,,,,,,,,,,,,,1.165498,,,,,,,,,,,,c264d476-58ca-4613-a8d6-430655189696,58,,"[14.9, 39.2]",3788745,0,,,,1.5232133,,Left Foot,,,,"[15.8, 58.1]",,Ground Pass,,18.921417,,,John Stones,,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,4,England,768,['fc61a61b-8de2-4348-8ddd-bb55e6f9cedf'],53,,,,,,,,,,,,,,England,00:00:53.921,Pass,,14.9,39.2,15.8,58.1,,,
,,,,,,,,,,,,,,,,,2.276238,,,,,,,,,,,,c60ff3e0-86c2-4442-bce5-0f8368539fe9,61,,"[15.8, 58.1]",3788745,0,,,,-1.7830669,,Right Foot,,,,"[10.8, 34.9]",,Ground Pass,,23.732677,,,Jordan Pickford,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,4,England,768,['bf1a5a1a-1dfc-409d-8460-239a6b7fbb88'],55,,,,,,,,,,,,,,England,00:00:55.748,Pass,,15.8,58.1,10.8,34.9,,,
,,,,,,,,,,,,,,,,,3.346686,,,,,,,,,,,,980c46d4-1299-458b-97e6-55eb374fe5ea,65,,"[11.3, 35.0]",3788745,0,,,,-0.059022278,,Left Foot,,,,"[77.3, 31.1]",,High Pass,,66.11513,,Incomplete,Harry Kane,,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,4,England,768,"['046e26a0-ae03-4bf2-a29f-b69370fe82be', '5ebbed1c-65a4-4a18-bbdd-9af0840636f6', '9fc2964e-487d-496a-875d-cc30f4f898cc']",58,,,,,,,,,,,,,,England,00:00:58.065,Pass,True,11.3,35.0,77.3,31.1,,,
,,,,,,,,,,,,,,,,,1.325386,,,,,,,,,,,,7a2f6296-39bd-497b-835e-7cee13ad164f,68,,"[43.0, 66.0]",3788745,1,,,,-2.1896112,,Head,,,,"[38.3, 59.4]",,High Pass,,8.1024685,,,Marcelo Brozović,,,,,,Recovery,1,Regular Play,Andrej Kramarić,5460.0,Right Wing,5,Croatia,785,['e96cf85e-d709-4948-8aa6-87a47e3c0aa9'],4,,,,,,,,,,,,,,Croatia,00:01:04.733,Pass,,43.0,66.0,38.3,59.4,,,
,,,,,,,,,,,,,,,,,1.00112,,,,,,,,,,,,df81e6d4-dea0-4969-b893-252b7f032494,71,,"[38.1, 59.1]",3788745,1,,,True,0.7626748,,,,,,"[42.6, 63.4]",,High Pass,,6.2241464,,,Andrej Kramarić,,,,,,,1,Regular Play,Marcelo Brozović,5469.0,Center Defensive Midfield,5,Croatia,785,"['007f5c1e-361c-4aeb-ac9d-f0c9224483ef', 'c226577d-9f51-4194-9cb0-c98a98bae546']",6,,,,,,,,,,,,,,Croatia,00:01:06.059,Pass,True,38.1,59.1,42.6,63.4,,,
,,,,,,,,,,,,,,,,,0.837679,,,,,,,,,,,,000a2794-2dc2-4946-b343-4af401704db9,77,,"[36.2, 69.1]",3788745,1,,,,-0.18948016,,Right Foot,,,,"[43.5, 67.7]",,Low Pass,,7.4330344,,Incomplete,Luka Modrić,,,,,,Recovery,1,Regular Play,Šime Vrsaljko,5461.0,Right Back,5,Croatia,785,"['487a75cd-a196-450a-bfac-05ebd003f472', 'fc4d30bf-85a9-473d-a74c-2158c4b340f2']",10,,,,,,,,,,,,,,Croatia,00:01:10.097,Pass,,36.2,69.1,43.5,67.7,,,
,,,,,,,,,,,,,,,,,1.760928,,,,,,,,,,,,01d9c0ad-80ed-4695-8169-58f964ad9b26,82,,"[54.9, 4.9]",3788745,1,,,,1.5378412,,Right Foot,,,,"[55.5, 23.1]",,Ground Pass,,18.209887,,,Kalvin Phillips,,,,,,,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,6,England,768,['648b9934-e2aa-4f3c-9712-547085f01310'],14,,,,,,,,,,,,,,England,00:01:14.943,Pass,,54.9,4.9,55.5,23.1,,,
,,,,,,,,,,,,,,,,,1.687611,,,,,,,,,,,,29dd0800-6ce4-42d0-ba3e-8b89376922a1,85,,"[49.2, 24.5]",3788745,1,,,,1.6078165,,Right Foot,,,,"[48.2, 51.5]",,Ground Pass,,27.018513,,,John Stones,,,,,,,1,Regular Play,Kalvin Phillips,4706.0,Right Defensive Midfield,6,England,768,['a4d78656-2f2c-4a3a-9b92-14d64e2af44c'],17,,,,,,,,,,,,,,England,00:01:17.662,Pass,,49.2,24.5,48.2,51.5,,,
,,,,,,,,,,,,,,,,,1.016122,,,,,,,,,,,,ac30ab0b-c231-4a29-9cc0-aa807438baad,88,,"[45.9, 52.0]",3788745,1,,,,1.3557281,,Right Foot,,,,"[50.4, 72.6]",,Ground Pass,,21.085777,,,Kyle Walker,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,6,England,768,['db07e52f-8a69-4540-bb88-6310ec3ec53e'],20,,,,,,,,,,,,,,England,00:01:20.416,Pass,,45.9,52.0,50.4,72.6,,,
,,,,,,,,,,,,,,,,,1.034047,,,,,,,,,,,,c3892423-05e0-4670-bac0-f16c64def689,91,,"[50.1, 71.8]",3788745,1,,,,0.2981329,,Right Foot,,,,"[69.3, 77.7]",,Ground Pass,,20.086065,,,Philip Foden,,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,6,England,768,['9d9ed8ca-e38f-4423-a073-9eb318ffaf76'],22,,,,,,,,,,,,,,England,00:01:22.492,Pass,,50.1,71.8,69.3,77.7,,,
,,,,,,,,,,,,,,,,,0.762423,,,,,,,,,,,,02d6e279-c3c3-47f1-84ea-28359fbe0b6d,99,,"[47.8, 14.9]",3788745,1,,,,2.1198215,,Right Foot,,,,"[42.6, 23.4]",,Ground Pass,,9.964437,,,Marcelo Brozović,,,,,,Recovery,1,Regular Play,Joško Gvardiol,33018.0,Left Back,7,Croatia,785,"['9ecf010d-8e02-4195-af68-9cfbaf897d14', 'd8be08fb-1907-4fc0-833c-ab14d1378046']",27,,,,,,,,,,,,,,Croatia,00:01:27.045,Pass,True,47.8,14.9,42.6,23.4,,,
,,,,,,,,,,,,,,,,,1.429267,,,,,,,,,,,,14c8a89a-132c-459b-8064-c43c77ec060d,103,,"[44.5, 25.3]",3788745,1,,,,-0.14850488,,Right Foot,,,,"[57.2, 23.4]",,Ground Pass,,12.841339,,,Ante Rebić,,,,,,,1,Regular Play,Marcelo Brozović,5469.0,Center Defensive Midfield,7,Croatia,785,"['7da3290a-9e00-4817-93c9-c3627ccc7eb4', 'c498e847-0a15-4c4a-b95c-6692020d173b']",28,,,,,,,,,,,,,,Croatia,00:01:28.476,Pass,True,44.5,25.3,57.2,23.4,,,
,,,,,,,,,,,,,,,,,1.155909,,,,,,,,,,,,3a6c9109-739d-4f22-be05-e654b6ccde3f,106,,"[57.2, 22.9]",3788745,1,,,,-0.4636476,,Left Foot,,,,"[80.2, 11.4]",,Low Pass,,25.71478,,Incomplete,Ivan Perišić,,,,,,,1,Regular Play,Ante Rebić,5465.0,Center Forward,7,Croatia,785,"['044cd71f-cf5d-4318-8984-641805ea02e4', '6997d17e-b3fe-4280-8ab8-089551b019d3']",30,,,,,,,,,,,,,,Croatia,00:01:30.889,Pass,,57.2,22.9,80.2,11.4,,,
,,,,,,,,,,,,,,,,,3.225526,,,,,,,,,,,,f49be6c3-4c0e-4459-96b8-bf698f97691b,110,,"[35.7, 72.3]",3788745,1,,,,-1.610775,,Right Foot,,,,"[34.8, 49.8]",,Ground Pass,,22.517992,,,Declan Rice,,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,8,England,768,['ad1f7935-ee10-4afa-bf00-f8ea53b9ed75'],34,,,,,,,,,,,,,,England,00:01:34.751,Pass,,35.7,72.3,34.8,49.8,,,
,,,,,,,,,,,,,,,,,1.76215,,,,,,,,,,,,cbaa490a-1386-4178-aa1d-d3f826fe8aa0,112,,"[34.8, 49.8]",3788745,1,,,,-1.8666161,,Right Foot,,,,"[28.4, 28.8]",,Ground Pass,,21.953587,,,Tyrone Mings,,,,,,,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,8,England,768,['4107acc5-6e32-49ad-a57f-de56e8f37519'],37,,,,,,,,,,,,,,England,00:01:37.976,Pass,,34.8,49.8,28.4,28.8,,,
,,,,,,,,,,,,,,,,,1.365364,,,,,,,,,,,,a7bddfdb-6aee-4c47-8582-6a4ecf2a94d6,115,,"[28.4, 28.8]",3788745,1,,,,1.4106413,,Left Foot,,,,"[32.6, 54.8]",,Ground Pass,,26.337046,,,John Stones,,,,,,,1,Regular Play,Tyrone Mings,3323.0,Left Center Back,8,England,768,['4932826f-664a-4710-87d9-ab06235dcc5a'],40,,,,,,,,,,,,,,England,00:01:40.713,Pass,,28.4,28.8,32.6,54.8,,,
,,,,,,,,,,,,,,,,,1.171701,,,,,,,,,,,,16468db8-dc08-4cae-97c6-4ecc183e23c6,118,,"[37.6, 55.3]",3788745,1,,,,-0.95184386,,Right Foot,,,,"[42.8, 48.0]",,Ground Pass,,8.962701,,,Declan Rice,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,8,England,768,['eebbfa98-faf8-4ad8-8863-aa21b20f7ad1'],46,,,,,,,,,,,,,,England,00:01:46.409,Pass,,37.6,55.3,42.8,48.0,,,
,,,,,,,,,,,,,,,,,0.891214,,,,,,,,,,,,90687785-8114-42f4-8042-af865a8cbeec,120,,"[42.8, 47.9]",3788745,1,,,,2.4544685,,Right Foot,,,,"[35.0, 54.3]",,Ground Pass,,10.089599,,,John Stones,,,,,,,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,8,England,768,['5e9c48f8-ab31-44f2-b2f0-d5bc799c8925'],47,,,,,,,,,,,,,,England,00:01:47.580,Pass,,42.8,47.9,35.0,54.3,,,
,,,,,,,,,,,,,,,,,1.634542,,,,,,,,,,,,184d3e9e-d5b4-4a80-aac7-f7c3d7b014f2,123,,"[42.1, 49.6]",3788745,1,,,,-1.5991576,,Right Foot,,,,"[41.3, 21.4]",,Ground Pass,,28.211346,,,Mason Mount,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,8,England,768,['2c5ac524-f798-46a1-a2d4-c4089572ddcc'],51,,,,,,,,,,,,,,England,00:01:51.448,Pass,,42.1,49.6,41.3,21.4,,,
,,,,,,,,,,,,,,,,,2.050117,,,,,,,,,,,,cd3adce0-b8b5-4a66-9a4c-6dacfb62a15c,127,,"[40.9, 16.9]",3788745,1,,,,2.6710327,,Right Foot,,,,"[23.6, 25.7]",,Ground Pass,,19.409534,,,Tyrone Mings,,,,,,,1,Regular Play,Mason Mount,7843.0,Center Attacking Midfield,8,England,768,"['e0f46cad-f430-4f30-99a2-496b7eea62c5', 'fb1e3a8d-d6d2-4b42-9253-475538a4428a']",55,,,,,,,,,,,,,,England,00:01:55.156,Pass,True,40.9,16.9,23.6,25.7,,,
,,,,,,,,,,,,,,,,,1.356761,,,,,,,,,,,,ad7b3d4f-d139-4dc4-9b1d-b6338382cda6,130,,"[28.6, 29.7]",3788745,1,,,,1.3539696,,Left Foot,,,,"[36.2, 64.2]",,Ground Pass,,35.327187,,,John Stones,,,,,,,1,Regular Play,Tyrone Mings,3323.0,Left Center Back,8,England,768,['cef7c67d-22de-4bd0-893a-3a8261674bdf'],59,,,,,,,,,,,,,,England,00:01:59.096,Pass,,28.6,29.7,36.2,64.2,,,
,,,,,,,,,,,,,,,,,1.941826,,,,,,,,,,,,1c04255a-e64b-471b-af82-70abeceac997,133,,"[39.7, 67.8]",3788745,2,,,,-1.8841693,,Right Foot,,,,"[26.9, 28.3]",,Ground Pass,,41.522163,,,Tyrone Mings,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,8,England,768,['953dfd28-9d5c-4e0b-8e0e-6ea6f7a360cc'],5,,,,,,,,,,,,,,England,00:02:05.529,Pass,,39.7,67.8,26.9,28.3,,,
,,,,,,,,,,,,,,,,,1.5358,,,,,,,,,,,,0855c161-c927-4c7b-a413-b9574012243d,136,,"[27.9, 24.5]",3788745,2,,,,-1.2953702,,Left Foot,,,,"[33.1, 6.1]",,Ground Pass,,19.12067,,,Kieran Trippier,,,,,,,1,Regular Play,Tyrone Mings,3323.0,Left Center Back,8,England,768,['79bc1ac5-8e5a-4f40-a396-c4173de97dcd'],8,,,,,,,,,,,,,,England,00:02:08.810,Pass,,27.9,24.5,33.1,6.1,,,
,,,,,,,,,,,,,,,,,1.485189,,,,,,,,,,,,a05ea6e1-336e-4225-9d2f-61705b4b729b,139,,"[34.8, 7.5]",3788745,2,,,,-0.047583103,,Right Foot,,,,"[70.5, 5.8]",,Ground Pass,,35.74045,,,Raheem Sterling,,,,,,,1,Regular Play,Kieran Trippier,3308.0,Left Back,8,England,768,['04d1e94c-5542-49b6-9b0a-60fb97c46897'],12,,,,,,,,,,,,,,England,00:02:12.378,Pass,,34.8,7.5,70.5,5.8,,,
,,,,,,,,,,,,,,,,,1.304927,,,,,,,,,,,,b749d3f6-b83d-43ef-b5e3-8789f8bc3834,141,,"[70.5, 5.8]",3788745,2,,,,2.2276554,,Right Foot,,,,"[64.1, 14.1]",,Low Pass,,10.480935,,,Mason Mount,,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,8,England,768,['4896b283-1226-4349-9fb3-be8ecb4a25e3'],13,,,,,,,,,,,,,,England,00:02:13.863,Pass,,70.5,5.8,64.1,14.1,,,
,,,,,,,,,,,,,,,,,1.566787,,,,,,,,,,,,390e7fea-01f5-4698-acdb-c71b0539b5d0,146,,"[63.1, 14.4]",3788745,2,,,,-2.6377656,,Right Foot,,,,"[55.3, 10.1]",,Ground Pass,,8.906739,,,Kieran Trippier,,,,,,,1,Regular Play,Mason Mount,7843.0,Center Attacking Midfield,8,England,768,"['045efaa2-dc8e-4555-b2b7-7fe6dc374bc9', 'dd1e34d0-65ab-4590-9388-d236cc2e82d4']",16,,,,,,,,,,,,,,England,00:02:16.056,Pass,True,63.1,14.4,55.3,10.1,,,
