bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0c13c14-b673-4eff-b942-bbc89f66dcc0,279,,,"[56.5, 65.1]",3788755,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cengiz Ünder,6971.0,Right Midfield,15,Turkey,909,"['3ee06ad2-fc48-4986-9558-e335e8565282', '61d3fd0b-e09a-406f-9238-6664928e48e6']",31,,,,,,,,,,,,,,,,Turkey,00:06:31.343,Ball Receipt*,True,56.5,65.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702f1f9-45e9-4bfe-8565-a9b73875d36c,284,,,"[37.5, 56.5]",3788755,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kaan Ayhan,12293.0,Right Center Back,16,Turkey,909,['1954ee76-91c8-4ce0-9528-770c4a21d50f'],43,,,,,,,,,,,,,,,,Turkey,00:06:43.438,Ball Receipt*,,37.5,56.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875afbf-7d27-4501-b095-83f26eee574f,287,,,"[52.3, 33.1]",3788755,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hakan Çalhanoğlu,7039.0,Left Center Midfield,16,Turkey,909,['444a05b9-b01c-4da3-a88f-7361729bff0b'],49,,,,,,,,,,,,,,,,Turkey,00:06:49.402,Ball Receipt*,,52.3,33.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640f0d4c-c1dd-4348-a1c3-61963c8f29fd,291,,,"[33.6, 9.5]",3788755,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Caglar Söyüncü,8963.0,Left Center Back,16,Turkey,909,['62925e7f-007f-4965-809c-5c9579c68454'],54,,,,,,,,,,,,,,,,Turkey,00:06:54.139,Ball Receipt*,,33.6,9.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507ccfc1-9b1d-4544-8c24-959f2ca3d222,294,,,"[28.9, 50.4]",3788755,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kaan Ayhan,12293.0,Right Center Back,16,Turkey,909,['b76cbdfc-3ee2-4804-b759-5437ffb18380'],57,,,,,,,,,,,,,,,,Turkey,00:06:57.044,Ball Receipt*,,28.9,50.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47ed51f9-6c08-4d9f-b5b2-635cb332f2c1,297,,,"[50.9, 3.1]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cengiz Umut Meraş,31042.0,Left Back,16,Turkey,909,['be054f07-d982-4b17-a2a8-c68828f78b70'],1,,,,,,,,,,,,,,,,Turkey,00:07:01.280,Ball Receipt*,,50.9,3.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4831928-595a-4c33-a6f1-31ffb19f6902,300,,,"[51.8, 15.7]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hakan Çalhanoğlu,7039.0,Left Center Midfield,16,Turkey,909,['f8351445-1572-4425-9784-a901f0c80b2d'],4,,,,,,,,,,,,,,,,Turkey,00:07:04.509,Ball Receipt*,,51.8,15.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fbc9877-1ad1-4b79-bb38-67687e5fbc30,303,,,"[31.7, 11.3]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Caglar Söyüncü,8963.0,Left Center Back,16,Turkey,909,['ba6c8d22-7f03-47d3-b698-e42a8186d50f'],6,,,,,,,,,,,,,,,,Turkey,00:07:06.388,Ball Receipt*,,31.7,11.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ee6720c-e9ca-4716-83d7-99aa177dcd7d,306,,,"[29.5, 50.7]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kaan Ayhan,12293.0,Right Center Back,16,Turkey,909,['60638906-f1ae-4765-a9f5-9a6089175010'],13,,,,,,,,,,,,,,,,Turkey,00:07:13.057,Ball Receipt*,,29.5,50.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09411fa1-b0b0-4830-bacb-33b76090ba7d,309,,,"[50.6, 48.2]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hakan Çalhanoğlu,7039.0,Left Center Midfield,16,Turkey,909,['28f0cbff-b222-47a2-96ee-f2d0bff71540'],16,,,,,,,,,,,,,,,,Turkey,00:07:16.346,Ball Receipt*,,50.6,48.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63cfedfc-e52a-4d91-b595-7dbdfc92ac92,312,,,"[29.2, 19.6]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Caglar Söyüncü,8963.0,Left Center Back,16,Turkey,909,['51da1cca-764c-43a1-a1cd-e00c73243bd6'],18,,,,,,,,,,,,,,,,Turkey,00:07:18.052,Ball Receipt*,,29.2,19.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928afeb3-6295-4a6c-8c6a-0556f57ad6e1,315,,,"[7.1, 39.1]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Uğurcan Çakır,30357.0,Goalkeeper,16,Turkey,909,['3d873142-4436-4e3b-ac2f-ec6f2d408e00'],21,,,,,,,,,,,,,,,,Turkey,00:07:21.046,Ball Receipt*,,7.1,39.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247bb08d-7bf5-4864-85f2-1654a14dcd87,318,,,"[14.3, 23.7]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Caglar Söyüncü,8963.0,Left Center Back,16,Turkey,909,['ee96e8c8-8319-43b8-a122-83d3e6eb2118'],23,,,,,,,,,,,,,,,,Turkey,00:07:23.738,Ball Receipt*,,14.3,23.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09481531-1c1e-4538-8a6e-343d26241203,321,,,"[35.5, 3.9]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cengiz Umut Meraş,31042.0,Left Back,16,Turkey,909,['3ebfeeec-9578-4cf1-af6f-c533a240763a'],26,,,,,,,,,,,,,,,,Turkey,00:07:26.153,Ball Receipt*,,35.5,3.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7ec05bc-d5df-4499-82be-2d2ce9a074eb,324,,,"[37.2, 11.9]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Okay Yokuşlu,12555.0,Center Defensive Midfield,16,Turkey,909,['5e824470-555a-4262-aac8-faeda803bbce'],29,,,,,,,,,,,,,,,,Turkey,00:07:29.581,Ball Receipt*,,37.2,11.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57789f90-9f98-420e-9cd5-046425bf1545,327,,,"[33.6, 22.6]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hakan Çalhanoğlu,7039.0,Left Center Midfield,16,Turkey,909,['52325792-1515-459e-ac76-c260778ccd21'],31,,,,,,,,,,,,,,,,Turkey,00:07:31.688,Ball Receipt*,,33.6,22.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30746977-8bcf-4717-a31c-6867f2a7307c,330,,,"[34.9, 56.2]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kaan Ayhan,12293.0,Right Center Back,16,Turkey,909,['2fb64566-2002-41d8-9764-d35bf5a4308d'],35,,,,,,,,,,,,,,,,Turkey,00:07:35.370,Ball Receipt*,,34.9,56.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3a87b38-7822-4ca4-9ae3-09b76496fa69,333,,,"[62.7, 74.9]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mehmet Zeki Çelik,10349.0,Right Back,16,Turkey,909,['cc34477a-d0b0-4749-b93f-64f2449226e5'],38,,,,,,,,,,,,,,,,Turkey,00:07:38.272,Ball Receipt*,,62.7,74.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7666bd59-2c69-4105-a138-b2637c089aab,336,,,"[39.9, 49.7]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Okay Yokuşlu,12555.0,Center Defensive Midfield,16,Turkey,909,['99850094-4282-4f2c-be43-182d5b46039d'],42,,,,,,,,,,,,,,,,Turkey,00:07:42.811,Ball Receipt*,,39.9,49.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbdc2bfa-4624-4941-bfae-6c0f95fd4e44,339,,,"[53.5, 34.7]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ozan Tufan,11088.0,Right Center Midfield,16,Turkey,909,['499d38af-e048-44dd-86a1-5af42ddf3779'],45,,,,,,,,,,,,,,,,Turkey,00:07:45.462,Ball Receipt*,,53.5,34.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60569c97-b91d-4b29-a809-8ef436a75f2f,343,,,"[39.3, 11.3]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Caglar Söyüncü,8963.0,Left Center Back,16,Turkey,909,['81fa06b7-5aa9-411d-9fa6-1ad3112d2416'],47,,,,,,,,,,,,,,,,Turkey,00:07:47.162,Ball Receipt*,,39.3,11.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a650b757-a8ca-4491-a792-7adb303b4599,346,,,"[35.2, 30.6]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Okay Yokuşlu,12555.0,Center Defensive Midfield,16,Turkey,909,['de02a63b-ac68-4ec1-ac0f-8fc5682e0ee4'],50,,,,,,,,,,,,,,,,Turkey,00:07:50.541,Ball Receipt*,,35.2,30.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444bb1a8-88c6-431d-9b51-88cfa4e0544d,349,,,"[41.3, 65.3]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kaan Ayhan,12293.0,Right Center Back,16,Turkey,909,['24677803-0fb0-4e77-a7f7-93a6be0dbfec'],53,,,,,,,,,,,,,,,,Turkey,00:07:53.278,Ball Receipt*,,41.3,65.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848bb0da-0a89-41ec-832c-770e739115a8,352,,,"[61.4, 72.2]",3788755,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cengiz Ünder,6971.0,Right Midfield,16,Turkey,909,['bf3e59e1-2349-4c67-a008-3efa5e537147'],55,,,,,,,,,,,,,,,,Turkey,00:07:55.848,Ball Receipt*,,61.4,72.2,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aab6ce86-ab3c-4d66-a9bc-bceecd0929fb,358,,,"[65.1, 7.9]",3788755,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gareth Frank Bale,6399.0,Left Midfield,17,Wales,907,['19ff694d-bf5b-4a92-85ab-3e7ff2265f0c'],20,,,,,,,,,,,,,,,,Wales,00:08:20.865,Ball Receipt*,,65.1,7.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31f01d7c-8a71-4ec8-931a-e3d11a1bbc21,360,,,"[57.9, 64.5]",3788755,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Okay Yokuşlu,12555.0,Center Defensive Midfield,18,Turkey,909,['fb70e0c5-0325-4371-9509-b42f573c7e98'],22,,,,,,,,,,,,,,,,Turkey,00:08:22.279,Ball Receipt*,,57.9,64.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40c2b85f-cbc9-469d-b8d1-5e70582f9fad,365,,,"[67.4, 58.9]",3788755,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Left Center Midfield,18,Turkey,909,"['2fa6a0ad-88e9-4dab-bb5f-6f4efb03cdba', '99cdf9a2-5648-4514-8dec-2022b0e9e5a2']",23,,,,,,,,,,,,,,,,Turkey,00:08:23.613,Ball Receipt*,True,67.4,58.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47e034a1-4b50-417b-9eb6-d30258f0b168,370,,,"[98.5, 72.8]",3788755,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cengiz Ünder,6971.0,Right Midfield,19,Turkey,909,['64516ddf-dfc3-4c7a-a71f-6ce06da51e77'],30,,,,,,,,,,,,,,,,Turkey,00:08:30.519,Ball Receipt*,,98.5,72.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3375cf4c-90f8-49f1-945d-4c180d415441,372,,,"[104.9, 49.7]",3788755,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Burak Yılmaz,11086.0,Center Forward,19,Turkey,909,['9b8d14de-b055-4b73-b83e-68e01aac4fc7'],32,,,,,,,,,,,,,,,,Turkey,00:08:32.994,Ball Receipt*,,104.9,49.7,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1a97269-90d7-465e-91cb-a932218cd4ef,379,,,"[104.9, 47.7]",3788755,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Burak Yılmaz,11086.0,Center Forward,20,Turkey,909,['02debcfc-2430-47b0-9eb1-60d2bbb11bf8'],10,,,,,,,,,,,,,,,,Turkey,00:09:10.056,Ball Receipt*,,104.9,47.7,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2cf75f2b-76fd-4a0c-ac04-19d43227de88,383,,,"[77.4, 53.5]",3788755,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Hakan Çalhanoğlu,7039.0,Left Center Midfield,20,Turkey,909,['daf7662a-fb82-45c5-aeba-d95cd4a9646f'],12,,,,,,,,,,,,,,,,Turkey,00:09:12.976,Ball Receipt*,,77.4,53.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9bdeb1af-7119-41b7-9513-36a3131a7985,387,,,"[57.4, 31.6]",3788755,9,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Left Center Midfield,21,Wales,907,['856afd67-a542-4be4-b2e0-c3081950e360'],15,,,,,,,,,,,,,,,,Wales,00:09:15.081,Ball Receipt*,,57.4,31.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9269daec-ff98-4ec3-8a26-ca17f58ee909,389,,,"[59.2, 16.2]",3788755,9,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kieffer Roberto Francisco Moore,3853.0,Center Forward,21,Wales,907,['5ac92b11-0cc7-4482-a6fc-42e73e12ea5e'],16,,,,,,,,,,,,,,,,Wales,00:09:16.397,Ball Receipt*,,59.2,16.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b68c22c-941a-44f7-a221-d1f9e747ea1e,393,,,"[106.6, 22.2]",3788755,9,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gareth Frank Bale,6399.0,Left Midfield,21,Wales,907,"['41805ded-5c88-4196-86b0-e552b714440e', 'bcfc9277-034f-4c69-bbb6-115d18640601']",20,,,,,,,,,,,,,,,,Wales,00:09:20.852,Ball Receipt*,True,106.6,22.2,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2c7c6a1-4c26-4c9f-b0ef-6e399c944589,396,,,"[108.3, 39.0]",3788755,9,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel James,11252.0,Right Midfield,21,Wales,907,['f15f6939-14e9-4ebc-97da-5d9c49cc25c3'],21,,,,,,,,,,,,,,,,Wales,00:09:21.038,Ball Receipt*,,108.3,39.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8bd24d05-b129-44d0-a9e1-7313e01cf058,399,,,"[111.3, 52.2]",3788755,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Joe Rodon,11250.0,Left Center Back,22,Wales,907,['81acfb37-7471-4fad-8cad-a78887e35555'],1,,,,,,,,,,,,,,,,Wales,00:10:01.592,Ball Receipt*,,111.3,52.2,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2e846bb-3fd0-489e-8074-5890788ab6e6,401,,,"[115.1, 42.6]",3788755,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Kieffer Roberto Francisco Moore,3853.0,Center Forward,22,Wales,907,['9b003ecb-cc56-42fa-b589-91d51d557713'],2,,,,,,,,,,,,,,,,Wales,00:10:02.314,Ball Receipt*,,115.1,42.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6e680b1-dfea-47db-b03f-addb3c1df22e,407,,,"[63.6, 55.0]",3788755,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Connor Roberts,4774.0,Right Back,22,Wales,907,['e66da7cf-02eb-4188-94b4-4d726adadf15'],9,,,,,,,,,,,,,,,,Wales,00:10:09.109,Ball Receipt*,,63.6,55.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a888bf03-3228-4464-8f35-caa91ea9e011,412,,,"[109.7, 75.3]",3788755,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Aaron Ramsey,3517.0,Left Center Midfield,22,Wales,907,"['28c64cc3-5b56-44a0-8459-546ff2bc3069', '33d543a2-81af-4f78-a56a-b087474a49cc']",13,,,,,,,,,,,,,,,,Wales,00:10:13.322,Ball Receipt*,True,109.7,75.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ef43508-57e9-4945-ab93-5dbc369d145f,416,,,"[6.8, 24.0]",3788755,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Caglar Söyüncü,8963.0,Left Center Back,23,Turkey,909,['63b72646-d2fc-4f7d-b21b-31e78baf9bd0'],25,,,,,,,,,,,,,,,,Turkey,00:10:25.176,Ball Receipt*,,6.8,24.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea2cf0f1-0936-4a38-aaba-0c0c706b3679,419,,,"[10.7, 52.1]",3788755,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kaan Ayhan,12293.0,Right Center Back,23,Turkey,909,['8469e847-8bd6-4886-943b-c1b3eb3cf79d'],33,,,,,,,,,,,,,,,,Turkey,00:10:33.320,Ball Receipt*,,10.7,52.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c281239-3326-464e-bcea-300787b47ebf,422,,,"[23.4, 14.3]",3788755,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Caglar Söyüncü,8963.0,Left Center Back,23,Turkey,909,['35511cf8-0790-4282-8e62-393d1bbbea40'],40,,,,,,,,,,,,,,,,Turkey,00:10:40.255,Ball Receipt*,,23.4,14.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f7cb524-c1ea-4987-a921-c03bc2a28a1e,425,,,"[42.3, 3.3]",3788755,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Cengiz Umut Meraş,31042.0,Left Back,23,Turkey,909,['27b15f10-daa2-4098-8bfe-e21ad3d7fcb0'],44,,,,,,,,,,,,,,,,Turkey,00:10:44.809,Ball Receipt*,,42.3,3.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641684bc-fb9c-4617-9173-e9180cc125c5,429,,,"[73.6, 20.7]",3788755,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Burak Yılmaz,11086.0,Center Forward,23,Turkey,909,['60cf9cd4-5eba-4321-a5f9-c374dcbd16da'],48,,,,,,,,,,,,,,,,Turkey,00:10:48.185,Ball Receipt*,,73.6,20.7,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5e9926c-c907-4fc6-83cf-6f171a506336,431,,,"[86.7, 23.4]",3788755,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Cengiz Ünder,6971.0,Right Midfield,23,Turkey,909,['8c3bd73c-70cd-48c7-98e0-f175dadec5a7'],50,,,,,,,,,,,,,,,,Turkey,00:10:50.461,Ball Receipt*,,86.7,23.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe8d5438-c5df-4137-b682-9157ac21b202,435,,,"[10.8, 44.0]",3788755,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danny Ward,9914.0,Goalkeeper,24,Wales,907,['7a94e172-9e62-47ce-b3b9-41ab528fc43f'],56,,,,,,,,,,,,,,,,Wales,00:10:56.086,Ball Receipt*,,10.8,44.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a8674cd-1ae1-4829-8fdd-6e9786e3c2ac,438,,,"[23.7, 21.2]",3788755,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joe Allen,10931.0,Center Defensive Midfield,24,Wales,907,['323b04b2-583d-4a1f-ba14-bb4e0f6749e2'],59,,,,,,,,,,,,,,,,Wales,00:10:59.913,Ball Receipt*,,23.7,21.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8c5fbe2-df9c-467d-adf0-9625d549c810,442,,,"[9.9, 25.3]",3788755,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joe Rodon,11250.0,Left Center Back,24,Wales,907,['b5d3387b-bbad-4505-90ca-0fd4e11f5a5e'],2,,,,,,,,,,,,,,,,Wales,00:11:02.138,Ball Receipt*,,9.9,25.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38dbc7d3-aaea-4008-84f0-cfc171bf1132,445,,,"[6.6, 47.3]",3788755,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danny Ward,9914.0,Goalkeeper,24,Wales,907,['b1e27ab3-f983-4395-ae74-ac2dfbafb482'],6,,,,,,,,,,,,,,,,Wales,00:11:06.149,Ball Receipt*,,6.6,47.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9774b3c-5393-43a2-9d4f-81d4c02e42f2,448,,,"[57.4, 77.9]",3788755,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kieffer Roberto Francisco Moore,3853.0,Center Forward,24,Wales,907,['70b58d87-c11c-4b40-a663-1a075fb52821'],10,,,,,,,,,,,,,,,,Wales,00:11:10.565,Ball Receipt*,,57.4,77.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9261d25-3e7f-4871-860a-ba91c3ce3061,451,,,"[56.2, 3.6]",3788755,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Okay Yokuşlu,12555.0,Center Defensive Midfield,25,Turkey,909,['5d74cd70-4d69-4a54-979f-858b71d43876'],18,,,,,,,,,,,,,,,,Turkey,00:11:18.319,Ball Receipt*,,56.2,3.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54e54646-d61f-40e9-8e3f-8ebb7844ff62,453,,,"[43.2, 10.8]",3788755,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Caglar Söyüncü,8963.0,Left Center Back,25,Turkey,909,['be048664-4fac-4f88-8ed5-07abcf1d88b6'],20,,,,,,,,,,,,,,,,Turkey,00:11:20.057,Ball Receipt*,,43.2,10.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bce4b79-d604-4368-b21e-3e4aedd117d9,455,,,"[40.8, 37.5]",3788755,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kaan Ayhan,12293.0,Right Center Back,25,Turkey,909,['5f9ff5e0-6c4e-49f2-b04c-a0eb16b3d4ca'],22,,,,,,,,,,,,,,,,Turkey,00:11:22.278,Ball Receipt*,,40.8,37.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571fc248-99df-4011-8a73-b4c29504594a,458,,,"[38.8, 21.3]",3788755,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Caglar Söyüncü,8963.0,Left Center Back,25,Turkey,909,['d63d7ce6-ba24-4757-9a6c-8551b186326e'],25,,,,,,,,,,,,,,,,Turkey,00:11:25.394,Ball Receipt*,,38.8,21.3,,,,,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8ddd710-67d5-47fc-b8ed-aade6dcb3034,461,,,"[82.1, 31.7]",3788755,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Burak Yılmaz,11086.0,Center Forward,25,Turkey,909,['57b0d9f3-60d2-4ad2-a12b-a766cb841d77'],27,,,,,,,,,,,,,,,,Turkey,00:11:27.319,Ball Receipt*,,82.1,31.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efec089b-b833-4372-9123-b7440d4210b3,463,,,"[68.1, 41.8]",3788755,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kieffer Roberto Francisco Moore,3853.0,Center Forward,26,Wales,907,['2a42b697-ebed-4948-a07f-f592e068c487'],28,,,,,,,,,,,,,,,,Wales,00:11:28.652,Ball Receipt*,,68.1,41.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b772d68-af05-4c29-9b62-5c0db1b356a7,468,,,"[53.2, 34.6]",3788755,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joe Allen,10931.0,Center Defensive Midfield,26,Wales,907,"['3478e837-f7bd-402d-8ea9-5c8030dd478b', '5ee1d7b7-d7e1-42c0-a37e-5f5f774f4831']",32,,,,,,,,,,,,,,,,Wales,00:11:32.198,Ball Receipt*,True,53.2,34.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c312cbb4-9847-41e7-9271-8ae3dc076883,470,,,"[45.5, 37.1]",3788755,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joe Rodon,11250.0,Left Center Back,26,Wales,907,['935d64dc-e25b-4fa1-948d-1e90e4582133'],33,,,,,,,,,,,,,,,,Wales,00:11:33.104,Ball Receipt*,,45.5,37.1,,,,,
