bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,0.798037,,,,,,,,,,,,82a57a48-4051-49b1-9d24-f972dcb3986c,4074,,"[73.8, 6.1]",3794692,95,,,,1.5957911,,Right Foot,,,,"[73.5, 18.1]",,Ground Pass,,12.00375,,,,Albin Ekdal,,,,,,3,From Throw In,Emil Peter Forsberg,5625.0,Left Midfield,143,Sweden,790,['b7b3506c-aab2-4107-b531-dc8ad0bbda18'],1,,,,,,,,,,,,,,,Sweden,00:05:01.743,Pass,,73.8,6.1,73.5,18.1,,,
,,,,,,,,,,,,,,,,,2.093968,,,,,,,,,,,,2f1e4afb-6d06-4498-9a3b-9280e9d90f75,4077,,"[73.5, 18.1]",3794692,95,,,,1.5999851,,Right Foot,,,,"[72.3, 59.2]",,Low Pass,,41.117516,,,,Emil Krafth,,True,,,,3,From Throw In,Albin Ekdal,5624.0,Left Defensive Midfield,143,Sweden,790,['d677c5cc-1c06-4a8a-9899-ed18e6413cd2'],4,,,,,,,,,,,,,,,Sweden,00:05:04.726,Pass,,73.5,18.1,72.3,59.2,,,
,,,,,,,,,,,,,,,,,1.020884,,,,,,,,,,,,9c8bb9f1-2de2-4b71-8ff5-bb1125dfb2bc,4080,,"[77.5, 68.1]",3794692,95,,,,-2.2628703,,Right Foot,,,,"[68.3, 57.0]",,Ground Pass,,14.417004,,,,Victor Nilsson Lindelöf,,,,,,3,From Throw In,Emil Krafth,6358.0,Right Back,143,Sweden,790,['d9c23491-0a64-4355-841c-57c65e04d6d6'],10,,,,,,,,,,,,,,,Sweden,00:05:10.105,Pass,,77.5,68.1,68.3,57.0,,,
,,,,,,,,,,,,,,,,,1.331712,,,,,,,,,,,,2ab16b0a-e4fa-40ba-a1f9-b2e67792f645,4083,,"[69.8, 57.0]",3794692,95,,,,0.6103379,,Right Foot,,,,"[87.1, 69.1]",,Ground Pass,,21.111609,,,,Emil Krafth,,,,,,3,From Throw In,Victor Nilsson Lindelöf,3702.0,Right Center Back,143,Sweden,790,['1630e7d7-e252-40c5-89d3-8e1813a6b049'],14,,,,,,,,,,,,,,,Sweden,00:05:14.749,Pass,,69.8,57.0,87.1,69.1,,,
,,,,,,,,,,,,,,,,,0.618434,,,,,,,,,,,,6051a064-5526-4b24-b878-92b6d8adfc6d,4086,,"[87.1, 69.1]",3794692,95,,,,-2.7407992,,Right Foot,,,,"[81.2, 66.6]",,Ground Pass,,6.407808,,,,Sebastian Larsson,,,,,,3,From Throw In,Emil Krafth,6358.0,Right Back,143,Sweden,790,['5ab601a3-f984-4567-b4e9-57c0aef0e027'],17,,,,,,,,,,,,,,,Sweden,00:05:17.082,Pass,,87.1,69.1,81.2,66.6,,,
,,,,,,,,,,,,,,,,,1.321486,,,,,,,,,,,,8066ca57-b200-4981-b57c-ff3bee88b3c6,4089,,"[81.2, 66.6]",3794692,95,,,,0.36717382,,Right Foot,,,,"[87.7, 69.1]",,Ground Pass,,6.9641943,,,,Emil Krafth,,,,,,3,From Throw In,Sebastian Larsson,5617.0,Right Midfield,143,Sweden,790,['5d3f20dd-74a0-4987-b45b-83528608c608'],17,,,,,,,,,,,,,,,Sweden,00:05:17.845,Pass,,81.2,66.6,87.7,69.1,,,
,,,,,,,,,,,,,,,,,0.0323,,,,,,,,,,,,d853f5e2-1f6b-4fe4-af45-56ff46d92285,4093,,"[88.0, 70.3]",3794692,95,,,,-1.1071488,,Right Foot,,,,"[88.6, 69.1]",,Low Pass,,1.3416408,,Incomplete,,Sebastian Larsson,,,,,,3,From Throw In,Emil Krafth,6358.0,Right Back,143,Sweden,790,"['3dffcaa4-1ea0-4fe5-932e-63e70eb334ce', 'b25e7128-1e70-40ae-91a9-08c97d033f23', 'f5d6f556-6eea-4354-9639-9aa16d427c2b']",19,,,,,,,,,,,,,,,Sweden,00:05:19.207,Pass,True,88.0,70.3,88.6,69.1,,,
,,,,,,,,,,,,,,,,,1.112221,,,,,,,,,,,,019cd6d8-6dca-4cb9-b147-dc19dda3c385,4100,,"[89.6, 73.1]",3794692,95,,,,-1.1299664,,Right Foot,,,,"[98.8, 53.6]",,Ground Pass,,21.561308,,Incomplete,,Dejan Kulusevski,,,,,,3,From Throw In,Emil Krafth,6358.0,Right Back,143,Sweden,790,"['94acc648-83dd-4510-812b-b1573f7fd5b0', 'be335ad3-5937-4d0f-8900-9727815de7e2', 'ff311bb4-b158-4830-92fc-3cc3579a091f']",21,,,,,,,,,,,,,,,Sweden,00:05:21.303,Pass,True,89.6,73.1,98.8,53.6,,,
,,,,,,,,,,,True,,,,,,0.707329,,,,,,,,,,,,be335ad3-5937-4d0f-8900-9727815de7e2,4102,,"[21.3, 26.5]",3794692,95,,,,-0.39169994,,Right Foot,,,,"[25.9, 24.6]",,Ground Pass,,4.976947,,,,Evgeny Makarenko,,,,,Interception,3,Regular Play,Mykola Matviyenko,18617.0,Left Center Back,144,Ukraine,911,"['019cd6d8-6dca-4cb9-b147-dc19dda3c385', '238c4b0f-5007-44ec-be32-ba56bddccc2b']",22,,,,,,,,,,,,,,,Ukraine,00:05:22.416,Pass,,21.3,26.5,25.9,24.6,,,
,,,,,,,,,,,,,,,,,1.750862,,,,,,,,,,,,2bbfb0fe-26a2-4846-b216-af26b2915014,4105,,"[20.0, 16.3]",3794692,95,,,,-0.12301211,,Left Foot,,,,"[47.5, 12.9]",,High Pass,,27.709385,,,,Artem Besedin,,,,,,3,Regular Play,Evgeny Makarenko,16311.0,Center Defensive Midfield,144,Ukraine,911,['9a2cfc08-1669-4859-aede-91e0620413f0'],24,,,,,,,,,,,,,,,Ukraine,00:05:24.760,Pass,,20.0,16.3,47.5,12.9,,,
