50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,,,1.990722,,,,,,,,,,,,,,,1230e271-d321-43d9-baa5-c97101df5494,29,,,"[35.0, 22.4]",3794691,0,,,,,-0.8246529,,Right Foot,,,,"[50.9, 5.2]",,Ground Pass,,23.423279,,,,Ricardo Iván Rodríguez Araya,,,,,,1,From Kick Off,Manuel Obafemi Akanji,5549.0,Center Back,2,Switzerland,773,['f267b710-ca45-41fd-9aa7-a546fd469e94'],29,,,,,,,,,,,,,,,,Switzerland,00:00:29.594,Pass,,35.0,22.4,50.9,5.2,,,
,,,,,,,,,,,,,,,,,,,0.868335,,,,,,,,,,,,,,,05696105-69d4-4e1d-9e48-605027a1ad02,32,,,"[70.5, 5.7]",3794691,0,,,,,-0.44237423,,Right Foot,,,,"[78.1, 2.1]",,Ground Pass,,8.409518,,,,Steven Zuber,,,,,,1,From Kick Off,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,2,Switzerland,773,['13057af1-fdd4-4552-8820-5d7f26adbbf5'],35,,,,,,,,,,,,,,,,Switzerland,00:00:35.303,Pass,,70.5,5.7,78.1,2.1,,,
,,,,,,,,,,,,,,,,,,,1.108735,,,,,,,,,,,,,,,da7b8367-8e0d-473a-ab1b-1f9a001d9d05,35,,,"[78.1, 2.1]",3794691,0,,,,,1.066127,,Right Foot,,,,"[83.9, 12.6]",,Ground Pass,,11.995416,,,,Xherdan Shaqiri,,,,,,1,From Kick Off,Steven Zuber,5548.0,Left Wing Back,2,Switzerland,773,['7fef95ec-0f9f-43b6-b93a-6fd63aa0c6bf'],36,,,,,,,,,,,,,,,,Switzerland,00:00:36.698,Pass,,78.1,2.1,83.9,12.6,,,
,,,,,,,,,,,,,,,,,,,0.610817,,,,,,,,,,,,,,,1cf649ec-4f4b-4844-87a4-9234815d807f,39,,,"[83.9, 12.1]",3794691,0,,,,,-1.8466022,,Left Foot,,,,"[82.4, 6.8]",,Ground Pass,,5.508176,,,,Steven Zuber,,,,,,1,From Kick Off,Xherdan Shaqiri,3533.0,Center Attacking Midfield,2,Switzerland,773,"['73458368-b98d-49aa-b563-387bd160de52', 'd491a0d0-d515-4fdf-b3d5-32a912afaab6']",37,,,,,,,,,,,,,,,,Switzerland,00:00:37.821,Pass,True,83.9,12.1,82.4,6.8,,,
,,,,,,,,,,,,,,,,,,,0.229318,,,,,,,,,,,,,,,e3aa6e4e-279a-4fa1-a745-8ff39367bde9,41,,,"[82.4, 6.8]",3794691,0,,,,,1.7023845,,Right Foot,,,,"[81.5, 13.6]",,Ground Pass,,6.8593,,,,Xherdan Shaqiri,,,,,,1,From Kick Off,Steven Zuber,5548.0,Left Wing Back,2,Switzerland,773,['9d57862e-b03d-43c2-830a-7f5b5c767c11'],38,,,,,,,,,,,,,,,,Switzerland,00:00:38.432,Pass,,82.4,6.8,81.5,13.6,,,
,,,,,,,,,,,,,,,,,,,2.114567,,,,,,,,,,,,,,,7a04ab5c-f094-464c-9abb-356e86ee9465,43,,,"[81.5, 13.6]",3794691,0,,,,,2.500022,,Left Foot,,,,"[64.9, 26.0]",,High Pass,,20.72004,,Incomplete,,Ricardo Iván Rodríguez Araya,,,,,,1,From Kick Off,Xherdan Shaqiri,3533.0,Center Attacking Midfield,2,Switzerland,773,"['8144f4e6-f715-4436-aaba-3d6de414310d', '94dd6ef8-9f3e-48b8-990d-c3641e9907f6']",38,,,,,,,,,,,,,,,,Switzerland,00:00:38.661,Pass,,81.5,13.6,64.9,26.0,,,
,,,,,,,,,,,,,,,,,,,1.016516,,,,,,,,,,,,,,,04e8b830-88aa-452d-8b09-c9387326e924,48,,,"[47.0, 42.4]",3794691,0,,,,,-0.9004655,,Right Foot,,,,"[55.8, 31.3]",,Ground Pass,,14.165098,,,,Antoine Griezmann,,,,,,1,Regular Play,Karim Benzema,19677.0,Right Center Forward,3,France,771,['2d1bc18e-892e-45c1-a676-f38f90b57dbf'],42,,,,,,,,,,,,,,,,France,00:00:42.578,Pass,,47.0,42.4,55.8,31.3,,,
,,,,,,,,,,,,,,,,,,,1.919145,,,,,,,,,,,,,,,9f185666-df15-4017-8fb8-39bc7532891b,51,,,"[58.3, 24.1]",3794691,0,,,,,-0.43445882,,Left Foot,,,,"[86.1, 11.2]",,Ground Pass,,30.647186,,,,Kylian Mbappé Lottin,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,3,France,771,['4ac3e128-abf9-4e12-99b5-eeb3e121ec6a'],44,,,,,,,,,,,,,,,,France,00:00:44.580,Pass,,58.3,24.1,86.1,11.2,,,
,,,,,,,,,,,,,,,,,,,1.503232,,,,,,,,,,,,,,,edca6243-f63b-4d89-be9d-5dd7db4050c1,56,,,"[118.1, 19.8]",3794691,0,,,,,-2.2886815,,Right Foot,,,,"[105.0, 4.8]",,Ground Pass,,19.91507,,,,Adrien Rabiot,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Left Center Forward,3,France,771,"['19afad8c-81c1-435d-9cb8-54f0d6aade92', '6c90b810-a0f5-4eb3-981e-7abe9778bfed']",51,,,,,,,,,,,,,,,,France,00:00:51.660,Pass,True,118.1,19.8,105.0,4.8,,,
,,,,,,,,,,,,,,,,,,,0.932939,,,,,,,,,,,,,,,ab884fe1-9d04-44ee-813e-cb5e3c462531,59,,,"[104.1, 6.2]",3794691,0,,,,,2.0374928,,Left Foot,,,,"[97.5, 19.3]",,Ground Pass,,14.668674,,,,Antoine Griezmann,,,,,,1,Regular Play,Adrien Rabiot,3026.0,Left Wing Back,3,France,771,['991eb737-6273-459d-81de-80880a63b2a4'],53,,,,,,,,,,,,,,,,France,00:00:53.571,Pass,,104.1,6.2,97.5,19.3,,,
,,,,,,,,,,,,,,,,,,,1.566296,,,,,,,,,,,,,,,924ebf0d-68b5-4d0e-9f35-d4b88446606e,62,,,"[99.9, 15.4]",3794691,0,,,,,-0.38561708,,Left Foot,,,,"[110.0, 11.3]",,Ground Pass,,10.900458,,,,Adrien Rabiot,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,3,France,771,['c9fd72ce-fee2-48b2-b931-d9be314c345f'],55,,,,,,,,,,,,,,,,France,00:00:55.983,Pass,,99.9,15.4,110.0,11.3,,,
,,,,,,,,,,,,,,,,,,,1.096932,,,,,,,,,,,,,,,1de8e432-dd75-4419-af06-b6402a81d4e2,65,,,"[110.5, 13.1]",3794691,0,,,,,-3.0628088,,Left Foot,,,,"[99.1, 12.2]",,Ground Pass,,11.435472,,,,Antoine Griezmann,,,,,,1,Regular Play,Adrien Rabiot,3026.0,Left Wing Back,3,France,771,['9a5fa419-fe3a-4dab-9a3b-2c4d19ca8092'],58,,,,,,,,,,,,,,,,France,00:00:58.443,Pass,,110.5,13.1,99.1,12.2,,,
,,,,,,,,,,,,,,,,,,,0.222473,,,,,,,,,,,,,,,35303ae8-d32b-400c-a62b-a30edf711c1f,68,,,"[101.3, 11.7]",3794691,1,,,,,0.9324765,,Left Foot,,,,"[103.6, 14.8]",,Low Pass,,3.8600519,,Incomplete,,Kylian Mbappé Lottin,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,3,France,771,"['31d37218-19ce-4ae4-a599-6f25642aa011', '5e6eb212-a032-4830-9ee6-c0394fd4bafb']",0,,,,,,,,,,,,,,,,France,00:01:00.352,Pass,,101.3,11.7,103.6,14.8,,,
,,,,,,,,,,,,,,,,,,,1.442364,,,,,,,,,,,,,,,9498cac1-ded2-4355-9124-2a2af1da35a0,71,,,"[120.0, 0.1]",3794691,1,,,,,1.8002019,867494ff-e1fc-43c5-952e-520f37c2e535,Left Foot,,,,"[111.5, 36.5]",,High Pass,,37.379272,,,True,Raphaël Varane,True,,Outswinging,,Corner,1,From Corner,Antoine Griezmann,5487.0,Center Attacking Midfield,4,France,771,['26e80747-b00e-43d8-b37a-c02381ec4b82'],26,,,,,,,,,,,,,,,,France,00:01:26.364,Pass,,120.0,0.1,111.5,36.5,,,
,,,,,,,,,,,,,,,,,,,1.807448,,,,,,,,,,,,,,,acc22836-920a-407c-b299-b698ff5dc35e,77,,,"[7.0, 44.1]",3794691,2,,True,,,-0.28906772,,Right Foot,,,,"[33.9, 36.1]",,Ground Pass,,28.06439,,,,Granit Xhaka,,,,,Goal Kick,1,From Goal Kick,Yann Sommer,5550.0,Goalkeeper,5,Switzerland,773,['8692b1b1-81cc-4673-ba75-b624d1ef9d8e'],23,,,,,,,,,,,,,,,,Switzerland,00:02:23.574,Pass,,7.0,44.1,33.9,36.1,,,
,,,,,,,,,,,,,,,,,,,2.334789,,,,,,,,,,,,,,,f159812f-284b-4250-9d4b-f8e6c52df559,79,,,"[52.3, 46.4]",3794691,2,,,,,1.4684763,,Left Foot,,,,"[54.6, 68.8]",,Ground Pass,,22.51777,,,,Remo Freuler,,,,,,1,From Goal Kick,Granit Xhaka,3500.0,Left Defensive Midfield,5,Switzerland,773,['79dc95f2-938b-4a1f-b45d-89b0b0e17ae5'],28,,,,,,,,,,,,,,,,Switzerland,00:02:28.610,Pass,,52.3,46.4,54.6,68.8,,,
