ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,0.881123,,,,,,,,,,,,2c0680a1-44a9-4fbe-b249-c5cda551fc70,1356,,"[62.3, 32.2]",3788766,35,,,,,0.962107,,Right Foot,,,"[69.2, 42.1]",,Ground Pass,,12.067311,,,Marco Verratti,,,,,,1,From Free Kick,Leonardo Bonucci,7173.0,Right Center Back,79,Italy,914,['8becd570-87ac-416e-8336-8ec597029dcf'],31,,,,,,,,,,,,,,,Italy,00:35:31.688,Pass,,62.3,32.2,69.2,42.1,,,
,,,,,,,,,,,,,,1.115986,,,,,,,,,,,,1c9f9db7-c942-4e1b-a6cc-ec65dc9e106a,1359,,"[74.7, 44.0]",3788766,35,,,,,1.6212267,,Right Foot,,,"[73.1, 75.7]",,Ground Pass,,31.740353,,,Rafael Tolói,,,,,,1,From Free Kick,Marco Verratti,3166.0,Left Center Midfield,79,Italy,914,['5abcf886-97bf-46c6-b284-497dca194636'],34,,,,,,,,,,,,,,,Italy,00:35:34.560,Pass,,74.7,44.0,73.1,75.7,,,
,,,,,,,,,,,,,,0.891135,,,,,,,,,,,,36d4aeb5-99d3-4e66-b4ae-fcfe5e491058,1362,,"[81.7, 76.0]",3788766,35,,,,,0.088874176,,Right Foot,,,"[91.8, 76.9]",,Ground Pass,,10.140019,,,Matteo Pessina,,,,,,1,From Free Kick,Rafael Tolói,7002.0,Right Back,79,Italy,914,['6a2de802-2e52-4f25-8c7b-fa8da18ea046'],38,,,,,,,,,,,,,,,Italy,00:35:38.314,Pass,,81.7,76.0,91.8,76.9,,,
,,,,,,,,,,,,,,1.583319,,,,,,,,,,,,b8eb6dea-46af-47c7-9f46-be8a29a2beb7,1366,,"[90.9, 76.5]",3788766,35,,,,,-2.7242439,,Left Foot,,,"[80.3, 71.8]",,Ground Pass,,11.595258,,,Rafael Tolói,,,,,,1,From Free Kick,Matteo Pessina,11601.0,Right Center Midfield,79,Italy,914,"['55560734-f51e-4a58-b9be-bf76b675f06d', 'e0bbd6fe-34ab-422f-8548-52f478a1e915']",40,,,,,,,,,,,,,,,Italy,00:35:40.312,Pass,True,90.9,76.5,80.3,71.8,,,
,,,,,,,,,,,,,,0.844659,,,,,,,,,,,,513c827d-8724-4106-b3c5-bf6cadc7bda8,1369,,"[82.0, 71.1]",3788766,35,,,,,0.45037407,,Right Foot,,,"[91.1, 75.5]",,Ground Pass,,10.107918,,,Federico Chiesa,,,,,,1,From Free Kick,Rafael Tolói,7002.0,Right Back,79,Italy,914,['bd50e471-dda2-459c-b8b0-dcfcc2d98d69'],42,,,,,,,,,,,,,,,Italy,00:35:42.382,Pass,,82.0,71.1,91.1,75.5,,,
,,,,,,,,,,,,,,1.807071,,,,,,,,,,,,8a599773-a4b2-4e67-a9d6-75e5694ee53b,1373,,"[82.0, 76.8]",3788766,35,,,,,-2.350254,,Left Foot,,,"[56.9, 51.4]",,Ground Pass,,35.709522,,,Leonardo Bonucci,,,,,,1,From Free Kick,Federico Chiesa,7156.0,Right Wing,79,Italy,914,['b9e1c718-466b-4eef-922a-8432381b1c2c'],45,,,,,,,,,,,,,,,Italy,00:35:45.051,Pass,,82.0,76.8,56.9,51.4,,,
,,,,,,,,,,,,,,1.789337,,,,,,,,,,,,404a3dff-8c79-460a-a921-3c226e00ebb1,1376,,"[57.1, 44.9]",3788766,35,,,,,-1.2740678,,Right Foot,,,"[65.6, 17.1]",,Ground Pass,,29.070433,,,Alessandro Bastoni,,,,,,1,From Free Kick,Leonardo Bonucci,7173.0,Right Center Back,79,Italy,914,['a7f0848f-d0c1-4cd2-9416-11c42afbcc23'],48,,,,,,,,,,,,,,,Italy,00:35:48.479,Pass,,57.1,44.9,65.6,17.1,,,
,,,,,,,,,,,,,,0.868879,,,,,,,,,,,,ed84387e-5562-44f3-8c3f-24bf6e71ef0c,1379,,"[67.8, 17.1]",3788766,35,,,,,1.3481354,,Left Foot,,,"[71.4, 33.0]",,Ground Pass,,16.302454,,,Jorge Luiz Frello Filho,,,,,,1,From Free Kick,Alessandro Bastoni,7480.0,Left Center Back,79,Italy,914,['12318d87-ff01-448d-82cd-0951625caf04'],51,,,,,,,,,,,,,,,Italy,00:35:51.538,Pass,,67.8,17.1,71.4,33.0,,,
,,,,,,,,,,,,,,1.296948,,,,,,,,,,,,32946730-a29a-4175-8364-ba5dc948fb04,1382,,"[67.0, 22.6]",3788766,35,,,,,1.6090552,,Right Foot,,,"[66.2, 43.5]",,Ground Pass,,20.915306,,,Marco Verratti,,,,,,1,From Free Kick,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,79,Italy,914,['0c271992-c35e-4c8c-8dfa-c4fc97e64957'],54,,,,,,,,,,,,,,,Italy,00:35:54.265,Pass,,67.0,22.6,66.2,43.5,,,
,,,,,,,,,,,,,,2.797862,,,,,,,,,,,,3c24a172-9398-4eee-9adb-5efe6572e738,1385,,"[66.2, 41.0]",3788766,35,,,,,0.028626539,,Right Foot,,,"[111.6, 42.3]",,High Pass,,45.41861,Incomplete,,Andrea Belotti,,,Through Ball,True,,1,From Free Kick,Marco Verratti,3166.0,Left Center Midfield,79,Italy,914,"['7f66c165-21e8-42e5-aa73-99f0afc97121', '843d4423-a00f-48a6-8c94-a5d57403bfc6']",57,,,,,,,,,,,,,,,Italy,00:35:57.059,Pass,,66.2,41.0,111.6,42.3,,,
,,,,,,,,,,,,,,1.243675,,,,,,,,,,,,57034b4b-161a-42ed-a7d2-54a3e5e5cd75,1388,,"[10.9, 41.8]",3788766,36,,True,,,-1.420585,,Keeper Arm,,,"[13.7, 23.3]",,Ground Pass,,18.710691,,,Chris Gunter,,,,,,1,Regular Play,Danny Ward,9914.0,Goalkeeper,80,Wales,907,['2d01fd1d-3ebe-400b-99c9-4173bbcd058d'],15,,,,,,,,,,,,,,,Wales,00:36:15.248,Pass,,10.9,41.8,13.7,23.3,,,
,,,,,,,,,,,,,,1.01788,,,,,,,,,,,,1ee8b09d-5d08-417a-bc8c-4adad63d2326,1390,,"[13.7, 23.9]",3788766,36,,,,,1.7900406,,Left Foot,,,"[9.6, 42.3]",,Ground Pass,,18.85126,,,Danny Ward,,,,,,1,Regular Play,Chris Gunter,10928.0,Left Center Back,80,Wales,907,['25c59525-be43-40a6-9552-9e4dcda57967'],18,,,,,,,,,,,,,,,Wales,00:36:18.262,Pass,,13.7,23.9,9.6,42.3,,,
,,,,,,,,,,,,,,2.958547,,,,,,,,,,,,8ebe8160-a03d-4ebb-a250-911e5efd00bc,1393,,"[9.0, 44.6]",3788766,36,,,,,0.6371343,,Right Foot,,,"[49.4, 74.5]",,High Pass,,50.261017,Incomplete,,,,,,,,1,Regular Play,Danny Ward,9914.0,Goalkeeper,80,Wales,907,['3b918220-f8b6-4bc6-bb1f-ba79ab057d9d'],21,,,,,,,,,,,,,,,Wales,00:36:21.645,Pass,,9.0,44.6,49.4,74.5,,,
,,,,,,,,,,,,,,0.852651,,,,,,,,,,,,d9c2fde8-b3ab-4cd6-aa54-4e6653d417a6,1396,,"[74.2, 4.4]",3788766,36,,,,,2.0396252,,Left Foot,,,"[70.3, 12.1]",,Ground Pass,,8.631338,,,Jorge Luiz Frello Filho,,,,,,1,Regular Play,Emerson Palmieri dos Santos,4355.0,Left Back,81,Italy,914,['5f024af5-02e7-4434-b280-620cd43b46e8'],25,,,,,,,,,,,,,,,Italy,00:36:25.410,Pass,,74.2,4.4,70.3,12.1,,,
,,,,,,,,,,,,,,0.742287,,,,,,,,,,,,6483ada1-e826-4126-9bff-a05d7088b04a,1399,,"[69.0, 21.4]",3788766,36,,,,,1.0531472,,Right Foot,,,"[73.1, 28.6]",,Ground Pass,,8.285529,,,Marco Verratti,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,81,Italy,914,['55621fb7-cc7a-4d66-a94d-22035804f0d7'],27,,,,,,,,,,,,,,,Italy,00:36:27.415,Pass,,69.0,21.4,73.1,28.6,,,
,,,,,,,,,,,,,,0.728395,,,,,,,,,,,,41bb5e3c-7aad-4d67-9a8a-bf2ef9d1ac96,1402,,"[82.0, 32.7]",3788766,36,,,,,-1.2852416,8586cbb8-776c-45f1-be52-82a2db0ae336,Right Foot,,,"[85.2, 21.8]",,Ground Pass,,11.360018,,,Federico Bernardeschi,True,,,,,1,Regular Play,Marco Verratti,3166.0,Left Center Midfield,81,Italy,914,['49cec04d-7f6f-4f5a-9073-7aa83839549a'],30,,,,,,,,,,,,,,,Italy,00:36:30.817,Pass,,82.0,32.7,85.2,21.8,,,
,,,,,,,,,,,,,,0.620119,,,,,,,,,,,,fffc692c-0990-4250-bd89-41b777cfd622,1408,,"[98.7, 0.1]",3788766,36,,,,,2.7201734,,,,,"[92.9, 2.7]",,Low Pass,,6.3560996,,,Alessandro Bastoni,,,,,Throw-in,1,From Throw In,Emerson Palmieri dos Santos,4355.0,Left Back,82,Italy,914,['a9eb45ba-5b10-4c77-b56b-d55a6e14fea5'],40,,,,,,,,,,,,,,,Italy,00:36:40.637,Pass,,98.7,0.1,92.9,2.7,,,
,,,,,,,,,,,,,,1.096695,,,,,,,,,,,,f0288205-39b4-407e-95da-4f60b5a28023,1410,,"[92.6, 2.7]",3788766,36,,,,,-0.24111767,,Left Foot,,,"[98.7, 1.2]",,Low Pass,,6.2817197,,,Emerson Palmieri dos Santos,,,,,,1,From Throw In,Alessandro Bastoni,7480.0,Left Center Back,82,Italy,914,['a10b5133-d265-4914-8ddf-f8decf0676a2'],41,,,,,,,,,,,,,,,Italy,00:36:41.258,Pass,,92.6,2.7,98.7,1.2,,,
,,,,,,,,,,,,,,0.914485,,,,,,,,,,,,1ee545e5-5193-4322-bed7-cbdd9b6c6f72,1413,,"[100.0, 2.7]",3788766,36,,,,,-3.0945685,,Left Foot,,,"[83.0, 1.9]",,Ground Pass,,17.018812,,,Alessandro Bastoni,,,,,,1,From Throw In,Emerson Palmieri dos Santos,4355.0,Left Back,82,Italy,914,['3eae9cfa-f292-4b80-93e5-d19cb1929ec6'],42,,,,,,,,,,,,,,,Italy,00:36:42.997,Pass,,100.0,2.7,83.0,1.9,,,
,,,,,,,,,,,,,,0.847909,,,,,,,,,,,,53997de9-650b-48a8-8164-fb9820c46ead,1416,,"[84.4, 3.2]",3788766,36,,,,,2.003204,,Left Foot,,,"[80.8, 11.0]",,Ground Pass,,8.5906925,,,Jorge Luiz Frello Filho,,,,,,1,From Throw In,Alessandro Bastoni,7480.0,Left Center Back,82,Italy,914,['4112f4fb-678c-486e-921a-a913fee5ad7b'],44,,,,,,,,,,,,,,,Italy,00:36:44.841,Pass,,84.4,3.2,80.8,11.0,,,
,,,,,,,,,,,,,,1.316221,,,,,,,,,,,,8ec79ce7-ecf2-41a9-b946-20dd2a027264,1419,,"[80.8, 11.0]",3788766,36,,,,,1.6469845,,Left Foot,,,"[78.8, 37.2]",,Ground Pass,,26.276224,,,Rafael Tolói,,,,,,1,From Throw In,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,82,Italy,914,['a107cf93-96e9-4374-808f-4cf5c75abdc8'],49,,,,,,,,,,,,,,,Italy,00:36:49.683,Pass,,80.8,11.0,78.8,37.2,,,
,,,,,,,,,,,,,,1.815848,,,,,,,,,,,,dff1666b-11a7-4e48-8e6f-8e7c60c838cb,1422,,"[79.4, 45.5]",3788766,36,,,,,0.9974019,,Right Foot,,,"[100.0, 77.4]",,Ground Pass,,37.97328,,,Federico Chiesa,,,,,,1,From Throw In,Rafael Tolói,7002.0,Right Back,82,Italy,914,['c44448c7-84a9-4090-8eb7-b979533bf046'],52,,,,,,,,,,,,,,,Italy,00:36:52.046,Pass,,79.4,45.5,100.0,77.4,,,
,,,,,,,,,,,,,,1.087072,,,,,,,,,,,,4a86786e-d7f6-4718-a851-a73c6a859be7,1425,,"[100.2, 74.3]",3788766,36,,,,,-1.9016101,,Right Foot,,,"[96.8, 64.4]",,Ground Pass,,10.467569,,,Marco Verratti,,,,,,1,From Throw In,Federico Chiesa,7156.0,Right Wing,82,Italy,914,['38086c4c-aa55-4e14-bb29-db70b7719fda'],57,,,,,,,,,,,,,,,Italy,00:36:57.185,Pass,,100.2,74.3,96.8,64.4,,,
,,,,,,,,,,,,,,0.763906,,,,,,,,,,,,fe1d3434-0e23-4e93-aa25-c6e74ac9721b,1431,,"[95.5, 63.1]",3788766,38,,,,,-0.78859305,8c3fd9f3-313a-45eb-89b2-452124f41c1d,Right Foot,True,,"[111.1, 47.4]",True,Low Pass,,22.132555,,,Matteo Pessina,,,,,Free Kick,1,From Free Kick,Marco Verratti,3166.0,Left Center Midfield,83,Italy,914,['4266c153-8cbf-4742-9859-7c57ba486e71'],14,,,,,,,,,,,,,,,Italy,00:38:14.716,Pass,,95.5,63.1,111.1,47.4,,,
,,,,,,,,,,,,,,1.244375,,,,,,,,,,,,b88b3d7a-599a-4595-a07a-018cbb47bcb9,1435,,"[61.0, 40.1]",3788766,39,,True,,,3.1373553,,Right Foot,,,"[37.4, 40.2]",,Ground Pass,,23.600212,,,Chris Gunter,,,,,Kick Off,1,From Kick Off,Aaron Ramsey,3517.0,Center Forward,84,Wales,907,['aa450f37-49e2-43e0-bf58-6e639542d48a'],20,,,,,,,,,,,,,,,Wales,00:39:20.815,Pass,,61.0,40.1,37.4,40.2,,,
,,,,,,,,,,,,,,0.999957,,,,,,,,,,,,38a1666c-32cf-4c43-b935-8643224b7661,1437,,"[34.4, 39.3]",3788766,39,,,,,1.218752,,Right Foot,,,"[39.8, 54.0]",,Ground Pass,,15.6604595,,,Joe Rodon,,,,,,1,From Kick Off,Chris Gunter,10928.0,Left Center Back,84,Wales,907,['686ddcbb-aa21-42ca-972a-2aabef8c9fa9'],22,,,,,,,,,,,,,,,Wales,00:39:22.923,Pass,,34.4,39.3,39.8,54.0,,,
,,,,,,,,,,,,,,1.633174,,,,,,,,,,,,00d237c2-9bc3-4138-86c7-e5a9ab2f5149,1440,,"[39.8, 54.0]",3788766,39,,,,,-1.8560334,,Right Foot,,,"[35.9, 40.7]",,Ground Pass,,13.860014,,,Chris Gunter,,,,,,1,From Kick Off,Joe Rodon,11250.0,Right Center Back,84,Wales,907,['d2eeaaa0-d1eb-43c2-85b4-de14293167d0'],25,,,,,,,,,,,,,,,Wales,00:39:25.571,Pass,,39.8,54.0,35.9,40.7,,,
,,,,,,,,,,,,,,1.582304,,,,,,,,,,,,f061d271-6de5-412a-ad6b-7b3459777433,1444,,"[34.4, 17.1]",3788766,39,,,,,-0.39807826,,Left Foot,,,"[64.6, 4.4]",,High Pass,,32.761715,Incomplete,,Daniel James,,,,,,1,From Kick Off,Chris Gunter,10928.0,Left Center Back,84,Wales,907,"['32f292e3-c8b5-4dad-9b72-37e284c04000', '3593b0dc-6e6a-4fee-a47b-19b8a43c1dfd', 'a7cf06e3-e328-4aca-bc28-d3c9fcfcf9e8']",30,,,,,,,,,,,,,,,Wales,00:39:30.556,Pass,True,34.4,17.1,64.6,4.4,,,
,,,,,,,,,,,,,,0.862695,,,,,,,,,,,,32f292e3-c8b5-4dad-9b72-37e284c04000,1446,,"[55.5, 75.7]",3788766,39,,,,,-0.38831872,,Right Foot,,,"[70.9, 69.4]",,Low Pass,,16.63881,,,Matteo Pessina,,,,,Recovery,1,From Counter,Rafael Tolói,7002.0,Right Back,85,Italy,914,"['7971fa42-ec81-4b02-b060-baf397083d10', 'f061d271-6de5-412a-ad6b-7b3459777433']",32,,,,,,,,,,,,,,,Italy,00:39:32.138,Pass,,55.5,75.7,70.9,69.4,,,
,,,,,,,,,,,,,,1.108978,,,,,,,,,,,,cda61f64-ef9c-4c97-9fe2-9ec3064aa131,1449,,"[70.9, 69.4]",3788766,39,,,,,-0.27094686,,Left Foot,,,"[83.5, 65.9]",,Low Pass,,13.077079,,,Andrea Belotti,,,,,,1,From Counter,Matteo Pessina,11601.0,Right Center Midfield,85,Italy,914,['e84ec4bb-ef2c-40e2-b4d3-c6919e0f9270'],33,,,,,,,,,,,,,,,Italy,00:39:33.081,Pass,,70.9,69.4,83.5,65.9,,,
,,,,,,,,,,,,,,2.022948,,,,,,,,,,,,fd7dad97-6189-4055-af55-2c5c2564462b,1455,,"[78.6, 68.1]",3788766,40,,True,,,0.08178438,,Right Foot,,,"[84.7, 68.6]",,Ground Pass,,6.1204576,,,Rafael Tolói,,,,,Free Kick,1,From Free Kick,Marco Verratti,3166.0,Left Center Midfield,86,Italy,914,['0acf4bf4-1d72-453b-bd6b-d5cfa9506597'],3,,,,,,,,,,,,,,,Italy,00:40:03.043,Pass,,78.6,68.1,84.7,68.6,,,
,,,,,,,,,,,,,,0.733462,,,,,,,,,,,,fec37afe-6e31-4926-950a-1145301d8653,1457,,"[97.0, 65.9]",3788766,40,,,,,0.8792394,,Right Foot,,,"[104.7, 75.2]",,Ground Pass,,12.073939,,,Federico Chiesa,,,,,,1,From Free Kick,Rafael Tolói,7002.0,Right Back,86,Italy,914,['023c9c71-3975-4ab1-8c95-9a710282004e'],6,,,,,,,,,,,,,,,Italy,00:40:06.308,Pass,,97.0,65.9,104.7,75.2,,,
,,,,,,,,,,,,,,2.034869,,,,,,,,,,,,a4eecd95-6d6c-4dc3-ad6b-b004bf650beb,1460,,"[104.8, 72.5]",3788766,40,,,,,-1.3363806,,Left Foot,True,,"[116.0, 25.6]",,High Pass,,48.218773,,,Emerson Palmieri dos Santos,,True,,,,1,From Free Kick,Federico Chiesa,7156.0,Right Wing,86,Italy,914,['573cfc9f-e2ed-4f45-81fe-5cd455bb4479'],9,,,,,,,,,,,,,,,Italy,00:40:09.889,Pass,,104.8,72.5,116.0,25.6,,,
,,,,,,,,,,,,,,0.434278,,,,,,,,,,,,5cf08927-5f08-4bf8-b500-a35579d77be2,1462,,"[116.0, 25.6]",3788766,40,,,,,2.0576956,,Left Foot,,,"[114.2, 29.0]",,Low Pass,,3.847077,Incomplete,,Andrea Belotti,,,,,,1,From Free Kick,Emerson Palmieri dos Santos,4355.0,Left Back,86,Italy,914,"['12993e00-f239-43d8-8322-94b8516dab0d', '26263d79-eb7b-45df-b945-fa3984c098cc']",11,,,,,,,,,,,,,,,Italy,00:40:11.924,Pass,,116.0,25.6,114.2,29.0,,,
,,,,,,,,,,,,,,0.850096,,,,,,,,,,,,809a93a5-5d67-45d1-965b-e37531e767cb,1465,,"[11.0, 45.9]",3788766,40,,,,,-0.31597027,,Right Foot,,,"[16.2, 44.2]",,Ground Pass,,5.470832,,,Joseff Morrell,,,,,Recovery,1,Regular Play,Joe Rodon,11250.0,Right Center Back,87,Wales,907,['b99be6ea-8e84-4ef3-aa37-0bb5034dcc63'],13,,,,,,,,,,,,,,,Wales,00:40:13.982,Pass,,11.0,45.9,16.2,44.2,,,
,,,,,,,,,,,,,,1.546626,,,,,,,,,,,,07708756-56f1-4abf-bae6-9f84cea3b75c,1468,,"[28.5, 52.8]",3788766,40,,,,,1.773455,,Left Foot,,,"[25.5, 67.4]",,Ground Pass,,14.905033,,,Connor Roberts,,,,,,1,Regular Play,Joseff Morrell,22074.0,Right Defensive Midfield,87,Wales,907,['861a6ddc-14cc-44c6-af08-5ed713fe7f63'],15,,,,,,,,,,,,,,,Wales,00:40:15.824,Pass,,28.5,52.8,25.5,67.4,,,
,,,,,,,,,,,,,,5.2046,,,,,,,,,,,,4bf84fbf-5fd2-4e5b-a3c2-56a246f4afb1,1472,,"[36.6, 69.1]",3788766,40,,,,,-0.14035544,,Right Foot,,,"[91.1, 61.4]",,High Pass,,55.041256,Incomplete,,Joseff Morrell,,,,,,1,Regular Play,Connor Roberts,4774.0,Right Wing Back,87,Wales,907,"['b5014028-3a28-4f01-96bc-7e6f07a89687', 'b6bcad45-200a-45be-8e1f-9fa898df615c', 'd6fad945-90a8-4180-851b-bf54da5fc65d']",20,,,,,,,,,,,,,,,Wales,00:40:20.836,Pass,True,36.6,69.1,91.1,61.4,,,
,,,,,,,,,,,,,,1.675343,,,,,,,,,,,,6b099f86-9737-4f68-8bc3-13faed5c3515,1476,,"[27.7, 25.6]",3788766,40,,,,,1.0078826,,Right Foot,,,"[39.5, 44.3]",,Ground Pass,,22.111761,,,Marco Verratti,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,88,Italy,914,['0b1c9b22-fdc5-4772-9d1a-b055f432f1a8'],29,,,,,,,,,,,,,,,Italy,00:40:29.326,Pass,,27.7,25.6,39.5,44.3,,,
,,,,,,,,,,,,,,1.773877,,,,,,,,,,,,fd016ffa-225a-4c2e-b330-e132be8ee018,1478,,"[41.2, 44.3]",3788766,40,,,,,-1.9890207,,Right Foot,,,"[35.6, 31.7]",,Ground Pass,,13.788401,,,Leonardo Bonucci,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Center Midfield,88,Italy,914,['0c12555b-184a-4571-97a8-5aefc3f692f6'],31,,,,,,,,,,,,,,,Italy,00:40:31.002,Pass,,41.2,44.3,35.6,31.7,,,
,,,,,,,,,,,,,,1.79723,,,,,,,,,,,,42d29645-10a6-4e5a-895b-253be9d38938,1480,,"[38.7, 32.7]",3788766,40,,,,,-1.092657,,Right Foot,,,"[45.8, 19.0]",,Ground Pass,,15.43049,,,Jorge Luiz Frello Filho,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,88,Italy,914,['54985cb0-c1df-4f96-b5f7-48b52a9ab24b'],32,,,,,,,,,,,,,,,Italy,00:40:32.775,Pass,,38.7,32.7,45.8,19.0,,,
,,,,,,,,,,,,,,1.130043,,,,,,,,,,,,b1f5923f-c867-4fb5-ade0-c2950c6f7ba9,1483,,"[51.6, 14.5]",3788766,40,,,,,-0.5306085,,Right Foot,,,"[71.2, 3.0]",,Ground Pass,,22.724657,,,Alessandro Bastoni,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,88,Italy,914,['405a7a19-abe9-4e4f-958f-89919e0055c5'],36,,,,,,,,,,,,,,,Italy,00:40:36.017,Pass,,51.6,14.5,71.2,3.0,,,
,,,,,,,,,,,,,,1.542271,,,,,,,,,,,,7bb0c501-9d77-4686-bc49-e54a6d3337a7,1486,,"[76.4, 3.2]",3788766,40,,,,,2.2518134,,Left Foot,,,"[67.0, 14.8]",,Ground Pass,,14.930506,,,Jorge Luiz Frello Filho,,,,,,1,Regular Play,Alessandro Bastoni,7480.0,Left Center Back,88,Italy,914,['ed97644a-e82a-441d-abd1-fc8100f124ec'],39,,,,,,,,,,,,,,,Italy,00:40:39.347,Pass,,76.4,3.2,67.0,14.8,,,
,,,,,,,,,,,,,,1.134859,,,,,,,,,,,,a9965452-766d-49bd-a368-b40a365ef633,1489,,"[67.0, 14.5]",3788766,40,,,,,1.815775,,Right Foot,,,"[62.9, 30.9]",,Ground Pass,,16.904734,,,Marco Verratti,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,88,Italy,914,['25073774-fbfe-47a2-a8b5-681ea47196cd'],42,,,,,,,,,,,,,,,Italy,00:40:42.216,Pass,,67.0,14.5,62.9,30.9,,,
,,,,,,,,,,,,,,0.603026,,,,,,,,,,,,a342abac-d5df-45e3-975a-262d8ccbb485,1492,,"[62.9, 32.5]",3788766,40,,,,,-1.5021544,,Right Foot,,,"[64.0, 16.5]",,Ground Pass,,16.037767,,,Jorge Luiz Frello Filho,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Center Midfield,88,Italy,914,['1b95bab0-1fcd-4cef-8950-b50b44846f97'],44,,,,,,,,,,,,,,,Italy,00:40:44.415,Pass,,62.9,32.5,64.0,16.5,,,
,,,,,,,,,,,,,,0.882527,,,,,,,,,,,,72c9fef3-f260-4e38-a5f4-ae57cd64152f,1495,,"[66.2, 21.4]",3788766,40,,,,,1.7493262,,Right Foot,,,"[63.8, 34.7]",,Ground Pass,,13.514807,,,Marco Verratti,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,88,Italy,914,['b7084fae-654a-4f50-a39c-15065e4b98da'],46,,,,,,,,,,,,,,,Italy,00:40:46.954,Pass,,66.2,21.4,63.8,34.7,,,
,,,,,,,,,,,,,,2.170061,,,,,,,,,,,,bf05db5f-f99a-4e80-b2d6-191a12485087,1498,,"[62.3, 35.9]",3788766,40,,,,,1.6205636,,Right Foot,,,"[61.0, 62.0]",,Ground Pass,,26.132355,,,Leonardo Bonucci,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Center Midfield,88,Italy,914,['dd4d7879-d334-4e6a-aaeb-e3adbbdb28a7'],49,,,,,,,,,,,,,,,Italy,00:40:49.207,Pass,,62.3,35.9,61.0,62.0,,,
,,,,,,,,,,,,,,1.593634,,,,,,,,,,,,7dc2e930-f164-4580-89aa-0a74d2190694,1500,,"[61.0, 62.0]",3788766,40,,,,,0.578223,,Right Foot,,,"[80.0, 74.4]",,Ground Pass,,22.688322,,,Federico Chiesa,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,88,Italy,914,['1bbff5da-eda5-4f38-a5b8-49bd3a40e674'],51,,,,,,,,,,,,,,,Italy,00:40:51.377,Pass,,61.0,62.0,80.0,74.4,,,
,,,,,,,,,,,,,,1.139637,,,,,,,,,,,,74946494-0147-40ce-b070-ecf17110ad7b,1503,,"[80.0, 70.5]",3788766,40,,,,,-2.0918133,,Right Foot,,,"[73.4, 59.0]",,Ground Pass,,13.259336,,,Marco Verratti,,,,,,1,Regular Play,Federico Chiesa,7156.0,Right Wing,88,Italy,914,['197ef547-0489-4c66-88c8-6bd2a255e372'],55,,,,,,,,,,,,,,,Italy,00:40:55.166,Pass,,80.0,70.5,73.4,59.0,,,
,,,,,,,,,,,,,,1.168413,,,,,,,,,,,,99ac3514-e94b-4324-a37e-f0802cf030c3,1506,,"[74.7, 60.3]",3788766,40,,,,,-1.0380422,,Right Foot,,,"[87.2, 39.1]",,Ground Pass,,24.61077,,,Federico Bernardeschi,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Center Midfield,88,Italy,914,['550062c6-a720-43d2-b800-6b1d949122ce'],57,,,,,,,,,,,,,,,Italy,00:40:57.492,Pass,,74.7,60.3,87.2,39.1,,,
